open,high,ema-26,ema-12,low,mean-grad-hist,close,volume,sma-05,sma-07,sma-25,long_jcrosk,short_kdj,sma-compare,ask,bid,is_short,nlpreds,action,predicted_action,reward
138.97,145.25,136.44786606816558,134.61746862943698,138.44,0,141.77,4958.63,137.64199999999724,137.21000000000225,133.97119999999967,1,0,0,2504.042797962528,2454.5872020374727,1,do_nothing,go_short,go_long,7.11307142
0.011821,0.0118909999999999,0.0122377555194196,0.012115884577533,0.0111349999999999,1,0.011482,206224231.0,0.0120852000000007,0.0123068571428566,0.0121268399999997,0,0,0,101612093.73651461,104612137.2634854,0,do_nothing,do_nothing,go_long,-35.78877219
0.08925,0.08932,0.0890561512971693,0.0888185397089752,0.08925,1,0.08926,2076.0,0.0892619999999963,0.0892271428571407,0.0886423999999999,1,0,0,1038.058148002913,1037.9418519970868,0,do_nothing,go_long,go_long,30.2996141
0.14704,0.15021,0.1477273580434704,0.1438276923076923,0.14703,0,0.14902,6329608.0,0.150122,0.1501671428571429,0.1446344,0,0,0,3185969.682361684,3143638.3176383167,1,do_nothing,go_short,go_short,64.00314702
49.385,50.595,49.30211618197407,48.5288036253892,49.325,0,50.375,6648.47,49.78699999999971,49.646428571428594,48.248199999999976,0,0,0,3357.2241003408185,3291.2458996591827,1,do_nothing,do_nothing,go_long,-7.18178012
2309.41,2310.2,2325.62147818364,2348.796204262079,2044.0,1,2181.79,382746.25,2301.203999999924,2319.591428571433,2360.1444000000047,0,0,1,185935.1489106475,196811.1010893525,0,do_nothing,go_long,go_short,101.40035659
0.5744,0.5950500000000001,0.570022032582246,0.5650284341112277,0.57415,0,0.5838500000000001,508152.0,0.5747400000000092,0.5729928571428541,0.5624460000000016,0,0,0,256148.9706022016,252003.02939779835,1,do_nothing,go_short,go_short,15.467372
21.426,21.447,21.953747663285004,22.271005514506925,20.715,0,21.301,558658.8,21.53219999999984,21.727142857143285,22.50199999999977,0,0,1,278512.2077094109,280146.5922905891,0,go_long,go_long,do_nothing,7.01084527
8.482,8.509,8.574871520106404,8.675200812194577,8.372,1,8.424,30074.7,8.523000000000026,8.55800000000002,8.692919999999996,0,0,1,14985.760842304508,15088.939157695491,0,go_long,go_long,go_short,10.8562418
58.7,59.66,58.4232775041734,58.19297049441939,58.6,0,59.52,6601.56,58.57400000000082,58.38285714285518,58.20120000000075,0,0,0,3323.674938250719,3277.8850617492812,1,go_long,do_nothing,go_short,-0.84021547
2.0264,2.0509,1.9970179905880807,1.973730517034719,2.0258,0,2.0405,2861273.5,2.014059999999991,2.012228571428539,1.961496,0,0,0,1435596.78790971,1425676.71209029,1,do_nothing,go_short,go_long,17.80269532
1.0224,1.0231,1.0270972758819186,1.0346075698399344,0.9906,1,1.0038,71237.0,1.022220000000002,1.0234285714285714,1.037071999999999,0,0,1,35291.53124074622,35945.46875925377,0,go_long,go_long,do_nothing,106.11074387
32.69,32.965,33.150927966539896,33.31773611985812,32.475,1,32.545,64307.8,32.91299999999934,33.09214285714368,33.43520000000044,0,0,1,32082.43045910938,32225.369540890624,0,go_long,go_long,go_long,42.13348431
1.552,1.552,1.5538747855001915,1.566212341457491,1.52,1,1.524,89930.0,1.5466000000000193,1.5509999999999415,1.560040000000016,1,0,1,44555.695708712614,45374.30429128739,0,go_long,go_long,go_long,96.13363769
0.8181,0.8226,0.8256255783033308,0.8283908117834867,0.8017000000000001,1,0.8025,488364.9,0.821419999999993,0.8261714285714172,0.8289199999999987,0,0,1,241831.93400592374,246532.96599407628,0,go_long,go_long,go_long,3.79857162
32.2,32.2,32.192877051437854,32.70456245096261,23.0,1,27.76,103536.09,31.67399999999588,32.15285714285818,32.98840000000048,0,0,1,47934.6540760507,55601.4359239493,1,go_long,do_nothing,do_nothing,-30.77833353
