open,high,ema-26,ema-12,low,mean-grad-hist,close,volume,sma-05,sma-07,sma-25,long_jcrosk,short_kdj,sma-compare,ask,bid,is_short,nlpreds,predicted_action,reward
0.009363,0.009363,0.0093835228401469,0.0094853916715275,0.009198,0,0.009198,963.0,0.0092676,0.0093031428571428,0.00953624,1,0,1,477.21965411346366,485.7803458865363,0,go_long,go_long,-0.89598051
20975.4,21319.0,20851.571194156662,20701.2677058918,20960.8,0,21205.3,5146991.0,20914.88,20884.585714285487,20756.00400000004,1,0,0,2587521.9769302076,2559469.023069793,1,go_long,go_long,-2.13204456
56712.1,107711.1,56482.073787906746,56393.55387586965,56600.0,1,56673.7,109853.0,56681.99999999975,56656.7857142858,56169.66400000005,0,0,0,54907.89822094125,54945.10177905876,1,go_short,go_short,-1.14982696
0.25577,0.26243,0.2540159858179305,0.2496906041156142,0.25577,0,0.26213,1742.0,0.2565699999999991,0.2549385714285697,0.2511692000000002,0,0,0,881.696196176868,860.3038038231318,1,go_short,go_long,-1.9727829
0.0101719999999999,0.0101719999999999,0.01032650114499,0.0105509216218068,0.0099589999999999,1,0.01012,2075.0,0.0102422,0.0102359999999999,0.01058264,1,0,0,1034.841316775089,1040.158683224911,0,go_long,do_nothing,1.40098473
0.00747,0.00754,0.0073334116006087,0.0072532448198121,0.00746,0,0.00747,28337.0,0.0074020000000003,0.0073471428571436,0.0072692,0,0,0,14168.5,14168.5,0,go_long,go_long,-1.06730904
0.3929,0.3965,0.3837463998186152,0.3800602877143496,0.39224,0,0.3938,369.0,0.3860719999999993,0.3854428571428548,0.3795816000000003,0,0,0,184.7110715647642,184.28892843523585,1,go_short,go_long,-1.999902
87173.8,88452.0,86570.78168942181,85432.24129253166,87115.0,0,88262.0,9225248.0,87212.80000000002,87047.3142857149,85389.27599999982,0,0,0,4641235.363454894,4584012.636545107,1,go_long,go_long,-0.53368819
0.06701,0.06758,0.0652165397324194,0.0635620275333777,0.06668,1,0.06694,2470.0,0.0662340000000002,0.0657671428571438,0.0632579999999999,0,0,0,1234.354609929078,1235.6453900709218,0,go_long,go_long,1.2606074
0.0041189999999999,0.004151,0.0042316645957002,0.0042535304417972,0.0041059999999999,1,0.004129,476.0,0.0042204,0.004232,0.00425588,0,0,1,238.2885548011668,237.7114451988332,0,go_long,go_long,1.2231665
