open,high,ema-26,ema-12,low,mean-grad-hist,close,volume,sma-05,sma-07,sma-25,long_jcrosk,short_kdj,sma-compare,ask,bid,is_short,nlpreds,action,predicted_action,reward
0.437,0.4489,0.4335205906811878,0.4275649382837082,0.4368,0,0.444,3393057.5,0.4374999999999645,0.4370857142856909,0.4238720000000022,0,0,0,1710008.547105562,1683048.952894438,1,go_long,do_nothing,go_short,-17.88454316
95.71,98.64,95.00338177730612,92.86265032240478,95.68,1,97.24,158827.699,96.6219999999988,96.5528571428604,92.22000000000143,0,0,0,80043.56284405287,78784.13615594713,0,go_long,go_long,go_short,2.51689387
2.941,2.946,2.954569800136841,2.978339645912184,2.8,1,2.848,452328.0,2.9343999999996564,2.944428571428697,2.9903199999999246,0,0,1,222530.6864743479,229797.31352565208,0,go_long,go_long,do_nothing,19.22903614
3251.1,3321.73,3220.306178538858,3198.10911947566,3243.2,0,3302.17,315170.977,3249.675999999969,3233.615714285663,3193.438799999991,0,0,0,158813.56103442863,156357.4159655714,0,go_long,go_long,go_short,4.41635148
1.6892,1.7862,1.638430223723785,1.6060132984246702,1.6824,0,1.75,11636862.0,1.648860000000025,1.6368142857143149,1.6058600000000025,0,0,0,5921292.306350314,5715569.693649687,0,go_long,do_nothing,go_long,-0.00028323
0.13845,0.14966,0.1313091798832434,0.1234885273533789,0.13784,0,0.14572,82126794.0,0.1380199999999928,0.1340985714285767,0.1206608000000014,0,0,0,42113933.28528698,40012860.71471302,0,go_long,go_long,go_long,0.95856722
3.4728,3.8067,3.2996289811449264,3.2297069120555326,3.3892,0,3.6249,17077990.0,3.329280000000168,3.287257142857215,3.218687999999992,0,0,0,8721981.198275497,8356008.801724503,0,go_long,go_long,go_long,1.7192783
13.102,13.416,12.928402370147484,12.84252473160917,13.041,0,13.414,209566.1,12.99899999999978,12.934428571428429,12.8285199999997,0,0,0,106015.9777266556,103550.1222733444,0,go_long,go_long,do_nothing,6.26513423
29.396,30.162,28.34273240022113,27.82652549318952,29.185,1,29.373,871930.87,29.35959999999862,28.6661428571432,27.766319999999965,1,0,0,435794.81434957206,436136.05565042794,1,go_long,do_nothing,go_short,-5.57768794
188.87,192.91,186.4481798062652,184.5108722363217,188.87,0,191.04,38960.5,188.51800000000327,187.5728571428621,184.00720000000027,0,0,0,19591.518833407914,19368.98116659209,0,go_long,go_long,go_short,2.05313071
