open,high,ema-26,ema-12,low,mean-grad-hist,close,volume,sma-05,sma-07,sma-25,long_jcrosk,short_kdj,sma-compare,ask,bid,is_short,nlpreds,predicted_action,reward
3.4551,3.528,3.0131050655982983,2.9132029256617367,3.32,0,3.3696,11196293.0,3.1181800000000046,3.027371428571453,2.847336000000002,0,0,0,5528012.790716076,5668280.209283924,0,do_nothing,go_long,-24.03082815
3.6833,3.7566,4.411678344517413,4.764544535900953,2.8242000000000003,1,3.092,398729.0,4.0893200000000025,4.332942857142834,4.9098000000000015,0,0,1,181965.38426342746,216763.61573657257,1,do_nothing,do_nothing,-23.54545911
0.5449,0.6186,0.5041634028231977,0.4882247999276968,0.5317000000000001,0,0.6145,970117045.2,0.5158199999999912,0.5034857142857173,0.4815159999999954,0,0,0,514177095.28669995,455939949.9133,1,do_nothing,go_short,-24.24267036
0.8365,0.8596,0.9069441464604828,0.9400106916986276,0.8152,1,0.8577,101999797.3,0.8761999999999898,0.8908428571428565,0.954336000000003,1,0,1,51638074.69260418,50361722.60739582,1,go_short,go_short,24.39152519
0.013,0.01361,0.0126093088132334,0.0123411298443281,0.01297,0,0.01337,489207690.0,0.012836000000001,0.0126485714285707,0.0123139999999999,0,0,0,248035905.01706487,241171784.98293516,1,go_short,do_nothing,24.14720161
1.308,1.319,1.5038071707543648,1.6768279882596295,1.136,1,1.145,306423.07,1.403199999999989,1.4428571428571346,1.725439999999992,0,0,1,143030.74404810436,163392.32595189562,0,go_long,go_long,61.1170447
0.00674,0.00707,0.0066202711684522,0.0065212333490065,0.00673,0,0.00693,376600837.0,0.0067080000000011,0.0066557142857137,0.0064755999999999,0,0,0,190917615.2457937,185683221.75420627,1,do_nothing,go_short,9.56035383
13.304,13.633,13.267873562763192,13.204286738807076,13.272,0,13.38,1858888.0,13.316999999999975,13.294999999999945,13.185280000000052,0,0,0,932091.1947234297,926796.8052765701,1,go_short,go_short,22.1527002
27.426,27.583,27.49081588133985,27.85365594972477,24.047,1,25.51,1608095.82,27.2553999999991,27.458571428571418,27.86767999999992,0,0,1,774945.6771988817,833150.1428011183,0,do_nothing,do_nothing,3.32202506
134.8,135.46,139.43584047226994,141.6854456697776,129.49,1,132.02,9492.827,137.73600000000008,139.01000000000084,142.48399999999995,0,0,1,4696.96057469455,4795.8664253054485,0,go_long,do_nothing,163.7711706
3.0501,3.4402,3.126159853174547,3.092874897255564,3.025,0,3.415,8281901.7,3.133980000000002,3.1225571428571426,3.0859880000000017,0,0,0,4374672.36477394,3907229.3352260604,1,go_long,do_nothing,24.39963573
0.12454,0.13,0.1214939107493834,0.1200763710150987,0.12416,0,0.1298,17190992.0,0.1230959999999933,0.121992857142862,0.1190108000000018,0,0,0,8773259.26555005,8417732.734449947,1,go_short,do_nothing,24.31427177
63.83,64.42,66.0194618186472,68.21453350671443,62.32,1,62.49,22702.668,63.88200000000037,64.66857142857025,68.77519999999853,1,0,1,11230.919278974035,11471.748721025966,0,do_nothing,go_short,-6.18147754
0.4231,0.4238,0.4192268680826688,0.4181025115485686,0.4212,0,0.4228,292096.0,0.4207199999999946,0.4196857142857574,0.4178440000000026,1,0,0,145996.20380659652,146099.79619340348,0,do_nothing,go_short,-6.17142292
3334.13,3334.13,3297.55099294844,3279.946730739029,3312.14,0,3327.14,92987.507,3314.2059999999706,3308.8657142856746,3273.3207999999863,0,0,0,46444.96530541173,46542.54169458826,0,do_nothing,do_nothing,-20.50314005
0.3268,0.347,0.3172593421796221,0.3141732403466601,0.3206,1,0.322,15287428.0,0.3211199999999863,0.3194285714285907,0.3127640000000066,1,0,0,7587163.711467325,7700264.288532675,0,do_nothing,do_nothing,-17.55505147
5.183,5.206,5.101163978450834,5.040692066673902,5.164,0,5.19,541750.0,5.140599999999858,5.115285714285754,5.028639999999973,0,0,0,271057.79427359486,270692.2057264051,1,do_nothing,go_short,4.19015878
0.454,0.463,0.5330273580906801,0.5605539224308785,0.449,1,0.451,21044399.4,0.5067999999999759,0.5195714285714578,0.5714799999999933,0,0,1,10487319.48,10557079.92,1,go_short,do_nothing,28.7918827
1.308,1.319,1.5038071707543648,1.6768279882596295,1.136,1,1.145,306423.07,1.403199999999989,1.4428571428571346,1.725439999999992,0,0,1,143030.74404810436,163392.32595189562,0,go_long,go_long,61.1170447
