open,high,ema-26,ema-12,low,mean-grad-hist,close,volume,sma-05,sma-07,sma-25,long_jcrosk,short_kdj,sma-compare,ask,bid,is_short,nlpreds,predicted_action,reward
1.198,1.198,1.202029332610186,1.2149472707860465,1.161,1,1.175,824700.0,1.1913999999999976,1.1988571428571462,1.21044,0,0,1,408353.3501896333,416346.64981036657,1,go_short,go_short,0.35242868
4.311,4.392,4.464776386671891,4.616156959869549,4.083,1,4.083,6688274.2,4.404200000000007,4.452999999999997,4.6153200000000165,0,0,1,3253302.7827734095,3434971.4172265907,1,go_short,go_short,2.28595491
0.8422000000000001,0.8423,0.8705317922939517,0.8896496075615308,0.8026000000000001,1,0.8121,1117851.0,0.8573400000000087,0.8679142857143229,0.8925440000000008,0,0,1,548755.8466420843,569095.1533579157,1,go_short,go_long,0.53886
115.572,116.76,112.73967965645,109.39539690056742,113.717,1,114.265,17867.8,113.9256000000001,113.807285714286,109.42656000000022,0,0,0,8883.096137697587,8984.703862302415,0,go_long,go_long,2.0180655
5.744,5.82,5.73747104996871,5.735344722961576,5.721,0,5.814,193374.0,5.732399999999994,5.741571428571537,5.7195199999999495,0,0,0,97272.57622426025,96101.42377573975,1,go_short,go_long,1.03118327
4.8481000000000005,4.9223,4.764138389015636,4.5828604430519055,4.8405000000000005,1,4.9127,1229142.2,4.931599999999984,4.932014285714282,4.47063599999999,0,0,0,618638.522041226,610503.6779587739,1,go_short,do_nothing,0.33116308
58.21,58.47,58.363076379150826,58.30316126969318,57.66,1,57.87,10386.2,58.34000000000556,58.44714285714643,58.34360000000026,0,0,0,5177.889334941419,5208.3106650585805,0,go_long,do_nothing,0.40372
0.00966,0.00982,0.0098974621197221,0.0097773634123803,0.00964,1,0.00975,159314404.0,0.0098120000000006,0.0098799999999992,0.0101099999999999,0,0,1,80026555.33230294,79287848.66769706,1,go_short,go_long,1.1369644
307.33,308.8,309.53800690518807,309.8676715761524,307.11,0,308.53,22692.55,308.8439999999999,308.86000000000143,311.3143999999994,0,0,1,11368.38315769818,11324.166842301822,0,go_long,go_long,0.33678757
0.14125,0.14129,0.1433779092362201,0.1454951963380267,0.13611,1,0.13669,25280015.0,0.1412020000000003,0.1424485714285738,0.1450824000000005,0,0,1,12432630.245196808,12847384.754803194,1,go_short,go_long,3.89591388
0.6118600000000001,0.61528,0.6282305449214796,0.6375051076778706,0.60729,1,0.61051,8444977.0,0.6151179999999996,0.622141428571427,0.6415932000000011,0,0,1,4217825.133363874,4227151.866636124,1,go_short,go_short,0.859873
49.27,49.32,49.687598871464346,49.92739745999275,48.7,1,48.8,10301.4,49.400000000000304,49.665714285714486,49.82679999999996,0,0,1,5126.015295197308,5175.384704802693,0,go_long,do_nothing,0.530208
0.031418,0.031588,0.0308852563624172,0.0304062684353734,0.0305539999999999,1,0.0309519999999999,1618295883.0,0.0310897999999999,0.0311870000000001,0.0309140799999999,0,0,0,803102359.6379015,815193523.3620986,1,go_short,go_short,1.57099326
88.449,88.554,87.58855993108277,86.94702789216869,87.837,1,88.015,6834.1,88.02179999999998,87.92500000000018,87.10268000000025,0,0,0,3408.646021284795,3425.4539787152057,0,go_long,go_long,0.9343422
37.01,37.051,36.7859847769262,36.998339722133984,36.603,0,36.622,2225.6,36.83259999999994,36.781714285714365,36.95908,0,0,0,1106.9361581920903,1118.6638418079094,0,go_long,go_long,0.74487383
343.28,344.5,340.77570894203376,338.71391423309353,342.52,1,343.44,5422.8,342.6820000000036,341.4871428571428,338.4932000000008,0,0,0,2712.0317334575952,2710.7682665424045,0,go_long,go_short,2.58038826
1.4406,1.4487,1.4574156838848014,1.465767922588351,1.4402,0,1.4481,207337.0,1.4503999999999864,1.4531857142857574,1.4698280000000212,0,0,1,103937.6569737252,103399.3430262748,1,go_short,do_nothing,0.290346
