open,high,ema-26,ema-12,low,mean-grad-hist,close,volume,sma-05,sma-07,sma-25,long_jcrosk,short_kdj,sma-compare,ask,bid,is_short,nlpreds,action,predicted_action,reward
48.573,48.722,47.35208672653625,46.84670979798855,48.329,0,48.361,4958.0,47.87540000000002,47.3012857142857,46.89800000000008,0,0,0,2473.5782903831473,2484.4217096168527,0,go_long,go_long,go_long,23.06725971
3.064,3.064,3.156954112326148,3.237504455731432,2.9130000000000003,1,2.943,2335509.0,3.100199999999778,3.140571428571545,3.253000000000128,0,0,1,1144232.2269019478,1191276.7730980525,0,go_long,go_long,do_nothing,23.24362304
0.7724000000000001,0.7744000000000001,0.7799911726747978,0.7833128877059445,0.7711,1,0.7727,4238751.0,0.7766200000000093,0.7773857142857098,0.786043999999994,0,0,1,2119787.002588829,2118963.997411171,0,do_nothing,do_nothing,do_nothing,-24.04697908
1.2376,1.2392,1.2604795155919717,1.3036815820953112,0.9895,1,1.0735,11522455.0,1.2192999999997776,1.2450714285715496,1.3176360000001253,0,0,1,5352150.682575397,6170304.317424604,0,do_nothing,do_nothing,go_short,-25.41806336
5.267,5.386,5.021582666488102,4.910433996486924,5.164,1,5.193,3834783.2,5.185000000000015,5.099571428571452,4.848279999999998,0,0,0,1903826.8793116633,1930956.3206883366,0,go_long,go_long,go_short,25.79696449
0.213,0.2228,0.2341138169197461,0.2404776236153523,0.2025,1,0.2219,6388325.8,0.2268999999999882,0.2297428571428434,0.242792,0,0,1,3259529.7655093125,3128796.034490688,1,go_short,go_short,go_long,26.46214943
9.004,9.03,8.767797507109238,8.649423667256988,8.905,0,8.919,272288.9,8.837799999999723,8.82914285714294,8.626839999999952,0,0,0,135498.7836355521,136790.11636444792,0,do_nothing,do_nothing,go_short,-23.48227509
5.164,5.228,5.202597097461705,5.189269035014004,5.1370000000000005,0,5.222,73337.3,5.176399999999994,5.18471428571428,5.188839999999995,0,0,1,36873.42389755441,36463.8761024456,0,go_long,go_long,do_nothing,24.96041311
2977.9,2990.0,2903.942005571342,2853.5027827387244,2953.5,1,2962.4,292.096,2957.8999999999915,2937.3571428571418,2834.192000000005,0,0,0,145.66691756308606,146.42908243691397,0,do_nothing,do_nothing,go_long,-28.99115856
1.5364,1.5568,1.6091195467719186,1.6625289408373276,1.317,1,1.4124,15285945.9,1.5711599999999957,1.5971857142857275,1.6760759999999992,0,0,1,7321578.265450353,7964367.634549647,0,do_nothing,do_nothing,do_nothing,-25.11835606
1.3652,1.3845,1.502978109101268,1.5929054201716093,1.045,1,1.1267,5081530.0,1.425339999999982,1.4800285714285877,1.6279040000000038,0,0,1,2297588.1259280066,2783941.874071993,1,go_short,go_short,do_nothing,24.09896036
25.26,25.98,27.020101728582564,27.55772964328223,22.8,1,24.13,8526345.0,25.929999999997268,27.03142857142832,27.741600000000343,0,0,1,4165634.842073294,4360710.157926706,0,do_nothing,do_nothing,go_short,-18.3870658
0.6634,0.6661,0.6119549433189759,0.5939033071020635,0.638,0,0.6387,94750618.0,0.6283200000000078,0.618671428571426,0.5906799999999938,0,0,0,46476629.84148683,48273988.15851317,0,do_nothing,do_nothing,go_short,-24.11793469
0.2109,0.2144,0.2086373968456499,0.207299934337937,0.2097,0,0.213,6642335.0,0.2093999999999856,0.2088142857143069,0.2068560000000046,0,0,0,3337620.559094126,3304714.440905874,1,go_short,go_short,go_long,24.12813168
0.164,0.1648,0.1627699178353706,0.1617217178242314,0.1636,0,0.1647,2677561.2,0.1635799999999926,0.1633571428571437,0.16147200000001,0,0,0,1341631.669120779,1335929.5308792214,0,go_long,go_long,go_short,24.15020116
25.076,25.431,26.07172625989059,26.586642024808857,24.5,1,24.776,469949.0,25.68279999999992,25.92657142857164,26.872560000000178,0,0,1,233560.46746369253,236388.53253630744,0,go_long,go_long,do_nothing,19.82839119
11.262,11.263,11.038902070710918,10.840554558400148,11.156,1,11.176,170801.0,11.149799999999791,11.135428571428704,10.81452000000004,1,0,0,85073.17835814242,85727.82164185755,0,go_long,go_long,go_short,22.07936948
0.13302,0.1347,0.124808532612644,0.1192133069941924,0.12918,0,0.12941,71980133.0,0.1279659999999935,0.1266485714285744,0.1196044000000021,1,0,0,35494985.37335671,36485147.62664329,0,go_long,go_long,do_nothing,24.99226233
1.612,1.8388,2.092006591484374,2.2175747087028164,1.5707,1,1.818,7478304.4,1.9803800000000027,2.063757142857136,2.262540000000001,0,0,1,3963719.358367347,3514585.0416326537,1,go_short,go_short,go_short,24.92058731
23.794,24.301,22.787862392336635,22.12270276921443,23.555,0,23.63,7085551.0,23.282400000000017,23.002285714285662,21.981960000000008,1,0,0,3530523.999030027,3555027.0009699734,0,do_nothing,do_nothing,do_nothing,-14.04896014
0.195,0.2014,0.2170874764089162,0.2243385218360037,0.1818,1,0.2008,4507131.0,0.2082399999999854,0.2115714285714502,0.2274240000000049,0,0,1,2286588.9459322887,2220542.054067711,1,go_short,go_short,go_long,24.37321022
0.3055,0.3222,0.2996740292951793,0.2945871347310969,0.3047,0,0.3219,13742840.0,0.3043799999999863,0.3011714285714487,0.2925480000000069,0,0,0,7051036.334077145,6691803.665922857,1,go_long,go_short,go_short,0.55870737
7.921,8.696,7.30974691374487,6.8874967359622925,7.714,0,8.624,9534450.0,7.631599999999986,7.426285714285647,6.776480000000036,0,0,0,4969785.240253854,4564664.759746146,0,do_nothing,do_nothing,go_long,-16.32214376
