open,high,ema-26,ema-12,low,mean-grad-hist,close,volume,sma-25,long_jcrosk,short_kdj,sma-compare,ask,bid,is_short,predicted_action,reward
0.3283,0.3329,0.3252888340268984,0.3249051805323334,0.3283,0,0.3302,4694.0,0.3246759999999936,0,0,0,2353.771905846621,2340.228094153379,1,go_long,-1.220426
0.8502000000000001,0.8676,0.8412582679472008,0.830577281117228,0.8502000000000001,0,0.8676,310.0,0.8297879999999942,0,0,0,156.57003143555713,153.4299685644429,1,go_long,0.144828
0.27249,0.27912,0.2622332595763039,0.2552414915903508,0.27239,0,0.27838,68320.0,0.2531327999999946,0,0,0,34525.24479459764,33794.75520540237,1,go_long,-2.02157771
0.33922,0.35124,0.3278949105634718,0.3186126172093289,0.33904,0,0.3449,72747.0,0.3161655999999942,0,0,0,36675.49596562006,36071.504034379934,1,go_long,-2.35385666
558.15,558.3,567.8256392678728,573.505721716474,552.0,1,558.2,13899.0,575.8880000000004,0,0,1,6949.8112599095275,6949.188740090473,0,go_long,1.4416628
480.0,480.0,481.9187217232388,484.4995710328635,473.55,1,474.8,11303.0,483.31800000000015,0,0,1,5620.720988688731,5682.27901131127,0,go_long,1.5358276
446.3,447.5,452.3268851584312,454.1363009001585,435.75,1,442.25,30543.0,455.7819999999995,0,0,1,15201.892690338193,15341.10730966181,0,go_long,0.6908408
517.5,517.5,548.5011595232779,568.9604215127237,470.0,1,484.4,382733.0,580.5039999999995,0,0,1,185044.28106597465,197688.71893402535,0,go_long,-0.8928896
346.15,349.25,352.7090051443455,358.58453082660475,333.0,1,334.9,148245.0,361.63799999999947,0,0,1,72898.09925849791,75346.9007415021,0,go_long,4.292589
308.35,312.0,321.3289259462124,328.3213704541064,296.7,0,312.0,158217.0,330.77199999999954,0,0,1,79573.95663738211,78643.04336261789,0,go_long,0.6429996
263.3,264.0,264.69460491949565,265.85297323983866,256.0,1,259.55,37772.0,266.0659999999995,0,0,1,18750.545280673232,19021.454719326764,0,go_long,1.3163028
218.3,218.65,220.0089031068608,221.8217211605624,215.95,1,216.8,8608.0,222.61799999999948,0,0,1,4289.162031716847,4318.837968283154,0,go_long,1.56908
282.6,283.6,284.69745607336296,285.99145401903934,281.0,1,281.15,7748.0,286.6079999999995,0,0,1,3864.035831485587,3883.964168514413,0,go_long,-1.943943
332.6,333.6,323.9350279046958,323.7322750807572,235.0,1,276.5,756090.0,324.02599999999944,0,0,0,343225.8824495157,412864.11755048437,0,go_long,0.1140702
232.25,232.25,233.60645111651056,234.9383567012555,224.45,1,228.95,73736.0,235.5539999999994,0,0,1,36604.200346921076,37131.799653078924,0,go_long,0.8024704
246.95,246.95,249.5030027052572,251.4459792346798,244.5,1,246.25,69974.0,252.15799999999945,0,0,1,34937.342862935926,35036.657137064074,0,go_long,-0.8077112
265.6,265.6,265.5598950099493,266.95765324376777,260.0,1,260.0,67537.0,267.2839999999995,0,0,1,33408.713850837135,34128.286149162865,0,go_long,-0.432183
0.4689,0.4822,0.4614098040113973,0.4469437957476013,0.4663,0,0.4783,8972.0,0.4432999999999938,0,0,0,4530.519003378378,4441.480996621622,1,go_long,1.420853
1.0491,1.0736,1.0159973117866354,0.9998054732804104,1.049,0,1.0649,1562.0,1.0008799999999929,0,0,0,786.8371807000946,775.1628192999054,1,go_long,-2.354617
184.35,196.0,221.3809589024092,234.4336057169327,159.95,1,186.6,452281.0,238.51999999999967,0,0,1,227512.15689446017,224768.84310553983,0,go_long,3.2684545
1.3091,1.3091,1.327698380808626,1.361650370578643,1.1536,1,1.1644,17013.0,1.356367999999995,0,0,1,8008.868890236507,9004.131109763493,1,go_long,-3.135397
1.1895,1.1905,1.2129332301866864,1.2419881844037193,1.1508,1,1.1611,6469.0,1.2541439999999964,0,0,1,3195.420701097592,3273.579298902408,1,go_long,3.118923
0.8343,0.854,0.825310915641324,0.8165623510506904,0.8343,0,0.8448,10312.0,0.8132959999999967,0,0,0,5188.242272646061,5123.75772735394,1,go_long,-0.336235
0.8769,0.8782000000000001,0.8698164249179298,0.8641251342315862,0.874,0,0.8782000000000001,920.0,0.8638239999999955,0,0,0,460.3407213264202,459.6592786735799,1,go_long,2.221659
