,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),short-large-rl (exit),long_jcrosk (exit),ema-12 (exit),short-small-rl (exit),low (exit),mean-grad-hist (exit),close (exit),open (exit),high (exit),long-bid-rl (exit),sma-25 (exit),volume (exit),short_kdj (exit),long-large-rl (exit),ema-26 (exit),sma-compare (exit),sma-05 (exit),long-small-rl (exit),sma-07 (exit),short-bid-rl (exit)
463,YFI/USDT:USDT,2023-11-11 03:15:00+00:00,first_buy,long-exit-profit,8127.0,8196.0,7911.09742489397,7788.203266812245,8033.0,0,8094.0,212.154,0,False,7978.999999999954,7918.285714285681,7802.840000000009,9.80511575,0.17299190133992248,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,9343.466754769686,go_long,9445.0,0,9526.0,9488.0,9549.0,go_long,9353.320000000009,85.056,False,go_short,9402.176696613109,0,9451.999999999953,go_long,9421.285714285681,go_long
462,YFI/USDT:USDT,2023-05-11 17:30:00+00:00,first_buy,long-exit-profit,6661.0,6673.0,6660.358527928515,6716.400337026739,6500.0,1,6579.0,221.466,1,False,6646.199999999953,6646.142857142824,6726.760000000009,11.47015262,0.19352306034476577,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,7763.739528157224,go_long,7915.0,0,8128.0,7921.0,8140.0,go_long,7777.760000000009,166.728,False,go_short,7877.842411238328,0,7905.199999999953,go_long,7871.999999999966,go_long
441,SUSHI/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,0.5316000000000001,0.5336000000000001,0.5433717131367848,0.5548762631801408,0.46,1,0.4963,8679344.0,0,False,0.5332199999998316,0.5393285714286511,0.5603680000001198,11.27479356,0.18436362971170753,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,do_nothing,0,0.5717395069166734,do_nothing,0.5822,0,0.5891000000000001,0.583,0.5905,go_long,0.5706240000001196,479664.0,False,do_nothing,0.5769122917100793,0,0.5827399999998326,go_short,0.5795000000000793,go_long
460,YFI/USDT:USDT,2023-02-23 03:00:00+00:00,first_buy,long-exit-profit,9117.0,9189.0,8737.16858552267,8578.180212189716,9060.0,0,9068.0,348.412,1,False,8890.599999999953,8788.714285714252,8524.44000000001,9.69809105,0.17808908950686828,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,10421.257046906176,go_long,10655.0,0,10725.0,10656.0,10800.0,go_long,10371.44000000001,523.11,False,go_short,10537.659989096126,0,10614.399999999954,go_long,10568.85714285711,go_long
458,YFI/USDT:USDT,2022-11-10 13:45:00+00:00,first_buy,long-exit-profit,6188.0,6701.0,6223.031303240312,6143.177559626022,6168.0,0,6559.0,246.634,0,False,6285.199999999953,6268.714285714253,6130.040000000009,10.69403438,0.18095106756387244,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,7496.692325889638,go_long,7615.0,0,7838.0,7628.0,7838.0,go_long,7472.920000000009,240.297,False,go_short,7583.2823177307,0,7648.599999999953,go_long,7624.428571428538,go_long
455,YFI/USDT:USDT,2022-07-29 22:30:00+00:00,first_buy,long-exit-profit,10399.0,10690.0,10093.418246152525,9798.664180027152,10344.0,0,10676.0,410.645,0,False,10376.999999999953,10245.571428571395,9673.52000000001,13.50756231,0.2529110344252318,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,11775.754358904933,go_long,11920.0,0,13400.0,11970.0,13611.0,go_long,11700.80000000001,1465.181,False,go_short,11999.849700072748,0,12183.199999999953,go_long,12038.714285714252,go_long
454,YFI/USDT:USDT,2022-07-28 16:30:00+00:00,first_buy,long-exit-profit,8497.0,8898.0,7926.684421330491,7673.207877495523,8495.0,0,8817.0,616.126,0,False,8232.799999999954,8004.714285714253,7565.080000000009,9.36010261,0.1767561123991883,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,9728.477314429325,go_long,10249.0,0,10400.0,10253.0,10437.0,go_long,9612.480000000009,293.83,False,go_short,9987.49429090753,0,10229.199999999953,go_long,10132.999999999967,go_long
453,YFI/USDT:USDT,2022-06-25 01:15:00+00:00,first_buy,long-exit-profit,6994.0,7320.0,7144.541867923913,7169.760958236963,6988.0,0,7199.0,1716.744,0,False,7025.199999999953,7050.571428571396,7277.960000000009,10.24304558,0.17767767688624753,1,go_long,go_long,go_short,go_short,go_long,go_long,go_short,1,7581.7045076951645,go_long,8262.0,0,8497.0,8379.0,8528.0,go_long,7507.640000000009,726.131,False,go_short,7764.808861572399,0,7956.599999999953,go_long,7800.571428571396,go_long
452,YFI/USDT:USDT,2022-06-21 08:45:00+00:00,first_buy,long-exit-profit,5260.0,5360.0,5203.766327269019,5112.480773545241,5260.0,0,5348.0,141.856,0,False,5267.799999999954,5243.428571428538,5087.120000000009,10.54780448,0.17918694032559965,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,5622.401317575478,go_long,5827.0,0,6315.0,5853.0,6464.0,go_long,5549.6000000000095,2496.914,False,go_short,5759.423068419183,0,5883.999999999954,go_long,5839.8571428571095,go_long
451,YFI/USDT:USDT,2022-06-18 22:45:00+00:00,first_buy,long-exit-profit,4403.0,4533.0,4267.849784050062,4275.132175525919,4378.0,0,4394.0,310.926,0,False,4320.599999999953,4280.999999999966,4256.32000000001,9.95098651,0.17399221955956007,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,5013.796411995896,go_long,5133.0,1,5167.0,5140.0,5169.0,go_long,4998.000000000009,36.244,False,go_short,5080.6713577187575,0,5142.799999999954,go_long,5120.428571428538,go_long
445,SUSHI/USDT:USDT,2024-11-23 14:00:00+00:00,first_buy,long-exit-profit,1.0312,1.0356,0.9779996626107503,0.9575263317689363,1.0043,0,1.0079,4740795.0,0,False,0.9924999999998265,0.9906142857143719,0.9544840000001189,11.09837048,0.18335786195679032,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,do_nothing,0,1.0326342098287153,do_nothing,1.1271,0,1.195,1.1684,1.2381,go_long,1.024776000000119,12166682.0,False,do_nothing,1.076304572461034,0,1.1084799999998263,go_short,1.083000000000086,go_long
444,SUSHI/USDT:USDT,2024-09-28 00:30:00+00:00,first_buy,long-exit-profit,0.8326,0.8491000000000001,0.8162286649057147,0.8054264486598874,0.8305,0,0.8431000000000001,3365474.0,1,False,0.8238599999998282,0.8194285714286583,0.8035320000001192,12.59518583,0.20737911255444183,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,do_nothing,0,0.9534964383104512,do_nothing,0.9765,0,1.0313,0.9778,1.0329,go_long,0.9519000000001189,2577936.0,False,do_nothing,0.9725632376308868,0,0.9888999999998266,go_short,0.982857142857229,go_long
443,SUSHI/USDT:USDT,2024-09-21 14:30:00+00:00,first_buy,long-exit-profit,0.6980000000000001,0.7000000000000001,0.6936942645031874,0.6912120445388745,0.6969000000000001,0,0.6978000000000001,228333.0,1,False,0.6960199999998302,0.6948571428572298,0.6905320000001193,11.47703302,0.1888352652793759,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,do_nothing,0,0.8024125645526784,do_nothing,0.8182,0,0.8326,0.8186,0.8341000000000001,go_long,0.8014360000001192,1969398.0,False,do_nothing,0.8113429676158446,0,0.8174599999998282,go_short,0.8145000000000869,go_long
459,YFI/USDT:USDT,2023-01-23 12:15:00+00:00,first_buy,long-exit-profit,7835.0,7849.0,7600.161961156746,7511.233635082998,7595.0,0,7693.0,373.195,0,False,7669.399999999953,7649.999999999966,7487.28000000001,9.34446269,0.17335105313620106,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,8538.994629164894,go_long,8934.0,0,9117.0,8945.0,9238.0,go_long,8491.96000000001,781.673,False,go_short,8677.017419254063,0,8790.599999999953,go_long,8705.571428571395,go_long
400,COTI/USDT:USDT,2024-02-23 23:00:00+00:00,first_buy,long-exit-profit,0.12227,0.12599000000000002,0.11851264524489195,0.11357377499651161,0.12151,0,0.12529,84115713.0,0,False,0.12093199999999356,0.12013285714286014,0.11348600000000215,12.21560023,0.199136783791234,0,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.1366473884664683,go_long,0.14242000000000002,0,0.15012,0.14244,0.1563,go_short,0.13684720000000217,327827332.0,False,go_short,0.13707599749775717,0,0.1384759999999936,go_long,0.13595857142857445,go_short
399,COTI/USDT:USDT,2024-02-09 10:30:00+00:00,first_buy,long-exit-profit,0.09928000000000001,0.10624000000000001,0.09329535609622455,0.08820930737901832,0.099,0,0.10368000000000001,315862607.0,0,False,0.09901799999999338,0.09668857142857458,0.08665320000000219,10.66062296,0.1737729880547164,0,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.11263647699623254,go_long,0.11910000000000001,0,0.12228000000000001,0.12113000000000002,0.12241,go_short,0.11234280000000214,55569343.0,False,go_short,0.1172803989257814,0,0.11945999999999354,go_long,0.11892714285714585,go_short
398,COTI/USDT:USDT,2024-02-09 03:15:00+00:00,first_buy,long-exit-profit,0.08406000000000001,0.08445000000000001,0.0791678788453555,0.07675652194899474,0.08272,0,0.08386,54429299.0,0,False,0.0809939999999934,0.08021428571428886,0.0759276000000022,11.13218535,0.18141538558196116,0,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.08697165196933979,go_long,0.09608000000000001,0,0.09928000000000001,0.09623000000000001,0.0994,go_short,0.08581720000000219,140559050.0,False,go_short,0.09140723902281084,0,0.09707399999999337,go_long,0.09407142857143172,go_short
357,LQTY/USDT:USDT,2023-04-12 19:30:00+00:00,first_buy,long-exit-profit,2.0194,2.027,2.057478059417641,2.074708131011484,1.9924,1,2.0072,1751577.1,0,False,2.0387799999999894,2.0506857142857093,2.078855999999995,11.09658198,0.1810595302873872,1,go_short,go_short,do_nothing,do_nothing,go_long,go_long,do_nothing,0,2.2760291880764143,go_short,2.3302,0,2.3768000000000002,2.3506,2.3841,go_long,2.254687999999996,811953.0,False,do_nothing,2.304374731585421,0,2.3298799999999886,go_short,2.3173142857142817,go_long
355,LQTY/USDT:USDT,2023-03-13 15:45:00+00:00,first_buy,long-exit-profit,2.8083,2.815,2.61665173998181,2.545434546945903,2.6765,0,2.7241,4834066.1,0,False,2.6607,2.6358285714285707,2.5475800000000017,11.41463467,0.18599907742156715,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,do_nothing,0,2.909933664012923,go_short,3.095,0,3.2267,3.1006,3.278,go_long,2.8698600000000014,5005876.0,False,do_nothing,3.013580384962789,0,3.0847000000000024,go_short,3.044085714285714,go_long
354,LQTY/USDT:USDT,2023-03-13 06:45:00+00:00,first_buy,long-exit-profit,2.358,2.4,2.26653441412589,2.2150029858971725,2.3402,0,2.3893,2298577.9,0,False,2.301519999999999,2.2706142857142853,2.207048000000002,10.84584232,0.17714078313809406,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,do_nothing,0,2.5311413107015754,go_short,2.65,0,2.8086,2.65,2.87,go_long,2.534380000000002,8402775.6,False,do_nothing,2.5971156927057755,0,2.6247999999999996,go_short,2.6075285714285705,go_long
353,LQTY/USDT:USDT,2023-03-10 23:45:00+00:00,first_buy,long-exit-profit,2.0958,2.11,1.9460674478320588,1.8751437606237955,2.0439,0,2.0776,2616990.0,0,False,1.9953800000000004,1.969071428571428,1.8577840000000003,10.7228651,0.17478884655290455,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,do_nothing,0,2.2010592247689464,go_short,2.3046,0,2.3581,2.321,2.4107,go_long,2.193748000000002,4240463.4,False,do_nothing,2.2442133985124157,0,2.2619799999999985,go_short,2.2419428571428566,go_long
352,LQTY/USDT:USDT,2023-03-10 18:45:00+00:00,first_buy,long-exit-profit,1.7479,1.7895,1.7387876968906997,1.7173977207977211,1.7304,0,1.7666,1409560.3,0,False,1.7418600000000009,1.7442857142857142,1.7195880000000003,11.26142696,0.18344041383534423,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,do_nothing,0,1.858947261473699,go_short,2.0,0,2.0962,2.0002,2.1352,go_long,1.8445640000000005,4297594.8,False,do_nothing,1.9221524383469786,0,1.9647400000000004,go_short,1.9413285714285706,go_long
350,APE/USDT:USDT,2024-11-06 23:00:00+00:00,first_buy,long-exit-profit,1.0689,1.074,1.0486620620444531,1.0383758603597186,1.0669,0,1.0678,2707373.0,0,False,1.0568999999999824,1.0529571428571227,1.0374200000000264,12.76896934,0.209583454534707,0,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,1.181468092158203,go_short,1.2258,0,1.3011,1.229,1.3193000000000001,go_short,1.1785080000000263,28016483.0,False,go_short,1.2038383110352553,0,1.2192399999999837,go_long,1.2079571428571216,go_short
349,APE/USDT:USDT,2024-11-03 15:15:00+00:00,first_buy,long-exit-profit,0.928,0.9296000000000001,0.9594428052088317,0.9754280729968712,0.9035000000000001,1,0.9093,24562483.0,0,False,0.9429399999999811,0.9510142857142652,0.9861080000000263,10.50084354,0.17217114099854564,1,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,1.0360219291884962,go_short,1.0489,0,1.0693,1.0495,1.0727,go_short,1.0354520000000262,3901435.0,False,go_short,1.0451824369616263,0,1.0530399999999824,go_long,1.049342857142837,go_short
347,APE/USDT:USDT,2024-10-20 05:30:00+00:00,first_buy,long-exit-profit,1.2175,1.2655,1.0706257668315682,0.9863848266503851,1.2029,0,1.2084,38668661.0,0,False,1.1445399999999806,1.108985714285695,0.9605320000000266,11.62344897,0.1921853216297109,0,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,1.295464029880291,go_short,1.38,0,1.4372,1.3864,1.4488,go_short,1.3136840000000265,67144666.0,False,go_short,1.3581965832063672,0,1.3750599999999809,go_long,1.3716857142856949,go_short
346,APE/USDT:USDT,2024-10-20 04:00:00+00:00,first_buy,long-exit-profit,1.0292,1.0331,0.9443435791228836,0.900065904375695,1.0052,0,1.0173,22087209.0,1,False,0.9781799999999802,0.9567857142856947,0.9033320000000267,11.871906,0.1942868415248993,0,go_long,go_short,go_short,go_short,go_short,go_short,go_short,1,0.9686236127824159,go_short,1.1125,0,1.2172,1.1208,1.2931,go_short,0.9476920000000265,86495986.0,False,go_short,1.0455759062554897,0,1.1074399999999804,go_long,1.0833857142856949,go_short
360,LQTY/USDT:USDT,2023-06-10 17:30:00+00:00,first_buy,long-exit-profit,0.8015,0.8176,0.7991485665385756,0.80107433517212,0.7985,0,0.8145,478014.1,0,False,0.7993799999999943,0.7973428571428507,0.7989080000000008,11.09691401,0.18081816974822695,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,do_nothing,0,0.9275312697852871,go_short,0.9409000000000001,0,0.9643,0.9458000000000001,0.973,go_long,0.9255800000000015,2102890.3,False,do_nothing,0.9346419320680084,0,0.9401799999999921,go_short,0.9364285714285624,go_long
345,APE/USDT:USDT,2024-09-09 23:15:00+00:00,first_buy,long-exit-profit,0.8893000000000001,0.892,0.8527047793071354,0.8265311397006727,0.8684000000000001,1,0.8687,11596161.0,1,False,0.8695399999999769,0.8621428571428371,0.8241880000000278,11.10230988,0.18241535905625905,0,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,0.8906871767257506,go_short,0.9766,0,1.0292,0.9772000000000001,1.0499,go_short,0.8970200000000267,46849857.0,False,go_short,0.9310787753270442,0,0.9559199999999801,go_long,0.9401714285714089,go_short
343,APE/USDT:USDT,2024-08-21 18:45:00+00:00,first_buy,long-exit-profit,0.6336,0.6367,0.6244614839376794,0.6202271745386564,0.6324000000000001,0,0.6332,1257279.0,0,False,0.6302599999999754,0.6272428571428366,0.6172880000000256,11.23875151,0.1846729430827607,0,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,0.7309598740557841,go_short,0.7424000000000001,0,0.7513000000000001,0.7424000000000001,0.7516,go_short,0.7314480000000266,1754771.0,False,go_short,0.7376999483189998,0,0.7406999999999757,go_long,0.7388285714285515,go_short
342,APE/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,0.5788,0.5801000000000001,0.5934107905893029,0.6027634267112533,0.5022,1,0.5401,18468518.0,0,False,0.5840599999999746,0.5909857142856938,0.6086520000000258,10.65231145,0.17429959069313802,1,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,0.6191893485017489,go_short,0.6275000000000001,0,0.6336,0.6281,0.6346,go_short,0.6163960000000255,1031604.0,False,go_short,0.6228726628354393,0,0.6277399999999754,go_long,0.6250571428571223,go_short
338,APE/USDT:USDT,2024-02-26 07:15:00+00:00,first_buy,long-exit-profit,1.9975,2.0883,1.9011145030010579,1.8700623950288602,1.9914,0,2.0069,8150138.0,1,False,1.9311799999999644,1.9176428571428297,1.8556600000000136,10.54798098,0.17503768270400055,0,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,2.2002206216156996,go_short,2.3153,1,2.3766,2.3504,2.3992,go_short,2.180084000000017,3387745.0,False,go_short,2.265964003618119,0,2.346879999999964,go_long,2.3097428571428305,go_short
337,APE/USDT:USDT,2023-08-19 16:15:00+00:00,first_buy,long-exit-profit,1.605,1.62,1.5867039523816902,1.577329059904493,1.601,0,1.603,2935014.0,0,False,1.5939999999999732,1.5912857142856827,1.5741600000000124,12.11514959,0.19881474708352295,0,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,1.859115386631169,go_short,1.9020000000000001,0,1.9976,1.9025,2.0049,go_short,1.8498000000000134,6008849.0,False,go_short,1.8818807762739775,0,1.9062399999999642,go_long,1.8919999999999726,go_short
336,APE/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,long-exit-profit,1.722,1.729,1.7044999319828527,1.7456229045012432,1.341,1,1.369,16457560.0,0,False,1.6777999999999729,1.7047142857142539,1.7652800000000113,10.43635992,0.1730847663525796,1,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,1.5752753846968524,go_short,1.589,0,1.605,1.5899999999999999,1.612,go_short,1.5724400000000125,3431826.0,False,go_short,1.5837410346329066,0,1.5905999999999731,go_long,1.587714285714254,go_short
332,APE/USDT:USDT,2023-01-09 02:30:00+00:00,first_buy,long-exit-profit,4.746,4.808,4.555341274310044,4.450868190293816,4.693,0,4.805,1775757.0,0,False,4.652799999999923,4.58514285714284,4.434680000000018,11.15071464,0.19315395798541865,0,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,5.269628736953326,go_short,5.409,0,5.631,5.413,5.698,go_short,5.228640000000016,4667825.0,False,go_short,5.328508725876098,0,5.409599999999929,go_long,5.346714285714275,go_short
331,APE/USDT:USDT,2022-12-16 09:15:00+00:00,first_buy,long-exit-profit,3.989,3.989,3.9913548971330632,4.0020857355138055,3.831,1,3.84,8029475.0,0,False,3.981399999999927,3.9992857142857035,4.007160000000022,10.14787866,0.1760024465118215,1,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,4.180179378152931,go_short,4.21,0,4.239,4.211,4.258,go_short,4.1755600000000195,1926957.0,False,go_short,4.1959331602680345,0,4.214599999999921,go_long,4.204999999999982,go_short
330,APE/USDT:USDT,2022-11-08 19:30:00+00:00,first_buy,long-exit-profit,3.95,3.98,4.041532564087398,4.162128490944899,3.542,1,3.565,4059825.0,0,False,3.888799999999923,3.9494285714285553,4.21504000000002,10.50142121,0.1731033789245158,1,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,4.053013641204319,go_short,4.155,1,4.199,4.158,4.23,go_short,4.02976000000002,1553581.0,False,go_short,4.134291814530367,0,4.170599999999927,go_long,4.165714285714268,go_short
201,SOL/USDT:USDT,2022-11-10 05:45:00+00:00,first_buy,long-exit-profit,13.741,14.1,13.36035242081269,12.742061095937293,13.56,1,13.672,2469463.0,1,False,13.862599999997258,13.759285714285548,12.481120000000269,10.56486297,0.19294897004275433,0,go_long,go_long,go_short,go_short,do_nothing,do_nothing,go_short,0,13.474223438136276,go_long,13.5,0,16.047,14.002,16.2,do_nothing,13.623360000000275,13027170.0,False,go_short,13.72531702451253,0,14.004999999997258,go_long,13.619714285714123,do_nothing
344,APE/USDT:USDT,2024-08-24 15:15:00+00:00,first_buy,long-exit-profit,0.7515000000000001,0.7576,0.7406845716545383,0.7328961796812816,0.7501,0,0.7571,2000742.0,0,False,0.7450399999999756,0.7418857142856945,0.7333240000000266,10.59495638,0.17257165789477816,0,go_long,go_short,go_short,go_short,go_short,go_short,go_short,0,0.8231576308767266,go_short,0.8761,0,0.8893000000000001,0.8766,0.8924000000000001,go_short,0.8209600000000278,10090548.0,False,go_short,0.8497965573629782,0,0.8651599999999767,go_long,0.8602142857142656,go_short
361,LQTY/USDT:USDT,2023-06-21 18:30:00+00:00,first_buy,long-exit-profit,1.0229,1.0236,0.9866949423124357,0.9662956982979662,1.0136,0,1.0189,947100.6,0,False,1.0021199999999926,0.9926571428571338,0.9593600000000015,13.95295474,0.22722778380660677,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,do_nothing,0,1.1551348839725215,go_short,1.1627,0,1.2568000000000001,1.166,1.3723,go_long,1.147220000000001,22140207.0,False,do_nothing,1.1761123003002265,0,1.1872799999999875,go_short,1.1805571428571342,go_long
362,LQTY/USDT:USDT,2023-07-13 18:00:00+00:00,first_buy,long-exit-profit,1.2568000000000001,1.2716,1.183095023330961,1.1600508184930756,1.2203,0,1.2215,5688736.5,0,False,1.1983799999999873,1.1885571428571342,1.1516360000000008,11.2362911,0.18305926574448889,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,do_nothing,0,1.2941715406121077,go_short,1.4167,1,1.4476,1.4304000000000001,1.4645000000000001,go_long,1.2654520000000011,2465366.1,False,do_nothing,1.3729040021306171,0,1.4284799999999875,go_short,1.4199285714285625,go_long
363,LQTY/USDT:USDT,2023-07-13 20:45:00+00:00,first_buy,long-exit-profit,1.448,1.466,1.3808572325720607,1.3038329079741737,1.3988,1,1.4246,4859691.0,0,False,1.4288799999999875,1.4240714285714198,1.276724000000001,11.80903079,0.19259688926254917,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,do_nothing,0,1.5199465284332634,go_short,1.593,0,1.7029,1.5987,1.9282,go_long,1.5190320000000015,27515375.0,False,do_nothing,1.5681201389099813,0,1.593519999999988,go_short,1.5797999999999914,go_long
397,COTI/USDT:USDT,2023-12-14 03:45:00+00:00,first_buy,long-exit-profit,0.06929,0.07011,0.06854796576373964,0.06781133275338767,0.06889,0,0.06998,6494024.0,0,False,0.06894999999999354,0.0686557142857173,0.06797880000000216,10.90811902,0.1777615163073631,0,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.07618824370491432,go_long,0.0796,0,0.08406000000000001,0.07980000000000001,0.08497,go_short,0.0754496000000022,91451163.0,False,go_short,0.07831476590814741,0,0.07986799999999342,go_long,0.07937428571428885,go_short
396,COTI/USDT:USDT,2023-06-07 14:30:00+00:00,first_buy,long-exit-profit,0.056620000000000004,0.056650000000000006,0.057401269221941734,0.05829560452650058,0.05595000000000001,1,0.056350000000000004,10287631.0,0,False,0.056791999999994146,0.05695428571428857,0.05848080000000221,11.22029861,0.18286247756007903,1,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.06763783937365869,go_long,0.06826,0,0.06928000000000001,0.06857,0.0693,go_short,0.06788880000000215,5433540.0,False,go_short,0.06828759590260139,0,0.06857399999999354,go_long,0.06840857142857446,go_short
394,COTI/USDT:USDT,2023-03-14 13:30:00+00:00,first_buy,long-exit-profit,0.0777,0.07909000000000001,0.07507586866893291,0.07431567617383585,0.07622000000000001,0,0.07749,26415351.0,0,False,0.0761599999999944,0.07531285714286004,0.07373840000000181,11.54826184,0.1881933871356815,0,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.0901298534422772,go_long,0.09158000000000001,0,0.09299,0.0917,0.09357000000000001,go_short,0.08971720000000204,17125861.0,False,go_short,0.09078060840816193,0,0.09143599999999436,go_long,0.09101000000000252,go_short
393,COTI/USDT:USDT,2023-03-10 09:45:00+00:00,first_buy,long-exit-profit,0.06686,0.06701,0.06721302228764513,0.06768673906042807,0.06525,1,0.06548000000000001,16995056.0,0,False,0.0667579999999944,0.06707142857143145,0.06780600000000182,11.32892926,0.1845181941761407,1,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.07406173026774271,go_long,0.07668000000000001,0,0.07771,0.07669000000000001,0.07783000000000001,go_short,0.07360360000000181,9825823.0,False,go_short,0.074636935699648,0,0.0752979999999944,go_long,0.07469428571428861,go_short
391,COTI/USDT:USDT,2023-01-24 08:45:00+00:00,first_buy,long-exit-profit,0.09212000000000001,0.09213,0.09098163332914455,0.09054945937791221,0.09139000000000001,1,0.09142,2668069.0,1,False,0.09145399999999475,0.09105000000000306,0.09060240000000191,10.8845346,0.17726053251319288,0,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.10309139082743424,go_long,0.10543000000000001,0,0.10787000000000001,0.10543000000000001,0.10840000000000001,go_short,0.10301080000000198,17912430.0,False,go_short,0.10450472040287928,0,0.1054079999999948,go_long,0.10502857142857447,go_short
390,COTI/USDT:USDT,2022-11-10 00:15:00+00:00,first_buy,long-exit-profit,0.07676000000000001,0.0786,0.07647177410135347,0.0780397816298839,0.07516,0,0.07744000000000001,5720305.0,0,False,0.07619999999999474,0.07595571428571686,0.07760560000000195,10.75499534,0.17514046590629304,0,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.0904798161281452,go_long,0.09164000000000001,0,0.09213,0.09177,0.09255000000000001,go_short,0.09054720000000194,4196009.0,False,go_short,0.09090193029807993,0,0.09120199999999476,go_long,0.09087571428571735,go_short
388,COTI/USDT:USDT,2022-05-11 13:00:00+00:00,first_buy,long-exit-profit,0.12251000000000001,0.12263000000000002,0.13137487327688988,0.1369421781051892,0.10036,1,0.10862000000000001,30730954.0,0,False,0.12640999999999497,0.1291514285714308,0.13709320000000222,11.1680359,0.18217947969255663,1,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.13109817599749315,go_long,0.12268000000000001,0,0.12901,0.12286000000000001,0.12914,go_short,0.13327800000000223,9278399.0,False,go_short,0.12605191348267375,0,0.125453999999995,go_long,0.1222057142857165,go_short
386,COTI/USDT:USDT,2021-07-17 02:00:00+00:00,first_buy,long-exit-profit,0.11067,0.11157,0.11182545356747735,0.11273200434757824,0.10916000000000001,1,0.11008000000000001,2111761.0,0,False,0.11193599999999818,0.11196714285714249,0.11256560000000083,33.08405631,0.5395792667576763,1,go_long,go_long,go_short,go_short,go_short,go_short,go_short,0,0.19173653446775596,go_long,0.192,1,0.192,0.192,0.192,go_short,0.19246440000000206,0.0,False,go_short,0.1917887620915127,0,0.19244399999999456,go_long,0.1922157142857164,go_short
381,LQTY/USDT:USDT,2024-11-25 05:45:00+00:00,first_buy,long-exit-profit,1.4306,1.4333,1.4057839250480084,1.3942895512718487,1.4079000000000002,0,1.4114,97145.0,0,False,1.4100399999999673,1.408742857142866,1.3955640000000136,11.31595464,0.18451215288051875,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,do_nothing,1,1.5574707438831623,go_short,1.6433,0,1.6767,1.6575000000000002,1.6905000000000001,go_long,1.5456320000000145,982171.3,False,do_nothing,1.6046998549641194,0,1.6402799999999647,go_short,1.6243000000000083,go_long
