,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),open (exit),close (exit),sma-07 (exit),mean-grad-hist (exit),volume (exit),sma-compare (exit),short_kdj (exit),ema-12 (exit),sma-25 (exit),ema-26 (exit),low (exit),long_jcrosk (exit),sma-05 (exit),high (exit)
5578,QTUM/USDT:USDT,2021-04-18 04:00:00+00:00,first_buy,trailing_stop_loss,13.703,14.724,15.599740092682365,16.375750638349825,13.439,0,14.585,442042.9,0,False,14.951199999999911,15.302857142857201,16.701479999999993,-1.507254,-0.02455558140489647,1,15.033,15.009,14.968571428571488,0,305893.2,1,False,16.181179902563294,16.46267999999999,15.432736989435304,14.791,0,14.605399999999912,15.278
5579,QTUM/USDT:USDT,2021-04-18 04:45:00+00:00,first_buy,trailing_stop_loss,14.999,15.147,15.300469760291412,16.062055465336382,14.109,0,14.573,336410.4,0,False,14.576999999999913,14.76142857142863,16.320879999999992,-1.47978213,-0.024152686575856622,1,14.993,14.729,14.976142857142914,1,49445.5,0,False,15.198668914777969,14.879439999999988,14.911809859093138,14.729,0,14.961199999999916,15.036
5580,QTUM/USDT:USDT,2021-04-18 09:00:00+00:00,first_buy,trailing_stop_loss,14.728,14.756,14.812608342309579,15.129656402572193,14.17,1,14.267,214571.9,0,False,14.780599999999916,14.87128571428577,14.807079999999987,-3.5634659,-0.058068676080880614,0,14.082,13.929,14.084857142857201,1,78001.8,1,False,14.562923363571883,14.521959999999986,14.204315093752149,13.912,0,14.060399999999916,14.278
5590,QTUM/USDT:USDT,2021-04-19 22:30:00+00:00,first_buy,trailing_stop_loss,19.311,19.465,19.56262578196561,19.40482850799458,19.169,1,19.388,110606.1,0,False,19.534799999999887,19.62971428571435,19.310359999999974,-4.61327358,-0.07669157088678336,0,18.472,18.32,18.776142857142922,1,136925.7,1,False,19.120255411400333,19.326359999999976,18.948422016061706,18.254,0,18.572399999999885,18.677
5581,QTUM/USDT:USDT,2021-04-18 11:45:00+00:00,first_buy,trailing_stop_loss,13.919,14.038,14.075343540867202,14.47426237367767,13.301,1,13.366,248820.5,0,False,13.911999999999916,13.98842857142863,14.478239999999985,9.3580641,0.15559409134903443,1,16.082,15.627,15.556000000000058,1,152151.6,0,False,14.834824550242677,14.457559999999985,15.225590920780913,15.627,0,15.88159999999991,16.085
5583,QTUM/USDT:USDT,2021-04-19 00:15:00+00:00,first_buy,trailing_stop_loss,18.354,18.799,17.290422722549064,16.62874757241462,17.411,1,17.571,508451.7,1,False,17.79659999999989,17.607857142857195,16.434919999999988,6.97255,0.11652928153696028,0,20.89,20.358,19.501428571428622,1,415649.4,0,False,17.756902488660742,17.36519999999999,18.943175992785346,20.194,1,20.116999999999894,20.914
5584,QTUM/USDT:USDT,2021-04-19 01:45:00+00:00,first_buy,trailing_stop_loss,20.358,20.358,19.05053353235683,17.896465267278465,19.544,1,19.641,362193.0,0,False,20.127599999999894,19.685285714285765,17.52587999999999,-0.629765,-0.010324416388413946,0,20.263,19.979,20.15714285714291,1,179004.5,0,False,19.182586168399705,19.30063999999999,19.96418300705721,19.778,0,20.09859999999989,20.432
5585,QTUM/USDT:USDT,2021-04-19 04:45:00+00:00,first_buy,trailing_stop_loss,19.996,20.057,19.889385621356098,19.204468674444172,19.327,1,19.478,173977.7,0,False,19.933199999999893,20.04528571428577,19.385239999999992,0.06180625,0.0010227256697089816,0,19.962,19.581,20.105142857142912,1,150101.3,1,False,19.892207701862382,20.128679999999985,20.079400761476844,19.538,0,19.930399999999885,20.174
5586,QTUM/USDT:USDT,2021-04-19 09:15:00+00:00,first_buy,trailing_stop_loss,19.578,19.791,19.97949295201887,19.85797009431702,19.361,1,19.43,168974.1,0,False,19.713399999999886,19.925000000000058,20.095439999999986,-2.4245224,-0.04022460241570621,1,19.11,19.323,19.503285714285774,1,216398.0,1,False,19.737537509882436,19.961519999999986,19.683209754602405,18.918,0,19.502399999999888,19.387
5587,QTUM/USDT:USDT,2021-04-19 10:45:00+00:00,first_buy,trailing_stop_loss,19.323,19.394,19.541177484663574,19.66512732396522,18.599,1,18.76,303027.5,0,False,19.32019999999989,19.38600000000006,19.912759999999984,0.8165984,0.013589129420685922,1,19.267,19.178,19.561857142857207,1,182928.9,1,False,19.54835159346314,19.704799999999988,19.45592420822407,19.105,0,19.503599999999885,19.476
5588,QTUM/USDT:USDT,2021-04-19 13:15:00+00:00,first_buy,trailing_stop_loss,19.172,19.384,19.38578202234344,19.507732956910314,18.958,1,19.0,191885.4,0,False,19.319999999999887,19.50357142857149,19.64303999999999,-1.4323008,-0.02353156789531908,1,19.246,18.648,19.171000000000056,1,312776.5,0,False,19.40708889836189,19.39087999999999,19.266338235518667,18.631,1,19.203799999999887,19.351
5582,QTUM/USDT:USDT,2021-04-18 17:00:00+00:00,first_buy,trailing_stop_loss,15.627,15.659,15.260730779122312,14.88068939837285,15.323,1,15.454,150708.4,0,False,15.862999999999909,15.702285714285775,14.508679999999986,8.11262843,0.1345560122276995,0,18.327,18.354,17.57814285714291,0,288112.3,0,False,16.553367378207792,16.351839999999985,17.23940867210344,17.884,0,17.742399999999893,18.619
5431,QTUM/USDT:USDT,2021-02-10 09:15:00+00:00,first_buy,trailing_stop_loss,6.091,6.627,5.791750868145971,5.5310825759144,6.05,0,6.562,1148947.7,0,False,6.1441999999999535,5.903000000000011,5.420919999999994,1.8196845,0.029783563990481557,0,6.563,6.97,6.141285714285725,0,2170300.7,0,False,5.637669051772593,5.489519999999994,5.973019965354283,6.413,0,6.369199999999953,7.113
5608,QTUM/USDT:USDT,2021-04-23 06:45:00+00:00,first_buy,trailing_stop_loss,11.217,11.416,11.583860819663707,12.062124785713934,11.038,1,11.393,203282.6,0,False,11.489199999999855,11.450857142857188,11.885759999999978,-2.6567681,-0.04401267567026048,0,11.436,11.125,11.396428571428617,1,266824.3,0,False,11.884878461427524,11.592519999999977,11.484363791908418,10.98,1,11.401799999999854,11.448
5610,QTUM/USDT:USDT,2021-04-23 12:30:00+00:00,first_buy,trailing_stop_loss,12.165,12.306,12.037226941409575,11.905433799560587,11.834,1,11.942,167726.8,0,False,12.323199999999858,12.265714285714333,11.648959999999978,2.16311378,0.03547820820749586,0,13.029,12.667,12.658714285714334,1,257032.4,0,False,12.510356276754159,12.558039999999982,12.622101902038189,12.495,1,12.74559999999986,13.084
5629,QTUM/USDT:USDT,2021-05-07 01:15:00+00:00,first_buy,trailing_stop_loss,28.418,28.969,26.559931963668063,25.094353345816703,27.549,1,27.828,634552.4,1,False,28.481599999999865,27.245428571428626,24.555959999999963,11.9918524,0.19571565263978016,0,31.416,32.526,29.478571428571485,0,1762251.7,0,False,26.07842913736,25.362639999999963,28.109939453277136,30.85,0,29.98959999999987,32.995
5630,QTUM/USDT:USDT,2021-05-07 02:00:00+00:00,first_buy,trailing_stop_loss,32.516,35.69,29.012410306619113,26.663434386444443,32.456,0,33.976,2191830.8,0,False,30.83279999999987,30.486571428571487,25.83331999999997,-4.8552624,-0.07925509784333314,0,34.0,32.799,30.96042857142863,1,1316330.1,0,False,27.1179207281893,26.237759999999966,29.594962567139248,31.727,1,31.70899999999987,34.001
5631,QTUM/USDT:USDT,2021-05-07 02:30:00+00:00,first_buy,trailing_stop_loss,32.823,33.584,29.887122172194747,27.442074748323428,31.3,1,31.494,869704.0,0,False,32.44219999999987,31.208142857142917,26.61455999999997,2.2208207,0.03712004687940092,0,31.457,32.448,31.783857142857205,1,1151236.7,0,False,27.812884026225397,27.025159999999968,30.28110337647248,31.101,0,32.648599999999874,33.256
5632,QTUM/USDT:USDT,2021-05-07 03:00:00+00:00,first_buy,trailing_stop_loss,32.443,35.0,31.0007797800921,28.3422259502087,32.121,1,34.959,1156156.0,0,False,33.13519999999987,32.80257142857149,27.53659999999997,-8.043227,-0.13509155757926763,0,30.968,31.171,32.02571428571434,1,660185.8,0,False,29.124378242928703,28.67275999999998,31.130228590046862,30.838,0,32.04759999999987,31.99
5633,QTUM/USDT:USDT,2021-05-07 04:15:00+00:00,first_buy,trailing_stop_loss,31.185,31.247,30.99911649927042,29.209831706415464,29.639,1,30.278,777757.8,0,False,31.11139999999987,31.852000000000057,28.84611999999998,1.197568,0.0197564506964071,0,32.067,31.499,31.966000000000054,1,355607.1,0,False,30.54967374391789,31.476119999999987,31.57663691493268,31.499,0,31.840799999999852,32.674
5634,QTUM/USDT:USDT,2021-05-07 07:15:00+00:00,first_buy,trailing_stop_loss,31.501,31.683,31.494846620327653,30.58636457770175,30.504,1,31.045,509600.3,0,False,31.765599999999857,31.88528571428577,31.581199999999985,1.97660742,0.03347334496014299,0,33.606,33.25,32.60000000000006,0,706664.5,0,False,31.523227855808067,31.583679999999987,32.284887372853206,32.997,0,32.80899999999985,34.448
5628,QTUM/USDT:USDT,2021-05-07 00:15:00+00:00,first_buy,trailing_stop_loss,24.811,27.744,24.488615314139988,23.754605026442682,24.786,0,26.92,1537132.7,0,False,24.58179999999987,24.52557142857148,23.461839999999967,2.3695364,0.03999501966271471,0,29.759,28.418,26.642428571428628,0,851159.2,0,False,24.875661613482038,24.310319999999965,26.32937413888044,28.15,0,27.877599999999866,30.016
5635,QTUM/USDT:USDT,2021-05-07 10:30:00+00:00,first_buy,trailing_stop_loss,33.25,33.273,32.31967393087579,31.596396162785247,32.068,1,32.511,739589.7,1,False,32.96039999999985,32.6898571428572,31.672999999999984,-2.9653488,-0.05063908399293015,0,31.366,31.322,32.03300000000006,1,566917.3,0,False,31.75343154749837,31.93427999999998,32.03166391003661,30.935,0,31.887399999999843,31.692
5637,QTUM/USDT:USDT,2021-05-07 14:15:00+00:00,first_buy,trailing_stop_loss,30.578,30.705,31.13784240892104,31.355912566602797,29.447,1,29.956,807963.9,0,False,30.836999999999836,30.938142857142914,31.776119999999988,-2.701308,-0.04501733878172673,1,29.485,28.935,29.530857142857197,1,495905.7,1,False,30.654324650846647,31.23099999999998,30.07019919781176,28.842,1,29.50579999999983,29.659
5638,QTUM/USDT:USDT,2021-05-07 16:00:00+00:00,first_buy,trailing_stop_loss,28.931,29.301,29.868476244302258,30.513930232265412,28.464,1,28.759,526742.5,0,False,29.413999999999827,29.3598571428572,31.06567999999998,-4.55210268,-0.0753506538298732,0,27.862,27.642,27.78742857142863,0,281540.7,1,False,29.290873598196853,29.549159999999983,28.366663242207004,27.354,0,27.781799999999823,27.933
5639,QTUM/USDT:USDT,2021-05-07 18:15:00+00:00,first_buy,trailing_stop_loss,27.642,27.642,28.087791974175158,29.08814222055264,26.5,1,26.554,605360.2,1,False,27.53399999999982,27.649428571428633,29.356839999999984,-2.617377,-0.042838689684721785,1,26.361,25.924,26.373285714285775,1,318985.6,0,False,27.55073477586613,27.48639999999999,26.647597553088946,25.654,0,26.491799999999813,26.389
5640,QTUM/USDT:USDT,2021-05-07 21:15:00+00:00,first_buy,trailing_stop_loss,25.928,25.932,26.350736391075262,27.340902570246417,24.718,1,24.718,679403.8,0,False,26.107599999999813,26.236142857142916,27.29495999999999,-2.4443184,-0.04116225226347404,1,24.607,24.15,25.086285714285772,1,368679.9,1,False,26.62302187167062,26.536639999999988,25.500447725980635,24.15,1,24.665199999999817,25.123
5641,QTUM/USDT:USDT,2021-05-07 22:30:00+00:00,first_buy,trailing_stop_loss,24.15,24.514,25.229763460445152,26.40953877006539,23.392,1,23.741,636521.4,0,False,24.469799999999815,24.713000000000054,26.346719999999987,3.39467294,0.05713797495205186,1,26.724,25.669,25.63071428571434,1,707329.8,0,False,26.130606464017635,25.742839999999983,25.65591779116065,25.285,0,26.216799999999814,26.946
5642,QTUM/USDT:USDT,2021-05-08 00:30:00+00:00,first_buy,trailing_stop_loss,25.671,25.74,25.57223813098209,26.055154133349664,25.1,1,25.112,358562.9,1,False,26.059199999999812,25.80471428571434,25.685159999999982,0.0401112,0.0006649264713780843,0,25.705,25.353,26.003000000000043,1,173909.5,0,False,26.03887438172218,25.97339999999999,25.95484419028521,25.26,0,25.83699999999982,25.722
5636,QTUM/USDT:USDT,2021-05-07 12:30:00+00:00,first_buy,trailing_stop_loss,31.33,31.535,31.86648484695406,31.69451069212812,30.538,1,30.958,544477.4,0,False,31.64179999999984,31.823428571428632,31.90339999999998,-2.1276865,-0.036149425912569345,1,31.098,30.567,31.081285714285773,1,378962.3,0,False,31.46790557193102,31.805159999999987,31.35272284690668,30.195,0,31.123199999999837,31.237
5609,QTUM/USDT:USDT,2021-04-23 08:00:00+00:00,first_buy,trailing_stop_loss,11.116,11.17,11.404153977768662,11.816591167988449,10.802,1,10.963,256506.8,0,False,11.315799999999854,11.313142857142903,11.53263999999998,4.96777021,0.08096990476077469,0,12.477,12.18,12.302000000000046,1,180554.0,0,False,11.902508503525434,11.633119999999977,12.05454093075677,12.141,0,12.364199999999858,12.669
5627,QTUM/USDT:USDT,2021-05-06 23:30:00+00:00,first_buy,trailing_stop_loss,24.074,24.115,23.981935270597717,23.38843076707016,23.268,1,23.607,424051.2,0,False,24.127399999999874,24.45771428571433,23.216199999999972,5.58696656,0.09457971065155985,0,23.509,24.808,24.135285714285764,0,333149.8,0,False,23.501373428558097,23.294599999999967,24.04654537125635,23.504,0,24.096399999999868,24.869
5625,QTUM/USDT:USDT,2021-05-06 18:15:00+00:00,first_buy,trailing_stop_loss,22.738,22.945,22.886802488571913,22.11909897913784,22.378,1,22.774,280492.3,0,False,23.03279999999988,23.01500000000005,22.27427999999998,4.4659914,0.07535120655921605,0,25.814,25.944,23.882142857142902,0,690919.7,0,False,22.926262080606072,23.04179999999997,23.71800826137993,24.88,0,24.563799999999873,26.272
5611,QTUM/USDT:USDT,2021-04-24 00:30:00+00:00,first_buy,trailing_stop_loss,12.661,12.678,12.585163147878468,12.500848404402,12.368,1,12.382,109844.5,0,False,12.70959999999986,12.656142857142905,12.558319999999982,-0.58262286,-0.009602574021758023,0,12.494,12.346,12.563142857142902,1,59876.2,1,False,12.585746497178729,12.646159999999979,12.559798722036978,12.326,0,12.453599999999861,12.585
5612,QTUM/USDT:USDT,2021-04-24 10:15:00+00:00,first_buy,trailing_stop_loss,12.344,12.344,12.475214303262058,12.543098608498823,11.928,1,12.01,170606.0,0,False,12.34519999999986,12.445857142857188,12.622879999999979,1.28716842,0.020983175006242288,1,12.375,12.343,12.421428571428612,1,63818.9,1,False,12.558987121586604,12.683439999999978,12.508970981036615,12.311,1,12.413799999999863,12.497
5613,QTUM/USDT:USDT,2021-04-25 20:00:00+00:00,first_buy,trailing_stop_loss,12.35,12.414,12.462667753184828,12.532988075543152,12.174,0,12.208,89267.0,0,False,12.371199999999863,12.377857142857183,12.664279999999978,-3.094115,-0.050635170382897464,1,12.28,11.765,12.249142857142898,1,299762.1,1,False,12.440686467564685,12.574559999999977,12.316139931178148,11.68,1,12.204199999999862,12.28
5614,QTUM/USDT:USDT,2021-04-25 21:15:00+00:00,first_buy,trailing_stop_loss,11.767,11.9,12.250579941766125,12.399894877374708,11.574,1,11.89,224288.0,0,False,12.14059999999986,12.179142857142898,12.534119999999975,11.80965583,0.1945589137688282,1,14.579,14.663,14.764714285714332,1,53616.5,1,False,14.804681060208958,14.827439999999978,14.792981249736702,14.56,0,14.737599999999864,14.72
5615,QTUM/USDT:USDT,2021-04-27 14:15:00+00:00,first_buy,trailing_stop_loss,14.658,14.665,14.738830288238749,14.777741722415701,14.118,1,14.441,200892.7,0,False,14.674799999999863,14.701714285714331,14.812719999999977,0.11377313,0.001873824864803558,1,14.895,14.592,15.011571428571482,1,112713.0,1,False,14.99319655250156,15.033119999999967,15.01709683054637,14.56,0,14.930799999999863,14.895
5616,QTUM/USDT:USDT,2021-04-28 04:00:00+00:00,first_buy,trailing_stop_loss,14.594,14.821,14.940466548923851,14.95807088194589,14.5,1,14.519,119661.4,0,False,14.805999999999864,14.910428571428625,15.019519999999968,-3.0716826,-0.05029063722620991,1,14.274000000000001,13.939,14.329428571428625,1,159595.0,1,False,14.663929054107648,14.863559999999971,14.453750063936539,13.837,0,14.239999999999867,14.304
5626,QTUM/USDT:USDT,2021-05-06 22:15:00+00:00,first_buy,trailing_stop_loss,25.95,25.95,23.85723775962917,23.05194637093155,24.501,1,24.623,565656.4,1,False,24.925599999999875,24.23071428571433,23.110519999999973,-3.0096912,-0.05088072515576374,0,24.504,24.072,24.772000000000045,1,230754.9,0,False,23.370945228435776,23.203959999999974,24.0501053197973,23.925,0,24.330599999999873,24.817
5617,QTUM/USDT:USDT,2021-04-28 06:30:00+00:00,first_buy,trailing_stop_loss,13.933,14.031,14.33578851563861,14.591563938988562,13.625,1,13.687,165504.8,1,False,14.073799999999867,14.192285714285768,14.809959999999972,0.09447438,0.0015670660432495617,1,14.172,13.85,14.235428571428628,1,113751.8,1,False,14.294418359119032,14.33143999999998,14.236628196987192,13.85,0,14.18019999999986,14.176
5619,QTUM/USDT:USDT,2021-05-02 04:00:00+00:00,first_buy,trailing_stop_loss,15.343,15.358,15.545084247661094,15.441281945504603,15.003,1,15.005,170874.0,0,False,15.489999999999856,15.598428571428615,15.45555999999998,0.39817749,0.006622597733912332,0,15.379,15.304,15.634142857142896,1,105848.8,1,False,15.646032279000865,15.652159999999975,15.591899613238523,15.261,0,15.601399999999861,15.56
5620,QTUM/USDT:USDT,2021-05-04 00:45:00+00:00,first_buy,trailing_stop_loss,15.305,15.405,15.53160736504798,15.612992850926727,15.044,1,15.2,118918.9,0,False,15.488999999999862,15.560428571428613,15.624839999999976,-4.28331,-0.07038342932151735,1,14.528,14.553,14.739142857142905,1,94811.9,1,False,14.812774546955307,14.833399999999978,14.753991790733467,14.384,0,14.676999999999873,14.674
5621,QTUM/USDT:USDT,2021-05-04 14:45:00+00:00,first_buy,trailing_stop_loss,14.551,14.586,14.683069976774473,14.774272728662321,14.11,1,14.293,159825.8,1,False,14.560599999999875,14.657142857142905,14.82095999999998,17.71270278,0.29480771734837735,1,19.017,18.75,18.988000000000056,1,146276.5,0,False,18.436195372094843,18.41863999999997,18.85005328225005,18.735,0,18.93399999999988,19.047
5622,QTUM/USDT:USDT,2021-05-06 06:15:00+00:00,first_buy,trailing_stop_loss,18.749,18.817,18.785583546519273,18.435810529717447,18.328,1,18.431,261026.4,0,False,18.84079999999988,18.87457142857149,18.443279999999973,9.55718149,0.1569503298605649,0,20.615,21.078,19.69714285714291,0,1095331.9,0,False,19.082612878942843,18.866239999999976,19.551916893703453,20.469,0,19.979199999999878,21.276
5623,QTUM/USDT:USDT,2021-05-06 13:15:00+00:00,first_buy,trailing_stop_loss,21.077,22.909,19.974391217749076,19.320789702724856,20.901,0,22.298,1847701.9,1,False,20.619799999999877,20.192857142857196,19.041359999999976,2.13310427,0.03540504975548937,0,22.754,22.905,22.418142857142907,0,627645.1,0,False,21.01317206401569,20.660119999999974,22.024677704402755,22.232,1,22.638999999999875,23.343
5624,QTUM/USDT:USDT,2021-05-06 16:15:00+00:00,first_buy,trailing_stop_loss,22.908,24.801,22.43211190372541,21.28427042964416,22.908,0,24.673000000000002,1156336.3,0,False,23.18919999999988,22.788857142857193,20.904319999999974,-5.24682,-0.08857488782053813,0,23.175,22.739,23.201571428571476,1,201207.1,0,False,22.066706897468865,22.12711999999998,22.907312031948624,22.718,1,23.02379999999988,23.177
5618,QTUM/USDT:USDT,2021-04-29 17:15:00+00:00,first_buy,trailing_stop_loss,13.85,13.947,14.168377705143008,14.257276258443548,13.7,1,13.793,110763.1,0,False,14.072599999999857,14.1558571428572,14.31067999999998,5.53227396,0.0910664041178202,1,15.578,15.34,15.716428571428617,1,219529.3,0,False,15.47618450114497,15.44791999999998,15.643281383599476,15.129,0,15.658199999999857,15.593
5430,QTUM/USDT:USDT,2021-02-10 08:15:00+00:00,first_buy,trailing_stop_loss,5.299,5.929,5.360677040169187,5.278927777859903,5.282,0,5.845,1274969.6,0,False,5.403199999999952,5.37957142857144,5.266719999999993,3.4732464,0.057089727520939014,0,6.018,6.091,5.721285714285726,0,627629.6,0,False,5.448609181987552,5.368599999999994,5.651705571445238,5.95,0,5.891399999999953,6.164
5429,QTUM/USDT:USDT,2021-02-09 13:15:00+00:00,first_buy,trailing_stop_loss,4.601,4.646,4.677326408823431,4.6960205231569585,4.519,1,4.623,159670.3,0,False,4.6565999999999566,4.6748571428571495,4.725079999999996,11.2540806,0.18419769323158752,1,5.303,5.298,5.301142857142869,0,54960.7,0,False,5.233642000088695,5.241439999999994,5.272618320199949,5.287,0,5.296199999999952,5.314
5428,QTUM/USDT:USDT,2021-02-08 13:30:00+00:00,first_buy,trailing_stop_loss,4.53,4.535,4.57508000500022,4.557467411985672,4.282,1,4.329,342747.8,0,False,4.54419999999995,4.573428571428583,4.596679999999994,2.56306708,0.04194876666235096,1,4.64,4.603,4.685714285714292,1,123513.4,1,False,4.701862165009515,4.727279999999996,4.687203937700418,4.573,0,4.675399999999956,4.66
5248,QTUM/USDT:USDT,2020-08-11 12:45:00+00:00,first_buy,trailing_stop_loss,2.815,2.8369999999999997,2.8446395099151123,2.8612120177655203,2.802,1,2.802,54567.0,0,False,2.834999999999984,2.844714285714305,2.860479999999998,-4.35915895,-0.07129252607662526,1,2.674,2.657,2.6918571428571623,1,107998.1,1,False,2.7198257312249643,2.708679999999997,2.6963850788989867,2.65,0,2.684399999999984,2.674
5247,QTUM/USDT:USDT,2020-08-07 17:15:00+00:00,first_buy,trailing_stop_loss,2.6870000000000003,2.6870000000000003,2.702448136065165,2.7238616792505654,2.615,1,2.64,356013.5,0,False,2.6863999999999875,2.6964285714285916,2.7314000000000025,3.31981384,0.054148663509948784,1,2.834,2.816,2.8545714285714476,1,59384.5,1,False,2.865948979186762,2.863839999999998,2.8523921480814964,2.815,0,2.848399999999984,2.8369999999999997
5246,QTUM/USDT:USDT,2020-08-06 03:45:00+00:00,first_buy,trailing_stop_loss,2.739,2.743,2.74776365097531,2.7577044555706145,2.727,0,2.738,35765.1,0,False,2.7419999999999876,2.7434285714285886,2.758080000000004,-2.37552828,-0.038708229893182136,1,2.689,2.684,2.707714285714306,1,42961.6,1,False,2.7305706135906105,2.736680000000003,2.7138023426224676,2.684,0,2.7019999999999875,2.702
5245,QTUM/USDT:USDT,2020-08-02 04:45:00+00:00,first_buy,trailing_stop_loss,2.668,2.6790000000000003,2.6399002926054798,2.6446918483770108,2.23,1,2.409,1011520.5,0,False,2.641999999999995,2.6520000000000143,2.655720000000001,7.46995383,0.12190824547752702,1,2.737,2.74,2.7451428571428744,1,49951.1,1,False,2.7592808120162635,2.7598400000000036,2.749538860243548,2.731,0,2.7443999999999877,2.746
5244,QTUM/USDT:USDT,2020-07-27 14:30:00+00:00,first_buy,trailing_stop_loss,2.261,2.262,2.299037705339858,2.3147782135598267,2.212,1,2.239,215777.5,0,False,2.284999999999993,2.295571428571435,2.3194400000000015,7.79914761,0.1274096718626742,1,2.725,2.667,2.6890000000000143,1,125042.7,0,False,2.6635471962471717,2.664000000000001,2.6818821639882944,2.667,1,2.697799999999995,2.73
5243,QTUM/USDT:USDT,2020-07-26 10:15:00+00:00,first_buy,trailing_stop_loss,2.446,2.446,2.440819000540158,2.447221746740875,2.3,1,2.324,729146.0,0,False,2.4307999999999916,2.440428571428577,2.46196,-2.63892692,-0.04305807020126333,1,2.305,2.261,2.307857142857149,1,341572.3,1,False,2.3208404706446126,2.3232000000000013,2.3099536517652868,2.253,0,2.3009999999999926,2.307
5242,QTUM/USDT:USDT,2020-07-20 13:15:00+00:00,first_buy,trailing_stop_loss,2.289,2.289,2.287044019550778,2.300513787798625,2.23,1,2.237,246230.3,0,False,2.2781999999999933,2.2814285714285827,2.3058400000000017,1.9573862,0.03190258670910874,1,2.457,2.447,2.461000000000006,1,45832.6,1,False,2.457079486480145,2.46752,2.4620588188201866,2.445,0,2.4583999999999917,2.462
5241,QTUM/USDT:USDT,2020-07-16 07:30:00+00:00,first_buy,trailing_stop_loss,2.212,2.258,2.2738512676456826,2.282498138791001,2.167,1,2.234,392784.2,0,False,2.275999999999989,2.2810000000000072,2.2800800000000025,0.50628064,0.008262729043757475,0,2.2800000000000002,2.289,2.2894285714285827,1,25671.3,1,False,2.305594890822515,2.3088800000000016,2.296142932196374,2.279,0,2.288399999999993,2.289
5240,QTUM/USDT:USDT,2020-07-15 19:00:00+00:00,first_buy,trailing_stop_loss,2.341,2.345,2.351092944899522,2.3653619326224917,2.3,1,2.315,206952.5,0,False,2.3415999999999895,2.347285714285722,2.3720800000000026,-3.25248854,-0.05303321963666679,1,2.29,2.213,2.2881428571428644,1,279052.5,0,False,2.286377989894281,2.2821200000000026,2.2810969526721703,2.206,0,2.2899999999999894,2.295
5239,QTUM/USDT:USDT,2020-07-14 04:30:00+00:00,first_buy,trailing_stop_loss,2.155,2.155,2.1763684797612477,2.1839859168192097,2.112,1,2.129,301258.7,0,False,2.1613999999999893,2.1722857142857235,2.1936800000000027,5.22445094,0.08520137433219238,1,2.349,2.341,2.354428571428579,1,20982.2,1,False,2.369390887232291,2.376240000000003,2.357655298517617,2.341,0,2.3501999999999894,2.356
5238,QTUM/USDT:USDT,2020-07-13 19:45:00+00:00,first_buy,trailing_stop_loss,2.099,2.104,2.1269204014290186,2.135863648397196,2.044,1,2.099,302121.6,0,False,2.12039999999999,2.123857142857152,2.1398000000000037,0.27923101,0.004546955101974564,1,2.159,2.153,2.1845714285714375,1,74331.9,1,False,2.1883847901647466,2.196880000000003,2.184980930626929,2.15,0,2.1743999999999897,2.173
5237,QTUM/USDT:USDT,2020-07-12 13:45:00+00:00,first_buy,trailing_stop_loss,2.031,2.031,2.0356269072815825,2.0475824538460854,1.964,1,1.9689999999999999,247295.9,1,False,2.0297999999999887,2.0345714285714385,2.052120000000003,2.96341093,0.04839417068969965,1,2.136,2.099,2.130857142857152,1,106938.3,1,False,2.1388127402689716,2.1432000000000033,2.1319968380524768,2.093,1,2.1269999999999896,2.137
5236,QTUM/USDT:USDT,2020-07-10 04:45:00+00:00,first_buy,trailing_stop_loss,2.035,2.036,2.055194415340475,2.0716656111601894,1.9809999999999999,1,2.0,286317.9,0,False,2.041599999999993,2.0508571428571534,2.0831200000000027,-0.96105851,-0.015695730407498054,1,2.053,2.032,2.0445714285714383,1,129893.8,0,False,2.0538690501537724,2.056120000000003,2.0477408904236882,2.027,0,2.0453999999999892,2.072
5235,QTUM/USDT:USDT,2020-07-09 15:15:00+00:00,first_buy,trailing_stop_loss,2.042,2.046,2.0684306707946676,2.053646535314874,1.996,1,2.023,454184.0,0,False,2.0647999999999924,2.0717142857142967,2.0472000000000024,-0.53276263,-0.008702974402753652,0,2.054,2.038,2.0600000000000103,1,73510.7,1,False,2.0773988600530044,2.088320000000003,2.0652297635841976,2.034,0,2.0557999999999934,2.055
5234,QTUM/USDT:USDT,2020-07-09 02:00:00+00:00,first_buy,trailing_stop_loss,1.991,1.991,1.9977963164539567,2.0078729454924065,1.953,1,1.9540000000000002,150245.4,0,False,1.9843999999999937,1.9887142857142976,2.020160000000003,2.30260201,0.03751050496038609,1,2.078,2.043,2.0824285714285824,1,199193.3,0,False,2.056098258140064,2.0457600000000027,2.0766907927573346,2.035,0,2.0781999999999927,2.083
5233,QTUM/USDT:USDT,2020-06-27 20:00:00+00:00,first_buy,trailing_stop_loss,1.593,1.595,1.60740790099978,1.6311100520804083,1.514,1,1.537,405435.9,0,False,1.5973999999999937,1.6015714285714415,1.638120000000005,16.72433785,0.2726156246700772,1,1.9929999999999999,1.991,1.995285714285726,0,17708.8,1,False,2.012182781131799,2.023960000000003,2.005759283081949,1.988,0,1.9949999999999934,1.9929999999999999
