,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,short-small-rl (exit),long-small-rl (exit),long_jcrosk (exit),long-large-rl (exit),volume (exit),sma-compare (exit),high (exit),close (exit),low (exit),mean-grad-hist (exit),sma-25 (exit),short-bid-rl (exit),short-large-rl (exit),short_kdj (exit),ema-12 (exit),sma-07 (exit),open (exit),ema-26 (exit),long-bid-rl (exit),sma-05 (exit)
381,NEO/USDT:USDT,2024-06-17 10:00:00+00:00,first_buy,force_exit,11.945,13.326,12.059658571772024,12.199093223644002,11.664,1,11.782,1165153.67,0,False,11.982600000000385,12.004428571427693,12.21884000000029,17.22018681,0.2807422030225767,1,go_long,go_short,go_short,go_short,go_long,go_long,2024-11-29 20:15:00+00:00,go_short,go_long,0,go_short,17627.68,0,15.614,15.579,15.555,0,15.39512000000033,go_long,go_short,False,15.37023205325245,15.492999999999236,15.591,15.47127791289976,go_long,15.515200000000352
359,ATOM/USDT:USDT,2024-11-22 15:45:00+00:00,first_buy,force_exit,7.187,7.482,7.0649280149317875,6.931499076677742,7.147,0,7.378,2752237.09,0,False,7.169199999999739,7.108285714285264,6.907200000000473,9.78552801,0.159444855860583,0,go_long,go_long,do_nothing,do_nothing,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,go_long,0,do_nothing,86392.93,0,8.586,8.583,8.555,0,8.54288000000048,go_long,do_nothing,False,8.501382146861182,8.523857142856702,8.557,8.52748290229866,go_long,8.532199999999758
137,APE/USDT:USDT,2024-10-20 12:30:00+00:00,first_buy,force_exit,1.3864,1.4488,1.3581965832063672,1.295464029880291,1.38,0,1.4372,67144666.0,0,False,1.3750599999999809,1.3716857142856949,1.3136840000000265,-1.39313759,-0.02305489863858233,0,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,2024-11-29 20:15:00+00:00,do_nothing,go_long,0,do_nothing,589891.0,0,1.4226,1.4215,1.4171,0,1.4075960000000245,go_long,do_nothing,False,1.4028990468888591,1.4136714285714098,1.4207,1.4102955928273362,go_long,1.4144399999999846
54,DYDX/USDT:USDT,2024-08-24 09:15:00+00:00,first_buy,force_exit,1.19,1.235,1.1800790069988032,1.1734950261105648,1.189,0,1.218,5178608.8,0,False,1.1850000000000187,1.1815714285715557,1.169519999999957,19.61877467,0.31990610515079465,0,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,2024-11-29 20:15:00+00:00,do_nothing,go_long,0,do_nothing,123379.9,0,1.643,1.642,1.6360000000000001,0,1.6322799999999582,go_long,do_nothing,False,1.6280628533917174,1.6304285714286972,1.639,1.6317140057001107,go_long,1.632200000000021
336,ARK/USDT:USDT,2024-10-16 06:45:00+00:00,first_buy,force_exit,0.5827,0.5884,0.5575615171628546,0.5488599865762105,0.5685,0,0.5776,17604689.0,0,False,0.5649600000000116,0.5605142857142803,0.5486440000000035,17.29516443,0.28224922884026044,0,go_long,go_short,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_short,go_long,0,go_long,78868.0,0,0.7316,0.7315,0.7298,0,0.7258040000000036,go_long,go_long,False,0.7247570625890247,0.7272999999999955,0.7298,0.7273244043577552,go_long,0.7286400000000113
81,LPT/USDT:USDT,2024-11-10 17:45:00+00:00,first_buy,force_exit,12.563,12.635,12.277835165961942,12.129002985256864,12.488,0,12.579,36999.5,0,False,12.378799999999858,12.299285714285592,12.183679999999752,9.82853229,0.16264334327912686,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,do_nothing,go_long,0,go_long,19013.9,0,14.73,14.704,14.639,0,14.614439999999776,go_long,go_long,False,14.619036249700196,14.591857142857075,14.641,14.61558393443412,go_long,14.599799999999822
27,STMX/USDT:USDT,2024-07-28 03:15:00+00:00,first_buy,force_exit,0.01072,0.010740000000000001,0.010128406950357178,0.009995723868882147,0.009930000000000001,1,0.010020000000000001,2007742384.0,1,False,0.010272000000001159,0.01020857142857084,0.009937200000000018,-12.91780552,-0.21037475228211688,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-11-29 20:15:00+00:00,do_nothing,go_long,0,go_short,9662234.0,0,0.008,0.00799,0.007970000000000001,0,0.007891999999999993,go_long,go_short,False,0.007889072844397107,0.007951428571428026,0.008,0.007933737917747695,go_long,0.0079680000000012
325,CTSI/USDT:USDT,2024-11-25 09:30:00+00:00,first_buy,force_exit,0.196,0.197,0.19318370677210953,0.19211075636982305,0.1957,0,0.1963,1590910.0,0,False,0.19431999999999852,0.193442857142852,0.19228400000000292,0.73537754,0.01199503143250939,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-11-29 20:15:00+00:00,do_nothing,go_long,0,go_short,447532.0,0,0.19970000000000002,0.1995,0.19890000000000002,0,0.19883200000000287,go_long,go_short,False,0.19827144815228648,0.19864285714285201,0.19940000000000002,0.1988831467615759,go_long,0.1986799999999986
103,BAL/USDT:USDT,2024-11-21 13:30:00+00:00,first_buy,force_exit,2.41,2.4130000000000003,2.3223196491019475,2.282271957353033,2.392,0,2.4130000000000003,69284.2,0,False,2.3745999999998495,2.3447142857144665,2.272160000000112,9.05865269,0.14765171408990485,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,go_long,0,go_long,7608.4,0,2.782,2.782,2.775,0,2.7866000000001128,go_long,go_long,False,2.777663503785406,2.7690000000001764,2.779,2.7750757590831205,go_long,2.76919999999985
154,LQTY/USDT:USDT,2024-11-27 15:45:00+00:00,first_buy,force_exit,1.4652,1.4655,1.4466265107582086,1.4341564119353412,1.4485000000000001,0,1.4572,255905.6,0,False,1.4548599999999652,1.4481571428571516,1.4363600000000147,2.40621961,0.039233417456712535,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-11-29 20:15:00+00:00,do_nothing,go_long,0,go_short,50473.2,0,1.5209000000000001,1.5202,1.5128,0,1.5176520000000147,go_long,go_short,False,1.5138827624898528,1.5106428571428658,1.5134,1.5121583331626338,go_long,1.5120999999999656
298,COTI/USDT:USDT,2024-11-22 20:45:00+00:00,second_buy,force_exit,0.11353,0.11526000000000002,0.1101806069875266,0.10844848403577803,0.11166000000000001,0,0.11498000000000001,18099827.0,0,False,0.11119599999999288,0.11039000000000529,0.10831840000000151,-17.91470742,-0.29281747665495994,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,go_short,go_short,0,go_short,1564625.0,1,0.14879,0.14875000000000002,0.14792000000000002,0,0.14923440000000138,go_short,go_short,False,0.14819385346245093,0.1475628571428624,0.14806000000000002,0.14810268718259634,go_short,0.14735599999999288
119,BNB/USDT:USDT,2024-06-05 01:00:00+00:00,first_buy,force_exit,690.33,698.9,685.1518337450613,678.7120308983273,689.61,0,695.26,78675.6,0,False,689.0299999999897,687.3671428571363,677.677999999992,-3.84345139,-0.0690309480169894,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,go_long,0,go_long,9619.73,1,654.8,654.46,653.5,1,657.4015999999922,go_long,go_long,False,656.5131159834813,655.6314285714208,654.4,655.9655222991971,go_long,654.6839999999875
324,CTSI/USDT:USDT,2024-08-23 14:30:00+00:00,first_buy,long-exit-profit,0.1421,0.1426,0.14131908442446414,0.14099165343968761,0.1408,0,0.1416,1812056.0,0,False,0.14141999999999832,0.14137142857142365,0.14105200000000306,22.54890041,0.36799142090691134,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-11-25 09:15:00+00:00,do_nothing,go_long,0,go_short,1005979.0,0,0.1966,0.1961,0.1942,0,0.19208800000000292,go_long,go_short,False,0.1917756168794089,0.19281428571428058,0.1943,0.19261710800340218,go_long,0.1933599999999985
319,CTSI/USDT:USDT,2024-01-21 15:45:00+00:00,first_buy,long-exit-profit,0.2887,0.2969,0.24397384320356358,0.22115135965731006,0.2781,0,0.2879,114434068.0,0,False,0.2645799999999964,0.2550285714285668,0.21036000000000354,23.40391805,0.3811381310721099,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-02-28 16:30:00+00:00,do_nothing,go_long,0,go_short,2716202.0,0,0.40440000000000004,0.40390000000000004,0.3947,0,0.3862760000000036,go_long,go_short,False,0.3853772173688789,0.3928714285714236,0.3961,0.39095057347627915,go_long,0.3958199999999965
318,CTSI/USDT:USDT,2023-12-22 22:45:00+00:00,first_buy,long-exit-profit,0.20600000000000002,0.20600000000000002,0.20218446096599146,0.2002778872653237,0.203,1,0.20320000000000002,2775382.0,1,False,0.2034599999999967,0.2033571428571381,0.2000000000000035,24.79650718,0.40501045472695085,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-01-21 15:30:00+00:00,do_nothing,go_long,0,go_short,163311342.0,0,0.2914,0.2886,0.2584,0,0.20620800000000356,go_long,go_short,False,0.21581146842989488,0.24501428571428105,0.2587,0.23598726924057514,go_long,0.2546599999999964
317,CTSI/USDT:USDT,2023-10-25 16:30:00+00:00,first_buy,long-exit-profit,0.1497,0.14980000000000002,0.14768642830223208,0.1467683426861238,0.1466,1,0.1466,2795400.0,1,False,0.14849999999999683,0.14825714285713948,0.14652800000000277,22.66135968,0.3691862271249948,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-12-22 22:30:00+00:00,do_nothing,go_long,0,go_short,5058701.0,0,0.2071,0.2061,0.2034,0,0.19976400000000352,go_long,go_short,False,0.20004411824654958,0.2031571428571381,0.20350000000000001,0.20199981750526264,go_long,0.2033999999999967
323,CTSI/USDT:USDT,2024-08-05 06:30:00+00:00,first_buy,long-exit-profit,0.1096,0.1101,0.11036479738089378,0.11335134691273943,0.1004,1,0.1038,13932080.0,0,False,0.1095599999999973,0.10995714285713777,0.11286000000000294,22.68044613,0.3696153136434698,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-23 14:15:00+00:00,do_nothing,go_long,0,go_short,1115495.0,0,0.14250000000000002,0.1421,0.1413,0,0.14101600000000306,go_long,go_short,False,0.14094298571486263,0.14129999999999507,0.1413,0.1412680088652758,go_long,0.1413399999999983
99,BAL/USDT:USDT,2023-11-10 06:00:00+00:00,first_buy,long-exit-profit,3.999,4.026,3.9723503957283275,3.941653002114696,3.981,0,4.016,36426.9,0,False,3.990599999999843,3.98057142857161,3.9504000000001454,22.23928585,0.36395648952248216,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-03-07 13:45:00+00:00,go_long,go_long,0,go_long,28240.9,0,5.716,5.713,5.684,0,5.6470800000001455,go_long,go_long,False,5.64871598611875,5.6807142857144415,5.6850000000000005,5.670523538535989,go_long,5.684399999999852
98,BAL/USDT:USDT,2023-10-19 01:45:00+00:00,first_buy,long-exit-profit,2.9699999999999998,2.9699999999999998,2.9588258124889593,2.9655414296663456,2.89,1,2.91,105300.3,1,False,2.9559999999998343,2.9588571428573123,2.964960000000141,22.39391899,0.3660865233604556,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-11-10 05:45:00+00:00,go_long,go_long,0,go_long,26330.9,0,4.003,4.0,3.965,0,3.947280000000145,go_long,go_long,False,3.9357052422838716,3.972857142857324,3.979,3.964414104042569,go_long,3.9779999999998426
102,BAL/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,1.826,1.835,1.8695237225715187,1.9133773265473009,1.6019999999999999,1,1.7149999999999999,716004.9,0,False,1.8351999999998643,1.8567142857144445,1.9265200000001061,22.59687574,0.3682780277397624,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-21 13:15:00+00:00,go_long,go_long,1,go_long,166014.8,0,2.417,2.409,2.3529999999999998,0,2.265960000000112,go_long,go_long,False,2.2718137139412757,2.3207142857144665,2.357,2.3058323125750286,go_long,2.3501999999998495
327,ARK/USDT:USDT,2023-10-30 09:45:00+00:00,first_buy,long-exit-profit,0.8127000000000001,0.8181,0.7588035636188587,0.7495815405922409,0.7853,0,0.7949,28360935.0,0,False,0.7672200000000025,0.7599571428571457,0.7459360000000003,24.89957324,0.4064519791217351,0,go_long,go_short,go_long,go_long,go_long,go_long,2023-11-01 06:45:00+00:00,go_short,go_long,0,go_long,34218642.0,0,1.15,1.1222,1.019,0,1.0115120000000004,go_long,go_long,False,1.016479221416321,1.032871428571432,1.021,1.030532491865441,go_long,1.0365600000000017
326,ARK/USDT:USDT,2023-09-19 21:15:00+00:00,first_buy,long-exit-profit,0.6115,0.6182000000000001,0.6075846887049418,0.6066820512820512,0.6082000000000001,0,0.6129,1279292.0,0,False,0.61262,0.6129428571428573,0.6038799999999999,23.17556639,0.37793689154462906,0,go_long,go_short,go_long,go_long,go_long,go_long,2023-10-30 09:30:00+00:00,go_short,go_long,0,go_long,39284396.0,0,0.8160000000000001,0.8126,0.7452000000000001,0,0.7445840000000002,go_long,go_long,False,0.7459560638396202,0.752185714285717,0.7475,0.7522405751859239,go_long,0.7558000000000025
93,BAL/USDT:USDT,2022-06-12 05:15:00+00:00,first_buy,long-exit-profit,5.737,5.761,5.857710441349881,5.981826463398983,5.672,1,5.718,58602.2,0,False,5.791199999999727,5.830428571428819,6.007280000000103,43.98355396,0.7181717407507093,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-12 10:15:00+00:00,go_long,go_long,1,go_long,2074177.3,0,10.3,9.719,6.53,0,6.541560000000087,go_long,go_long,False,6.660529216701455,6.928000000000252,6.533,6.94743624767284,go_long,7.133399999999756
328,ARK/USDT:USDT,2023-11-01 07:00:00+00:00,first_buy,long-exit-profit,1.1223,1.157,1.0169890315784502,1.0109992790891862,0.931,1,0.9425,86114391.0,1,False,1.0216800000000017,1.0217000000000034,1.0081360000000001,25.26263406,0.412086224765878,0,go_long,go_short,go_long,go_long,go_long,go_long,2023-11-04 06:45:00+00:00,go_short,go_long,0,go_long,47708829.0,0,1.4048,1.3372,1.1559,0,1.1472000000000002,go_long,go_long,False,1.1603153590885795,1.1777571428571465,1.1654,1.1780953181117182,go_long,1.1920400000000002
333,ARK/USDT:USDT,2024-08-05 06:30:00+00:00,first_buy,long-exit-profit,0.2544,0.2556,0.2577998172736,0.2665132630194701,0.23220000000000002,1,0.2406,7512040.0,0,False,0.25488000000001154,0.2562714285714193,0.26414400000000426,22.77402051,0.3721309769203216,1,go_long,go_short,go_long,go_long,go_long,go_long,2024-08-09 10:15:00+00:00,go_short,go_long,0,go_long,1692746.0,0,0.3316,0.3312,0.3247,0,0.3199200000000044,go_long,go_long,False,0.3213150888318688,0.32684285714284794,0.32880000000000004,0.324963702372657,go_long,0.3276600000000112
335,ARK/USDT:USDT,2024-09-20 12:45:00+00:00,first_buy,long-exit-profit,0.453,0.4566,0.42997575596281573,0.41990402649884434,0.4423,0,0.44430000000000003,16505860.0,0,False,0.4382800000000115,0.43047142857142223,0.4268000000000036,23.40263003,0.3813932028793137,0,go_long,go_short,go_long,go_long,go_long,go_long,2024-10-16 06:30:00+00:00,go_short,go_long,0,go_long,30053820.0,0,0.5948,0.5827,0.5596,0,0.5467480000000035,go_long,go_long,False,0.5465607855023074,0.5554142857142803,0.5614,0.55391815664701,go_long,0.5594400000000116
80,LPT/USDT:USDT,2024-11-03 14:45:00+00:00,first_buy,long-exit-profit,9.226,9.304,9.367510204807921,9.499454839162073,9.135,1,9.156,36574.3,0,False,9.246199999999863,9.294714285714141,9.54667999999974,22.66966028,0.36917335450423616,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-11-10 17:30:00+00:00,do_nothing,go_long,0,go_long,76179.5,0,12.652,12.561,12.285,0,12.153519999999752,go_long,go_long,False,12.093003224077414,12.244428571428447,12.331,12.223077923409567,go_long,12.287999999999858
78,LPT/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,10.329,10.364,10.625818275359228,10.844344001746911,8.924,1,9.615,545496.4,0,False,10.424199999999782,10.554571428571297,10.972719999999667,22.24894265,0.3669318926952089,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-08-23 13:15:00+00:00,do_nothing,go_long,0,go_long,130481.5,0,13.141,13.103,12.85,0,12.804599999999699,go_long,go_long,False,12.796806710137904,12.839714285714141,12.854,12.84011189199248,go_long,12.868999999999778
75,LPT/USDT:USDT,2024-04-03 00:45:00+00:00,first_buy,long-exit-profit,16.228,16.266,16.505216186076897,16.579929588904196,15.828,1,16.213,112439.0,0,False,16.41339999999974,16.494999999999695,16.617359999999714,22.07682834,0.3676524771818672,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-05-22 11:00:00+00:00,do_nothing,go_long,0,go_long,95687.5,0,22.382,22.314,22.1,0,21.636959999999686,go_long,go_long,False,21.649765996874244,21.858857142856845,22.156,21.79478788074331,go_long,21.909599999999706
73,LPT/USDT:USDT,2024-02-16 16:30:00+00:00,first_buy,long-exit-profit,14.461,14.81,13.389850083030792,12.80528811267158,14.162,0,14.456,3600096.6,0,False,13.746999999999748,13.431428571428318,12.817919999999798,22.72153892,0.37385761851925187,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-02-18 17:45:00+00:00,do_nothing,go_long,0,go_long,1488216.5,0,20.146,19.708,18.662,0,18.089319999999784,go_long,go_long,False,18.250692567945627,18.992285714285465,18.696,18.67079436896022,go_long,18.943199999999745
72,LPT/USDT:USDT,2023-12-20 16:15:00+00:00,first_buy,long-exit-profit,10.375,10.683,9.592017703430285,9.072725030594404,9.927,1,10.22,3356831.8,1,False,10.14699999999975,9.888857142856876,8.927479999999786,25.60580292,0.4171187212161676,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-02-16 16:15:00+00:00,do_nothing,go_long,0,go_long,5611682.7,0,14.632,14.46,13.56,0,12.7497599999998,go_long,go_long,False,12.673231161685306,13.245714285714033,13.671,13.196004643581846,go_long,13.358799999999746
71,LPT/USDT:USDT,2023-09-04 12:15:00+00:00,first_buy,long-exit-profit,7.709,7.777,7.619097720672711,7.570339687821194,7.63,0,7.663,1374059.1,0,False,7.640799999999854,7.6188571428568865,7.6007199999998,22.89315346,0.3730634734572487,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2023-12-20 16:00:00+00:00,do_nothing,go_long,0,go_long,1578087.3,0,10.489,10.375,10.106,0,8.835359999999786,go_long,go_long,False,8.980943033041957,9.698999999999732,10.181,9.477839104053974,go_long,9.99099999999975
70,LPT/USDT:USDT,2023-08-13 00:15:00+00:00,first_buy,long-exit-profit,7.624,7.625,7.148056655999915,6.967760388856875,6.95,1,7.059,11206760.8,0,False,7.282199999999877,7.213285714285461,7.000559999999813,22.20835386,0.3654606801198485,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2023-09-04 12:00:00+00:00,do_nothing,go_long,0,go_long,985971.9,0,7.73,7.712,7.626,0,7.5987999999998,go_long,go_long,False,7.56292686284689,7.604714285714029,7.629,7.611115488067749,go_long,7.628399999999854
95,BAL/USDT:USDT,2022-10-13 10:30:00+00:00,first_buy,long-exit-profit,4.727,4.736,4.7317131600328235,4.772521037708703,4.606,1,4.618,94674.6,0,False,4.716799999999807,4.72728571428596,4.775920000000097,22.52826984,0.3671431357074191,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-10-23 03:45:00+00:00,go_long,go_long,0,go_long,98321.4,0,6.253,6.253,6.21,0,6.13668000000009,go_long,go_long,False,6.146984129877662,6.19871428571453,6.217,6.176665266809327,go_long,6.212599999999802
316,CTSI/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,long-exit-profit,0.1303,0.1305,0.12879555472421933,0.13130882905406474,0.1067,1,0.1082,15837336.0,0,False,0.1268999999999956,0.12882857142856788,0.1320240000000031,22.45090965,0.3659241829586749,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-10-25 16:15:00+00:00,do_nothing,go_long,0,go_short,1727655.0,0,0.1499,0.14980000000000002,0.1487,1,0.14642000000000277,go_long,go_short,False,0.14678181010101368,0.1483999999999966,0.149,0.14788396072081975,go_long,0.14873999999999682
115,BNB/USDT:USDT,2023-08-22 16:00:00+00:00,first_buy,long-exit-profit,206.95,206.95,206.99460358643339,207.78990609008713,202.97,1,205.26,131138.15,0,False,206.61999999999188,206.64571428570642,208.11359999999516,23.15214813,0.38855713881618786,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-12-26 11:00:00+00:00,go_long,go_long,0,go_long,196022.57,0,288.8,288.3,281.56,0,272.83719999999533,go_long,go_long,False,274.6892240590932,279.61571428570716,282.02,278.6416172856888,go_long,281.3839999999905
113,BNB/USDT:USDT,2022-07-19 00:30:00+00:00,first_buy,long-exit-profit,265.84,266.57,261.6164858096549,260.20190867658056,262.36,1,263.1,62224.91,0,False,263.8479999999935,262.94285714285405,258.7867999999984,22.1498207,0.36568231745778856,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-04 14:30:00+00:00,go_long,go_long,0,go_long,101309.43,0,358.99,355.93,353.31,0,349.96759999999796,go_long,go_long,False,349.29362802664923,353.1242857142824,353.61,351.5144197649027,go_long,353.1679999999926
153,LQTY/USDT:USDT,2024-08-24 13:30:00+00:00,first_buy,long-exit-profit,1.0552,1.07,1.0079966284257935,0.9847012826010892,1.0428,0,1.062,7086013.9,0,False,1.030659999999972,1.0170857142857186,0.9774800000000146,22.60202203,0.36854852910597496,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-11-27 15:30:00+00:00,do_nothing,go_long,0,go_short,137501.9,0,1.4699,1.465,1.456,0,1.434360000000015,go_long,go_short,False,1.4323129248901685,1.4440000000000086,1.4588,1.444704058168792,go_long,1.450199999999965
152,LQTY/USDT:USDT,2024-08-23 16:45:00+00:00,first_buy,long-exit-profit,0.7441,0.7789,0.7306207573382083,0.720294091428723,0.7441,0,0.767,3563125.9,1,False,0.739399999999972,0.7334285714285755,0.7168480000000141,22.9110336,0.3731113956466069,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-24 13:15:00+00:00,do_nothing,go_long,0,go_short,8395189.2,0,1.0614,1.0553,1.007,0,0.9731160000000145,go_long,go_short,False,0.9785173852091764,1.0046000000000042,1.0204,0.9981778335941196,go_long,1.0145799999999718
151,LQTY/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,0.5895,0.5914,0.6033642663349883,0.6146045141281976,0.495,1,0.5404,2969827.3,0,False,0.592599999999972,0.6005285714285746,0.6218520000000133,22.6796344,0.3693264504244711,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-23 16:30:00+00:00,do_nothing,go_long,0,go_short,216059.7,0,0.7456,0.7443000000000001,0.7395,0,0.7145320000000142,go_long,go_short,False,0.7165576187430208,0.7253857142857184,0.7397,0.7240063495815189,go_long,0.7296799999999719
147,LQTY/USDT:USDT,2023-10-09 03:45:00+00:00,first_buy,long-exit-profit,1.2812000000000001,1.3058,1.2157946203566117,1.2085634243848984,1.2521,0,1.2787,6668344.3,0,False,1.2227599999999883,1.2145142857142779,1.2045720000000038,27.84073756,0.4541971278582283,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-10-25 15:30:00+00:00,do_nothing,go_long,1,go_short,18818480.6,0,2.0037,1.8694000000000002,1.5939999999999999,0,1.6115160000000026,go_long,go_short,False,1.6216675682015091,1.6404571428571366,1.5997,1.6432635881813624,go_long,1.6565199999999831
146,LQTY/USDT:USDT,2023-09-27 12:00:00+00:00,first_buy,long-exit-profit,0.9416,0.9446,0.9126124662363291,0.9014555042346618,0.9288000000000001,0,0.9301,2110383.6,0,False,0.9219199999999879,0.9180857142857045,0.8968440000000035,22.77316679,0.3711712166578328,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-10-09 03:30:00+00:00,do_nothing,go_long,0,go_short,15044609.8,0,1.3414000000000001,1.2812000000000001,1.1815,0,1.2023320000000037,go_long,go_short,False,1.2029524983356903,1.2019714285714207,1.1817,1.2043572786032684,go_long,1.2056999999999884
145,LQTY/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,long-exit-profit,0.8547,0.8558,0.8342855392851383,0.8499151842211848,0.6512,1,0.6779000000000001,3728478.4,0,False,0.8232399999999875,0.8361714285714171,0.8542440000000018,23.38546263,0.38102888985521105,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-09-27 11:45:00+00:00,do_nothing,go_long,0,go_short,3391820.3,0,0.9485,0.9416,0.9111,0,0.8948880000000036,go_long,go_short,False,0.8991639445734347,0.9147142857142759,0.9132,0.9094329146429343,go_long,0.9183799999999878
143,LQTY/USDT:USDT,2023-07-12 19:15:00+00:00,first_buy,long-exit-profit,1.1175,1.1298,1.0849497562481216,1.0701490515695666,1.1074,0,1.11,10427008.4,0,False,1.0943399999999877,1.0889142857142768,1.0742920000000011,23.23615265,0.3789531135567667,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-07-14 01:00:00+00:00,do_nothing,go_long,0,go_short,6533816.3,0,1.5791,1.5331000000000001,1.4839,0,1.4368840000000014,go_long,go_short,False,1.4136474089965314,1.4691857142857054,1.4943,1.4607382387934345,go_long,1.4769199999999874
142,LQTY/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,0.9385,0.9385,0.9302270386822942,0.9602916331539539,0.7027,1,0.7916000000000001,4008983.4,0,False,0.9090399999999944,0.9222285714285653,0.9725960000000013,24.48863696,0.3987947041274046,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-07-12 19:00:00+00:00,do_nothing,go_long,1,go_short,32630974.6,0,1.18,1.1179000000000001,1.0797,0,1.0722000000000012,go_long,go_short,False,1.066960975695132,1.0845285714285624,1.0805,1.0803951664750528,go_long,1.0876799999999875
305,CTSI/USDT:USDT,2022-05-11 13:00:00+00:00,first_buy,long-exit-profit,0.1583,0.165,0.17418557571595064,0.18056697833814744,0.1262,1,0.1605,7199853.0,0,False,0.16899999999999604,0.17155714285714144,0.17998000000000353,23.0417434,0.37591042768834415,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2022-05-11 14:00:00+00:00,do_nothing,go_long,0,go_short,8576294.0,0,0.2267,0.2209,0.1877,0,0.1822040000000036,go_long,go_short,False,0.1842617248449759,0.18082857142857003,0.20140000000000002,0.18500278050688818,go_long,0.18643999999999603
139,LQTY/USDT:USDT,2023-03-13 06:45:00+00:00,first_buy,long-exit-profit,2.358,2.4,2.26653441412589,2.2150029858971725,2.3402,0,2.3893,2298577.9,0,False,2.301519999999999,2.2706142857142853,2.207048000000002,23.56092191,0.38481106726922054,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-14 04:15:00+00:00,do_nothing,go_long,1,go_short,6394495.6,0,3.363,3.294,3.1677,0,2.8950760000000013,go_long,go_short,False,2.938383022234188,3.0952999999999995,3.2267,3.056721864199283,go_long,3.146280000000002
138,LQTY/USDT:USDT,2023-03-10 18:45:00+00:00,first_buy,long-exit-profit,1.7479,1.7895,1.7387876968906997,1.7173977207977211,1.7304,0,1.7666,1409560.3,0,False,1.7418600000000009,1.7442857142857142,1.7195880000000003,23.38422772,0.38091197726657616,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-13 06:30:00+00:00,do_nothing,go_long,0,go_short,4240463.4,0,2.4107,2.3581,2.3046,0,2.193748000000002,go_long,go_short,False,2.2010592247689464,2.2419428571428566,2.321,2.2442133985124157,go_long,2.2619799999999985
