,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),nlp-exit-short (entry),volume (exit),ema-12 (exit),mean-grad-hist (exit),sma-07 (exit),imit-enter-short (exit),nlp-exit-short (exit),close (exit),imit-exit-short (exit),long_jcrosk (exit),nlp-enter-short (exit),sma-05 (exit),ema-26 (exit),open (exit),short_kdj (exit),nlp-enter-long (exit),high (exit),sma-25 (exit),low (exit)
313,ALGO/USDT:USDT,2024-08-08 22:00:00+00:00,second_buy,trailing_stop_loss,0.11903000000000001,0.12022000000000001,0.11813942473223112,0.11747842589030259,0.11903000000000001,0,0.12018000000000001,2058.0,0,False,0.11850399999999409,0.11820857142857154,0.1178759999999932,-1.31546547,-0.15638186908450438,go_short,go_short,go_short,go_short,go_short,29548.0,0.13606805241097422,0,0.13729857142857177,go_short,go_short,0.13904000000000002,go_short,0,go_short,0.13754199999999325,0.13698668015639304,0.13796,False,go_short,0.13904000000000002,0.13580959999999298,0.13783
369,BCH/USDT:USDT,2024-07-03 02:00:00+00:00,first_buy,trailing_stop_loss,379.1,379.1,380.40576450777144,381.31452450610357,375.25,1,377.05,119916.0,1,False,379.3199999999995,379.94285714287383,381.6799999999998,0.75776844,0.1004260319144904,go_long,go_long,go_long,go_long,go_long,31103.0,422.75019824632295,1,418.47428571430146,go_long,go_long,414.96,go_long,0,go_long,416.9079999999991,420.29071269242274,414.96,False,go_long,415.69,423.8284,413.9
311,ALGO/USDT:USDT,2024-06-28 12:30:00+00:00,second_buy,trailing_stop_loss,0.1439,0.14450000000000002,0.14359098248568442,0.14323688458688644,0.1438,0,0.14450000000000002,8058.0,0,False,0.14383999999999406,0.14371428571428635,0.14310799999999319,-0.50737714,-0.07034418629155471,go_short,go_short,go_short,go_short,go_short,3877.0,0.15152078658867119,0,0.15281428571428565,go_short,go_short,0.15410000000000001,go_short,0,go_short,0.1530799999999942,0.15260987889136488,0.1534,False,go_short,0.15410000000000001,0.15140799999999324,0.1534
310,ALGO/USDT:USDT,2024-04-24 00:45:00+00:00,second_buy,trailing_stop_loss,0.195,0.19990000000000002,0.19432470716853753,0.19353668681665598,0.1947,0,0.19870000000000002,20992.0,0,False,0.19509999999999275,0.19451428571428622,0.19322399999999354,1.69344349,0.28394281886576694,go_short,go_short,go_short,go_short,go_short,1717.0,0.14313583535383737,0,0.1435857142857149,go_short,go_short,0.1438,go_short,0,go_short,0.14359999999999407,0.14342570657399067,0.1433,False,go_short,0.1438,0.1430119999999932,0.1432
309,ALGO/USDT:USDT,2024-04-12 17:30:00+00:00,second_buy,trailing_stop_loss,0.2174,0.2175,0.218108856316403,0.22184354562544287,0.114,1,0.2046,98477.0,0,False,0.21567999999999293,0.21702857142857232,0.22320399999999385,0.19226339,0.03135481359495697,go_short,go_short,go_short,go_short,go_short,9741.0,0.19312362176198847,0,0.19355714285714334,go_short,go_short,0.1951,go_short,0,go_short,0.19403999999999275,0.19352919938099888,0.1942,False,go_short,0.1952,0.1929679999999936,0.19290000000000002
308,ALGO/USDT:USDT,2024-03-27 01:30:00+00:00,second_buy,trailing_stop_loss,0.2866,0.2907,0.2832709465267225,0.2812538951441988,0.2866,0,0.2901,14195.0,0,False,0.28527999999999304,0.2835142857142868,0.2801439999999938,2.85712857,0.4939531189220307,go_short,go_short,go_short,go_short,go_short,2493.0,0.2232230292754783,1,0.21950000000000092,go_short,go_short,0.2174,go_short,1,go_short,0.21863999999999298,0.22056501201029446,0.21830000000000002,False,go_short,0.2187,0.22427999999999382,0.2169
307,ALGO/USDT:USDT,2024-03-07 00:30:00+00:00,second_buy,trailing_stop_loss,0.2669,0.2728,0.2580383663321764,0.2534810116703164,0.2665,0,0.26940000000000003,69321.0,1,False,0.261459999999993,0.25924285714285894,0.25296799999999364,-0.29306086,-0.05432485448411374,go_short,go_short,go_short,go_short,go_short,4121.0,0.2805462067557347,0,0.2822285714285725,go_short,go_short,0.2862,go_short,0,go_short,0.28283999999999304,0.28202930044067204,0.2848,False,go_short,0.2863,0.2796599999999938,0.2842
306,ALGO/USDT:USDT,2024-03-02 13:45:00+00:00,second_buy,trailing_stop_loss,0.24180000000000001,0.2446,0.2411929776946589,0.23881452543687598,0.24080000000000001,0,0.24450000000000002,24845.0,0,False,0.24249999999999344,0.24230000000000154,0.2383239999999936,-0.67165266,-0.0917348867492134,go_short,go_short,go_short,go_short,go_short,62656.0,0.2522074926039417,0,0.25651428571428747,go_short,go_short,0.2669,go_short,0,go_short,0.25827999999999296,0.25597261475620847,0.2596,False,go_short,0.2674,0.2521079999999936,0.2586
319,ALGO/USDT:USDT,2024-11-29 01:00:00+00:00,second_buy,trailing_stop_loss,0.33922,0.35124000000000005,0.32789491056347186,0.31861261720932893,0.33904,0,0.34490000000000004,72747.0,0,False,0.3351759999999929,0.3329499999999996,0.3161655999999925,-2.35385666,-0.3413416110669399,go_short,go_short,go_short,go_short,go_short,45672.0,0.4209400489437557,0,0.4409628571428567,go_short,go_short,0.44769000000000003,go_short,0,go_short,0.44268599999999314,0.4354706592517308,0.44734,False,go_short,0.45388000000000006,0.4187147999999924,0.44144000000000005
305,ALGO/USDT:USDT,2024-02-15 14:45:00+00:00,second_buy,trailing_stop_loss,0.1904,0.19110000000000002,0.1885084408489226,0.18758968425208897,0.19010000000000002,0,0.1908,16651.0,0,False,0.18927999999999384,0.18871428571428717,0.18735999999999353,-2.0780072,-0.2724053545425992,go_short,go_short,go_short,go_short,go_short,27192.0,0.23835968747182606,1,0.24167142857143012,go_short,go_short,0.24180000000000001,go_short,1,go_short,0.2418799999999935,0.2405917009118696,0.24130000000000001,False,go_short,0.2427,0.2378959999999936,0.2411
303,ALGO/USDT:USDT,2023-12-21 21:30:00+00:00,second_buy,trailing_stop_loss,0.2273,0.23020000000000002,0.22072455998997675,0.21588575810185012,0.227,0,0.22870000000000001,46674.0,1,False,0.22391999999999374,0.22235714285714556,0.21534399999999373,0.51242809,0.07495850226962313,go_short,go_short,go_short,go_short,go_short,19079.0,0.22653120987105294,1,0.22514285714285973,go_short,go_short,0.2194,go_short,0,go_short,0.2235799999999939,0.22540098295777342,0.2237,False,go_short,0.2237,0.2271919999999938,0.21760000000000002
302,ALGO/USDT:USDT,2023-12-09 13:30:00+00:00,second_buy,trailing_stop_loss,0.21280000000000002,0.21760000000000002,0.206063767438001,0.2021669733043232,0.2109,0,0.2172,83177.0,0,False,0.20881999999999393,0.2068714285714317,0.20178399999999358,-0.34698981,-0.05330527120121964,go_short,go_short,go_short,go_short,go_short,24682.0,0.21486061874999812,0,0.220685714285717,go_short,go_short,0.22710000000000002,go_short,0,go_short,0.2219999999999937,0.21927447998815436,0.2227,False,go_short,0.22710000000000002,0.21434399999999376,0.2227
301,ALGO/USDT:USDT,2023-12-07 07:15:00+00:00,second_buy,trailing_stop_loss,0.1627,0.1641,0.16157178330744193,0.15999212081799655,0.1627,1,0.1631,37912.0,0,False,0.1623599999999939,0.16242857142857492,0.16003599999999354,-2.6429115,-0.3234177331365595,go_short,go_short,go_short,go_short,go_short,47841.0,0.20096433116866907,0,0.20445714285714597,go_short,go_short,0.21250000000000002,go_short,0,go_short,0.20591999999999394,0.20403899788127391,0.2086,False,go_short,0.2131,0.2008799999999936,0.2083
300,ALGO/USDT:USDT,2023-11-11 13:45:00+00:00,second_buy,trailing_stop_loss,0.1327,0.1335,0.13187881031980628,0.1305636801244129,0.1327,1,0.13340000000000002,6280.0,0,False,0.13285999999999407,0.13252857142857496,0.1300719999999933,-1.7778492,-0.22234243238740983,go_short,go_short,go_short,go_short,go_short,201285.0,0.15974349048343628,1,0.1622285714285749,go_short,go_short,0.1626,go_short,0,go_short,0.16221999999999387,0.16129392572697682,0.1622,False,go_short,0.1636,0.15980399999999356,0.16190000000000002
299,ALGO/USDT:USDT,2023-10-23 22:45:00+00:00,second_buy,trailing_stop_loss,0.0964,0.0989,0.09571840335747929,0.09511857432933095,0.09620000000000001,0,0.09770000000000001,70930.0,1,False,0.09621999999999355,0.09590000000000357,0.09494399999999331,-3.18671866,-0.3627781836197621,go_short,go_short,go_short,go_short,go_short,7767.0,0.13033677453436596,1,0.13201428571428925,go_short,go_short,0.1326,go_short,1,go_short,0.1326599999999941,0.13160223037795288,0.1331,False,go_short,0.13340000000000002,0.12987199999999333,0.13240000000000002
298,ALGO/USDT:USDT,2023-08-17 21:45:00+00:00,second_buy,trailing_stop_loss,0.10020000000000001,0.1003,0.09841718543402993,0.10031632576937263,0.081,1,0.0823,177102.0,0,False,0.09705999999999398,0.09842857142857495,0.10089599999999325,-1.64391521,-0.18310457002011468,go_short,go_short,go_short,go_short,go_short,1057.0,0.09491206027567742,0,0.09548571428571785,go_short,go_short,0.09620000000000001,go_short,0,go_short,0.09573999999999354,0.09535811305883916,0.0961,False,go_short,0.09620000000000001,0.0947719999999933,0.09580000000000001
297,ALGO/USDT:USDT,2023-06-23 17:45:00+00:00,second_buy,trailing_stop_loss,0.1331,0.1342,0.1318064295976268,0.1301905314224614,0.133,1,0.1342,2752.0,0,False,0.13303999999999427,0.13284285714286048,0.1296279999999931,2.41930454,0.3007608378373406,go_short,go_short,go_short,go_short,go_short,1836.0,0.10175763183092244,1,0.10125714285714636,go_short,go_short,0.10020000000000001,go_short,0,go_short,0.10093999999999399,0.10134758278567173,0.1003,False,go_short,0.1009,0.10167999999999326,0.10010000000000001
295,ALGO/USDT:USDT,2023-03-13 18:15:00+00:00,second_buy,trailing_stop_loss,0.2081,0.2139,0.2071884437666272,0.20452862211858172,0.2071,0,0.2116,140472.0,1,False,0.20835999999999077,0.20804285714285983,0.20321999999999238,4.55209436,0.5386112306159586,go_short,go_short,go_short,go_short,go_short,1424.0,0.12041748354387599,1,0.11738571428571772,go_short,go_short,0.11620000000000001,go_short,0,go_short,0.11707999999999419,0.11856835155746165,0.1159,False,go_short,0.11670000000000001,0.1213439999999931,0.1158
294,ALGO/USDT:USDT,2023-01-22 11:45:00+00:00,second_buy,trailing_stop_loss,0.24810000000000001,0.249,0.24533193053755545,0.24333148442623825,0.24680000000000002,1,0.24730000000000002,6954.0,0,False,0.24671999999999145,0.24612857142857378,0.24276799999999252,1.051245,0.14201043148411568,go_short,go_short,go_short,go_short,go_short,6088.0,0.20396291188806825,1,0.20735714285714554,go_short,go_short,0.2079,go_short,0,go_short,0.2074399999999908,0.2063863426332867,0.20770000000000002,False,go_short,0.2082,0.2026039999999924,0.2068
293,ALGO/USDT:USDT,2023-01-04 00:45:00+00:00,second_buy,trailing_stop_loss,0.185,0.1869,0.18320787737460345,0.18258444663034412,0.1832,1,0.1836,20505.0,0,False,0.18403999999999146,0.18371428571428772,0.18209999999999255,-3.25161,-0.35417463165014845,go_short,go_short,go_short,go_short,go_short,3953.0,0.2430140031803373,0,0.24568571428571664,go_short,go_short,0.2479,go_short,0,go_short,0.24625999999999143,0.2449740997262019,0.2472,False,go_short,0.248,0.24241599999999253,0.2461
292,ALGO/USDT:USDT,2022-11-04 19:30:00+00:00,second_buy,trailing_stop_loss,0.4022,0.41150000000000003,0.39900696338781344,0.3952143496695412,0.4021,0,0.4113,12516.0,0,False,0.40135999999999256,0.39992857142857435,0.39467199999999314,4.49606,0.547247149873609,go_short,go_short,go_short,go_short,go_short,3664.0,0.18250320236077164,0,0.18352857142857343,go_short,go_short,0.18510000000000001,go_short,1,go_short,0.18389999999999146,0.18313658235180408,0.1844,False,go_short,0.1857,0.18201599999999252,0.1842
291,ALGO/USDT:USDT,2022-10-20 09:45:00+00:00,second_buy,trailing_stop_loss,0.311,0.3118,0.31039521783194374,0.309848025989052,0.22390000000000002,0,0.31070000000000003,122779.0,0,False,0.31069999999999354,0.3105571428571447,0.3096559999999932,-1.984398,-0.31966275899330293,go_short,go_short,go_short,go_short,go_short,10519.0,0.39392749764310453,0,0.39787142857143154,go_short,go_short,0.4017,go_short,0,go_short,0.39817999999999254,0.39677186582196133,0.3977,False,go_short,0.4041,0.39395599999999314,0.3977
304,ALGO/USDT:USDT,2024-01-03 12:15:00+00:00,second_buy,trailing_stop_loss,0.21930000000000002,0.21930000000000002,0.2195239086565775,0.22361778691764161,0.1603,1,0.1872,382408.0,0,False,0.21525999999999387,0.21904285714285973,0.2255599999999938,-0.07776926,-0.010390697691818888,go_short,go_short,go_short,go_short,go_short,9934.0,0.18733285899225607,0,0.18818571428571573,go_short,go_short,0.1903,go_short,0,go_short,0.18855999999999387,0.18809179373054488,0.18910000000000002,False,go_short,0.1904,0.18715199999999352,0.1888
370,BCH/USDT:USDT,2024-07-31 21:00:00+00:00,first_buy,trailing_stop_loss,415.06,415.32,419.23521843205003,422.0598131910398,412.93,1,413.43,23277.0,0,False,415.567999999999,416.9100000000157,423.40479999999997,-1.82394098,-0.22045138301096873,go_long,go_long,go_long,go_long,go_long,173149.0,335.9700231989864,1,333.8157142857306,go_long,go_long,327.05,go_long,0,go_long,332.33999999999924,334.1510732498902,330.81,False,go_long,330.82,336.16000000000184,321.95
380,ADA/USDT:USDT,2021-05-19 13:15:00+00:00,second_buy,trailing_stop_loss,1.23684,1.26652,1.4897706824292518,1.6069657478067048,0.9813100000000001,1,1.25647,57180.0,0,False,1.3895759999999946,1.4411571428571561,1.6513176000000058,-4.1190426,-0.35014485595347716,go_short,go_short,go_short,go_short,go_short,13716.0,1.58845090861343,0,1.4135057142857275,go_short,go_short,1.57353,go_short,0,go_short,1.3484359999999944,1.4874727371239023,1.37158,False,go_short,1.5760900000000002,1.6333736000000059,1.13917
372,BCH/USDT:USDT,2024-09-30 03:15:00+00:00,first_buy,trailing_stop_loss,344.57,345.05,348.0200203245099,349.8756867700023,341.04,1,343.51,121122.0,0,False,345.90399999999823,346.8800000000179,351.4424000000023,0.40720081,0.0592027616695797,go_long,go_long,go_long,go_long,go_long,65065.0,373.32802801426305,1,372.99857142858957,go_long,go_long,369.23,go_long,0,go_long,372.4959999999972,373.0806534314885,372.18,False,go_long,372.33,373.91480000000206,368.0
466,ATOM/USDT:USDT,2021-05-29 17:45:00+00:00,second_buy,trailing_stop_loss,12.082,12.128,12.253422390553139,12.460013526979939,11.93,1,11.933,195.0,0,False,12.258599999999815,12.230000000000095,12.445960000000056,-3.813556,-0.321192542984718,go_short,go_short,go_short,go_short,go_short,754.0,14.97914740849733,0,15.06114285714296,go_short,go_short,15.539,go_short,0,go_short,15.147399999999829,15.075455556837928,15.464,False,go_short,15.576,14.931960000000052,15.406
465,ATOM/USDT:USDT,2021-05-23 20:45:00+00:00,second_buy,trailing_stop_loss,11.072,11.865,10.47679933738523,10.178947832143969,11.071,0,11.709,3285.0,0,False,10.849799999999822,10.651714285714386,9.849800000000059,-4.063014,-0.35399783106284977,go_short,go_short,go_short,go_short,go_short,240.0,15.114364968395979,0,15.296285714285819,go_short,go_short,15.474,go_short,0,go_short,15.281999999999806,15.284617190359947,15.485,False,go_short,15.509,15.223880000000051,15.426
464,ATOM/USDT:USDT,2021-05-21 21:15:00+00:00,second_buy,trailing_stop_loss,12.391,12.391,12.741162368002897,13.372586258794135,11.633,1,11.633,1553.0,1,False,12.423799999999824,12.517142857142957,13.277240000000065,-0.131416,-0.011287759357091776,go_short,go_short,go_short,go_short,go_short,1514.0,10.056543658715487,0,10.405857142857242,go_short,go_short,11.118,go_short,0,go_short,10.566599999999822,10.252762853273454,10.884,False,go_short,11.207,9.76264000000006,10.651
462,AVAX/USDT:USDT,2023-10-26 11:30:00+00:00,second_buy,trailing_stop_loss,11.244,11.244,11.247411988818762,11.184573552759739,11.154,1,11.154,7055.0,0,False,11.20919999999838,11.245285714285421,11.241360000000094,-3.15271107,-0.28285981329541426,go_short,go_short,go_short,go_short,go_short,21331.0,13.586618333703058,0,13.999285714285424,go_short,go_short,14.247,go_short,0,go_short,14.081799999998372,13.812913019289388,14.118,False,go_short,14.258,13.483120000000115,14.081
461,AVAX/USDT:USDT,2023-10-06 02:45:00+00:00,second_buy,trailing_stop_loss,10.4367,10.4802,10.246122692953977,10.18532070178649,10.3907,0,10.4319,5748.0,0,False,10.29177999999837,10.250685714285387,10.176392000000064,-0.9908932,-0.09516584810894348,go_short,go_short,go_short,go_short,go_short,10399.0,10.926166522436274,0,11.114142857142564,go_short,go_short,11.288,go_short,0,go_short,11.142999999998377,11.079822624125342,11.232,False,go_short,11.3,10.89620000000009,11.192
460,AVAX/USDT:USDT,2023-08-17 21:15:00+00:00,second_buy,trailing_stop_loss,11.1541,11.1541,11.210900593850258,11.249426496001206,11.098,1,11.1042,291.0,0,False,11.186979999998384,11.209814285713977,11.233192000000098,0.63607068,0.05734191192011558,go_short,go_short,go_short,go_short,go_short,18966.0,10.16559435792941,0,10.21154285714253,go_short,go_short,10.4225,go_short,0,go_short,10.23591999999837,10.21234500076379,10.2302,False,go_short,10.466,10.164228000000064,10.2221
458,AVAX/USDT:USDT,2022-12-19 22:45:00+00:00,second_buy,trailing_stop_loss,11.4515,11.4565,11.573893477914003,11.665656642083567,11.1068,1,11.2711,11137.0,0,False,11.512619999998453,11.56198571428524,11.670176000000167,-2.8067186,-0.24932361856203328,go_short,go_short,go_short,go_short,go_short,70073.0,12.678408006617117,0,12.91849999999952,go_short,go_short,13.9141,go_short,0,go_short,13.100399999998405,12.880968520289379,13.2795,False,go_short,14.0092,12.575912000000164,13.1234
457,AVAX/USDT:USDT,2021-07-26 21:00:00+00:00,second_buy,trailing_stop_loss,11.7342,11.7346,12.126790531792633,12.19295799292614,11.7342,1,11.7346,109.0,0,False,11.993799999999899,12.132542857142763,12.209728000000108,-4.04722,-0.34924752338545445,go_short,go_short,go_short,go_short,go_short,1747.0,15.295134694339325,0,15.393828571428497,go_short,go_short,15.5928,go_short,0,go_short,15.449739999999883,15.378836384856749,15.3982,False,go_short,15.5928,15.327172000000111,15.3973
456,AVAX/USDT:USDT,2021-07-09 00:30:00+00:00,second_buy,trailing_stop_loss,11.996,12.0287,12.039868655939394,12.108619012188003,11.996,1,12.0287,157.0,0,False,12.03799999999988,12.012514285714147,12.152036000000113,-0.6648593,-0.056595615795568176,go_short,go_short,go_short,go_short,go_short,0.0,11.848397772234232,0,12.12802857142847,go_short,go_short,12.1319,go_short,0,go_short,12.131899999999902,12.051330494625827,12.1319,False,go_short,12.1319,11.870648000000108,12.1319
455,AVAX/USDT:USDT,2021-06-21 18:30:00+00:00,second_buy,trailing_stop_loss,11.924900000000001,11.924900000000001,12.063248648822768,12.17814583694924,11.924900000000001,1,11.924900000000001,1.0,0,False,11.96095999999986,11.986085714285606,12.148368000000149,-1.1301946,-0.09551406767015568,go_short,go_short,go_short,go_short,go_short,0.0,12.417674088108534,0,12.624214285714146,go_short,go_short,12.6819,go_short,0,go_short,12.633139999999887,12.567767133255966,12.6819,False,go_short,12.6819,12.395900000000113,12.6819
453,APT/USDT:USDT,2024-12-03 01:00:00+00:00,second_buy,trailing_stop_loss,14.16,14.375,13.719216607315811,13.396670599816678,14.156,1,14.212,133252.0,0,False,14.00999999999976,13.912285714285668,13.259759999999947,0.192507,0.027140802774605594,go_short,go_short,go_short,go_short,go_short,117574.0,13.244100362828128,1,13.70099999999992,go_short,go_short,13.847,go_short,0,go_short,13.73159999999979,13.519792466481615,13.737,False,go_short,13.857,13.154519999999936,13.677
452,APT/USDT:USDT,2024-11-11 23:00:00+00:00,second_buy,trailing_stop_loss,12.475,13.358,12.509969066330825,12.304970802718648,12.457,0,13.356,493632.0,0,False,12.599399999999752,12.53157142857138,12.323679999999937,-0.57617081,-0.07207362444797151,go_short,go_short,go_short,go_short,go_short,135091.0,13.331444247802013,0,13.793857142857094,go_short,go_short,14.164,go_short,0,go_short,13.917399999999763,13.629619626827777,13.982,False,go_short,14.292,13.203119999999947,13.893
467,ATOM/USDT:USDT,2021-06-11 21:15:00+00:00,second_buy,trailing_stop_loss,11.92,12.025,12.1043754078105,12.213410795297637,11.92,1,12.006,98.0,0,False,12.053799999999857,12.08242857142868,12.189440000000069,1.407624,0.1183762944663558,go_short,go_short,go_short,go_short,go_short,276.0,10.106158315958305,0,10.166857142857259,go_short,go_short,10.349,go_short,0,go_short,10.166999999999836,10.172596560487102,10.322,False,go_short,10.37,10.162480000000091,10.322
451,APT/USDT:USDT,2024-11-07 11:45:00+00:00,second_buy,trailing_stop_loss,9.719,9.883,9.694087958193906,9.650756353825418,9.7,0,9.874,80207.0,0,False,9.739199999999743,9.717999999999957,9.621359999999926,-2.54919424,-0.3229404153571411,go_short,go_short,go_short,go_short,go_short,84611.0,12.22088846693614,0,12.383285714285666,go_short,go_short,12.497,go_short,0,go_short,12.396599999999752,12.356145260209157,12.417,False,go_short,12.555,12.291039999999938,12.301
449,APT/USDT:USDT,2024-09-20 12:15:00+00:00,second_buy,trailing_stop_loss,7.128,7.461,7.171507878176087,7.105087599033744,7.128,0,7.375,576322.0,0,False,7.176399999999729,7.190714285714264,7.136039999999922,-2.45388135,-0.3028664399205563,go_short,go_short,go_short,go_short,go_short,934739.0,8.941106192438362,0,9.23699999999998,go_short,go_short,9.519,go_short,0,go_short,9.249399999999731,9.133379527823346,9.154,False,go_short,9.543,8.874879999999926,9.154
448,APT/USDT:USDT,2024-08-27 17:45:00+00:00,second_buy,trailing_stop_loss,7.5120000000000005,7.559,7.332778786369277,7.245754727299437,7.45,1,7.467,73936.0,0,False,7.4439999999997,7.421714285714242,7.190039999999926,0.23511098,0.028610752306927757,go_short,go_short,go_short,go_short,go_short,96108.0,7.083494606956443,0,7.164142857142835,go_short,go_short,7.121,go_short,0,go_short,7.147799999999729,7.1345093105717385,7.097,False,go_short,7.197,7.118119999999922,7.088
447,APT/USDT:USDT,2024-08-08 15:15:00+00:00,second_buy,trailing_stop_loss,5.435,5.481,5.368731277741899,5.333436367924008,5.427,0,5.439,67087.0,0,False,5.40299999999974,5.376714285714237,5.320919999999925,-3.39563538,-0.3905858630279479,go_short,go_short,go_short,go_short,go_short,72502.0,7.228055105483392,0,7.38728571428567,go_short,go_short,7.511,go_short,0,go_short,7.4325999999997,7.308374929345509,7.501,False,go_short,7.533,7.174719999999926,7.466
446,APT/USDT:USDT,2024-07-11 11:45:00+00:00,second_buy,trailing_stop_loss,6.242,6.283,6.230557144727495,6.20281555068789,6.228,0,6.282,2090.0,0,False,6.2543999999997615,6.237142857142795,6.196079999999923,1.12296045,0.13755654011778734,go_short,go_short,go_short,go_short,go_short,80489.0,5.324991277357929,0,5.3635714285713805,go_short,go_short,5.438,go_short,0,go_short,5.37459999999974,5.355955146422245,5.397,False,go_short,5.44,5.314239999999924,5.396
445,APT/USDT:USDT,2024-05-27 14:15:00+00:00,second_buy,trailing_stop_loss,9.565,9.600999999999999,9.438541619524466,9.356647596832845,9.522,1,9.533,86819.0,1,False,9.518999999999734,9.470285714285637,9.332199999999926,2.66559134,0.35038601738622754,go_short,go_short,go_short,go_short,go_short,2954.0,6.1964807947429215,0,6.226714285714225,go_short,go_short,6.25,go_short,0,go_short,6.237199999999762,6.221203898314313,6.264,False,go_short,6.268,6.189919999999923,6.243
444,APT/USDT:USDT,2024-04-14 05:15:00+00:00,second_buy,trailing_stop_loss,9.12,9.229,8.938896106197143,8.844817152907595,9.088,0,9.205,177872.0,0,False,9.073199999999769,9.021999999999966,8.781759999999935,-0.23122711,-0.031448175077251166,go_short,go_short,go_short,go_short,go_short,47758.0,9.342539404579473,0,9.44371428571421,go_short,go_short,9.563,go_short,0,go_short,9.487799999999734,9.421367368528914,9.551,False,go_short,9.573,9.316639999999927,9.53
443,APT/USDT:USDT,2024-03-19 15:00:00+00:00,second_buy,trailing_stop_loss,15.999,16.34,15.689715787776912,15.358565990829144,15.837,0,16.088,298024.0,0,False,15.897999999999803,15.843428571428607,15.250799999999945,2.83626055,0.4418419524479658,go_short,go_short,go_short,go_short,go_short,160158.0,8.816002525140203,0,8.944857142857108,go_short,go_short,9.104,go_short,1,go_short,9.00899999999977,8.89051358005117,9.079,False,go_short,9.181,8.764639999999934,9.053
442,APT/USDT:USDT,2024-03-06 07:00:00+00:00,second_buy,trailing_stop_loss,14.332,14.576,13.879089209634113,13.60534355577952,14.296,0,14.527,290375.0,0,False,14.189199999999847,14.04028571428576,13.457399999999934,-0.70592301,-0.097311800542538,go_short,go_short,go_short,go_short,go_short,141706.0,15.300211270095476,1,15.759428571428609,go_short,go_short,15.997,go_short,0,go_short,15.813599999999804,15.617300476463623,15.671,False,go_short,16.016,15.185599999999944,15.512
441,APT/USDT:USDT,2024-02-28 10:15:00+00:00,second_buy,trailing_stop_loss,10.84,11.735,10.55586980716776,10.323597766882502,10.835,0,11.702,949146.0,0,False,10.74019999999983,10.589000000000073,10.236079999999951,-1.59147948,-0.2271664032273204,go_short,go_short,go_short,go_short,go_short,190292.0,13.53161104024188,0,13.906000000000047,go_short,go_short,14.339,go_short,0,go_short,14.019999999999845,13.761287247749406,14.217,False,go_short,14.348,13.418199999999935,14.121
440,APT/USDT:USDT,2024-02-03 02:00:00+00:00,second_buy,trailing_stop_loss,9.611,9.72,9.536505184136166,9.446525753501602,9.611,0,9.718,32134.0,0,False,9.626999999999853,9.586285714285777,9.398799999999953,-1.25558422,-0.16163079488953974,go_short,go_short,go_short,go_short,go_short,224605.0,10.213325588233102,0,10.373428571428645,go_short,go_short,10.832,go_short,0,go_short,10.44319999999983,10.34748249938008,10.657,False,go_short,10.864,10.167519999999952,10.639
439,APT/USDT:USDT,2024-01-04 11:30:00+00:00,second_buy,trailing_stop_loss,9.901,10.296,9.786690714522706,9.609283333206786,9.850999999999999,0,10.296,209002.0,0,False,9.88239999999988,9.82471428571431,9.613359999999979,0.46778732,0.0649516007900317,go_short,go_short,go_short,go_short,go_short,19663.0,9.42480781378173,0,9.546571428571491,go_short,go_short,9.611,go_short,0,go_short,9.581999999999855,9.503506126706379,9.574,False,go_short,9.634,9.380359999999953,9.574
438,APT/USDT:USDT,2023-12-23 01:00:00+00:00,second_buy,trailing_stop_loss,9.769,10.028,9.47993935229537,9.227440321280998,9.685,0,9.999,192012.0,0,False,9.677799999999891,9.550285714285748,9.12343999999999,-0.00220103,-0.00031468466781404194,go_short,go_short,go_short,go_short,go_short,138731.0,9.55434599986333,0,9.732857142857167,go_short,go_short,9.889,go_short,0,go_short,9.75339999999988,9.694089026254108,9.865,False,go_short,9.987,9.575039999999978,9.834
450,APT/USDT:USDT,2024-10-12 16:30:00+00:00,second_buy,trailing_stop_loss,9.516,9.668,9.197782677388984,8.986357585591076,9.505,0,9.552,662432.0,0,False,9.320599999999732,9.293999999999981,8.914959999999926,-0.24541894,-0.028630236184486468,go_short,go_short,go_short,go_short,go_short,34290.0,9.632896862131451,0,9.677857142857102,go_short,go_short,9.723,go_short,0,go_short,9.702599999999743,9.661376677865526,9.745,False,go_short,9.748,9.611079999999925,9.716
437,APT/USDT:USDT,2023-12-08 16:15:00+00:00,second_buy,trailing_stop_loss,8.436,8.567,8.44059537122942,8.394089469161838,8.404,0,8.526,140451.0,0,False,8.455999999999912,8.446428571428612,8.421879999999987,-1.31185717,-0.17117294180357945,go_short,go_short,go_short,go_short,go_short,332750.0,9.165715546983478,0,9.440285714285748,go_short,go_short,9.776,go_short,0,go_short,9.525999999999891,9.385564689076347,9.665,False,go_short,9.952,9.07455999999999,9.634
