,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),nlp-exit-short (entry),sma-05 (exit),volume (exit),ema-26 (exit),high (exit),imit-enter-short (exit),short_kdj (exit),nlp-enter-long (exit),open (exit),imit-exit-short (exit),nlp-enter-short (exit),ema-12 (exit),low (exit),long_jcrosk (exit),nlp-exit-short (exit),close (exit),sma-25 (exit),mean-grad-hist (exit),sma-07 (exit)
523,1000SHIB/USDT:USDT,2021-12-03 16:00:00+00:00,second_buy,trailing_stop_loss,0.042171,0.042398,0.042704011270599466,0.04269931196825079,0.041530000000000004,1,0.041975,794595319.0,0,False,0.04224999999999981,0.042409714285714606,0.04286224000000014,4.47745013,0.07308608438550782,go_short,go_short,go_short,go_short,go_short,0.03726879999999984,1043571406.0,0.03661305461258176,0.03858,go_short,False,go_short,0.037284,go_short,go_short,0.036149140488111464,0.037066,0,go_short,0.038418,0.03568024000000012,0,0.03693642857142886
524,1000SHIB/USDT:USDT,2021-12-17 11:00:00+00:00,second_buy,trailing_stop_loss,0.031990000000000005,0.03214,0.03221515290992518,0.03243462868725163,0.031917,0,0.032015,158808856.0,0,False,0.03203039999999979,0.03212400000000022,0.03248428000000009,-13.12182661,-0.21411105997741176,go_short,go_short,go_short,go_short,go_short,0.03797859999999984,362516447.0,0.03766554097311102,0.038234,go_short,False,go_short,0.037910000000000006,go_short,go_short,0.03734491196461425,0.037729,1,go_short,0.038037999999999995,0.037459440000000045,0,0.037749000000000234
525,1000SHIB/USDT:USDT,2021-12-24 06:15:00+00:00,second_buy,trailing_stop_loss,0.038514,0.038519,0.03872578412791575,0.03871072632535839,0.038152,1,0.038287999999999996,249109378.0,0,False,0.038456199999999836,0.038572285714285934,0.03906148000000004,8.77745054,0.14323693673546575,go_short,go_short,go_short,go_short,go_short,0.031919199999999946,169458387.0,0.0319233774837057,0.032066,go_short,False,go_short,0.031998,go_short,go_short,0.0318777109595051,0.031904,0,go_short,0.031998,0.031957080000000075,0,0.03187671428571455
526,1000SHIB/USDT:USDT,2022-01-19 07:00:00+00:00,second_buy,trailing_stop_loss,0.027870000000000002,0.027944999999999998,0.02787824879649042,0.02793536847342432,0.027703,1,0.027748,86567447.0,0,False,0.027879799999999972,0.027884428571428834,0.027954680000000072,9.59013734,0.15654362235355884,go_short,go_short,go_short,go_short,go_short,0.02194059999999993,1054687346.0,0.02126741271878384,0.023073,go_short,False,go_short,0.022490000000000003,go_short,go_short,0.020616742171591592,0.022077,0,go_short,0.023001,0.020328680000000064,0,0.021509571428571666
515,1000SHIB/USDT:USDT,2021-09-17 11:45:00+00:00,second_buy,trailing_stop_loss,0.008553999999999999,0.008593,0.008635979645714897,0.008738010697005739,0.008401,0,0.008459,1122538398.0,0,False,0.00848139999999994,0.00853457142857158,0.008830319999999937,-3.83715752,-0.0626134046160054,go_short,go_short,go_short,go_short,go_short,0.008511399999999943,2115025699.0,0.008339800302869562,0.008737,go_short,False,go_short,0.008520000000000002,go_short,go_short,0.008205329143078307,0.008494999999999999,0,go_short,0.008733,0.00815851999999994,0,0.008409000000000156
527,1000SHIB/USDT:USDT,2022-01-23 09:00:00+00:00,second_buy,trailing_stop_loss,0.022654999999999998,0.022931999999999998,0.022726129817597793,0.02236308517429315,0.022500000000000003,1,0.022909,516615147.0,0,False,0.022908199999999927,0.02296057142857168,0.022319880000000052,-7.93856574,-0.12956711349687042,go_short,go_short,go_short,go_short,go_short,0.023507199999999957,1448613835.0,0.02334129191405761,0.024480000000000002,go_short,False,go_short,0.023389,go_short,go_short,0.023085255461440135,0.023370000000000002,0,go_short,0.024395,0.02296411999999999,0,0.023421000000000244
501,1000SHIB/USDT:USDT,2021-05-12 23:45:00+00:00,second_buy,trailing_stop_loss,0.019108999999999998,0.019729,0.01982114240409268,0.02078493824832178,0.018814,1,0.019412,1069855431.0,0,False,0.019980599999999977,0.019591142857142845,0.019694159999999974,-2.69473282,-0.04396862784178954,go_short,go_short,go_short,go_short,go_short,0.018220999999999977,795458724.0,0.01885030322901462,0.018925,go_short,False,go_short,0.018253,go_short,go_short,0.01984685987842962,0.017855,0,go_short,0.018630999999999998,0.01951163999999998,0,0.018385428571428556
498,DYDX/USDT:USDT,2024-11-07 01:30:00+00:00,second_buy,trailing_stop_loss,1.123,1.152,1.1120913029429411,1.092509347318397,1.119,0,1.146,2538260.0,0,False,1.1220000000000212,1.1182857142858411,1.0872799999999587,-16.99924494,-0.2777824952242779,go_short,go_short,go_short,go_short,go_short,1.4310000000000216,1424990.2,1.4186770630457655,1.462,go_short,False,go_short,1.449,go_short,go_short,1.3998780541800107,1.448,0,go_short,1.46,1.4005999999999583,0,1.4237142857144127
476,DYDX/USDT:USDT,2023-01-14 07:45:00+00:00,second_buy,trailing_stop_loss,1.568,1.576,1.5488052571491364,1.5316021759656722,1.5550000000000002,1,1.558,1399715.1,0,False,1.5667999999999742,1.5588571428572884,1.536519999999941,-4.47706642,-0.07314579822924212,go_short,go_short,go_short,go_short,go_short,1.5853999999999717,3320543.0,1.5391189677633206,1.655,go_short,False,go_short,1.6360000000000001,go_short,go_short,1.4785107827411441,1.6219999999999999,0,go_short,1.63,1.46131999999994,0,1.5628571428572893
477,DYDX/USDT:USDT,2023-01-30 19:00:00+00:00,second_buy,trailing_stop_loss,2.548,2.56,2.5600475782782435,2.5183139573705735,2.531,1,2.543,2940440.6,0,False,2.547799999999975,2.5712857142858567,2.528279999999938,-16.91846111,-0.27633250019182926,go_short,go_short,go_short,go_short,go_short,3.055999999999975,3591604.2,3.050563599731475,3.095,go_short,False,go_short,3.036,go_short,go_short,2.97871128062049,3.034,0,go_short,3.089,3.029839999999938,0,3.052000000000144
478,DYDX/USDT:USDT,2023-02-04 23:30:00+00:00,second_buy,trailing_stop_loss,3.14,3.145,3.132946609016032,3.1398800669143068,3.127,1,3.1390000000000002,296696.2,0,False,3.1363999999999805,3.1350000000001415,3.1340399999999415,0.74383544,0.01216812962723309,go_short,go_short,go_short,go_short,go_short,3.046199999999982,2215865.3,3.0289253266477396,3.088,go_short,False,go_short,3.065,go_short,go_short,3.0139963761566437,3.051,0,go_short,3.058,3.0119599999999433,0,3.0350000000001494
479,DYDX/USDT:USDT,2023-02-17 15:30:00+00:00,second_buy,trailing_stop_loss,3.08,3.1,3.077433503216878,3.056797826903366,3.066,1,3.069,2929837.2,0,False,3.1017999999999843,3.0988571428572933,3.0529199999999435,16.67922778,0.27337606415432825,go_short,go_short,go_short,go_short,go_short,2.1059999999999865,9882672.5,2.058393452737244,2.178,go_short,False,go_short,2.151,go_short,go_short,1.9999275758983373,2.126,0,go_short,2.162,1.9775999999999456,0,2.089142857143003
480,DYDX/USDT:USDT,2023-03-13 00:30:00+00:00,second_buy,trailing_stop_loss,2.214,2.249,2.190786146269057,2.113865209437816,2.212,1,2.234,2618582.8,0,False,2.2327999999999872,2.2282857142858608,2.0976799999999454,-19.21735907,-0.314404628411676,go_short,go_short,go_short,go_short,go_short,2.7999999999999843,3341832.5,2.7484846335519406,2.882,go_short,False,go_short,2.822,go_short,go_short,2.6607815137631152,2.81,0,go_short,2.856,2.631719999999947,0,2.80042857142871
481,DYDX/USDT:USDT,2023-04-12 02:15:00+00:00,second_buy,trailing_stop_loss,2.468,2.47,2.5008011873229896,2.5178383057015794,2.424,1,2.433,1909897.5,0,False,2.480799999999988,2.4940000000001374,2.5216399999999446,22.78155379,0.37194198403153966,go_short,go_short,go_short,go_short,go_short,1.8310000000000037,1751691.4,1.8625478284166166,1.831,go_short,False,go_short,1.8170000000000002,go_short,go_short,1.8975850197084063,1.799,0,go_short,1.83,1.9117599999999444,1,1.837142857142996
482,DYDX/USDT:USDT,2023-07-05 08:15:00+00:00,second_buy,trailing_stop_loss,1.9689999999999999,1.971,1.9648715243490245,1.9624080491589035,1.9460000000000002,1,1.9540000000000002,1005982.4,0,False,1.9681999999999982,1.9687142857144249,1.960359999999946,-2.00007462,-0.03273495993630983,go_short,go_short,go_short,go_short,go_short,2.024999999999995,2176470.2,2.0168379153996945,2.03,go_short,False,go_short,2.023,go_short,go_short,2.0062839934144594,2.022,0,go_short,2.027,2.005519999999942,1,2.0244285714287087
483,DYDX/USDT:USDT,2023-08-23 16:15:00+00:00,second_buy,trailing_stop_loss,2.038,2.055,2.024540755996231,2.011623451144084,2.028,0,2.049,2037525.4,0,False,2.032599999999995,2.030285714285852,2.009759999999942,0.3505683,0.005725087188501823,go_short,go_short,go_short,go_short,go_short,2.011399999999994,764891.1,2.0043494497133225,2.022,go_short,False,go_short,2.013,go_short,go_short,1.9919078211843624,2.009,0,go_short,2.02,1.9911599999999425,0,2.007285714285843
484,DYDX/USDT:USDT,2023-10-23 22:30:00+00:00,second_buy,trailing_stop_loss,2.073,2.082,2.0614845408710107,2.0569944794591892,2.063,0,2.081,671872.8,0,False,2.0665999999999927,2.061857142857272,2.055759999999942,-19.84081376,-0.32461948295453247,go_short,go_short,go_short,go_short,go_short,2.694399999999993,1966102.8,2.683770000325688,2.7560000000000002,go_short,False,go_short,2.7199999999999998,go_short,go_short,2.6691537423323646,2.717,0,go_short,2.737,2.659359999999943,0,2.685142857142996
485,DYDX/USDT:USDT,2023-11-13 14:30:00+00:00,second_buy,trailing_stop_loss,3.154,3.164,3.1097941056780147,3.1102016278090305,3.124,1,3.129,547844.1,0,False,3.125799999999995,3.116285714285854,3.107759999999948,-17.77306707,-0.28999898819729947,go_short,go_short,go_short,go_short,go_short,3.7991999999999964,4420427.8,3.7169221847515663,3.964,go_short,False,go_short,3.847,go_short,go_short,3.611689761738067,3.838,0,go_short,3.942,3.580239999999948,0,3.756285714285854
500,1000SHIB/USDT:USDT,2021-05-12 07:00:00+00:00,second_buy,trailing_stop_loss,0.02765,0.0279,0.027516175155345518,0.0284657103382207,0.027186,0,0.027274999999999997,385263439.0,0,False,0.027434399999999977,0.027271999999999984,0.028602799999999998,10.34742727,0.16889786256534298,go_short,go_short,go_short,go_short,go_short,0.024881399999999984,2722351333.0,0.025627574003815927,0.025876,go_short,False,go_short,0.025672999999999998,go_short,go_short,0.02661416043264656,0.021588,1,go_short,0.022466,0.02687355999999999,1,0.025145714285714264
486,DYDX/USDT:USDT,2023-11-28 03:00:00+00:00,second_buy,trailing_stop_loss,3.155,3.159,3.173072186593442,3.181500867599904,3.144,1,3.147,197844.0,0,False,3.1549999999999985,3.164285714285853,3.1851599999999496,-2.63248573,-0.04316205010910163,go_short,go_short,go_short,go_short,go_short,3.2512000000000043,2385592.2,3.197770479523831,3.293,go_short,False,go_short,3.262,go_short,go_short,3.1610934157228456,3.248,0,go_short,3.279,3.1443199999999543,0,3.2210000000001413
488,DYDX/USDT:USDT,2024-02-10 05:30:00+00:00,second_buy,trailing_stop_loss,3.065,3.065,3.0698219866797003,3.049753584034746,3.057,1,3.061,249489.2,0,False,3.068400000000014,3.0741428571429887,3.052759999999961,-13.44316168,-0.21973576581153328,go_short,go_short,go_short,go_short,go_short,3.5440000000000085,8753571.3,3.5115842683119975,3.7359999999999998,go_short,False,go_short,3.596,go_short,go_short,3.440112427102119,3.564,0,go_short,3.638,3.4168399999999624,0,3.537428571428696
489,DYDX/USDT:USDT,2024-02-25 06:45:00+00:00,second_buy,trailing_stop_loss,3.425,3.43,3.423674069170596,3.4525658592370156,3.407,0,3.419,501425.2,0,False,3.420200000000007,3.4185714285715534,3.456559999999965,-8.2968925,-0.13574532621739163,go_short,go_short,go_short,go_short,go_short,3.8514000000000026,883258.7,3.83418917247403,3.908,go_short,False,go_short,3.872,go_short,go_short,3.795347488138252,3.8369999999999997,0,go_short,3.904,3.7913199999999607,0,3.844000000000126
490,DYDX/USDT:USDT,2024-03-05 19:45:00+00:00,second_buy,trailing_stop_loss,3.745,3.755,3.787383775254375,3.827639130437238,3.581,1,3.637,3604978.9,0,False,3.7638000000000047,3.7910000000001256,3.8359199999999603,22.49053847,0.36845273317755217,go_short,go_short,go_short,go_short,go_short,2.608200000000018,1111615.8,2.7127603529886475,2.62,go_short,False,go_short,2.62,go_short,go_short,2.7929194244022026,2.55,0,go_short,2.576,2.8159599999999587,1,2.674142857142988
491,DYDX/USDT:USDT,2024-04-13 20:00:00+00:00,second_buy,trailing_stop_loss,2.135,2.135,2.14817228782646,2.2073476347921295,1.861,1,1.979,8933908.4,0,False,2.1266000000000167,2.1361428571429877,2.2286399999999604,-10.24227728,-0.16711812433470488,go_short,go_short,go_short,go_short,go_short,2.222200000000019,2286547.0,2.207407153266921,2.306,go_short,False,go_short,2.251,go_short,go_short,2.1899297756944742,2.247,0,go_short,2.296,2.165479999999961,0,2.2124285714287026
492,DYDX/USDT:USDT,2024-04-19 11:15:00+00:00,second_buy,trailing_stop_loss,2.326,2.343,2.313191496480522,2.2816321279724017,2.322,1,2.329,450581.7,0,False,2.3218000000000183,2.321285714285845,2.2780799999999615,4.23473551,0.069174994443194,go_short,go_short,go_short,go_short,go_short,2.15140000000002,1589359.9,2.1412777264794154,2.183,go_short,False,go_short,2.15,go_short,go_short,2.1236602925451087,2.146,0,go_short,2.183,2.1178399999999553,0,2.147428571428704
493,DYDX/USDT:USDT,2024-06-07 12:30:00+00:00,second_buy,trailing_stop_loss,2.155,2.16,2.156803059806537,2.1617083286254686,2.144,1,2.152,596421.6,1,False,2.155800000000018,2.154571428571561,2.1632399999999548,25.79282531,0.4209653028427893,go_short,go_short,go_short,go_short,go_short,1.2330000000000196,706486.6,1.227279849535318,1.2530000000000001,go_short,False,go_short,1.24,go_short,go_short,1.221786615296747,1.239,0,go_short,1.2469999999999999,1.218879999999955,0,1.2281428571429847
494,DYDX/USDT:USDT,2024-07-06 11:15:00+00:00,second_buy,trailing_stop_loss,1.2469999999999999,1.251,1.2480712272080048,1.243628796872737,1.245,0,1.251,256493.3,0,False,1.24900000000002,1.2487142857144133,1.2467199999999556,10.21125189,0.1667477995295741,go_short,go_short,go_short,go_short,go_short,1.039000000000018,209441.3,1.0390534942300584,1.045,go_short,False,go_short,1.039,go_short,go_short,1.036999865329178,1.038,0,go_short,1.044,1.0376799999999562,0,1.0387142857144134
495,DYDX/USDT:USDT,2024-08-13 14:45:00+00:00,second_buy,trailing_stop_loss,1.043,1.044,1.0425874372385884,1.0441958349297067,1.032,1,1.043,620896.0,1,False,1.0440000000000167,1.0424285714287003,1.042959999999956,3.32654817,0.05429585718929644,go_short,go_short,go_short,go_short,go_short,0.9770000000000186,1265393.7,0.9760378109282715,0.989,go_short,False,go_short,0.975,go_short,go_short,0.9745372457697249,0.975,0,go_short,0.982,0.975559999999959,0,0.9740000000001247
496,DYDX/USDT:USDT,2024-09-26 00:45:00+00:00,second_buy,trailing_stop_loss,0.998,0.998,1.0021833099666904,1.007231150283576,0.989,1,0.993,732959.2,1,False,0.9980000000000185,0.9990000000001251,1.009119999999959,-6.34856523,-0.10365970074756874,go_short,go_short,go_short,go_short,go_short,1.028800000000024,2585585.1,1.0250052682683315,1.046,go_short,False,go_short,1.035,go_short,go_short,1.0159567411471861,1.029,0,go_short,1.043,1.018679999999959,0,1.0260000000001266
497,DYDX/USDT:USDT,2024-10-21 13:30:00+00:00,second_buy,trailing_stop_loss,1.217,1.233,1.2169017991677706,1.220628910208962,1.2,1,1.227,5175510.6,0,False,1.2182000000000228,1.2187142857144126,1.2143999999999584,4.63672297,0.07565386038034776,go_short,go_short,go_short,go_short,go_short,1.115000000000021,1162541.3,1.1059260852962032,1.124,go_short,False,go_short,1.114,go_short,go_short,1.0882300951038688,1.107,0,go_short,1.123,1.0835199999999587,0,1.1125714285715556
487,DYDX/USDT:USDT,2023-12-19 08:30:00+00:00,second_buy,trailing_stop_loss,2.931,2.94,2.931355945931555,2.9313264742942637,2.924,0,2.935,463653.6,0,False,2.9286000000000083,2.9281428571429973,2.9367999999999523,5.97323364,0.0975074094652181,go_short,go_short,go_short,go_short,go_short,3.016400000000013,4488805.1,3.0440533512616383,3.028,go_short,False,go_short,3.024,go_short,go_short,3.0600313190996418,2.9,0,go_short,2.96,3.0722399999999546,1,3.0365714285715684
528,1000SHIB/USDT:USDT,2022-02-06 23:30:00+00:00,second_buy,trailing_stop_loss,0.027524999999999997,0.027836999999999997,0.027141509875766894,0.02607277964783901,0.027474,1,0.027677,1010355145.0,0,False,0.027405599999999957,0.027526142857143103,0.0257826,1.51621819,0.02474971573521412,go_short,go_short,go_short,go_short,go_short,0.02625699999999983,403797823.0,0.02615081265354649,0.026427,go_short,False,go_short,0.026279,go_short,go_short,0.026029242072736988,0.026166,0,go_short,0.026336,0.026024639999999953,0,0.02623071428571454
529,1000SHIB/USDT:USDT,2022-03-14 05:15:00+00:00,second_buy,trailing_stop_loss,0.021995,0.022053,0.021841401835775338,0.021784427088473623,0.021948,1,0.02203,136381785.0,0,False,0.022059399999999868,0.021939714285714538,0.02160251999999993,-20.43459829,-0.3335010264947874,go_short,go_short,go_short,go_short,go_short,0.02701059999999983,2253260013.0,0.026863156793090384,0.028200000000000003,go_short,False,go_short,0.027193,go_short,go_short,0.026651912134168815,0.027100000000000003,0,go_short,0.027965,0.026615759999999957,0,0.0268615714285717
530,1000SHIB/USDT:USDT,2022-03-28 23:15:00+00:00,second_buy,trailing_stop_loss,0.027469,0.027728,0.0279337621935506,0.028141223065721224,0.027260999999999997,1,0.027316999999999998,591913480.0,0,False,0.027602199999999827,0.02763600000000027,0.028430439999999946,-3.03418555,-0.049521695340203085,go_short,go_short,go_short,go_short,go_short,0.0258531999999999,2967757286.0,0.025058158680757607,0.027122,go_short,False,go_short,0.026687,go_short,go_short,0.02413690601299476,0.026361,0,go_short,0.02678,0.023760759999999985,0,0.025552857142857398
558,1000SHIB/USDT:USDT,2024-09-26 00:45:00+00:00,second_buy,trailing_stop_loss,0.015208,0.015229,0.01528510762996097,0.015354585647334438,0.015096,1,0.01514,144199157.0,1,False,0.015208999999999927,0.015222571428571391,0.015416720000000108,-22.88000587,-0.3733320984855202,go_short,go_short,go_short,go_short,go_short,0.01990299999999994,1845407001.0,0.019747689285629914,0.020461999999999998,go_short,False,go_short,0.020044,go_short,go_short,0.019522068182327965,0.019961,0,go_short,0.020314,0.01947836000000011,0,0.01980257142857139
559,1000SHIB/USDT:USDT,2024-09-27 16:30:00+00:00,second_buy,trailing_stop_loss,0.021226,0.021226,0.02090997349366771,0.02047979261778898,0.020652,1,0.020881999999999998,1753281410.0,1,False,0.02104179999999994,0.021093999999999963,0.020357560000000118,3.39911218,0.05547840562639252,go_short,go_short,go_short,go_short,go_short,0.019004399999999998,1083010321.0,0.018881291792839584,0.019528999999999998,go_short,False,go_short,0.018897,go_short,go_short,0.018733339393121353,0.018895,0,go_short,0.019478,0.018755600000000084,0,0.018934428571428567
560,1000SHIB/USDT:USDT,2024-10-31 17:15:00+00:00,second_buy,trailing_stop_loss,0.018095999999999998,0.01821,0.018268347658730297,0.01838731992536881,0.018015,0,0.018164,172146960.0,0,False,0.018130599999999993,0.018186,0.018458760000000095,-13.82031785,-0.22553294414196923,go_short,go_short,go_short,go_short,go_short,0.021151799999999985,1577162141.0,0.020802051680993014,0.022237,go_short,False,go_short,0.021744,go_short,go_short,0.020277204356622072,0.021448,0,go_short,0.02222,0.020089680000000096,0,0.02094214285714286
562,TRB/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,trailing_stop_loss,35.163,35.164,34.750748980428405,34.52299287749288,34.684,0,35.058,3326.3,0,False,34.9908,34.871,34.49412,24.29669968,0.4072534408844797,go_long,go_long,go_long,go_long,go_long,56.207599999999886,16360.2,56.67934499035035,56.232,go_long,False,go_long,56.195,go_long,go_long,57.798460176434574,55.12,0,go_long,55.12,58.18352000000005,1,56.27471428571422
563,TRB/USDT:USDT,2021-03-26 02:45:00+00:00,first_buy,trailing_stop_loss,51.364,51.393,50.80887645690721,50.29895828923495,50.612,1,50.765,11607.3,0,False,51.655399999999915,51.505857142857046,50.05752000000004,25.68111905,0.4210065178346262,go_long,go_long,go_long,go_long,go_long,80.26340000000009,6908.0,81.19569797812427,80.665,go_long,False,go_long,80.55,go_long,go_long,82.59737879489184,79.185,0,go_long,79.318,83.36428000000004,0,80.20842857142841
564,TRB/USDT:USDT,2021-04-18 03:00:00+00:00,first_buy,trailing_stop_loss,79.353,80.063,80.83851367379746,82.32157295823319,78.482,1,78.874,6764.1,0,False,79.8216000000001,80.07742857142841,83.08740000000003,37.90427668,0.6857608333088294,go_long,go_long,go_long,go_long,go_long,138.2142000000003,11707.1,140.106488435356,138.789,go_long,False,go_long,136.946,go_long,go_long,143.38336698915612,136.897,0,go_long,138.27,144.43280000000004,0,138.44614285714314
567,TRB/USDT:USDT,2021-05-19 13:15:00+00:00,first_buy,trailing_stop_loss,45.6,48.01,60.882135494965326,68.98353283420381,32.34,1,34.38,35280.7,0,False,54.17600000000014,58.08428571428596,72.05600000000003,23.73008669,0.40561168103360895,go_long,go_long,go_long,go_long,go_long,48.864000000000296,9093.2,49.561893899555415,49.08,go_long,False,go_long,48.83,go_long,go_long,50.36077736656143,48.2,0,go_long,48.29,50.43759999999994,1,49.222857142857336
569,TRB/USDT:USDT,2021-06-22 13:45:00+00:00,first_buy,trailing_stop_loss,29.36,29.56,29.985297021807504,31.2190528639649,28.42,0,28.78,18128.1,1,False,29.16600000000044,29.24142857142872,31.45840000000002,5.39633828,0.08916699470165455,go_long,go_long,go_long,go_long,go_long,31.836000000000553,2003.6,31.9546206118042,31.5,go_long,False,go_long,31.48,go_long,go_long,32.177754066548694,31.22,0,go_long,31.3,32.15400000000007,1,32.0371428571428
570,TRB/USDT:USDT,2021-07-19 12:30:00+00:00,first_buy,trailing_stop_loss,30.93,30.93,31.27235530942142,31.507289227289156,30.6,1,30.71,8978.1,0,False,31.07400000000054,31.169999999999956,31.630800000000054,39.88710787,0.6829124853791942,go_long,go_long,go_long,go_long,go_long,55.80200000000032,29746.6,55.89315806864296,55.99,go_long,False,go_long,55.74,go_long,go_long,55.588860087018865,54.05,0,go_long,54.4,55.960800000000006,1,55.89571428571428
571,TRB/USDT:USDT,2021-08-17 10:30:00+00:00,first_buy,trailing_stop_loss,54.47,54.47,54.03157825327311,53.650810132422954,54.2,1,54.38,4114.2,0,False,54.52200000000032,54.37285714285714,53.381600000000034,-4.12626328,-0.06888604844353508,go_long,go_long,go_long,go_long,go_long,58.1819999999998,49035.1,59.24496671622425,57.73,go_long,False,go_long,55.42,go_long,go_long,60.60978320450188,55.04,0,go_long,56.27,60.64880000000002,1,58.968571428571295
557,1000SHIB/USDT:USDT,2024-08-06 02:00:00+00:00,second_buy,trailing_stop_loss,0.013715,0.013826999999999999,0.013676827054666498,0.013468763417809032,0.013652,1,0.013720000000000001,249224775.0,0,False,0.013816199999999992,0.013829571428571417,0.013460960000000098,-6.93201866,-0.11311072880345736,go_short,go_short,go_short,go_short,go_short,0.015034999999999934,289306243.0,0.014986226630382312,0.015181,go_short,False,go_short,0.015005,go_short,go_short,0.014944824081889378,0.015,0,go_short,0.015168,0.014917840000000111,0,0.014997428571428531
669,BAKE/USDT:USDT,2021-12-28 19:00:00+00:00,second_buy,trailing_stop_loss,1.1236,1.1236,1.1339834219411897,1.1482246284973854,1.1101,0,1.1174,203808.0,0,False,1.1228999999999794,1.1249000000000235,1.1539120000000025,25.26175782,0.4191162701231617,go_short,go_short,go_short,go_short,go_short,0.624999999999982,1821671.0,0.6296520019190648,0.6339,go_short,False,go_short,0.6224000000000001,go_short,go_short,0.6310133277622996,0.621,0,go_short,0.6299,0.6333880000000017,0,0.6275857142857374
574,TRB/USDT:USDT,2021-10-27 17:45:00+00:00,first_buy,trailing_stop_loss,50.19,50.5,50.03751050711219,50.32772245809807,49.95,0,49.97,8225.2,0,False,50.038000000000025,49.89142857142857,50.37879999999996,-0.63279351,-0.010540238572951655,go_long,go_long,go_long,go_long,go_long,51.60999999999984,8448.0,52.16976626978716,51.79,go_long,False,go_long,51.56,go_long,go_long,52.837384586309206,50.81,0,go_long,51.02,52.90919999999996,1,51.91428571428572
576,TRB/USDT:USDT,2021-12-23 23:30:00+00:00,first_buy,trailing_stop_loss,36.72,36.77,36.791935137949196,36.65075686714655,36.63,1,36.64,1374.4,0,False,36.76599999999995,36.807142857142814,36.81719999999999,-16.57478437,-0.2823708414709438,go_long,go_long,go_long,go_long,go_long,27.109999999999975,3060.3,27.187589390619333,27.15,go_long,False,go_long,27.08,go_long,go_long,27.344617929121807,26.92,0,go_long,26.95,27.397600000000025,1,27.131428571428494
577,TRB/USDT:USDT,2022-01-21 21:30:00+00:00,first_buy,trailing_stop_loss,22.48,22.59,22.442293344146435,22.679476846344535,22.14,1,22.17,11385.5,0,False,22.283999999999985,22.2528571428571,22.799200000000013,-1.09686906,-0.01830590699332242,go_long,go_long,go_long,go_long,go_long,22.42000000000008,16115.1,22.50835094376125,22.41,go_long,False,go_long,22.34,go_long,go_long,22.67984608125688,22.0,0,go_long,22.11,22.696400000000082,1,22.477142857142844
578,TRB/USDT:USDT,2022-02-25 22:45:00+00:00,first_buy,trailing_stop_loss,20.91,21.26,20.922556027011066,20.761680616157882,20.9,0,21.18,8956.5,0,False,21.014000000000095,21.018571428571416,20.753600000000084,7.57027725,0.12758476508982616,go_long,go_long,go_long,go_long,go_long,24.496000000000116,2125.7,24.542107702598365,24.61,go_long,False,go_long,24.61,go_long,go_long,24.616069496155884,24.48,0,go_long,24.48,24.566800000000182,1,24.48571428571423
579,TRB/USDT:USDT,2022-03-30 02:30:00+00:00,first_buy,trailing_stop_loss,23.73,23.79,23.891490965605996,24.017291828092052,23.67,0,23.77,5310.1,0,False,23.666000000000103,23.81857142857137,24.028400000000165,-14.40458172,-0.24195361964643175,go_long,go_long,go_long,go_long,go_long,18.964000000000148,7446.2,19.11339214211754,18.71,go_long,False,go_long,18.62,go_long,go_long,19.263965946679477,18.51,0,go_long,18.57,19.342400000000165,1,19.09285714285712
581,TRB/USDT:USDT,2022-05-13 02:15:00+00:00,first_buy,trailing_stop_loss,8.5,8.61,8.41077890501085,8.333263145108427,8.42,0,8.57,14268.1,0,False,8.560000000000146,8.530000000000001,8.232000000000173,11.88323124,0.19510181077324895,go_long,go_long,go_long,go_long,go_long,10.506000000000167,58205.9,10.642686148674134,10.55,go_long,False,go_long,10.46,go_long,go_long,10.74454920090714,10.3,0,go_long,10.33,10.781600000000173,1,10.597142857142831
582,TRB/USDT:USDT,2022-06-07 00:30:00+00:00,first_buy,trailing_stop_loss,10.79,10.88,10.836531392463502,10.88310674756793,10.45,1,10.52,53227.3,0,False,10.822000000000155,10.842857142857131,10.862800000000156,-3.77224755,-0.06170349200853179,go_long,go_long,go_long,go_long,go_long,10.254000000000149,15460.8,10.230235308558605,10.25,go_long,False,go_long,10.22,go_long,go_long,10.324518661396949,10.16,1,go_long,10.18,10.267600000000153,1,10.235714285714295
583,TRB/USDT:USDT,2022-07-01 02:15:00+00:00,first_buy,trailing_stop_loss,10.89,10.94,10.704132634233417,10.519696202303933,10.83,1,10.91,15753.4,0,False,10.84200000000015,10.820000000000013,10.422400000000152,37.74975713,0.6172588235713481,go_long,go_long,go_long,go_long,go_long,18.54200000000017,364220.9,19.84881150234102,18.43,go_long,False,go_long,18.41,go_long,go_long,20.59396027036499,17.85,0,go_long,17.94,21.29600000000016,0,18.942857142857175
