,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),sma-05 (exit),long-small-rl (exit),close (exit),low (exit),short_kdj (exit),mean-grad-hist (exit),short-bid-rl (exit),open (exit),volume (exit),long-large-rl (exit),short-small-rl (exit),long_jcrosk (exit),sma-07 (exit),ema-12 (exit),short-large-rl (exit),long-bid-rl (exit),sma-compare (exit),ema-26 (exit),high (exit),sma-25 (exit)
437,YFI/USDT:USDT,2024-11-10 08:45:00+00:00,first_buy,force_exit,5970.0,6989.0,5960.7004801888725,5771.265382848748,5969.0,0,6916.0,1871.439,0,False,6071.999999999954,5986.999999999966,5726.880000000009,6.08845822,0.10994894873745198,0,go_long,go_long,go_short,go_short,go_long,go_long,7647.799999999954,go_long,7736.0,7675.0,False,0,go_long,7681.0,20.425,go_short,go_long,0,7647.285714285681,7607.006542323701,go_short,go_long,0,7649.470191508155,7740.0,7619.800000000009
45,STMX/USDT:USDT,2024-11-19 08:00:00+00:00,first_buy,force_exit,0.00816,0.008490000000000001,0.007056685393173298,0.006767482864018393,0.008010000000000001,0,0.00826,2409056385.0,0,False,0.007368000000001188,0.0071071428571423045,0.006642799999999989,-2.13703477,-0.03480047503865512,0,go_short,go_long,do_nothing,do_nothing,go_long,go_long,0.0079680000000012,go_short,0.00799,0.007970000000000001,False,0,go_long,0.008,9662234.0,do_nothing,go_long,0,0.007951428571428026,0.007889072844397107,do_nothing,go_long,0,0.007933737917747695,0.008,0.007891999999999993
373,NEO/USDT:USDT,2024-11-23 08:30:00+00:00,first_buy,force_exit,14.981,14.997,14.649420715106643,14.479190438931012,14.638,1,14.676,94413.99,1,False,14.743800000000439,14.719428571427903,14.47876000000029,3.44264327,0.056058873906706,0,go_long,go_long,do_nothing,do_nothing,go_long,go_long,15.515200000000396,go_long,15.579,15.555,False,0,go_long,15.591,17627.68,do_nothing,go_long,0,15.492999999999332,15.37023205325245,do_nothing,go_long,0,15.47127791289976,15.614,15.395120000000295
409,FIL/USDT:USDT,2024-11-23 15:45:00+00:00,second_buy,force_exit,5.377,5.454,5.305617715027987,5.244531899863415,5.37,0,5.376,2507983.4,0,False,5.334199999998142,5.326571428571769,5.235040000000505,-7.66191788,-0.1251433836457594,0,go_short,go_short,do_nothing,do_nothing,go_short,go_short,6.028399999998145,go_short,6.055,6.03,False,0,go_short,6.043,305869.3,do_nothing,go_short,0,6.020714285714626,5.985045064811823,do_nothing,go_short,0,6.016549942920249,6.057,6.008640000000498
153,TRB/USDT:USDT,2024-11-13 03:45:00+00:00,first_buy,force_exit,71.737,72.35,73.6099419962337,74.6118049586223,71.402,1,71.442,46278.4,0,False,72.6974000000031,73.0515714285724,75.20623999999957,1.69952233,0.029705096673918845,1,go_short,go_short,go_short,go_short,go_long,go_long,73.69760000000329,go_short,74.207,74.007,False,0,go_long,74.024,6680.8,go_short,go_short,0,73.67628571428659,73.61837776651141,go_short,go_long,0,73.7360765729477,74.237,73.72023999999945
312,LQTY/USDT:USDT,2024-11-27 22:15:00+00:00,first_buy,force_exit,1.6304,1.65,1.5796469048672412,1.5391749956653205,1.6153,0,1.6381999999999999,1230023.6,0,False,1.6071999999999647,1.595171428571437,1.5295680000000145,-4.57563223,-0.0745977092694968,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,1.5120999999999656,go_short,1.5202,1.5128,False,0,go_long,1.5134,50473.2,do_nothing,go_short,0,1.5106428571428658,1.5138827624898528,do_nothing,go_long,0,1.5121583331626338,1.5209000000000001,1.5176520000000147
347,IOTX/USDT:USDT,2024-09-21 14:45:00+00:00,first_buy,force_exit,0.04338,0.043500000000000004,0.042243346830131735,0.0412934268775155,0.04302,1,0.04324,11989006.0,0,False,0.042877999999999125,0.04272000000000007,0.040986799999999664,6.40322229,0.10430313049245832,0,go_short,go_long,do_nothing,do_nothing,go_long,go_long,0.04854199999999913,go_short,0.048720000000000006,0.04854000000000001,False,0,go_long,0.048620000000000003,1762411.0,do_nothing,go_long,0,0.0485871428571429,0.04881849911521462,do_nothing,go_long,1,0.048654496049352944,0.048720000000000006,0.04882239999999988
85,INJ/USDT:USDT,2024-11-23 01:45:00+00:00,first_buy,force_exit,28.04,28.371,26.97674510684701,26.179521371375667,27.661,1,28.033,131339.4,0,False,27.650200000000307,27.34285714285701,25.86760000000008,4.39639496,0.07461132244815617,0,go_long,go_long,go_short,go_short,go_long,go_long,30.00920000000035,go_long,30.277,30.161,False,0,go_long,30.186,54045.1,go_short,go_long,0,30.023857142856976,30.00966478724565,go_short,go_long,1,30.074823752040132,30.28,30.04664000000009
209,BAL/USDT:USDT,2024-11-10 10:00:00+00:00,first_buy,force_exit,2.237,2.252,2.206333376028065,2.182875479466564,2.231,0,2.242,153123.3,1,False,2.2193999999998226,2.2128571428572816,2.1810000000001852,14.20962756,0.23192649367669707,0,go_short,go_long,do_nothing,do_nothing,go_long,go_long,2.7691999999998274,go_short,2.782,2.775,False,0,go_long,2.779,7608.4,do_nothing,go_long,0,2.769000000000144,2.777663503785406,do_nothing,go_long,0,2.7750757590831205,2.782,2.7866000000001856
282,QTUM/USDT:USDT,2024-11-22 06:00:00+00:00,first_buy,force_exit,3.458,3.46,3.4073004780561864,3.363317363357925,3.437,1,3.443,57079.1,0,False,3.435199999999692,3.4312857142858197,3.35287999999992,6.43493364,0.10489456110044372,0,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,3.8003999999996894,go_long,3.823,3.815,False,0,go_long,3.8200000000000003,22733.3,do_nothing,do_nothing,0,3.7978571428572536,3.7759260008186093,do_nothing,go_long,0,3.7935217969830552,3.826,3.7810799999999216
225,LTC/USDT:USDT,2024-11-14 06:30:00+00:00,first_buy,force_exit,84.42,84.78,81.36691324910117,79.22383202547844,83.44,1,83.91,93896.078,0,False,83.2639999999986,82.54000000000306,78.14200000000127,12.62559832,0.20563015018966704,0,go_long,go_long,go_short,go_short,go_long,go_long,101.91399999999838,go_long,102.06,101.84,False,0,go_long,102.16,22893.365,go_short,go_long,0,101.75714285714616,100.68999748500165,go_short,go_long,0,101.53145857400236,102.24,100.9048000000013
182,EGLD/USDT:USDT,2024-11-23 01:30:00+00:00,second_buy,force_exit,34.384,35.1,33.59784728624314,32.58620541610477,34.3,1,34.774,87435.1,0,False,34.222800000003716,34.085000000001294,32.22960000000172,-13.47125794,-0.22807445809392551,0,go_short,go_short,do_nothing,do_nothing,go_short,go_short,42.472600000003794,go_short,42.738,42.598,False,0,go_short,42.639,10620.8,do_nothing,go_short,0,42.40585714285837,41.91224535359867,do_nothing,go_short,0,42.33204210010245,42.878,42.10036000000172
234,SOL/USDT:USDT,2022-10-21 12:15:00+00:00,first_buy,long-exit-profit,27.47,27.48,27.500301226038506,27.652873802041498,26.9,1,27.1,1050694.0,1,False,27.449999999997107,27.488571428571223,27.68240000000026,19.39416713,0.3574684933148033,1,go_long,go_long,go_short,go_short,go_long,go_long,35.029999999997266,go_long,36.91,34.53,False,0,go_long,34.55,4963026.0,go_short,go_long,0,34.93571428571413,34.98281852142311,go_short,go_long,0,35.05799100167217,37.87,35.01200000000028
239,SOL/USDT:USDT,2022-11-09 18:00:00+00:00,first_buy,long-exit-profit,12.988,13.108,13.61069180917126,14.758648378489283,11.51,1,11.515,10263054.0,0,False,12.90699999999725,13.030999999999835,15.289440000000273,20.17043,0.3500439454578254,1,go_long,go_long,go_short,go_short,go_long,go_long,14.318199999997258,go_long,15.343,14.2,False,0,go_long,14.363,6958595.0,go_short,go_long,0,14.205571428571263,13.33775373339203,go_short,go_long,0,14.033917597519883,15.69,13.010480000000273
229,SOL/USDT:USDT,2022-05-12 07:15:00+00:00,first_buy,long-exit-profit,40.55,41.02,42.570001226683594,44.75516364431198,39.06,0,39.1,1132192.0,0,False,41.50199999999752,41.80714285714314,45.486400000000145,13.14859494,0.3360311967387946,1,go_long,go_long,go_short,go_short,go_long,go_long,50.79999999999753,go_long,52.18,49.76,False,0,go_long,50.14,631305.0,go_short,go_long,0,50.56571428571458,47.886010648671416,go_short,go_long,0,49.58543647923253,52.55,47.25600000000018
241,SOL/USDT:USDT,2022-11-22 12:00:00+00:00,first_buy,long-exit-profit,11.134,11.183,11.241491398019766,11.355431647397754,10.93,1,10.995,1062468.0,0,False,11.192999999997259,11.214285714285555,11.372600000000263,18.72175512,0.3401791936691901,1,go_long,go_long,go_short,go_short,go_long,go_long,14.278199999997273,go_long,14.718,14.357,False,0,go_long,14.406,1974656.0,go_short,go_long,0,14.229857142856977,14.097114755817286,go_short,go_long,0,14.265605118438245,14.86,14.191520000000269
243,SOL/USDT:USDT,2022-12-28 03:15:00+00:00,first_buy,long-exit-profit,10.858,10.86,10.894876992825662,10.938957725841204,10.664,1,10.702,1127893.0,0,False,10.844999999997265,10.863999999999809,10.974360000000264,17.42413606,0.3252378425012954,1,go_long,go_long,go_short,go_short,go_long,go_long,13.643399999997266,go_long,13.822,13.677,False,0,go_long,13.677,1731220.0,go_short,go_long,0,13.601999999999764,13.352515915094893,go_short,go_long,0,13.547664584642725,13.854,13.34588000000026
244,SOL/USDT:USDT,2023-01-04 03:00:00+00:00,first_buy,long-exit-profit,13.819,13.834,13.562023879313074,13.373885106569345,13.576,1,13.641,2217677.0,0,False,13.670799999997266,13.621571428571192,13.368200000000261,19.07371668,0.349216736639213,0,go_long,go_long,go_short,go_short,go_long,go_long,17.493999999997264,go_long,18.16,17.571,False,0,go_long,17.752,4422717.0,go_short,go_long,0,17.38028571428548,17.05555648159423,go_short,go_long,0,17.29360035582837,18.499,16.955000000000283
232,SOL/USDT:USDT,2022-06-13 03:15:00+00:00,first_buy,long-exit-profit,28.41,28.67,29.30833401668934,30.24739047357374,27.58,1,28.31,2083020.0,0,False,28.789999999997303,28.94000000000043,30.486400000000163,18.44652396,0.32558473258190573,1,go_long,go_long,go_short,go_short,go_long,go_long,36.68399999999727,go_long,37.53,37.08,False,0,go_long,37.15,1166244.0,go_short,go_long,0,36.22571428571472,35.530172833657254,go_short,go_long,0,36.04343983950764,37.69,35.33800000000014
245,SOL/USDT:USDT,2023-01-13 22:00:00+00:00,first_buy,long-exit-profit,18.16,18.485,17.447507993393238,17.147293038513176,18.072,0,18.294,1651087.0,0,False,17.722199999997265,17.547571428571192,17.01632000000028,18.90439505,0.34411117562150695,0,go_long,go_long,go_short,go_short,go_long,go_long,23.321799999997264,go_long,24.652,23.657,False,0,go_long,23.663,3625443.0,go_short,go_long,0,23.17757142857119,23.058803698948683,go_short,go_long,0,23.26611699099306,24.7,23.09560000000028
247,SOL/USDT:USDT,2023-03-09 18:45:00+00:00,first_buy,long-exit-profit,18.086,18.086,18.134821026722438,18.249295964761,17.65,1,17.89,2500169.0,0,False,18.05499999999724,18.077142857142725,18.27868000000019,17.62464691,0.32806111179671826,1,go_long,go_long,go_short,go_short,go_long,go_long,23.15059999999725,go_long,23.87,23.2,False,0,go_long,23.251,4798579.0,go_short,go_long,0,23.01899999999978,22.926114112616883,go_short,go_long,0,23.002854901367957,24.1,22.79484000000025
250,SOL/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,16.403,16.406,16.19134818637156,16.714517910579257,12.6,1,13.92,8987151.0,0,False,15.896999999997234,16.060714285714,16.823080000000374,18.29765782,0.32798712483956155,1,go_long,go_long,go_short,go_short,go_long,go_long,18.30899999999719,go_long,18.526,18.307,False,0,go_long,18.309,1197141.0,go_short,go_long,0,18.242285714285465,17.98051288709334,go_short,go_long,0,18.16103124351777,18.58,17.905240000000365
251,SOL/USDT:USDT,2023-06-30 02:15:00+00:00,first_buy,long-exit-profit,18.525,18.84,18.23533412913042,18.029660080641982,18.494,0,18.644,2409885.0,0,False,18.405199999997194,18.31342857142832,17.942000000000363,19.76568283,0.3530536375244845,0,go_long,go_long,go_short,go_short,go_long,go_long,24.589999999997154,go_long,25.305,24.512,False,0,go_long,24.549,3487678.0,go_short,go_long,0,24.213999999999714,23.091070477401406,go_short,go_long,0,23.769591886681877,25.497,22.854320000000353
253,SOL/USDT:USDT,2023-09-10 04:30:00+00:00,first_buy,long-exit-profit,18.836,18.857,19.061225146414653,19.211715814543265,17.766,1,18.305,4051178.0,0,False,18.96079999999727,19.050428571428334,19.271280000000452,18.10035618,0.3292595124748517,1,go_long,go_long,go_short,go_short,go_long,go_long,23.40619999999729,go_long,24.29,23.825,False,0,go_long,23.827,2279309.0,go_short,go_long,0,23.25242857142832,22.987618158678323,go_short,go_long,0,23.20734501599565,24.294,22.847360000000435
254,SOL/USDT:USDT,2023-10-01 23:00:00+00:00,first_buy,long-exit-profit,24.287,24.506,23.38698424430401,23.09038718396141,24.1,0,24.375,1973454.0,0,False,23.694199999997288,23.472999999999754,22.909840000000436,16.21133751,0.33219442007778893,0,go_long,go_long,go_short,go_short,go_long,go_long,30.930399999997356,go_long,32.442,31.092,False,0,go_long,31.519,5578794.0,go_short,go_long,1,30.6481428571426,30.10499369879509,go_short,go_long,0,30.569891678445128,32.86,29.92252000000039
255,SOL/USDT:USDT,2023-10-23 23:15:00+00:00,first_buy,long-exit-profit,32.437,32.929,30.744831420222802,30.22366083221768,31.194,0,31.707,3559818.0,0,False,31.274799999997356,30.914714285714023,30.00800000000039,12.61938309,0.3975897664212916,0,go_long,go_long,go_short,go_short,go_long,go_long,42.26219999999737,go_long,44.461,41.8,False,0,go_long,42.041,5837714.0,go_short,go_long,0,41.88014285714262,40.73562234099681,go_short,go_long,0,41.63642042654677,44.8,40.46044000000042
256,SOL/USDT:USDT,2023-11-01 18:15:00+00:00,first_buy,long-exit-profit,44.462,44.488,41.97497113015496,40.96535401944149,43.509,0,43.837,3668692.0,1,False,42.76739999999737,42.29471428571405,40.64396000000042,14.44070833,0.32911169521266703,0,go_long,go_long,go_short,go_short,go_long,go_long,56.95039999999727,go_long,58.516,56.944,False,0,go_long,57.078,2913623.0,go_short,go_long,0,56.482999999999855,55.66868821712541,go_short,go_long,0,56.25909541173473,58.923,55.32024000000033
257,SOL/USDT:USDT,2023-11-11 13:45:00+00:00,first_buy,long-exit-profit,58.524,59.442,56.66800380992938,55.90930390474575,57.973,0,58.917,1947269.0,1,False,57.46039999999728,57.00271428571414,55.46652000000033,19.17610516,0.32512386225498474,0,go_long,go_long,go_short,go_short,go_long,go_long,78.91759999999698,go_long,79.43,78.551,False,0,go_long,78.628,452683.0,go_short,go_long,0,78.54771428571404,77.46934457227721,go_short,go_long,0,78.21601022468104,79.465,77.51976000000033
261,QTUM/USDT:USDT,2022-06-13 07:45:00+00:00,first_buy,long-exit-profit,2.793,2.799,2.799644754155201,2.8633670943412333,2.705,1,2.717,252915.4,1,False,2.7721999999997253,2.7798571428572356,2.839479999999946,20.37643135,0.3331054700495054,1,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,3.5245999999997117,go_long,3.617,3.513,False,0,go_long,3.516,961118.5,do_nothing,do_nothing,0,3.5160000000000875,3.4524597554011565,do_nothing,go_long,0,3.4936593766147572,3.634,3.4427199999999516
262,QTUM/USDT:USDT,2022-07-26 23:00:00+00:00,first_buy,long-exit-profit,3.617,3.674,3.5110963955971024,3.463907180926997,3.59,0,3.607,1199474.4,1,False,3.548399999999712,3.533285714285802,3.4507199999999516,21.13491857,0.3444227719362299,0,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,4.658599999999716,go_long,4.85,4.728,False,0,go_long,4.729,1120498.6,do_nothing,do_nothing,0,4.633142857142948,4.5723138961343315,do_nothing,go_long,0,4.629145976158067,4.973,4.5566799999999485
266,QTUM/USDT:USDT,2022-12-28 05:45:00+00:00,first_buy,long-exit-profit,1.858,1.859,1.8638047065478724,1.8787490300760452,1.82,1,1.823,335656.9,0,False,1.856599999999703,1.8598571428572372,1.8851999999999376,21.05354838,0.3433723170881309,1,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,2.4145999999997025,go_long,2.463,2.416,False,0,go_long,2.418,281622.1,do_nothing,do_nothing,0,2.4020000000000974,2.371464667635346,do_nothing,go_long,0,2.397324565695654,2.464,2.376959999999937
267,QTUM/USDT:USDT,2023-01-14 07:15:00+00:00,first_buy,long-exit-profit,2.463,2.472,2.4028130940501686,2.376022840403098,2.42,0,2.433,265915.3,1,False,2.4239999999997024,2.412428571428669,2.380879999999937,20.75711768,0.33807406481429253,0,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,3.1637999999996973,go_long,3.291,3.133,False,0,go_long,3.1390000000000002,2006973.7,do_nothing,do_nothing,1,3.1520000000001143,3.0920193143854124,do_nothing,go_long,0,3.1279358905664525,3.331,3.0737199999999403
224,LTC/USDT:USDT,2024-07-05 00:45:00+00:00,first_buy,long-exit-profit,63.65,63.88,65.19520448740055,66.36533390260932,60.91,1,61.99,381402.596,0,False,64.02399999999815,64.69142857143211,66.74440000000142,20.30874532,0.3309795433397065,1,go_long,go_long,go_short,go_short,go_long,go_long,82.6979999999986,go_long,84.42,82.4,False,1,go_long,82.63,146673.748,go_short,go_long,0,81.93142857143164,78.84893858751673,go_short,go_long,0,80.90453383984685,84.62,77.80160000000127
222,LTC/USDT:USDT,2024-01-03 12:15:00+00:00,first_buy,long-exit-profit,71.86,72.08,71.1658769701652,72.24367535137165,56.18,1,62.16,1467605.257,0,False,70.26399999999985,71.07285714286058,72.72920000000119,19.92068301,0.3246999535937525,1,go_long,go_long,go_short,go_short,go_long,go_long,83.85599999999934,go_long,84.46,84.03,False,1,go_long,84.14,106901.144,go_short,go_long,0,83.67428571428898,82.37562938167618,go_short,go_long,0,83.05913822408894,84.57,81.55240000000134
217,LTC/USDT:USDT,2022-11-09 21:30:00+00:00,first_buy,long-exit-profit,51.84,51.9,52.52009036465585,53.505516860071396,47.38,1,48.83,332540.412,0,False,52.07600000000092,52.50428571428797,53.422800000001104,24.48542258,0.3990020059972182,1,go_long,go_long,go_short,go_short,go_long,go_long,63.980000000000814,go_long,68.52,63.2,False,0,go_long,63.2,1934576.291,go_short,go_long,0,63.46142857143069,62.62094788215688,go_short,go_long,0,63.34562831665147,69.5,62.30560000000114
436,YFI/USDT:USDT,2024-08-05 06:30:00+00:00,first_buy,long-exit-profit,4599.0,4615.0,4628.482174376032,4746.890463606946,4252.0,1,4377.0,560.624,0,False,4583.599999999953,4611.428571428538,4723.32000000001,20.60666339,0.33602241630790214,1,go_long,go_long,go_short,go_short,go_long,go_long,5840.999999999954,go_long,5969.0,5870.0,False,0,go_long,5885.0,113.123,go_short,go_long,0,5819.8571428571095,5679.686613476648,go_short,go_long,0,5787.009658405032,5969.0,5666.920000000009
125,TRB/USDT:USDT,2023-10-25 05:15:00+00:00,first_buy,long-exit-profit,103.651,104.4,99.02667789802493,95.99768737154868,101.157,1,103.107,487183.3,1,False,101.60060000000048,100.79157142857207,94.59916,16.95515416,0.3285815758456618,0,go_short,go_short,go_short,go_short,go_long,go_long,127.06760000000104,go_short,127.751,126.532,False,0,go_long,127.111,46124.6,go_short,go_short,0,126.83985714285812,126.08294276113249,go_short,go_long,0,126.48768640951764,127.9,125.94639999999998
127,TRB/USDT:USDT,2023-11-09 20:15:00+00:00,first_buy,long-exit-profit,96.514,96.9,104.88604104860815,114.69858519290929,90.5,1,93.85,1042870.4,0,False,97.34420000000118,101.1967142857154,117.74615999999997,19.29517722,0.3424197117712498,1,go_short,go_short,go_short,go_short,go_long,go_long,122.23920000000123,go_short,126.728,124.4,False,0,go_long,124.546,190591.0,go_short,go_short,0,121.15500000000087,119.13109595245571,go_short,go_long,0,121.05855793516582,128.746,118.91064
128,TRB/USDT:USDT,2023-12-13 21:15:00+00:00,first_buy,long-exit-profit,126.751,128.7,122.22308748360184,119.83457032634787,126.653,0,128.628,100285.6,0,False,124.28160000000123,122.63185714285802,119.42040000000001,17.10464268,0.3320834879949923,0,go_short,go_short,go_short,go_short,go_long,go_long,169.97660000000087,go_short,171.829,169.4,False,0,go_long,169.59,83796.7,go_short,go_short,0,169.82442857142948,168.68450509810936,go_short,go_long,0,169.66902369090514,173.173,168.71040000000005
129,TRB/USDT:USDT,2023-12-22 15:15:00+00:00,first_buy,long-exit-profit,171.829,172.17,169.89009696922741,168.863875090842,170.554,0,171.106,38224.5,0,False,170.24680000000086,169.9690000000009,168.91412000000003,16.6667544,0.3243756401401975,0,go_short,go_short,go_short,go_short,go_long,go_long,223.78060000000102,go_short,227.053,223.6,False,0,go_long,224.993,117428.0,go_short,go_short,0,223.86514285714398,220.90264780711544,go_short,go_long,0,223.35101934994913,232.292,220.14535999999987
130,TRB/USDT:USDT,2023-12-29 08:00:00+00:00,first_buy,long-exit-profit,227.053,228.65,223.7434779114954,221.27297019177357,223.75,0,225.902,131409.7,0,False,224.498200000001,224.2284285714297,220.71811999999989,16.819112,0.3718904864524243,0,go_short,go_short,go_short,go_short,go_long,go_long,291.16080000000125,go_short,310.558,284.783,False,0,go_long,285.483,457613.0,go_short,go_short,0,288.70357142857284,274.0052791122625,go_short,go_long,0,280.0693585785258,311.0,271.98155999999983
131,TRB/USDT:USDT,2023-12-31 17:00:00+00:00,first_buy,long-exit-profit,310.536,322.469,285.6211495664449,277.1275547335764,306.386,0,316.156,455394.4,0,False,296.38140000000124,293.21100000000143,273.4419999999998,12.7877034,0.4040601862175476,0,go_short,go_short,go_short,go_short,go_long,go_long,385.5658000000013,go_short,444.626,387.232,False,0,go_long,388.745,959151.9,go_short,go_short,0,372.25671428571576,318.8573411973921,go_short,go_long,0,352.9824874435182,450.0,297.76431999999977
135,TRB/USDT:USDT,2024-01-01 04:15:00+00:00,first_buy,long-exit-profit,154.991,157.715,169.29595961666507,212.78121192257873,121.279,1,130.393,1007937.0,0,False,152.32140000000132,155.08571428571594,199.0534799999997,20.4347244,0.3913936517870718,1,go_short,go_short,go_short,go_short,go_long,go_long,152.73360000000133,go_short,181.723,167.047,False,0,go_long,167.558,717830.6,go_short,go_short,0,153.98557142857308,198.73523218053805,go_short,go_long,1,165.48024896703873,185.146,177.07167999999967
140,TRB/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,long-exit-profit,51.654,52.424,55.56805058548594,58.40907970649123,40.945,1,46.519,408037.4,0,False,53.82240000000221,55.03971428571553,59.487319999999734,20.16167708,0.33347299628398913,1,go_short,go_short,go_short,go_short,go_long,go_long,61.654000000002135,go_short,62.161,61.421,False,0,go_long,61.549,10730.1,go_short,go_short,0,61.527571428572806,60.895561386289714,go_short,go_long,0,61.3605126164382,62.169,60.78271999999977
142,TRB/USDT:USDT,2024-05-01 07:15:00+00:00,first_buy,long-exit-profit,47.236,47.331,47.88394791689731,48.416096976790854,45.045,1,46.447,125971.9,0,False,47.42600000000218,47.6882857142872,48.42603999999977,21.34693404,0.35317589946024724,1,go_short,go_short,go_short,go_short,go_long,go_long,58.2900000000022,go_short,62.978,59.84,False,0,go_long,60.078,1041322.5,go_short,go_short,0,56.69885714285864,52.93789202779561,go_short,go_long,0,55.77348847482388,63.679,51.87771999999972
143,TRB/USDT:USDT,2024-05-02 15:30:00+00:00,first_buy,long-exit-profit,62.978,63.95,56.88925947869713,53.68515928499594,61.8,0,63.026,648699.2,1,False,60.1022000000022,58.23628571428721,52.47323999999972,19.16611429,0.33750687147108127,0,go_short,go_short,go_short,go_short,go_long,go_long,79.46120000000226,go_short,84.503,81.648,False,0,go_long,82.016,693925.0,go_short,go_short,0,77.63314285714435,74.1911200378668,go_short,go_long,0,76.72678918071202,85.38,73.05847999999973
144,TRB/USDT:USDT,2024-05-05 15:15:00+00:00,first_buy,long-exit-profit,84.503,85.6,77.83651392214094,74.91325929432111,83.463,0,83.94,449970.1,0,False,81.36220000000228,79.23057142857293,73.60887999999973,19.12258299,0.3251019717074872,0,go_short,go_short,go_short,go_short,go_long,go_long,107.49300000000233,go_short,111.438,105.923,False,0,go_long,106.359,703169.2,go_short,go_short,0,106.85942857143009,100.8899427257286,go_short,go_long,0,104.4334555503593,112.469,99.44503999999972
148,TRB/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,53.365,53.511,54.59412000590948,55.83654974750484,43.14,1,49.195,441965.5,0,False,53.613200000003225,54.28914285714412,56.23503999999961,19.82024194,0.33538696523065803,1,go_short,go_short,go_short,go_short,go_long,go_long,61.52820000000344,go_short,65.891,64.032,False,0,go_long,64.994,176072.9,go_short,go_short,0,60.40728571428685,58.84413304440101,go_short,go_long,0,60.22982854617413,66.033,58.289479999999564
150,TRB/USDT:USDT,2024-11-08 21:30:00+00:00,first_buy,long-exit-profit,51.627,52.27,53.41950133287767,53.95198697567148,50.469,1,52.206,103198.5,0,False,52.61780000000316,53.23957142857237,54.03543999999963,24.66921466,0.429124377543929,1,go_short,go_short,go_short,go_short,go_long,go_long,64.82800000000317,go_short,74.842,65.379,False,0,go_long,65.483,621196.6,go_short,go_short,0,62.65200000000092,59.429871068858375,go_short,go_long,0,62.00797803756325,75.231,58.39059999999958
151,TRB/USDT:USDT,2024-11-10 08:45:00+00:00,first_buy,long-exit-profit,74.803,81.585,64.52828910870737,60.83432506375775,73.5,0,78.39,901559.8,0,False,68.16720000000316,65.79028571428663,59.273239999999575,18.5741094,0.33802517299074303,0,go_short,go_short,go_short,go_short,go_long,go_long,97.50760000000317,go_short,105.121,98.13,False,1,go_long,98.937,855059.5,go_short,go_short,0,96.51028571428662,80.36801190972848,go_short,go_long,0,90.74854009820727,106.94,76.2595199999996
190,BAL/USDT:USDT,2022-06-18 19:45:00+00:00,first_buy,long-exit-profit,3.813,3.824,3.853153859592423,3.901304367863351,3.731,1,3.754,56749.5,0,False,3.82559999999971,3.835285714285924,3.9125600000001737,20.16683865,0.3293347646306996,1,go_short,go_long,do_nothing,do_nothing,go_long,go_long,4.908199999999701,go_short,4.982,4.885,False,0,go_long,4.893,125835.4,do_nothing,go_long,0,4.880714285714501,4.802559624727717,do_nothing,go_long,0,4.86527997161714,4.997,4.804280000000172
191,BAL/USDT:USDT,2022-06-24 02:30:00+00:00,first_buy,long-exit-profit,4.979,5.121,4.90031382213758,4.824073726599738,4.967,0,5.093,122645.5,0,False,4.955999999999701,4.919428571428787,4.819080000000172,20.2686852,0.3311814975995545,0,go_short,go_long,do_nothing,do_nothing,go_long,go_long,6.517799999999714,go_short,6.736,6.494,False,0,go_long,6.494,745649.7,do_nothing,go_long,0,6.497571428571647,6.388956468573911,do_nothing,go_long,0,6.479702051104356,6.95,6.357720000000166
192,BAL/USDT:USDT,2022-07-30 18:00:00+00:00,first_buy,long-exit-profit,6.736,6.857,6.535440197088301,6.422515248679547,6.727,0,6.842,132033.1,0,False,6.597199999999714,6.555857142857362,6.383160000000166,25.3135916,0.4152853541198496,0,go_short,go_long,do_nothing,do_nothing,go_long,go_long,7.1333999999997335,go_short,9.719,6.53,False,0,go_long,6.533,2074177.3,do_nothing,go_long,1,6.928000000000219,6.660529216701455,do_nothing,go_long,0,6.94743624767284,10.3,6.5415600000001595
194,BAL/USDT:USDT,2022-09-18 21:15:00+00:00,first_buy,long-exit-profit,5.665,5.673,5.666634664158772,5.729995392285544,5.176,1,5.378,304215.6,0,False,5.632599999999772,5.6620000000002095,5.7352800000001505,20.21139916,0.3292728373833255,1,go_short,go_long,do_nothing,do_nothing,go_long,go_long,6.955199999999786,go_short,7.049,6.945,False,0,go_long,6.947,156290.2,do_nothing,go_long,0,6.940142857143064,6.862606325293416,do_nothing,go_long,0,6.922161263529013,7.059,6.850880000000167
