,pair,open_date,enter_reason,exit_reason,sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-07 (exit),sma-05 (exit),sma-25 (exit)
75,STMX/USDT:USDT,2024-09-28 01:45:00+00:00,second_buy,force_exit,0.007086000000001168,0.007069999999999473,0.007001999999999995,10.45241223,0.17054651339799776,0.005801428571428044,0.005806000000001174,0.005845599999999995
1510,BAL/USDT:USDT,2020-09-15 00:15:00+00:00,first_buy,long-ml-exit,23.92840000000003,23.86728571428574,23.55688000000002,-4.58631588,-0.07627325030554595,22.935857142857184,22.727200000000025,23.263920000000006
990,INJ/USDT:USDT,2023-07-17 12:30:00+00:00,first_buy,long-ml-exit,8.915000000000028,8.908714285714337,8.941239999999976,-4.77386234,-0.07807217150254882,8.315000000000056,8.292600000000013,8.359599999999988
989,INJ/USDT:USDT,2023-07-14 14:00:00+00:00,first_buy,long-ml-exit,9.316400000000021,9.247428571428616,9.007639999999977,-4.11316369,-0.06751872613895685,9.20328571428576,9.112800000000021,9.494719999999978
1817,LTC/USDT:USDT,2021-05-03 18:00:00+00:00,first_buy,long-ml-exit,295.53399999999937,293.5185714285726,283.8648000000004,-4.04971596,-0.06617642000081607,290.40571428571536,288.2759999999995,292.2632000000004
1580,BAL/USDT:USDT,2021-01-25 00:15:00+00:00,first_buy,long-ml-exit,22.894200000000097,22.851857142857178,22.276879999999945,-4.73500266,-0.07856864457147487,21.88785714285718,21.799800000000104,22.32555999999995
986,INJ/USDT:USDT,2023-06-22 01:45:00+00:00,first_buy,long-ml-exit,7.2852000000000245,7.269428571428633,7.178519999999975,-4.18431658,-0.06877384908016242,6.927857142857198,6.904800000000026,6.989759999999977
985,INJ/USDT:USDT,2023-06-10 04:15:00+00:00,first_buy,long-ml-exit,6.5586000000000215,6.579714285714339,6.7571999999999806,-4.0373658,-0.06640017364251347,6.309142857142912,6.197200000000021,6.653039999999981
984,INJ/USDT:USDT,2023-04-19 21:30:00+00:00,first_buy,long-ml-exit,8.303200000000043,8.31200000000002,8.563479999999984,-4.27912068,-0.07051966759980063,7.994571428571447,7.961200000000048,8.130719999999986
2063,ETH/USDT:USDT,2020-11-22 23:15:00+00:00,first_buy,long-ml-exit,574.8580000000014,574.4899999999994,567.8411999999993,-5.29184988,-0.08648197088330654,549.7942857142856,544.5240000000016,566.0663999999989
1581,BAL/USDT:USDT,2021-01-25 22:30:00+00:00,first_buy,long-ml-exit,21.354200000000098,21.428285714285742,22.02795999999996,-4.61740879,-0.07564291935885148,19.99885714285716,19.901200000000124,20.262399999999946
981,INJ/USDT:USDT,2023-03-21 05:30:00+00:00,first_buy,long-ml-exit,3.9946000000000232,3.9960000000000204,3.9867599999999985,-4.19883296,-0.0684542740149702,3.7942857142857416,3.781000000000021,3.8848399999999983
980,INJ/USDT:USDT,2023-03-17 23:15:00+00:00,first_buy,long-ml-exit,4.710400000000019,4.710285714285731,4.566519999999999,-4.19272033,-0.06858732307932061,4.478285714285738,4.466600000000024,4.5291999999999994
2065,ETH/USDT:USDT,2020-11-30 00:15:00+00:00,first_buy,long-ml-exit,578.3260000000017,575.6471428571429,563.0527999999989,-4.37167794,-0.07161859683730745,563.9328571428582,563.3760000000009,570.4027999999987
