,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,short-small-rl (exit),long-small-rl (exit),volume (exit),open (exit),sma-25 (exit),mean-grad-hist (exit),short_kdj (exit),long-large-rl (exit),long_jcrosk (exit),low (exit),sma-05 (exit),ema-12 (exit),high (exit),sma-compare (exit),ema-26 (exit),short-large-rl (exit),long-bid-rl (exit),close (exit),sma-07 (exit),short-bid-rl (exit)
81,BAL/USDT:USDT,2023-06-16 00:15:00+00:00,second_buy,roi,4.255,4.265,4.252661987159204,4.241668913302468,4.25,1,4.255,1816.48,0,False,4.252999999999821,4.253571428571484,4.2448,1.86530974,0.008355283452722692,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-08-05 23:00:00+00:00,go_long,go_short,0.0,4.23,4.244399999999989,0,False,do_nothing,0,4.23,4.226999999999827,4.239002953385101,4.23,1,4.231818900013266,go_long,do_nothing,4.23,4.228571428571427,go_long
80,BAL/USDT:USDT,2023-06-12 23:00:00+00:00,second_buy,roi,4.495,4.495,4.475355191762587,4.460799313757774,4.49,1,4.49,97.92,0,False,4.490999999999818,4.486428571428627,4.448599999999996,10.56987706,0.047403929506135666,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-06-16 00:00:00+00:00,go_long,go_short,0.0,4.255,4.2421999999999995,1,False,do_nothing,0,4.255,4.252999999999821,4.2406024263666655,4.255,0,4.2522368939154225,go_long,do_nothing,4.255,4.2542857142857695,go_long
79,BAL/USDT:USDT,2023-06-08 21:45:00+00:00,second_buy,roi,4.96,4.96,4.957680855238088,4.964365279382295,4.94,1,4.94,132.01,1,False,4.954999999999824,4.956428571428629,4.964799999999989,18.75046595,0.08361444368150725,1,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-06-12 22:45:00+00:00,go_long,go_short,0.0,4.495,4.446399999999996,1,False,do_nothing,0,4.495,4.488999999999818,4.458463258858396,4.495,0,4.472692499355785,go_long,do_nothing,4.495,4.48428571428577,go_long
78,BAL/USDT:USDT,2023-05-26 20:30:00+00:00,second_buy,roi,5.205,5.205,5.201997274681539,5.202636137135388,5.205,0,5.205,50.88,0,False,5.203999999999818,5.203571428571469,5.206399999999983,10.92243173,0.04891826852693545,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-06-08 21:30:00+00:00,go_long,go_short,0.0,4.96,4.9671999999999885,1,False,do_nothing,0,4.96,4.958999999999824,4.966314501732879,4.96,1,4.960895556190468,go_long,do_nothing,4.96,4.959285714285771,go_long
67,BAL/USDT:USDT,2022-11-24 18:45:00+00:00,second_buy,roi,5.795,7.13,5.863959461177218,5.721661685843427,5.795,0,6.625,202390.49,0,False,5.981999999999924,5.922142857142902,5.648800000000012,8.95455411,0.03925105288220056,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2022-12-02 18:30:00+00:00,go_long,go_short,0.0,6.29,6.287000000000013,0,False,do_nothing,0,6.29,6.284999999999927,6.276441600449759,6.29,0,6.285210279901122,go_long,do_nothing,6.29,6.287142857142897,go_long
77,BAL/USDT:USDT,2023-05-14 21:45:00+00:00,second_buy,roi,5.565,5.565,5.562121541820572,5.56594002703913,5.565,0,5.565,345.15,0,False,5.562999999999805,5.560000000000026,5.572999999999992,14.17746962,0.06402620517830286,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-05-26 20:15:00+00:00,go_long,go_short,0.0,5.205,5.206199999999983,0,False,do_nothing,0,5.205,5.202999999999816,5.20244702810622,5.205,1,5.201451324623637,go_long,do_nothing,5.205,5.203571428571469,go_long
76,BAL/USDT:USDT,2023-04-29 23:15:00+00:00,second_buy,roi,6.135,6.135,6.134106856628857,6.135267071304587,6.11,1,6.12,2697.31,0,False,6.129999999999798,6.13214285714289,6.134199999999988,20.29439657,0.09187371348417424,1,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-05-14 21:30:00+00:00,go_long,go_short,0.0,5.565,5.5747999999999935,0,False,do_nothing,0,5.565,5.5609999999998045,5.566015229202261,5.565,0,5.561598185787949,go_long,do_nothing,5.565,5.558571428571455,go_long
75,BAL/USDT:USDT,2023-03-31 02:45:00+00:00,second_buy,roi,7.075,7.27,6.940556226962922,6.884370222254027,7.045,0,7.18,31732.68,0,False,6.987999999999855,6.961428571428593,6.85679999999999,34.19650359,0.15428840596552956,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-04-29 23:00:00+00:00,go_long,go_short,0.0,6.135,6.134799999999988,1,False,do_nothing,0,6.135,6.133999999999799,6.136488437008953,6.135,0,6.136671739652285,go_long,do_nothing,6.135,6.1350000000000335,go_long
68,BAL/USDT:USDT,2022-12-02 18:45:00+00:00,second_buy,roi,6.29,6.29,6.285947159916334,6.27744592634237,6.29,0,6.29,0.14,0,False,6.287999999999927,6.285714285714326,6.287000000000013,7.71824432,0.03342297044348676,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2022-12-10 02:00:00+00:00,go_long,go_short,0.0,5.97,5.939400000000013,1,False,do_nothing,0,5.97,5.965999999999921,5.949867410727157,5.97,0,5.954161332065474,go_long,do_nothing,5.97,5.962142857142903,go_long
69,BAL/USDT:USDT,2022-12-10 02:15:00+00:00,second_buy,roi,5.97,5.97,5.955828819440017,5.9509883432658865,5.965,1,5.965,14.05,1,False,5.96799999999992,5.962857142857189,5.940200000000013,18.60879363,0.08092216712480857,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2022-12-17 10:30:00+00:00,go_long,go_short,0.0,5.47,5.443400000000014,1,False,do_nothing,0,5.47,5.4699999999999225,5.455577381956189,5.47,0,5.466865779306195,go_long,do_nothing,5.47,5.475000000000051,go_long
14,1INCH/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,roi,0.3085,0.3085,0.3022563771782844,0.3105705795970721,0.2335,1,0.2485,12339335.5,0,False,0.29650000000001564,0.30092857142856877,0.3140600000000075,43.7220804,0.1964329652389167,1,go_long,go_long,go_short,go_long,go_short,do_nothing,2023-06-29 06:00:00+00:00,go_long,go_long,0.0,0.3005,0.300120000000007,1,False,go_short,0,0.3005,0.3006000000000155,0.3001917462105541,0.3005,0,0.30035643205680695,go_long,go_short,0.3005,0.3003571428571416,do_nothing
85,BAL/USDT:USDT,2023-09-02 04:15:00+00:00,second_buy,roi,3.365,3.365,3.3634582115925764,3.3653581123966587,3.365,0,3.365,3.5700000000000003,0,False,3.361999999999817,3.3607142857142795,3.365399999999994,2.03321327,0.008854174836282017,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-09-10 06:00:00+00:00,go_long,go_short,0.0,3.315,3.332999999999994,0,False,do_nothing,0,3.315,3.307999999999801,3.3340217946537694,3.315,0,3.315336016542068,go_long,do_nothing,3.315,3.297857142857127,go_long
86,BAL/USDT:USDT,2023-09-10 06:15:00+00:00,second_buy,roi,3.315,3.325,3.3168227832279036,3.333353513568305,3.315,0,3.325,431.87,0,False,3.314999999999801,3.3078571428571273,3.3301999999999943,7.90266889,0.034716498540102496,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-09-12 22:00:00+00:00,go_long,go_short,0.0,3.21,3.1971999999999956,1,False,do_nothing,0,3.21,3.2059999999998086,3.2007898294647408,3.21,0,3.2020035068013124,go_long,do_nothing,3.21,3.2042857142856973,go_long
84,BAL/USDT:USDT,2023-08-25 21:45:00+00:00,second_buy,roi,3.48,3.48,3.483052086133351,3.478867510539702,3.48,1,3.48,2.79,0,False,3.4819999999998203,3.4835714285714237,3.4801999999999946,7.54499843,0.03301800198382525,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-09-02 04:00:00+00:00,go_long,go_short,0.0,3.365,3.365399999999994,0,False,do_nothing,0,3.365,3.358999999999817,3.3653867613883914,3.365,1,3.3631778864275903,go_long,do_nothing,3.365,3.3607142857142795,go_long
88,BAL/USDT:USDT,2023-09-21 21:45:00+00:00,second_buy,roi,3.14,3.14,3.13597892245191,3.1409171309770048,3.125,1,3.13,79.93,1,False,3.1349999999997875,3.1349999999999834,3.1377999999999964,5.56582138,0.02431690834674476,1,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-10-12 03:45:00+00:00,go_long,go_short,0.0,3.06,3.0623999999999967,0,False,do_nothing,0,3.06,3.056999999999756,3.057345580763035,3.06,0,3.0564688659985437,go_long,do_nothing,3.06,3.0528571428571363,go_long
8,1INCH/USDT:USDT,2022-10-13 10:45:00+00:00,first_buy,roi,0.5415,0.5465,0.5483500452183068,0.5517881950574747,0.534,1,0.5455,739741.8,0,False,0.5466000000000089,0.5478571428571491,0.5517000000000084,8.86415461,0.03905066784390629,1,go_long,go_long,go_short,go_long,go_short,do_nothing,2022-10-22 21:30:00+00:00,go_long,go_long,0.0,0.5685,0.5669600000000082,1,False,go_short,1,0.5685,0.5683000000000089,0.567196667119748,0.5685,0,0.5676038468140322,go_long,go_short,0.5685,0.5680000000000066,do_nothing
101,BAND/USDT:USDT,2022-10-11 00:15:00+00:00,first_buy,roi,1.116,1.116,1.1282927603811648,1.1431896707473455,1.079,1,1.093,129032.3,0,False,1.118800000000006,1.121428571428538,1.1469600000000015,5.90633499,0.025928841362528623,1,go_long,go_long,go_long,go_short,go_short,do_nothing,2022-10-27 18:00:00+00:00,go_long,go_long,0.0,1.129,1.1292400000000016,0,False,go_long,0,1.129,1.1278000000000077,1.1290791959149837,1.129,0,1.1272562732294586,go_short,go_short,1.129,1.1258571428571105,do_nothing
87,BAL/USDT:USDT,2023-09-12 22:15:00+00:00,second_buy,roi,3.21,3.21,3.2001568134472644,3.199990582837723,3.185,1,3.19,95.94,1,False,3.2049999999998087,3.2028571428571264,3.1965999999999957,2.66707333,0.011705035723844502,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-09-21 21:30:00+00:00,go_long,go_short,0.0,3.14,3.1387999999999967,0,False,do_nothing,0,3.14,3.1349999999997875,3.1417905014551653,3.14,1,3.1370659992613485,go_long,do_nothing,3.14,3.136428571428555,go_long
141,BCH/USDT:USDT,2022-11-23 00:15:00+00:00,second_buy,roi,109.2,110.75,108.53884777499763,108.08823956773954,109.1,0,109.65,4040.57,1,False,109.12999999999332,108.79285714285548,107.86600000000247,13.26898528,0.05823716873420476,0,do_nothing,do_nothing,go_short,go_long,do_nothing,go_long,2022-12-24 13:30:00+00:00,do_nothing,do_nothing,0.0,102.0,101.9900000000025,0,False,go_short,1,102.0,101.99999999999334,102.01441378873713,102.0,0,101.99305658750427,go_long,do_nothing,102.0,101.99999999999834,go_long
70,BAL/USDT:USDT,2022-12-17 10:45:00+00:00,second_buy,roi,5.47,5.48,5.466578736336011,5.4562753536631385,5.46,1,5.465,296.68,0,False,5.466999999999922,5.471428571428622,5.445800000000014,1.29809718,0.0056827673434482985,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2022-12-25 23:30:00+00:00,go_long,go_short,0.0,5.43,5.41020000000001,1,False,do_nothing,0,5.43,5.425999999999928,5.419456461811987,5.43,0,5.419851003182958,go_long,do_nothing,5.43,5.428571428571476,go_long
91,BAL/USDT:USDT,2023-11-09 16:15:00+00:00,second_buy,roi,3.893,3.918,3.8144986109836125,3.8069046130110085,2.965,1,3.64,309248.15,0,False,3.843599999999751,3.8475714285714315,3.7909999999999924,1.25406038,0.005587604493955758,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-11-29 23:00:00+00:00,go_long,go_short,0.0,3.658,3.6544399999999917,0,False,do_nothing,0,3.658,3.653599999999777,3.657292728605695,3.658,0,3.6548212638163258,go_long,do_nothing,3.658,3.651571428571433,go_long
89,BAL/USDT:USDT,2023-10-12 04:00:00+00:00,second_buy,roi,3.06,3.06,3.0570121173833833,3.057542204410218,3.055,0,3.06,16.71,0,False,3.0589999999997564,3.0557142857142794,3.062799999999997,7.67626083,0.03353937576668742,0,go_short,go_long,do_nothing,go_long,do_nothing,go_long,2023-10-19 01:30:00+00:00,go_long,go_short,0.0,2.9699999999999998,2.966199999999994,1,False,do_nothing,0,2.9699999999999998,2.9669999999997585,2.9692928907969818,2.9699999999999998,0,2.9673599880171566,go_long,do_nothing,2.9699999999999998,2.9664285714285685,go_long
132,BCH/USDT:USDT,2021-12-04 05:30:00+00:00,second_buy,stop_loss,458.85,466.75,482.1969115317861,504.7925987511868,341.35,1,358.8,19367.4,0,False,466.1899999999896,479.54999999999615,512.0680000000018,-91.95690494,-0.39468722191018735,1,do_nothing,do_nothing,go_short,go_long,do_nothing,go_long,2021-12-07 15:15:00+00:00,do_nothing,do_nothing,1408.95,483.8,475.8840000000019,1,False,go_short,0,483.05,484.0199999999897,477.1594127380817,486.0,0,481.0668848646619,go_long,do_nothing,485.35,482.9714285714246,go_long
476,GMX/USDT:USDT,2024-01-03 12:15:00+00:00,second_buy,trailing_stop_loss,60.35,60.35,59.99981118132309,61.25130727451669,42.295,1,49.27,107971.23,0,False,58.65799999999975,59.82071428571453,62.01399999999994,-0.56568345,-0.0024715674643328057,1,go_short,go_short,do_nothing,go_long,do_nothing,go_long,2024-02-24 08:15:00+00:00,go_short,go_short,4870.78,49.78,48.07539999999998,1,False,do_nothing,1,49.385,49.546999999999706,48.38110791542034,49.815,0,49.107046396878445,go_long,do_nothing,49.385,49.47000000000002,go_long
467,GMX/USDT:USDT,2023-02-04 04:00:00+00:00,second_buy,trailing_stop_loss,74.065,76.31,73.7772824025402,72.73587024953244,73.835,0,75.74,12583.04,0,False,74.57599999999972,74.10428571428575,72.34420000000011,-11.65672616,-0.05330745664486206,0,go_short,go_short,do_nothing,go_long,do_nothing,go_long,2023-02-15 19:30:00+00:00,go_short,go_short,6985.83,78.96,77.66460000000008,0,False,do_nothing,0,78.71,78.83899999999964,77.67961956558483,79.76,0,78.41920320571549,go_long,do_nothing,79.72,78.58000000000004,go_long
481,IOST/USDT:USDT,2022-02-12 06:45:00+00:00,first_buy,trailing_stop_loss,0.02629,0.026330000000000003,0.026522578004983578,0.02671046258670063,0.02576,1,0.025840000000000002,9763880.0,0,False,0.02641600000000042,0.026504285714285515,0.026697599999999835,60.83345147,0.26149475807749023,1,go_long,go_short,do_nothing,go_short,go_short,go_short,2022-03-28 23:45:00+00:00,go_short,go_long,2642828.0,0.03341,0.03442079999999982,1,False,do_nothing,0,0.03327,0.033704000000000456,0.034326141059085595,0.03343,1,0.03398387873691796,go_short,go_short,0.033350000000000005,0.03384857142857124,go_short
25,ARB/USDT:USDT,2023-10-26 07:45:00+00:00,second_buy,trailing_stop_loss,0.9815,0.9954000000000001,0.9673174290227063,0.9545318223788136,0.978,0,0.9883000000000001,3085624.2,0,False,0.9759999999999913,0.9685428571428449,0.9532960000000001,-47.93047648,-0.2088917744448905,0,go_long,go_long,do_nothing,do_nothing,do_nothing,go_long,2023-11-09 23:00:00+00:00,go_long,go_long,2016093.8,1.1564,1.1116119999999998,0,False,do_nothing,0,1.1555,1.1452999999999955,1.1187466526401508,1.1719,0,1.1320062283621937,do_nothing,do_nothing,1.1703999999999999,1.1409142857142711,go_long
468,GMX/USDT:USDT,2023-02-15 19:45:00+00:00,second_buy,trailing_stop_loss,79.72,80.395,78.72240271252849,77.88038848665262,79.625,0,80.39,4865.04,0,False,79.21899999999964,78.92571428571432,77.82920000000009,37.03176921,0.1676772916036506,0,go_short,go_short,do_nothing,go_long,do_nothing,go_long,2023-03-12 23:15:00+00:00,go_short,go_short,2304.0,66.315,63.57020000000017,0,False,do_nothing,0,66.15,66.34399999999948,63.80151945539747,67.055,0,65.20666658396347,go_long,do_nothing,66.975,65.81285714285733,go_long
469,GMX/USDT:USDT,2023-03-12 23:30:00+00:00,second_buy,trailing_stop_loss,66.975,67.82,65.60102557104601,64.09548097721988,66.73,0,67.77,3033.7,0,False,66.96899999999948,66.30571428571447,63.88980000000017,-55.84731817,-0.2522618615644632,0,go_short,go_short,do_nothing,go_long,do_nothing,go_long,2023-04-14 01:30:00+00:00,go_short,go_short,3710.27,84.33,81.46640000000001,0,False,do_nothing,0,83.935,83.39599999999942,81.7763083042903,84.68,0,82.46024681011644,go_long,do_nothing,84.32,82.72571428571419,go_long
470,GMX/USDT:USDT,2023-04-14 01:45:00+00:00,second_buy,trailing_stop_loss,84.32,85.675,82.93943960856006,82.05769287434286,84.295,0,85.575,4375.21,1,False,84.20999999999941,83.38214285714277,81.6456,90.08228501,0.4084202735596975,0,go_short,go_short,do_nothing,go_long,do_nothing,go_long,2023-06-21 00:15:00+00:00,go_short,go_short,767.79,51.555,50.53379999999986,0,False,do_nothing,0,51.375,51.35699999999938,50.6770224150786,51.57,0,51.008535185642685,go_long,do_nothing,51.52,51.19142857142857,go_long
471,GMX/USDT:USDT,2023-06-21 00:30:00+00:00,second_buy,trailing_stop_loss,51.52,51.875,51.11260669554381,50.75168742136908,51.445,0,51.685,2187.42,0,False,51.47499999999938,51.324285714285715,50.59719999999986,71.69003785,0.3184507760474294,0,go_short,go_short,do_nothing,go_long,do_nothing,go_long,2023-08-17 21:30:00+00:00,go_short,go_short,1924.07,38.265,39.09439999999986,1,False,do_nothing,0,38.165,38.57299999999951,39.08821270019996,38.53,1,38.800237725314716,go_long,do_nothing,38.275,38.72785714285727,go_long
472,GMX/USDT:USDT,2023-08-17 21:45:00+00:00,second_buy,trailing_stop_loss,38.275,38.295,37.24866269065091,38.319826574259224,28.235,1,28.715,102803.78,1,False,36.52099999999952,37.247857142857264,38.65299999999986,-73.96240383,-0.32678318817516877,1,go_short,go_short,do_nothing,go_long,do_nothing,go_long,2023-09-29 00:00:00+00:00,go_short,go_short,781.65,37.82,37.58539999999985,0,False,do_nothing,0,37.785,37.80599999999959,37.57253753917377,37.9,0,37.710002949470095,go_long,do_nothing,37.88,37.7778571428574,go_long
478,IOST/USDT:USDT,2021-10-12 10:00:00+00:00,first_buy,trailing_stop_loss,0.05144000000000001,0.051620000000000006,0.05180006314281261,0.05193890313390313,0.051000000000000004,0,0.05118,835559.0,0,False,0.05160000000000002,0.0518042857142857,0.05199999999999999,-67.65663014,-0.2873399312300258,1,go_long,go_short,do_nothing,go_short,go_short,go_short,2021-11-16 10:00:00+00:00,go_short,go_long,1788280.0,0.04582000000000001,0.04623359999999991,1,False,do_nothing,0,0.04548000000000001,0.04605000000000018,0.04629404713585067,0.045930000000000006,1,0.04608946400427072,go_short,go_short,0.04553,0.046125714285714325,go_short
474,GMX/USDT:USDT,2023-10-26 02:30:00+00:00,second_buy,trailing_stop_loss,43.635,44.905,43.306798615530255,42.85348247043073,43.625,0,44.885,10195.08,0,False,43.677999999999635,43.447142857143135,42.68999999999992,-30.82509667,-0.1342665310595072,0,go_short,go_short,do_nothing,go_long,do_nothing,go_long,2023-12-29 14:15:00+00:00,go_short,go_short,2754.17,52.39,51.66219999999996,0,False,do_nothing,0,52.305,52.2599999999998,51.75028029318393,52.64,0,52.1107077794264,go_long,do_nothing,52.525,52.22785714285731,go_long
475,GMX/USDT:USDT,2023-12-29 14:30:00+00:00,second_buy,trailing_stop_loss,52.525,53.725,52.33982965951464,51.887296567762895,52.5,0,53.6,14990.56,0,False,52.5499999999998,52.45500000000017,51.783399999999965,-16.00604214,-0.06967811381990487,0,go_short,go_short,do_nothing,go_long,do_nothing,go_long,2024-01-03 12:00:00+00:00,go_short,go_short,23141.39,61.04,62.53039999999994,1,False,do_nothing,0,59.41,61.35099999999976,62.20981185647803,61.105,1,61.95068594156365,go_long,do_nothing,60.35,61.77000000000025,go_long
480,IOST/USDT:USDT,2021-12-29 12:30:00+00:00,first_buy,trailing_stop_loss,0.032260000000000004,0.032330000000000005,0.032708242142661985,0.0328000567475365,0.03191,1,0.032150000000000005,2806686.0,0,False,0.03262000000000038,0.032709999999999906,0.03279879999999985,-44.43980037,-0.19023054328239908,1,go_long,go_short,do_nothing,go_short,go_short,go_short,2022-02-12 06:30:00+00:00,go_short,go_long,1731217.0,0.026560000000000004,0.026730799999999836,1,False,do_nothing,0,0.02629,0.026596000000000418,0.02678009959363668,0.026570000000000003,1,0.026646683096798775,go_short,go_short,0.02629,0.026624285714285517,go_short
479,IOST/USDT:USDT,2021-11-16 10:15:00+00:00,first_buy,trailing_stop_loss,0.04553,0.045590000000000006,0.045478777234382914,0.04598485845912099,0.04172,1,0.042120000000000005,79127968.0,0,False,0.04517800000000018,0.04555714285714289,0.04607159999999991,-59.34757764,-0.254171941243086,1,go_long,go_short,do_nothing,go_short,go_short,go_short,2021-12-29 12:15:00+00:00,go_short,go_long,4811224.0,0.03304,0.032824799999999855,1,False,do_nothing,1,0.03221,0.03277400000000037,0.03285206128733942,0.03304,1,0.03280974071405507,go_short,go_short,0.032260000000000004,0.03281714285714276,go_short
473,GMX/USDT:USDT,2023-09-29 00:15:00+00:00,second_buy,trailing_stop_loss,37.88,38.09,37.759233264936235,37.606423647383124,37.825,0,38.03,1710.64,0,False,37.86999999999959,37.82642857142883,37.59999999999985,-35.78985033,-0.15726831951932335,0,go_short,go_short,do_nothing,go_long,do_nothing,go_long,2023-10-26 02:15:00+00:00,go_short,go_short,4064.66,43.54,42.58919999999992,0,False,do_nothing,0,43.26,43.256999999999636,42.690961068065185,43.775,0,43.01985290926303,go_long,do_nothing,43.635,43.147857142857426,go_long
144,BCH/USDT:USDT,2023-02-21 02:00:00+00:00,second_buy,trailing_stop_loss,151.1,154.55,147.3486186341191,145.95238394586843,150.75,0,150.85,12140.31,1,False,148.8799999999943,147.99285714285523,145.14400000000242,19.75489852,0.09040573848510484,0,do_nothing,do_nothing,go_short,go_long,do_nothing,go_long,2023-03-18 00:45:00+00:00,do_nothing,do_nothing,887.14,135.2,133.35800000000245,0,False,go_short,1,135.0,135.18999999999465,133.51821353119462,135.7,0,134.55676747688636,go_long,do_nothing,135.7,135.06428571428404,go_long
483,IOST/USDT:USDT,2022-04-06 09:00:00+00:00,first_buy,trailing_stop_loss,0.03382,0.033830000000000006,0.033875848099186805,0.03393683999957416,0.03382,1,0.033830000000000006,12693.0,0,False,0.03379600000000045,0.03386428571428554,0.033843599999999856,-95.29845212,-0.4121509061171707,0,go_long,go_short,do_nothing,go_short,go_short,go_short,2022-05-09 10:15:00+00:00,go_short,go_long,2193159.0,0.02042,0.020568799999999884,1,False,do_nothing,0,0.02026,0.02046400000000046,0.020600992620751962,0.020460000000000002,0,0.020476004297036453,go_short,go_short,0.020280000000000003,0.02045999999999972,go_short
501,MANA/USDT:USDT,2021-11-18 11:45:00+00:00,second_buy,trailing_stop_loss,3.625,3.753,3.6048454456822077,3.5595013038267616,3.5925000000000002,0,3.734,782148.3,0,False,3.6271999999999993,3.6061428571428493,3.57798,-52.7364242,-0.22692525417560477,0,go_long,do_nothing,go_long,go_short,do_nothing,go_long,2021-11-24 09:45:00+00:00,do_nothing,go_long,142305.9,4.5205,4.389600000000001,0,False,go_long,0,4.475,4.496400000000001,4.389015546728363,4.5465,0,4.4609005420188,go_short,do_nothing,4.546,4.472999999999987,go_long
500,MANA/USDT:USDT,2021-11-12 03:30:00+00:00,second_buy,trailing_stop_loss,2.968,3.144,2.890457392232981,2.808500281695917,2.9675000000000002,0,3.1390000000000002,1558998.0,0,False,2.9617000000000004,2.917714285714287,2.7883,-41.38518912,-0.17738431069983135,0,go_long,do_nothing,go_long,go_short,do_nothing,go_long,2021-11-18 11:30:00+00:00,do_nothing,go_long,395834.6,3.6405000000000003,3.5679200000000004,0,False,go_long,0,3.601,3.5897999999999994,3.5455414081329026,3.664,0,3.581362799442609,go_short,do_nothing,3.625,3.582357142857135,go_long
499,MANA/USDT:USDT,2021-11-08 13:30:00+00:00,second_buy,trailing_stop_loss,2.729,2.762,2.7223089701729233,2.713787037037037,2.714,0,2.733,72862.4,1,False,2.7224000000000013,2.7237142857142866,2.7146400000000006,-18.01770395,-0.07691429062937784,0,go_long,do_nothing,go_long,go_short,do_nothing,go_long,2021-11-12 03:15:00+00:00,do_nothing,go_long,767676.1,2.915,2.77036,0,False,go_long,0,2.8955,2.8957000000000006,2.78206030423159,2.984,0,2.845267827184432,go_short,do_nothing,2.968,2.87307142857143,go_long
22,ARB/USDT:USDT,2023-05-29 00:30:00+00:00,second_buy,trailing_stop_loss,1.2509000000000001,1.2691,1.243493459087803,1.229965087797808,1.2484,0,1.262,2428859.6,0,False,1.249959999999995,1.2496999999999958,1.2268720000000022,15.82263365,0.07066607470143435,0,go_long,go_long,do_nothing,do_nothing,do_nothing,go_long,2023-06-27 01:30:00+00:00,go_long,go_long,2859616.4,1.1541000000000001,1.1436960000000014,0,False,do_nothing,0,1.1472,1.154179999999997,1.145104675734939,1.1768,0,1.1494042245601275,do_nothing,do_nothing,1.1747,1.1502999999999965,go_long
497,IOST/USDT:USDT,2023-11-09 16:15:00+00:00,first_buy,trailing_stop_loss,0.009382999999999999,0.009436,0.009324941535171806,0.009365831029661043,0.007988,1,0.008719,105392811.0,0,False,0.009308000000000744,0.009374571428570979,0.009378559999999795,72.91343949,0.32422236752957356,1,go_long,go_short,do_nothing,go_short,go_short,go_short,2023-12-14 17:15:00+00:00,go_short,go_long,116816691.0,0.011982999999999999,0.012137359999999788,1,False,do_nothing,0,0.011774999999999999,0.01233100000000076,0.012166595343735735,0.012121,0,0.012375165613859533,go_short,go_short,0.011821,0.012553571428570923,go_short
496,IOST/USDT:USDT,2023-10-04 00:45:00+00:00,first_buy,trailing_stop_loss,0.0069889999999999996,0.006997,0.007081340942601694,0.007130010096924687,0.006810999999999999,1,0.006901,70541992.0,0,False,0.007039000000000706,0.007070714285713849,0.0071445999999998075,37.35313243,0.16278239800007965,1,go_long,go_short,do_nothing,go_short,go_short,go_short,2023-11-09 16:00:00+00:00,go_short,go_long,2949097.0,0.009497,0.009407279999999794,1,False,do_nothing,0,0.009378,0.009481200000000745,0.009417577512033926,0.009511,0,0.009435112723384861,go_short,go_short,0.009382999999999999,0.009482285714285263,go_short
495,IOST/USDT:USDT,2023-08-15 19:15:00+00:00,first_buy,trailing_stop_loss,0.008296,0.008303,0.008263255609947555,0.008291391668288656,0.007575999999999999,1,0.007980000000000001,101206597.0,0,False,0.00824420000000069,0.00827114285714242,0.008293919999999786,-30.14110377,-0.132895691387552,1,go_long,go_short,do_nothing,go_short,go_short,go_short,2023-10-04 00:30:00+00:00,go_short,go_long,7683158.0,0.007045,0.007157359999999808,1,False,do_nothing,0,0.006965,0.0070860000000007054,0.007148330904678662,0.00706,1,0.0071141302048929106,go_short,go_short,0.0069889999999999996,0.007109999999999564,go_short
494,IOST/USDT:USDT,2023-06-20 08:00:00+00:00,first_buy,trailing_stop_loss,0.007417,0.007422,0.007428532828682521,0.007450373802462152,0.007411999999999999,0,0.0074129999999999995,81220.0,1,False,0.007415600000000711,0.007416857142856755,0.007451999999999803,11.4792698,0.05117045831674771,1,go_long,go_short,do_nothing,go_short,go_short,go_short,2023-08-15 19:00:00+00:00,go_short,go_long,121762.0,0.008302,0.008307479999999786,1,False,do_nothing,0,0.00829,0.00831540000000069,0.008316303001751749,0.008316,0,0.00831475662993802,go_short,go_short,0.008296,0.008322857142856705,go_short
