,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),mean-grad-hist (exit),sma-05 (exit),close (exit),long-bid-rl (exit),short-bid-rl (exit),high (exit),low (exit),long-small-rl (exit),ema-26 (exit),volume (exit),short-small-rl (exit),long_jcrosk (exit),sma-compare (exit),open (exit),short-large-rl (exit),ema-12 (exit),short_kdj (exit),long-large-rl (exit),sma-25 (exit),sma-07 (exit)
220,SOL/USDT:USDT,2023-11-01 18:15:00+00:00,first_buy,long-exit-profit,44.462,44.488,41.97497113015496,40.96535401944149,43.509,0,43.837,3668692.0,1,False,42.76739999999737,42.29471428571405,40.64396000000042,14.44070833,0.32911169521266703,0,go_long,go_long,go_short,go_short,go_long,go_long,0,56.95039999999727,58.516,go_long,go_long,58.923,56.944,go_long,56.25909541173473,2913623.0,go_long,0,0,57.078,go_short,55.66868821712541,False,go_short,55.32024000000033,56.482999999999855
221,SOL/USDT:USDT,2023-11-11 13:45:00+00:00,first_buy,long-exit-profit,58.524,59.442,56.66800380992938,55.90930390474575,57.973,0,58.917,1947269.0,1,False,57.46039999999728,57.00271428571414,55.46652000000033,19.17610516,0.32512386225498474,0,go_long,go_long,go_short,go_short,go_long,go_long,0,78.91759999999698,79.43,go_long,go_long,79.465,78.551,go_long,78.21601022468104,452683.0,go_long,0,0,78.628,go_short,77.46934457227721,False,go_short,77.51976000000033,78.54771428571404
333,COTI/USDT:USDT,2022-05-28 17:30:00+00:00,first_buy,long-exit-profit,0.10981,0.10987000000000001,0.10947011860658562,0.10922331878063773,0.10782000000000001,1,0.10865000000000001,5785092.0,1,False,0.10964599999999443,0.109637142857145,0.10924000000000206,19.96851549,0.3255988171683848,0,go_long,go_long,go_short,go_short,go_long,go_long,0,0.14125199999999466,0.14359000000000002,go_long,go_long,0.14400000000000002,0.14152,go_long,0.1396964541807523,17099364.0,go_long,0,0,0.14159000000000002,go_short,0.13842381007368562,False,go_short,0.1371176000000021,0.14050285714285932
227,ADA/USDT:USDT,2022-12-28 21:15:00+00:00,first_buy,long-exit-profit,0.2513,0.2513,0.2511645640463957,0.25144939087720775,0.24980000000000002,1,0.2501,8749936.0,1,False,0.25092000000000403,0.2509571428571378,0.25145599999999607,21.58798352,0.3519639834335181,1,go_short,do_nothing,go_short,go_short,go_long,go_long,0,0.32176000000000393,0.3383,go_long,go_long,0.3467,0.3241,go_short,0.3113555828345937,260241846.0,do_nothing,0,0,0.32630000000000003,go_short,0.3021950323029825,False,go_short,0.2985519999999964,0.315142857142852
228,ADA/USDT:USDT,2023-01-10 14:00:00+00:00,first_buy,long-exit-profit,0.31470000000000004,0.3163,0.31622332796344454,0.31659610465781574,0.3146,0,0.31570000000000004,12983016.0,0,False,0.31514000000000414,0.31539999999999474,0.3171799999999966,20.04132635,0.32679735061592946,1,go_short,do_nothing,go_short,go_short,go_long,go_long,0,0.4242200000000068,0.4279,go_long,go_long,0.4287,0.4243,go_short,0.4215642820958462,16017984.0,do_nothing,0,0,0.4248,go_short,0.41815689940323225,False,go_short,0.4169159999999969,0.42325714285713867
329,COTI/USDT:USDT,2021-07-17 00:15:00+00:00,first_buy,long-exit-profit,0.11136000000000001,0.11243000000000002,0.11208154979455782,0.11335678580687829,0.1105,0,0.11086000000000001,2050733.0,0,False,0.11136999999999815,0.11136714285714248,0.11365040000000085,32.40916196,0.5285981578341384,0,go_long,go_long,go_short,go_short,go_long,go_long,1,0.19244399999999456,0.192,go_long,go_long,0.192,0.192,go_long,0.1917887620915127,0.0,go_long,0,0,0.192,go_short,0.19173653446775596,False,go_short,0.19246440000000206,0.1922157142857164
230,ADA/USDT:USDT,2023-06-10 02:30:00+00:00,first_buy,long-exit-profit,0.2876,0.2879,0.2896061956512466,0.29385361871047494,0.2841,1,0.2861,30002236.0,0,False,0.28742000000000434,0.2878428571428517,0.2943799999999963,20.18278986,0.3293180156073661,1,go_short,do_nothing,go_short,go_short,go_long,go_long,0,0.37838000000000616,0.38470000000000004,go_long,go_long,0.38520000000000004,0.3793,go_short,0.3771358355298049,25659065.0,do_nothing,0,0,0.38,go_short,0.37444901085811194,False,go_short,0.3744919999999968,0.37744285714285425
231,ADA/USDT:USDT,2023-11-09 15:00:00+00:00,first_buy,long-exit-profit,0.38470000000000004,0.3869,0.37842263006368104,0.37526760264639997,0.38280000000000003,0,0.3855,32770938.0,0,False,0.38086000000000614,0.37894285714285425,0.3751159999999969,20.69707219,0.33741625615150794,0,go_short,do_nothing,go_short,go_short,go_long,go_long,0,0.5076400000000068,0.5207,go_long,go_long,0.5295,0.5156000000000001,go_short,0.5007928705144122,96521414.0,do_nothing,1,0,0.5156000000000001,go_short,0.4898097098706675,False,go_short,0.4876439999999967,0.5047142857142832
232,ADA/USDT:USDT,2023-12-08 12:15:00+00:00,first_buy,long-exit-profit,0.5208,0.5217,0.5025785827429642,0.49148306469506253,0.5116,1,0.5124000000000001,60243535.0,0,False,0.5111400000000067,0.5067142857142832,0.48933199999999666,20.44953237,0.33503734718040107,0,go_short,do_nothing,go_short,go_short,go_long,go_long,0,0.7044600000000052,0.7132000000000001,go_long,go_long,0.7136,0.7049000000000001,go_short,0.7010609717118396,13174363.0,do_nothing,0,0,0.7073,go_short,0.6963382257462636,False,go_short,0.695687999999997,0.7024428571428533
235,ADA/USDT:USDT,2024-06-18 01:45:00+00:00,first_buy,long-exit-profit,0.3891,0.3895,0.3930413591332426,0.3993513279007246,0.3526,1,0.3607,95582688.0,1,False,0.38818000000000413,0.39152857142857217,0.40227199999999913,19.9912795,0.32569526886948896,1,go_short,do_nothing,go_short,go_short,go_long,go_long,0,0.468660000000009,0.4889,go_long,go_long,0.49,0.4677,go_short,0.45952790274638566,57833267.0,do_nothing,0,0,0.4685,go_short,0.45085441330430454,False,go_short,0.44708799999999743,0.46278571428571863
236,ADA/USDT:USDT,2024-11-09 23:45:00+00:00,first_buy,long-exit-profit,0.4889,0.49060000000000004,0.464185148477711,0.45373927157805977,0.4806,0,0.4898,38160451.0,0,False,0.47574000000000893,0.4690857142857186,0.4491959999999974,21.06271995,0.3437480624337884,0,go_short,do_nothing,go_short,go_short,go_long,go_long,0,0.6077400000000089,0.6594,go_long,go_long,0.6598,0.612,go_short,0.6006883597096957,198189501.0,do_nothing,0,0,0.6151,go_short,0.5858145206885497,False,go_short,0.5873559999999973,0.6001000000000039
237,ADA/USDT:USDT,2024-11-10 13:00:00+00:00,first_buy,long-exit-profit,0.6595000000000001,0.66,0.6066593812928195,0.5897912228597683,0.6261,0,0.6395000000000001,165946927.0,0,False,0.6190000000000089,0.6081285714285753,0.5898839999999973,20.85008229,0.34280064903991037,0,go_short,do_nothing,go_short,go_short,go_long,go_long,0,0.8394800000000056,0.8646,go_long,go_long,0.8659,0.8421000000000001,go_short,0.8322371173262954,38263576.0,do_nothing,0,0,0.8483,go_short,0.8192101931406507,False,go_short,0.8137959999999979,0.8382857142857191
284,QTUM/USDT:USDT,2024-03-19 01:30:00+00:00,first_buy,long-exit-profit,4.171,4.188,4.267249091053936,4.3044328383412385,4.084,1,4.108,218930.5,0,False,4.233799999999675,4.266285714285844,4.310599999999925,20.64425422,0.3369367773048919,1,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,0,5.41919999999967,5.573,go_long,go_long,5.573,5.389,go_long,5.3717837346990684,1041914.7,do_nothing,0,0,5.416,do_nothing,5.300989259580547,False,do_nothing,5.285479999999929,5.3852857142858355
209,SOL/USDT:USDT,2022-11-09 21:15:00+00:00,first_buy,long-exit-profit,10.249,10.3,11.01090360241148,12.243039025753808,9.835,1,10.075,3832225.0,0,False,10.312399999997258,10.754857142856979,12.231520000000272,19.822212,0.32768085766497207,1,go_long,go_long,go_short,go_short,go_long,go_long,0,11.855399999997257,13.167,go_long,go_long,14.69,12.097,go_long,11.71187466385539,7804277.0,go_long,0,0,12.097,go_short,11.640348918593945,False,go_short,11.300200000000272,11.588428571428405
297,APE/USDT:USDT,2022-06-13 08:45:00+00:00,first_buy,long-exit-profit,3.601,3.75,3.652941661244778,3.719775394450314,3.567,1,3.591,2971685.0,0,False,3.605399999999981,3.6234285714285432,3.7059600000000277,20.40586207,0.33393084989281363,1,go_long,go_short,go_short,go_short,go_long,go_long,0,4.679399999999978,4.793,go_long,go_long,4.836,4.66,go_long,4.585837864774019,4467324.0,go_short,0,0,4.7,go_short,4.468642431550459,False,go_short,4.46700000000003,4.629857142857111
60,TRB/USDT:USDT,2023-11-09 20:15:00+00:00,first_buy,long-exit-profit,96.514,96.9,104.88604104860815,114.69858519290929,90.5,1,93.85,1042870.4,0,False,97.34420000000118,101.1967142857154,117.74615999999997,19.29517722,0.3424197117712498,1,go_short,go_short,go_short,go_short,go_long,go_long,0,122.23920000000123,126.728,go_long,go_long,128.746,124.4,go_short,121.05855793516582,190591.0,go_short,0,0,124.546,go_short,119.13109595245571,False,go_short,118.91064,121.15500000000087
27,INJ/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,17.01,17.07,17.35021568806185,17.61658864576216,14.363,1,15.873,1358268.1,0,False,17.07000000000032,17.24899999999985,17.856200000000097,19.77979939,0.3275390750462358,1,go_long,go_long,go_short,go_short,go_long,go_long,0,20.781000000000244,21.11,go_long,go_long,21.124,20.746,go_long,20.622077662901138,137769.1,go_long,0,0,20.749,go_short,20.419531330202407,False,go_short,20.340160000000097,20.726714285714145
68,TRB/USDT:USDT,2024-01-01 04:15:00+00:00,first_buy,long-exit-profit,154.991,157.715,169.29595961666507,212.78121192257873,121.279,1,130.393,1007937.0,0,False,152.32140000000132,155.08571428571594,199.0534799999997,20.4347244,0.3913936517870718,1,go_short,go_short,go_short,go_short,go_long,go_long,0,152.73360000000133,181.723,go_long,go_long,185.146,167.047,go_short,165.48024896703873,717830.6,go_short,0,1,167.558,go_short,198.73523218053805,False,go_short,177.07167999999967,153.98557142857308
415,YFI/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,5011.0,5021.0,5096.317568447215,5158.781221192936,4493.0,1,4774.0,635.283,0,False,5029.999999999954,5077.142857142824,5196.36000000001,24.19872633,0.421894446391305,1,go_long,go_long,go_short,go_short,go_long,go_long,0,6071.999999999954,6916.0,go_long,go_long,6989.0,5969.0,go_long,5960.7004801888725,1871.439,go_long,0,0,5970.0,go_short,5771.265382848748,False,go_short,5726.880000000009,5986.999999999966
24,INJ/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,long-exit-profit,22.847,23.15,24.116105263343712,25.021853666332884,18.0,1,20.87,1648577.3,0,False,23.506400000000248,23.989142857142543,25.384839999999993,20.45875027,0.3377435078657765,1,go_long,go_long,go_short,go_short,go_long,go_long,0,26.54720000000023,27.913,go_long,go_long,28.107,26.943,go_long,25.97227450396072,374131.5,go_long,0,0,27.12,go_short,25.507015712383783,False,go_short,25.241880000000002,26.076571428571103
73,TRB/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,long-exit-profit,51.654,52.424,55.56805058548594,58.40907970649123,40.945,1,46.519,408037.4,0,False,53.82240000000221,55.03971428571553,59.487319999999734,20.16167708,0.33347299628398913,1,go_short,go_short,go_short,go_short,go_long,go_long,0,61.654000000002135,62.161,go_long,go_long,62.169,61.421,go_short,61.3605126164382,10730.1,go_short,0,0,61.549,go_short,60.895561386289714,False,go_short,60.78271999999977,61.527571428572806
412,YFI/USDT:USDT,2024-01-23 09:15:00+00:00,first_buy,long-exit-profit,6903.0,6927.0,6967.620204444992,7020.043420713576,6794.0,1,6803.0,157.761,1,False,6909.599999999953,6937.142857142824,7053.760000000009,20.74895457,0.33859692155340493,1,go_long,go_long,go_short,go_short,go_long,go_long,0,8929.999999999953,9218.0,go_long,go_long,9281.0,8905.0,go_long,8721.72889555176,1377.899,go_long,0,0,8926.0,go_short,8438.148955427423,False,go_short,8386.00000000001,8840.285714285681
75,TRB/USDT:USDT,2024-05-01 07:15:00+00:00,first_buy,long-exit-profit,47.236,47.331,47.88394791689731,48.416096976790854,45.045,1,46.447,125971.9,0,False,47.42600000000218,47.6882857142872,48.42603999999977,21.34693404,0.35317589946024724,1,go_short,go_short,go_short,go_short,go_long,go_long,0,58.2900000000022,62.978,go_long,go_long,63.679,59.84,go_short,55.77348847482388,1041322.5,go_short,0,0,60.078,go_short,52.93789202779561,False,go_short,51.87771999999972,56.69885714285864
76,TRB/USDT:USDT,2024-05-02 15:30:00+00:00,first_buy,long-exit-profit,62.978,63.95,56.88925947869713,53.68515928499594,61.8,0,63.026,648699.2,1,False,60.1022000000022,58.23628571428721,52.47323999999972,19.16611429,0.33750687147108127,0,go_short,go_short,go_short,go_short,go_long,go_long,0,79.46120000000226,84.503,go_long,go_long,85.38,81.648,go_short,76.72678918071202,693925.0,go_short,0,0,82.016,go_short,74.1911200378668,False,go_short,73.05847999999973,77.63314285714435
77,TRB/USDT:USDT,2024-05-05 15:15:00+00:00,first_buy,long-exit-profit,84.503,85.6,77.83651392214094,74.91325929432111,83.463,0,83.94,449970.1,0,False,81.36220000000228,79.23057142857293,73.60887999999973,19.12258299,0.3251019717074872,0,go_short,go_short,go_short,go_short,go_long,go_long,0,107.49300000000233,111.438,go_long,go_long,112.469,105.923,go_short,104.4334555503593,703169.2,go_short,0,0,106.359,go_short,100.8899427257286,False,go_short,99.44503999999972,106.85942857143009
409,YFI/USDT:USDT,2023-11-13 19:30:00+00:00,first_buy,long-exit-profit,10418.0,10536.0,10175.174651880923,10040.478063465504,10322.0,0,10505.0,340.824,0,False,10284.999999999953,10200.85714285711,10039.60000000001,18.13772089,0.34487250264010827,0,go_long,go_long,go_short,go_short,go_long,go_long,0,13935.799999999954,14185.0,go_long,go_long,14219.0,13867.0,go_long,13603.272071279182,1136.468,go_long,0,0,13891.0,go_short,13224.108178458611,False,go_short,13157.80000000001,13794.85714285711
81,TRB/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,53.365,53.511,54.59412000590948,55.83654974750484,43.14,1,49.195,441965.5,0,False,53.613200000003225,54.28914285714412,56.23503999999961,19.82024194,0.33538696523065803,1,go_short,go_short,go_short,go_short,go_long,go_long,0,61.52820000000344,65.891,go_long,go_long,66.033,64.032,go_short,60.22982854617413,176072.9,go_short,0,0,64.994,go_short,58.84413304440101,False,go_short,58.289479999999564,60.40728571428685
21,INJ/USDT:USDT,2023-12-13 20:30:00+00:00,first_buy,long-exit-profit,28.407,28.483,27.473019619561413,26.72293825162048,28.008,1,28.421,412572.7,0,False,28.143800000000073,27.96728571428573,26.515679999999964,20.49064931,0.3429633505042896,0,go_long,go_long,go_short,go_short,go_long,go_long,0,37.62960000000011,38.366,go_long,go_long,38.6,37.286,go_long,37.446925855751246,434372.6,go_long,0,0,37.778,go_short,36.65583847233423,False,go_short,37.008319999999955,37.62785714285718
83,TRB/USDT:USDT,2024-11-08 21:30:00+00:00,first_buy,long-exit-profit,51.627,52.27,53.41950133287767,53.95198697567148,50.469,1,52.206,103198.5,0,False,52.61780000000316,53.23957142857237,54.03543999999963,24.66921466,0.429124377543929,1,go_short,go_short,go_short,go_short,go_long,go_long,0,64.82800000000317,74.842,go_long,go_long,75.231,65.379,go_short,62.00797803756325,621196.6,go_short,0,0,65.483,go_short,59.429871068858375,False,go_short,58.39059999999958,62.65200000000092
20,INJ/USDT:USDT,2023-12-11 00:00:00+00:00,first_buy,long-exit-profit,21.27,21.404,20.83804452499051,20.450603834288636,21.147,0,21.294,307536.1,0,False,21.0198000000001,20.957571428571434,20.44439999999997,19.62533206,0.3288271400003075,0,go_long,go_long,go_short,go_short,go_long,go_long,0,28.089000000000073,28.398,go_long,go_long,28.8,27.94,go_long,27.300659550390762,523577.1,go_long,0,0,28.181,go_short,26.58709331175012,False,go_short,26.407039999999967,27.7107142857143
84,TRB/USDT:USDT,2024-11-10 08:45:00+00:00,first_buy,long-exit-profit,74.803,81.585,64.52828910870737,60.83432506375775,73.5,0,78.39,901559.8,0,False,68.16720000000316,65.79028571428663,59.273239999999575,18.5741094,0.33802517299074303,0,go_short,go_short,go_short,go_short,go_long,go_long,1,97.50760000000317,105.121,go_long,go_long,106.94,98.13,go_short,90.74854009820727,855059.5,go_short,0,0,98.937,go_short,80.36801190972848,False,go_short,76.2595199999996,96.51028571428662
407,YFI/USDT:USDT,2023-06-10 04:15:00+00:00,first_buy,long-exit-profit,5646.0,5679.0,5731.159156506598,5797.06658688429,5644.0,1,5668.0,54.383,0,False,5685.399999999953,5688.8571428571095,5825.720000000009,18.96285082,0.33416664161381043,1,go_long,go_long,go_short,go_short,go_long,go_long,0,7662.599999999953,7787.0,go_long,go_long,7804.0,7652.0,go_long,7597.771691061947,221.624,go_long,0,0,7652.0,go_short,7485.604384244727,False,go_short,7475.640000000009,7660.285714285681
19,INJ/USDT:USDT,2023-11-05 15:15:00+00:00,first_buy,long-exit-profit,15.793,15.86,15.640849030939284,15.56292440402335,15.652,0,15.814,217661.4,0,False,15.692600000000088,15.628428571428666,15.574159999999974,19.56902197,0.3252986421535601,0,go_long,go_long,go_short,go_short,go_long,go_long,0,20.9080000000001,21.27,go_long,go_long,21.311,20.876,go_long,20.75514352953424,349677.0,go_long,0,0,20.887,go_short,20.383132141031727,False,go_short,20.379119999999972,20.887857142857147
64,TRB/USDT:USDT,2023-12-31 17:00:00+00:00,first_buy,long-exit-profit,310.536,322.469,285.6211495664449,277.1275547335764,306.386,0,316.156,455394.4,0,False,296.38140000000124,293.21100000000143,273.4419999999998,12.7877034,0.4040601862175476,0,go_short,go_short,go_short,go_short,go_long,go_long,0,385.5658000000013,444.626,go_long,go_long,450.0,387.232,go_short,352.9824874435182,959151.9,go_short,0,0,388.745,go_short,318.8573411973921,False,go_short,297.76431999999977,372.25671428571576
63,TRB/USDT:USDT,2023-12-29 08:00:00+00:00,first_buy,long-exit-profit,227.053,228.65,223.7434779114954,221.27297019177357,223.75,0,225.902,131409.7,0,False,224.498200000001,224.2284285714297,220.71811999999989,16.819112,0.3718904864524243,0,go_short,go_short,go_short,go_short,go_long,go_long,0,291.16080000000125,310.558,go_long,go_long,311.0,284.783,go_short,280.0693585785258,457613.0,go_short,0,0,285.483,go_short,274.0052791122625,False,go_short,271.98155999999983,288.70357142857284
29,INJ/USDT:USDT,2024-09-04 01:15:00+00:00,first_buy,long-exit-profit,15.694,15.703,15.89769728984212,16.07335559597753,15.004,1,15.318,551883.8,0,False,15.775200000000245,15.818142857142757,16.1358400000001,20.11448975,0.32799679019726685,1,go_long,go_long,go_short,go_short,go_long,go_long,0,20.15940000000025,20.398,go_long,go_long,20.444,20.142,go_long,20.023584483829094,85836.2,go_long,0,0,20.167,go_short,19.73690805878914,False,go_short,19.715000000000106,20.103142857142846
62,TRB/USDT:USDT,2023-12-22 15:15:00+00:00,first_buy,long-exit-profit,171.829,172.17,169.89009696922741,168.863875090842,170.554,0,171.106,38224.5,0,False,170.24680000000086,169.9690000000009,168.91412000000003,16.6667544,0.3243756401401975,0,go_short,go_short,go_short,go_short,go_long,go_long,0,223.78060000000102,227.053,go_long,go_long,232.292,223.6,go_short,223.35101934994913,117428.0,go_short,0,0,224.993,go_short,220.90264780711544,False,go_short,220.14535999999987,223.86514285714398
41,TRB/USDT:USDT,2022-06-13 09:00:00+00:00,first_buy,long-exit-profit,11.39,11.41,11.566708653127684,11.85946878396129,10.91,1,10.94,226574.7,0,False,11.442000000000146,11.498571428571438,11.809600000000158,19.90775805,0.3249227254577863,1,go_short,go_short,go_short,go_short,go_long,go_long,0,14.066000000000173,14.55,go_long,go_long,14.59,14.25,go_short,13.507182278194641,436535.9,go_short,0,0,14.35,go_short,13.065801350596796,False,go_short,12.880400000000149,13.70428571428573
42,TRB/USDT:USDT,2022-07-18 05:45:00+00:00,first_buy,long-exit-profit,17.71,17.85,17.53229391983912,17.452542248387655,17.68,0,17.79,34357.8,0,False,17.598000000000173,17.535714285714313,17.42600000000017,22.52075797,0.37216733458429346,0,go_short,go_short,go_short,go_short,go_long,go_long,0,22.19800000000017,24.45,go_long,go_long,26.9,21.91,go_short,21.84168837783144,1557690.8,go_short,1,0,22.06,go_short,21.110792104445096,False,go_short,21.28280000000016,21.925714285714314
43,TRB/USDT:USDT,2022-07-19 16:30:00+00:00,first_buy,long-exit-profit,17.1,17.31,17.088396557678756,17.07581778942591,17.04,0,17.27,83806.7,0,False,17.026000000000174,17.0514285714286,17.11080000000015,20.60149568,0.34048994565695695,1,go_short,go_short,go_short,go_short,go_long,go_long,0,22.080000000000183,23.24,go_long,go_long,23.87,22.24,go_short,21.491983254603973,442996.4,go_short,0,0,22.25,go_short,20.657303903420893,False,go_short,20.41440000000018,21.894285714285754
38,TRB/USDT:USDT,2022-05-13 11:30:00+00:00,first_buy,long-exit-profit,11.13,11.23,11.263378475239442,11.049565213108849,10.99,0,11.21,22264.5,0,False,11.20800000000015,11.194285714285712,11.410000000000178,27.57936888,0.4551461503111815,0,go_short,go_short,go_short,go_short,go_long,go_long,0,12.090000000000158,16.15,go_long,go_long,16.53,12.1,go_short,11.540499265856944,418710.1,go_short,0,0,12.1,go_short,10.825399766860752,False,go_short,10.508800000000154,11.620000000000005
44,TRB/USDT:USDT,2022-07-29 23:00:00+00:00,first_buy,long-exit-profit,23.25,23.86,21.8378319846649,20.885651762426754,23.0,0,23.74,357699.7,0,False,22.518000000000182,22.258571428571468,20.57880000000018,20.36623804,0.3428119991213504,0,go_short,go_short,go_short,go_short,go_long,go_long,0,29.564000000000192,31.94,go_long,go_long,39.09,28.87,go_short,29.312045395173666,1395271.3,go_short,0,0,28.91,go_short,28.70685187704115,False,go_short,28.95240000000018,29.351428571428603
45,TRB/USDT:USDT,2022-07-30 22:00:00+00:00,first_buy,long-exit-profit,31.95,32.07,29.520961488223872,28.85227025651958,30.17,0,30.67,537307.3,0,False,29.888000000000194,29.631428571428597,29.03680000000018,20.73828528,0.3377497181657599,0,go_short,go_short,go_short,go_short,go_long,go_long,0,40.50600000000027,41.33,go_long,go_long,41.58,40.74,go_short,40.30578526705295,132731.9,go_short,0,0,40.75,go_short,39.886226380888615,False,go_short,39.92640000000019,40.378571428571625
48,TRB/USDT:USDT,2022-11-09 18:15:00+00:00,first_buy,long-exit-profit,11.04,11.06,11.203597049007904,11.416103917911803,10.61,1,10.61,102669.5,0,False,11.050000000000253,11.134285714286246,11.504000000000074,20.20592451,0.3334611750624239,1,go_short,go_short,go_short,go_short,go_long,go_long,0,13.668000000000282,14.24,go_long,go_long,14.68,14.05,go_short,13.422280018618434,491497.6,go_short,0,0,14.11,go_short,13.088694707647301,False,go_short,12.978400000000093,13.491428571429095
49,TRB/USDT:USDT,2022-11-30 01:45:00+00:00,first_buy,long-exit-profit,14.77,14.99,14.829049267520608,14.797390630920205,14.76,0,14.98,34331.5,0,False,14.914000000000282,14.884285714286232,14.753600000000093,19.73355775,0.3290027354154524,0,go_short,go_short,go_short,go_short,go_long,go_long,0,19.99600000000023,20.42,go_long,go_long,20.55,20.11,go_short,19.9683691099148,75107.3,go_short,0,0,20.12,go_short,19.819076318715943,False,go_short,19.776800000000122,19.960000000000473
18,INJ/USDT:USDT,2023-10-25 03:15:00+00:00,first_buy,long-exit-profit,11.821,11.875,11.834087691966864,11.828165694431233,11.77,1,11.87,132570.2,0,False,11.81500000000003,11.865000000000114,11.798199999999978,19.65032689,0.3242759996994597,0,go_long,go_long,go_short,go_short,go_long,go_long,0,15.593800000000087,15.795,go_long,go_long,15.844,15.563,go_long,15.609367036564608,211636.8,go_long,0,0,15.67,go_short,15.542838356345218,False,go_short,15.568399999999974,15.59628571428581
37,TRB/USDT:USDT,2022-05-12 14:45:00+00:00,first_buy,long-exit-profit,8.18,8.3,8.164354332926118,8.192448093742032,8.15,0,8.21,41931.5,0,False,8.162000000000145,8.215714285714286,8.079600000000175,22.00452722,0.3613885821550055,0,go_short,go_short,go_short,go_short,go_long,go_long,0,10.460000000000148,11.19,go_long,go_long,11.32,10.86,go_short,10.047493634856107,50737.5,go_short,0,0,10.86,go_short,9.44670412816735,False,go_short,9.198800000000174,10.282857142857143
54,TRB/USDT:USDT,2023-07-01 07:15:00+00:00,first_buy,long-exit-profit,11.03,11.05,11.03176779393608,11.035340839418268,11.0,0,11.03,16247.3,0,False,11.014000000000348,11.011428571429155,11.095600000000081,19.69990612,0.32440824023911474,0,go_short,go_short,go_short,go_short,go_long,go_long,0,14.530000000000323,14.77,go_long,go_long,14.89,14.5,go_short,14.264802236929436,817658.8,go_short,0,0,14.65,go_short,13.777475203119577,False,go_short,13.715200000000081,14.418571428572037
55,TRB/USDT:USDT,2023-09-10 04:15:00+00:00,first_buy,long-exit-profit,22.345,22.372,21.994311718736853,21.900047352691157,22.118,1,22.167,341045.9,1,False,22.20940000000034,22.096571428572055,21.939520000000087,19.70586994,0.3289649507750933,0,go_short,go_short,go_short,go_short,go_long,go_long,0,26.42840000000036,26.692,go_long,go_long,26.836,26.316,go_short,26.26400119832233,349213.1,go_short,0,0,26.474,go_short,26.02400733456242,False,go_short,26.000720000000047,26.351571428572047
56,TRB/USDT:USDT,2023-10-06 18:30:00+00:00,first_buy,long-exit-profit,53.833,53.94,51.92903221708434,49.664800310078384,53.035,1,53.862,427662.5,0,False,53.7514000000004,53.19028571428636,48.788799999999995,19.65521672,0.33143689531834786,0,go_short,go_short,go_short,go_short,go_long,go_long,0,69.89740000000053,71.805,go_long,go_long,72.4,69.73,go_short,69.06508798878657,652779.5,go_short,0,0,70.017,go_short,67.54227166256132,False,go_short,67.64811999999999,69.41571428571498
57,TRB/USDT:USDT,2023-10-20 23:00:00+00:00,first_buy,long-exit-profit,72.769,72.941,71.86135410167458,71.16642663936533,72.5,0,72.74,70369.3,0,False,72.35040000000056,72.13828571428638,71.19527999999997,19.63634221,0.3371730059215449,0,go_short,go_short,go_short,go_short,go_long,go_long,0,94.13160000000047,95.527,go_long,go_long,96.665,94.01,go_short,93.13922684504323,176810.7,go_short,0,0,94.55,go_short,92.01562900919289,False,go_short,91.59632000000003,94.05628571428635
58,TRB/USDT:USDT,2023-10-27 21:00:00+00:00,first_buy,long-exit-profit,102.906,103.687,103.54920902728743,104.9343779877383,102.502,0,103.49,67573.4,0,False,103.56720000000084,103.38371428571497,105.23852000000001,17.12795854,0.33067954453724924,0,go_short,go_short,go_short,go_short,go_long,go_long,0,131.3862000000011,132.523,go_long,go_long,132.7,131.529,go_short,130.49221981553788,95973.1,go_short,0,0,131.569,go_short,129.74888789848762,False,go_short,129.38239999999993,130.9518571428581
387,SUSHI/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,long-exit-profit,0.9474,0.9623,0.9952568590407215,1.0346256383222068,0.7358,1,0.8357,12108214.0,0,False,0.9719599999998346,0.9913000000000805,1.0494600000001166,19.81176995,0.3244262126578813,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,0,1.1010399999998328,1.1152,go_long,go_long,1.1166,1.1015,go_short,1.093064248141916,1167664.0,do_nothing,0,0,1.1037,do_nothing,1.0818477138112037,False,do_nothing,1.0831240000001177,1.0946714285715113
