,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),mean-grad-hist (exit),sma-05 (exit),close (exit),long-bid-rl (exit),short-bid-rl (exit),high (exit),low (exit),long-small-rl (exit),ema-26 (exit),volume (exit),short-small-rl (exit),long_jcrosk (exit),sma-compare (exit),open (exit),short-large-rl (exit),ema-12 (exit),short_kdj (exit),long-large-rl (exit),sma-25 (exit),sma-07 (exit)
300,APE/USDT:USDT,2022-08-05 12:30:00+00:00,first_buy,stop_loss,7.644,7.657,7.574198714256031,7.541184813470259,7.606,1,7.641,737006.0,1,False,7.616599999999982,7.59128571428567,7.524840000000028,-16.96216617,-0.2772088232733109,0,go_long,go_short,go_short,go_short,go_long,go_long,1,6.122199999999975,6.068,go_long,go_long,6.145,6.067,go_long,6.132555089652793,603340.0,go_short,0,1,6.106,go_short,6.160599400976244,False,go_short,6.150920000000027,6.129428571428535
316,APE/USDT:USDT,2024-06-14 16:15:00+00:00,first_buy,stop_loss,1.0519,1.0525,1.054988313756033,1.0649390867317197,1.0,1,1.0188,5541071.0,0,False,1.0473199999999725,1.050057142857121,1.0689200000000272,-16.89728823,-0.27614853785790183,1,go_long,go_short,go_short,go_short,go_long,go_long,1,0.7815599999999733,0.7692,go_long,go_long,0.7737,0.7653000000000001,go_long,0.7911462188704941,1032035.0,go_short,0,1,0.7694000000000001,go_short,0.7995462560437557,False,go_short,0.8022000000000277,0.7878714285714067
317,APE/USDT:USDT,2024-07-05 00:15:00+00:00,first_buy,stop_loss,0.7692,0.7697,0.7826929544288797,0.7948539407812553,0.73,1,0.7362000000000001,6982638.0,0,False,0.7695599999999733,0.7779571428571209,0.7991760000000276,-16.78349667,-0.27435664057932024,1,go_long,go_short,go_short,go_short,go_long,go_long,1,0.5974799999999746,0.579,go_long,go_long,0.5975,0.5709000000000001,go_long,0.6031036616055399,5950427.0,go_short,0,1,0.5911000000000001,go_short,0.6077765008481535,False,go_short,0.6112240000000259,0.6012714285714081
324,COTI/USDT:USDT,2021-03-10 13:45:00+00:00,first_buy,stop_loss,0.44017000000000006,0.45783,0.443675331464238,0.43715754985754984,0.4378,0,0.44655000000000006,2480597.0,0,False,0.4416479999999998,0.44353428571428577,0.43857680000000004,-17.39196023,-0.2840035674045319,0,go_long,go_long,go_short,go_short,go_long,go_long,1,0.3321299999999989,0.32984,go_long,go_long,0.33871,0.32619000000000004,go_long,0.33508986414172615,1541794.0,go_long,0,1,0.33223,go_short,0.3384758246540252,False,go_short,0.33667400000000003,0.3353357142857142
305,APE/USDT:USDT,2023-01-14 02:00:00+00:00,first_buy,stop_loss,5.133,5.235,5.05740552464562,4.980229371668605,5.129,0,5.18,1212118.0,0,False,5.128599999999915,5.097428571428553,4.960160000000013,-9.74894066,-0.17092315652055912,0,go_long,go_short,go_short,go_short,go_long,go_long,1,3.9465999999999832,3.8890000000000002,go_long,go_long,3.934,3.879,go_long,3.9697607291041326,742617.0,go_short,0,1,3.925,go_short,3.995269679415864,False,go_short,4.017000000000015,3.9631428571428304
301,APE/USDT:USDT,2022-08-18 23:30:00+00:00,first_buy,stop_loss,6.068,6.078,6.082777383552363,6.134555000903929,5.51,1,5.809,6027193.0,0,False,6.057599999999976,6.08214285714282,6.132560000000027,-15.840959,-0.2724244080931979,1,go_long,go_short,go_short,go_short,go_long,go_long,1,4.277399999999977,4.253,go_long,go_long,4.282,4.236,go_long,4.291431162969224,365792.0,go_short,0,1,4.272,go_short,4.337828219154919,False,go_short,4.323920000000026,4.2808571428571165
431,IOTA/USDT:USDT,2024-01-26 01:30:00+00:00,second_buy,stop_loss,0.2554,0.2597,0.24955701266003338,0.24602468911356798,0.2541,0,0.2571,30280792.1,0,False,0.25387999999998756,0.2517714285714125,0.24426800000000132,-15.34925942,-0.250458857789095,0,do_nothing,go_long,do_nothing,do_nothing,go_long,go_long,0,0.32465999999998674,0.32630000000000003,go_long,go_long,0.3271,0.3246,do_nothing,0.3241054028534964,1216157.1,go_long,0,0,0.3255,do_nothing,0.3227765588312925,False,do_nothing,0.32230800000000115,0.32488571428569785
427,IOTA/USDT:USDT,2023-07-27 05:15:00+00:00,second_buy,stop_loss,0.17450000000000002,0.1752,0.17419054399193376,0.17383617248478914,0.17450000000000002,0,0.17500000000000002,550224.1,1,False,0.17459999999999024,0.174414285714273,0.17365600000000325,-15.65000698,-0.255401225231753,0,do_nothing,go_long,do_nothing,do_nothing,go_long,go_long,0,0.20105999999998997,0.22010000000000002,go_long,go_long,0.2204,0.21080000000000002,do_nothing,0.19146769079159207,154924766.3,go_long,0,0,0.2124,do_nothing,0.18337388557841225,False,do_nothing,0.1800040000000014,0.19319999999998502
306,APE/USDT:USDT,2023-03-19 23:30:00+00:00,first_buy,stop_loss,4.327,4.346,4.332182208378042,4.338561458148053,4.316,0,4.341,279534.0,0,False,4.327999999999987,4.321571428571404,4.348400000000018,-15.1930732,-0.24968571600801648,0,go_long,go_short,go_short,go_short,go_long,go_long,0,3.1929999999999823,3.179,go_long,go_long,3.192,3.174,go_long,3.2021133053506854,402240.0,go_short,0,1,3.187,go_short,3.2184566101453185,False,go_short,3.2224400000000144,3.1988571428571317
309,APE/USDT:USDT,2023-08-17 21:30:00+00:00,first_buy,stop_loss,1.741,1.744,1.7654999196160985,1.7757527368613426,1.72,1,1.722,6101485.0,1,False,1.7583999999999729,1.7627142857142541,1.7818400000000114,-16.13658417,-0.2674707766101494,1,go_long,go_short,go_short,go_short,go_long,go_long,1,1.3087999999999749,1.301,go_long,go_long,1.308,1.293,go_long,1.3087700357832466,1741710.0,go_short,1,0,1.308,go_short,1.3128306652239696,False,go_short,1.3140000000000105,1.3085714285713992
312,APE/USDT:USDT,2024-02-26 07:15:00+00:00,first_buy,stop_loss,1.9975,2.0883,1.9011145030010579,1.8700623950288602,1.9914,0,2.0069,8150138.0,1,False,1.9311799999999644,1.9176428571428297,1.8556600000000136,-20.06578498,-0.3329801704416744,0,go_long,go_short,go_short,go_short,go_long,go_long,1,1.512959999999962,1.5105,go_long,go_long,1.5182,1.5035,go_long,1.5258949697604798,934386.0,go_short,0,1,1.5146000000000002,go_short,1.5504223774979655,False,go_short,1.555224000000019,1.5171428571428376
313,APE/USDT:USDT,2024-04-12 17:30:00+00:00,first_buy,stop_loss,1.5104000000000002,1.5105,1.506403435951175,1.5392207199055237,1.3229,1,1.3992,8474335.0,0,False,1.491179999999962,1.4984428571428374,1.546312000000019,-16.6236152,-0.2766940054683684,1,go_long,go_short,go_short,go_short,go_long,go_long,1,1.1907999999999626,1.1196,go_long,go_long,1.1888,1.07,go_long,1.2019547780542044,9858511.0,go_short,0,1,1.1881,go_short,1.2317886001008609,False,go_short,1.2445000000000201,1.1966142857142654
438,IOTA/USDT:USDT,2024-08-05 01:30:00+00:00,second_buy,stop_loss,0.11460000000000001,0.1179,0.12353503363892028,0.12646627890773982,0.1125,1,0.11560000000000001,14938219.2,0,False,0.1205599999999861,0.12244285714284173,0.12820400000000215,-16.70254494,-0.2725486770896813,1,do_nothing,go_long,do_nothing,do_nothing,go_long,go_long,0,0.14565999999998633,0.1471,go_long,go_long,0.14730000000000001,0.145,do_nothing,0.14488413096705682,2588271.0,go_long,0,0,0.1458,do_nothing,0.1438397808778311,False,do_nothing,0.1435680000000022,0.1453285714285559
430,IOTA/USDT:USDT,2024-01-23 09:30:00+00:00,second_buy,stop_loss,0.20650000000000002,0.2084,0.21137729912982728,0.21372245682223875,0.201,1,0.20140000000000002,6885457.6,0,False,0.2084799999999877,0.21024285714284088,0.21525600000000134,-17.32374718,-0.282720076891583,1,do_nothing,go_long,do_nothing,do_nothing,go_long,go_long,0,0.25237999999998756,0.2553,go_long,go_long,0.2555,0.2501,do_nothing,0.2481855604164031,14714787.3,go_long,0,0,0.25070000000000003,do_nothing,0.24513866424265343,False,do_nothing,0.24356400000000128,0.24951428571426967
434,IOTA/USDT:USDT,2024-03-19 07:30:00+00:00,second_buy,stop_loss,0.2783,0.2854,0.28823362098852134,0.2930765015774577,0.27490000000000003,0,0.2854,4906591.5,0,False,0.28519999999998563,0.28699999999998377,0.2923320000000017,-16.83266435,-0.27472424657129135,1,do_nothing,go_long,do_nothing,do_nothing,go_long,go_long,1,0.3599799999999863,0.3609,go_long,go_long,0.3635,0.3598,do_nothing,0.3554347308655295,1696050.9,go_long,0,0,0.3613,do_nothing,0.3507123164811827,False,do_nothing,0.34961600000000204,0.35811428571426956
428,IOTA/USDT:USDT,2023-11-29 13:15:00+00:00,second_buy,stop_loss,0.2202,0.2366,0.1975341999005779,0.18689433849852985,0.21930000000000002,0,0.23090000000000002,309757631.2,1,False,0.21239999999998999,0.20138571428569935,0.18226000000000142,-18.18732518,-0.29685976545926085,0,do_nothing,go_long,do_nothing,do_nothing,go_long,go_long,0,0.2818199999999901,0.28340000000000004,go_long,go_long,0.2848,0.2803,do_nothing,0.2786845998017142,22456183.2,go_long,0,0,0.28390000000000004,do_nothing,0.2742487780020251,False,do_nothing,0.2738440000000015,0.28044285714284195
441,IOTA/USDT:USDT,2024-11-10 05:30:00+00:00,second_buy,stop_loss,0.12810000000000002,0.1291,0.1269820597342453,0.12570181614541748,0.128,0,0.12890000000000001,1407979.9,0,False,0.12789999999998788,0.12755714285712674,0.12545200000000228,-16.86036342,-0.27510912697678436,0,do_nothing,go_long,do_nothing,do_nothing,go_long,go_long,0,0.16241999999998785,0.1637,go_long,go_long,0.16390000000000002,0.1628,do_nothing,0.16192018654029272,1540556.1,go_long,0,0,0.1631,do_nothing,0.16056775733712567,False,do_nothing,0.1608920000000024,0.16204285714284117
321,APE/USDT:USDT,2024-10-20 08:45:00+00:00,first_buy,stop_loss,1.3147,1.3485,1.2469459291233171,1.1590043163244907,1.2821,0,1.3305,44174736.0,0,False,1.2810799999999805,1.2726571428571236,1.1521240000000266,-16.740157,-0.2732247885300774,0,go_long,go_short,go_short,go_short,go_long,go_long,1,0.9804199999999813,0.9713,go_long,go_long,0.9863000000000001,0.971,go_long,0.9839147680938855,4229511.0,go_short,0,1,0.9836,go_short,0.9886394342829906,False,go_short,0.9874240000000262,0.9825285714285517
302,APE/USDT:USDT,2022-09-09 13:45:00+00:00,first_buy,stop_loss,5.154,5.191,5.188827183725733,5.140852042599487,5.154,1,5.158,745167.0,0,False,5.186599999999968,5.196285714285684,5.203280000000028,-16.02652654,-0.28223801759261063,1,go_long,go_short,go_short,go_short,go_long,go_long,1,3.9865999999999233,3.95,go_long,go_long,4.014,3.926,go_long,4.128174848466925,1535071.0,go_short,1,1,3.941,go_short,4.209898770220491,False,go_short,4.24352000000002,4.06071428571427
432,IOTA/USDT:USDT,2024-03-02 18:00:00+00:00,second_buy,stop_loss,0.32630000000000003,0.3279,0.3243199562606508,0.32297829521415977,0.3252,0,0.3255,1141508.3,0,False,0.3253799999999868,0.32477142857141217,0.3225720000000012,-15.82998228,-0.25839437135923676,0,do_nothing,go_long,do_nothing,do_nothing,go_long,go_long,0,0.40467999999998644,0.4092,go_long,go_long,0.4103,0.4051,do_nothing,0.4007240265638941,3603342.9,go_long,0,0,0.40540000000000004,do_nothing,0.3959190090257543,False,do_nothing,0.39362000000000164,0.40398571428569763
386,SUSHI/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,stop_loss,1.2376,1.2392,1.2604795155919715,1.3036815820953112,0.9895,1,1.0735000000000001,11522455.0,0,False,1.2192999999998344,1.245071428571509,1.3176360000001162,-16.96799955,-0.276741872153139,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,1.0139199999998347,0.9468000000000001,go_long,go_long,1.0151,0.88,go_short,1.0242671970481254,8333078.0,do_nothing,0,1,1.015,do_nothing,1.0505396893879833,False,do_nothing,1.0604200000001167,1.019828571428652
327,COTI/USDT:USDT,2021-05-19 13:00:00+00:00,first_buy,stop_loss,0.2316,0.23897000000000002,0.27063214740162406,0.2954542797038545,0.1578,1,0.18002,14247485.0,0,False,0.251309999999998,0.259501428571428,0.304014800000001,-16.96248386,-0.2764348350934387,1,go_long,go_long,go_short,go_short,go_long,go_long,1,0.225235999999998,0.15111000000000002,go_long,go_long,0.21616000000000002,0.13425,go_long,0.2522441247244511,4128237.0,go_long,0,1,0.1819,go_short,0.28476211083690234,False,go_short,0.297101200000001,0.24103142857142804
403,YFI/USDT:USDT,2022-10-14 02:45:00+00:00,first_buy,stop_loss,7911.0,7927.0,7844.677531445861,7786.051558448482,7902.0,1,7906.0,32.492,0,False,7925.799999999954,7883.285714285681,7782.44000000001,-15.50732921,-0.2799999525127851,0,go_long,go_long,go_short,go_short,go_long,go_long,1,5941.799999999954,5812.0,go_long,go_long,5956.0,5759.0,go_long,5969.029199760415,161.145,go_long,0,1,5952.0,go_short,6042.397862789077,False,go_short,6039.44000000001,5974.142857142824
364,SUSHI/USDT:USDT,2021-04-18 03:30:00+00:00,first_buy,stop_loss,14.5485,14.5733,14.834155083578773,15.358933229633983,11.9067,1,12.9032,1638051.0,0,False,14.4346199999999,14.645971428571485,15.62364800000003,-14.2826328,-0.27644797136322563,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,14.4346199999999,12.9032,go_long,go_long,14.5733,11.9067,go_short,14.834155083578773,1638051.0,do_nothing,0,1,14.5485,do_nothing,15.358933229633983,False,do_nothing,15.62364800000003,14.645971428571485
402,YFI/USDT:USDT,2022-09-13 11:30:00+00:00,first_buy,stop_loss,10035.0,10151.0,9969.6657962999,9916.722336605268,10035.0,0,10121.0,86.602,0,False,10001.999999999953,9967.714285714252,9921.28000000001,-16.74374182,-0.27545062749390387,0,go_long,go_long,go_short,go_short,go_long,go_long,1,7513.599999999953,7355.0,go_long,go_long,7528.0,7350.0,go_long,7539.045640926763,158.419,go_long,0,1,7516.0,go_short,7607.8797040217005,False,go_short,7619.32000000001,7534.8571428571095
365,SUSHI/USDT:USDT,2021-04-18 03:45:00+00:00,first_buy,stop_loss,12.9033,12.9601,14.308069686105116,15.066760397809244,8.2916,1,11.4146,4186398.0,0,False,13.7078999999999,14.102142857142914,15.422268000000031,-18.27149486,-0.3198227115865929,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,16.86939999999985,14.773,go_long,go_long,17.095,14.725999999999999,go_short,17.58769500104726,1369197.0,do_nothing,1,1,17.095,do_nothing,18.416748601312445,False,do_nothing,18.814560000000018,17.045571428571513
366,SUSHI/USDT:USDT,2021-05-19 13:00:00+00:00,first_buy,stop_loss,14.811,15.606,16.002049616270757,17.59187833454856,5.829,1,7.281,6198546.0,0,False,14.86379999999985,15.490571428571513,18.329520000000016,-25.65532345,-0.4403122209360183,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,6.260599999999888,5.643,go_long,go_long,6.422,5.391,go_short,6.408807962211918,3617859.0,do_nothing,1,1,6.343,do_nothing,6.595105079995629,False,do_nothing,6.640320000000087,6.349285714285821
367,SUSHI/USDT:USDT,2021-12-04 05:15:00+00:00,first_buy,stop_loss,5.643,5.694,6.195145198794699,6.478430629625582,4.944,1,5.02,6553246.0,0,False,5.994999999999888,6.126857142857249,6.567400000000088,-17.98301291,-0.29828398522510896,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,3.6985999999998405,3.653,go_long,go_long,3.7119999999999997,3.645,go_short,3.726657434935395,823675.0,do_nothing,0,1,3.7,do_nothing,3.762993427698943,False,do_nothing,3.7741200000001154,3.7082857142857852
368,SUSHI/USDT:USDT,2022-02-21 21:45:00+00:00,first_buy,stop_loss,3.548,3.552,3.534556292246573,3.5569757249642056,3.499,1,3.508,362853.0,1,False,3.5365999999998357,3.5317142857143575,3.564360000000117,-17.22295163,-0.2885127420369556,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,2.593199999999844,2.556,go_long,go_long,2.582,2.551,go_short,2.6079118840707016,954383.0,do_nothing,0,1,2.582,do_nothing,2.6354389946735655,False,do_nothing,2.64740000000013,2.5978571428572335
400,YFI/USDT:USDT,2022-07-30 17:45:00+00:00,first_buy,stop_loss,13400.0,13593.0,12160.488207753864,11869.69848046753,12934.0,0,13044.0,1453.391,1,False,12431.999999999953,12231.85714285711,11760.080000000009,-14.49546319,-0.2775410573403904,0,go_long,go_long,go_short,go_short,go_long,go_long,1,9821.199999999953,9776.0,go_long,go_long,9852.0,9766.0,go_long,9818.033254572701,122.802,go_long,1,0,9850.0,go_short,9951.869730605666,False,go_short,9818.20000000001,9820.85714285711
369,SUSHI/USDT:USDT,2022-05-01 23:00:00+00:00,first_buy,stop_loss,2.357,2.367,2.354898171543952,2.3550197965161237,2.35,0,2.363,250246.0,1,False,2.360399999999845,2.3567142857143724,2.361360000000128,-16.39330849,-0.27710544092117695,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,1.8137999999998495,1.774,go_long,go_long,1.824,1.766,go_short,1.825119770257613,1213106.0,do_nothing,0,1,1.808,do_nothing,1.8442697166454578,False,do_nothing,1.8259200000001243,1.8251428571429378
397,YFI/USDT:USDT,2022-05-29 19:30:00+00:00,first_buy,stop_loss,7403.0,7414.0,7453.429168750732,7478.376819059236,7381.0,0,7404.0,50.15,0,False,7423.399999999953,7433.285714285681,7500.680000000009,-16.13889715,-0.27219702822164327,1,go_long,go_long,go_short,go_short,go_long,go_long,0,5541.199999999953,5436.0,go_long,go_long,5522.0,5428.0,go_long,5691.016139021343,130.222,go_long,0,1,5521.0,go_short,5880.403454357899,False,go_short,5952.720000000009,5574.142857142824
372,SUSHI/USDT:USDT,2022-05-26 08:15:00+00:00,first_buy,stop_loss,1.573,1.573,1.5725060600451035,1.6019405428199038,1.55,0,1.552,649323.0,0,False,1.556799999999848,1.5565714285715084,1.614360000000126,-16.71579821,-0.2758904822708352,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,1.196799999999849,1.193,go_long,go_long,1.194,1.18,go_short,1.200905937959708,644534.0,do_nothing,0,1,1.184,do_nothing,1.2076707550195622,False,do_nothing,1.2070400000001253,1.2015714285715025
363,SUSHI/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,stop_loss,17.8444,17.8444,17.581676010734792,17.48985698005698,17.564,0,17.5973,230827.0,0,False,17.73536,17.69168571428572,17.441784,-20.56995405,-0.389146837505272,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,14.879439999999898,14.5473,go_long,go_long,14.9053,14.4365,go_short,15.185237826047642,312695.0,do_nothing,1,1,14.770199999999999,do_nothing,15.555391888004703,False,do_nothing,15.764504000000029,15.009771428571485
396,YFI/USDT:USDT,2022-05-09 16:45:00+00:00,first_buy,stop_loss,14440.0,14460.0,14476.544164665747,14709.466853951653,13117.0,1,13186.0,250.929,0,False,14289.999999999953,14430.999999999967,14734.60000000001,-14.49659913,-0.27455291220495587,1,go_long,go_long,go_short,go_short,go_long,go_long,1,10007.999999999953,9727.0,go_long,go_long,10085.0,9720.0,go_long,10240.80857077347,111.705,go_long,0,1,10039.0,go_short,10708.111133773982,False,go_short,10811.28000000001,10041.428571428538
394,YFI/USDT:USDT,2021-05-23 16:45:00+00:00,first_buy,stop_loss,24761.2,25182.1,27370.254181259825,29097.13301459996,23816.2,1,24326.7,315.931,0,False,26442.899999999896,27081.514285714282,29115.98399999996,-18.72114956,-0.38397389961499057,1,go_long,go_long,go_short,go_short,go_long,go_long,1,25580.999999999953,23612.0,go_long,go_long,25319.0,23186.0,go_long,25961.768547912998,234.662,go_long,0,1,25208.0,go_short,26578.10575919262,False,go_short,26756.48000000001,25803.571428571395
393,YFI/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,stop_loss,33259.6,33268.7,33100.09904707785,32962.64700854701,32964.5,0,33231.6,14.205,0,False,33272.72000000003,33220.64285714286,32921.668,-15.29862969,-0.45975045178810214,0,go_long,go_long,go_short,go_short,go_long,go_long,1,27360.459999999894,24698.3,go_long,go_long,27116.3,24389.7,go_long,27923.627668761612,479.282,go_long,0,1,26937.4,go_short,29478.767655767955,False,go_short,29427.327999999965,27737.55714285714
374,SUSHI/USDT:USDT,2022-07-18 16:15:00+00:00,first_buy,stop_loss,1.57,1.573,1.553887383741522,1.5481560508066885,1.54,1,1.548,826298.0,1,False,1.5579999999998493,1.5552857142857863,1.554080000000126,-16.78404006,-0.27791213410924015,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,1.1533999999998403,1.129,go_long,go_long,1.147,1.125,go_short,1.1590685254549158,1805837.0,do_nothing,0,1,1.146,do_nothing,1.164754154503378,False,do_nothing,1.1644000000001167,1.1604285714286449
376,SUSHI/USDT:USDT,2022-10-29 20:30:00+00:00,first_buy,stop_loss,1.79,1.795,1.7955044542601692,1.7833318579700452,1.78,1,1.7850000000000001,831935.0,0,False,1.7905999999998357,1.7964285714286465,1.7874800000001125,-16.89069472,-0.27803296917286036,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,1.4403999999998345,1.3820000000000001,go_long,go_long,1.437,1.3679999999999999,go_short,1.5410037589959538,6375679.0,do_nothing,1,1,1.413,do_nothing,1.5903571757070976,False,do_nothing,1.6126000000001144,1.4982857142857875
377,SUSHI/USDT:USDT,2023-01-24 17:45:00+00:00,first_buy,stop_loss,1.335,1.335,1.3428570632506036,1.346960891169961,1.325,1,1.328,409231.0,0,False,1.3381999999998244,1.3428571428572196,1.3466400000001142,-18.55295001,-0.30363381924585686,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,0.9891999999998313,0.982,go_long,go_long,0.991,0.982,go_short,0.9914753163896376,635501.0,do_nothing,0,1,0.989,do_nothing,0.9942371123495924,False,do_nothing,0.995280000000119,0.9898571428572189
378,SUSHI/USDT:USDT,2023-05-11 17:15:00+00:00,first_buy,stop_loss,0.882,0.884,0.8843539822694535,0.887300333697752,0.877,1,0.878,592879.0,1,False,0.8825999999998315,0.8837142857143616,0.8883200000001188,-17.11887053,-0.28261313703235275,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,0.7138999999998334,0.7113,go_long,go_long,0.7131000000000001,0.707,go_short,0.721292872750573,1494051.0,do_nothing,0,1,0.7105,do_nothing,0.7301734314484647,False,do_nothing,0.7341240000001195,0.7151571428572192
389,SUSHI/USDT:USDT,2024-06-18 01:45:00+00:00,first_buy,stop_loss,0.8461000000000001,0.8465,0.8594533663394204,0.8756781838380296,0.76,1,0.7764000000000001,2943089.0,1,False,0.8451199999998336,0.8543714285715067,0.8830600000001199,-17.44639048,-0.2845972214354078,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,0,0.5700799999998316,0.5674,go_long,go_long,0.5701,0.5651,go_short,0.5759173782630737,268812.0,do_nothing,0,1,0.5666,do_nothing,0.5832463536114421,False,do_nothing,0.5867960000001196,0.5713000000000797
381,SUSHI/USDT:USDT,2023-12-05 01:00:00+00:00,first_buy,stop_loss,1.4496,1.4678,1.4229421036607326,1.4053814704957754,1.4433,0,1.4638,1870672.0,0,False,1.4371799999998307,1.431285714285791,1.400684000000119,-17.84255354,-0.2969194667393301,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,1.279699999999829,1.2555,go_long,go_long,1.2812000000000001,1.2438,go_short,1.2902774542553412,3725026.0,do_nothing,0,1,1.2799,do_nothing,1.2990058940995712,False,do_nothing,1.30510400000012,1.2866714285715106
388,SUSHI/USDT:USDT,2024-05-09 21:30:00+00:00,first_buy,stop_loss,1.1151,1.1151,1.0951774407354673,1.0836960313066701,1.1068,1,1.1068,524260.0,1,False,1.1048799999998327,1.0987571428572258,1.0847960000001176,-17.5245637,-0.2875949772210902,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,0.8648799999998336,0.846,go_long,go_long,0.8675,0.8220000000000001,go_short,0.8745539784011331,1601870.0,do_nothing,0,1,0.8668,do_nothing,0.883620438545072,False,do_nothing,0.88850800000012,0.8699571428572211
384,SUSHI/USDT:USDT,2024-03-06 12:45:00+00:00,first_buy,stop_loss,2.0724,2.1537,1.9738802007689031,1.915297508884132,2.054,0,2.0586,8516587.0,1,False,2.0036999999998297,1.9899285714286505,1.9164080000001185,-17.54873634,-0.2937150495556066,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,1.5342399999998348,1.5192999999999999,go_long,go_long,1.5345,1.5190000000000001,go_short,1.5403211941459858,188917.0,do_nothing,0,1,1.5328,do_nothing,1.5509878844003349,False,do_nothing,1.5544640000001175,1.5393571428572244
385,SUSHI/USDT:USDT,2024-04-05 05:30:00+00:00,first_buy,stop_loss,1.5192999999999999,1.5205000000000002,1.5349179335081418,1.5475961892595693,1.4919,1,1.5051999999999999,880439.0,0,False,1.525239999999835,1.5328000000000817,1.5518280000001174,-16.82387367,-0.2791500565273154,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1,1.2616599999998344,1.2375,go_long,go_long,1.2545,1.2282,go_short,1.294475791154148,1051759.0,do_nothing,0,1,1.2541,do_nothing,1.3220961086629361,False,do_nothing,1.329276000000116,1.2828571428572233
395,YFI/USDT:USDT,2021-12-04 05:30:00+00:00,first_buy,stop_loss,23599.0,23847.0,24809.188771310997,25977.50533258576,17375.0,1,18470.0,488.448,0,False,23967.599999999955,24646.28571428568,26395.08000000001,-16.64890597,-0.3001348653151382,1,go_long,go_long,go_short,go_short,go_long,go_long,1,14592.799999999954,14439.0,go_long,go_long,14602.0,14407.0,go_long,14711.188558241338,38.235,go_long,1,1,14548.0,go_short,14831.344202267786,False,go_short,14805.76000000001,14660.714285714252
405,YFI/USDT:USDT,2023-02-24 01:30:00+00:00,first_buy,stop_loss,9734.0,9845.0,9576.143865132804,9512.805799307574,9686.0,0,9843.0,307.653,0,False,9645.199999999953,9617.142857142824,9496.68000000001,-16.52005979,-0.27944658189857824,0,go_long,go_long,go_short,go_short,go_long,go_long,1,7374.799999999954,7313.0,go_long,go_long,7328.0,7244.0,go_long,7440.105617394435,306.002,go_long,0,1,7322.0,go_short,7523.976232637841,False,go_short,7573.680000000009,7410.8571428571095
406,YFI/USDT:USDT,2023-04-03 22:30:00+00:00,first_buy,stop_loss,8367.0,8409.0,8393.48833351989,8431.420520076801,8362.0,0,8398.0,51.037,0,False,8359.199999999953,8344.714285714252,8453.84000000001,-17.16143824,-0.29160433973523964,0,go_long,go_long,go_short,go_short,go_long,go_long,1,6359.799999999954,6277.0,go_long,go_long,6284.0,6237.0,go_long,6379.942971410632,106.709,go_long,0,1,6269.0,go_short,6403.354703087595,False,go_short,6410.5200000000095,6379.8571428571095
359,COTI/USDT:USDT,2024-09-13 20:30:00+00:00,first_buy,stop_loss,0.11393,0.11734000000000001,0.10920866647132738,0.10582309182256945,0.11349000000000001,0,0.11622,68601878.0,0,False,0.11167199999999308,0.11112142857143407,0.10420720000000153,-17.72284237,-0.28907318732298964,0,go_long,go_long,go_short,go_short,go_long,go_long,1,0.0858699999999928,0.08556000000000001,go_long,go_long,0.08637,0.08556000000000001,go_long,0.08610504816755692,615260.0,go_long,0,1,0.08594,go_short,0.08636611124542898,False,go_short,0.08652480000000148,0.08595714285714821
