,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),ema-12 (exit),mean-grad-hist (exit),sma-compare (exit),sma-07 (exit),low (exit),short_kdj (exit),sma-05 (exit),volume (exit),sma-25 (exit),long-large-rl (exit),open (exit),close (exit),ema-26 (exit),high (exit),short-large-rl (exit),long_jcrosk (exit),short-small-rl (exit),long-small-rl (exit)
43,UNI/USDT:USDT,2024-03-06 07:00:00+00:00,first_buy,stop_loss,14.691,14.828,14.295170190373963,13.829460802388523,14.625,1,14.807,518478.0,0,False,14.581399999999865,14.534714285714534,13.620079999999998,-24.8197206,-0.41863520082267974,0,go_long,go_long,go_long,go_long,9.207140487057435,1,1,9.106428571428864,9.011,False,9.079399999999978,918773.0,9.198080000000003,go_long,9.037,9.09,9.141432384765757,9.109,go_long,0,go_long,go_long
42,UNI/USDT:USDT,2022-07-28 20:45:00+00:00,first_buy,stop_loss,9.593,9.85,9.385883428665338,9.18156088464631,9.572,0,9.592,728345.0,0,False,9.47359999999993,9.427714285714359,9.23844000000001,-23.03258598,-0.3996383285326595,0,go_long,go_long,go_long,go_long,5.951510733789418,1,1,5.912714285714371,5.861,False,5.895399999999908,86755.0,5.968600000000008,go_long,5.896,5.87,5.926222431043432,5.898,go_long,1,go_long,go_long
40,UNI/USDT:USDT,2022-05-02 08:45:00+00:00,first_buy,stop_loss,6.941,6.944,7.004811647300576,7.02682334820511,6.89,1,6.938,151473.0,0,False,6.980399999999892,6.9952857142858065,7.029920000000003,-21.94837654,-0.39509964844151096,1,go_long,go_long,go_long,go_long,4.774586845395564,1,1,4.5478571428572385,4.307,False,4.481999999999903,619227.0,4.830280000000007,go_long,4.452,4.361,4.628914759999178,4.469,go_long,0,go_long,go_long
38,UNI/USDT:USDT,2022-01-22 04:45:00+00:00,first_buy,stop_loss,12.362,12.39,12.47399939342642,12.67961925291813,12.136,1,12.276,275094.0,0,False,12.357399999999908,12.423000000000117,12.589000000000025,-20.39107947,-0.41471312624671747,1,go_long,go_long,go_long,go_long,7.654117857351222,1,1,7.608714285714375,7.462,False,7.590399999999889,214547.0,7.660640000000001,go_long,7.587,7.475,7.622125296779205,7.594,go_long,0,go_long,go_long
37,UNI/USDT:USDT,2021-05-19 13:00:00+00:00,first_buy,stop_loss,22.541,22.596,25.99935210379855,28.02480724443815,15.745,1,20.06,2121003.0,0,False,24.40080000000006,24.951714285714292,28.668600000000115,-31.2566726,-0.5190745254479546,1,go_long,go_long,go_long,go_long,12.711908793151581,1,1,12.46242857142869,12.356,False,12.409799999999908,64712.0,12.614840000000026,go_long,12.429,12.363,12.509999283140314,12.458,go_long,0,go_long,go_long
36,UNI/USDT:USDT,2021-03-02 02:15:00+00:00,first_buy,stop_loss,25.8322,26.2676,25.756483951885656,25.2601802146258,25.349,1,26.2324,309079.0,0,False,25.904079999999944,25.935271428571475,25.05383200000006,-31.97413827,-0.609528059909132,0,go_long,go_long,go_long,go_long,28.6619918239932,1,1,26.217000000000006,22.436,False,25.560000000000063,861443.0,29.072560000000117,go_long,26.214,22.504,27.079234304489194,26.214,go_long,1,go_long,go_long
35,UNI/USDT:USDT,2020-09-23 20:45:00+00:00,first_buy,stop_loss,4.6537,4.66,4.690813482252197,4.722749832352859,4.2667,1,4.3027,3476376.0,1,False,4.59334,4.604028571428571,4.79713199999999,-23.80218688,-0.394944250195633,1,go_long,go_long,go_long,go_long,2.839245388405363,1,1,2.7424285714285626,2.6354,False,2.6965400000000033,894138.0,2.85230799999998,go_long,2.7093,2.6515,2.771023676508802,2.7137000000000002,go_long,0,go_long,go_long
33,XLM/USDT:USDT,2024-03-04 12:00:00+00:00,first_buy,stop_loss,0.15617,0.15663000000000002,0.148361438441839,0.14523822657006938,0.15276,0,0.15322000000000002,58264638.0,1,False,0.1505500000000035,0.14898142857142846,0.14481720000000076,-26.22826311,-0.4275514171553921,0,go_long,go_short,go_long,go_long,0.10995729059767567,1,1,0.10808428571428531,0.10104,False,0.10773400000000313,70654389.0,0.11057280000000082,go_long,0.10772000000000001,0.10338000000000001,0.10831108445033535,0.10776000000000001,go_long,0,go_short,go_long
32,XLM/USDT:USDT,2023-07-13 18:30:00+00:00,first_buy,stop_loss,0.14741,0.20152,0.12922410968590725,0.1161732140179766,0.14722000000000002,0,0.17259000000000002,1117533021.0,0,False,0.1417040000000019,0.13435571428571455,0.11019960000000101,-23.87067269,-0.3892123377006952,0,go_long,go_short,go_long,go_long,0.12264361334305929,1,1,0.12173142857142916,0.11957000000000001,False,0.12122600000000225,13448531.0,0.12247400000000082,go_long,0.12008,0.11995000000000001,0.12182586012296659,0.12088000000000002,go_long,0,go_short,go_long
31,XLM/USDT:USDT,2022-05-31 06:00:00+00:00,first_buy,stop_loss,0.15103000000000003,0.15143,0.14605229175309614,0.14447129903571193,0.14982,0,0.15054,19081079.0,0,False,0.14706200000000197,0.14618428571428652,0.14416200000000043,-23.86784237,-0.3892158024438845,0,go_long,go_short,go_long,go_long,0.10254556317329833,1,1,0.09970428571428605,0.09461000000000001,False,0.09883000000000175,46605260.0,0.10318400000000033,go_long,0.09934000000000001,0.09495,0.10095433994338639,0.09991000000000001,go_long,0,go_short,go_long
30,XLM/USDT:USDT,2022-05-02 18:00:00+00:00,first_buy,stop_loss,0.17185,0.17189000000000002,0.17313521830534895,0.1737708441272725,0.171,1,0.17184000000000002,2964888.0,0,False,0.1724200000000014,0.172780000000001,0.17389440000000025,-24.1589528,-0.3934155735714347,1,go_long,go_short,go_long,go_long,0.11997690835768401,1,1,0.11326285714285762,0.10483,False,0.11141600000000126,29558901.0,0.12222080000000023,go_long,0.11095000000000001,0.10545,0.11561784365374081,0.11192,go_long,1,go_short,go_long
28,XLM/USDT:USDT,2021-03-02 02:15:00+00:00,first_buy,stop_loss,0.42022000000000004,0.42662000000000005,0.4234842125709206,0.4219051098200361,0.42008,0,0.42578000000000005,6046087.0,0,False,0.4216120000000019,0.42196999999999873,0.4207611999999997,-39.30974344,-0.6403635330655313,0,go_long,go_short,go_long,go_long,0.5433391301153988,1,1,0.5009885714285681,0.39330000000000004,False,0.48956400000000083,95760534.0,0.5520620000000007,go_long,0.5010100000000001,0.39798000000000006,0.5139985460158903,0.50105,go_long,1,go_short,go_long
26,XLM/USDT:USDT,2020-01-20 14:45:00+00:00,first_buy,stop_loss,0.06298000000000001,0.0634,0.06268314703292774,0.06303069800569801,0.06285,0,0.0634,497355.0,0,False,0.06280000000000001,0.06240285714285714,0.0628928,-28.62696602,-0.4665455153745743,0,go_long,go_short,go_long,go_long,0.04527436564275469,1,1,0.043955714285714396,0.042800000000000005,False,0.043732000000000444,8515274.0,0.04529399999999999,go_long,0.043680000000000004,0.042850000000000006,0.044256532228546475,0.043680000000000004,go_long,0,go_short,go_long
24,OGN/USDT:USDT,2024-07-16 18:00:00+00:00,first_buy,stop_loss,0.1014,0.1015,0.1000475029978274,0.09893039147010042,0.101,1,0.10110000000000001,492039.0,1,False,0.10102000000001099,0.10062857142857078,0.09842800000000076,-24.42427606,-0.3982573895697849,0,go_long,go_long,go_long,go_long,0.06694786480898617,1,1,0.06494285714285668,0.0634,False,0.06486000000001083,3792624.0,0.06656400000000043,go_long,0.06470000000000001,0.064,0.06523981546762557,0.065,go_long,1,go_long,go_long
47,INJ/USDT:USDT,2023-12-18 23:00:00+00:00,first_buy,stop_loss,37.016,37.34,34.922350197482345,33.91817074906093,36.17,0,36.536,456221.2,0,False,36.003200000000106,35.46200000000004,33.66479999999996,-29.74443255,-0.5083123123797048,0,go_long,go_long,go_long,go_long,30.31943137381389,1,1,29.16285714285683,28.012,False,28.418000000000244,216997.0,30.509159999999998,go_long,28.859,28.184,29.56782457816559,28.882,go_long,1,go_long,go_long
101,BAKE/USDT:USDT,2021-12-20 14:15:00+00:00,first_buy,stop_loss,1.0089,1.0122,1.0155838291335104,1.0255169287519716,0.9985,1,0.9998,703743.0,0,False,1.0109999999999801,1.011885714285733,1.0250080000000021,-24.65548758,-0.40402695261873056,1,go_long,go_long,go_long,go_long,0.6709301778968795,1,1,0.6393142857143083,0.6087,False,0.6344999999999813,1305151.0,0.6760120000000017,go_long,0.6371,0.6141,0.6507553357586784,0.6377,go_long,1,go_long,go_long
90,LPT/USDT:USDT,2024-02-17 11:00:00+00:00,second_buy,stop_loss,15.471,17.501,14.759483549499043,14.36944544769866,15.471,0,17.25,8073575.2,0,False,15.084599999999739,14.84442857142832,14.152439999999801,-23.58592517,-0.3910028602017936,0,go_short,go_short,do_nothing,do_nothing,20.37908432833591,1,0,22.830428571428303,22.573,False,22.77319999999972,419535.2,19.942879999999782,do_nothing,22.617,23.327,21.957331935261134,23.444,do_nothing,0,go_short,go_short
103,BAKE/USDT:USDT,2022-05-02 10:30:00+00:00,first_buy,stop_loss,0.5516,0.5523,0.5577770772075652,0.5611709772811763,0.5466,0,0.5516,768676.0,0,False,0.554339999999985,0.5550857142857363,0.5646160000000058,-24.2318791,-0.39537188177507254,1,go_long,go_long,go_long,go_long,0.3761275146812264,1,1,0.3643571428571648,0.3527,False,0.36049999999998394,2389015.0,0.3728480000000058,go_long,0.36,0.3572,0.36775356690388644,0.363,go_long,0,go_long,go_long
132,COMP/USDT:USDT,2021-12-11 00:15:00+00:00,first_buy,stop_loss,182.57,183.8,186.83321585030598,188.79426061000626,180.11,1,181.43,8278.275,0,False,185.4080000000014,186.287142857143,188.97519999999855,-25.04562938,-0.40798870005160515,1,go_long,do_nothing,go_long,go_long,127.97125082683716,1,1,122.7885714285713,116.63,False,121.80800000000104,12911.303,128.61479999999847,go_long,120.85,117.16,123.74264567841848,121.74,go_long,0,do_nothing,go_long
134,COMP/USDT:USDT,2022-05-02 11:15:00+00:00,first_buy,stop_loss,104.02,104.1,104.68539954693051,105.29959714137641,102.96,1,103.14,4120.731,1,False,104.15200000000065,104.33999999999892,105.8927999999986,-24.23915391,-0.3952481144426779,1,go_long,do_nothing,go_long,go_long,68.67249618725158,1,1,65.47714285714169,62.8,False,64.63200000000037,30614.554,68.98599999999854,go_long,63.17,63.81,66.66118214931032,65.68,go_long,0,do_nothing,go_long
136,COMP/USDT:USDT,2022-05-28 19:30:00+00:00,first_buy,stop_loss,56.86,56.87,57.011953543916846,57.02247515093722,56.47,1,56.49,3529.484,0,False,56.90200000000031,56.98857142857032,57.113599999998584,-24.31939911,-0.3962449288123061,1,go_long,do_nothing,go_long,go_long,37.243774046432364,1,1,35.80142857142746,34.34,False,35.57400000000009,27489.806,37.16519999999863,go_long,35.61,34.4,36.17510479384746,35.62,go_long,1,do_nothing,go_long
137,COMP/USDT:USDT,2022-06-25 05:15:00+00:00,first_buy,stop_loss,50.18,51.0,48.10858757649395,47.22189102478094,49.81,0,50.87,86934.306,0,False,48.890000000000114,48.384285714284566,47.075999999998714,-22.4892044,-0.3662826525117508,0,go_long,do_nothing,go_long,go_long,32.745070717661655,1,1,32.34428571428385,31.81,False,32.27599999999961,8740.907,32.72919999999878,go_long,32.18,31.84,32.40879841706319,32.2,go_long,0,do_nothing,go_long
138,COMP/USDT:USDT,2023-01-14 07:00:00+00:00,first_buy,stop_loss,47.87,53.22,43.89887993196519,42.222517537971946,47.82,0,52.3,524143.892,0,False,45.13799999999969,44.045714285712336,41.85599999999873,-26.18775415,-0.4264464237152789,0,go_long,do_nothing,go_long,go_long,34.87141011461701,1,1,34.53714285714055,32.54,False,34.2679999999997,41848.029,35.0287999999985,go_long,34.22,32.66,34.56618181205503,34.26,go_long,0,do_nothing,go_long
140,COMP/USDT:USDT,2024-02-26 02:30:00+00:00,first_buy,stop_loss,74.43,74.51,71.98589605745411,70.66103113660348,73.14,1,73.82,36597.811,0,False,73.56199999999981,72.92571428571216,69.97159999999859,-26.52793243,-0.432472368123465,0,go_long,do_nothing,go_long,go_long,54.23584333055743,1,1,52.93142857142573,46.5,False,52.68999999999993,131682.426,54.59079999999849,go_long,52.91,49.48,53.06875424767684,53.0,go_long,0,do_nothing,go_long
141,COMP/USDT:USDT,2024-05-25 03:45:00+00:00,first_buy,stop_loss,64.64,64.64,62.745976924926104,61.74970384038152,63.98,0,64.26,14007.432,0,False,63.80999999999972,63.20142857142576,61.40119999999848,-24.3662781,-0.397069037600722,0,go_long,do_nothing,go_long,go_long,41.376532437313244,1,1,40.564285714282555,39.4,False,40.36599999999986,21028.207,41.537999999998426,go_long,40.28,39.48,40.7886889898578,40.36,go_long,0,do_nothing,go_long
145,STORJ/USDT:USDT,2022-05-02 10:00:00+00:00,first_buy,stop_loss,0.8765000000000001,0.8766,0.880580020134862,0.8855391335828683,0.866,1,0.8688,335920.0,0,False,0.8739599999999988,0.8758142857143285,0.8877999999999981,-24.10252364,-0.3960596298183271,1,go_long,do_nothing,go_long,go_long,0.6072605920851767,1,1,0.5908714285714725,0.5323,False,0.5825400000000007,2960414.0,0.6041279999999987,go_long,0.5902000000000001,0.5446,0.5956033012026837,0.5906,go_long,0,do_nothing,go_long
147,STORJ/USDT:USDT,2022-06-21 01:30:00+00:00,first_buy,stop_loss,0.7076,0.724,0.6704308271199841,0.6482788028398783,0.7054,0,0.719,19151629.0,0,False,0.6952000000000024,0.6822428571428996,0.6397159999999993,-22.52152844,-0.36814250855910025,0,go_long,do_nothing,go_long,go_long,0.454576888818525,0,1,0.4464142857143196,0.4408,False,0.44351999999999503,492808.0,0.4575199999999998,go_long,0.4446,0.4414,0.45034221442193884,0.445,go_long,0,do_nothing,go_long
148,STORJ/USDT:USDT,2022-09-21 22:30:00+00:00,first_buy,stop_loss,0.4414,0.44210000000000005,0.4489664891262559,0.4536008229801157,0.4348,0,0.4414,1462661.0,0,False,0.44265999999999506,0.4447857142857482,0.4569639999999998,-23.86851304,-0.3913645571196411,1,go_long,do_nothing,go_long,go_long,0.28262460007202406,1,1,0.2739571428571788,0.2685,False,0.2727799999999945,1507180.0,0.28503200000000084,go_long,0.27090000000000003,0.26890000000000003,0.2758358539919013,0.2711,go_long,0,do_nothing,go_long
149,STORJ/USDT:USDT,2023-01-22 18:45:00+00:00,first_buy,stop_loss,0.3789,0.38180000000000003,0.3678581046298685,0.3642214909911819,0.3715,0,0.3728,10189023.0,1,False,0.3710199999999936,0.36937142857146527,0.3638160000000009,-26.18164393,-0.4278022682920032,0,go_long,do_nothing,go_long,go_long,0.2765731841120414,1,1,0.2676142857143241,0.263,False,0.2664199999999915,11141273.0,0.27699200000000035,go_long,0.2644,0.2651,0.27050130521794835,0.26730000000000004,go_long,0,do_nothing,go_long
150,STORJ/USDT:USDT,2023-07-04 17:30:00+00:00,first_buy,stop_loss,0.47700000000000004,0.4838,0.4343453914269359,0.40765877835197634,0.45570000000000005,1,0.45980000000000004,143988275.0,0,False,0.4602999999999926,0.45387142857146673,0.3978120000000005,-21.2706031,-0.3474006893661705,0,go_long,do_nothing,go_long,go_long,0.3017385793643098,1,1,0.29978571428575357,0.2988,False,0.29905999999999244,857806.0,0.30122000000000054,go_long,0.2992,0.2989,0.30032842281801647,0.30010000000000003,go_long,0,do_nothing,go_long
151,STORJ/USDT:USDT,2023-11-09 12:30:00+00:00,first_buy,stop_loss,0.849,0.8869,0.776911804157847,0.7454292444453359,0.8441000000000001,0,0.8658,51678950.0,1,False,0.812319999999995,0.789557142857183,0.7345600000000019,-25.43695623,-0.419339340340842,0,go_long,do_nothing,go_long,go_long,0.7174944878782017,1,1,0.7130000000000457,0.685,False,0.7074399999999895,5468541.0,0.7195080000000006,go_long,0.7058,0.6938000000000001,0.7135034335220187,0.7064,go_long,0,do_nothing,go_long
152,STORJ/USDT:USDT,2024-03-02 00:45:00+00:00,first_buy,stop_loss,0.8276,0.8303,0.8144694169465109,0.8102139308394609,0.8142,1,0.8151,1936215.0,0,False,0.8188999999999897,0.8169142857143287,0.8095080000000021,-26.76044004,-0.4373075914393544,0,go_long,do_nothing,go_long,go_long,0.5570386116506842,1,0,0.5440428571429015,0.536,False,0.5446999999999932,665873.0,0.5608920000000025,go_long,0.5422,0.5363,0.5473977524954874,0.5469,go_long,0,do_nothing,go_long
153,STORJ/USDT:USDT,2024-04-13 20:00:00+00:00,first_buy,stop_loss,0.5363,0.5365,0.5404750213423355,0.5529913070839669,0.47000000000000003,1,0.5024000000000001,9675248.0,0,False,0.5357199999999932,0.5386857142857585,0.5577840000000025,-25.1555178,-0.4098423837453017,1,go_long,do_nothing,go_long,go_long,0.32890541007066904,1,1,0.32207142857147286,0.312,False,0.3186599999999942,1623604.0,0.33088000000000234,go_long,0.3121,0.3128,0.32445974161457897,0.3161,go_long,1,do_nothing,go_long
156,DOT/USDT:USDT,2021-03-02 02:15:00+00:00,first_buy,stop_loss,35.841,36.628,35.903193473394154,35.52718746718752,35.821,0,36.621,355575.2,0,False,35.996999999999865,36.01728571428567,35.36572000000007,-34.0258649,-0.5805733512381642,0,go_long,go_short,go_long,go_long,36.61594728713397,1,1,35.354571428571624,30.549,False,34.71179999999977,1732756.2,36.80536000000004,go_long,35.399,30.721,35.763632171403735,35.399,go_long,1,go_short,go_long
157,DOT/USDT:USDT,2021-05-19 13:00:00+00:00,first_buy,stop_loss,30.743,30.792,33.94168876041854,35.67558082142034,15.376,1,23.921,6806039.8,0,False,32.40779999999977,33.25571428571448,36.30504000000005,-23.70898091,-0.3947549269064269,1,go_long,go_short,go_long,go_long,17.64774503760867,1,1,16.708714285714457,15.02,False,16.41079999999982,1994046.6,17.690520000000046,go_long,16.026,15.234,16.80764850242233,16.188,go_long,0,go_short,go_long
159,DOT/USDT:USDT,2022-05-02 10:30:00+00:00,first_buy,stop_loss,15.071,15.09,15.194224841638068,15.268800274210516,14.975,1,15.054,156832.2,0,False,15.128400000000008,15.145000000000355,15.32303999999987,-23.56333162,-0.39092254264932624,1,go_long,go_short,go_long,go_long,10.734205213720543,1,1,10.452000000000314,9.649000000000001,False,10.357400000000002,3869707.6,10.704159999999872,go_long,10.544,9.683,10.548602353697916,10.544,go_long,1,go_short,go_long
161,DOT/USDT:USDT,2022-05-28 17:30:00+00:00,first_buy,stop_loss,9.468,9.475,9.441942663428128,9.419150255664375,9.319,1,9.376,856095.7,1,False,9.450000000000017,9.447571428571731,9.436999999999873,-20.50029563,-0.3361507409036728,0,go_long,go_short,go_long,go_long,5.957312165373997,1,1,5.889714285714622,5.781,False,5.886599999999992,1759401.1,5.972519999999845,go_long,5.898,5.785,5.9001951542189754,5.909,go_long,0,go_short,go_long
162,DOT/USDT:USDT,2024-03-14 10:15:00+00:00,first_buy,stop_loss,11.897,11.91,11.537195286805018,11.377081177893544,11.73,0,11.812,1287462.3,1,False,11.743200000000067,11.610714285714666,11.293479999999763,-24.63052454,-0.4084912306968516,0,go_long,go_short,go_long,go_long,8.032856029767657,1,1,7.781285714286082,7.521,False,7.665600000000056,1703571.0,8.078039999999758,go_long,7.69,7.58,7.863552800430488,7.697,go_long,1,go_short,go_long
163,DOT/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,stop_loss,7.58,7.586,7.707313908056567,7.945088916451534,6.446,1,6.848,9550642.8,0,False,7.506600000000056,7.605428571428939,8.016359999999759,-24.96542803,-0.4092744225299614,1,go_long,go_short,go_long,go_long,4.702366563230293,1,1,4.642571428571735,4.42,False,4.613800000000159,3094438.1,4.728399999999749,go_long,4.579,4.473,4.659704882139502,4.622,go_long,0,go_short,go_long
165,ETC/USDT:USDT,2020-01-16 14:45:00+00:00,first_buy,stop_loss,7.682,7.73,7.671126169052358,7.633257834757835,7.668,0,7.711,80578.41,0,False,7.669199999999999,7.660571428571431,7.630200000000001,-30.17024276,-0.4915545965799179,0,go_long,go_long,go_long,go_long,6.021465569084593,1,1,5.818428571428545,5.224,False,5.743999999999999,1018943.88,6.073279999999975,go_long,5.804,5.224,5.853309265115833,5.807,go_long,0,go_long,go_long
336,IOTA/USDT:USDT,2024-06-14 16:15:00+00:00,first_buy,stop_loss,0.1942,0.1947,0.1946020127578981,0.19592896912748106,0.1824,1,0.188,10049180.8,0,False,0.19365999999999053,0.19398571428569045,0.19678400000000443,-24.9165564,-0.4057691449466412,1,go_long,go_long,go_long,go_long,0.12836242771798773,1,1,0.12617142857140504,0.11950000000000001,False,0.12539999999999035,8671388.0,0.12930400000000442,go_long,0.1242,0.12140000000000001,0.12688281557832667,0.1253,go_long,0,go_long,go_long
170,ETC/USDT:USDT,2022-05-29 01:45:00+00:00,first_buy,stop_loss,22.566,22.571,22.6838264357008,22.720596070241832,22.424,1,22.446,224482.76,0,False,22.64299999999897,22.690428571428644,22.74583999999994,-23.8861967,-0.38948319307163737,1,go_long,go_long,go_long,go_long,14.430410978928522,1,1,14.223000000000074,13.746,False,14.18899999999896,317359.11,14.53908000000002,go_long,13.992,13.908,14.258006269902276,14.042,go_long,0,go_long,go_long
171,ETC/USDT:USDT,2022-07-28 16:15:00+00:00,first_buy,stop_loss,38.47,39.259,36.065019708447714,34.91667630841833,38.26,0,38.897,3041463.47,0,False,37.417399999998985,36.62257142857153,34.42259999999999,-21.89145621,-0.35817214801676844,0,go_long,go_long,go_long,go_long,25.45851414161636,1,1,25.243857142857316,24.831,False,25.205199999998815,403289.08,25.428119999999993,go_long,25.143,25.099,25.283549909943858,25.148,go_long,0,go_long,go_long
131,COMP/USDT:USDT,2021-05-23 12:45:00+00:00,first_buy,stop_loss,317.79,323.84,327.46694557985865,338.55329324148147,299.29,1,299.53,5824.85,0,False,323.3140000000002,327.4257142857146,336.8419999999987,-32.42420688,-0.5303209885476579,1,go_long,do_nothing,go_long,go_long,189.38340145880676,1,1,187.36000000000016,181.91,False,186.6960000000014,7930.251,189.29439999999852,go_long,186.56,182.59,187.8156187321798,186.61,go_long,1,do_nothing,go_long
130,COMP/USDT:USDT,2021-03-02 02:15:00+00:00,first_buy,stop_loss,489.8,501.79,492.19397775910306,486.33973508982626,489.62,0,500.79,2250.207,0,False,492.14199999999954,492.6328571428566,488.4167999999996,-30.64568558,-0.5011647245915146,0,go_long,do_nothing,go_long,go_long,341.6751567008,1,1,332.50285714285747,316.45,False,331.2720000000002,2263.726,339.44879999999864,go_long,329.06,317.67,332.546390230742,331.61,go_long,0,do_nothing,go_long
139,COMP/USDT:USDT,2023-07-02 14:30:00+00:00,first_buy,stop_loss,63.94,64.88,61.92978375425169,59.937968418464294,62.7,0,63.2,447465.741,1,False,62.54199999999969,62.449999999997814,59.754399999998405,-17.93477639,-0.2922624874473041,0,go_long,do_nothing,go_long,go_long,46.29030502746179,1,0,46.374285714283765,45.81,False,46.23199999999936,31212.395,46.161199999998516,go_long,45.96,45.97,46.31738548868848,46.22,go_long,0,do_nothing,go_long
126,EGLD/USDT:USDT,2024-04-13 20:00:00+00:00,first_buy,stop_loss,39.62,39.62,39.91859882025201,40.80493565917889,35.27,1,37.51,136154.6,0,False,39.62400000000345,39.77285714285876,41.11000000000121,-25.35442227,-0.421926525466804,1,go_long,go_long,go_long,go_long,26.778341424729803,1,1,26.485285714287507,25.1,False,26.335800000003236,56763.0,26.95144000000154,go_long,26.063,25.479,26.580144776371046,26.295,go_long,0,go_long,go_long
104,BAKE/USDT:USDT,2022-05-11 12:45:00+00:00,first_buy,stop_loss,0.357,0.357,0.36123763353405774,0.3723699210011356,0.317,1,0.3254,7086055.0,0,False,0.35211999999998395,0.35738571428573623,0.37006000000000583,-24.14625603,-0.3941911608344591,1,go_long,go_long,go_long,go_long,0.22513271372194948,1,0,0.2076714285714507,0.2025,False,0.20827999999998398,2015927.0,0.22736800000000573,go_long,0.21080000000000002,0.203,0.21266667886392723,0.21350000000000002,go_long,0,go_long,go_long
106,BAKE/USDT:USDT,2022-06-01 09:30:00+00:00,first_buy,stop_loss,0.393,0.4035,0.3715877298003315,0.36321504601970733,0.3926,0,0.399,19678726.0,0,False,0.3803399999999845,0.37431428571430825,0.3579640000000056,-23.99891923,-0.3926308751179416,0,go_long,go_long,go_long,go_long,0.26144309581528885,0,1,0.2511857142857365,0.24380000000000002,False,0.24791999999998482,1850999.0,0.2642800000000053,go_long,0.2439,0.246,0.2547646273383139,0.24830000000000002,go_long,0,go_long,go_long
107,BAKE/USDT:USDT,2022-07-30 16:45:00+00:00,first_buy,stop_loss,0.34400000000000003,0.34540000000000004,0.34033631876367165,0.33852463400090027,0.3426,0,0.34450000000000003,947659.0,0,False,0.3422799999999865,0.34137142857144986,0.3382480000000052,-24.64341874,-0.4015907805801318,0,go_long,go_long,go_long,go_long,0.22301434893948735,1,1,0.2209571428571648,0.2192,False,0.22055999999998535,1039019.0,0.22269200000000502,go_long,0.2205,0.21960000000000002,0.22121157647218934,0.22080000000000002,go_long,0,go_long,go_long
108,BAKE/USDT:USDT,2022-09-18 21:15:00+00:00,first_buy,stop_loss,0.2195,0.2195,0.21922518009185252,0.221924397166192,0.1988,1,0.2083,8642587.0,0,False,0.2179399999999853,0.21898571428573624,0.22193600000000505,-25.32391374,-0.41290648420872866,1,go_long,go_long,go_long,go_long,0.12851212969741393,1,0,0.12824285714287886,0.1277,False,0.12829999999998468,1318592.0,0.12845600000000437,go_long,0.1283,0.1278,0.12823368655369077,0.12840000000000001,go_long,1,go_long,go_long
109,BAKE/USDT:USDT,2023-02-04 14:00:00+00:00,first_buy,stop_loss,0.2558,0.258,0.23676091142664024,0.22519847346161853,0.2523,1,0.2531,34411212.0,0,False,0.2512799999999852,0.24674285714287864,0.2197040000000037,-24.56590542,-0.4006740232022762,0,go_long,go_long,go_long,go_long,0.1608627032675125,1,1,0.1586285714285926,0.15480000000000002,False,0.1576799999999857,1681988.0,0.16141600000000417,go_long,0.1564,0.1563,0.15946424983113258,0.15710000000000002,go_long,0,go_long,go_long
110,BAKE/USDT:USDT,2023-04-10 04:30:00+00:00,first_buy,stop_loss,0.2162,0.21630000000000002,0.21302458235547547,0.21113121246458233,0.21350000000000002,1,0.2141,3344046.0,1,False,0.21451999999998525,0.21382857142859243,0.21086400000000477,-24.83305669,-0.4049585780487232,0,go_long,go_long,go_long,go_long,0.13254858090196545,0,1,0.13161428571430608,0.1317,False,0.1315599999999853,313901.0,0.1325720000000049,go_long,0.1318,0.13190000000000002,0.13193971079804945,0.132,go_long,0,go_long,go_long
111,BAKE/USDT:USDT,2023-12-26 11:00:00+00:00,first_buy,stop_loss,0.8287,0.8335,0.7472691895630863,0.7227175381711227,0.7951,0,0.8142,29480510.0,0,False,0.7840599999999864,0.7556285714285919,0.7129080000000059,-20.87083426,-0.3413553417767563,0,go_long,go_long,go_long,go_long,0.512407706783345,1,0,0.5049285714285916,0.5004000000000001,False,0.5052799999999864,3451710.0,0.512896000000006,go_long,0.5045000000000001,0.501,0.5069906556984066,0.5058,go_long,0,go_long,go_long
112,BAKE/USDT:USDT,2023-12-31 20:45:00+00:00,first_buy,stop_loss,0.501,0.5022,0.5047305548217287,0.5109182470216158,0.4902,1,0.4923,13044185.0,0,False,0.5019999999999863,0.5034142857143059,0.511504000000006,-24.39263309,-0.39926506444362414,1,go_long,go_long,go_long,go_long,0.3193208423927924,1,1,0.3165571428571625,0.305,False,0.3139199999999863,7078721.0,0.3209760000000062,go_long,0.3115,0.3052,0.31791687049625034,0.3119,go_long,0,go_long,go_long
