,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),nlp-exit-short (entry),close_date,sma-compare (exit),long_jcrosk (exit),nlp-exit-short (exit),short-bid-rl (exit),sma-07 (exit),ema-26 (exit),nlp-enter-short (exit),imit-enter-short (exit),sma-05 (exit),low (exit),imit-exit-short (exit),short_kdj (exit),long-bid-rl (exit),open (exit),high (exit),nlp-enter-long (exit),short-large-rl (exit),ema-12 (exit),close (exit),sma-25 (exit),short-small-rl (exit),volume (exit),long-large-rl (exit),long-small-rl (exit),mean-grad-hist (exit)
58,CAKE/USDT:USDT,2021-04-25 13:30:00+00:00,second_buy,stop_loss,30.93,32.996,29.34253497845276,28.908103063301528,30.506,1,30.506,683.0,1,False,30.01819999999996,29.970142857142946,28.395719999999912,-3.7564416,-0.4107893945334952,0,go_short,go_short,go_short,go_short,go_long,go_short,go_long,go_long,go_long,go_long,go_short,2021-04-29 10:30:00+00:00,0,0,go_short,go_long,40.776428571428674,40.65987104901235,go_short,go_short,41.201399999999964,42.0,go_short,False,go_long,42.0,42.5,go_short,go_long,40.06599931637604,42.5,40.1179999999999,go_short,156.0,go_long,go_long,0
52,BTC/USDT:USDT,2021-02-24 00:15:00+00:00,second_buy,stop_loss,48949.1,49145.2,48279.55039979333,47616.36581196582,48176.9,0,48176.9,683043.0,0,False,48541.0,48515.5142857143,47618.075999999994,-3.80935502,-0.395788426858472,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_short,2021-11-08 23:00:00+00:00,0,0,go_short,go_long,66322.50000000041,66244.4530238504,go_short,go_short,66313.37999999938,66390.0,go_short,False,go_long,66390.0,66575.8,go_short,go_long,66121.96408579692,66543.0,66089.256,do_nothing,717069.0,go_long,do_nothing,0
53,BTC/USDT:USDT,2021-11-08 23:15:00+00:00,second_buy,stop_loss,66543.0,67596.0,66417.86025095034,66214.52970907123,66399.9,0,67371.6,4512981.0,0,False,66557.49999999937,66467.80000000041,66144.15999999999,-2.05958001,-0.30601049279691317,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_short,2024-11-19 19:00:00+00:00,0,1,go_short,go_long,93171.14285714338,92955.41109189534,go_short,go_short,93352.5400000002,93368.8,go_short,False,go_long,93581.5,93813.9,go_short,go_long,92520.51251263208,93578.6,92359.50399999987,do_nothing,2652265.0,go_long,do_nothing,0
55,CAKE/USDT:USDT,2021-03-10 18:45:00+00:00,second_buy,stop_loss,13.277,13.277,13.265485555256667,13.242631054131053,13.276,0,13.276,8.0,0,False,13.277399999999991,13.27785714285714,13.2452,-3.6741383,-0.3957534666332497,0,go_short,go_short,go_short,go_short,go_long,go_short,go_long,go_long,go_long,go_long,go_short,2021-03-27 19:45:00+00:00,0,0,go_short,go_long,17.99999999999997,17.731462865987698,go_short,go_short,17.999999999999964,18.0,go_short,False,go_long,18.0,18.0,go_short,go_long,17.265549406162084,18.0,17.192840000000004,go_short,0.0,go_long,go_long,1
45,BLAST/USDT:USDT,2024-06-26 22:00:00+00:00,first_buy,stop_loss,0.02569,0.02749,0.024373545894552696,0.022793518518518522,0.02562,0,0.0274,216194.0,0,False,0.025328000000000007,0.024950000000000007,0.022846400000000003,-3.23651495,-0.39391833191175296,0,go_long,go_long,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,2024-07-03 19:30:00+00:00,1,0,go_long,go_long,0.017201428571428576,0.017424349582593705,go_long,go_long,0.01706600000000002,0.016620000000000003,go_long,False,go_long,0.01676,0.01691,go_long,do_nothing,0.017854368097632602,0.01683,0.017986800000000025,go_long,21092.0,do_nothing,go_long,0
36,BEER/USDT:USDT,2024-06-13 06:00:00+00:00,first_buy,stop_loss,0.0002845,0.0002859,0.0003023047547426923,0.0003199481296508397,0.0002418,1,0.0002426,161885.0,0,False,0.00029347999999999907,0.0003021571428571429,0.00032090800000000023,-2.87075094,-0.394210729476709,1,go_long,go_long,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,2024-06-13 06:15:00+00:00,1,0,go_long,go_long,0.0002795428571428572,0.00028139633093612426,go_long,go_long,0.00026331999999999907,0.00016539999999999998,go_long,False,go_long,0.00024249999999999999,0.0002459,go_long,do_nothing,0.0003085741941211479,0.00016639999999999998,0.00031310800000000026,go_long,933884.0,do_nothing,go_long,1
0,AAVE/USDT:USDT,2021-02-24 00:15:00+00:00,second_buy,stop_loss,367.333,368.289,355.5220112264992,341.8654131054131,360.536,0,362.085,1742.0,0,False,360.90340000000003,359.4914285714285,341.26624,-2.82119548,-0.3957603899697716,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-05-01 17:15:00+00:00,0,0,go_short,go_long,477.7061428571441,477.67146243850937,go_short,go_short,479.26560000000006,478.56,go_short,False,go_long,478.56,495.0,go_short,go_long,474.6496672973223,493.695,477.0333999999989,go_long,18699.0,go_long,go_long,0
33,BBL/USDT:USDT,2024-09-03 22:00:00+00:00,first_buy,stop_loss,0.01043,0.01043,0.010462105600500354,0.010564932697858909,0.010050000000000002,1,0.01012,35157.0,0,False,0.010438000000000308,0.010464285714286531,0.01054119999999999,-3.31440829,-0.3941970085250717,1,go_long,go_long,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,2024-09-16 13:15:00+00:00,1,0,go_long,go_long,0.006452857142857945,0.006450141218901619,go_long,go_long,0.0064340000000003145,0.00642,go_long,False,go_long,0.006430000000000001,0.006470000000000001,go_long,do_nothing,0.0064724077921398575,0.00644,0.006481999999999996,go_long,4010.0,do_nothing,go_long,1
2,ADA/USDT:USDT,2021-02-24 00:15:00+00:00,second_buy,stop_loss,0.9689000000000001,0.9696500000000001,0.9408618558185479,0.931838703703704,0.93488,0,0.93676,404.0,1,False,0.9473320000000005,0.9427399999999998,0.9303200000000004,-3.6530111,-0.3957389820205158,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-02-26 19:00:00+00:00,0,0,go_short,go_long,1.2175985714285713,1.208396137906233,go_short,go_short,1.2224099999999996,1.22729,go_short,False,go_long,1.23957,1.24924,go_short,go_long,1.1754830829694485,1.24437,1.1650636,go_long,3360.0,go_long,go_long,0
3,ADA/USDT:USDT,2021-02-26 22:15:00+00:00,second_buy,stop_loss,1.2375,1.24194,1.2395515695231634,1.2213836876268025,1.18773,1,1.19459,13612.0,0,False,1.2434239999999999,1.2439657142857143,1.2344160000000002,-4.6770093,-0.39573730091299386,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-05-06 11:15:00+00:00,0,0,go_short,go_long,1.5885942857142956,1.5682483719862845,go_short,go_short,1.599827999999994,1.6047600000000002,go_short,False,go_long,1.62376,1.6288900000000002,go_short,go_long,1.535982393720387,1.6288900000000002,1.5249508000000043,go_long,4935.0,go_long,go_long,0
4,ADA/USDT:USDT,2021-05-23 12:45:00+00:00,second_buy,stop_loss,1.19967,1.21991,1.2538651746299574,1.3070815343198363,1.12576,1,1.12876,12789.0,0,False,1.2260539999999918,1.2469728571428695,1.3110288000000028,-4.4574835,-0.39568531418839586,1,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-05-24 19:45:00+00:00,0,0,go_short,go_long,1.5087471428571544,1.5038332600032187,go_short,go_short,1.5140659999999915,1.48205,go_short,False,go_long,1.4994100000000001,1.53199,go_short,go_long,1.4914691256860888,1.53199,1.491443200000005,go_long,2687.0,go_long,go_long,0
5,ADA/USDT:USDT,2021-06-22 00:15:00+00:00,second_buy,stop_loss,1.1721,1.18065,1.1976429994757638,1.2252596821001627,1.14956,1,1.15263,6572.0,0,False,1.1807879999999837,1.1825714285714337,1.234274000000006,-4.5543692,-0.3956990702468604,1,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-08-10 20:45:00+00:00,0,0,go_short,go_long,1.587587142857145,1.5822340065985065,go_short,go_short,1.5899619999999715,1.5884800000000001,go_short,False,go_long,1.5884800000000001,1.59495,go_short,go_long,1.5715304801737495,1.5945,1.5683520000000106,go_long,1878.0,go_long,go_long,0
6,ADA/USDT:USDT,2022-01-10 13:15:00+00:00,second_buy,stop_loss,1.12077,1.12782,1.1445188575219494,1.1552722416762555,1.1168,1,1.11879,8566.0,0,False,1.1329739999999922,1.1389585714285624,1.1607728000000226,-4.4155292,-0.3956911379517957,1,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2022-01-17 10:00:00+00:00,0,0,go_short,go_long,1.5308671428571368,1.5255787427318785,go_short,go_short,1.5365419999999923,1.53125,go_short,False,go_long,1.53125,1.55553,go_short,go_long,1.5029759046685223,1.5518100000000001,1.5015576000000213,go_long,74776.0,go_long,go_long,0
9,APT/USDT:USDT,2022-10-19 08:00:00+00:00,second_buy,stop_loss,7.461,7.594,7.587305670065456,7.486957264957265,7.427,0,7.572,2445077.0,0,False,7.604599999999998,7.643,7.398040000000001,-3.2902133,-0.395782828433192,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2023-01-20 22:00:00+00:00,0,0,go_short,go_long,9.731285714285713,9.589613104842257,go_short,go_short,9.745999999999984,9.768,go_short,False,go_long,9.821,9.935,go_short,go_long,9.259088970344438,9.868,9.25247999999998,go_long,753549.0,go_long,go_long,0
10,APT/USDT:USDT,2023-01-20 22:15:00+00:00,second_buy,stop_loss,9.87,11.468,9.80521108871268,9.38737867624485,9.87,0,10.991,7736507.0,0,False,9.986799999999985,9.917285714285713,9.359599999999983,-3.4738272,-0.3957238374572679,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2023-01-25 12:00:00+00:00,0,0,go_short,go_long,13.807857142857141,13.765704433022645,go_short,go_short,13.90879999999998,13.76,go_short,False,go_long,13.775,14.219,go_short,go_long,13.554738628390389,14.172,13.565439999999988,go_long,2061344.0,go_long,go_long,0
12,AR/USDT:USDT,2021-02-24 21:30:00+00:00,second_buy,stop_loss,10.288,10.288,10.126495079285458,10.229801202912311,10.288,0,10.288,20.0,0,False,10.165600000000001,10.121714285714287,10.17456,-3.6608571,-0.3957708680686908,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-02-25 00:30:00+00:00,0,0,go_short,go_long,11.377571428571427,11.1836132838515,go_short,go_short,11.669399999999998,12.885,go_short,False,go_long,12.885,12.885,go_short,go_long,10.76493301694244,12.885,10.463,go_long,13.0,go_long,go_long,0
13,AR/USDT:USDT,2021-02-25 00:45:00+00:00,second_buy,stop_loss,14.43,15.366,11.616903547874346,11.004567608280036,14.0,0,14.0,240.0,1,False,12.270799999999998,11.907857142857141,10.63116,-3.368388,-0.3957464506760281,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-03-27 23:30:00+00:00,0,0,go_short,go_long,28.08399999999998,28.077303337900275,go_short,go_short,28.083999999999996,28.084,go_short,False,go_long,28.084,28.084,go_short,go_long,27.947911508447593,28.084,28.083999999999975,go_long,0.0,go_long,go_long,0
14,AR/USDT:USDT,2021-03-27 23:45:00+00:00,second_buy,stop_loss,29.555,32.375,28.41864128591562,28.121843989303326,29.555,0,30.296,141.0,0,False,28.526399999999995,28.399999999999977,28.17247999999998,-3.5935494,-0.39577794060233984,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-05-14 04:45:00+00:00,0,0,go_short,go_long,29.185428571428627,28.932379727351684,go_short,go_short,29.925600000000053,27.335,go_short,False,go_long,27.335,40.288,go_short,go_long,27.108899594844235,40.288,26.254560000000033,go_long,2512.0,go_long,go_long,0
15,AR/USDT:USDT,2021-05-14 05:00:00+00:00,second_buy,stop_loss,40.288,42.981,30.844782846220657,28.16475888411503,39.926,0,41.363,2730.0,0,False,32.73120000000005,31.18942857142863,26.99412000000003,-3.4003798,-0.3957887887887888,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-08-31 00:15:00+00:00,0,0,go_short,go_long,54.22428571428582,54.451294398274605,go_short,go_short,53.858000000000075,53.711,go_short,False,go_long,54.119,56.2,go_short,go_long,53.467771206846606,55.344,54.22295999999983,go_long,3227.0,go_long,go_long,0
16,AR/USDT:USDT,2021-08-31 00:30:00+00:00,second_buy,stop_loss,55.344,60.476,55.215402952386206,53.908528895228336,54.528,0,59.418,3011.0,0,False,55.179400000000065,54.893714285714395,54.48727999999983,-2.3474074,-0.3957752365897756,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-11-03 03:45:00+00:00,0,0,go_short,go_long,73.62271428571448,73.52122818876137,go_short,go_short,75.06379999999974,74.98,go_short,False,go_long,76.0,77.879,go_short,go_long,71.97856548219964,77.712,71.76787999999974,go_long,29754.0,go_long,go_long,0
18,AXS/USDT:USDT,2021-07-15 09:45:00+00:00,second_buy,stop_loss,28.636,28.636,28.209944873131274,27.63288888888889,28.134,0,28.194,7034.0,0,False,28.685599999999994,28.671142857142858,27.6402,-3.3478632,-0.3957597503973186,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-07-23 20:30:00+00:00,0,0,go_short,go_long,32.00271428571429,31.98030044723414,go_short,go_short,32.69500000000005,33.471,go_short,False,go_long,33.615,39.134,go_short,go_long,31.174516791776256,36.659,30.77899999999998,go_long,254728.0,go_long,go_long,0
19,AXS/USDT:USDT,2021-07-23 20:45:00+00:00,second_buy,stop_loss,36.676,40.69,32.8914849938135,31.672922955348383,36.15,0,37.903,352670.0,0,False,34.12620000000005,33.086285714285715,31.05871999999998,-2.9987498,-0.3957692629211233,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-07-27 09:30:00+00:00,0,0,go_short,go_long,44.32485714285719,43.465871035200585,go_short,go_short,45.27780000000009,45.666,go_short,False,go_long,45.826,48.447,go_short,go_long,41.454354601499666,48.233,40.59823999999994,go_long,274749.0,go_long,go_long,0
20,AXS/USDT:USDT,2021-07-27 09:45:00+00:00,second_buy,stop_loss,48.19,54.431,44.426044722092804,42.06566166805525,47.73,0,49.707,544700.0,1,False,46.587200000000095,45.51171428571433,41.083839999999945,-1.9652948,-0.39577163418875855,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-08-11 00:15:00+00:00,0,0,go_short,go_long,63.72071428571443,63.01851785895223,go_short,go_short,64.60540000000012,63.25,go_short,False,go_long,64.284,69.187,go_short,go_long,61.20619884410501,68.64,60.958839999999945,go_long,228923.0,go_long,go_long,0
21,AXS/USDT:USDT,2021-08-11 00:30:00+00:00,second_buy,stop_loss,68.596,71.742,64.26074588065188,61.93855448528242,67.767,0,71.093,118467.0,0,False,65.99000000000012,65.09171428571443,61.48879999999995,-2.8073914,-0.39577517098818416,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-10-01 19:45:00+00:00,0,0,go_short,go_long,96.20985714285753,95.5010487254075,go_short,go_short,96.05340000000004,95.804,go_short,False,go_long,96.039,96.724,go_short,go_long,92.91908407244141,96.294,93.49040000000014,go_long,13042.0,go_long,go_long,0
22,AXS/USDT:USDT,2021-10-01 20:00:00+00:00,second_buy,stop_loss,96.418,99.359,96.0155027676525,93.35804080781612,96.418,0,98.845,41929.0,0,False,96.67620000000004,96.45800000000038,94.04420000000013,-3.9082538,-0.3957839433023052,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-10-03 22:15:00+00:00,0,0,go_short,go_long,127.62514285714326,127.31346328211667,go_short,go_short,128.2522000000003,127.349,go_short,False,go_long,127.722,136.702,go_short,go_long,123.8523943649956,135.025,124.85084000000013,go_long,148996.0,go_long,go_long,0
24,BAKE/USDT:USDT,2021-05-18 16:15:00+00:00,second_buy,stop_loss,6.276,6.298,6.366622230023796,6.608327635327634,6.276,0,6.298,187.0,0,False,6.209800000000003,6.212428571428574,6.606159999999999,-3.48778948,-0.39577399967814186,1,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-09-13 07:30:00+00:00,1,1,go_short,go_long,1.9385714285714426,1.9371842183515875,go_short,go_short,1.9344000000000168,1.8860000000000001,go_short,False,go_long,1.9420000000000002,1.9420000000000002,go_short,go_long,1.9546069438982643,1.893,1.9487199999999958,go_long,8269.0,go_long,go_long,1
25,BAKE/USDT:USDT,2021-09-13 07:45:00+00:00,second_buy,stop_loss,1.892,13.219,1.930078953989805,1.9498953184243188,1.88,1,1.891,56895.0,0,False,1.923200000000017,1.930000000000014,1.944679999999996,-3.58280592,-0.39574420819124206,1,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2021-09-13 14:15:00+00:00,0,1,go_short,go_long,1.9087142857143,1.9050143169135803,go_short,go_short,1.9140000000000175,1.866,go_short,False,go_long,1.9420000000000002,1.9420000000000002,go_short,go_long,1.9059416257310666,1.875,1.8922399999999948,go_long,27193.0,go_long,go_long,1
27,BBL/USDT:USDT,2024-02-29 15:30:00+00:00,first_buy,stop_loss,0.21161000000000002,0.21714000000000003,0.21357577012657128,0.21684502849002849,0.21161000000000002,0,0.21423,3290.0,0,False,0.21153000000000005,0.21254857142857148,0.21540600000000001,-3.4668841,-0.3997300077698028,1,go_long,go_long,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,2024-03-19 07:00:00+00:00,1,0,go_long,go_long,0.13725142857142883,0.1377646341416011,go_long,go_long,0.13605400000000056,0.13525,go_long,False,go_long,0.13565000000000002,0.13626000000000002,go_long,do_nothing,0.14045276975153595,0.13595000000000002,0.1404304000000001,go_long,462.0,do_nothing,go_long,1
28,BBL/USDT:USDT,2024-03-19 07:15:00+00:00,first_buy,stop_loss,0.13561,0.13571,0.13653622888904707,0.13966219421438514,0.12664,1,0.12978,22893.0,0,False,0.13460000000000055,0.13599857142857166,0.13967520000000008,-3.10019898,-0.39730884109732634,1,go_long,go_long,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,2024-04-13 20:00:00+00:00,1,0,go_long,go_long,0.08911857142857223,0.09219091377746724,go_long,go_long,0.088444,0.08396,go_long,False,go_long,0.08603000000000001,0.08697,go_long,do_nothing,0.09676309005960565,0.08396,0.09909359999999974,go_long,1744.0,do_nothing,go_long,1
29,BBL/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,stop_loss,0.08396,0.08495000000000001,0.08988923473477997,0.09531619449963487,0.07595,1,0.07723000000000001,21699.0,0,False,0.085562,0.0871300000000008,0.09811999999999975,-3.36298743,-0.3954690007648702,1,go_long,go_long,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,2024-04-30 12:00:00+00:00,1,0,go_long,go_long,0.04935285714285804,0.049698109072304306,go_long,go_long,0.049134000000000136,0.048,go_long,False,go_long,0.048,0.04864,go_long,do_nothing,0.05048699425290679,0.04828,0.05074319999999981,go_long,3889.0,do_nothing,go_long,1
30,BBL/USDT:USDT,2024-04-30 12:15:00+00:00,first_buy,stop_loss,0.048380000000000006,0.048380000000000006,0.049210707676565185,0.05019388356750629,0.046490000000000004,1,0.04653,19280.0,0,False,0.048406000000000136,0.04887142857142947,0.0505407999999998,-3.36603074,-0.3981562081945713,1,go_long,go_long,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,2024-07-05 01:30:00+00:00,1,0,go_long,go_long,0.03002285714285797,0.030501025348134272,go_long,go_long,0.029622000000000454,0.028860000000000004,go_long,False,go_long,0.02978,0.02978,go_long,do_nothing,0.031234731255523264,0.028860000000000004,0.03152199999999991,go_long,2844.0,do_nothing,go_long,1
31,BBL/USDT:USDT,2024-07-05 01:45:00+00:00,first_buy,stop_loss,0.028860000000000004,0.029230000000000003,0.02995779067919054,0.030918825236595615,0.02697,1,0.02697,14562.0,1,False,0.02903600000000045,0.029382857142857967,0.031339199999999914,-3.36294758,-0.3958137552732148,1,go_long,go_long,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,2024-08-01 11:15:00+00:00,1,0,go_long,go_long,0.01734714285714366,0.017487230678429694,go_long,go_long,0.017272000000000353,0.016790000000000003,go_long,False,go_long,0.017,0.01701,go_long,do_nothing,0.017627811763838073,0.016790000000000003,0.017837600000000002,go_long,8045.0,do_nothing,go_long,1
63,CETUS/USDT:USDT,2024-11-06 05:15:00+00:00,second_buy,stop_loss,0.21091000000000001,0.39575000000000005,0.2266173408104577,0.21306531075528531,0.20801000000000003,0,0.31585,395790.0,0,False,0.23387400000000222,0.22811000000000123,0.20855239999999955,-2.4922848,-0.3957580474601954,0,go_short,go_short,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,2024-11-08 04:30:00+00:00,0,0,go_short,go_long,0.404717142857144,0.40564947010923413,go_short,go_short,0.40907400000000244,0.41223000000000004,go_short,False,go_long,0.41223000000000004,0.43365000000000004,go_short,go_long,0.39950606291853086,0.42787000000000003,0.3955783999999996,go_long,136130.0,go_long,go_long,0
35,BEER/USDT:USDT,2024-06-07 17:30:00+00:00,first_buy,stop_loss,0.00045749999999999995,0.0004652,0.00046628066308358203,0.000485026923076923,0.0004543,0,0.0004632,7218.0,0,False,0.0004580799999999999,0.0004589999999999999,0.00048276399999999995,-1.83505787,-0.3950063877083915,1,go_long,go_long,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,2024-06-13 05:45:00+00:00,1,0,go_long,go_long,0.00031304285714285715,0.0003131601646959091,go_long,go_long,0.00030955999999999904,0.00028409999999999997,go_long,False,go_long,0.00030429999999999997,0.00031289999999999996,go_long,do_nothing,0.0003261359800229069,0.0002847,0.0003250600000000002,go_long,88055.0,do_nothing,go_long,1
32,BBL/USDT:USDT,2024-08-01 11:30:00+00:00,first_buy,stop_loss,0.016800000000000002,0.0171,0.01738919518944051,0.017570196077627845,0.016560000000000002,1,0.01685,27813.0,0,False,0.017138000000000354,0.017242857142857945,0.0178024,-3.34724625,-0.39596238574924186,1,go_long,go_long,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,2024-09-03 21:45:00+00:00,0,1,go_long,go_long,0.010517142857143672,0.010524306618773144,go_long,go_long,0.010520000000000309,0.01043,go_long,False,go_long,0.010450000000000001,0.010450000000000001,go_long,do_nothing,0.010600527313687621,0.01043,0.01055839999999999,go_long,5632.0,do_nothing,go_long,1
