,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,open (exit),long_jcrosk (exit),close (exit),mean-grad-hist (exit),volume (exit),short_kdj (exit),high (exit),sma-05 (exit),sma-07 (exit),ema-12 (exit),ema-26 (exit),low (exit),sma-25 (exit)
755,AAVE/USDT:USDT,2021-07-08 07:45:00+00:00,first_buy,long-ml-exit,293.52,293.57,296.49709908652335,301.5239107593816,282.01,1,286.1,54578.6,0,False,293.2499999999997,295.6371428571432,302.28360000000123,-3.90474734,-0.06817516329662857,271.58,1,267.29,1,16472.2,False,271.61,270.51199999999955,270.45142857142906,275.24056605664,271.66292884397865,266.46,274.82840000000135
754,AAVE/USDT:USDT,2021-07-07 01:30:00+00:00,first_buy,long-ml-exit,315.58,318.55,316.54012940890414,318.4804060527082,315.17,0,318.21,11296.8,0,False,315.3479999999994,316.1357142857149,317.229600000001,-2.17107784,-0.06816181430134918,299.78,1,297.14,1,12197.9,False,301.0,300.56399999999957,301.0285714285718,307.20750701497184,303.0499493935971,297.0,307.18880000000115
753,AAVE/USDT:USDT,2021-07-06 05:30:00+00:00,first_buy,long-ml-exit,331.86,340.41,326.1471763005419,318.25838054157794,331.86,0,338.48,59618.0,0,False,332.64199999999937,329.9300000000007,317.8468000000011,-2.33678905,-0.06895653675797825,319.89,0,315.88,1,26035.7,False,319.89,321.36199999999945,322.39142857142906,326.5032006323825,323.495097187324,314.39,327.01000000000107
750,AAVE/USDT:USDT,2021-06-30 20:00:00+00:00,first_buy,long-ml-exit,235.69,236.79,230.82474671126909,228.5883539938682,234.84,0,236.22,7345.3,0,False,234.56799999999913,232.93428571428583,226.4828000000011,-3.16446754,-0.06695413067109102,222.95,0,220.79,1,17435.7,False,222.95,224.13999999999913,224.66428571428588,228.83301169620327,226.1762323768078,219.76,230.00680000000102
749,AAVE/USDT:USDT,2021-06-29 08:45:00+00:00,first_buy,long-ml-exit,242.07,244.51,240.31398572684773,237.55826836282492,241.25,0,243.87,12328.9,0,False,240.64599999999922,241.33857142857156,236.99320000000117,-3.29939558,-0.06758457003320649,230.56,1,227.99,1,10265.5,False,231.04,231.1299999999992,231.67571428571438,235.7669516433962,233.04452063558188,227.53,236.09680000000105
720,AAVE/USDT:USDT,2021-05-21 22:15:00+00:00,first_buy,long-ml-exit,354.61,354.61,349.3911279481766,363.84087656716304,346.12,0,350.64,9800.1,0,False,341.50999999999885,341.515714285713,361.45440000000167,-2.9495936,-0.08400749666572452,330.19,0,321.66,1,17283.5,False,333.99,332.44399999999894,335.0857142857131,352.9868298877773,342.6984968770405,316.73,359.42480000000165
746,AAVE/USDT:USDT,2021-06-23 20:00:00+00:00,first_buy,long-ml-exit,204.06,204.21,206.96152061221645,210.6960020385336,200.92,1,200.96,7584.7,0,False,204.42999999999935,205.20571428571407,211.228000000001,-4.62347669,-0.07661322041148873,190.57,1,185.89,1,24970.6,False,190.75,189.4199999999993,189.3471428571429,192.7962842876276,190.24483813554,185.05,192.0120000000011
743,AAVE/USDT:USDT,2021-06-21 21:45:00+00:00,first_buy,long-ml-exit,218.99,219.42,219.916778195973,222.12154791720346,214.0,1,214.15,5439.7,0,False,219.5939999999996,220.21285714285668,221.18920000000114,-2.97321718,-0.0693432071033976,201.7,0,199.75,1,44480.9,False,203.97,205.42399999999958,206.86714285714245,210.46052986003895,207.59094108684874,198.0,211.57280000000105
742,AAVE/USDT:USDT,2021-06-21 10:30:00+00:00,first_buy,long-ml-exit,233.32,234.33,237.6358917079014,243.93486658450612,230.66,1,230.66,7070.5,1,False,234.24799999999954,235.72999999999954,244.01960000000105,-3.1237962,-0.06764958865110611,219.14,1,215.55,1,23428.5,False,219.62,218.9659999999996,219.77142857142812,226.33642954580114,222.30398784097565,214.72,226.17720000000114
741,AAVE/USDT:USDT,2021-06-18 18:30:00+00:00,first_buy,long-ml-exit,258.84,260.87,262.7048174918302,267.71422221748816,254.0,1,254.6,11934.6,0,False,260.0399999999996,261.428571428571,267.9584000000012,-3.43138702,-0.06729141103488401,249.69,0,238.24,1,40733.2,False,249.94,252.56999999999962,252.75285714285675,258.5236987112217,253.8247554486672,237.16,260.11320000000103
740,AAVE/USDT:USDT,2021-06-18 10:15:00+00:00,first_buy,long-ml-exit,280.37,280.46,283.86825490991527,285.19878153082436,278.08,1,279.43,6140.2,0,False,282.3659999999996,283.70142857142804,285.5820000000013,-3.95516645,-0.07070387292901788,262.87,0,260.19,1,8109.1,False,264.04,263.28399999999965,264.2442857142853,269.54602879447816,265.1235880671017,260.03,269.8532000000012
739,AAVE/USDT:USDT,2021-06-16 01:15:00+00:00,first_buy,long-ml-exit,307.02,307.38,310.3212794103599,311.8262510163757,305.01,1,307.21,3041.7,0,False,308.37199999999956,309.61428571428553,311.4928000000013,-2.0354749,-0.06619060116993128,290.42,0,287.65,1,7424.8,False,291.22,291.91799999999955,293.83857142857096,295.9073513595646,293.89677206616744,286.49,295.8552000000013
738,AAVE/USDT:USDT,2021-06-14 13:45:00+00:00,first_buy,long-ml-exit,323.49,330.29,318.4136557799401,315.81682972078994,322.0,0,329.04,25808.4,0,False,321.21999999999923,318.6942857142853,314.68240000000156,-2.28454389,-0.0693548979965244,308.73,0,307.04,1,2300.6,False,310.07,309.2799999999996,310.61999999999983,312.1955510976858,310.8869665758799,305.94,311.8784000000013
736,AAVE/USDT:USDT,2021-06-08 03:15:00+00:00,first_buy,long-ml-exit,319.72,322.44,329.4678641369649,338.6404573874957,315.06,1,315.86,8699.7,0,False,325.56199999999916,327.8599999999996,336.9844000000017,-2.06302337,-0.06523065065967423,297.08,0,296.2,1,5265.9,False,298.27,299.6139999999992,301.20142857142804,305.5571813320171,303.03259555643547,295.91,307.38240000000167
735,AAVE/USDT:USDT,2021-06-04 06:45:00+00:00,first_buy,long-ml-exit,363.22,365.95,368.12577720105145,374.4302751878154,360.11,1,360.64,5561.8,0,False,363.11399999999924,364.86714285714305,374.2432000000018,-2.61117172,-0.07233751578833525,340.86,1,335.62,1,9532.8,False,342.95,341.6379999999992,343.64428571428533,356.6754133769646,347.37777387305084,335.25,359.4348000000017
734,AAVE/USDT:USDT,2021-06-03 16:00:00+00:00,first_buy,long-ml-exit,393.6,394.0,393.3224548903993,395.27391775876146,389.32,0,391.7,4716.0,0,False,392.1399999999991,391.42000000000036,397.8200000000018,-2.81951051,-0.07190579536872808,369.65,0,364.23,1,9031.3,False,370.63,370.54599999999925,372.54000000000025,378.64340898838475,373.35062377154776,361.75,379.55120000000176
730,AAVE/USDT:USDT,2021-05-28 06:00:00+00:00,first_buy,long-ml-exit,346.47,346.91,355.3750860825545,361.7729224867761,337.95,1,343.32,11332.0,0,False,351.23799999999886,352.7028571428568,362.4792000000016,-2.65593826,-0.0773597578583292,321.32,0,316.99,1,12084.4,False,324.87,329.91799999999887,332.825714285714,343.75028787804956,334.5070779871046,315.44,344.84760000000153
729,AAVE/USDT:USDT,2021-05-26 05:00:00+00:00,first_buy,long-ml-exit,380.1,381.25,378.9801185926886,374.9954218992142,376.96,1,379.89,3587.1,0,False,379.8319999999988,381.1614285714282,375.3684000000017,-2.7404671,-0.07207585748287096,359.45,0,353.12,1,4171.2,False,359.45,360.0899999999989,360.545714285714,366.96562279843414,362.29300592265747,352.64,367.26040000000154
727,AAVE/USDT:USDT,2021-05-24 18:30:00+00:00,first_buy,long-ml-exit,368.8,377.66,362.90179542377695,352.96633265573945,368.8,0,377.13,15254.4,0,False,369.259999999999,366.4357142857134,352.6936000000016,-2.56684993,-0.0679550985651423,361.94,1,352.19,0,16629.0,False,363.17,358.75599999999906,359.38999999999913,371.11761498977717,365.2508836425314,345.9,376.06120000000186
723,AAVE/USDT:USDT,2021-05-23 08:45:00+00:00,first_buy,long-ml-exit,296.22,296.22,308.6434422533735,319.85725124882083,288.78,1,289.65,17935.9,1,False,298.00999999999874,302.35428571428446,324.85640000000166,-6.429456,-0.11095620797113336,273.61,0,258.09,1,32919.7,False,277.84,277.5859999999988,281.00428571428444,292.53594842727074,281.49621869218413,256.9,290.9000000000017
745,AAVE/USDT:USDT,2021-06-23 02:45:00+00:00,first_buy,long-ml-exit,218.87,222.7,215.88325643196617,211.921254093016,218.84,1,222.0,5150.3,0,False,219.79399999999941,219.23999999999975,211.17880000000108,-3.07526156,-0.06923399672396832,210.53,0,206.92,1,12795.9,False,210.54,210.74399999999937,211.46571428571406,214.81835882449954,212.24900210305097,205.94,215.64120000000102
869,AAVE/USDT:USDT,2022-07-31 23:30:00+00:00,first_buy,long-ml-exit,98.37,98.65,100.17255026137745,101.40781884798314,97.92,0,98.0,8008.9,1,False,98.71400000000372,99.40428571428872,102.23280000000041,-4.36682744,-0.07417644315828359,92.04,0,90.97,1,19033.8,False,92.04,92.16400000000371,92.45000000000303,94.51396716820591,93.40378141241071,90.8,95.06520000000037
445,UNI/USDT:USDT,2022-11-20 22:00:00+00:00,first_buy,long-ml-exit,5.52,5.521,5.521595336066661,5.5357889666932865,5.412,1,5.432,427589.0,0,False,5.523799999999864,5.522000000000091,5.529760000000011,-4.81207545,-0.08043886989974033,5.105,0,5.007,1,757635.0,False,5.106,5.098599999999863,5.11314285714294,5.157394889129927,5.128447956987894,4.984,5.164480000000019
443,UNI/USDT:USDT,2022-11-13 10:15:00+00:00,first_buy,long-ml-exit,5.816,5.8629999999999995,5.863316307241811,5.859335564976768,5.784,0,5.793,198698.0,0,False,5.819999999999856,5.835857142857239,5.927240000000012,-3.90384755,-0.06729849184465232,5.476,0,5.417,1,409565.0,False,5.477,5.477199999999859,5.483428571428667,5.592536647308718,5.5093541434909925,5.37,5.613400000000012
192,UNI/USDT:USDT,2021-02-04 02:30:00+00:00,first_buy,long-ml-exit,21.1638,21.3321,20.544325108422218,20.290389287505192,20.5075,1,20.8828,502251.0,1,False,20.866740000000014,20.728471428571392,20.11719199999997,-2.80861452,-0.06717989712319974,19.8104,0,19.7377,1,133873.0,False,19.8708,19.899560000000026,19.9564285714285,20.285002417740678,20.021036812099165,19.653,20.268544000000016
190,UNI/USDT:USDT,2021-02-01 17:00:00+00:00,first_buy,long-ml-exit,19.6992,20.2923,18.8383812904716,18.50095923649176,19.5009,0,19.8285,1224693.0,0,False,19.114700000000006,18.939142857142848,18.47542799999997,-4.5618409,-0.07659931013450882,18.9215,1,18.421,1,605770.0,False,18.9669,18.773100000000007,18.775014285714263,18.926466819005412,18.82878318203071,18.2725,18.90715199999996
188,UNI/USDT:USDT,2021-01-30 17:15:00+00:00,first_buy,long-ml-exit,18.674,18.677,17.39853207406392,16.79423813995763,17.9408,0,18.0626,691524.0,0,False,17.8808,17.6371,16.60633999999997,-3.82344303,-0.07040793451404347,17.1075,0,16.908,1,486763.0,False,17.1208,17.29462000000001,17.45471428571427,17.75452423537571,17.511107372391145,16.7113,17.747091999999974
185,UNI/USDT:USDT,2021-01-27 20:30:00+00:00,first_buy,long-ml-exit,15.1939,15.417300000000001,14.857618797955876,14.556451587915932,15.0758,0,15.3668,522527.0,0,False,15.083180000000004,14.958971428571422,14.464359999999964,-3.2363451,-0.07008271745942124,14.4661,0,14.3318,1,442116.0,False,14.4929,14.570960000000005,14.68684285714285,14.851878827024207,14.738031964291292,14.17,14.943307999999966
182,UNI/USDT:USDT,2021-01-25 03:45:00+00:00,first_buy,long-ml-exit,12.8689,12.8689,12.429128764857225,12.105052040673268,12.642,1,12.6727,254186.0,1,False,12.66848000000001,12.57014285714285,12.07509199999997,-3.53244216,-0.06960600821235476,11.9583,0,11.816,1,203322.0,False,12.0328,11.973060000000013,12.022828571428564,12.149652193353143,12.077934364250693,11.7866,12.314391999999966
177,UNI/USDT:USDT,2021-01-21 05:45:00+00:00,first_buy,long-ml-exit,8.1004,8.2432,8.357646810623647,8.484952464789556,8.0951,0,8.2424,128931.0,0,False,8.211300000000003,8.298242857142858,8.592575999999974,-5.36477765,-0.0929040026169917,7.8001000000000005,0,7.4921,1,405465.0,False,7.8681,7.907859999999998,7.97752857142857,8.060868459355948,7.985332386525755,7.489,8.083407999999976
176,UNI/USDT:USDT,2021-01-20 22:15:00+00:00,first_buy,long-ml-exit,8.8244,8.8298,8.641369718420751,8.516364646794669,8.6974,1,8.7041,109511.0,0,False,8.671740000000003,8.678714285714289,8.477123999999973,-4.35052345,-0.07133136503440494,8.2252,0,8.095,1,163430.0,False,8.253,8.266920000000002,8.328700000000001,8.50435666197272,8.378600776191583,8.0789,8.622175999999975
174,UNI/USDT:USDT,2021-01-20 04:15:00+00:00,first_buy,long-ml-exit,8.4665,8.5395,8.642826565378549,8.733334653875195,8.3742,1,8.380700000000001,210972.0,0,False,8.559260000000009,8.637971428571431,8.760875999999968,-3.87078476,-0.06590434790732363,7.946,0,7.8502,0,239706.0,False,7.9528,7.953180000000005,7.994785714285718,8.233283449048175,8.064509249801135,7.8378,8.28071999999997
173,UNI/USDT:USDT,2021-01-18 17:15:00+00:00,first_buy,long-ml-exit,9.087,9.1738,9.189328638829581,9.23836376580441,9.0198,1,9.0198,161542.0,0,False,9.117720000000011,9.160142857142862,9.305507999999971,-3.61174183,-0.06667357208357719,8.5874,0,8.4636,1,195763.0,False,8.6184,8.64944000000001,8.682742857142859,8.761545426185211,8.69048594090192,8.4043,8.780779999999968
172,UNI/USDT:USDT,2021-01-18 10:00:00+00:00,first_buy,long-ml-exit,9.6725,9.763,9.284404739904907,9.039573916476472,9.6558,0,9.695,252304.0,0,False,9.509960000000016,9.44707142857143,8.876699999999973,-3.81521515,-0.06552113518261367,9.1221,0,9.0814,1,190054.0,False,9.1388,9.165680000000012,9.18945714285715,9.255848867068762,9.220152027707687,8.9725,9.326567999999972
170,UNI/USDT:USDT,2021-01-16 16:00:00+00:00,first_buy,long-ml-exit,9.182,9.305,8.29964507731684,8.042961349033598,8.844100000000001,0,8.9596,1285298.0,1,False,8.516720000000014,8.36468571428571,7.9868559999999755,-3.55281403,-0.06602423433664016,8.6155,0,8.3916,1,609244.0,False,8.6736,8.660680000000013,8.768014285714283,8.287472950123982,8.533019433546366,8.2886,8.204387999999975
163,UNI/USDT:USDT,2021-01-11 14:30:00+00:00,first_buy,long-ml-exit,4.7298,5.0792,5.180287964294052,5.287709143834126,4.7229,1,5.0557,531631.0,0,False,5.066140000000011,5.137142857142853,5.342711999999982,-6.19195691,-0.10192607431455455,4.8722,0,4.5457,1,742869.0,False,4.8795,4.892320000000011,4.960657142857138,5.14015719011726,4.987509209797581,4.5457,5.206087999999981
162,UNI/USDT:USDT,2021-01-11 04:00:00+00:00,first_buy,long-ml-exit,5.1184,5.4634,5.629322842948913,5.766072548205675,5.1159,1,5.399,790486.0,0,False,5.496840000000011,5.57015714285714,5.845471999999981,-7.46195197,-0.12555471763067874,5.0876,0,4.7274,1,729974.0,False,5.1375,5.115680000000012,5.182099999999996,5.306269875340856,5.202940321438425,4.7274,5.356747999999982
193,UNI/USDT:USDT,2021-02-06 07:30:00+00:00,first_buy,long-ml-exit,19.7389,19.9122,19.992400379468524,20.251661497908035,19.6558,0,19.8349,134289.0,0,False,19.86128000000003,19.91679999999993,20.205680000000015,-3.91419836,-0.06569009113497852,18.6801,0,18.662,1,208436.0,False,18.8992,18.994700000000005,19.11937142857135,19.402655041948268,19.18907857691425,18.5758,19.502056000000017
161,UNI/USDT:USDT,2021-01-10 20:45:00+00:00,first_buy,long-ml-exit,5.6263000000000005,5.7884,5.849757895348708,5.94670759643561,5.5841,0,5.7727,353939.0,0,False,5.768180000000011,5.830428571428571,5.95844799999998,-6.69751274,-0.1158904963813683,5.5296,0,5.1181,1,1045801.0,False,5.5296,5.575440000000012,5.627228571428568,5.795438352062129,5.671199723485079,5.0893,5.868495999999982
159,UNI/USDT:USDT,2021-01-10 07:15:00+00:00,first_buy,long-ml-exit,6.5903,6.5964,6.457671684694658,6.4022847344269405,6.5497,0,6.5677,110155.0,0,False,6.527040000000011,6.49505714285714,6.39755599999998,-5.02442851,-0.08493293570732084,6.2002,1,6.0313,1,570602.0,False,6.2187,6.20444000000001,6.256928571428569,6.362567542211695,6.301562074022189,6.0012,6.423239999999979
157,UNI/USDT:USDT,2021-01-08 10:15:00+00:00,first_buy,long-ml-exit,6.288,6.2889,6.124778049761626,6.067073526678341,6.213,1,6.2199,161304.0,1,False,6.17576000000001,6.154328571428564,6.007379999999973,-4.19749543,-0.07496017418309715,5.8829,0,5.7706,1,276008.0,False,5.8898,5.96720000000001,5.995214285714279,6.058381748608369,5.999872584481744,5.7552,6.087795999999977
155,UNI/USDT:USDT,2021-01-06 20:30:00+00:00,first_buy,long-ml-exit,6.0785,6.2466,6.309861406876053,6.323758488883196,6.066,1,6.219,237896.0,0,False,6.251580000000013,6.297785714285712,6.333335999999977,-4.03731515,-0.07207527378169257,6.0399,0,5.802,1,1071237.0,False,6.0531,6.0212800000000115,6.040885714285708,6.2112095064739625,6.104515569066413,5.6519,6.266163999999974
154,UNI/USDT:USDT,2021-01-06 18:15:00+00:00,first_buy,long-ml-exit,6.5799,6.6017,6.412305570440831,6.344306571843127,6.5006,1,6.5314,198232.0,1,False,6.499120000000012,6.4480428571428545,6.329339999999976,-4.2130125,-0.07157099099247859,6.2057,0,6.0826,1,517928.0,False,6.2953,6.284660000000012,6.324614285714283,6.3321391679938515,6.326381662671698,6.0561,6.334011999999976
151,UNI/USDT:USDT,2021-01-04 02:30:00+00:00,first_buy,long-ml-exit,5.7686,5.8063,5.6028064545752425,5.4786877222569705,5.7049,1,5.7372,231874.0,1,False,5.69300000000001,5.668171428571429,5.454143999999978,-4.51594898,-0.07864031415523537,5.4104,0,5.309,1,547063.0,False,5.4908,5.4651400000000105,5.530200000000001,5.664813583525744,5.59161371833515,5.2833,5.774243999999979
149,UNI/USDT:USDT,2021-01-03 14:45:00+00:00,first_buy,long-ml-exit,5.4131,5.4456,5.233706914390927,5.109177823456786,5.3432,0,5.4394,787168.0,0,False,5.324880000000009,5.275028571428575,5.071559999999978,-4.28647298,-0.07156593715465023,5.1602,0,5.0679,1,270469.0,False,5.1689,5.1489600000000095,5.144114285714289,5.166596701058198,5.178294281622995,5.06,5.222463999999977
147,UNI/USDT:USDT,2020-12-31 23:15:00+00:00,first_buy,long-ml-exit,5.1475,5.2073,5.122621677105106,5.019536489646069,5.0775,1,5.15,722161.0,0,False,5.192520000000009,5.1725142857142865,5.024723999999977,-3.88086826,-0.06839379653869222,4.9257,0,4.814,1,1188827.0,False,4.9342,4.940160000000011,4.951700000000002,4.965466734464902,4.939533130123961,4.71,4.978339999999977
143,UNI/USDT:USDT,2020-12-28 07:15:00+00:00,first_buy,long-ml-exit,3.7601,3.8163,3.7537665106555735,3.7408455442139332,3.76,0,3.802,201598.0,0,False,3.7543400000000084,3.7545285714285694,3.759043999999979,-4.42501103,-0.07269751413564728,3.5984,1,3.5358,0,358131.0,False,3.6047000000000002,3.578960000000008,3.587142857142855,3.6754070977981015,3.6231478997473086,3.5134,3.6937959999999803
141,UNI/USDT:USDT,2020-12-21 10:15:00+00:00,first_buy,long-ml-exit,3.6602,3.6628,3.717588298967275,3.765235721923301,3.5646,1,3.5789999999999997,690344.0,1,False,3.662380000000008,3.6909714285714252,3.7933559999999824,-4.09555216,-0.06728380172837409,3.3814,0,3.3448,1,598079.0,False,3.3823,3.375660000000006,3.3804571428571393,3.448377484372772,3.409386502663556,3.2915,3.4584679999999843
140,UNI/USDT:USDT,2020-12-20 00:15:00+00:00,first_buy,long-ml-exit,3.9652000000000003,3.9665,3.975256839089589,4.0098946777770434,3.9189,1,3.9464,198151.0,0,False,3.9530400000000077,3.9683999999999977,4.00501199999998,-4.27609453,-0.07214393425869044,3.7306,0,3.6749,1,456549.0,False,3.7459,3.7581000000000073,3.776814285714282,3.804769058034281,3.7807837857253155,3.6707,3.8189559999999823
139,UNI/USDT:USDT,2020-12-19 09:45:00+00:00,first_buy,long-ml-exit,4.1445,4.2,4.122104395106996,4.063668097655663,4.14,0,4.1946,371425.0,0,False,4.155960000000005,4.144214285714282,4.089595999999981,-3.91918425,-0.06668305636109215,3.9895,1,3.9275,1,772460.0,False,3.9992,3.9774600000000078,3.9955999999999983,4.066258576782959,4.020612455628212,3.903,4.091327999999979
137,UNI/USDT:USDT,2020-12-17 16:15:00+00:00,first_buy,long-ml-exit,3.9304,4.0028,3.9140804166292513,3.853565514571474,3.9304,0,3.9859999999999998,766081.0,0,False,3.933580000000005,3.9331428571428533,3.8511759999999806,-4.0831605,-0.06819609821415418,3.7607,0,3.7236000000000002,1,287142.0,False,3.768,3.768280000000005,3.785442857142853,3.8331337931449405,3.8058856438464086,3.7056,3.8708639999999788
134,UNI/USDT:USDT,2020-12-08 23:15:00+00:00,first_buy,long-ml-exit,3.3043,3.3539,3.371394204394693,3.414694159726237,3.2949,1,3.3148,414671.0,0,False,3.347600000000006,3.3555285714285668,3.42770399999998,-4.58955767,-0.07686433066951488,3.1153,0,3.0682,1,456570.0,False,3.1188,3.1373200000000083,3.1634857142857093,3.2100036732875195,3.1785948314577204,3.0613,3.2273439999999782
160,UNI/USDT:USDT,2021-01-10 11:45:00+00:00,first_buy,long-ml-exit,6.0329,6.132,6.265367908788006,6.340621798344163,6.0171,1,6.0663,296309.0,0,False,6.162980000000009,6.211728571428568,6.411807999999979,-4.49003286,-0.07402992709622407,5.7147,0,5.6263000000000005,1,466905.0,False,5.7934,5.8067800000000105,5.851457142857142,5.960628204150459,5.863768421775746,5.5538,5.973219999999981
133,UNI/USDT:USDT,2020-12-04 22:30:00+00:00,first_buy,long-ml-exit,3.6154,3.622,3.6367329922764573,3.6587207034507627,3.575,1,3.5751,100025.0,1,False,3.6086400000000083,3.6270285714285637,3.6591159999999756,-4.84905393,-0.07970504683998507,3.3627000000000002,0,3.3044000000000002,1,283301.0,False,3.3712,3.3622200000000064,3.3656571428571382,3.422685692504336,3.381684059739183,3.3044000000000002,3.4349359999999796
194,UNI/USDT:USDT,2021-02-07 02:30:00+00:00,first_buy,long-ml-exit,18.6493,18.6818,19.098512642004366,19.343228742544692,18.0409,1,18.6004,616604.0,0,False,18.86346000000001,19.002314285714203,19.455288000000014,-4.48616759,-0.08030399942833422,17.7377,1,17.1893,1,467713.0,False,17.7705,17.720119999999994,17.84721428571421,18.278485206950272,17.99241619729077,17.17,18.42777600000002
198,UNI/USDT:USDT,2021-02-13 11:15:00+00:00,first_buy,long-ml-exit,21.7149,21.9301,22.282247217821766,22.557928880637295,21.2515,1,21.6422,424341.0,0,False,22.010739999999977,22.23547142857141,22.623836000000043,-3.04824903,-0.07036703545091566,20.5562,0,20.3604,1,229049.0,False,20.65,20.70268,20.768599999999996,21.05703684078511,20.877611227164074,20.3341,21.100404000000047
245,UNI/USDT:USDT,2021-04-22 14:00:00+00:00,first_buy,long-ml-exit,36.5454,36.8634,37.10782922356808,37.122303376824114,36.3301,1,36.3656,215084.0,0,False,36.76539999999996,37.03264285714278,37.34480000000005,-2.38945069,-0.06561670711246427,34.7445,0,34.0629,1,403645.0,False,34.8349,34.89373999999996,35.120371428571374,35.750937370677775,35.21657891260585,33.9999,35.915172000000055
242,UNI/USDT:USDT,2021-04-16 14:00:00+00:00,first_buy,long-ml-exit,34.9865,35.0167,35.74769126483413,36.133276118436896,34.0631,1,34.7666,439188.0,0,False,35.563579999999924,35.7152428571428,36.25720800000005,-2.52285442,-0.07248713195839117,33.6173,0,32.5417,1,798865.0,False,33.9476,33.66677999999993,33.848542857142824,34.522703636014484,33.98942350205415,31.9815,34.75831600000006
241,UNI/USDT:USDT,2021-04-15 08:45:00+00:00,first_buy,long-ml-exit,37.6363,37.8109,38.004147644280955,37.73183803449327,37.5031,1,37.7,126691.0,0,False,38.04949999999995,38.09569999999992,38.04234400000009,-2.99505877,-0.07935927048645466,35.8406,0,34.9791,1,209059.0,False,36.1445,35.83863999999992,35.87975714285709,36.242610207911845,35.92607149480397,34.9445,36.33916400000005
239,UNI/USDT:USDT,2021-04-13 01:30:00+00:00,first_buy,long-ml-exit,36.3091,36.385,36.73227662293179,36.6357881332582,35.8414,1,36.3416,305318.0,0,False,36.55433999999996,36.630757142857085,36.85138400000008,-3.44430563,-0.09466969584644158,34.4434,0,33.2857,1,703667.0,False,34.4434,34.36297999999994,34.52994285714281,35.06041529946476,34.65177689362659,33.25,35.09123200000008
236,UNI/USDT:USDT,2021-04-03 21:45:00+00:00,first_buy,long-ml-exit,30.1502,30.4723,30.36620650245699,30.646389983484283,30.0746,1,30.0764,79565.0,0,False,30.175579999999933,30.257342857142817,30.62830800000006,-3.92960261,-0.06526587196905906,29.0577,0,28.5793,1,379650.0,False,29.2854,29.15463999999995,29.31182857142852,29.81285591641894,29.394753036908348,28.1164,29.91400800000007
235,UNI/USDT:USDT,2021-04-03 07:30:00+00:00,first_buy,long-ml-exit,31.9369,32.1,31.95267721852062,31.57672728321661,31.8359,1,32.0901,75625.0,0,False,32.26269999999992,32.100814285714236,31.698320000000066,-2.14066378,-0.06665498635576714,30.267,1,30.1147,1,88177.0,False,30.6013,30.31711999999993,30.40957142857139,30.73619631673607,30.46971651996059,30.1144,30.73120400000006
233,UNI/USDT:USDT,2021-03-24 20:30:00+00:00,first_buy,long-ml-exit,28.8948,29.1884,29.638351157568938,30.197008885043285,28.272,1,28.6219,402192.0,0,False,29.081019999999892,29.33258571428565,30.40241200000008,-4.4269604,-0.07726495515505029,28.0359,0,26.4756,1,1604974.0,False,28.0368,28.19269999999988,28.422857142857083,29.350206638351633,28.586247073954606,25.272,29.546056000000082
232,UNI/USDT:USDT,2021-03-21 03:00:00+00:00,first_buy,long-ml-exit,31.5721,32.0334,32.14107747088899,32.28405665234693,31.558,1,31.8838,127109.0,0,False,31.99685999999993,32.16268571428566,32.26396000000008,-2.14349161,-0.06715791476762834,30.563,0,29.9389,1,228200.0,False,30.6384,30.27609999999993,30.26979999999993,31.06377720198554,30.513170438559715,29.9295,30.898524000000076
231,UNI/USDT:USDT,2021-03-19 17:00:00+00:00,first_buy,long-ml-exit,32.2288,34.0003,31.8283151502708,31.39264240538937,32.1891,0,33.7083,1799365.0,0,False,32.04663999999992,31.8761714285714,31.251844000000084,-2.40565014,-0.07129540478478277,31.9547,0,31.5699,1,185779.0,False,32.0108,32.120379999999926,32.22948571428565,32.316077184534684,32.1878551928688,31.552599999999998,32.27558000000008
229,UNI/USDT:USDT,2021-03-14 17:00:00+00:00,first_buy,long-ml-exit,31.3917,31.4661,31.595340146650894,31.908448652410232,31.0465,1,31.2083,110221.0,1,False,31.433059999999905,31.455742857142855,31.86827600000008,-2.76537391,-0.08851516147402802,29.335,0,28.5592,1,379726.0,False,29.4166,29.45249999999993,29.61127142857142,29.810093188349228,29.607706418774203,28.53,29.914848000000084
228,UNI/USDT:USDT,2021-03-14 02:30:00+00:00,first_buy,long-ml-exit,33.558,33.7888,32.98052851768473,32.772143294671515,33.3852,0,33.4455,149521.0,0,False,33.14455999999992,33.02965714285714,32.60787200000007,-2.19582743,-0.06558360304245696,31.4699,0,31.3928,1,102020.0,False,31.4741,31.4694799999999,31.512214285714283,31.96446054460305,31.665711082405604,31.1335,31.919556000000078
226,UNI/USDT:USDT,2021-03-07 02:30:00+00:00,first_buy,long-ml-exit,30.896,31.5949,29.434100882960472,28.935319438429143,30.5397,0,31.2206,639436.0,0,False,29.843659999999907,29.53740000000004,28.781328000000062,-2.22068378,-0.07106320398630653,29.7639,0,29.5485,1,263656.0,False,30.0,30.125219999999928,30.210142857142863,30.629002850191146,30.307115601132335,29.2,30.71954800000005
