,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,low (exit),volume (exit),long-large-rl (exit),short-large-rl (exit),ema-26 (exit),open (exit),ema-12 (exit),sma-compare (exit),sma-25 (exit),close (exit),high (exit),long_jcrosk (exit),mean-grad-hist (exit),short-bid-rl (exit),sma-07 (exit),sma-05 (exit),long-small-rl (exit),short_kdj (exit),long-bid-rl (exit),short-small-rl (exit)
44,BAL/USDT:USDT,2022-05-10 06:00:00+00:00,first_buy,long-exit-profit,11.704,11.842,11.249763149821444,11.065109530692343,11.608,0,11.774000000000001,69114.2,0,False,11.538199999999627,11.37914285714306,10.895720000000164,1.10083167,0.017977466097055198,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-05-10 13:00:00+00:00,11.661,177285.7,go_long,go_long,11.439149578264532,11.78,11.329414628125582,0,11.306600000000167,12.001,12.023,0,0,go_long,11.482714285714488,11.57819999999963,go_long,False,go_long,go_long
22,LPT/USDT:USDT,2024-02-17 11:00:00+00:00,first_buy,long-exit-profit,15.471,17.501,14.759483549499043,14.36944544769866,15.471,0,17.25,8073575.2,0,False,15.084599999999739,14.84442857142832,14.152439999999801,1.319794,0.02183557226450804,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-02-17 12:00:00+00:00,17.04,2383500.7,go_long,go_long,15.989085488890987,17.235,15.135326502861632,0,14.674519999999802,17.664,17.79,0,0,go_long,16.55585714285689,17.24319999999974,go_long,False,go_long,do_nothing
46,BAL/USDT:USDT,2022-06-13 02:30:00+00:00,first_buy,long-exit-profit,5.494,5.558,5.696089348395437,5.8490818265718625,5.455,0,5.55,35783.5,0,False,5.55199999999966,5.577714285714499,5.918120000000158,1.526206,0.024965308466749388,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-06-13 04:30:00+00:00,5.595,67173.8,go_long,go_long,5.581608392686813,5.5969999999999995,5.700608716526765,0,5.717600000000158,5.705,5.713,0,0,go_long,5.509285714285926,5.5359999999996585,go_long,False,go_long,go_long
47,BAL/USDT:USDT,2022-06-13 04:45:00+00:00,first_buy,long-exit-profit,5.702,5.711,5.594899409196534,5.698193256043301,5.641,0,5.668,48919.2,0,False,5.593199999999659,5.535857142857354,5.700480000000158,3.26376823,0.05327313625796068,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-06-24 19:15:00+00:00,5.432,1113820.3,go_long,go_long,5.452347649465207,5.44,5.378569468923815,0,5.350960000000154,5.906,6.0,0,0,go_long,5.4480000000002144,5.488199999999658,go_long,False,go_long,go_long
48,BAL/USDT:USDT,2022-06-24 19:30:00+00:00,first_buy,long-exit-profit,5.9030000000000005,6.135,5.508294164932098,5.410971730485014,5.703,0,5.816,1910554.6,0,False,5.577799999999657,5.512428571428786,5.372600000000155,2.017764,0.03301961196698039,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-06-24 20:45:00+00:00,5.828,486623.2,go_long,go_long,5.721244089052256,5.854,5.5593687727934755,0,5.488120000000155,6.017,6.037,0,1,go_long,5.866142857143074,5.868199999999658,go_long,False,go_long,go_long
49,BAL/USDT:USDT,2022-06-24 21:00:00+00:00,first_buy,long-exit-profit,6.018,6.022,5.722744998428832,5.572082197030996,5.67,1,5.731,709855.7,1,False,5.858999999999658,5.841142857143074,5.508320000000155,0.57946897,0.009440215778754993,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-19 00:00:00+00:00,5.68,39847.7,go_long,go_long,5.57619798926526,5.7,5.521266527913411,0,5.471000000000151,5.731,5.772,0,0,go_long,5.60671428571451,5.651399999999667,go_long,False,go_long,go_long
50,BAL/USDT:USDT,2022-07-19 00:15:00+00:00,first_buy,long-exit-profit,5.728,5.849,5.610013683224451,5.541617155475381,5.656,0,5.796,90176.4,1,False,5.701199999999667,5.6548571428573675,5.486560000000151,0.79910476,0.01311979051804024,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-22 07:30:00+00:00,5.819,92825.6,go_long,go_long,5.792133112126105,5.843,5.7407328924545125,0,5.71244000000015,5.891,5.917,0,1,go_long,5.832000000000226,5.844399999999668,go_long,False,go_long,go_long
52,BAL/USDT:USDT,2022-07-22 09:15:00+00:00,first_buy,long-exit-profit,5.865,5.914,5.83277090852623,5.784868529089529,5.859,0,5.891,45617.9,0,False,5.856999999999668,5.84285714285737,5.764280000000149,0.527769,0.008605724479351786,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-27 21:45:00+00:00,5.889,148330.1,go_long,go_long,5.809937293122585,5.9350000000000005,5.608941517215557,0,5.542320000000145,5.955,5.99,0,1,go_long,5.9020000000002195,5.921799999999665,go_long,False,go_long,go_long
59,BAL/USDT:USDT,2022-07-29 06:45:00+00:00,first_buy,long-exit-profit,6.405,6.48,6.362833364799235,6.31155169437797,6.396,1,6.423,35736.5,0,False,6.393999999999669,6.379428571428791,6.295360000000146,0.75438018,0.012350787932291902,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-29 08:00:00+00:00,6.223,301285.8,go_long,go_long,6.330986256768325,6.224,6.306944741882421,0,6.316880000000144,6.52,6.564,0,0,go_long,6.325428571428792,6.289999999999669,go_long,False,go_long,go_long
60,BAL/USDT:USDT,2022-07-29 08:15:00+00:00,first_buy,long-exit-profit,6.516,6.543,6.323449909573198,6.305096983224463,6.19,0,6.282,245829.0,0,False,6.285999999999669,6.307857142857363,6.3203200000001445,0.944004,0.0154690178556527,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-29 08:45:00+00:00,6.332,72266.4,go_long,go_long,6.337002597978444,6.343,6.314356124163634,0,6.331760000000145,6.395,6.401,1,0,go_long,6.309714285714506,6.352199999999669,go_long,False,go_long,go_long
61,BAL/USDT:USDT,2022-07-29 09:00:00+00:00,first_buy,long-exit-profit,6.395,6.402,6.342079121366376,6.318477892744106,6.366,0,6.37,44467.7,0,False,6.381999999999669,6.330428571428791,6.336400000000145,0.95315296,0.015561276919921414,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-30 15:30:00+00:00,6.401,66007.6,go_long,go_long,6.325755448839156,6.404,6.265990349630958,0,6.237360000000149,6.483,6.515,0,0,go_long,6.361714285714507,6.374999999999669,go_long,False,go_long,go_long
91,BNB/USDT:USDT,2022-07-29 15:45:00+00:00,first_buy,long-exit-profit,294.52,298.99,291.07711606178026,287.9887303883245,294.27,0,297.54,90748.02,0,False,293.6299999999918,292.90285714285363,288.42319999999813,0.804056,0.01349777763825823,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-29 18:15:00+00:00,298.36,74442.76,go_long,go_long,296.53830055258027,298.75,293.0709686394677,0,292.0107999999981,302.17,302.57,0,0,go_long,297.5157142857107,297.7199999999919,go_long,False,go_long,go_long
92,BNB/USDT:USDT,2022-07-29 18:30:00+00:00,first_buy,long-exit-profit,302.17,302.17,296.8431773906448,293.4746005920997,298.11,1,298.52,45147.11,0,False,298.17799999999187,297.901428571425,292.57199999999807,0.58748948,0.009830205303205438,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-03 16:30:00+00:00,299.6,84347.54,go_long,go_long,296.5814293995781,299.84,293.9631827859792,0,293.49599999999805,302.06,302.28,0,0,go_long,297.6657142857108,298.9639999999921,go_long,False,go_long,go_long
93,BNB/USDT:USDT,2022-08-03 16:45:00+00:00,first_buy,long-exit-profit,302.07,304.59,297.52428641502763,294.61109517220297,301.77,0,302.71,84693.95,0,False,300.0559999999921,298.9599999999965,293.910399999998,0.662132,0.010925812319885856,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-04 04:00:00+00:00,303.55,56719.09,go_long,go_long,302.10438996501085,303.69,301.19310637099636,0,300.54359999999804,306.61,307.65,0,0,go_long,302.46714285713955,302.967999999992,go_long,False,go_long,go_long
94,BNB/USDT:USDT,2022-08-04 04:15:00+00:00,first_buy,long-exit-profit,306.63,308.63,302.95909920116304,301.6721355287003,305.8,0,307.66,60620.67,0,False,304.15799999999206,303.36285714285384,300.76719999999807,0.4771945,0.008155239417021905,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-04 19:45:00+00:00,307.4,85520.51,go_long,go_long,305.6376361068345,309.76,304.21880595986016,0,304.20519999999806,310.79,310.87,0,0,go_long,306.2085714285681,307.53999999999206,go_long,False,go_long,go_long
95,BNB/USDT:USDT,2022-08-04 20:00:00+00:00,first_buy,long-exit-profit,310.79,311.5,306.4133843980907,304.69741292579647,308.65,0,310.68,62310.22,0,False,308.88599999999207,307.5242857142824,304.438799999998,0.6468759,0.010947627112169404,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-05 02:00:00+00:00,310.38,90571.86,go_long,go_long,310.56921707154333,310.54,309.5889430012719,0,310.5175999999981,314.72,315.83,0,0,go_long,310.16571428571115,310.3739999999922,go_long,False,go_long,go_long
96,BNB/USDT:USDT,2022-08-05 02:15:00+00:00,first_buy,long-exit-profit,314.71,315.85,310.85549136822897,309.79939166784436,312.07,0,312.43,49256.44,0,False,311.24999999999216,310.54142857142546,310.5875999999981,0.4943629,0.008319657809143453,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-05 07:15:00+00:00,314.12,19907.25,go_long,go_long,314.0971519874723,314.93,312.9602458867803,0,313.01799999999804,315.65,315.67,0,0,go_long,314.37142857142544,314.92799999999227,go_long,False,go_long,go_long
97,BNB/USDT:USDT,2022-08-05 07:30:00+00:00,first_buy,long-exit-profit,315.66,318.44,314.6052824509381,313.2891165618336,315.2,0,317.4,64346.51,0,False,315.47399999999226,315.07714285713973,313.32799999999804,0.528542,0.008755855505910641,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-05 09:00:00+00:00,317.14,72233.37,go_long,go_long,317.0458464306473,318.08,315.1380191057575,0,314.8499999999981,320.81,320.86,0,0,go_long,318.0385714285684,318.3639999999922,go_long,False,go_long,go_long
98,BNB/USDT:USDT,2022-08-05 09:15:00+00:00,first_buy,long-exit-profit,320.81,321.3,317.5249469797785,315.51001769051624,319.16,0,320.16,62262.15,0,False,319.0339999999922,318.43285714285406,315.13999999999805,0.5217913,0.008568967965538537,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-07 14:45:00+00:00,320.58,125502.46,go_long,go_long,318.771276007689,321.66,316.4494681340691,0,315.47839999999815,323.56,324.94,1,0,go_long,319.71714285713944,320.35199999999224,go_long,False,go_long,go_long
99,BNB/USDT:USDT,2022-08-07 15:00:00+00:00,first_buy,long-exit-profit,323.56,324.38,319.39569508342913,316.92210012413807,322.37,0,322.83,58636.26,0,False,321.2519999999922,320.3942857142823,315.9275999999981,0.6346741,0.010337514163294034,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-08 00:30:00+00:00,324.39,86656.84,go_long,go_long,323.9402856567615,324.57,323.20397087549037,0,323.26439999999803,326.81,327.78,0,0,go_long,323.9642857142821,324.0499999999923,go_long,False,go_long,go_long
100,BNB/USDT:USDT,2022-08-08 00:45:00+00:00,first_buy,long-exit-profit,326.8,327.23,324.3202417095674,323.4414545143429,325.59,0,326.41,37581.01,0,False,324.70199999999227,324.25571428571067,323.3975999999981,0.7132608,0.012127696451093406,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-08 09:00:00+00:00,328.85,90805.02,go_long,go_long,328.5428052196678,328.97,327.6002795948081,0,327.4119999999981,331.03,332.4,0,0,go_long,328.7985714285677,328.6999999999922,go_long,False,go_long,go_long
101,BNB/USDT:USDT,2022-08-08 09:15:00+00:00,first_buy,long-exit-profit,331.03,331.6,328.64545057048815,327.71951814334085,329.09,0,329.21,37750.42,0,False,328.8439999999922,328.7571428571391,327.47279999999813,0.485676,0.008187547826694902,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-08 12:15:00+00:00,329.65,75450.22,go_long,go_long,329.89982899708394,330.33,329.02809582828667,0,329.2523999999981,332.59,333.99,0,0,go_long,329.81571428571067,330.30399999999213,go_long,False,go_long,go_long
102,BNB/USDT:USDT,2022-08-08 12:30:00+00:00,first_buy,long-exit-profit,332.58,332.73,330.1783168436864,329.2267553965617,331.27,0,331.71,36157.77,0,False,330.82799999999213,330.25571428571067,329.38759999999803,0.61107645,0.010224533280005091,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-10 15:00:00+00:00,334.42,44910.54,go_long,go_long,330.57284869501484,334.75,326.2727290513272,0,324.07079999999786,335.73,336.9,0,1,go_long,334.03142857142535,334.3459999999917,go_long,False,go_long,go_long
103,BNB/USDT:USDT,2022-08-10 15:15:00+00:00,first_buy,long-exit-profit,335.73,336.7,331.28317966501254,326.9332676401178,334.68,1,335.19,51709.35,0,False,334.63799999999173,334.31571428571107,324.6379999999978,0.77406629,0.012816826890934116,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-10-31 12:45:00+00:00,333.48,163810.42,go_long,go_long,328.8482913343662,333.69,322.91007951459295,0,320.00879999999734,336.78,337.88,0,1,go_long,331.62428571428256,332.80999999999284,go_long,False,go_long,go_long
104,BNB/USDT:USDT,2022-10-31 13:00:00+00:00,first_buy,long-exit-profit,336.78,337.18,329.4270157444637,323.62859214314165,332.1,1,332.61,148762.85,1,False,333.29799999999284,332.1914285714255,320.9807999999973,0.50392941,0.008408679902321104,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-03 08:15:00+00:00,332.5,88954.7,go_long,go_long,331.06755019114007,333.67,327.62446540261107,0,326.6779999999975,335.76,336.52,0,1,go_long,332.99428571428246,334.7719999999927,go_long,False,go_long,go_long
105,BNB/USDT:USDT,2022-11-03 08:30:00+00:00,first_buy,long-exit-profit,335.76,338.98,331.7679270848108,328.2167272246399,335.43,1,335.62,103689.46,0,False,335.0579999999927,334.04428571428247,327.2171999999975,0.71487597,0.011821600622923548,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-04 04:00:00+00:00,338.55,38973.14,go_long,go_long,336.5971148605341,338.89,334.7185335608366,0,334.2135999999976,340.19,340.55,0,0,go_long,336.9771428571397,337.62799999999254,go_long,False,go_long,go_long
106,BNB/USDT:USDT,2022-11-04 04:15:00+00:00,first_buy,long-exit-profit,340.18,340.55,336.90525103583656,335.0060495933672,338.41,0,338.6,28996.47,0,False,338.20399999999256,337.38428571428256,334.4323999999976,0.6261516,0.01026297172305855,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-04 04:30:00+00:00,338.61,62640.92,go_long,go_long,337.80598164570785,338.61,335.5804162901548,0,334.83879999999755,342.76,343.81,0,0,go_long,338.4999999999968,339.49799999999254,go_long,False,go_long,go_long
107,BNB/USDT:USDT,2022-11-04 04:45:00+00:00,first_buy,long-exit-profit,342.77,344.03,338.37121523867586,336.0174224908841,340.6,0,341.48,51382.53,1,False,340.38399999999257,339.32285714285393,335.1411999999975,0.6905893,0.011884244372237812,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-04 07:00:00+00:00,342.54,48326.46,go_long,go_long,342.59528987033866,343.35,339.7490923198042,0,339.57479999999754,346.24,347.0,0,1,go_long,343.6785714285683,344.41799999999256,go_long,False,go_long,go_long
108,BNB/USDT:USDT,2022-11-04 07:15:00+00:00,first_buy,long-exit-profit,346.23,346.99,343.02832219797887,340.1684188146335,345.34,1,345.41,27848.5,0,False,344.8299999999926,344.1414285714254,339.86519999999757,0.66446476,0.011304570000203663,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-04 08:45:00+00:00,346.87,95666.88,go_long,go_long,345.2136832307584,346.97,342.4024562136836,0,342.2427999999975,349.96,351.0,0,0,go_long,345.90714285713966,346.1699999999926,go_long,False,go_long,go_long
109,BNB/USDT:USDT,2022-11-04 09:00:00+00:00,first_buy,long-exit-profit,349.96,350.77,345.8131165798725,342.8993113089663,348.45,0,349.11,47480.28,0,False,347.0779999999926,346.43571428571113,342.80919999999753,0.6234631,0.010494890386039056,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-04 13:00:00+00:00,348.99,50678.6,go_long,go_long,348.36379687236854,349.07,347.0099505977284,0,348.0575999999976,353.47,353.66,0,0,go_long,347.4742857142824,347.62199999999245,go_long,False,go_long,go_long
110,BNB/USDT:USDT,2022-11-04 13:15:00+00:00,first_buy,long-exit-profit,353.47,354.68,349.00936658431186,347.421065368267,351.81,0,352.56,61235.53,0,False,349.0479999999924,348.1328571428539,348.3103999999976,0.8090997,0.013486088452051691,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-04 14:45:00+00:00,355.94,58181.32,go_long,go_long,352.5214321087638,355.94,349.9429889135641,0,350.41079999999766,358.06,358.95,0,0,go_long,353.7799999999967,353.9899999999924,go_long,False,go_long,go_long
111,BNB/USDT:USDT,2022-11-04 15:00:00+00:00,first_buy,long-exit-profit,358.03,358.39,353.1765963997232,350.449434179226,356.11,0,356.78,43194.49,0,False,355.24799999999243,354.3828571428538,350.68359999999774,1.5215899,0.025061907159294575,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-08 16:15:00+00:00,326.0,486086.83,go_long,go_long,330.69525798877913,327.03,328.31421919401197,0,326.77639999999775,365.82,375.39,0,0,go_long,329.5542857142822,332.52599999999245,go_long,False,go_long,go_long
112,BNB/USDT:USDT,2022-11-08 16:30:00+00:00,first_buy,long-exit-profit,365.93,399.91,338.0544490674285,332.0339066611222,355.7,0,378.53,926542.11,0,False,343.2739999999925,337.69999999999646,328.7287999999978,1.4229792,0.023482226622093417,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-08 16:45:00+00:00,377.1,582598.53,go_long,go_long,345.7414569032087,378.36,336.18102468622425,0,331.1043999999978,388.02,393.51,1,0,go_long,347.0257142857107,356.5339999999925,go_long,False,go_long,go_long
113,BNB/USDT:USDT,2022-11-08 17:00:00+00:00,first_buy,long-exit-profit,388.02,388.5,350.38892507194583,339.1268747094669,373.3,0,375.95,386410.44,0,False,367.07399999999245,354.3342857142821,333.07079999999775,0.53240858,0.008842917098330485,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-02-14 13:30:00+00:00,332.89,11571.45,go_long,go_long,332.5130050367867,332.98,330.96829937016537,0,330.929599999994,333.87,333.9,0,0,go_long,333.0128571428518,333.11799999998874,go_long,False,go_long,go_long
90,BNB/USDT:USDT,2022-07-29 10:00:00+00:00,first_buy,long-exit-profit,287.96,292.51,282.4167619850366,280.3464862088159,287.55,0,291.24,111203.06,0,False,284.6559999999919,282.8242857142822,279.9419999999981,0.5636883,0.0092070333100376,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-29 15:30:00+00:00,293.07,102978.44,go_long,go_long,289.9020462548312,294.07,287.22462881939043,0,287.8159999999981,294.52,298.0,1,0,go_long,291.42714285713936,292.49399999999184,go_long,False,go_long,go_long
89,BNB/USDT:USDT,2022-07-29 06:00:00+00:00,first_buy,long-exit-profit,280.72,281.55,278.80600312437923,277.96180283308706,279.2,1,279.78,14740.94,0,False,279.47399999999186,279.44285714285365,277.6223999999981,1.5985746,0.027180839747856688,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-29 09:45:00+00:00,281.49,107977.69,go_long,go_long,280.81253689140686,282.36,279.4750051055212,0,279.4147999999981,287.96,288.24,0,0,go_long,280.86142857142505,282.1359999999919,go_long,False,go_long,go_long
88,BNB/USDT:USDT,2022-07-28 16:15:00+00:00,first_buy,long-exit-profit,276.6,278.2,271.8113373215473,270.0089078611962,276.21,0,277.45,43268.97,0,False,274.265999999992,272.61857142856803,269.215999999998,0.5966026,0.009764357106220504,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-29 05:45:00+00:00,278.42,34212.72,go_long,go_long,278.6289127833573,278.63,277.816347059734,0,277.4879999999981,280.71,281.96,0,0,go_long,279.2814285714251,279.41399999999186,go_long,False,go_long,go_long
87,BNB/USDT:USDT,2022-07-19 18:00:00+00:00,first_buy,long-exit-profit,271.41,274.42,267.3766189821743,265.0677455700877,271.3,0,272.79,70800.02,0,False,269.3499999999933,268.5557142857113,264.411999999998,0.76367195,0.012712226870470474,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-28 16:00:00+00:00,273.79,108602.34,go_long,go_long,270.78612592546494,274.67,269.4136204900919,0,268.80039999999804,276.6,279.01,1,0,go_long,271.1742857142823,272.63599999999195,go_long,False,go_long,go_long
62,BAL/USDT:USDT,2022-07-30 15:45:00+00:00,first_buy,long-exit-profit,6.4879999999999995,6.596,6.358100764402363,6.28599106447311,6.481,0,6.536,99769.5,0,False,6.417399999999669,6.391000000000221,6.249680000000149,1.70258271,0.027969187820501777,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-30 17:45:00+00:00,6.494,745649.7,go_long,go_long,6.479702051104356,6.494,6.388956468573911,0,6.357720000000147,6.736,6.95,0,0,go_long,6.497571428571647,6.517799999999669,go_long,False,go_long,go_long
63,BAL/USDT:USDT,2022-07-30 18:00:00+00:00,first_buy,long-exit-profit,6.736,6.857,6.535440197088301,6.422515248679547,6.727,0,6.842,132033.1,0,False,6.597199999999669,6.555857142857362,6.3831600000001485,25.3135916,0.4152853541198496,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-12 10:15:00+00:00,6.53,2074177.3,go_long,go_long,6.94743624767284,6.533,6.660529216701455,0,6.541560000000142,9.719,10.3,1,0,go_long,6.928000000000219,7.133399999999687,go_long,False,go_long,go_long
64,BAL/USDT:USDT,2022-08-12 10:30:00+00:00,first_buy,long-exit-profit,9.719,9.811,7.035676824953942,6.724267793242088,7.335,0,7.521,4615745.1,0,False,7.347999999999688,7.085285714285933,6.585880000000141,0.735885,0.012065838973576276,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-12 11:00:00+00:00,7.565,2320290.4,go_long,go_long,7.199969797748088,7.589,6.851091043588896,0,6.6829200000001405,7.632,7.949,0,1,go_long,7.423571428571648,7.799399999999688,go_long,False,go_long,go_long
65,BAL/USDT:USDT,2022-08-12 11:15:00+00:00,first_buy,long-exit-profit,7.628,7.744,7.277051367325305,6.9140472625823115,7.54,1,7.7010000000000005,1350928.9,0,False,8.033199999999688,7.59900000000022,6.73596000000014,0.83118864,0.013650473150062167,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-09-01 12:30:00+00:00,7.693,632410.0,go_long,go_long,7.62417006036763,7.72,7.511307063839901,0,7.498240000000137,7.765,7.851,0,0,go_long,7.65342857142879,7.683999999999736,go_long,False,go_long,go_long
66,BAL/USDT:USDT,2022-09-01 12:45:00+00:00,first_buy,long-exit-profit,7.764,7.767,7.644759281849534,7.529580614666575,7.662,0,7.758,577996.5,0,False,7.714999999999736,7.67742857142879,7.517440000000138,0.8147834,0.013284438516680114,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-09-01 22:30:00+00:00,7.807,579045.4,go_long,go_long,7.69853250701875,7.818,7.652340221737001,0,7.63804000000014,7.868,8.0,0,0,go_long,7.722428571428789,7.756799999999737,go_long,False,go_long,go_long
67,BAL/USDT:USDT,2022-09-01 22:45:00+00:00,first_buy,long-exit-profit,7.868,7.886,7.714758275169712,7.663574279386112,7.784,0,7.804,286166.9,0,False,7.781799999999737,7.749000000000217,7.64712000000014,1.10345588,0.0181003298141539,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-09-11 12:45:00+00:00,7.845,278899.4,go_long,go_long,7.833568277904223,7.865,7.787949890115064,0,7.787440000000133,7.953,8.036,0,0,go_long,7.845571428571645,7.852399999999743,go_long,False,go_long,go_long
68,BAL/USDT:USDT,2022-09-11 13:00:00+00:00,first_buy,long-exit-profit,7.9510000000000005,7.952,7.836711619765111,7.792842490847281,7.823,1,7.854,186772.8,0,False,7.857799999999743,7.85185714285736,7.796120000000133,0.59992087,0.009783052706305924,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-03-01 04:30:00+00:00,7.444,346292.7,go_long,go_long,7.437046971366557,7.475,7.332339735658958,0,7.271120000000171,7.625,7.688,0,1,go_long,7.49800000000018,7.524599999999781,go_long,False,go_long,go_long
69,BAL/USDT:USDT,2023-03-01 04:45:00+00:00,first_buy,long-exit-profit,7.626,7.861,7.450732052694779,7.346684940424961,7.505,1,7.526,1296529.0,1,False,7.518599999999781,7.515142857143037,7.286560000000172,0.57952687,0.009500870943557817,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-04-14 03:30:00+00:00,7.557,46397.5,go_long,go_long,7.496822248603645,7.568,7.3981738682166815,0,7.361520000000164,7.583,7.596,0,1,go_long,7.545714285714451,7.557399999999744,go_long,False,go_long,go_long
73,BNB/USDT:USDT,2022-05-01 23:00:00+00:00,first_buy,long-exit-profit,387.81,388.8,387.34130688159655,386.75460657891074,387.33,1,388.29,4936.21,0,False,388.2639999999938,387.8714285714265,386.7379999999981,0.74862603,0.012840542753236874,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-05-04 16:00:00+00:00,388.59,61357.21,go_long,go_long,389.5440574879218,388.69,389.30621486653973,0,389.80799999999795,393.56,394.27,0,0,go_long,389.2071428571406,389.32799999999384,go_long,False,go_long,go_long
26,LPT/USDT:USDT,2024-02-17 14:30:00+00:00,first_buy,long-exit-profit,19.613,19.799,18.40756169793786,17.104976992524886,19.317,1,19.533,1879627.7,1,False,19.22899999999974,19.11871428571403,16.592639999999804,0.96826002,0.0159728647055777,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-02-18 17:45:00+00:00,18.662,1488216.5,go_long,go_long,18.67079436896022,18.696,18.250692567945627,0,18.089319999999784,19.708,20.146,0,0,go_long,18.992285714285465,18.943199999999745,go_long,False,go_long,do_nothing
75,BNB/USDT:USDT,2022-05-04 19:15:00+00:00,first_buy,long-exit-profit,398.6,402.61,394.70163987788214,392.6159541576514,398.49,0,402.07,30743.5,0,False,396.4179999999938,395.17714285714067,391.659599999998,0.9118455,0.01510407914765365,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-05-05 10:30:00+00:00,399.12,137317.09,go_long,go_long,401.1904622912717,399.81,401.1514304919746,0,401.11319999999796,408.96,409.78,0,0,go_long,400.57714285714064,401.0399999999939,go_long,False,go_long,go_long
74,BNB/USDT:USDT,2022-05-04 16:15:00+00:00,first_buy,long-exit-profit,393.56,394.77,390.05112556670304,389.56797672827753,392.05,0,392.84,46861.48,0,False,390.1939999999938,389.7514285714263,389.93799999999794,0.7497885,0.012712498163479554,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-05-04 19:00:00+00:00,394.35,53866.7,go_long,go_long,393.3619380374971,394.41,391.8596304902635,0,391.17039999999804,398.6,400.51,0,0,go_long,393.5885714285692,394.4659999999938,go_long,False,go_long,go_long
77,BNB/USDT:USDT,2022-06-13 01:00:00+00:00,first_buy,long-exit-profit,250.41,251.88,255.21276517791182,258.1965671345759,245.58,1,246.11,117508.22,1,False,252.42599999999274,253.8857142857107,259.5971999999981,0.70154116,0.011865296000438823,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-08 01:30:00+00:00,241.36,116147.89,go_long,go_long,242.486430158091,242.31,241.86786744029496,0,242.033999999998,247.56,249.0,0,0,go_long,242.2899999999966,242.78599999999295,go_long,False,go_long,go_long
