,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,low (exit),volume (exit),long-large-rl (exit),short-large-rl (exit),ema-26 (exit),open (exit),ema-12 (exit),sma-compare (exit),sma-25 (exit),close (exit),high (exit),long_jcrosk (exit),mean-grad-hist (exit),short-bid-rl (exit),sma-07 (exit),sma-05 (exit),long-small-rl (exit),short_kdj (exit),long-bid-rl (exit),short-small-rl (exit)
78,BNB/USDT:USDT,2022-07-08 01:45:00+00:00,first_buy,long-exit-profit,247.55,247.82,242.81928705684624,242.07395133360643,244.08,0,244.65,77915.92,1,False,243.58199999999297,242.7771428571395,242.127199999998,0.57920782,0.009461295684244628,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-16 17:00:00+00:00,245.4,59043.05,go_long,go_long,241.85124745222865,245.51,239.56812368703746,0,238.54839999999803,247.02,247.36,0,0,go_long,242.85428571428244,244.28199999999327,go_long,False,go_long,go_long
79,BNB/USDT:USDT,2022-07-16 17:15:00+00:00,first_buy,long-exit-profit,247.02,249.0,242.79105553650118,240.1897441546643,247.0,0,247.96,60513.66,0,False,245.9159999999933,244.10428571428244,239.042799999998,0.5403048,0.009068998665353356,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-16 23:00:00+00:00,249.11,25271.56,go_long,go_long,249.2953343920235,249.39,247.64661612287304,0,248.85559999999805,250.73,251.57,0,0,go_long,249.8114285714254,249.72199999999324,go_long,False,go_long,go_long
80,BNB/USDT:USDT,2022-07-16 23:15:00+00:00,first_buy,long-exit-profit,250.74,250.87,249.2745137163276,247.75871863228986,249.15,1,249.16,11591.29,1,False,249.71999999999326,249.66714285713968,248.94119999999802,0.9401328,0.015704738314899644,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-17 03:45:00+00:00,250.98,86225.33,go_long,go_long,249.7363392930479,251.29,248.97122294409473,0,249.32599999999798,253.6,254.8,0,0,go_long,249.71142857142536,250.25399999999325,go_long,False,go_long,go_long
81,BNB/USDT:USDT,2022-07-17 04:00:00+00:00,first_buy,long-exit-profit,253.6,254.71,250.3584409402713,249.32742865193956,253.46,0,253.78,25337.04,0,False,251.31799999999325,250.52285714285395,249.48119999999798,0.7820808,0.012827703465263558,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-18 05:30:00+00:00,254.95,60585.22,go_long,go_long,254.15802146713645,254.96,252.75658201517868,0,252.03759999999812,257.56,257.92,0,0,go_long,254.519999999997,254.83999999999295,go_long,False,go_long,go_long
82,BNB/USDT:USDT,2022-07-18 05:45:00+00:00,first_buy,long-exit-profit,257.55,259.0,254.7967873952693,253.16794631035063,257.1,0,258.31,41897.2,0,False,255.71599999999293,255.13999999999697,252.43399999999815,0.5314219,0.008935513232509207,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-18 07:15:00+00:00,260.81,34438.11,go_long,go_long,257.7485001943832,260.83,255.4124228438921,0,254.8951999999981,261.12,262.47,0,0,go_long,258.94142857142555,259.25399999999297,go_long,False,go_long,go_long
83,BNB/USDT:USDT,2022-07-18 07:30:00+00:00,first_buy,long-exit-profit,261.15,261.3,258.20873093370886,255.80705818878897,259.6,1,260.74,19411.11,0,False,259.991999999993,259.2885714285684,255.2863999999981,0.6176305,0.010289457397465987,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-18 16:00:00+00:00,261.4,48734.6,go_long,go_long,261.3413810465381,262.01,260.7299227453557,0,261.0839999999982,263.94,264.76,0,0,go_long,261.1771428571397,261.62399999999315,go_long,False,go_long,go_long
84,BNB/USDT:USDT,2022-07-18 16:15:00+00:00,first_buy,long-exit-profit,263.93,264.21,261.4750147316861,260.83955809755156,261.12,0,262.21,54374.86,0,False,261.9039999999932,261.5214285714254,261.1367999999982,0.7157508,0.011856793092491031,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-19 00:15:00+00:00,262.31,82845.98,go_long,go_long,261.34675595686485,263.96,259.970061370707,0,258.5815999999981,265.86,267.67,0,0,go_long,262.28714285713977,263.58799999999326,go_long,False,go_long,go_long
85,BNB/USDT:USDT,2022-07-19 00:30:00+00:00,first_buy,long-exit-profit,265.84,266.57,261.6164858096549,260.20190867658056,262.36,1,263.1,62224.91,0,False,263.8479999999933,262.94285714285405,258.7867999999981,0.5613955,0.009268355271624116,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-19 16:30:00+00:00,263.6,37007.3,go_long,go_long,263.5504072017446,264.55,262.61016098951563,0,262.613199999998,266.07,266.35,0,0,go_long,263.6228571428541,263.5799999999933,go_long,False,go_long,go_long
86,BNB/USDT:USDT,2022-07-19 16:45:00+00:00,first_buy,long-exit-profit,266.06,267.94,264.0918830168608,262.9405194347367,265.71,0,267.07,44148.73,0,False,264.6399999999933,264.0642857142827,262.889999999998,0.8297278,0.014106036232580598,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-07-19 17:45:00+00:00,268.42,51983.9,go_long,go_long,266.3923678880242,268.5,264.4499652156947,0,263.930399999998,271.41,271.6,0,0,go_long,267.37428571428273,268.2059999999933,go_long,False,go_long,go_long
1,LPT/USDT:USDT,2022-05-09 16:45:00+00:00,first_buy,long-exit-profit,19.012,19.101,19.070220911694733,19.2404060997527,18.2,1,18.249,35195.0,1,False,18.904199999999825,19.005571428571212,19.20259999999985,1.0564719,0.017524557634146676,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2022-05-09 17:30:00+00:00,18.227,14657.6,go_long,go_long,18.801845258746333,18.256,19.062957847311687,1,19.12595999999985,18.588,18.7,0,0,go_long,18.657857142856923,18.475799999999822,go_long,False,go_long,do_nothing
25,LPT/USDT:USDT,2024-02-17 14:00:00+00:00,first_buy,long-exit-profit,18.984,19.68,17.94656137976445,16.694553964081024,18.95,1,19.33,2495662.5,0,False,18.93699999999974,18.533714285714034,16.1454399999998,0.7503705,0.012508441279391,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-02-17 14:15:00+00:00,18.717,4475704.8,go_long,go_long,18.20293655210838,19.332,16.910735151926875,0,16.366999999999802,19.613,20.333,0,1,go_long,18.84471428571403,19.05019999999974,go_long,False,go_long,do_nothing
72,BNB/USDT:USDT,2021-03-02 02:15:00+00:00,first_buy,roi,256.002,256.913,255.41709089109236,253.43300612035677,249.0,1,252.659,156860.92,0,False,255.3317999999998,256.1361428571428,252.58528000000007,24.83896024,0.4092296305626156,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-05-01 22:45:00+00:00,387.78,0.0,go_long,go_long,387.168817223705,387.78,386.6317751052236,0,386.8075999999981,387.78,387.78,1,1,go_long,387.6271428571408,388.0099999999938,go_long,False,go_long,go_long
71,BNB/USDT:USDT,2021-02-25 00:15:00+00:00,first_buy,roi,254.194,258.0,248.80465151095592,247.80593447293447,250.505,0,250.708,126931.47,1,False,252.2494,250.51600000000002,246.90403999999998,1.13703065,0.01887676113972948,0,go_long,go_long,go_long,go_long,go_long,go_long,2021-03-02 01:30:00+00:00,256.0,0.0,go_long,go_long,255.886255963734,256.0,253.07808239788685,0,251.32736000000008,256.0,256.0,0,1,go_long,258.2718571428571,258.7121999999998,go_long,False,go_long,go_long
182,COTI/USDT:USDT,2023-02-09 23:15:00+00:00,second_buy,short-exit-profit,0.08462,0.08608,0.0876300862331135,0.09003905142164469,0.08462,0,0.08592000000000001,4380026.0,0,False,0.08622999999999462,0.08666142857143151,0.09051960000000198,12.79580862,0.2090585366254642,1,go_short,go_short,go_short,go_short,go_short,go_short,2023-03-09 20:45:00+00:00,0.06792000000000001,10369018.0,go_short,go_short,0.07129001526877479,0.06932,0.07231098414231657,1,0.0728848000000018,0.06856000000000001,0.06994,1,1,go_short,0.07084285714286002,0.07029599999999439,go_short,False,go_short,go_short
181,COTI/USDT:USDT,2023-01-24 18:15:00+00:00,second_buy,short-exit-profit,0.09891000000000001,0.10862000000000001,0.09811876489707577,0.09589175452783953,0.09845000000000001,0,0.10577,113228320.0,1,False,0.09991799999999476,0.09874000000000302,0.09508520000000197,12.62262278,0.2060625014357711,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-02-09 23:00:00+00:00,0.08286,15724578.0,go_short,go_short,0.08794101100277049,0.08595000000000001,0.09036857553537626,1,0.09087080000000197,0.08465,0.08626,0,1,go_short,0.08698142857143151,0.08655799999999461,go_short,False,go_short,go_short
173,COTI/USDT:USDT,2022-05-01 23:00:00+00:00,second_buy,short-exit-profit,0.19214,0.19326000000000002,0.19199049100051074,0.19183753191458885,0.19153,0,0.19310000000000002,1263908.0,1,False,0.19273799999999458,0.19250428571428782,0.19226680000000207,12.30161935,0.201166314886997,0,go_short,go_short,go_short,go_short,go_short,go_short,2022-05-09 17:15:00+00:00,0.14971,8892336.0,go_short,go_short,0.16065435818775167,0.15491000000000002,0.16449754330390035,1,0.1645700000000021,0.15379,0.15536000000000003,0,1,go_short,0.1593285714285735,0.15823399999999485,go_short,False,go_short,go_short
177,COTI/USDT:USDT,2022-05-30 02:15:00+00:00,second_buy,short-exit-profit,0.11862,0.12024000000000001,0.1161447989993085,0.11472263304932083,0.11854,0,0.11932000000000001,4910903.0,1,False,0.11753399999999445,0.1165414285714307,0.11436600000000215,13.09377333,0.21370907598000552,0,go_short,go_short,go_short,go_short,go_short,go_short,2022-06-13 01:30:00+00:00,0.09266,9510139.0,go_short,go_short,0.0987714604041881,0.09488,0.10128808304684819,1,0.10235680000000208,0.09287000000000001,0.09559000000000001,0,1,go_short,0.0976500000000022,0.0968079999999948,go_short,False,go_short,go_short
178,COTI/USDT:USDT,2022-06-13 01:45:00+00:00,second_buy,short-exit-profit,0.09288,0.0946,0.09786969726508224,0.10066748430263722,0.09283000000000001,1,0.09291,4039094.0,0,False,0.09517399999999479,0.09668142857143076,0.10187200000000207,12.56627893,0.20513265995094287,1,go_short,go_short,go_short,go_short,go_short,go_short,2022-11-13 19:30:00+00:00,0.06881000000000001,19428082.0,go_short,go_short,0.07250939567809209,0.07243000000000001,0.07344354175122746,1,0.07363080000000202,0.06894,0.07264000000000001,1,1,go_short,0.07228714285714545,0.07185999999999478,go_short,False,go_short,go_short
179,COTI/USDT:USDT,2022-11-13 19:45:00+00:00,second_buy,short-exit-profit,0.06895000000000001,0.07038000000000001,0.072121796343001,0.07318772384372912,0.06876,1,0.06999000000000001,12344017.0,0,False,0.07137599999999478,0.07180285714285974,0.07345040000000203,12.84285608,0.20973946093974705,1,go_short,go_short,go_short,go_short,go_short,go_short,2022-12-19 22:45:00+00:00,0.055110000000000006,9552556.0,go_short,go_short,0.056962376822014944,0.056530000000000004,0.05746131802017032,1,0.057481200000002126,0.055720000000000006,0.056530000000000004,0,1,go_short,0.056914285714288644,0.056681999999995056,go_short,False,go_short,go_short
172,COTI/USDT:USDT,2021-03-10 13:45:00+00:00,second_buy,short-exit-profit,0.44017000000000006,0.45783,0.443675331464238,0.43715754985754984,0.4378,0,0.44655000000000006,2480597.0,0,False,0.4416479999999998,0.44353428571428577,0.43857680000000004,47.53760051,0.7778235849656071,0,go_short,go_short,go_short,go_short,go_short,go_short,2022-05-01 22:45:00+00:00,0.192,0.0,go_short,go_short,0.1917887620915127,0.192,0.19173653446775596,0,0.19246440000000206,0.192,0.192,0,1,go_short,0.1922157142857164,0.19244399999999456,go_short,False,go_short,go_short
183,COTI/USDT:USDT,2023-03-09 21:00:00+00:00,second_buy,short-exit-profit,0.06859000000000001,0.06884000000000001,0.07065308984280944,0.07192868902066349,0.06691000000000001,1,0.06715,18773885.0,0,False,0.0693619999999944,0.07010142857143145,0.07261200000000181,12.35002604,0.2016141086370784,1,go_short,go_short,go_short,go_short,go_short,go_short,2023-06-07 17:15:00+00:00,0.05505,6456271.0,go_short,go_short,0.055993705811579926,0.05552000000000001,0.05688335567637867,1,0.056901600000002196,0.05512,0.05555,0,1,go_short,0.05570000000000285,0.05554399999999414,go_short,False,go_short,go_short
184,COTI/USDT:USDT,2023-06-07 17:30:00+00:00,second_buy,short-exit-profit,0.05512,0.0553,0.05584852030210609,0.05674755155220247,0.054880000000000005,1,0.05505,6258283.0,0,False,0.055423999999994145,0.055550000000002854,0.0567432000000022,14.84909193,0.24242130883571347,1,go_short,go_short,go_short,go_short,go_short,go_short,2023-06-10 04:30:00+00:00,0.03909,99690076.0,go_short,go_short,0.049326021719989836,0.049960000000000004,0.050671018351887184,1,0.05109640000000221,0.041650000000000006,0.049960000000000004,0,1,go_short,0.04916714285714565,0.04843199999999408,go_short,False,go_short,go_short
174,COTI/USDT:USDT,2022-05-09 17:30:00+00:00,second_buy,short-exit-profit,0.15369000000000002,0.15795,0.1600521492357899,0.1639229104665744,0.15339000000000003,0,0.15674000000000002,5629531.0,0,False,0.15697199999999484,0.1585785714285735,0.1641236000000021,13.24296802,0.2162895490521461,1,go_short,go_short,go_short,go_short,go_short,go_short,2022-05-11 12:45:00+00:00,0.11889000000000001,23009766.0,go_short,go_short,0.13551212296359713,0.13347,0.1392079523536043,1,0.13835280000000222,0.12278000000000001,0.13347,0,1,go_short,0.13375714285714507,0.13155799999999496,go_short,False,go_short,go_short
175,COTI/USDT:USDT,2022-05-11 13:00:00+00:00,second_buy,short-exit-profit,0.12251000000000001,0.12263000000000002,0.13137487327688988,0.1369421781051892,0.10036,1,0.10862000000000001,30730954.0,0,False,0.12640999999999497,0.1291514285714308,0.13709320000000222,12.77643509,0.2088338707332083,1,go_short,go_short,go_short,go_short,go_short,go_short,2022-05-12 07:15:00+00:00,0.08571000000000001,11411806.0,go_short,go_short,0.094216894062962,0.09044,0.09954089153535346,1,0.1013700000000022,0.08582000000000001,0.09247000000000001,0,0,go_short,0.0924557142857165,0.09196399999999504,go_short,False,go_short,go_short
188,COTI/USDT:USDT,2024-04-12 18:00:00+00:00,second_buy,short-exit-profit,0.13332000000000002,0.13424,0.14009882750826957,0.14403299324159893,0.13237000000000002,1,0.13272,9087537.0,0,False,0.13706599999999353,0.13881714285714672,0.14510560000000164,16.12969705,0.26327943264561215,1,go_short,go_short,go_short,go_short,go_short,go_short,2024-04-13 20:15:00+00:00,0.08847000000000001,42915312.0,go_short,go_short,0.11322091344384737,0.10629000000000001,0.11792678356667456,1,0.11975520000000169,0.09761,0.10779000000000001,0,1,go_short,0.11259000000000387,0.11043599999999346,go_short,False,go_short,go_short
189,COTI/USDT:USDT,2024-04-13 20:30:00+00:00,second_buy,short-exit-profit,0.09761,0.09857,0.11047615752940931,0.1162566514506246,0.09318000000000001,1,0.09538,30921884.0,0,False,0.10608399999999345,0.10942714285714672,0.11847120000000169,12.62420165,0.20602722503505683,1,go_short,go_short,go_short,go_short,go_short,go_short,2024-07-04 23:45:00+00:00,0.07707,6833429.0,go_short,go_short,0.0807371726612485,0.07907,0.08139505481729356,1,0.0815576000000019,0.07816000000000001,0.07954,0,1,go_short,0.08062285714286237,0.08000599999999317,go_short,False,go_short,go_short
190,COTI/USDT:USDT,2024-07-05 00:00:00+00:00,second_buy,short-exit-profit,0.07815000000000001,0.07862000000000001,0.08033760763644103,0.08115393964564219,0.07773000000000001,1,0.07814,1636632.0,0,False,0.07935799999999316,0.08001857142857667,0.08139280000000189,12.5549521,0.20503964587900925,1,go_short,go_short,go_short,go_short,go_short,go_short,2024-08-05 06:30:00+00:00,0.06114000000000001,26544920.0,go_short,go_short,0.06832984354917825,0.06679,0.07108964282797432,1,0.07079360000000187,0.06277,0.06713000000000001,0,1,go_short,0.06762571428571923,0.06700999999999341,go_short,False,go_short,go_short
192,COTI/USDT:USDT,2024-09-20 04:30:00+00:00,second_buy,short-exit-profit,0.11900000000000001,0.12077000000000002,0.11518657008791042,0.1130083549486356,0.11871000000000001,0,0.11944,10627176.0,1,False,0.11741999999999286,0.11623000000000547,0.11164320000000155,12.31440909,0.20121189756052607,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-10-03 09:15:00+00:00,0.09478,5230928.0,go_short,go_short,0.09784459125770814,0.0961,0.09873894921589474,1,0.09926600000000148,0.09568,0.09611,0,1,go_short,0.09726428571429123,0.09665999999999302,go_short,False,go_short,go_short
193,COTI/USDT:USDT,2024-10-03 09:30:00+00:00,second_buy,short-exit-profit,0.09568,0.09743,0.0977531156795992,0.09862865668138401,0.09514,0,0.09725,3837534.0,0,False,0.09669799999999301,0.09699428571429124,0.09916200000000147,12.49611532,0.2041850950347682,1,go_short,go_short,go_short,go_short,go_short,go_short,2024-11-04 22:00:00+00:00,0.07804000000000001,2882836.0,go_short,go_short,0.08051980180199929,0.07904000000000001,0.08113670536914716,1,0.08119000000000148,0.07819000000000001,0.0795,0,1,go_short,0.08040571428571963,0.07997599999999276,go_short,False,go_short,go_short
187,COTI/USDT:USDT,2024-02-24 21:00:00+00:00,second_buy,short-exit-profit,0.15514,0.1622,0.15242842893626227,0.1471927031030805,0.155,0,0.16045,115463719.0,0,False,0.15584999999999358,0.15503428571428876,0.1434500000000022,12.3109852,0.20103427380545608,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-04-12 17:45:00+00:00,0.13215000000000002,29788337.0,go_short,go_short,0.14144043250977315,0.13364,0.14493803270092684,1,0.14595040000000167,0.13332000000000002,0.13673000000000002,0,1,go_short,0.140372857142861,0.13913999999999355,go_short,False,go_short,go_short
194,COTI/USDT:USDT,2024-11-04 22:15:00+00:00,second_buy,stop_loss,0.07817,0.07977000000000001,0.08040444767861478,0.08103546793439552,0.07801000000000001,1,0.07977000000000001,2618882.0,0,False,0.07976599999999276,0.08015000000000534,0.08110760000000149,-57.56625883,-0.9393697829359654,1,go_short,go_short,go_short,go_short,go_short,go_short,2024-11-23 00:15:00+00:00,0.13784000000000002,82126794.0,go_short,go_short,0.13130917988324348,0.13845000000000002,0.12348852735337891,0,0.12066080000000148,0.14572000000000002,0.14966000000000002,0,0,go_short,0.13409857142857673,0.13801999999999284,go_short,False,go_short,go_short
185,COTI/USDT:USDT,2023-06-10 04:45:00+00:00,second_buy,stop_loss,0.04164,0.04372,0.0483835568399914,0.05011760958508073,0.04062,1,0.0432,41597864.0,0,False,0.04696599999999408,0.04807142857143137,0.05071080000000221,-52.83500713,-0.8621615510368117,1,go_short,go_short,go_short,go_short,go_short,go_short,2024-02-09 02:45:00+00:00,0.07843,16154898.0,go_short,go_short,0.07727017789144694,0.07847000000000001,0.07555850320130747,0,0.07495560000000219,0.07980000000000001,0.07985,0,0,go_short,0.07850428571428884,0.07871599999999342,go_short,False,go_short,go_short
76,BNB/USDT:USDT,2022-05-05 10:45:00+00:00,first_buy,trailing_stop_loss,408.96,414.0,402.9811604003068,402.0165097147913,406.49,0,412.83,126319.98,0,False,403.8599999999939,402.515714285712,401.52959999999797,-22.02592967,-0.38072500889795874,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-06-13 00:45:00+00:00,250.01,51744.54,go_long,go_long,256.8678133920776,256.32,259.163492505342,1,260.3319999999981,250.41,257.76,0,1,go_long,255.761428571425,254.4659999999927,go_long,False,go_long,go_long
38,BAL/USDT:USDT,2021-05-19 13:00:00+00:00,first_buy,trailing_stop_loss,34.656,35.205,37.71721605439902,40.543524097927055,26.368,1,26.373,126376.3,0,False,35.84159999999975,36.64900000000011,41.398160000000146,-32.77513056,-0.5397058400983098,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-05-10 00:00:00+00:00,10.104,75470.8,go_long,go_long,10.77015985711511,10.518,10.964727374775137,1,10.885960000000164,10.281,10.648,0,1,go_long,10.727285714285918,10.632599999999629,go_long,False,go_long,go_long
176,COTI/USDT:USDT,2022-05-12 07:30:00+00:00,second_buy,trailing_stop_loss,0.0858,0.09887000000000001,0.0947973718994294,0.09942601068088283,0.08391000000000001,0,0.09799000000000001,12822640.0,0,False,0.09278599999999504,0.09300428571428794,0.10056440000000219,-14.29338747,-0.23357118930990983,1,go_short,go_short,go_short,go_short,go_short,go_short,2022-05-30 02:00:00+00:00,0.11734000000000001,2867813.0,go_short,go_short,0.1155674897264555,0.11811,0.1143548436932665,0,0.11408840000000214,0.11855000000000002,0.11875000000000001,0,0,go_short,0.11582714285714499,0.11647599999999445,go_short,False,go_short,go_short
37,BAL/USDT:USDT,2021-02-25 00:15:00+00:00,first_buy,trailing_stop_loss,38.446,38.783,37.96156840178759,37.99743447293448,38.358,0,38.587,3501.2,0,False,38.331599999999995,38.069714285714284,37.87204,-27.40283372,-0.4729651309463163,0,go_long,go_long,go_long,go_long,go_long,go_long,2021-05-19 12:45:00+00:00,34.692,42302.2,go_long,go_long,39.77980079156247,38.519,41.67716602576122,1,42.083480000000144,34.705,38.529,1,1,go_long,38.71828571428582,38.36199999999975,go_long,False,go_long,go_long
45,BAL/USDT:USDT,2022-05-10 13:15:00+00:00,first_buy,trailing_stop_loss,12.0,12.16,11.537895796993066,11.385087618634797,11.925,0,12.081,113276.8,0,False,11.74339999999963,11.613142857143059,11.327760000000167,-32.12034446,-0.5314384929413084,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-06-13 02:15:00+00:00,5.481,44636.7,go_long,go_long,5.722651048103698,5.561,5.873008372697612,1,5.942000000000157,5.493,5.602,0,0,go_long,5.62714285714307,5.563199999999661,go_long,False,go_long,go_long
6,LPT/USDT:USDT,2022-05-10 13:00:00+00:00,first_buy,trailing_stop_loss,19.389,19.489,19.0817982592074,18.918342339970042,19.205,0,19.378,8273.2,0,False,19.219799999999843,19.187999999999764,18.923359999999846,-28.68637161,-0.4768608190164485,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2022-06-12 01:30:00+00:00,10.03,9428.1,go_long,go_long,10.213473801887302,10.136,10.259134893338759,1,10.251719999999855,10.044,10.142,0,1,go_long,10.210285714285492,10.190199999999896,go_long,False,go_long,do_nothing
0,LPT/USDT:USDT,2021-11-11 10:15:00+00:00,first_buy,trailing_stop_loss,66.041,68.132,66.19484949523279,65.65808831908831,65.545,0,67.689,12454.2,0,False,66.59960000000001,66.41857142857143,65.4622,-45.45425321,-0.7452625039493577,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2022-05-09 16:30:00+00:00,18.973,9615.3,go_long,go_long,19.21953380473014,19.123,19.319718587732915,1,19.248199999999848,19.015,19.253,0,1,go_long,19.172285714285497,19.088999999999828,go_long,False,go_long,do_nothing
