,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),short-large-rl (exit),volume (exit),sma-07 (exit),open (exit),short-small-rl (exit),low (exit),long-small-rl (exit),sma-compare (exit),long-large-rl (exit),long_jcrosk (exit),short-bid-rl (exit),sma-05 (exit),close (exit),ema-12 (exit),sma-25 (exit),short_kdj (exit),mean-grad-hist (exit),high (exit),long-bid-rl (exit),ema-26 (exit)
414,NEO/USDT:USDT,2024-11-23 08:30:00+00:00,first_buy,force_exit,14.981,14.997,14.649420715106643,14.479190438931012,14.638,1,14.676,94413.99,1,False,14.743800000000439,14.719428571427903,14.47876000000029,3.44264327,0.056058873906706,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,17627.68,15.492999999999332,15.591,do_nothing,15.555,do_nothing,0,go_long,0,go_long,15.515200000000396,15.579,15.37023205325245,15.395120000000295,False,0,15.614,go_long,15.47127791289976
71,INJ/USDT:USDT,2024-11-23 01:45:00+00:00,first_buy,force_exit,28.04,28.371,26.97674510684701,26.179521371375667,27.661,1,28.033,131339.4,0,False,27.650200000000307,27.34285714285701,25.86760000000008,4.39639496,0.07461132244815617,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,54045.1,30.023857142856976,30.186,do_nothing,30.161,do_nothing,1,go_long,0,go_long,30.00920000000035,30.277,30.00966478724565,30.04664000000009,False,0,30.28,go_long,30.074823752040132
338,NMR/USDT:USDT,2024-11-28 19:45:00+00:00,second_buy,force_exit,20.551,21.971,20.175755825283222,19.649965560237998,20.426,0,21.79,122410.7,0,False,20.672999999999877,20.43600000000003,19.407040000000006,3.76540948,0.06175215538489084,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,go_long,5679.5,20.369000000000035,20.41,do_nothing,20.376,do_nothing,1,go_long,0,go_short,20.348199999999885,20.415,20.424259461331246,20.50412000000001,False,0,20.451,go_short,20.41068170109912
172,TRB/USDT:USDT,2024-11-13 03:45:00+00:00,first_buy,force_exit,71.737,72.35,73.6099419962337,74.6118049586223,71.402,1,71.442,46278.4,0,False,72.6974000000031,73.0515714285724,75.20623999999957,1.69952233,0.029705096673918845,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,6680.8,73.67628571428659,74.024,do_nothing,74.007,do_nothing,0,go_long,0,go_long,73.69760000000329,74.207,73.61837776651141,73.72023999999945,False,0,74.237,go_long,73.7360765729477
388,ATOM/USDT:USDT,2024-11-23 15:30:00+00:00,second_buy,force_exit,8.396,8.747,8.266710808814455,8.117525413625474,8.391,0,8.739,1792149.46,0,False,8.383399999999725,8.308285714285345,8.06224000000051,1.05225982,0.01719206516243766,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,go_long,86392.93,8.523857142856782,8.557,do_nothing,8.555,do_nothing,0,go_long,0,go_short,8.532199999999746,8.583,8.501382146861182,8.542880000000515,False,0,8.586,go_short,8.52748290229866
104,1000SHIB/USDT:USDT,2024-11-10 13:00:00+00:00,second_buy,force_exit,0.024058,0.024723,0.023375950019621457,0.02299701738787305,0.023923999999999997,0,0.024156,1994163229.0,0,False,0.023598599999999977,0.023491714285714286,0.02291092000000009,-4.51220642,-0.07364067670462641,0,go_short,do_nothing,go_long,go_long,go_short,go_short,go_long,132056546.0,0.026079714285714352,0.026241999999999998,do_nothing,0.026128,go_short,0,go_long,0,go_short,0.026077400000000018,0.026168999999999998,0.026020353495079945,0.026042680000000113,False,0,0.026261,go_short,0.02606737917761297
31,AAVE/USDT:USDT,2024-11-27 15:30:00+00:00,second_buy,force_exit,199.3,201.98,196.20168457854683,194.24173019937538,198.7,0,201.15,78623.3,0,False,197.9900000000031,197.04285714286198,193.2836000000003,0.33272187,0.005519180129669813,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,go_long,3322.7,198.3100000000049,199.15,do_nothing,198.94,do_nothing,0,go_long,0,go_short,198.36000000000314,199.85,198.96383321519994,199.2572000000003,False,0,199.85,go_short,198.6935173966872
221,OP/USDT:USDT,2024-11-21 14:30:00+00:00,first_buy,force_exit,2.1675,2.2224,1.9678420313597036,1.8534530138549978,2.1421,0,2.2067,18196065.1,0,False,2.1060000000000345,2.0333000000000507,1.798160000000005,4.70743018,0.07665874745334847,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,556705.8,2.373528571428628,2.3819,do_nothing,2.3794,do_nothing,0,go_long,0,go_long,2.3758400000000295,2.3903,2.3731390863041915,2.3781440000000065,False,0,2.391,go_long,2.3760527774868545
360,MINA/USDT:USDT,2024-11-23 07:30:00+00:00,second_buy,force_exit,0.7335,0.74,0.723689572223176,0.7147835412894802,0.7324,0,0.7365,713898.0,0,False,0.7292199999999729,0.727785714285728,0.7162199999999851,-4.98358248,-0.08158445184649636,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,go_long,454464.0,0.7880000000000135,0.7941,do_nothing,0.7937000000000001,do_nothing,0,go_long,0,go_short,0.7894399999999735,0.7981,0.7849066903887453,0.7869399999999862,False,0,0.7998000000000001,go_short,0.7886987504923295
258,ALGO/USDT:USDT,2024-11-29 02:15:00+00:00,second_buy,force_exit,0.34590000000000004,0.357,0.33759545654400436,0.32677977861519397,0.3446,0,0.35660000000000003,29583509.1,0,False,0.3432199999999944,0.3429142857142874,0.32298800000001215,-10.69485662,-0.1745418973473989,0,go_long,do_nothing,go_long,go_long,go_short,go_short,go_long,24383003.0,0.41200000000000186,0.4234,do_nothing,0.4166,go_long,0,go_long,0,go_short,0.41387999999999436,0.418,0.39836445055204983,0.39988800000001246,False,0,0.42350000000000004,go_short,0.4089119278216176
287,BCH/USDT:USDT,2024-11-21 05:00:00+00:00,second_buy,force_exit,482.55,497.76,462.17319750084476,452.68935807864216,480.16,0,497.18,83295.154,0,False,474.3239999999999,467.37571428569584,448.96280000000183,-2.664892,-0.04361834253932978,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,go_long,3117.811,515.1714285714107,516.37,do_nothing,515.46,do_nothing,0,go_long,0,go_short,515.0620000000002,519.2,514.2910803147898,515.1280000000017,False,0,519.24,go_short,515.3092827843346
306,SOL/USDT:USDT,2023-01-04 03:00:00+00:00,first_buy,long-exit-profit,13.819,13.834,13.562023879313074,13.373885106569345,13.576,1,13.641,2217677.0,0,False,13.670799999997266,13.621571428571192,13.368200000000261,19.07371668,0.349216736639213,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,4422717.0,17.38028571428548,17.752,do_nothing,17.571,do_nothing,0,go_long,0,go_long,17.493999999997264,18.16,17.05555648159423,16.955000000000283,False,0,18.499,go_long,17.29360035582837
142,TRB/USDT:USDT,2023-10-15 02:00:00+00:00,first_buy,long-exit-profit,64.381,64.45,54.25248239551513,52.95137265768059,59.253,0,59.351,1445364.7,0,False,55.3242000000004,54.056571428572106,52.49763999999999,19.44108157,0.32725596761571624,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,182681.1,78.14614285714353,78.041,do_nothing,77.53,do_nothing,0,go_long,0,go_long,78.30580000000049,78.461,76.51116777172406,77.06752,False,1,78.848,go_long,77.77564420517108
143,TRB/USDT:USDT,2023-10-23 08:45:00+00:00,first_buy,long-exit-profit,78.461,79.348,77.98800663514476,76.70708127011487,78.37,0,79.156,199958.4,0,False,78.45900000000049,78.42385714285781,77.19488,18.04624854,0.3253527767744182,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,385700.1,99.87457142857207,102.62,do_nothing,102.295,do_nothing,0,go_long,0,go_long,100.7800000000005,103.651,95.42894236127258,94.12928,False,0,104.0,go_long,98.28480115221127
144,TRB/USDT:USDT,2023-10-25 05:15:00+00:00,first_buy,long-exit-profit,103.651,104.4,99.02667789802493,95.99768737154868,101.157,1,103.107,487183.3,1,False,101.60060000000048,100.79157142857207,94.59916,16.95515416,0.3285815758456618,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,46124.6,126.83985714285812,127.111,do_nothing,126.532,do_nothing,0,go_long,0,go_long,127.06760000000104,127.751,126.08294276113249,125.94639999999998,False,0,127.9,go_long,126.48768640951764
146,TRB/USDT:USDT,2023-11-09 20:15:00+00:00,first_buy,long-exit-profit,96.514,96.9,104.88604104860815,114.69858519290929,90.5,1,93.85,1042870.4,0,False,97.34420000000118,101.1967142857154,117.74615999999997,19.29517722,0.3424197117712498,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,190591.0,121.15500000000087,124.546,do_nothing,124.4,do_nothing,0,go_long,0,go_long,122.23920000000123,126.728,119.13109595245571,118.91064,False,0,128.746,go_long,121.05855793516582
147,TRB/USDT:USDT,2023-12-13 21:15:00+00:00,first_buy,long-exit-profit,126.751,128.7,122.22308748360184,119.83457032634787,126.653,0,128.628,100285.6,0,False,124.28160000000123,122.63185714285802,119.42040000000001,17.10464268,0.3320834879949923,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,83796.7,169.82442857142948,169.59,do_nothing,169.4,do_nothing,0,go_long,0,go_long,169.97660000000087,171.829,168.68450509810936,168.71040000000005,False,0,173.173,go_long,169.66902369090514
148,TRB/USDT:USDT,2023-12-22 15:15:00+00:00,first_buy,long-exit-profit,171.829,172.17,169.89009696922741,168.863875090842,170.554,0,171.106,38224.5,0,False,170.24680000000086,169.9690000000009,168.91412000000003,16.6667544,0.3243756401401975,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,117428.0,223.86514285714398,224.993,do_nothing,223.6,do_nothing,0,go_long,0,go_long,223.78060000000102,227.053,220.90264780711544,220.14535999999987,False,0,232.292,go_long,223.35101934994913
149,TRB/USDT:USDT,2023-12-29 08:00:00+00:00,first_buy,long-exit-profit,227.053,228.65,223.7434779114954,221.27297019177357,223.75,0,225.902,131409.7,0,False,224.498200000001,224.2284285714297,220.71811999999989,16.819112,0.3718904864524243,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,457613.0,288.70357142857284,285.483,do_nothing,284.783,do_nothing,0,go_long,0,go_long,291.16080000000125,310.558,274.0052791122625,271.98155999999983,False,0,311.0,go_long,280.0693585785258
150,TRB/USDT:USDT,2023-12-31 17:00:00+00:00,first_buy,long-exit-profit,310.536,322.469,285.6211495664449,277.1275547335764,306.386,0,316.156,455394.4,0,False,296.38140000000124,293.21100000000143,273.4419999999998,12.7877034,0.4040601862175476,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,959151.9,372.25671428571576,388.745,do_nothing,387.232,do_nothing,0,go_long,0,go_long,385.5658000000013,444.626,318.8573411973921,297.76431999999977,False,0,450.0,go_long,352.9824874435182
154,TRB/USDT:USDT,2024-01-01 04:15:00+00:00,first_buy,long-exit-profit,154.991,157.715,169.29595961666507,212.78121192257873,121.279,1,130.393,1007937.0,0,False,152.32140000000132,155.08571428571594,199.0534799999997,20.4347244,0.3913936517870718,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,717830.6,153.98557142857308,167.558,do_nothing,167.047,do_nothing,1,go_long,0,go_long,152.73360000000133,181.723,198.73523218053805,177.07167999999967,False,0,185.146,go_long,165.48024896703873
159,TRB/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,long-exit-profit,51.654,52.424,55.56805058548594,58.40907970649123,40.945,1,46.519,408037.4,0,False,53.82240000000221,55.03971428571553,59.487319999999734,20.16167708,0.33347299628398913,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,10730.1,61.527571428572806,61.549,do_nothing,61.421,do_nothing,0,go_long,0,go_long,61.654000000002135,62.161,60.895561386289714,60.78271999999977,False,0,62.169,go_long,61.3605126164382
161,TRB/USDT:USDT,2024-05-01 07:15:00+00:00,first_buy,long-exit-profit,47.236,47.331,47.88394791689731,48.416096976790854,45.045,1,46.447,125971.9,0,False,47.42600000000218,47.6882857142872,48.42603999999977,21.34693404,0.35317589946024724,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,1041322.5,56.69885714285864,60.078,do_nothing,59.84,do_nothing,0,go_long,0,go_long,58.2900000000022,62.978,52.93789202779561,51.87771999999972,False,0,63.679,go_long,55.77348847482388
162,TRB/USDT:USDT,2024-05-02 15:30:00+00:00,first_buy,long-exit-profit,62.978,63.95,56.88925947869713,53.68515928499594,61.8,0,63.026,648699.2,1,False,60.1022000000022,58.23628571428721,52.47323999999972,19.16611429,0.33750687147108127,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,693925.0,77.63314285714435,82.016,do_nothing,81.648,do_nothing,0,go_long,0,go_long,79.46120000000226,84.503,74.1911200378668,73.05847999999973,False,0,85.38,go_long,76.72678918071202
163,TRB/USDT:USDT,2024-05-05 15:15:00+00:00,first_buy,long-exit-profit,84.503,85.6,77.83651392214094,74.91325929432111,83.463,0,83.94,449970.1,0,False,81.36220000000228,79.23057142857293,73.60887999999973,19.12258299,0.3251019717074872,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,703169.2,106.85942857143009,106.359,do_nothing,105.923,do_nothing,0,go_long,0,go_long,107.49300000000233,111.438,100.8899427257286,99.44503999999972,False,0,112.469,go_long,104.4334555503593
167,TRB/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,53.365,53.511,54.59412000590948,55.83654974750484,43.14,1,49.195,441965.5,0,False,53.613200000003225,54.28914285714412,56.23503999999961,19.82024194,0.33538696523065803,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,176072.9,60.40728571428685,64.994,do_nothing,64.032,do_nothing,0,go_long,0,go_long,61.52820000000344,65.891,58.84413304440101,58.289479999999564,False,0,66.033,go_long,60.22982854617413
169,TRB/USDT:USDT,2024-11-08 21:30:00+00:00,first_buy,long-exit-profit,51.627,52.27,53.41950133287767,53.95198697567148,50.469,1,52.206,103198.5,0,False,52.61780000000316,53.23957142857237,54.03543999999963,24.66921466,0.429124377543929,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,621196.6,62.65200000000092,65.483,do_nothing,65.379,do_nothing,0,go_long,0,go_long,64.82800000000317,74.842,59.429871068858375,58.39059999999958,False,0,75.231,go_long,62.00797803756325
141,TRB/USDT:USDT,2023-10-03 12:30:00+00:00,first_buy,long-exit-profit,46.4,47.134,48.07413093480229,49.10425203670587,45.782,0,46.847,436485.1,0,False,47.19100000000042,47.45428571428636,49.46448000000002,22.96802222,0.37673552488066897,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,2772712.5,52.922142857143534,51.054,do_nothing,51.039,do_nothing,0,go_long,0,go_long,53.6084000000004,64.313,52.439402470295036,52.20147999999999,False,0,81.0,go_long,53.3254791946997
139,TRB/USDT:USDT,2023-09-26 22:45:00+00:00,first_buy,long-exit-profit,44.964,45.33,44.14294957220165,43.260562667876314,44.302,1,44.325,318180.1,0,False,44.59180000000033,44.54928571428636,43.585000000000036,20.82515064,0.3610373889557144,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,1529614.8,54.38071428571492,55.35,do_nothing,54.476,do_nothing,0,go_long,0,go_long,54.76900000000037,57.102,52.848287657926754,52.953040000000016,False,0,59.98,go_long,54.25974857422729
138,TRB/USDT:USDT,2023-09-19 22:00:00+00:00,first_buy,long-exit-profit,36.508,37.165,34.28852535158575,33.74808201056546,36.25,0,36.398,529996.0,0,False,34.84200000000036,34.40857142857209,33.629880000000064,18.9788057,0.3255646919842068,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,719633.2,44.54171428571493,44.312,do_nothing,44.103,do_nothing,0,go_long,0,go_long,44.64060000000033,44.974,43.17540768130642,43.52116000000004,False,1,45.766,go_long,44.10984949442013
135,TRB/USDT:USDT,2023-09-14 14:45:00+00:00,first_buy,long-exit-profit,31.63,32.2,31.233263156132615,30.735483779167748,31.588,0,32.172,750432.2,0,False,31.60880000000035,31.391571428572046,30.625520000000055,23.2481938,0.3799474016498301,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,1724083.3,38.53257142857206,39.371,do_nothing,39.3,do_nothing,0,go_long,1,go_long,39.03040000000037,41.515,37.02703711969456,36.739760000000075,False,0,41.75,go_long,38.205330586070254
110,TRB/USDT:USDT,2022-05-12 07:30:00+00:00,first_buy,long-exit-profit,6.99,8.17,8.22053829367166,8.71935009415474,6.67,0,8.08,172315.9,0,False,8.020000000000147,8.09142857142857,8.830800000000176,20.9221808,0.3449056026481769,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,63023.5,10.098571428571429,10.2,do_nothing,10.18,do_nothing,0,go_long,0,go_long,10.180000000000149,10.83,9.307240458420738,9.075600000000174,False,0,10.93,go_long,9.839765204829945
111,TRB/USDT:USDT,2022-05-13 05:30:00+00:00,first_buy,long-exit-profit,10.86,11.32,10.047493634856107,9.44670412816735,10.86,0,11.19,50737.5,0,False,10.460000000000148,10.282857142857143,9.198800000000174,27.70727177,0.4580742094102237,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,418710.1,11.620000000000005,12.1,do_nothing,12.1,do_nothing,0,go_long,0,go_long,12.090000000000158,16.15,10.825399766860752,10.508800000000154,False,0,16.53,go_long,11.540499265856944
113,TRB/USDT:USDT,2022-06-08 04:15:00+00:00,first_buy,long-exit-profit,12.5,12.53,13.02774455575165,13.094972479625778,12.22,0,12.45,74010.6,0,False,12.68600000000016,12.91571428571429,13.918800000000154,20.4643775,0.3351189831396372,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,2132435.8,15.351428571428576,16.16,do_nothing,15.93,do_nothing,0,go_long,0,go_long,15.542000000000144,16.62,14.634348296717947,14.68720000000015,False,0,17.46,go_long,15.174085253753487
115,TRB/USDT:USDT,2022-06-13 03:00:00+00:00,first_buy,long-exit-profit,11.88,11.9,12.197493584427734,12.774292943023758,11.55,1,11.69,134945.9,0,False,11.986000000000148,12.027142857142865,12.654000000000158,19.96020363,0.3280296006881846,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,119875.9,15.44428571428573,15.48,do_nothing,15.48,do_nothing,0,go_long,0,go_long,15.47600000000017,15.6,15.28965850798935,15.254000000000158,False,0,15.74,go_long,15.402643648828581
116,TRB/USDT:USDT,2022-07-09 00:45:00+00:00,first_buy,long-exit-profit,15.6,15.71,15.44839077977803,15.320054174064213,15.46,0,15.7,80073.5,0,False,15.542000000000169,15.501428571428589,15.272400000000157,20.93702396,0.341599017673491,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,444328.8,19.887142857142887,20.4,do_nothing,20.4,do_nothing,0,go_long,0,go_long,20.252000000000173,21.16,18.7475227752231,18.453200000000162,False,0,21.33,go_long,19.491719758446393
118,TRB/USDT:USDT,2022-07-20 20:15:00+00:00,first_buy,long-exit-profit,16.02,16.12,15.96606292449002,16.205762152990584,15.06,1,15.08,246752.9,0,False,15.878000000000167,15.94142857142859,16.27640000000014,20.91982854,0.34646766595473494,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,883595.6,18.960000000000026,19.4,do_nothing,19.4,do_nothing,0,go_long,0,go_long,19.27000000000016,20.35,18.20361253885655,17.984400000000143,False,0,20.66,go_long,18.739635654149065
119,TRB/USDT:USDT,2022-07-23 20:45:00+00:00,first_buy,long-exit-profit,20.36,21.28,18.93046093812613,18.335196795237547,19.84,0,19.98,1365092.0,1,False,19.580000000000158,19.210000000000026,18.074800000000145,19.51453664,0.32507989992332165,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,224000.4,26.057142857142885,26.16,do_nothing,25.94,do_nothing,0,go_long,0,go_long,26.16400000000018,26.58,25.608022795403027,25.889200000000177,False,0,26.7,go_long,26.024097730806808
170,TRB/USDT:USDT,2024-11-10 08:45:00+00:00,first_buy,long-exit-profit,74.803,81.585,64.52828910870737,60.83432506375775,73.5,0,78.39,901559.8,0,False,68.16720000000316,65.79028571428663,59.273239999999575,18.5741094,0.33802517299074303,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,855059.5,96.51028571428662,98.937,do_nothing,98.13,do_nothing,0,go_long,0,go_long,97.50760000000317,105.121,80.36801190972848,76.2595199999996,False,1,106.94,go_long,90.74854009820727
120,TRB/USDT:USDT,2022-07-30 13:45:00+00:00,first_buy,long-exit-profit,26.58,27.24,26.083467310682686,25.667428514262063,26.35,0,26.41,475736.2,0,False,26.22600000000018,26.16285714285717,25.954400000000177,20.24105288,0.33289156031068684,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,308227.6,33.79714285714296,34.78,do_nothing,34.76,do_nothing,0,go_long,0,go_long,34.112000000000265,35.37,32.38653487962663,32.044800000000194,False,0,35.6,go_long,33.344216731621636
126,TRB/USDT:USDT,2022-11-27 09:45:00+00:00,first_buy,long-exit-profit,12.54,12.54,12.42524369682637,12.376416527221119,12.42,0,12.47,26086.4,0,False,12.466000000000282,12.45000000000052,12.401200000000088,19.88549888,0.32511715049593715,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,28192.3,16.647142857143383,16.63,do_nothing,16.62,do_nothing,0,go_long,0,go_long,16.670000000000293,16.79,16.581561267046776,16.584400000000098,False,0,16.81,go_long,16.62775380693254
129,TRB/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,9.87,9.87,9.77821637434261,10.073987190645799,7.34,1,8.24,316093.5,0,False,9.566000000000365,9.704285714286248,10.190800000000092,20.96088273,0.34424841828126507,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,77224.1,10.764285714286283,10.9,do_nothing,10.88,do_nothing,0,go_long,0,go_long,10.834000000000371,11.1,10.606634924297339,10.590800000000089,False,0,11.12,go_long,10.736595586912424
130,TRB/USDT:USDT,2023-06-25 07:15:00+00:00,first_buy,long-exit-profit,11.1,11.1,10.760196265848974,10.627624929904943,10.86,0,10.89,85154.0,0,False,10.884000000000372,10.810000000000569,10.610000000000088,20.35755562,0.3331785452424378,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,2322897.2,14.262857142857753,14.31,do_nothing,14.28,do_nothing,0,go_long,0,go_long,14.300000000000324,14.71,13.621119076918674,13.56600000000008,False,0,14.92,go_long,14.084393206951031
131,TRB/USDT:USDT,2023-08-27 19:15:00+00:00,first_buy,long-exit-profit,14.71,14.89,14.172948098189334,13.698073219369142,14.46,0,14.66,1123898.8,0,False,14.414000000000323,14.324285714286322,13.639600000000081,19.63314224,0.32653839525994693,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,164288.0,18.63071428571489,18.674,do_nothing,18.616,do_nothing,0,go_long,0,go_long,18.68840000000033,18.869,18.070557444649666,18.01656000000008,False,0,18.936,go_long,18.526046027845666
132,TRB/USDT:USDT,2023-09-07 11:00:00+00:00,first_buy,long-exit-profit,18.87,19.122,18.597885100484795,18.138886522823764,18.662,0,18.993,273417.0,0,False,18.769000000000325,18.7190000000006,18.11660000000008,21.87221138,0.3594376911318402,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,1555603.3,24.33914285714346,23.923000000000002,do_nothing,23.923000000000002,do_nothing,0,go_long,0,go_long,24.397000000000325,25.64,24.03617333136145,24.409480000000073,False,0,26.37,go_long,24.408574822703734
133,TRB/USDT:USDT,2023-09-08 06:00:00+00:00,first_buy,long-exit-profit,25.647,26.181,24.310794080749314,24.016679010519862,23.5,1,23.773,3007585.8,0,False,24.254000000000325,24.270000000000604,24.379240000000074,19.30339511,0.3244844522800101,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,340139.1,26.118571428572043,26.18,do_nothing,26.02,do_nothing,0,go_long,1,go_long,26.159600000000353,26.353,25.866729881311198,25.85048000000005,False,0,26.608,go_long,26.062709666367326
134,TRB/USDT:USDT,2023-09-12 21:00:00+00:00,first_buy,long-exit-profit,26.353,26.45,26.097677410003122,25.898083223436295,26.104,0,26.29,199062.4,0,False,26.199200000000353,26.1677142857149,25.88848000000005,19.63885582,0.32446188141327637,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,524977.0,31.186571428572048,31.605,do_nothing,31.4,do_nothing,0,go_long,1,go_long,31.38440000000035,31.63,30.620562481501167,30.523560000000057,False,0,31.81,go_long,31.06258372997491
125,TRB/USDT:USDT,2022-11-09 21:30:00+00:00,first_buy,long-exit-profit,10.16,10.18,10.28728759395932,10.65922929897824,9.03,1,9.41,204512.7,0,False,10.148000000000257,10.218571428571959,10.729600000000078,19.90026651,0.32502879300050885,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,27605.4,12.427142857143378,12.51,do_nothing,12.49,do_nothing,0,go_long,0,go_long,12.452000000000282,12.53,12.368929849398809,12.393600000000085,False,0,12.56,go_long,12.417106187158439
305,SOL/USDT:USDT,2022-12-28 03:15:00+00:00,first_buy,long-exit-profit,10.858,10.86,10.894876992825662,10.938957725841204,10.664,1,10.702,1127893.0,0,False,10.844999999997265,10.863999999999809,10.974360000000264,17.42413606,0.3252378425012954,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,1731220.0,13.601999999999764,13.677,do_nothing,13.677,do_nothing,0,go_long,0,go_long,13.643399999997266,13.822,13.352515915094893,13.34588000000026,False,0,13.854,go_long,13.547664584642725
291,SOL/USDT:USDT,2022-05-12 07:15:00+00:00,first_buy,long-exit-profit,40.55,41.02,42.570001226683594,44.75516364431198,39.06,0,39.1,1132192.0,0,False,41.50199999999752,41.80714285714314,45.486400000000145,13.14859494,0.3360311967387946,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,631305.0,50.56571428571458,50.14,do_nothing,49.76,do_nothing,0,go_long,0,go_long,50.79999999999753,52.18,47.886010648671416,47.25600000000018,False,0,52.55,go_long,49.58543647923253
178,OP/USDT:USDT,2022-06-18 17:45:00+00:00,first_buy,long-exit-profit,0.44780000000000003,0.44830000000000003,0.45166494917389693,0.4577284464433025,0.431,1,0.43870000000000003,7149998.9,0,False,0.44778000000000057,0.45037142857143175,0.4576720000000005,20.30799152,0.33071896915152615,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,10738633.8,0.5583142857142883,0.5659000000000001,do_nothing,0.5648000000000001,do_nothing,0,go_long,0,go_long,0.5646600000000007,0.5855,0.5441800077900311,0.5393800000000004,False,0,0.59,go_long,0.5557765997909109
204,OP/USDT:USDT,2023-03-27 15:15:00+00:00,first_buy,long-exit-profit,2.0807,2.0843,2.133202731291169,2.1604708372679564,2.0079,1,2.0488,14132756.3,0,False,2.107180000000022,2.1269571428571505,2.1704360000000027,20.05581241,0.327066021081704,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,931366.1,2.7131571428571566,2.7164,do_nothing,2.7144,do_nothing,0,go_long,0,go_long,2.7128600000000134,2.7229,2.6899780310932075,2.684840000000001,False,1,2.7269,go_long,2.706424949380528
315,SOL/USDT:USDT,2023-09-10 04:30:00+00:00,first_buy,long-exit-profit,18.836,18.857,19.061225146414653,19.211715814543265,17.766,1,18.305,4051178.0,0,False,18.96079999999727,19.050428571428334,19.271280000000452,18.10035618,0.3292595124748517,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,2279309.0,23.25242857142832,23.827,do_nothing,23.825,do_nothing,0,go_long,0,go_long,23.40619999999729,24.29,22.987618158678323,22.847360000000435,False,0,24.294,go_long,23.20734501599565
