,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),volume (exit),close (exit),ema-12 (exit),sma-25 (exit),short-bid-rl (exit),ema-26 (exit),short_kdj (exit),sma-07 (exit),sma-compare (exit),long-small-rl (exit),short-large-rl (exit),open (exit),high (exit),mean-grad-hist (exit),long_jcrosk (exit),long-bid-rl (exit),short-small-rl (exit),sma-05 (exit),long-large-rl (exit),low (exit)
701,SUSHI/USDT:USDT,2021-06-14 14:45:00+00:00,first_buy,long-exit-proift,9.229,9.239,9.000479795380867,8.84665339976463,9.148,1,9.214,190914.0,0,False,9.19039999999973,9.130000000000084,8.76684000000002,9.75017306,0.17618899912040784,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,294624.0,10.996,10.593125167397531,10.54204000000002,go_long,10.752961721802475,False,10.814285714285841,0,go_short,do_nothing,10.929,11.022,0,0,go_long,do_nothing,10.826999999999748,do_nothing,10.91
702,SUSHI/USDT:USDT,2021-08-11 04:00:00+00:00,first_buy,long-exit-proift,10.997,11.131,10.796506072294402,10.62593071055327,10.996,0,11.036,322242.0,1,False,10.898999999999749,10.846857142857269,10.56804000000002,10.23909199,0.1853894540439171,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1100968.0,13.181,12.465437423690672,12.383960000000034,go_long,12.558846003842328,False,12.5964285714287,0,go_short,do_nothing,12.889,13.228,0,0,go_long,do_nothing,12.702199999999724,do_nothing,12.824
703,SUSHI/USDT:USDT,2021-08-16 18:30:00+00:00,first_buy,long-exit-proift,13.178,13.42,12.6745620032512,12.528071688602473,13.153,0,13.311,774428.0,1,False,12.879399999999725,12.741285714285842,12.411000000000033,9.17107399,0.17208700371754468,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,845581.0,15.978,15.395476465587173,15.348360000000008,go_long,15.524150540917374,False,15.613142857142952,0,go_short,do_nothing,15.718,16.013,0,0,go_long,do_nothing,15.751599999999758,do_nothing,15.71
705,SUSHI/USDT:USDT,2021-09-21 00:30:00+00:00,first_buy,long-exit-proift,9.992,10.105,10.27696287988561,10.426911864860132,9.537,1,9.862,1334136.0,0,False,10.115999999999765,10.196571428571534,10.44412000000002,11.16107437,0.1884133368068276,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,843702.0,11.765,11.207260410642482,11.221480000000033,go_long,11.314247921502968,False,11.328428571428685,0,go_short,do_nothing,11.517,11.796,0,0,go_long,do_nothing,11.442199999999769,do_nothing,11.421
739,SUSHI/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-proift,0.5316000000000001,0.5336000000000001,0.5433717131367848,0.5548762631801408,0.46,1,0.4963,8679344.0,0,False,0.5332199999997294,0.5393285714286836,0.5603680000001107,11.27479356,0.18436362971170753,1,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,479664.0,0.5891000000000001,0.5717395069166734,0.5706240000001105,go_long,0.5769122917100793,False,0.5795000000001117,0,go_short,do_nothing,0.583,0.5905,0,0,go_long,do_nothing,0.5827399999997303,do_nothing,0.5822
676,COTI/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-proift,0.07657000000000001,0.07684,0.07832954675097338,0.07976284176922388,0.06506,1,0.07154,28576649.0,0,False,0.07693399999999341,0.0777371428571478,0.08066440000000187,10.97992835,0.1789943413266059,1,go_long,go_long,go_short,go_short,go_short,go_short,1591907.0,0.08460000000000001,0.08239282900668275,0.08275800000000189,go_short,0.0828759480211359,False,0.08281142857143355,0,go_long,go_short,0.08327000000000001,0.08476,0,0,go_short,go_long,0.0829979999999932,go_short,0.08327000000000001
740,SUSHI/USDT:USDT,2024-08-08 23:15:00+00:00,first_buy,long-exit-proift,0.5894,0.5914,0.5789104006777595,0.5730847286265495,0.5854,0,0.5899,338426.0,0,False,0.5841599999997303,0.5825571428572546,0.5713560000001104,10.6658794,0.1737098654013123,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,234846.0,0.6980000000000001,0.6906850081019845,0.6901400000001101,go_long,0.6929477671401305,False,0.6939285714286908,0,go_short,do_nothing,0.6963,0.6992,0,0,go_long,do_nothing,0.6946599999997279,do_nothing,0.6961
742,SUSHI/USDT:USDT,2024-09-28 00:30:00+00:00,first_buy,long-exit-proift,0.8326,0.8491000000000001,0.8162286649057147,0.8054264486598874,0.8305,0,0.8431000000000001,3365474.0,1,False,0.8238599999997259,0.8194285714286907,0.80353200000011,12.59518583,0.20737911255444183,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,2577936.0,1.0313,0.9534964383104512,0.9519000000001099,go_long,0.9725632376308868,False,0.9828571428572614,0,go_short,do_nothing,0.9778,1.0329,0,0,go_long,do_nothing,0.9888999999997242,do_nothing,0.9765
777,YFI/USDT:USDT,2022-07-28 16:00:00+00:00,first_buy,long-exit-proift,7881.0,9103.0,7631.683200040108,7508.480868310778,7773.0,0,8378.0,1111.48,0,False,7743.800000000047,7637.285714285615,7463.119999999934,10.41689418,0.17742464481454814,0,go_long,go_long,go_short,go_short,go_long,go_long,213.063,9888.0,9454.8143785231,9433.839999999935,go_long,9589.945441788956,False,9633.714285714186,0,go_long,go_short,9696.0,9967.0,0,0,go_long,go_long,9682.200000000046,go_short,9691.0
778,YFI/USDT:USDT,2022-07-29 21:00:00+00:00,first_buy,long-exit-proift,9889.0,10017.0,9637.184604590655,9487.568869002871,9821.0,0,9897.0,160.453,0,False,9756.600000000046,9682.857142857043,9449.599999999935,12.03560797,0.2025399970624349,0,go_long,go_long,go_short,go_short,go_long,go_long,757.762,11922.0,11182.281136499614,11136.959999999935,go_long,11409.111131086436,False,11513.9999999999,0,go_long,go_short,11584.0,11979.0,0,0,go_long,go_long,11546.600000000046,go_short,11498.0
780,YFI/USDT:USDT,2022-10-13 10:45:00+00:00,first_buy,long-exit-proift,7353.0,7353.0,7502.423234630338,7585.1478740941675,7205.0,1,7301.0,248.669,0,False,7456.800000000047,7495.285714285615,7601.279999999935,10.08657491,0.17249552197323356,1,go_long,go_long,go_short,go_short,go_long,go_long,86.05,8605.0,8456.534832957985,8448.359999999935,go_long,8491.515074207005,False,8497.857142857043,0,go_long,go_short,8528.0,8620.0,0,0,go_long,go_long,8517.400000000047,go_short,8523.0
782,YFI/USDT:USDT,2022-12-28 05:45:00+00:00,first_buy,long-exit-proift,5333.0,5339.0,5373.939871649985,5413.698545494791,5240.0,1,5289.0,374.14,0,False,5350.200000000046,5359.285714285615,5430.519999999935,10.23699401,0.17558189102510505,1,go_long,go_long,go_short,go_short,go_long,go_long,117.405,6254.0,6126.6221175213195,6112.599999999935,go_long,6171.452188693753,False,6197.285714285615,0,go_long,go_short,6225.0,6257.0,0,0,go_long,go_long,6207.200000000046,go_short,6212.0
783,YFI/USDT:USDT,2023-01-12 19:30:00+00:00,first_buy,long-exit-proift,6255.0,6285.0,6186.151851971637,6137.020479186407,6241.0,0,6267.0,148.233,0,False,6220.800000000047,6212.4285714284715,6119.759999999935,9.7904361,0.17340665291838103,0,go_long,go_long,go_short,go_short,go_long,go_long,665.387,7371.0,6848.877793264047,6869.399999999935,go_long,6952.695567907534,False,6967.4285714284715,0,go_long,go_short,6986.0,7450.0,0,0,go_long,go_long,7011.800000000047,go_short,6970.0
784,YFI/USDT:USDT,2023-01-14 07:15:00+00:00,first_buy,long-exit-proift,7371.0,7544.0,7020.127018998683,6889.034993763006,7316.0,0,7391.0,666.962,1,False,7116.200000000046,7047.714285714186,6894.439999999935,11.55156923,0.1951967050202842,0,go_long,go_long,go_short,go_short,go_long,go_long,497.893,8946.0,8492.754199498086,8458.959999999935,go_long,8597.020586391167,False,8610.9999999999,0,go_long,go_short,8689.0,8961.0,0,0,go_long,go_long,8667.200000000046,go_short,8689.0
785,YFI/USDT:USDT,2023-02-23 02:45:00+00:00,first_buy,long-exit-proift,8945.0,9238.0,8677.017419254063,8538.994629164894,8934.0,0,9117.0,781.673,0,False,8790.600000000046,8705.57142857133,8491.959999999935,9.77506379,0.17851812532464065,0,go_long,go_long,go_short,go_short,go_long,go_long,1594.933,10789.0,10393.572017681969,10371.679999999935,go_long,10427.494745857362,False,10443.142857142757,0,go_long,go_short,10683.0,11000.0,0,0,go_long,go_long,10524.200000000046,go_short,10614.0
776,YFI/USDT:USDT,2022-06-24 14:00:00+00:00,first_buy,long-exit-proift,6718.0,6768.0,6177.0127497190315,5884.716577527743,6624.0,1,6628.0,1446.6,1,False,6550.200000000046,6334.285714285615,5745.079999999934,11.16000048,0.18695461696970905,0,go_long,go_long,go_short,go_short,go_long,go_long,722.711,7881.0,7438.91933777564,7422.399999999935,go_long,7495.9892364110365,False,7490.142857142758,0,go_long,go_short,7592.0,8000.0,0,0,go_long,go_long,7545.800000000047,go_short,7549.0
787,YFI/USDT:USDT,2023-05-11 17:30:00+00:00,first_buy,long-exit-proift,6661.0,6673.0,6660.358527928515,6716.400337026739,6500.0,1,6579.0,221.466,1,False,6646.200000000046,6646.142857142758,6726.759999999935,11.47015262,0.19352306034476577,0,go_long,go_long,go_short,go_short,go_long,go_long,166.728,8128.0,7763.739528157224,7777.759999999935,go_long,7877.842411238328,False,7871.9999999999,0,go_long,go_short,7921.0,8140.0,0,0,go_long,go_long,7905.200000000046,go_short,7915.0
789,YFI/USDT:USDT,2023-11-13 02:30:00+00:00,first_buy,long-exit-proift,9525.0,9568.0,9406.611050980324,9349.950698860821,9406.0,1,9431.0,111.518,1,False,9457.400000000047,9439.857142857043,9355.999999999935,10.00424348,0.17663925823204718,0,go_long,go_long,go_short,go_short,go_long,go_long,643.338,11139.0,10842.19705545937,10844.479999999934,go_long,10947.77900180034,False,10975.285714285614,0,go_long,go_short,11030.0,11253.0,0,0,go_long,go_long,11015.000000000047,go_short,10978.0
790,YFI/USDT:USDT,2023-11-15 13:45:00+00:00,first_buy,long-exit-proift,11140.0,11226.0,10969.966847677211,10860.700977277194,11046.0,0,11092.0,368.459,1,False,11052.800000000047,11005.142857142757,10862.159999999934,9.56926344,0.17234007096202875,0,go_long,go_long,go_short,go_short,go_long,go_long,452.581,13046.0,12667.808038142188,12731.759999999935,go_long,12840.851152720752,False,12874.142857142757,0,go_long,go_short,12831.0,13156.0,0,0,go_long,go_long,12884.200000000046,go_short,12790.0
792,YFI/USDT:USDT,2023-11-21 15:15:00+00:00,first_buy,long-exit-proift,8287.0,8287.0,8291.345214718349,8333.955707175568,7787.0,1,8011.0,1859.977,0,False,8234.000000000047,8275.857142857043,8367.319999999934,9.84928688,0.17552888954915496,1,go_long,go_long,go_short,go_short,go_long,go_long,367.861,9500.0,8979.481866872082,8952.159999999934,go_long,9113.882603838969,False,9149.714285714186,0,go_long,go_short,9331.0,9502.0,0,0,go_long,go_long,9229.200000000046,go_short,9298.0
794,YFI/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,long-exit-proift,6347.0,6413.0,6598.194248539965,6767.254835454753,5617.0,1,5992.0,731.881,0,False,6503.400000000047,6589.142857142758,6829.919999999935,10.62576715,0.17715540717626832,1,go_long,go_long,go_short,go_short,go_long,go_long,56.363,7069.0,6762.15008072235,6696.359999999935,go_long,6893.045425254183,False,6954.285714285615,0,go_long,go_short,6997.0,7085.0,1,0,go_long,go_long,6970.200000000046,go_short,6960.0
796,YFI/USDT:USDT,2024-08-05 06:30:00+00:00,first_buy,long-exit-proift,4599.0,4615.0,4628.482174376032,4746.890463606946,4252.0,1,4377.0,560.624,0,False,4583.600000000047,4611.4285714284715,4723.319999999935,10.87613749,0.17735166195126367,1,go_long,go_long,go_short,go_short,go_long,go_long,71.175,5162.0,5068.217735593178,5066.279999999935,go_long,5091.466388361295,False,5103.142857142758,0,go_long,go_short,5115.0,5182.0,0,0,go_long,go_long,5124.000000000046,go_short,5106.0
797,YFI/USDT:USDT,2024-08-08 23:15:00+00:00,first_buy,long-exit-proift,5163.0,5196.0,5106.010020921096,5076.942347771461,5150.0,0,5186.0,57.033,0,False,5136.400000000047,5124.9999999999,5070.439999999935,17.66317921,0.3093211386657027,0,go_long,go_long,go_short,go_short,go_long,go_long,1871.439,6916.0,5771.265382848748,5726.879999999935,go_long,5960.7004801888725,False,5986.9999999999,0,go_long,go_short,5970.0,6989.0,0,0,go_long,go_long,6072.000000000046,go_short,5969.0
798,YFI/USDT:USDT,2024-11-10 09:00:00+00:00,first_buy,long-exit-proift,6915.0,6917.0,6048.900406313662,5827.76424337847,6405.0,0,6534.0,1479.157,1,False,6219.800000000047,6093.571428571328,5770.759999999935,10.392831,0.17650021337291838,0,go_long,go_long,go_short,go_short,go_long,go_long,1483.64,7703.0,6447.302493187943,6295.759999999935,go_long,6895.9487013558455,False,7070.9999999999,0,go_long,go_short,7392.0,7880.0,0,0,go_long,go_long,7258.000000000046,go_short,7336.0
788,YFI/USDT:USDT,2023-11-11 03:15:00+00:00,first_buy,long-exit-proift,8127.0,8196.0,7911.09742489397,7788.203266812245,8033.0,0,8094.0,212.154,0,False,7979.000000000046,7918.285714285615,7802.839999999935,9.80511575,0.17299190133992248,0,go_long,go_long,go_short,go_short,go_long,go_long,85.056,9526.0,9343.466754769686,9353.319999999934,go_long,9402.176696613109,False,9421.285714285614,0,go_long,go_short,9488.0,9549.0,0,0,go_long,go_long,9452.000000000047,go_short,9445.0
775,YFI/USDT:USDT,2022-06-13 02:00:00+00:00,first_buy,long-exit-proift,5669.0,5670.0,5860.02690708207,6010.985385439786,5529.0,1,5617.0,170.351,0,False,5709.000000000046,5792.285714285615,6071.679999999935,10.96308346,0.1949471578617182,1,go_long,go_long,go_short,go_short,go_long,go_long,2153.58,6719.0,5825.253903729962,5696.679999999935,go_long,6095.015067849765,False,6209.714285714186,0,go_long,go_short,6508.0,6776.0,0,0,go_long,go_long,6395.000000000046,go_short,6474.0
770,YFI/USDT:USDT,2021-12-20 08:45:00+00:00,first_buy,long-exit-proift,35422.0,35497.0,34083.72595604503,33388.92472476754,35045.0,0,35182.0,293.504,0,False,34791.000000000044,34401.71428571419,33039.43999999994,6.11064071,0.1734982570364125,0,go_long,go_long,go_short,go_short,go_long,go_long,192.658,41483.0,40601.6582661227,40372.55999999993,go_long,40844.22645360897,False,41005.71428571419,0,go_long,go_short,41375.0,41600.0,0,0,go_long,go_long,41198.80000000005,go_short,41169.0
769,YFI/USDT:USDT,2021-12-17 18:30:00+00:00,first_buy,long-exit-proift,30054.0,30360.0,28850.50538205348,28207.055882474113,29808.0,0,30009.0,496.531,0,False,29517.800000000047,29067.285714285616,28158.119999999933,10.73575509,0.17868498317183798,0,go_long,go_long,go_short,go_short,go_long,go_long,428.149,35430.0,33245.478702748944,32918.47999999994,go_long,33884.03976623504,False,34117.71428571419,0,go_long,go_short,34921.0,35700.0,0,0,go_long,go_long,34545.400000000045,go_short,34800.0
743,SUSHI/USDT:USDT,2024-11-23 14:00:00+00:00,first_buy,long-exit-proift,1.0312,1.0356,0.9779996626107503,0.9575263317689363,1.0043,0,1.0079,4740795.0,0,False,0.9924999999997242,0.9906142857144044,0.9544840000001098,11.09837048,0.18335786195679032,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,12166682.0,1.195,1.0326342098287153,1.0247760000001098,go_long,1.076304572461034,False,1.0830000000001185,0,go_short,do_nothing,1.1684,1.2381,0,0,go_long,do_nothing,1.108479999999724,do_nothing,1.1271
748,YFI/USDT:USDT,2020-11-05 07:45:00+00:00,first_buy,long-exit-proift,8392.2,8396.5,8425.89878863649,8484.051256063616,8170.0,1,8183.2,281.001,0,False,8358.420000000056,8410.228571428537,8520.039999999977,123.34377236,2.1511592292067494,1,go_long,go_long,go_short,go_short,go_long,go_long,0.0,34252.7,34154.03026362214,33974.59199999993,go_long,34421.74557864724,False,34701.914285714236,0,go_long,go_short,34252.7,34252.7,1,0,go_long,go_long,34588.640000000094,go_short,34252.7
749,YFI/USDT:USDT,2021-03-02 02:15:00+00:00,first_buy,long-exit-proift,34209.1,34303.1,34350.26607427377,34172.03944871696,33828.0,1,34221.2,32.686,0,False,34246.400000000096,34320.228571428524,34091.14799999992,6.61121572,0.1927503818430738,0,go_long,go_long,go_short,go_short,go_long,go_long,65.021,40966.2,38278.52292807008,37993.66399999993,go_long,39331.32114989822,False,39822.65714285709,0,go_long,go_short,40102.8,40978.6,0,0,go_long,go_long,40225.80000000013,go_short,40064.8
750,YFI/USDT:USDT,2021-03-08 01:30:00+00:00,first_buy,long-exit-proift,40957.9,42220.6,39651.779434529264,38510.802711176,40815.9,0,41414.3,177.642,1,False,40563.10000000013,40223.957142857085,38213.787999999935,7.98146366,0.19256428686596125,0,go_long,go_long,go_short,go_short,go_long,go_long,126.674,54361.9,51240.64725600124,50884.411999999924,go_long,52333.550445481844,False,52738.671428571215,0,go_long,go_short,53198.6,54799.3,0,0,go_long,go_long,53119.33999999987,go_short,53162.9
751,YFI/USDT:USDT,2021-04-17 00:30:00+00:00,first_buy,long-exit-proift,54346.3,54350.6,52528.065761561564,51415.258570371516,53141.9,1,53597.9,49.241,0,False,53282.239999999874,52998.27142857121,51066.99999999993,10.52144858,0.19614935211840395,0,go_long,go_long,go_short,go_short,go_long,go_long,301.325,65411.6,60611.49283650767,60247.09199999988,go_long,61812.44808496946,False,62197.94285714273,0,go_long,go_short,63241.8,67164.5,0,1,go_long,go_long,62702.319999999796,go_short,63065.6
752,YFI/USDT:USDT,2021-05-11 07:15:00+00:00,first_buy,long-exit-proift,65371.8,67411.3,62521.93299497416,61042.056330099695,65234.4,0,66424.1,168.911,0,False,63753.6799999998,62908.914285714156,60511.47999999989,11.71478556,0.17618729463436428,0,go_long,go_long,go_short,go_short,go_long,go_long,187.661,78262.3,73327.53228239335,73528.48799999994,go_long,75368.96062802494,False,76128.5857142856,0,go_long,go_short,75889.9,78679.8,0,0,go_long,go_long,76635.27999999981,go_short,75605.3
753,YFI/USDT:USDT,2021-05-11 21:00:00+00:00,first_buy,long-exit-proift,76001.1,76555.2,76662.29140563558,74916.90368039411,74619.7,1,75162.0,208.131,0,False,77679.63999999984,77863.54285714275,75214.67999999992,15.60702011,0.2074500706026502,0,go_long,go_long,go_short,go_short,go_long,go_long,734.653,90781.6,78535.62330043803,78401.53599999989,go_long,81228.8121658183,False,81877.87142857128,0,go_long,go_short,83454.5,95217.1,0,1,go_long,go_long,83303.77999999984,go_short,83344.3
755,YFI/USDT:USDT,2021-05-19 13:00:00+00:00,first_buy,long-exit-proift,50978.3,52884.2,55705.417196968316,59571.02303659259,30466.7,1,41330.8,468.457,0,False,53143.53999999996,54161.799999999916,60683.05599999991,8.6912793,0.21013569310236704,1,go_long,go_long,go_short,go_short,go_long,go_long,214.444,46625.9,56378.17283658487,58623.03199999991,go_long,50571.76852564004,False,48477.65714285707,1,go_long,go_short,28300.5,52522.0,0,0,go_long,go_long,44530.919999999955,go_short,26133.1
757,YFI/USDT:USDT,2021-05-21 21:15:00+00:00,first_buy,long-exit-proift,38080.4,38621.0,40332.22110089204,42354.10541014371,35861.6,1,35932.9,157.661,1,False,38994.77999999998,39595.71428571422,42421.86399999989,7.8290991,0.2175840934228515,1,go_long,go_long,go_short,go_short,go_long,go_long,323.469,43901.6,42018.79470494594,41759.003999999884,go_long,41170.0668819747,False,40506.78571428564,0,go_long,go_short,41860.0,44486.4,0,0,go_long,go_long,41674.07999999997,go_short,41819.7
759,YFI/USDT:USDT,2021-05-23 16:30:00+00:00,first_buy,long-exit-proift,26937.4,27116.3,27923.627668761612,29478.767655767955,24389.7,1,24698.3,479.282,0,False,27360.459999999985,27737.557142857073,29427.327999999892,11.99405,0.2419524888145149,1,go_long,go_long,go_short,go_short,go_long,go_long,138.878,30808.9,28691.95591244042,28033.387999999883,go_long,28587.736258870613,False,28632.9285714285,0,go_long,go_short,29017.5,30849.6,0,0,go_long,go_long,29079.119999999988,go_short,28975.2
760,YFI/USDT:USDT,2021-05-23 20:30:00+00:00,first_buy,long-exit-proift,30813.8,30834.8,28837.80760365975,28804.640659667053,29727.7,0,30213.2,92.971,0,False,29544.119999999988,29018.19999999993,28108.41999999988,11.12919026,0.18401311135074788,0,go_long,go_long,go_short,go_short,go_long,go_long,84.878,35832.1,33454.37522250082,33446.48799999989,go_long,34112.9189713535,False,34380.84285714278,0,go_long,go_short,34977.1,36050.5,0,0,go_long,go_long,34761.18000000001,go_short,34977.1
761,YFI/USDT:USDT,2021-05-24 08:00:00+00:00,first_buy,long-exit-proift,35843.9,36816.7,34505.869898837576,33692.35483564891,35471.0,0,36667.1,81.192,0,False,35341.84000000001,34839.65714285707,33592.09599999988,6.62134071,0.18036898735635964,0,go_long,go_long,go_short,go_short,go_long,go_long,148.544,43388.0,39724.48663631668,39412.37999999989,go_long,41494.3921937318,False,42141.91428571421,0,go_long,go_short,42188.1,43665.0,0,0,go_long,go_long,42523.280000000006,go_short,42100.1
763,YFI/USDT:USDT,2021-06-22 12:15:00+00:00,first_buy,long-exit-proift,27376.0,27449.0,27948.980988559557,28603.918166995372,26867.0,1,26954.0,112.778,0,False,27466.200000000048,27826.42857142847,28767.519999999935,9.51118229,0.1762573386026306,1,go_long,go_long,go_short,go_short,go_long,go_long,370.087,31747.0,29733.183598657008,29407.559999999936,go_long,30428.004239732258,False,31016.285714285616,0,go_long,go_short,31236.0,32222.0,1,1,go_long,go_long,31182.600000000046,go_short,31236.0
764,YFI/USDT:USDT,2021-06-23 03:00:00+00:00,first_buy,long-exit-proift,31760.0,31949.0,30585.388202850372,29860.42925801575,31357.0,1,31451.0,69.842,0,False,31327.800000000047,31173.857142857043,29494.479999999934,5.49002082,0.1742671671236745,0,go_long,go_long,go_short,go_short,go_long,go_long,48.147,37168.0,36525.44739163015,36527.999999999935,go_long,36716.623642631705,False,36740.14285714276,0,go_long,go_short,36764.0,37249.0,0,0,go_long,go_long,36756.000000000044,go_short,36753.0
766,YFI/USDT:USDT,2021-12-04 05:30:00+00:00,first_buy,long-exit-proift,23599.0,23847.0,24809.188771310997,25977.50533258576,17375.0,1,18470.0,488.448,0,False,23967.600000000046,24646.285714285616,26395.079999999936,9.641406,0.17380854312426422,1,go_long,go_long,go_short,go_short,go_long,go_long,269.192,21731.0,25258.250799541973,25860.639999999934,go_long,23719.596694252254,False,23092.285714285616,1,go_long,go_short,20047.0,22166.0,0,0,go_long,go_long,21821.000000000047,go_short,20047.0
767,YFI/USDT:USDT,2021-12-04 06:15:00+00:00,first_buy,long-exit-proift,21726.0,21989.0,23400.274125905755,24990.52851809442,21371.0,0,21644.0,184.509,0,False,21106.800000000047,22405.57142857133,25627.679999999935,7.57490952,0.1746605312704191,1,go_long,go_long,go_short,go_short,go_long,go_long,426.781,25588.0,23713.79852941213,23680.279999999933,go_long,24510.022221443123,False,24780.42857142847,0,go_long,go_short,25120.0,25979.0,0,0,go_long,go_long,24980.000000000047,go_short,25079.0
768,YFI/USDT:USDT,2021-12-16 22:00:00+00:00,first_buy,long-exit-proift,25580.0,25592.0,24645.711110451874,23838.109749455678,25195.0,1,25392.0,248.213,1,False,25147.600000000046,24987.857142857043,23862.239999999936,9.23913506,0.1817196636250818,0,go_long,go_long,go_short,go_short,go_long,go_long,882.793,30054.0,28062.900353072044,28082.679999999935,go_long,28639.869996972295,False,28773.9999999999,0,go_long,go_short,29173.0,30493.0,0,0,go_long,go_long,29078.400000000045,go_short,29145.0
741,SUSHI/USDT:USDT,2024-09-21 14:30:00+00:00,first_buy,long-exit-proift,0.6980000000000001,0.7000000000000001,0.6936942645031874,0.6912120445388745,0.6969000000000001,0,0.6978000000000001,228333.0,1,False,0.6960199999997279,0.6948571428572622,0.6905320000001102,11.47703302,0.1888352652793759,0,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,1969398.0,0.8326,0.8024125645526784,0.8014360000001101,go_long,0.8113429676158446,False,0.8145000000001195,0,go_short,do_nothing,0.8186,0.8341000000000001,0,0,go_long,do_nothing,0.8174599999997259,do_nothing,0.8182
557,APE/USDT:USDT,2023-10-29 15:00:00+00:00,first_buy,long-exit-proift,1.4140000000000001,1.428,1.3884375287630415,1.3755205891789908,1.408,0,1.424,2704180.0,0,False,1.4013999999999762,1.3948571428571108,1.3686800000000137,11.39608772,0.1859273421900806,0,go_long,go_short,go_short,go_short,go_short,go_short,9003055.0,1.703,1.594506496170296,1.5816800000000126,go_short,1.6383262766676088,False,1.6551428571428264,0,go_long,go_short,1.6640000000000001,1.721,0,0,go_short,go_short,1.6647999999999736,go_short,1.663
674,COTI/USDT:USDT,2024-07-16 00:30:00+00:00,first_buy,long-exit-proift,0.09682,0.09682,0.09512408639522127,0.09390443104488755,0.0956,1,0.09571,1338961.0,1,False,0.09596599999999303,0.09580142857143345,0.09361600000000184,10.7818756,0.1756595772192482,0,go_long,go_long,go_short,go_short,go_short,go_short,9274593.0,0.11294000000000001,0.10971465957464376,0.10979440000000189,go_short,0.11104171382359793,False,0.11138714285714768,0,go_long,go_short,0.11234000000000001,0.1131,0,0,go_short,go_long,0.11144599999999313,go_short,0.11178
670,COTI/USDT:USDT,2024-03-06 05:45:00+00:00,first_buy,long-exit-proift,0.19489,0.19741000000000003,0.18905023885488093,0.18672440249462427,0.1928,0,0.19623000000000002,8065073.0,0,False,0.19262999999999353,0.19082000000000335,0.18538560000000184,10.68037853,0.1743006354906496,0,go_long,go_long,go_short,go_short,go_short,go_short,9582784.0,0.23116000000000003,0.21673689374104044,0.21413920000000172,go_short,0.22328536539548344,False,0.22612428571428916,0,go_long,go_short,0.22935000000000003,0.23295000000000002,1,0,go_short,go_long,0.22918199999999347,go_short,0.22748000000000002
590,LQTY/USDT:USDT,2024-01-03 12:15:00+00:00,first_buy,long-exit-proift,1.5705,1.5711,1.5407792248901915,1.540808576232908,0.9872000000000001,1,1.2945,5798109.1,0,False,1.5330799999999765,1.5592714285714229,1.5405320000000016,10.67520547,0.17403780902132246,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,7614362.8,1.5271,1.404767021731689,1.3909400000000047,go_long,1.4289672646070195,False,1.4355999999999973,0,go_short,do_nothing,1.4644,1.5331000000000001,0,0,go_long,go_short,1.4487599999999774,do_nothing,1.4625
591,LQTY/USDT:USDT,2024-01-11 11:15:00+00:00,first_buy,long-exit-proift,1.5271,1.5498,1.4437261469751703,1.413665760862675,1.5028000000000001,0,1.5249000000000001,1956131.0,1,False,1.4725999999999775,1.4530285714285687,1.396724000000005,10.94715821,0.17839037579336087,0,go_short,go_short,do_nothing,do_nothing,go_long,go_long,225831.1,1.8488,1.7681872592749457,1.7506160000000117,go_long,1.8022706481983122,False,1.8265142857142906,0,go_short,do_nothing,1.8373,1.8536000000000001,1,0,go_long,go_short,1.832859999999977,do_nothing,1.8373
593,LQTY/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,long-exit-proift,1.275,1.278,1.299597107196652,1.348663076601666,1.0315,1,1.1432,6219386.5,0,False,1.2584599999999657,1.2787000000000028,1.3586880000000139,11.66879293,0.1902246800993359,1,go_short,go_short,do_nothing,do_nothing,go_long,go_long,1704942.2,1.3769,1.2975872714504693,1.2861400000000143,go_long,1.3255589175137723,False,1.3333714285714373,0,go_short,do_nothing,1.3463,1.3849,0,0,go_long,go_short,1.3460399999999715,do_nothing,1.3392
