,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),nlp-exit-short (entry),close_date,volume (exit),sma-07 (exit),low (exit),mean-grad-hist (exit),imit-exit-short (exit),nlp-enter-short (exit),nlp-enter-long (exit),high (exit),ema-12 (exit),sma-25 (exit),long-small-rl (exit),open (exit),nlp-exit-short (exit),imit-enter-short (exit),short-large-rl (exit),long-bid-rl (exit),ema-26 (exit),long-large-rl (exit),short-bid-rl (exit),long_jcrosk (exit),sma-05 (exit),close (exit),short_kdj (exit),sma-compare (exit),short-small-rl (exit)
3001,FIL/USDT:USDT,2021-04-02 21:30:00+00:00,second_buy,roi,164.753,166.567,168.1309093669471,173.06626156090672,162.719,0,166.19,92975.9,0,False,166.5729999999998,167.06271428571435,171.73956000000015,0.61229329,0.012296094263008091,1,go_short,go_short,go_short,go_short,go_short,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-04-06 14:00:00+00:00,21949.3,172.39571428571438,171.2,1,go_short,go_short,go_short,172.223,173.94102853574105,174.15480000000002,go_short,171.963,go_short,go_short,do_nothing,go_long,172.88587517158928,do_nothing,go_long,0,171.94599999999994,171.706,False,1,go_long
3004,FIL/USDT:USDT,2021-04-10 01:15:00+00:00,second_buy,roi,176.847,179.66,174.33227401270534,172.67410345312473,176.743,0,179.435,119292.9,0,False,175.34899999999976,174.63442857142886,171.74748000000008,0.44544316,0.008283204671126018,0,go_short,go_short,go_short,go_short,go_short,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-04-12 01:30:00+00:00,19561.8,178.2918571428574,177.68,1,go_short,go_short,go_short,178.972,178.03002874357261,177.90675999999996,go_short,178.013,go_short,go_short,do_nothing,go_long,178.19624554691376,do_nothing,go_long,0,177.90719999999962,177.975,False,0,go_long
3005,FIL/USDT:USDT,2021-04-12 01:45:00+00:00,second_buy,roi,177.95,178.66,178.23866930892703,178.06276735515982,177.594,0,178.472,11348.4,0,False,177.98699999999963,178.14400000000023,177.92999999999995,4.33800478,0.08110321299802259,0,go_short,go_short,go_short,go_short,go_short,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-04-14 02:00:00+00:00,15594.8,164.50271428571438,163.792,0,go_short,go_short,go_short,164.982,164.97909098311948,165.09799999999993,go_short,163.979,go_short,go_short,do_nothing,go_long,164.7263633160705,do_nothing,go_long,0,164.39139999999966,164.931,False,1,go_long
3006,FIL/USDT:USDT,2021-04-14 02:15:00+00:00,second_buy,roi,164.936,164.96,164.64876895975195,164.92301016955508,163.823,0,164.222,14333.0,0,False,164.31659999999965,164.36228571428583,165.0819199999999,0.33811217,0.006869025422564959,1,go_short,go_short,go_short,go_short,go_short,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-04-18 01:15:00+00:00,56689.2,178.42557142857146,173.774,1,go_short,go_short,go_short,177.2,179.79039619427243,180.05956000000003,go_short,175.6,go_short,go_short,do_nothing,go_long,178.75860589814175,do_nothing,go_long,0,177.39939999999973,173.929,False,1,go_long
2974,APE/USDT:USDT,2022-12-17 02:00:00+00:00,second_buy,roi,3.429,3.433,3.4598678053680985,3.5301213819977817,3.396,1,3.406,699110.0,0,False,3.4355999999999254,3.439142857142845,3.5495200000000198,-0.80951931,-0.013217355641019762,1,go_short,go_short,go_short,go_short,go_long,go_short,do_nothing,do_nothing,go_long,go_long,go_short,2022-12-19 22:30:00+00:00,514043.0,3.460428571428561,3.431,1,go_short,go_short,go_short,3.47,3.463642532658097,3.4591200000000213,go_long,3.47,go_short,go_short,do_nothing,go_long,3.4566286890056004,do_nothing,go_long,1,3.4649999999999297,3.432,False,0,go_short
2197,ALGO/USDT:USDT,2022-05-18 14:30:00+00:00,second_buy,roi,0.4534,0.4565,0.4600664874645682,0.46725626073482496,0.4525,0,0.45270000000000005,2417522.9,0,False,0.45255999999999624,0.4548714285714285,0.47056800000000926,1.65662029,0.027039810468886916,1,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2022-05-20 14:45:00+00:00,3282043.9,0.442728571428571,0.43360000000000004,1,go_short,go_short,go_short,0.4385,0.4449162769074407,0.44618800000000924,go_short,0.4364,go_short,go_short,do_nothing,go_long,0.4434742867717181,do_nothing,go_long,0,0.4411799999999967,0.43720000000000003,False,1,do_nothing
2631,MKR/USDT:USDT,2022-04-29 10:45:00+00:00,second_buy,roi,1574.9,1580.5,1584.533368776324,1593.052462632055,1564.7,1,1566.0,146.65,0,False,1576.540000000008,1579.0428571428563,1595.8240000000105,3.47011145,0.05688591872620316,1,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2022-05-01 11:00:00+00:00,147.146,1477.0857142857135,1464.1,1,go_short,go_short,go_short,1475.0,1488.0686624796017,1497.2120000000107,do_nothing,1468.2,go_short,go_short,do_nothing,go_long,1484.1878043161337,do_nothing,go_long,0,1475.0800000000083,1470.4,False,1,do_nothing
2629,MKR/USDT:USDT,2022-04-24 22:15:00+00:00,second_buy,roi,1753.1,1756.0,1752.253596644049,1752.9354830723403,1747.8,1,1749.9,179.824,0,False,1749.4600000000075,1748.8142857142848,1750.3240000000105,2.69537637,0.0440653031152631,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2022-04-26 22:30:00+00:00,194.032,1651.4714285714276,1655.3,0,go_short,go_short,go_short,1668.2,1663.151640227932,1657.7600000000111,do_nothing,1656.0,go_short,go_short,do_nothing,go_long,1653.0738771044325,do_nothing,go_long,0,1653.580000000009,1666.9,False,0,do_nothing
2332,BCH/USDT:USDT,2021-04-23 02:45:00+00:00,second_buy,roi,728.65,750.65,810.1195387083601,845.4396138916553,711.56,1,740.39,50265.258,0,False,778.0500000000006,798.3114285714283,850.7824,0.0628159,0.0010362216393710363,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-04-25 21:00:00+00:00,20339.657,768.1471428571427,743.88,1,go_short,go_short,go_short,770.64,777.6066464400732,783.9383999999998,go_long,770.64,go_short,go_short,do_nothing,go_long,771.6282185420382,do_nothing,go_long,1,766.3940000000007,747.85,False,1,go_long
2334,BCH/USDT:USDT,2021-04-30 16:00:00+00:00,second_buy,roi,955.52,962.0,947.8251029257138,937.7672762238327,950.07,0,961.93,8846.141,0,False,951.8640000000003,951.4671428571429,935.8991999999998,0.43412055,0.007172328540863061,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-05-04 00:45:00+00:00,14488.194,1010.4100000000004,988.8,1,go_short,go_short,go_short,1004.46,1013.5982924576472,1015.5516000000002,go_long,999.22,go_short,go_short,do_nothing,go_long,1009.9619656340391,do_nothing,go_long,0,1006.8259999999995,996.31,False,1,go_long
2336,BCH/USDT:USDT,2021-05-07 18:45:00+00:00,second_buy,roi,1362.15,1370.96,1378.5973293108257,1389.4264455589132,1360.0,1,1363.18,5077.772,0,False,1372.7260000000006,1378.1885714285704,1396.4988,1.37272115,0.022402460598616905,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-05-09 19:00:00+00:00,2751.689,1331.7399999999996,1324.12,1,go_short,go_short,go_short,1334.0,1334.4614504309354,1328.282800000001,go_long,1327.99,go_short,go_short,do_nothing,go_long,1332.6746230082113,do_nothing,go_long,0,1332.0939999999998,1328.59,False,0,go_long
2337,BCH/USDT:USDT,2021-05-10 00:00:00+00:00,second_buy,roi,1415.57,1430.75,1388.2914728195628,1366.2972698688159,1408.72,0,1428.96,14070.505,0,False,1410.3840000000002,1402.022857142856,1354.1904000000013,0.06021992,0.001003890983933138,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-05-12 13:15:00+00:00,11236.563,1486.8085714285723,1457.16,1,go_short,go_short,go_short,1479.46,1503.4618560822787,1503.463600000001,go_long,1459.15,go_short,go_short,do_nothing,go_long,1487.391863529622,do_nothing,go_long,0,1480.5460000000014,1462.83,False,1,go_long
2348,BCH/USDT:USDT,2021-05-24 12:30:00+00:00,second_buy,roi,645.11,656.74,633.692521534646,618.3918827607843,642.27,0,655.48,23447.265,0,False,647.0120000000004,639.4928571428549,619.4259999999998,-0.06897809,-0.0011326524200337554,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-05-28 11:45:00+00:00,10098.343,676.9999999999984,662.97,1,go_short,go_short,go_short,676.12,691.0176826885411,688.2431999999998,go_long,666.35,go_short,go_short,do_nothing,go_long,678.8141645509779,do_nothing,go_long,0,674.6720000000005,668.72,False,1,go_long
2349,BCH/USDT:USDT,2021-05-29 13:00:00+00:00,second_buy,roi,654.9,658.39,663.9845328540694,672.9031807076661,647.22,1,653.31,7683.26,0,False,660.1540000000003,663.434285714284,672.3175999999994,0.10707758,0.0017640228856038857,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-06-04 07:00:00+00:00,11598.731,666.5542857142829,655.81,0,go_short,go_short,go_short,665.12,681.7415520161584,681.6095999999987,go_long,662.67,go_short,go_short,do_nothing,go_long,671.7176374992227,do_nothing,go_long,0,664.4380000000008,662.38,False,1,go_long
2350,BCH/USDT:USDT,2021-06-04 07:15:00+00:00,second_buy,roi,662.38,662.74,669.1856932685731,679.779955570517,650.16,1,655.26,13341.548,0,False,662.3380000000009,663.3314285714257,679.4387999999988,0.01267248,0.0002081864913945534,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-06-06 12:30:00+00:00,1696.496,658.331428571425,657.58,0,go_short,go_short,go_short,659.61,659.9899138573268,661.0519999999987,go_long,659.14,go_short,go_short,do_nothing,go_long,659.4102630395612,do_nothing,go_long,0,658.1740000000009,659.54,False,1,go_long
2330,BCH/USDT:USDT,2021-04-20 06:45:00+00:00,second_buy,roi,868.33,874.39,873.8892070877669,876.9490756992989,848.01,1,853.54,19166.503,0,False,872.1219999999997,877.6314285714276,868.0339999999998,0.06052849,0.0009997391147658066,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-04-22 21:00:00+00:00,22998.905,910.2999999999993,875.0,1,go_short,go_short,go_short,902.8,925.3925563533378,932.2043999999997,go_long,900.55,go_short,go_short,do_nothing,go_long,914.1224484229333,do_nothing,go_long,0,904.6920000000006,879.48,False,1,go_long
2352,BCH/USDT:USDT,2021-06-10 05:15:00+00:00,second_buy,roi,620.35,620.7,623.8391228118479,625.1392707267713,617.9,1,618.21,5230.404,0,False,621.5540000000017,622.6442857142814,627.4959999999991,6.0761012,0.09934701777450088,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-06-12 05:30:00+00:00,3295.461,554.1657142857104,552.25,0,go_short,go_short,go_short,556.15,561.0771702885694,560.9287999999987,go_long,553.5,go_short,go_short,do_nothing,go_long,555.3385690757069,do_nothing,go_long,0,552.8580000000012,554.94,False,1,go_long
2354,BCH/USDT:USDT,2021-06-16 23:15:00+00:00,second_buy,roi,596.73,597.26,599.0336644591605,600.1996184564421,593.0,1,593.9,4033.921,0,False,598.2260000000012,599.121428571424,599.8467999999989,2.87944227,0.047115422312191235,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-06-18 23:30:00+00:00,4279.708,558.7371428571385,556.23,0,go_short,go_short,go_short,562.58,558.9529462128274,555.1639999999993,go_long,557.26,go_short,go_short,do_nothing,go_long,557.6808318772783,do_nothing,go_long,0,558.8880000000015,561.24,False,0,go_long
2358,BCH/USDT:USDT,2021-06-29 13:45:00+00:00,second_buy,roi,542.62,543.4,539.899248610592,534.7921724892824,539.64,0,542.54,7981.06,0,False,540.0460000000005,540.0885714285665,537.0279999999995,5.44926436,0.08898693038627176,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-07-01 14:00:00+00:00,2976.398,493.92714285713794,490.1,1,go_short,go_short,go_short,494.42,495.2527666779705,492.6107999999996,go_long,493.97,go_short,go_short,do_nothing,go_long,493.4432506154303,do_nothing,go_long,0,493.6480000000004,490.1,False,0,go_long
2359,BCH/USDT:USDT,2021-07-02 03:00:00+00:00,second_buy,roi,493.09,493.91,494.7524299184463,495.6084393477019,491.43,0,493.69,2504.489,0,False,491.9720000000008,492.7428571428519,496.8431999999996,0.06320422,0.0010335696815277815,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-07-05 11:30:00+00:00,34946.72,514.7057142857091,496.57,1,go_short,go_short,go_short,515.75,515.5840643449342,515.0583999999994,go_long,515.69,go_short,go_short,do_nothing,go_long,513.9976697624556,do_nothing,go_long,0,514.2980000000014,500.76,False,1,go_long
2360,BCH/USDT:USDT,2021-07-05 11:45:00+00:00,second_buy,roi,500.76,501.53,510.8087974913086,513.9311706897539,491.43,1,493.27,27507.02,0,False,509.32400000000143,511.5599999999948,514.2783999999994,0.05085839,0.0008324557783347794,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-07-08 05:45:00+00:00,3602.979,497.2942857142813,494.4,1,go_short,go_short,go_short,497.53,500.8011271732108,498.96359999999936,go_long,496.77,go_short,go_short,do_nothing,go_long,497.8491817645313,do_nothing,go_long,1,497.1700000000022,494.92,False,1,go_long
2361,BCH/USDT:USDT,2021-07-08 11:00:00+00:00,second_buy,roi,487.93,488.22,487.0454667134639,490.12257427504835,484.58,1,484.63,3392.163,1,False,486.7140000000022,486.64571428570986,490.12519999999915,0.04145453,0.0006795005671675479,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-07-10 17:30:00+00:00,10923.878,495.1114285714243,485.03,1,go_short,go_short,go_short,491.52,494.3068185195668,494.2315999999994,go_long,491.21,go_short,go_short,do_nothing,go_long,493.9771328089766,do_nothing,go_long,0,495.1920000000026,486.36,False,0,go_long
2362,BCH/USDT:USDT,2021-07-12 05:45:00+00:00,second_buy,roi,502.93,504.61,503.9072684647956,502.27087444205984,502.79,1,504.25,1842.664,0,False,504.6760000000033,505.1771428571384,501.79919999999913,6.66419972,0.10933299336778853,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-07-14 06:00:00+00:00,4736.871,448.62857142856683,444.27,1,go_short,go_short,go_short,448.95,453.6019491042463,453.8747999999993,go_long,445.7,go_short,go_short,do_nothing,go_long,449.64262569579876,do_nothing,go_long,0,447.81000000000375,445.37,False,1,go_long
2363,BCH/USDT:USDT,2021-07-14 09:00:00+00:00,second_buy,roi,448.55,449.63,448.84537338845894,450.5992637583769,445.29,1,445.77,5130.178,0,False,449.4480000000036,449.35999999999524,449.2331999999993,0.03140106,0.0005146458172091658,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-07-16 09:15:00+00:00,4653.803,447.7328571428524,442.0,1,go_short,go_short,go_short,445.38,453.26222898331076,455.85679999999934,go_long,444.63,go_short,go_short,do_nothing,go_long,449.75234772957094,do_nothing,go_long,0,446.0620000000037,442.6,False,1,go_long
2353,BCH/USDT:USDT,2021-06-13 20:00:00+00:00,second_buy,roi,590.83,592.68,587.5886214640843,581.941252787811,590.69,0,592.14,2640.138,0,False,590.722000000001,590.6228571428535,579.0075999999987,0.05481251,0.0008996064853689708,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-06-16 16:45:00+00:00,2516.638,597.1285714285672,595.89,1,go_short,go_short,go_short,599.86,603.6679492749817,602.709199999999,go_long,597.97,go_short,go_short,do_nothing,go_long,599.3191191448701,do_nothing,go_long,1,598.3660000000011,596.46,False,0,go_long
2364,BCH/USDT:USDT,2021-07-16 20:00:00+00:00,second_buy,roi,444.18,445.36,445.7336326492931,445.939182455326,444.09,0,444.96,1529.257,0,False,445.2720000000036,445.4414285714241,446.3143999999993,0.73015151,0.011989634964192506,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-07-18 20:15:00+00:00,1663.902,438.9971428571389,437.28,1,go_short,go_short,go_short,439.0,439.0886797182754,437.6287999999993,go_long,438.23,go_short,go_short,do_nothing,go_long,438.53278430480225,do_nothing,go_long,0,439.0340000000042,438.97,False,0,go_long
2329,BCH/USDT:USDT,2021-04-18 03:45:00+00:00,second_buy,roi,913.89,915.28,947.0480035659795,978.8594534878767,781.34,1,850.44,96197.974,0,False,929.8900000000006,941.6399999999988,989.0763999999997,0.0434754,0.0007104916181933297,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-04-20 06:30:00+00:00,9180.232,884.1914285714275,867.01,1,go_short,go_short,go_short,884.43,878.8218017552427,868.0443999999998,go_long,876.38,go_short,go_short,do_nothing,go_long,877.5890629219064,do_nothing,go_long,0,878.6919999999998,868.06,False,0,go_long
2323,BCH/USDT:USDT,2021-04-02 16:30:00+00:00,second_buy,roi,596.31,599.7,584.2018977599547,577.1413698319947,589.51,0,592.44,28476.273,1,False,590.1340000000007,587.8714285714292,575.4976000000011,3.86570631,0.06338996713330104,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-04-04 16:45:00+00:00,5628.001,556.1000000000009,554.59,0,go_short,go_short,go_short,558.33,556.2789911605016,557.0436000000013,go_long,555.37,go_short,go_short,do_nothing,go_long,556.4265930313198,do_nothing,go_long,0,554.8080000000006,555.22,False,1,go_long
2302,ALGO/USDT:USDT,2023-07-28 14:15:00+00:00,second_buy,roi,0.11030000000000001,0.11080000000000001,0.11001844542522433,0.10969222481108272,0.1102,0,0.1105,5103896.7,1,False,0.11025999999999359,0.11020000000000142,0.10952800000000998,0.04307092,0.0007027598229496856,0,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2023-07-30 19:30:00+00:00,1843767.3,0.11085714285714422,0.11040000000000001,1,go_short,go_short,go_short,0.1107,0.11090986903233892,0.11088400000001003,go_short,0.1106,go_short,go_short,do_nothing,go_long,0.11084649823723983,do_nothing,go_long,0,0.11077999999999377,0.1105,False,1,do_nothing
2303,ALGO/USDT:USDT,2023-07-30 20:00:00+00:00,second_buy,roi,0.11040000000000001,0.11040000000000001,0.11048891293908887,0.11072601940358275,0.1082,1,0.10890000000000001,36897602.3,0,False,0.11023999999999379,0.11045714285714424,0.11080400000001005,0.04322251,0.0007053048402097206,1,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2023-08-02 07:45:00+00:00,15648370.3,0.10952857142857272,0.1092,1,go_short,go_short,go_short,0.1097,0.10979075910160739,0.10997600000000993,go_short,0.1095,go_short,go_short,do_nothing,go_long,0.10959578606259267,do_nothing,go_long,0,0.1094599999999939,0.10930000000000001,False,1,do_nothing
2304,ALGO/USDT:USDT,2023-08-06 18:30:00+00:00,second_buy,roi,0.1086,0.10890000000000001,0.10819548023546795,0.10787099360833823,0.1085,1,0.1087,1993837.8,0,False,0.10845999999999416,0.10842857142857258,0.10762000000000996,0.17265938,0.002817236385849876,0,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2023-08-15 19:00:00+00:00,2413016.5,0.11251428571428687,0.1125,1,go_short,go_short,go_short,0.11280000000000001,0.11279838139722763,0.11276400000000991,go_short,0.1126,go_short,go_short,do_nothing,go_long,0.11260317996059953,do_nothing,go_long,0,0.11243999999999366,0.1126,False,1,do_nothing
2306,ALGO/USDT:USDT,2023-09-05 03:00:00+00:00,second_buy,roi,0.09380000000000001,0.094,0.09375835441502443,0.09363921125324502,0.0937,1,0.09390000000000001,1731371.1,0,False,0.09381999999999338,0.09384285714285844,0.09348400000001025,0.0193748,0.0003161502207795728,0,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2023-09-07 11:45:00+00:00,1458455.6,0.09414285714285842,0.09390000000000001,0,go_short,go_short,go_short,0.0941,0.09448738007339953,0.09461200000001017,go_short,0.09390000000000001,go_short,go_short,do_nothing,go_long,0.09426363023009696,do_nothing,go_long,1,0.09399999999999331,0.09390000000000001,False,1,do_nothing
2307,ALGO/USDT:USDT,2023-09-10 07:30:00+00:00,second_buy,roi,0.09230000000000001,0.09230000000000001,0.09203897913911385,0.09240392077081609,0.09190000000000001,0,0.092,2202990.7,0,False,0.09203999999999339,0.09204285714285843,0.09233200000001025,1.016224,0.016582138592519124,1,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2023-09-12 07:45:00+00:00,2898576.4,0.08990000000000131,0.0898,0,go_short,go_short,go_short,0.0902,0.08969856457004798,0.08974000000001016,go_short,0.0898,go_short,go_short,do_nothing,go_long,0.0898996739778106,do_nothing,go_long,0,0.08983999999999344,0.09,False,0,do_nothing
2309,ALGO/USDT:USDT,2023-10-04 00:30:00+00:00,second_buy,roi,0.1005,0.10070000000000001,0.10081120707226103,0.10100754151908353,0.099,1,0.0993,16394648.1,0,False,0.10059999999999306,0.10087142857142986,0.10104000000001018,-0.0074876,-0.00012217433812496955,1,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2023-10-06 05:00:00+00:00,2097485.0,0.09977142857142994,0.0993,1,go_short,go_short,go_short,0.09960000000000001,0.09999457130281729,0.10015600000000999,go_short,0.09960000000000001,go_short,go_short,do_nothing,go_long,0.09986973054698967,do_nothing,go_long,0,0.09963999999999304,0.0994,False,1,do_nothing
2310,ALGO/USDT:USDT,2023-10-06 15:00:00+00:00,second_buy,roi,0.0995,0.0995,0.09915442437554506,0.09910960308982195,0.0993,0,0.0995,1446357.7,0,False,0.09933999999999303,0.09924285714285855,0.09898400000001002,0.02433663,0.0003970842389233488,0,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2023-10-09 08:30:00+00:00,3888018.1,0.09992857142857278,0.0993,1,go_short,go_short,go_short,0.0998,0.1004615039204298,0.10061200000001,go_short,0.0998,go_short,go_short,do_nothing,go_long,0.10011022563589139,do_nothing,go_long,1,0.09975999999999295,0.0994,False,1,do_nothing
2325,BCH/USDT:USDT,2021-04-11 03:45:00+00:00,second_buy,roi,707.18,715.55,701.3637939501743,691.9460725530521,706.96,1,712.23,15677.97,0,False,708.1480000000004,706.0571428571415,688.2968000000016,3.33799023,0.05455076671341733,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-04-13 04:00:00+00:00,2832.591,676.59857142857,674.82,1,go_short,go_short,go_short,678.44,675.0232971367577,675.1820000000004,go_long,677.85,go_short,go_short,do_nothing,go_long,675.8944136620153,do_nothing,go_long,1,677.1140000000004,675.07,False,0,go_long
2311,ALGO/USDT:USDT,2023-10-09 09:45:00+00:00,second_buy,roi,0.0989,0.0989,0.0993328970621206,0.09991832373176208,0.0981,1,0.0983,4754157.1,1,False,0.09877999999999296,0.09901428571428705,0.10017600000001,1.69243234,0.027614559944410966,1,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2023-10-11 10:00:00+00:00,3192422.3,0.09451428571428698,0.0949,0,go_short,go_short,go_short,0.09530000000000001,0.09418820438342444,0.09387200000000995,go_short,0.0951,go_short,go_short,do_nothing,go_long,0.09435191791141137,do_nothing,go_long,0,0.0946999999999929,0.0951,False,0,do_nothing
2313,ALGO/USDT:USDT,2023-10-17 07:15:00+00:00,second_buy,roi,0.09330000000000001,0.0936,0.09329367608083043,0.09350263053588453,0.0931,0,0.0935,2966938.2,0,False,0.09315999999999294,0.09322857142857277,0.09346800000000996,2.32523951,0.037941973797515786,1,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2023-10-19 07:30:00+00:00,624493.5,0.08980000000000135,0.0896,1,go_short,go_short,go_short,0.0898,0.08977945707968257,0.08962000000000997,go_short,0.0897,go_short,go_short,do_nothing,go_long,0.089790741493639,do_nothing,go_long,0,0.08977999999999291,0.0896,False,0,do_nothing
2314,ALGO/USDT:USDT,2023-10-24 00:15:00+00:00,second_buy,roi,0.0983,0.09860000000000001,0.09708527193696728,0.09614351981496048,0.0975,1,0.0978,10939780.6,0,False,0.09775999999999277,0.0978428571428585,0.09582000000000993,0.04411117,0.0007197289080531346,0,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2023-10-26 14:30:00+00:00,8595858.9,0.10211428571428702,0.10070000000000001,1,go_short,go_short,go_short,0.1019,0.10200771777160542,0.10217600000000987,go_short,0.1018,go_short,go_short,do_nothing,go_long,0.10195589005824815,do_nothing,go_long,0,0.1018599999999926,0.1012,False,1,do_nothing
2316,ALGO/USDT:USDT,2024-01-03 12:15:00+00:00,second_buy,roi,0.2194,0.21960000000000002,0.21954485273933966,0.22358221856955948,0.16340000000000002,1,0.18760000000000002,93164428.6,0,False,0.21531999999999094,0.21910000000000115,0.22547200000001005,0.0528196,0.0008618169922163403,1,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,go_short,2024-01-06 05:15:00+00:00,1392237.5,0.19098571428571548,0.18860000000000002,1,go_short,go_short,go_short,0.1899,0.19224833344902126,0.19304800000001,go_short,0.1895,go_short,go_short,do_nothing,go_long,0.19127920371322474,do_nothing,go_long,0,0.19061999999999102,0.1887,False,1,do_nothing
2318,BCH/USDT:USDT,2021-02-24 00:15:00+00:00,second_buy,roi,515.32,520.69,506.39591800142114,499.9936182336183,503.16,0,503.51,15291.56,0,False,510.5239999999998,509.7742857142857,499.6772000000001,1.32647262,0.02179498538909848,0,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-02-26 00:30:00+00:00,12160.523,504.4885714285714,491.23,1,go_short,go_short,go_short,506.53,514.8907414655542,515.6912000000002,go_long,504.9,go_short,go_short,do_nothing,go_long,507.16589627961514,do_nothing,go_long,0,502.24399999999986,491.37,False,1,go_long
2319,BCH/USDT:USDT,2021-02-26 00:45:00+00:00,second_buy,roi,491.5,491.83,502.85575839044355,512.2432791347725,473.01,1,479.15,25471.542,1,False,495.5359999999999,499.8428571428571,513.7876000000001,0.03716848,0.0006066355408941238,1,go_short,go_short,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,2021-02-28 02:00:00+00:00,2143.328,482.422857142857,480.59,1,go_short,go_short,go_short,483.41,485.5245775179759,486.7136000000001,go_long,481.51,go_short,go_short,do_nothing,go_long,483.1637689186894,do_nothing,go_long,1,482.84199999999976,482.63,False,0,go_long
