,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),close_date,high (exit),sma-07 (exit),short-small-rl (exit),long_jcrosk (exit),sma-25 (exit),ema-26 (exit),short_kdj (exit),open (exit),volume (exit),close (exit),mean-grad-hist (exit),sma-compare (exit),low (exit),sma-05 (exit),long-large-rl (exit),ema-12 (exit),long-small-rl (exit),short-large-rl (exit)
467,API3/USDT:USDT,2024-11-19 10:15:00+00:00,first_buy,force_exit,1.7892000000000001,1.8009,1.8011954772238001,1.8124921938140919,1.7862,0,1.8005,61855.1,0,False,1.7908400000000113,1.7938714285714479,1.8145840000000089,9.42743501,0.15382934402972362,1,go_short,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,2.0886,2.073000000000014,go_long,0,2.0671440000000088,2.0709074182122613,False,2.078,61747.4,2.0885,0,0,2.0757,2.0745800000000094,go_short,2.062827786844721,go_short,go_short
50,AAVE/USDT:USDT,2024-11-12 08:30:00+00:00,first_buy,force_exit,189.03,190.93,189.5102076348151,189.80677399335383,188.78,0,189.41,15551.3,0,False,189.6460000000032,189.6157142857193,190.38520000000014,2.62707611,0.04618643257733063,0,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,199.85,198.31000000000515,go_long,0,199.25719999999987,198.6935173966872,False,199.15,3322.7,199.85,0,0,198.94,198.36000000000297,go_short,198.96383321519994,go_long,go_short
95,DYDX/USDT:USDT,2024-11-19 10:15:00+00:00,first_buy,force_exit,1.256,1.26,1.2631840117166007,1.2693461478012618,1.252,0,1.259,324955.3,0,False,1.2598000000000211,1.262000000000125,1.2657599999999576,18.17035876,0.2960565905512597,1,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,1.643,1.6304285714286972,go_short,0,1.6322799999999582,1.6317140057001107,False,1.639,123379.9,1.642,0,0,1.6360000000000001,1.632200000000021,go_short,1.6280628533917174,go_short,go_short
555,MASK/USDT:USDT,2024-11-25 13:00:00+00:00,first_buy,force_exit,3.3004,3.3273,3.3100618225607943,3.304289201323268,3.2946,1,3.3084,195748.0,1,False,3.3104800000001644,3.312614285714354,3.300499999999995,8.04835603,0.1350192565212364,0,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,3.7874,3.72905714285721,go_long,0,3.712515999999996,3.726859067663984,False,3.7686,238586.0,3.7696,0,0,3.7617000000000003,3.7425000000001667,go_short,3.7041466264990017,go_long,go_short
357,XRP/USDT:USDT,2024-11-23 01:15:00+00:00,first_buy,force_exit,1.5823,1.635,1.5294834474039318,1.494488777113542,1.5817999999999999,0,1.5987,108695195.7,0,False,1.5769199999999919,1.545871428571445,1.4777959999999961,5.0938247,0.08311345475652757,0,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,1.7443,1.722942857142874,go_long,0,1.7138919999999953,1.7181598147953028,False,1.7269999999999999,22939623.3,1.7397,0,0,1.7186,1.729059999999991,go_short,1.705280657905886,go_long,go_short
61,LDO/USDT:USDT,2024-11-29 12:15:00+00:00,first_buy,force_exit,1.7109999999999999,1.7205,1.7155665237637772,1.7179102772308574,1.7061000000000002,0,1.7173,335461.0,0,False,1.7135000000000242,1.7129428571428869,1.7206920000000039,1.2679065,0.021074837112572964,0,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,1.7577,1.741600000000029,go_long,0,1.7385000000000042,1.7415643695564982,False,1.7486000000000002,279231.0,1.7568000000000001,0,0,1.746,1.7412000000000245,go_short,1.7371344832486588,go_long,go_short
127,1000SHIB/USDT:USDT,2024-11-12 08:30:00+00:00,second_buy,force_exit,0.028790000000000003,0.029078999999999997,0.028850684616610504,0.02848163246585096,0.0286,1,0.028683999999999998,639728951.0,0,False,0.028929800000000033,0.0289957142857143,0.028315720000000103,5.78399119,0.09440928745605924,0,do_nothing,go_short,do_nothing,do_nothing,2024-11-29 20:15:00+00:00,0.026261,0.026079714285714352,go_short,0,0.026042680000000113,0.02606737917761297,False,0.026241999999999998,132056546.0,0.026168999999999998,0,0,0.026128,0.026077400000000018,do_nothing,0.026020353495079945,do_nothing,do_nothing
333,ALGO/USDT:USDT,2024-11-24 02:45:00+00:00,first_buy,force_exit,0.2972,0.3093,0.29525600971049787,0.29359763692086055,0.2959,0,0.30870000000000003,20073887.5,0,False,0.2966399999999919,0.29494285714285934,0.2919120000000122,21.46297548,0.34955969790117697,0,go_short,do_nothing,do_nothing,do_nothing,2024-11-29 20:15:00+00:00,0.42350000000000004,0.4120000000000029,do_nothing,0,0.39988800000001246,0.4089119278216176,False,0.4234,24383003.0,0.418,0,0,0.4166,0.41387999999999153,do_nothing,0.39836445055204983,go_short,do_nothing
149,OP/USDT:USDT,2024-11-25 12:15:00+00:00,first_buy,force_exit,2.2731,2.2866,2.280594193564837,2.2532780270942627,2.259,1,2.2683,1913930.9,0,False,2.2892600000000316,2.3045285714286257,2.243056000000006,3.06264395,0.04995721001099478,0,go_short,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,2.391,2.373528571428628,go_long,0,2.3781440000000065,2.3760527774868545,False,2.3819,556705.8,2.3903,0,0,2.3794,2.3758400000000295,go_short,2.3731390863041915,go_short,go_short
506,RUNE/USDT:USDT,2024-11-22 23:45:00+00:00,first_buy,force_exit,5.348,5.427,5.331921954564307,5.30285018432825,5.347,0,5.418,258227.0,0,False,5.349200000000012,5.348714285714259,5.2866400000001645,5.16711681,0.08661288726374802,0,go_long,do_nothing,do_nothing,do_nothing,2024-11-29 20:15:00+00:00,5.932,5.904999999999987,do_nothing,0,5.828320000000158,5.8842562972793235,False,5.912,337501.0,5.917,1,0,5.864,5.899400000000016,do_nothing,5.8274948102090125,go_long,do_nothing
449,QTUM/USDT:USDT,2024-11-18 07:45:00+00:00,first_buy,force_exit,3.117,3.149,3.0954036448049673,3.0597803135124955,3.109,1,3.133,95250.5,1,False,3.1205999999996843,3.112714285714394,3.0614799999999116,13.02712352,0.21301954235048592,0,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,3.826,3.7978571428572536,go_long,0,3.7810799999999123,3.7935217969830552,False,3.8200000000000003,22733.3,3.823,0,0,3.815,3.800399999999678,go_short,3.7759260008186093,go_long,go_short
270,DOT/USDT:USDT,2024-11-24 02:45:00+00:00,first_buy,force_exit,9.375,9.503,9.345055531214703,9.100456922280092,9.366,1,9.48,1407529.2,0,False,9.447800000000257,9.47771428571463,8.996199999999703,-4.90467514,-0.08075842834644259,0,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,8.754,8.674857142857492,go_short,0,8.695079999999697,8.676660121444288,False,8.724,355860.5,8.748,0,0,8.72,8.680400000000258,go_short,8.676063528771257,go_short,go_short
383,ADA/USDT:USDT,2024-11-22 23:45:00+00:00,first_buy,force_exit,0.994,1.0063,1.0010245636469548,0.9838838582846955,0.994,1,1.0035,26836078.0,0,False,1.0113400000000061,1.0150142857142896,0.9855759999999951,2.83781382,0.046312967583275605,0,go_short,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,1.0561,1.0487857142857189,go_long,0,1.0592279999999956,1.0511785234867421,False,1.0515,6778285.0,1.0556,0,0,1.0487,1.0497800000000053,go_short,1.0550862252251993,go_short,go_short
21,XLM/USDT:USDT,2024-11-25 10:30:00+00:00,first_buy,force_exit,0.53498,0.5367000000000001,0.5345695221254011,0.5314228984627083,0.527,1,0.53002,43799844.0,0,False,0.5378100000000011,0.5382028571428592,0.5310264000000015,0.21435984,0.0035128022490538177,0,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,0.53435,0.5301428571428598,go_short,0,0.5286320000000011,0.5287956447236979,False,0.5319900000000001,13575448.0,0.53357,0,0,0.52881,0.5313120000000018,go_short,0.5278491754849318,go_short,go_short
538,LEVER/USDT:USDT,2024-11-23 01:15:00+00:00,second_buy,force_exit,0.0020342999999999997,0.0020522,0.002015801154643487,0.001991829580586753,0.0020341,1,0.0020425,68311143.0,0,False,0.002036100000000019,0.00202997142857145,0.0019818000000000145,-9.67254145,-0.15782335104584333,0,do_nothing,go_long,do_nothing,do_nothing,2024-11-29 20:15:00+00:00,0.0023723,0.002356042857142883,go_long,0,0.002367184000000015,0.002360633143982166,False,0.0023607,23061163.0,0.0023707,0,1,0.0023585,0.0023546600000000167,do_nothing,0.0023608275019622285,do_nothing,do_nothing
308,ETH/USDT:USDT,2024-03-01 17:00:00+00:00,first_buy,force_exit,3395.97,3399.95,3407.6699860556405,3412.626547002735,3390.3,0,3390.3,21262.611,0,False,3396.1139999999737,3400.1414285713804,3419.5279999999934,-2.02690951,-0.03318091569755872,1,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,3589.6,3578.1642857142438,go_long,0,3598.0955999999887,3584.7068378881304,False,3584.93,10967.928,3589.57,0,1,3579.14,3577.8479999999718,go_short,3589.68479819551,go_long,go_short
245,COMP/USDT:USDT,2024-11-23 00:15:00+00:00,first_buy,force_exit,64.61,64.68,58.41030412114435,56.63476483044563,59.27,0,60.3,107834.018,0,False,60.398000000001346,59.191428571424936,55.86079999999848,11.13589247,0.1814365229202366,0,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,71.51,70.94857142856792,go_long,0,71.05079999999853,71.01287021066081,False,71.08,3177.853,71.51,0,0,71.02,70.9800000000013,go_short,71.01288740088587,go_long,go_short
292,LTC/USDT:USDT,2024-11-16 14:30:00+00:00,first_buy,force_exit,88.63,91.07,88.39425365002904,87.96889032730009,88.55,0,90.99,183939.964,0,False,88.37999999999877,88.04428571428896,88.31720000000146,6.91014213,0.11257632667023848,0,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,102.24,101.75714285714616,go_long,0,100.90480000000144,101.53145857400236,False,102.16,22893.365,102.06,0,0,101.84,101.91399999999857,go_short,100.68999748500165,go_long,go_short
419,CRV/USDT:USDT,2024-11-25 13:00:00+00:00,first_buy,force_exit,0.561,0.578,0.5531552532907292,0.5418575125215348,0.558,0,0.5710000000000001,12608240.0,0,False,0.5611999999999903,0.5568571428571756,0.5411599999999922,-3.83078643,-0.06241127411232958,0,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,0.539,0.5354285714286037,go_short,0,0.5252799999999922,0.5330420792704192,False,0.537,1704592.3,0.538,1,0,0.536,0.5363999999999912,go_short,0.5256158671028616,go_short,go_short
533,ZRX/USDT:USDT,2024-11-23 01:15:00+00:00,first_buy,force_exit,0.45470000000000005,0.4601,0.4494086179613921,0.4454260274478966,0.4544,0,0.45640000000000003,1030700.9,0,False,0.45175999999996785,0.4517857142857085,0.4430360000000067,15.04729675,0.2451927439347505,0,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,0.5672,0.5638571428571378,go_short,0,0.5609280000000066,0.5633518428920543,False,0.5638000000000001,197826.9,0.5668000000000001,0,0,0.5636,0.5640599999999678,go_short,0.560854518878648,go_short,go_short
178,LPT/USDT:USDT,2024-11-07 02:30:00+00:00,first_buy,force_exit,11.141,11.217,11.07678723892129,10.959478873719855,11.13,1,11.144,6906.8,0,False,11.162799999999866,11.122142857142725,10.962999999999738,19.0883155,0.31100965935587715,0,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,14.73,14.591857142857075,go_long,0,14.614439999999776,14.61558393443412,False,14.641,19013.9,14.704,0,0,14.639,14.599799999999822,go_short,14.619036249700196,go_long,go_short
276,LTC/USDT:USDT,2021-05-19 13:15:00+00:00,first_buy,roi,179.09,180.21,221.1816834848659,242.08936258146983,138.62,1,157.0,213374.312,0,False,202.74599999999933,213.91428571428733,250.47560000000067,24.48155218,0.39897303765335346,1,go_long,go_long,go_short,go_short,2021-05-19 16:30:00+00:00,206.27,204.67285714285885,go_long,0,213.40040000000062,203.40708900152654,False,199.42,111757.444,206.08,0,0,198.99,205.04799999999932,go_short,214.76908892199089,go_long,go_short
256,DOT/USDT:USDT,2021-08-21 05:30:00+00:00,first_buy,roi,28.998,29.296,28.692944685400526,28.403056230162676,28.846,0,29.272,570534.9,0,False,28.97120000000004,28.93214285714304,28.235440000000036,21.06231607,0.35940958587053834,0,go_short,go_short,go_short,go_short,2021-10-13 19:30:00+00:00,41.352,40.09900000000021,go_short,0,37.111320000000035,39.239973116361455,False,40.896,1582393.4,40.805,1,0,40.697,40.40219999999995,go_short,37.78575722491587,go_short,go_short
287,LTC/USDT:USDT,2022-12-07 07:00:00+00:00,first_buy,roi,79.79,79.81,79.55641831881155,79.46627001634799,78.64,1,78.86,149968.567,0,False,79.60400000000098,79.74714285714515,79.50520000000125,21.49925114,0.3505189191577366,0,go_long,go_long,go_short,go_short,2023-07-02 09:30:00+00:00,111.45,110.9271428571456,go_long,0,109.67680000000163,110.65426402654656,False,111.03,96716.596,111.34,0,0,110.71,110.81000000000056,go_short,109.78510082761997,go_long,go_short
255,DOT/USDT:USDT,2021-08-07 03:00:00+00:00,first_buy,roi,20.637,20.883,20.547240468877348,20.465487303516202,20.615,0,20.817,576905.1,0,False,20.619999999999937,20.55228571428592,20.446840000000005,23.17143211,0.3833893773588696,0,go_short,go_short,go_short,go_short,2021-08-21 05:15:00+00:00,29.053,28.832428571428757,go_short,0,28.18348000000003,28.587661900927895,False,28.753,375632.5,28.991,1,0,28.734,28.86620000000004,go_short,28.33354072857569,go_short,go_short
289,LTC/USDT:USDT,2023-11-01 22:15:00+00:00,first_buy,roi,70.3,70.53,69.50253060270563,68.82324704996793,70.04,1,70.2,91181.947,1,False,70.07800000000015,69.98857142857445,68.42920000000159,21.52159856,0.35082383602958106,0,go_long,go_long,go_short,go_short,2024-03-11 15:30:00+00:00,103.5,97.89142857143204,go_long,0,95.95640000000138,97.5761456006935,False,98.12,457959.715,103.42,0,0,97.96,98.44999999999933,go_short,95.67753078521469,go_long,go_short
471,RUNE/USDT:USDT,2021-04-05 00:15:00+00:00,first_buy,roi,10.371,10.8329,10.34053872836917,10.165865478113911,10.3033,0,10.7552,384077.0,1,False,10.433220000000018,10.391257142857173,10.138032000000026,19.77907186,0.367300776032652,0,go_long,do_nothing,do_nothing,do_nothing,2021-04-14 07:30:00+00:00,14.981,14.748857142857199,do_nothing,0,14.412092000000008,14.66583041166956,False,14.8745,109461.0,14.9481,0,0,14.7909,14.762100000000009,do_nothing,14.385899918367494,go_long,do_nothing
286,LTC/USDT:USDT,2022-06-22 13:45:00+00:00,first_buy,roi,52.09,52.34,51.80794410415808,51.729395941376666,51.86,0,52.14,37042.659,0,False,51.72800000000133,51.73857142857354,51.583600000001226,22.67789626,0.3693378207520329,0,go_long,go_long,go_short,go_short,2022-11-23 02:15:00+00:00,70.18,69.95142857143067,go_long,0,69.62680000000128,69.95471375405526,False,69.98,92361.969,69.94,0,0,69.76,69.94600000000095,go_short,69.63669564024626,go_long,go_short
253,DOT/USDT:USDT,2021-07-20 10:00:00+00:00,first_buy,roi,10.548,10.619,10.617624440465564,10.704652470813736,10.379,1,10.447,828797.0,1,False,10.561999999999944,10.595142857143106,10.645719999999988,23.83258133,0.3929320173988665,1,go_short,go_short,go_short,go_short,2021-07-26 01:30:00+00:00,14.49,14.05114285714309,go_short,1,13.604999999999995,13.933614687100912,False,14.419,1263881.5,14.44,0,0,14.2,14.154399999999924,go_short,13.70660782203073,go_short,go_short
491,RUNE/USDT:USDT,2022-03-11 12:15:00+00:00,first_buy,roi,5.889,6.1,5.820608983838463,5.68028448090208,5.8870000000000005,0,6.035,4847747.0,0,False,5.859400000000058,5.845999999999977,5.679760000000067,23.83385571,0.3945326539243689,0,go_long,do_nothing,do_nothing,do_nothing,2022-03-17 01:15:00+00:00,8.28,7.92471428571426,do_nothing,1,7.5445200000000705,7.835299125675724,False,8.238,1434861.0,8.134,0,0,8.131,8.04500000000006,do_nothing,7.592207580201761,go_long,do_nothing
291,LTC/USDT:USDT,2024-07-05 02:45:00+00:00,first_buy,roi,61.85,62.51,62.99282600691138,64.46999781163498,61.67,0,62.2,89447.384,0,False,62.19599999999831,62.160000000003535,64.96360000000156,22.83937876,0.3720342381410845,0,go_long,go_long,go_short,go_short,2024-11-16 09:15:00+00:00,87.42,86.83571428571749,go_long,0,85.79160000000145,86.66536029454572,False,86.96,32391.273,87.41,0,0,86.84,86.70799999999875,go_short,86.00328376831688,go_long,go_short
492,RUNE/USDT:USDT,2022-03-17 01:30:00+00:00,first_buy,roi,8.133,8.345,7.910791567879459,7.64656257426089,8.077,0,8.326,1519568.0,0,False,8.13860000000006,8.031999999999973,7.59380000000007,22.85545833,0.3917141433940487,0,go_long,do_nothing,do_nothing,do_nothing,2022-03-29 06:15:00+00:00,11.6,11.017571428571406,do_nothing,0,10.55564000000009,10.895561543434702,False,11.444,1202658.0,11.446,0,0,11.358,11.149400000000036,do_nothing,10.670758872945406,go_long,do_nothing
250,DOT/USDT:USDT,2021-05-24 08:00:00+00:00,first_buy,roi,19.546,20.156,18.99236919880157,18.54597915444655,19.457,0,20.122,677833.1,0,False,19.41379999999989,19.216571428571633,18.42204000000001,23.57435672,0.3901336168387157,0,go_short,go_short,go_short,go_short,2021-06-03 09:30:00+00:00,27.97,27.66614285714309,go_short,0,27.60332000000004,27.653375114956685,False,27.733,337993.7,27.887,0,0,27.728,27.763799999999897,go_short,27.426393264566446,go_short,go_short
254,DOT/USDT:USDT,2021-07-26 01:45:00+00:00,first_buy,roi,14.44,15.013,14.085212427546926,13.796414650028453,14.399000000000001,0,14.919,1773934.8,0,False,14.372199999999925,14.222000000000232,13.667639999999995,23.85983175,0.3896814465470575,0,go_short,go_short,go_short,go_short,2021-08-07 02:45:00+00:00,20.758,20.48671428571449,go_short,0,20.428840000000005,20.498193281400503,False,20.707,333741.0,20.638,0,0,20.601,20.53559999999994,go_short,20.4373662877975,go_short,go_short
474,RUNE/USDT:USDT,2021-05-19 13:15:00+00:00,first_buy,roi,11.047,12.078,13.562532780923508,15.36479809137299,6.315,1,7.004,458458.0,0,False,12.167800000000048,13.07700000000006,15.927120000000045,22.020576,0.3926073926073926,1,go_long,do_nothing,do_nothing,do_nothing,2021-05-19 13:15:00+00:00,12.078,13.07700000000006,do_nothing,0,15.927120000000045,13.562532780923508,False,11.047,458458.0,7.004,1,1,6.315,12.167800000000048,do_nothing,15.36479809137299,go_long,do_nothing
490,RUNE/USDT:USDT,2022-03-01 07:15:00+00:00,first_buy,roi,4.224,4.353,4.184991989613087,4.117731326466519,4.218,0,4.35,662271.0,0,False,4.212200000000058,4.191999999999985,4.128040000000073,24.03723834,0.3943964969760719,0,go_long,do_nothing,do_nothing,do_nothing,2022-03-11 12:00:00+00:00,5.966,5.825571428571406,do_nothing,0,5.646760000000068,5.78162879908182,False,5.802,2744167.0,5.89,0,0,5.77,5.815600000000058,do_nothing,5.651907239374246,go_long,do_nothing
489,RUNE/USDT:USDT,2022-02-24 04:15:00+00:00,first_buy,roi,3.164,3.186,3.2818279913702946,3.385154679349768,3.114,1,3.126,508484.0,0,False,3.1962000000000543,3.2422857142856985,3.405720000000073,23.61992162,0.3975390069193559,1,go_long,do_nothing,do_nothing,do_nothing,2022-03-01 07:00:00+00:00,4.24,4.167571428571414,do_nothing,0,4.118160000000073,4.154990533179102,False,4.173,362613.0,4.221,0,0,4.158,4.172600000000058,do_nothing,4.09914983258384,go_long,do_nothing
479,RUNE/USDT:USDT,2021-06-12 02:00:00+00:00,first_buy,roi,6.795,6.869,7.026255915633977,7.21028342520615,6.687,1,6.704,231225.0,0,False,6.919800000000059,6.9825714285714895,7.19308000000001,23.73837319,0.3929846471367725,1,go_long,do_nothing,do_nothing,do_nothing,2021-06-15 03:00:00+00:00,9.3,9.052000000000053,do_nothing,0,8.952400000000013,9.046147543443224,False,9.127,148496.0,9.3,0,0,9.079,9.074000000000055,do_nothing,8.964194077267177,go_long,do_nothing
273,LTC/USDT:USDT,2021-04-11 05:45:00+00:00,first_buy,roi,260.07,263.81,254.96300922777945,252.92431771474483,257.5,0,262.53,131521.123,0,False,255.7440000000003,254.2571428571436,254.38000000000014,22.15953816,0.3619853838066392,0,go_long,go_long,go_short,go_short,2021-05-09 22:30:00+00:00,377.7,365.4357142857153,go_long,0,362.8564000000004,365.1569183189597,False,367.03,149932.853,377.48,0,0,366.8,367.19399999999985,go_short,362.66453255113805,go_long,go_short
477,RUNE/USDT:USDT,2021-05-23 08:15:00+00:00,first_buy,roi,8.264,8.266,8.576734243809566,8.902239719507127,7.885,1,7.888,184698.0,0,False,8.361600000000037,8.452285714285777,9.004800000000035,22.00083097,0.397800078150298,1,go_long,do_nothing,do_nothing,do_nothing,2021-05-25 00:15:00+00:00,10.749,9.942857142857198,do_nothing,0,9.931920000000034,10.000090021487644,False,10.157,237143.0,10.674,0,0,10.059,10.079600000000042,do_nothing,9.90175325081344,go_long,do_nothing
280,LTC/USDT:USDT,2021-06-22 12:15:00+00:00,first_buy,roi,114.12,114.64,117.32308791591694,120.76773698678493,111.06,1,112.47,224215.942,0,False,114.99600000000028,116.32428571428717,122.0428000000011,23.5706232,0.3842209360959794,1,go_long,go_long,go_short,go_short,2021-08-09 13:30:00+00:00,157.0,155.47142857143004,go_long,0,152.9212000000011,154.85742222273555,False,155.59,33497.968,157.0,0,0,155.06,155.51800000000054,go_short,153.18276561862197,go_long,go_short
272,LTC/USDT:USDT,2021-03-02 02:15:00+00:00,first_buy,roi,175.33,176.52,175.68335421845438,174.7081985163344,173.66,1,176.26,36661.848,0,False,175.51600000000025,175.76714285714294,174.26240000000013,22.20288159,0.36255078107137545,0,go_long,go_long,go_short,go_short,2021-04-11 05:30:00+00:00,260.23,252.65000000000074,go_long,0,253.81520000000015,253.58719272373935,False,252.32,122182.913,260.06,0,0,252.2,253.4140000000003,go_short,252.15586313192443,go_long,go_short
281,LTC/USDT:USDT,2021-08-09 13:45:00+00:00,first_buy,roi,156.99,159.48,155.42704957308393,153.58107927650184,156.54,0,158.56,103851.579,0,False,156.2860000000005,155.8871428571443,153.33200000000113,22.77443137,0.3716873209956905,0,go_long,go_long,go_short,go_short,2021-09-04 08:45:00+00:00,221.16,214.63857142857256,go_long,0,213.44440000000156,214.58983047454376,False,214.88,231707.927,220.98,0,0,214.84,215.1040000000011,go_short,213.56995190296206,go_long,go_short
269,DOT/USDT:USDT,2024-08-24 15:00:00+00:00,first_buy,roi,4.958,4.971,4.952365591543386,4.936638520879193,4.9510000000000005,0,4.969,83435.8,0,False,4.9598000000002145,4.958142857143176,4.940759999999709,23.34250307,0.3816160645384753,0,go_short,go_short,go_short,go_short,2024-11-23 01:15:00+00:00,7.012,6.781142857143201,go_short,0,6.514559999999704,6.706518727640731,False,6.836,1817989.1,6.992,0,0,6.831,6.835200000000263,go_short,6.560567226365056,go_short,go_short
249,DOT/USDT:USDT,2021-05-23 16:45:00+00:00,first_buy,roi,15.236,15.493,16.397087194357358,17.387837997785805,13.611,1,14.139,4547204.6,0,False,15.75739999999989,16.20357142857163,17.47728000000001,23.87566082,0.3924808836154376,1,go_short,go_short,go_short,go_short,2021-05-24 07:45:00+00:00,19.719,18.972000000000207,go_short,0,18.33456000000001,18.786981780401856,False,19.068,590001.6,19.546,0,0,19.068,19.152599999999886,go_short,18.419897486802274,go_short,go_short
483,RUNE/USDT:USDT,2021-07-29 01:45:00+00:00,first_buy,roi,4.811,5.053,4.706047392189494,4.592696739725156,4.788,0,4.945,4152166.0,0,False,4.737400000000044,4.724142857142894,4.58460000000001,23.21416852,0.39089430863095914,0,go_long,do_nothing,do_nothing,do_nothing,2021-08-02 13:30:00+00:00,6.808,6.417000000000027,do_nothing,0,6.252080000000015,6.393697997978214,False,6.549,2129646.0,6.699,0,0,6.549,6.472800000000042,do_nothing,6.293098654457881,go_long,do_nothing
266,DOT/USDT:USDT,2023-12-10 01:30:00+00:00,first_buy,roi,7.292,7.332,7.234046081432531,7.231384012208561,7.261,0,7.319,778195.1,0,False,7.270400000000009,7.2434285714289866,7.222559999999765,23.18451433,0.38121918785013786,0,go_short,go_short,go_short,go_short,2024-03-05 07:45:00+00:00,10.598,10.312714285714687,go_short,0,10.048559999999766,10.25161309268573,False,10.35,1871781.7,10.585,0,0,10.349,10.358600000000106,go_short,10.118977765721882,go_short,go_short
265,DOT/USDT:USDT,2023-11-01 22:15:00+00:00,first_buy,roi,4.766,4.796,4.717222331485423,4.622504047637057,4.766,1,4.792,703819.5,0,False,4.759200000000005,4.76457142857184,4.589319999999771,23.12352603,0.3794974233157542,0,go_short,go_short,go_short,go_short,2023-12-08 16:00:00+00:00,6.6850000000000005,6.629285714286127,go_short,0,6.503519999999766,6.609103027353245,False,6.6370000000000005,701090.9,6.6850000000000005,0,0,6.631,6.643000000000013,go_short,6.52584730150363,go_short,go_short
484,RUNE/USDT:USDT,2021-08-02 13:45:00+00:00,first_buy,roi,6.699,6.98,6.477129075212335,6.34072097634989,6.699,0,6.936,3234922.0,0,False,6.603000000000042,6.503000000000028,6.2793600000000165,20.93574497,0.376925283662416,0,go_long,do_nothing,do_nothing,do_nothing,2021-08-21 10:45:00+00:00,9.666,9.44657142857147,do_nothing,0,9.314320000000004,9.419856287177018,False,9.536,288455.0,9.641,0,0,9.5,9.472600000000057,do_nothing,9.349750408860956,go_long,do_nothing
475,RUNE/USDT:USDT,2021-05-19 13:30:00+00:00,first_buy,roi,7.004,10.0,12.681220045396815,14.806961195715731,6.725,1,7.834,238966.0,0,False,10.653000000000048,12.031285714285776,15.567440000000044,21.551334,0.39260739260739264,1,go_long,do_nothing,do_nothing,do_nothing,2021-05-19 13:30:00+00:00,10.0,12.031285714285776,do_nothing,0,15.567440000000044,12.681220045396815,False,7.004,238966.0,7.834,1,1,6.725,10.653000000000048,do_nothing,14.806961195715731,go_long,do_nothing
485,RUNE/USDT:USDT,2021-08-21 11:00:00+00:00,first_buy,roi,9.637,9.84,9.484493781457477,9.386065193389774,9.625,0,9.84,383951.0,0,False,9.562800000000058,9.516428571428614,9.338320000000003,22.23394157,0.3762149363170704,0,go_long,do_nothing,do_nothing,do_nothing,2021-10-26 00:00:00+00:00,13.875,13.710857142857153,do_nothing,0,13.18144000000003,13.545254133478618,False,13.808,198143.0,13.849,1,0,13.772,13.769200000000092,do_nothing,13.307109174081145,go_long,do_nothing
259,DOT/USDT:USDT,2022-02-24 03:45:00+00:00,first_buy,roi,15.162,15.167,15.616983477211825,15.885570914989525,14.616,1,14.802,1745505.1,0,False,15.405200000000187,15.594714285714645,15.903719999999858,24.48979673,0.40313160381427354,1,go_short,go_short,go_short,go_short,2022-03-23 02:30:00+00:00,20.49,20.108000000000356,go_short,0,20.112639999999875,20.148793830794276,False,20.144,509503.6,20.449,0,0,20.132,20.122000000000195,go_short,20.10555002487935,go_short,go_short
278,LTC/USDT:USDT,2021-05-23 12:45:00+00:00,first_buy,roi,143.05,145.4,145.95191884616278,151.4988566154699,130.65,1,131.12,266637.383,0,False,143.7559999999998,145.5842857142873,151.37880000000064,24.04595812,0.39236335248957815,1,go_long,go_long,go_short,go_short,2021-05-24 23:30:00+00:00,182.22,178.698571428573,go_long,0,175.41640000000064,178.14284339521592,False,179.81,49231.627,181.04,0,0,179.31,178.6819999999997,go_short,175.23464182254764,go_long,go_short
