,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,long_jcrosk (exit),long-small-rl (exit),high (exit),volume (exit),short-bid-rl (exit),sma-05 (exit),short-large-rl (exit),short-small-rl (exit),ema-26 (exit),short_kdj (exit),sma-25 (exit),mean-grad-hist (exit),sma-07 (exit),long-large-rl (exit),close (exit),ema-12 (exit),sma-compare (exit),long-bid-rl (exit),open (exit),low (exit)
378,RUNE/USDT:USDT,2021-05-21 21:15:00+00:00,first_buy,long-exit-profit,9.036,9.185,9.692508389192234,10.385379164408956,8.159,1,8.174,570328.0,1,False,9.192600000000015,9.385285714285791,10.473000000000024,22.81902119,0.3979232119298102,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-05-25 06:45:00+00:00,0,do_nothing,11.376,158636.0,go_long,10.899000000000026,go_long,go_long,10.779666334783004,False,10.655040000000026,0,10.800571428571493,go_long,11.353,10.595774787656268,0,go_long,11.032,11.019
384,RUNE/USDT:USDT,2021-07-29 02:00:00+00:00,first_buy,long-exit-profit,4.944,5.045,4.743424716468033,4.619089573819589,4.92,0,4.949,1582591.0,0,False,4.802400000000032,4.757142857142902,4.607320000000005,23.59964452,0.3969837080142192,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-08-02 13:45:00+00:00,0,do_nothing,6.98,3234922.0,go_long,6.603000000000032,go_long,go_long,6.477129075212335,False,6.279360000000012,0,6.503000000000036,go_long,6.936,6.34072097634989,0,go_long,6.699,6.699
376,RUNE/USDT:USDT,2021-05-19 13:15:00+00:00,first_buy,long-exit-profit,11.047,12.078,13.562532780923508,15.36479809137299,6.315,1,7.004,458458.0,0,False,12.167800000000037,13.07700000000007,15.927120000000041,48.599176,0.8664803215060212,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-05-19 13:45:00+00:00,0,do_nothing,13.2,116521.0,go_long,10.212000000000037,go_long,go_long,12.712263115335766,False,15.40224000000004,0,11.65085714285721,go_long,12.883,14.66444555158864,1,go_long,7.834,7.49
385,RUNE/USDT:USDT,2021-08-02 14:00:00+00:00,first_buy,long-exit-profit,6.936,7.073,6.561263063641206,6.39133423736101,6.87,0,7.024,2781854.0,0,False,6.741400000000032,6.617714285714322,6.312880000000011,22.91267297,0.40740750368099793,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-08-21 12:00:00+00:00,0,do_nothing,10.02,756017.0,go_long,9.712400000000047,go_long,go_long,9.60067943889636,False,9.402679999999998,0,9.677428571428623,go_long,10.009,9.469255402138488,0,go_long,9.774000000000001,9.66
386,RUNE/USDT:USDT,2021-08-21 12:15:00+00:00,first_buy,long-exit-profit,10.013,10.39,9.69703644829692,9.525384631609711,9.966,0,10.227,1450068.0,0,False,9.789800000000048,9.775714285714338,9.440999999999997,24.40827416,0.3976109687527357,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-10-30 06:00:00+00:00,0,do_nothing,14.671,198769.0,go_long,14.509400000000067,go_long,go_long,14.353667838437904,False,14.070880000000024,1,14.454000000000025,go_long,14.588,14.146794357485009,0,go_long,14.434,14.398
373,RUNE/USDT:USDT,2021-04-10 00:30:00+00:00,first_buy,long-exit-profit,12.3106,12.3364,11.921240950512649,11.821885362134587,12.1244,0,12.3202,178991.0,0,False,12.053320000000014,11.940185714285775,11.822012000000022,19.47948296,0.3950182880882221,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-05-03 23:15:00+00:00,0,do_nothing,17.6179,174670.0,go_long,17.290260000000007,go_long,go_long,17.10319173864024,False,16.857568000000008,0,17.197685714285814,go_long,17.4573,16.82097231701615,0,go_long,17.2901,17.2901
372,RUNE/USDT:USDT,2021-04-01 01:30:00+00:00,first_buy,long-exit-profit,8.3489,8.5789,8.13328678114867,8.003850813415571,8.3489,0,8.5053,344706.0,1,False,8.264540000000004,8.189628571428603,7.948752000000017,24.98589795,0.4192747795024493,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-04-10 00:15:00+00:00,0,do_nothing,12.3191,323400.0,go_long,11.915800000000013,go_long,go_long,11.848702941514949,False,11.801204000000023,0,11.841542857142917,go_long,12.3154,11.782020191105355,0,go_long,11.8911,11.8435
371,RUNE/USDT:USDT,2021-03-03 08:00:00+00:00,first_buy,long-exit-profit,5.709,5.7888,5.552692379167412,5.453356894476185,5.61,0,5.7254000000000005,417297.0,0,False,5.594899999999984,5.5664142857143,5.445476000000003,23.29068994,0.4059073744370838,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-04-01 01:15:00+00:00,0,do_nothing,8.3597,121819.0,go_long,8.172500000000003,go_long,go_long,8.065648014084791,False,7.920948000000017,0,8.115928571428602,go_long,8.3493,7.9637348784888164,0,go_long,8.1954,8.149
370,RUNE/USDT:USDT,2021-01-30 00:30:00+00:00,first_buy,long-exit-profit,3.7256,3.7481,3.6001031072266985,3.4965616391040726,3.7,0,3.7405,117322.0,0,False,3.670619999999996,3.6309142857142973,3.4530480000000052,23.86130338,0.3983533742327192,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-03-03 07:45:00+00:00,0,do_nothing,5.7249,414599.0,go_long,5.5496799999999835,go_long,go_long,5.521290993561486,False,5.425616000000003,0,5.5375142857143,go_long,5.7114,5.43159344603428,0,go_long,5.5979,5.5945
369,RUNE/USDT:USDT,2021-01-28 01:15:00+00:00,first_buy,long-exit-profit,2.6977,2.7059,2.55453867437946,2.4926852676619733,2.6309,0,2.667,601036.0,1,False,2.6023599999999933,2.57307142857144,2.482324000000006,24.14736755,0.39389969164503347,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-01-30 00:15:00+00:00,0,do_nothing,3.7593,150445.0,go_long,3.6293199999999954,go_long,go_long,3.5745763994497346,False,3.4347360000000053,0,3.6047000000000113,go_long,3.7245,3.4770465702323983,0,go_long,3.643,3.6407
368,RUNE/USDT:USDT,2021-01-14 14:30:00+00:00,first_buy,long-exit-profit,1.9389,1.9493,1.8370406101533934,1.8048423218758758,1.9071,0,1.9220000000000002,783638.0,1,False,1.8755399999999955,1.8512714285714365,1.7867080000000055,24.07283252,0.404045425676474,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-01-28 01:00:00+00:00,0,do_nothing,2.7891,773321.0,go_long,2.575559999999993,go_long,go_long,2.534091160630271,False,2.4681120000000063,0,2.5430428571428685,go_long,2.6957,2.478740089074931,0,go_long,2.5913,2.5891
367,RUNE/USDT:USDT,2021-01-01 01:15:00+00:00,first_buy,long-exit-profit,1.3291,1.3674,1.2269560727063968,1.1994382938939028,1.301,0,1.3181,1689620.0,0,False,1.2556999999999978,1.2316285714285777,1.1887320000000023,26.34204111,0.43346036264742654,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-01-14 14:15:00+00:00,0,do_nothing,1.945,811156.0,go_long,1.8506599999999955,go_long,go_long,1.821593448363101,False,1.7820360000000057,0,1.8305428571428648,go_long,1.9363000000000001,1.7954697076259458,0,go_long,1.8809,1.8757000000000001
366,RUNE/USDT:USDT,2020-11-15 14:00:00+00:00,first_buy,long-exit-profit,0.901,0.919,0.8666431456423038,0.8501317200774229,0.8971,0,0.917,777616.0,0,False,0.8816599999999977,0.873800000000002,0.840304,24.8630692,0.40524690119088047,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-01-01 01:00:00+00:00,0,do_nothing,1.3359,1168848.0,go_long,1.226299999999998,go_long,go_long,1.2103844495621054,False,1.1829840000000023,0,1.210771428571435,go_long,1.3293,1.189945357405415,0,go_long,1.249,1.2476
365,RUNE/USDT:USDT,2020-11-10 08:45:00+00:00,first_buy,long-exit-profit,0.6388,0.646,0.6220636902734796,0.6143853040929712,0.6383,0,0.6398,344597.0,0,False,0.6291599999999982,0.6247571428571445,0.6117360000000002,24.45059022,0.4017461193411851,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2020-11-15 13:45:00+00:00,0,do_nothing,0.9051,680316.0,go_long,0.8703199999999975,go_long,go_long,0.8574873539409045,False,0.8373999999999999,0,0.8631142857142878,go_long,0.9015000000000001,0.8447822576836167,0,go_long,0.8782000000000001,0.8777
364,RUNE/USDT:USDT,2020-09-17 12:15:00+00:00,first_buy,long-exit-profit,0.4872,0.4944,0.4895842431967586,0.500876928350219,0.4722,0,0.486,1168948.0,0,False,0.48657999999999857,0.48714285714285804,0.49766400000000016,24.12681163,0.394252556973379,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2020-11-10 08:30:00+00:00,0,do_nothing,0.64,325965.0,go_long,0.6240399999999982,go_long,go_long,0.6188389066868396,False,0.6101720000000002,0,0.6201428571428587,go_long,0.639,0.6123521284204089,0,go_long,0.6317,0.6254000000000001
361,API3/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,1.3416000000000001,1.3464,1.3652907289500686,1.3832205086960319,1.1578,1,1.256,1790849.2,0,False,1.3480400000000223,1.3600857142857348,1.3976320000000024,24.22610194,0.3946372042566603,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-08-23 22:30:00+00:00,0,go_long,1.764,109868.6,go_long,1.745660000000025,go_long,go_long,1.7409556021178298,False,1.7371040000000082,0,1.741028571428593,go_long,1.7585000000000002,1.7291547434991186,0,go_long,1.7508,1.7463000000000002
331,QTUM/USDT:USDT,2024-03-02 03:15:00+00:00,first_buy,long-exit-profit,4.129,4.129,4.043350181063707,3.9864114424115153,4.086,1,4.101,91769.7,0,False,4.084599999999613,4.074000000000143,3.9739999999999003,24.86724286,0.4065533281216476,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-03-04 08:30:00+00:00,0,do_nothing,5.845,3221012.2,go_long,5.4553999999996075,go_long,go_long,5.0308024708223735,False,4.511919999999901,0,5.274142857142999,go_long,5.802,4.680302907884446,0,go_long,5.587,5.504
330,QTUM/USDT:USDT,2023-06-30 12:00:00+00:00,first_buy,long-exit-profit,2.773,2.775,2.659392570654107,2.580004453731661,2.734,1,2.74,921185.7,0,False,2.707799999999602,2.6962857142858385,2.5545199999999184,24.99542488,0.40851927016872874,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-03-02 03:00:00+00:00,0,do_nothing,4.131,126000.4,go_long,4.074599999999613,go_long,go_long,4.032868395802563,False,3.9656399999999,0,4.059285714285858,go_long,4.128,3.9772443578044365,0,go_long,4.075,4.065
329,QTUM/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,2.2439999999999998,2.2439999999999998,2.2134279131742693,2.2626283579265927,1.838,1,1.9300000000000002,1458201.5,0,False,2.180799999999599,2.2044285714286933,2.2828399999999225,26.19804004,0.427556179874898,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-06-30 11:45:00+00:00,0,do_nothing,2.798,1759684.2,go_long,2.696999999999602,go_long,go_long,2.644736674409399,False,2.5421999999999185,0,2.6814285714286954,go_long,2.774,2.567204810030194,0,go_long,2.66,2.657
402,RUNE/USDT:USDT,2023-08-13 01:00:00+00:00,first_buy,long-exit-profit,1.283,1.294,1.269738006890719,1.2517374020094845,1.282,0,1.294,4467741.0,0,False,1.2795999999999847,1.2757142857143169,1.255720000000062,24.31362687,0.39968632295778467,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-08-19 16:15:00+00:00,0,do_nothing,1.7650000000000001,8749159.0,go_long,1.7319999999999802,go_long,go_long,1.711474797835863,False,1.6702400000000623,0,1.7265714285714608,go_long,1.758,1.676717845119183,0,go_long,1.732,1.725
302,QTUM/USDT:USDT,2021-04-01 00:30:00+00:00,first_buy,long-exit-profit,10.225,10.665,9.645502947738473,9.40502731495589,10.129,0,10.401,1267349.9,0,False,9.78659999999994,9.68328571428573,9.396919999999989,23.95950397,0.3968098209814059,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-04-06 17:30:00+00:00,0,do_nothing,14.797,365754.5,go_long,14.446599999999938,go_long,go_long,14.161564044221558,False,13.794759999999998,0,14.377285714285733,go_long,14.749,13.793188375814912,0,go_long,14.504,14.496
301,QTUM/USDT:USDT,2021-03-06 00:00:00+00:00,first_buy,long-exit-profit,6.498,6.643,6.321001475277427,6.2343455175333276,6.417,0,6.589,494816.4,0,False,6.372799999999937,6.327285714285722,6.2444799999999905,30.32560084,0.49424362538139394,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-04-01 00:15:00+00:00,0,do_nothing,10.369,928496.7,go_long,9.581799999999939,go_long,go_long,9.508139847327286,False,9.341199999999988,0,9.542000000000016,go_long,10.233,9.325349500152361,0,go_long,9.414,9.414
300,QTUM/USDT:USDT,2021-02-23 09:15:00+00:00,first_buy,long-exit-profit,4.609,4.846,5.254826156438713,5.54824880735136,4.228,1,4.604,591996.5,0,False,4.982599999999944,5.175285714285719,5.625679999999999,24.81394434,0.40500787798726257,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-03-05 23:45:00+00:00,0,do_nothing,6.51,269185.3,go_long,6.301199999999937,go_long,go_long,6.272274470782413,False,6.22675999999999,0,6.273000000000008,go_long,6.499,6.205973158935993,0,go_long,6.256,6.23
415,RUNE/USDT:USDT,2024-08-17 23:00:00+00:00,first_buy,long-exit-profit,4.004,4.019,3.9580339391619477,3.925898814596794,3.968,1,3.976,587613.0,0,False,3.974400000000035,3.967285714285689,3.9223200000001315,23.88934118,0.40005826341959105,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-09-26 10:45:00+00:00,0,do_nothing,5.646,4103300.0,go_long,5.41660000000003,go_long,go_long,5.3603013418349095,False,5.262160000000134,0,5.376714285714269,go_long,5.608,5.277717627849666,0,go_long,5.5120000000000005,5.385
298,QTUM/USDT:USDT,2021-02-06 17:30:00+00:00,first_buy,long-exit-profit,4.577,4.584,4.190944034365758,4.051510016995958,4.456,0,4.481,991077.3,1,False,4.3745999999999485,4.2450000000000125,3.9784399999999955,26.58726344,0.43593590364467466,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-02-10 09:15:00+00:00,0,do_nothing,6.627,1148947.7,go_long,6.1441999999999535,go_long,go_long,5.791750868145971,False,5.420919999999994,0,5.903000000000011,go_long,6.562,5.5310825759144,0,go_long,6.091,6.05
297,QTUM/USDT:USDT,2020-09-03 12:15:00+00:00,first_buy,long-exit-profit,2.973,2.9859999999999998,3.0222433605646684,3.074813604899228,2.793,1,2.856,469004.5,0,False,2.9757999999999822,2.9988571428571626,3.08519999999999,27.22076046,0.4450884150303107,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-02-06 17:15:00+00:00,0,do_nothing,4.598,1264818.0,go_long,4.2621999999999485,go_long,go_long,4.138206586068623,False,3.9507199999999956,0,4.173000000000013,go_long,4.5760000000000005,4.017150818355635,0,go_long,4.3629999999999995,4.3629999999999995
295,QTUM/USDT:USDT,2020-08-16 20:00:00+00:00,first_buy,long-exit-profit,3.341,3.364,3.275181207574881,3.210307651164729,3.314,0,3.3609999999999998,152704.5,0,False,3.3165999999999842,3.300285714285738,3.1863199999999954,24.19459437,0.3950164401431308,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2020-08-21 02:30:00+00:00,0,do_nothing,4.818,1523740.9,go_long,4.414999999999982,go_long,go_long,4.31799466951664,False,4.129439999999993,0,4.378714285714307,go_long,4.725,4.14968404973404,0,go_long,4.467,4.465
294,QTUM/USDT:USDT,2020-07-14 12:00:00+00:00,first_buy,long-exit-profit,2.304,2.315,2.2400107523675095,2.2129973701978294,2.29,0,2.292,207136.4,1,False,2.264799999999989,2.2504285714285794,2.1998400000000022,24.34105787,0.397355745254151,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2020-08-16 19:45:00+00:00,1,do_nothing,3.379,346537.6,go_long,3.2987999999999844,go_long,go_long,3.2595777907703143,False,3.1735599999999953,0,3.285428571428595,go_long,3.34,3.1982522632579076,0,go_long,3.309,3.309
293,QTUM/USDT:USDT,2020-04-29 12:45:00+00:00,first_buy,long-exit-profit,1.605,1.619,1.5775068056928279,1.5620154542639837,1.603,0,1.6099999999999999,51062.3,0,False,1.5890000000000015,1.5855714285714424,1.556960000000001,24.80373545,0.4047658612418978,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2020-07-14 11:45:00+00:00,0,do_nothing,2.323,696221.0,go_long,2.249199999999989,go_long,go_long,2.230558161888875,False,2.193640000000002,0,2.2384285714285794,go_long,2.303,2.2066771598136556,0,go_long,2.283,2.276
292,QTUM/USDT:USDT,2020-03-13 08:15:00+00:00,first_buy,long-exit-profit,1.158,1.208,1.0944151420744674,1.0847173480120835,1.131,1,1.1320000000000001,20622.6,1,False,1.1190000000000082,1.1102857142857174,1.0392800000000018,24.86475207,0.40560786133913374,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2020-04-29 12:30:00+00:00,0,do_nothing,1.605,25672.5,go_long,1.5828000000000013,go_long,go_long,1.571598952182433,False,1.5546400000000011,0,1.5790000000000137,go_long,1.604,1.5581766906051024,0,go_long,1.585,1.584
291,QTUM/USDT:USDT,2020-03-13 02:00:00+00:00,first_buy,long-exit-profit,1.005,1.007,1.0511397913664053,1.1655382213022096,0.775,1,0.8190000000000001,80237.9,0,False,0.9760000000000076,0.9934285714285744,1.2114000000000018,24.37143085,0.3973042697983829,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2020-03-13 08:00:00+00:00,0,do_nothing,1.16,1598.8,go_long,1.1146000000000083,go_long,go_long,1.0875815315425523,False,1.0267600000000017,1,1.1011428571428603,go_long,1.153,1.08093473585305,0,go_long,1.097,1.093
288,SOL/USDT:USDT,2023-12-08 03:30:00+00:00,first_buy,long-exit-profit,70.2,71.35,69.37378689263937,68.51739797016448,70.085,0,70.837,1210580.0,0,False,69.80359999999702,69.56942857142835,68.7222800000004,29.2963099,0.41316622701935257,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-12-23 18:45:00+00:00,0,do_nothing,101.17,1896317.0,go_long,98.71159999999705,go_long,do_nothing,98.0138551303629,False,96.97036000000038,0,98.37085714285688,go_long,100.89,97.21119545595059,0,go_long,98.143,98.143
287,SOL/USDT:USDT,2023-11-10 10:15:00+00:00,first_buy,long-exit-profit,49.219,49.8,47.94273832216941,47.481936342523504,48.635,0,49.634,2387619.0,0,False,48.1759999999973,47.905285714285476,47.51956000000041,19.6692805,0.3959064891427077,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-12-08 03:15:00+00:00,0,do_nothing,70.244,644165.0,go_long,69.49259999999701,go_long,do_nothing,69.10774814584653,False,68.5412000000004,0,69.32314285714264,go_long,70.201,68.33182980777764,0,go_long,69.613,69.3
286,SOL/USDT:USDT,2023-10-30 09:30:00+00:00,first_buy,long-exit-profit,34.624,35.106,33.50240454052627,33.12148666602591,34.5,0,34.93,1290341.0,0,False,34.01339999999736,33.634714285714,32.92904000000046,14.07969751,0.4026920861783011,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-11-10 10:00:00+00:00,0,do_nothing,49.45,1413999.0,go_long,47.70719999999731,go_long,do_nothing,47.63523619892749,False,47.43100000000041,0,47.56028571428548,go_long,49.218,47.30977124992538,0,go_long,47.587,47.524
285,SOL/USDT:USDT,2023-10-02 07:00:00+00:00,first_buy,long-exit-profit,24.494,24.56,24.205958969081383,24.04147442248877,24.256,0,24.329,1055397.0,1,False,24.291399999997292,24.226714285713985,24.0700800000005,20.55530993,0.42202258939629983,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-10-30 09:15:00+00:00,1,do_nothing,35.409,2715756.0,go_long,33.59859999999736,go_long,do_nothing,33.242841729712865,False,32.84836000000047,0,33.30314285714257,go_long,34.63,32.97680559930798,0,go_long,33.825,33.813
464,MASK/USDT:USDT,2022-02-21 23:45:00+00:00,first_buy,long-exit-profit,4.244,4.246,4.35270997233717,4.44373882880889,4.187,1,4.202,191130.0,1,False,4.282000000000134,4.2981428571429365,4.4606399999999695,23.74800578,0.4033781327320281,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-03-29 01:30:00+00:00,0,do_nothing,5.983,621489.0,go_long,5.659200000000138,go_long,go_long,5.626386122173834,False,5.643879999999973,0,5.577571428571502,go_long,5.939,5.628702411178089,0,go_long,5.77,5.743
419,APT/USDT:USDT,2022-12-28 05:45:00+00:00,first_buy,long-exit-profit,3.3961,3.4038,3.4243336576657675,3.4775292593969573,3.13,1,3.2273,5874196.4,0,False,3.3913199999999626,3.4103142857142674,3.5017319999999925,26.30944499,0.42851257875778626,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-01-09 16:00:00+00:00,0,do_nothing,4.741,9393807.1,go_long,4.277079999999965,go_long,go_long,4.245778726354783,False,4.178199999999993,0,4.241728571428547,go_long,4.6044,4.185939025095355,0,go_long,4.2599,4.2521
303,QTUM/USDT:USDT,2021-04-06 17:45:00+00:00,first_buy,long-exit-profit,14.75,15.181,14.259323422033626,13.867544792421215,14.75,1,14.797,836472.4,0,False,14.597799999999939,14.457000000000019,13.84216,27.09498494,0.44616685687733376,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-05-06 13:15:00+00:00,1,do_nothing,22.909,1847701.9,go_long,20.619799999999877,go_long,go_long,19.974391217749076,False,19.041359999999976,0,20.192857142857196,go_long,22.298,19.320789702724856,0,go_long,21.077,20.901
281,SOL/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,16.403,16.406,16.19134818637156,16.714517910579257,12.6,1,13.92,8987151.0,0,False,15.896999999997234,16.060714285713935,16.82308000000045,22.86225101,0.40980785901100986,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-06-30 17:30:00+00:00,0,do_nothing,20.038,4114849.0,go_long,19.036399999997194,go_long,do_nothing,18.79344204128848,False,18.662280000000436,0,18.82771428571396,go_long,19.67,18.682866630607723,0,go_long,19.336,19.307
304,QTUM/USDT:USDT,2021-05-06 13:30:00+00:00,first_buy,long-exit-profit,22.292,22.482,20.30448487655691,19.528138613634127,21.7,0,22.12,873621.2,0,False,21.20279999999988,20.616285714285766,19.199399999999976,24.78940805,0.41463270876498126,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-05-07 01:30:00+00:00,0,do_nothing,31.418,1136806.6,go_long,29.38079999999987,go_long,go_long,27.307019353872978,False,24.936559999999968,0,28.376000000000055,go_long,31.416,25.5626234683488,0,go_long,27.823,27.812
412,RUNE/USDT:USDT,2024-07-04 23:45:00+00:00,first_buy,long-exit-profit,3.549,3.564,3.595537798445609,3.611193119194945,3.472,1,3.508,563818.0,0,False,3.573400000000003,3.593285714285691,3.6197200000001364,23.77954924,0.39834652636919726,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-07-20 22:30:00+00:00,0,do_nothing,4.939,309956.0,go_long,4.870800000000012,go_long,go_long,4.8541479027840895,False,4.793080000000135,0,4.867714285714255,go_long,4.93,4.802891710740301,0,go_long,4.904,4.891
327,QTUM/USDT:USDT,2022-11-08 19:45:00+00:00,first_buy,long-exit-profit,2.346,2.454,2.5573349503370424,2.63012530253572,2.177,1,2.44,622502.4,0,False,2.471999999999629,2.4998571428572354,2.66203999999993,24.63458214,0.40216447038478026,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-02-20 05:45:00+00:00,0,do_nothing,3.536,1702349.1,go_long,3.3859999999996284,go_long,go_long,3.3624121034972143,False,3.2987599999999326,0,3.3914285714286945,go_long,3.473,3.3157322508079794,0,go_long,3.371,3.364
403,RUNE/USDT:USDT,2023-08-19 16:30:00+00:00,first_buy,long-exit-profit,1.7570000000000001,1.799,1.7158632904764994,1.6814054121473918,1.728,1,1.74,10944388.0,1,False,1.73859999999998,1.7312857142857465,1.6778000000000624,24.71730344,0.4054615899699643,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-10-26 09:00:00+00:00,0,do_nothing,2.373,1879963.0,go_long,2.332399999999979,go_long,go_long,2.307537260294008,False,2.2761600000000666,0,2.3247142857143333,go_long,2.371,2.2801294070471454,0,go_long,2.339,2.336
325,QTUM/USDT:USDT,2022-06-13 07:45:00+00:00,first_buy,long-exit-profit,2.793,2.799,2.799644754155201,2.8633670943412333,2.705,1,2.717,252915.4,1,False,2.772199999999657,2.7798571428572436,2.8394799999999365,24.39726563,0.3988364054534894,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-07-27 17:45:00+00:00,0,do_nothing,3.8,475460.2,go_long,3.7401999999996463,go_long,go_long,3.7175085559149625,False,3.6639599999999404,0,3.7375714285715245,go_long,3.792,3.67696310795996,0,go_long,3.748,3.743
404,RUNE/USDT:USDT,2023-10-26 09:15:00+00:00,first_buy,long-exit-profit,2.371,2.378,2.3153007587103147,2.2858975991177273,2.35,0,2.358,1307595.0,0,False,2.3377999999999792,2.3341428571429046,2.2808000000000668,25.15892425,0.40978560764894606,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-11-03 21:15:00+00:00,0,do_nothing,3.347,2131655.0,go_long,3.268799999999975,go_long,go_long,3.233695902031435,False,3.188520000000066,0,3.253714285714334,go_long,3.338,3.1780175225251366,0,go_long,3.273,3.254
323,QTUM/USDT:USDT,2022-05-12 05:15:00+00:00,first_buy,long-exit-profit,3.348,3.355,3.548504860773234,3.735269761753359,3.179,1,3.192,443847.8,1,False,3.3809999999996547,3.4507142857143838,3.8289999999999407,24.88727378,0.4056758329520313,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-05-23 11:45:00+00:00,0,do_nothing,4.53,478091.3,go_long,4.407399999999659,go_long,go_long,4.3666236078095935,False,4.304039999999935,0,4.39285714285724,go_long,4.5,4.311286080125511,0,go_long,4.409,4.395
405,RUNE/USDT:USDT,2023-11-03 21:30:00+00:00,first_buy,long-exit-profit,3.339,3.4,3.251434994026599,3.1906828912269782,3.328,0,3.349,3108136.0,1,False,3.2943999999999747,3.274571428571477,3.1980800000000666,23.77022193,0.3940408113391985,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-11-11 15:00:00+00:00,0,do_nothing,4.716,1274462.0,go_long,4.587799999999973,go_long,go_long,4.504728612970394,False,4.356200000000066,0,4.555000000000047,go_long,4.689,4.379216125231795,0,go_long,4.57,4.538
406,RUNE/USDT:USDT,2023-11-11 15:15:00+00:00,first_buy,long-exit-profit,4.688,4.727,4.527693441744179,4.399570486325736,4.609,0,4.654,1212497.0,0,False,4.6031999999999735,4.583000000000047,4.379160000000066,24.58898655,0.4059228642133707,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-11-16 15:15:00+00:00,0,do_nothing,6.586,1055594.0,go_long,6.4473999999999805,go_long,go_long,6.415349789428999,False,6.389240000000078,0,6.418142857142906,go_long,6.579,6.371067754432189,0,go_long,6.503,6.502
320,QTUM/USDT:USDT,2022-01-21 12:45:00+00:00,first_buy,long-exit-profit,6.652,6.652,6.703879878722206,6.748861539086427,6.468,1,6.5440000000000005,322326.1,0,False,6.6695999999996785,6.691714285714375,6.7512799999999595,23.99092651,0.3937497975216993,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-03-30 07:30:00+00:00,0,do_nothing,9.088,584734.3,go_long,8.808999999999665,go_long,go_long,8.740306144765462,False,8.603199999999951,0,8.80157142857152,go_long,9.003,8.627857560637548,0,go_long,8.783,8.774000000000001
