,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,long_jcrosk (exit),long-small-rl (exit),high (exit),volume (exit),short-bid-rl (exit),sma-05 (exit),short-large-rl (exit),short-small-rl (exit),ema-26 (exit),short_kdj (exit),sma-25 (exit),mean-grad-hist (exit),sma-07 (exit),long-large-rl (exit),close (exit),ema-12 (exit),sma-compare (exit),long-bid-rl (exit),open (exit),low (exit)
123,DOT/USDT:USDT,2022-06-13 09:15:00+00:00,first_buy,long-exit-profit,6.495,6.687,6.750171517804113,6.904084409412559,6.332,0,6.683,2723619.2,0,False,6.6420000000000154,6.671000000000306,6.921919999999875,24.39603569,0.40068893447323817,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-07-31 18:15:00+00:00,0,do_nothing,9.189,1715597.6,go_long,9.003399999999974,go_long,do_nothing,8.809931927632368,False,8.519719999999872,1,8.975285714286015,go_long,9.129,8.608202228249466,0,go_long,9.047,9.021
125,DOT/USDT:USDT,2022-11-09 21:45:00+00:00,first_buy,long-exit-profit,5.53,5.644,5.747939910587245,5.866670305286945,5.33,1,5.353,3361214.4,0,False,5.651400000000036,5.723285714286036,5.879639999999836,25.04400371,0.4099846409338382,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-02-19 06:45:00+00:00,0,do_nothing,7.536,2643767.6,go_long,7.357799999999966,go_long,do_nothing,7.323757580403618,False,7.270119999999813,0,7.342142857143202,go_long,7.535,7.284821472440635,0,go_long,7.326,7.315
483,MASK/USDT:USDT,2024-07-05 03:00:00+00:00,first_buy,long-exit-profit,1.951,1.959,1.9646598476682169,2.0320817227001577,1.806,1,1.8439999999999999,1403361.0,0,False,1.9308000000001861,1.9354285714286417,2.059919999999997,25.98923595,0.4266626023355466,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-10-29 16:30:00+00:00,0,do_nothing,2.7,6885953.0,go_long,2.414000000000171,go_long,go_long,2.3829043452209127,False,2.326603999999989,0,2.381457142857215,go_long,2.6833,2.3513650724277984,0,go_long,2.431,2.4172000000000002
50,OP/USDT:USDT,2022-10-02 15:00:00+00:00,first_buy,long-exit-profit,0.8722000000000001,0.8723000000000001,0.8731342757000912,0.877354664224506,0.8501000000000001,1,0.8671000000000001,6126284.8,0,False,0.8716600000000112,0.8726857142857206,0.8768679999999995,24.95043287,0.4066356922232178,1,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-10-28 16:45:00+00:00,0,do_nothing,1.2323,27269026.8,go_long,1.170420000000015,go_long,go_short,1.1534685729711711,False,1.1202799999999993,0,1.1604000000000068,go_long,1.2255,1.1279643373770603,0,go_long,1.1803,1.1802
530,GAS/USDT:USDT,2023-11-09 03:45:00+00:00,first_buy,long-exit-profit,15.734,16.64,15.235047101414033,14.818760629815186,15.724,0,16.369,3486539.5,0,False,15.4692,15.326000000000034,14.75012000000002,24.53363199,0.4045738265062762,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-11-10 00:45:00+00:00,0,go_long,23.0,2970136.1,go_long,21.7836,go_long,go_long,21.711865818496094,False,21.469640000000016,0,21.810714285714308,go_long,22.909,21.405280496574562,0,go_long,21.322,21.237
18,DYDX/USDT:USDT,2022-01-22 10:15:00+00:00,first_buy,long-exit-profit,5.752,5.8,6.047610525878706,6.409965017656846,5.328,1,5.62,5656088.4,0,False,5.89419999999999,5.961142857142947,6.371679999999942,25.34432756,0.4133175838494328,1,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-02-07 23:00:00+00:00,0,do_nothing,7.992,521109.5,go_long,7.772399999999989,go_long,go_short,7.721955412736243,False,7.592759999999947,0,7.735142857142958,go_long,7.9350000000000005,7.623669186383378,0,go_long,7.809,7.802
127,DOT/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,4.83,4.83,4.770022547324119,4.857803017568032,4.1,1,4.23,7574085.3,0,False,4.709599999999976,4.754000000000373,4.89399999999981,24.59653506,0.4006189467172593,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-11-12 10:45:00+00:00,0,do_nothing,5.837,785715.6,go_long,5.770599999999947,go_long,do_nothing,5.74877703516289,False,5.666039999999807,0,5.762285714286088,go_long,5.827,5.694036761261944,0,go_long,5.784,5.779
48,OP/USDT:USDT,2022-08-27 00:00:00+00:00,first_buy,long-exit-profit,1.0176,1.0203,1.039874480995304,1.0583126508015683,1.0023,1,1.0195,6878185.0,0,False,1.0256400000000094,1.0320857142857214,1.0573200000000031,24.54887148,0.39982449858581665,1,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-09-09 17:30:00+00:00,0,do_nothing,1.4678,14668188.7,go_long,1.3835600000000086,go_long,go_short,1.3458294957227948,False,1.2936480000000026,0,1.361028571428579,go_long,1.4253,1.3099617831102326,0,go_long,1.412,1.4069
130,DOT/USDT:USDT,2024-07-05 03:00:00+00:00,first_buy,long-exit-profit,5.32,5.333,5.348111735245335,5.48158112861345,4.968,1,5.028,3269107.2,0,False,5.274800000000127,5.295714285714593,5.535959999999746,24.90580009,0.40561249088431295,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-11-23 01:45:00+00:00,0,do_nothing,7.18,1441968.4,go_long,6.987000000000194,go_long,do_nothing,6.822454236949872,False,6.577079999999739,0,6.913571428571738,go_long,7.172,6.639221558954952,0,go_long,7.048,6.9510000000000005
128,DOT/USDT:USDT,2023-11-12 11:00:00+00:00,first_buy,long-exit-profit,5.827,5.858,5.764349798983984,5.705589593761059,5.801,0,5.85,822517.2,0,False,5.797999999999947,5.780000000000375,5.679359999999807,24.33803457,0.3995655057181358,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-12-21 18:45:00+00:00,0,do_nothing,8.293,2382985.6,go_long,8.128599999999953,go_long,do_nothing,7.969412024391979,False,7.752399999999807,0,8.0492857142861,go_long,8.289,7.802718502418775,0,go_long,8.149,8.08
132,EOS/USDT:USDT,2020-01-08 14:45:00+00:00,first_buy,long-exit-profit,2.841,2.8609999999999998,2.870960185932489,2.8875185185185184,2.835,0,2.844,63466.9,0,False,2.8628000000000005,2.8645714285714305,2.8887199999999997,24.27641244,0.39662709383639616,1,go_long,go_short,go_long,go_long,go_long,go_long,2020-01-14 18:00:00+00:00,1,go_long,4.093,1414905.2,go_long,3.746200000000004,go_long,go_short,3.6061515809828713,False,3.4388799999999993,0,3.6330000000000013,go_long,3.983,3.4831801191690532,0,go_long,3.872,3.86
138,EOS/USDT:USDT,2021-04-01 16:30:00+00:00,first_buy,long-exit-profit,5.189,5.311,4.951105520301811,4.892184090968051,5.173,0,5.203,8766760.5,0,False,4.998199999999999,4.970571428571466,4.855439999999972,24.21187743,0.3972567081906052,0,go_long,go_short,go_long,go_long,go_long,go_long,2021-04-13 16:15:00+00:00,0,go_long,7.57,6186084.1,go_long,7.427400000000006,go_long,go_short,7.330129047203003,False,7.132879999999979,0,7.3984285714286155,go_long,7.566,7.160699001246943,0,go_long,7.383,7.382
137,EOS/USDT:USDT,2021-02-23 09:15:00+00:00,first_buy,long-exit-profit,3.468,3.615,3.9040918750155873,4.106107720668565,3.14,1,3.408,12698569.5,0,False,3.72939999999999,3.861142857142885,4.149359999999974,28.05064413,0.45855582351493046,1,go_long,go_short,go_long,go_long,go_long,go_long,2021-04-01 16:15:00+00:00,0,go_long,5.247,12930215.6,go_long,4.933399999999999,go_long,go_short,4.9053065239930485,False,4.840119999999972,0,4.920571428571465,go_long,5.189,4.867318818245495,0,go_long,4.884,4.883
480,MASK/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,3.9050000000000002,3.9050000000000002,3.8551602232664957,3.9604343378555638,3.03,1,3.355,8677265.0,0,False,3.776400000000148,3.819000000000106,4.001199999999994,24.36433811,0.4032872404793073,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-01-07 01:00:00+00:00,0,do_nothing,5.025,5088231.0,go_long,4.853200000000158,go_long,go_long,4.784232506562205,False,4.675879999999983,0,4.826714285714396,go_long,4.962,4.651033491142024,0,go_long,4.918,4.889
135,EOS/USDT:USDT,2020-04-30 04:15:00+00:00,first_buy,long-exit-profit,3.119,3.12,3.0647643592251903,3.0412800336676886,3.038,1,3.071,972534.7,1,False,3.0810000000000093,3.074571428571398,3.0338399999999877,26.4202016,0.43188603048141705,0,go_long,go_short,go_long,go_long,go_long,go_long,2021-02-13 15:15:00+00:00,0,go_long,5.333,14265899.7,go_long,4.9553999999999885,go_long,go_short,4.9003081853189485,False,4.805919999999975,0,4.920714285714311,go_long,5.269,4.842396557669416,0,go_long,5.086,5.032
517,COTI/USDT:USDT,2024-03-05 20:00:00+00:00,first_buy,long-exit-profit,0.18656,0.18732000000000001,0.18941694181940788,0.1934336607234135,0.13761,1,0.16477,97665535.0,0,False,0.18733399999999356,0.19008571428571752,0.19444760000000183,24.48321811,0.3993764993812999,1,go_short,go_long,go_long,go_long,go_long,go_long,2024-03-08 14:45:00+00:00,0,go_short,0.23295000000000002,9582784.0,go_long,0.22918199999999347,go_long,go_long,0.22328536539548344,False,0.21413920000000172,1,0.22612428571428916,go_long,0.23116000000000003,0.21673689374104044,0,go_long,0.22935000000000003,0.22748000000000002
134,EOS/USDT:USDT,2020-03-12 10:45:00+00:00,first_buy,long-exit-profit,2.55,2.551,2.562293175237214,2.675801950278227,2.179,1,2.193,5346692.7,0,False,2.5116000000000125,2.5435714285714113,2.706399999999992,24.75716071,0.4042257015515036,1,go_long,go_short,go_long,go_long,go_long,go_long,2020-04-30 04:00:00+00:00,0,go_long,3.123,535772.5,go_long,3.080600000000009,go_long,go_short,3.063630606357043,False,3.031639999999988,0,3.0702857142856836,go_long,3.12,3.038902436361104,0,go_long,3.086,3.084
13,DYDX/USDT:USDT,2021-09-10 10:15:00+00:00,first_buy,long-exit-profit,12.019,12.135,12.068039332674003,12.505544159544158,11.7,0,11.721,77326.4,1,False,11.956399999999997,11.928857142857144,12.514160000000002,24.89496038,0.40804621372733835,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2021-09-16 16:15:00+00:00,0,do_nothing,16.989,2343812.1,go_long,16.10259999999999,go_long,go_short,15.536556755533706,False,14.896639999999996,0,15.759428571428584,go_long,16.571,14.973522960960835,0,go_long,16.312,16.231
57,OP/USDT:USDT,2023-12-08 00:00:00+00:00,first_buy,long-exit-profit,2.1638,2.1966,2.1225153337112594,2.086292295239101,2.1597,0,2.1741,14614929.9,0,False,2.12554000000001,2.119314285714309,2.111199999999997,24.57827539,0.40048725906850624,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2023-12-22 15:15:00+00:00,0,do_nothing,3.1,12689675.3,go_long,2.995480000000007,go_long,go_short,2.9794431438399487,False,2.9412239999999947,0,2.989285714285738,go_long,3.0808,2.9158087892439717,0,go_long,3.0489,3.0331
46,OP/USDT:USDT,2022-07-28 15:15:00+00:00,first_buy,long-exit-profit,1.2084,1.2123,1.1671627158935522,1.1400998797408652,1.1911,0,1.2065000000000001,14290012.6,0,False,1.1916000000000024,1.1840285714285719,1.1255880000000005,24.76963017,0.403766612266,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-07-29 05:00:00+00:00,0,do_nothing,1.7359,16783955.6,go_long,1.642480000000002,go_long,go_short,1.620630298360817,False,1.559824,0,1.6330142857142869,go_long,1.697,1.5695777684424215,0,go_long,1.6714,1.6652
14,DYDX/USDT:USDT,2021-09-16 16:30:00+00:00,first_buy,long-exit-profit,16.566,16.7,15.682624946990058,15.085558297185958,16.268,0,16.486,1040192.1,0,False,16.211599999999986,16.046000000000014,14.988839999999996,24.01677443,0.3935746285891953,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2021-09-28 22:00:00+00:00,0,do_nothing,23.198,1908824.6,go_long,22.229799999999955,go_long,go_short,21.855033106674878,False,21.31059999999997,0,22.081428571428603,go_long,23.076,21.44710035711098,0,go_long,22.667,22.56
226,ALGO/USDT:USDT,2021-05-21 00:30:00+00:00,second_buy,short-exit-profit,1.1242,1.1329,1.1078282280507292,1.0992807048550335,1.1107,0,1.1309,678818.0,0,False,1.1148199999999933,1.110528571428578,1.1013160000000126,24.12468036,0.39383925929822416,0,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2021-05-23 16:45:00+00:00,0,do_nothing,0.7163,2709489.3,do_nothing,0.7368999999999943,go_short,go_short,0.7614969208459775,False,0.8012720000000125,1,0.7540428571428642,go_short,0.6845,0.8005946109860969,1,do_nothing,0.7076,0.6759000000000001
243,ALGO/USDT:USDT,2024-04-24 04:45:00+00:00,second_buy,short-exit-profit,0.2096,0.2281,0.20852423524768654,0.203583922630625,0.20950000000000002,0,0.2272,45426815.0,0,False,0.21209999999998255,0.20964285714285796,0.20188800000001897,26.90173383,0.438977935780068,0,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2024-06-18 01:45:00+00:00,1,do_nothing,0.1398,41091321.5,do_nothing,0.13925999999998342,go_short,go_short,0.14135586242430107,False,0.14498400000001951,1,0.14055714285714418,go_short,0.12890000000000001,0.14392005068512495,1,do_nothing,0.1396,0.12490000000000001
230,ALGO/USDT:USDT,2021-09-09 00:15:00+00:00,second_buy,short-exit-profit,1.9177,2.1543,1.8554336962231779,1.7815179145326638,1.9148,0,2.1452,47432266.6,0,False,1.9330999999999954,1.8862714285714357,1.7426040000000083,24.19906841,0.39596555309053416,0,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2021-12-04 05:30:00+00:00,0,do_nothing,1.5568,15285945.9,do_nothing,1.5711599999999886,go_short,go_short,1.6091195467719186,False,1.6760760000000068,1,1.5971857142857266,go_short,1.4124,1.6625289408373276,1,do_nothing,1.5364,1.317
224,ALGO/USDT:USDT,2021-04-30 10:15:00+00:00,second_buy,short-exit-profit,1.4047,1.4286,1.3957149355856262,1.381259920918341,1.4037,0,1.4228,1336381.4,0,False,1.402199999999993,1.4009142857142869,1.3818760000000094,25.18705421,0.4117787615160536,0,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2021-05-19 13:00:00+00:00,0,do_nothing,0.9916,9874509.6,do_nothing,1.0139999999999918,go_short,go_short,1.0620310786951035,False,1.1423720000000126,1,1.0328142857142928,go_short,0.8719,1.1253513748531054,1,do_nothing,0.9602,0.7831
232,ALGO/USDT:USDT,2022-01-22 10:15:00+00:00,second_buy,short-exit-profit,0.8444,0.8539,0.879299331197272,0.9184485078408794,0.7948000000000001,1,0.8191,10563789.1,0,False,0.8606999999999866,0.8698285714285753,0.9214200000000141,25.34998629,0.41366285126854774,1,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2022-05-11 07:45:00+00:00,0,do_nothing,0.5178,24680766.0,do_nothing,0.5331799999999897,go_short,go_short,0.5512522768212028,False,0.572280000000017,1,0.5459142857142844,go_short,0.4983,0.5665455021361546,1,do_nothing,0.5172,0.48250000000000004
233,ALGO/USDT:USDT,2022-05-11 08:00:00+00:00,second_buy,short-exit-profit,0.4984,0.5249,0.5471365419256332,0.5634310204964394,0.4922,0,0.5245000000000001,18805904.5,0,False,0.5248199999999896,0.537985714285713,0.570288000000017,24.26301272,0.3958866894915529,1,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2022-06-13 01:00:00+00:00,0,do_nothing,0.32320000000000004,7818454.3,do_nothing,0.32243999999998707,go_short,go_short,0.3265092939834487,False,0.33300000000001573,1,0.3241142857142846,go_short,0.31570000000000004,0.33108697138485066,1,do_nothing,0.32220000000000004,0.3151
235,ALGO/USDT:USDT,2022-11-05 12:15:00+00:00,second_buy,short-exit-profit,0.433,0.43460000000000004,0.42296154097659977,0.4188355924169859,0.428,0,0.4344,15437633.0,0,False,0.42841999999998726,0.4266000000000016,0.4164600000000167,24.43148414,0.39871249719713814,0,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2022-11-09 21:30:00+00:00,0,do_nothing,0.2867,36932711.1,do_nothing,0.2840799999999873,go_short,go_short,0.28761214004315694,False,0.292916000000017,1,0.2873000000000014,go_short,0.26030000000000003,0.29328586530162315,1,do_nothing,0.2867,0.251
236,ALGO/USDT:USDT,2022-11-09 21:45:00+00:00,second_buy,short-exit-profit,0.26030000000000003,0.2713,0.2833948877288251,0.2908350604644659,0.2587,1,0.2602,25096140.9,0,False,0.27727999999998726,0.2821000000000014,0.290972000000017,24.53490205,0.4004694451340184,1,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2023-05-08 01:45:00+00:00,0,do_nothing,0.1726,11589731.3,do_nothing,0.1713399999999866,go_short,go_short,0.1721209198924118,False,0.17368000000001785,1,0.17201428571428673,go_short,0.1647,0.17319445446069903,1,do_nothing,0.1716,0.16440000000000002
237,ALGO/USDT:USDT,2023-05-08 02:00:00+00:00,second_buy,short-exit-profit,0.1647,0.1671,0.17124077837050228,0.1726911615376843,0.16140000000000002,1,0.16640000000000002,20687876.4,0,False,0.1698599999999866,0.1709714285714296,0.17337600000001785,26.28136302,0.4288925846154084,1,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2023-06-10 04:30:00+00:00,0,do_nothing,0.1164,108735504.0,do_nothing,0.11263999999998671,go_short,go_short,0.11524101552461079,False,0.12030000000001713,1,0.11440000000000052,go_short,0.0964,0.11874283969574147,1,do_nothing,0.1164,0.09
222,ALGO/USDT:USDT,2021-04-11 21:00:00+00:00,second_buy,short-exit-profit,1.5217,1.54,1.4782532035329026,1.4590118854627043,1.5127000000000002,0,1.5211999999999999,3832445.7,0,False,1.4982599999999913,1.4855285714285746,1.4537840000000097,24.4077882,0.3985396865805372,0,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2021-04-23 02:30:00+00:00,0,do_nothing,1.0632,9217819.0,do_nothing,1.0752199999999932,go_short,go_short,1.112239774379238,False,1.1660360000000083,1,1.0994571428571454,go_short,0.9693,1.1587134159487906,1,do_nothing,1.0476,0.9133
220,ALGO/USDT:USDT,2021-02-12 16:15:00+00:00,second_buy,short-exit-profit,1.5737999999999999,1.7735,1.5248009634667834,1.459640260496433,1.5729000000000002,0,1.7568000000000001,9526907.4,0,False,1.564619999999994,1.5273714285714293,1.452976000000003,26.39834413,0.4310108168578474,0,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2021-03-02 01:30:00+00:00,0,do_nothing,1.0706,0.0,do_nothing,1.08279999999999,go_short,go_short,1.0810718661820027,False,1.0755200000000074,1,1.087171428571428,go_short,1.0706,1.0785435091414006,0,do_nothing,1.0706,1.0706
241,ALGO/USDT:USDT,2024-03-07 13:30:00+00:00,second_buy,short-exit-profit,0.2728,0.2781,0.2721808807934374,0.2697065031505804,0.2727,0,0.2776,8783632.1,0,False,0.2737799999999824,0.2728999999999995,0.2691120000000181,26.18147092,0.42718581047958903,0,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2024-04-13 20:00:00+00:00,0,do_nothing,0.1759,48091120.3,do_nothing,0.17609999999998233,go_short,go_short,0.17733487015504207,False,0.18235200000001897,1,0.17687142857142926,go_short,0.16590000000000002,0.18109459109400894,1,do_nothing,0.1759,0.1559
231,ALGO/USDT:USDT,2021-12-04 05:45:00+00:00,second_buy,short-exit-profit,1.4127,1.4714,1.571916539576239,1.6406601304049329,1.351,1,1.3673,13239623.3,0,False,1.5105599999999886,1.5572857142857266,1.660984000000007,24.28974753,0.3969025808819852,1,do_nothing,go_short,go_short,go_short,do_nothing,do_nothing,2022-01-22 10:00:00+00:00,0,do_nothing,0.8758,5817796.5,do_nothing,0.8749599999999866,go_short,go_short,0.8902446641422306,False,0.9292280000000142,1,0.8825000000000038,go_short,0.8445,0.9263963884681498,1,do_nothing,0.8658,0.8408
519,COTI/USDT:USDT,2024-04-12 17:30:00+00:00,first_buy,stop_loss,0.14252,0.14259000000000002,0.14291687478427734,0.14586747531700098,0.12386000000000001,1,0.13356,26178548.0,0,False,0.14113599999999354,0.14204857142857527,0.14674320000000166,-25.38563082,-0.413432610705354,1,go_short,go_long,go_long,go_long,go_long,go_long,2024-07-04 13:00:00+00:00,0,go_short,0.08277000000000001,2211112.0,go_long,0.0830719999999932,go_long,go_long,0.0833427119529982,False,0.08388240000000194,1,0.08320428571429098,go_long,0.082,0.08400592545998817,1,go_long,0.08277000000000001,0.08178
466,MASK/USDT:USDT,2022-05-07 22:00:00+00:00,first_buy,stop_loss,3.61,3.615,3.619196644254292,3.6367031865056125,3.524,1,3.5300000000000002,163752.0,0,False,3.59920000000013,3.612428571428644,3.641999999999973,-23.64613322,-0.3936429046707333,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-05-11 12:30:00+00:00,0,do_nothing,2.493,391009.0,go_long,2.4864000000001214,go_long,go_long,2.541291476551848,False,2.5661999999999727,1,2.520285714285784,go_long,2.436,2.5888385661732163,1,go_long,2.48,2.412
399,RUNE/USDT:USDT,2022-07-09 20:15:00+00:00,first_buy,stop_loss,2.476,2.48,2.449683237238167,2.423695527528599,2.454,1,2.456,693475.0,0,False,2.46319999999998,2.4654285714285638,2.4172400000000596,-24.06379363,-0.4078405584304404,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-10-02 23:00:00+00:00,1,do_nothing,1.528,314121.0,go_long,1.5257999999999938,go_long,go_long,1.5264093992164571,False,1.527680000000065,1,1.525142857142867,go_long,1.52,1.5267022249403368,0,go_long,1.524,1.516
397,RUNE/USDT:USDT,2022-05-12 04:30:00+00:00,first_buy,stop_loss,2.831,2.918,3.003097569581567,3.0937018375495313,2.7439999999999998,0,2.9,1936719.0,0,False,2.91759999999997,2.945285714285716,3.117720000000063,-23.84510169,-0.3912889569406595,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-06-14 01:00:00+00:00,1,do_nothing,1.835,629267.0,go_long,1.828999999999969,go_long,go_long,1.8270108134803142,False,1.8533200000000605,1,1.8189999999999953,go_long,1.783,1.84595552724732,0,go_long,1.835,1.7810000000000001
396,RUNE/USDT:USDT,2022-05-10 00:15:00+00:00,first_buy,stop_loss,4.539,4.649,4.707892455771459,4.810608894569462,4.435,1,4.55,1865800.0,0,False,4.61199999999997,4.664428571428573,4.792360000000064,-23.30728324,-0.3937298009834662,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-05-12 04:15:00+00:00,1,do_nothing,2.935,1263363.0,go_long,2.93679999999997,go_long,go_long,3.021842582232761,False,3.1288400000000625,1,2.969714285714288,go_long,2.829,3.109197984553494,1,go_long,2.906,2.816
395,RUNE/USDT:USDT,2022-04-18 04:30:00+00:00,first_buy,stop_loss,7.656,7.656,7.6903455334324065,7.75745630902645,7.215,1,7.371,1746068.0,0,False,7.670400000000015,7.699571428571423,7.746600000000069,-23.56953225,-0.3991927686107464,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-05-10 00:00:00+00:00,0,do_nothing,4.639,1230629.0,go_long,4.65459999999997,go_long,go_long,4.736600175002633,False,4.805360000000064,1,4.704428571428573,go_long,4.54,4.831457606135019,1,go_long,4.574,4.481
394,RUNE/USDT:USDT,2022-03-29 10:15:00+00:00,first_buy,stop_loss,12.154,12.185,11.894095020210463,11.55663581858762,11.861,1,11.934,1239889.0,0,False,12.047200000000023,12.031428571428558,11.517760000000083,-23.84105785,-0.3990490174983766,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-04-18 04:15:00+00:00,1,do_nothing,7.795,240125.0,go_long,7.752000000000015,go_long,go_long,7.748408357692844,False,7.773400000000069,1,7.758142857142851,go_long,7.656,7.788372813748566,1,go_long,7.772,7.65
389,RUNE/USDT:USDT,2022-01-19 08:30:00+00:00,first_buy,stop_loss,5.404,5.414,5.486250289201091,5.566484854206559,5.355,0,5.372,149054.0,0,False,5.4132000000000415,5.437571428571415,5.587400000000064,-23.25661277,-0.3932462109749224,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-01-24 12:45:00+00:00,0,do_nothing,3.388,778578.0,go_long,3.3480000000000367,go_long,go_long,3.403704609736447,False,3.5284800000000685,0,3.3697142857142643,go_long,3.299,3.501559298784984,1,go_long,3.345,3.291
388,RUNE/USDT:USDT,2021-12-04 04:45:00+00:00,first_buy,stop_loss,9.144,9.179,9.274679195100694,9.502338174376044,8.811,1,8.83,324260.0,0,False,9.104400000000068,9.18957142857143,9.585920000000065,-20.95922154,-0.3952110844987402,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-01-19 08:15:00+00:00,1,do_nothing,5.426,288859.0,go_long,5.4246000000000425,go_long,go_long,5.507023069055834,False,5.603280000000065,1,5.470714285714272,go_long,5.4030000000000005,5.582043642543083,1,go_long,5.424,5.3629999999999995
387,RUNE/USDT:USDT,2021-10-30 06:15:00+00:00,first_buy,stop_loss,14.586,14.679,14.379565094062842,14.174587368041674,14.435,1,14.522,215125.0,0,False,14.507600000000068,14.483142857142884,14.108080000000024,-23.76735831,-0.4087524909672341,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-12-04 04:30:00+00:00,0,do_nothing,9.305,174753.0,go_long,9.207200000000068,go_long,go_long,9.355529957846274,False,9.632400000000064,1,9.290285714285716,go_long,9.139,9.556125228326128,1,go_long,9.239,9.118
531,GAS/USDT:USDT,2023-11-10 01:00:00+00:00,first_buy,stop_loss,22.909,23.0,21.908194154112078,21.52251897830978,22.402,0,22.988,1703539.8,0,False,22.0086,21.990714285714308,21.509040000000013,-20.61165478,-0.34448194392685305,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-11-11 05:30:00+00:00,0,go_long,15.598,2014958.5,go_long,14.781400000000016,go_long,go_long,16.123694634349263,False,18.611280000000026,0,14.997571428571442,go_long,14.422,17.89433830187505,1,go_long,15.371,14.38
532,GAS/USDT:USDT,2023-11-11 05:45:00+00:00,first_buy,stop_loss,14.42,14.9,15.78835699829553,17.601720649884303,13.85,0,13.944,2884016.3,1,False,14.724400000000017,14.711285714285726,18.265440000000027,-22.53043442,-0.37519901871677935,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-11-12 03:45:00+00:00,0,go_long,9.1,2800288.2,go_long,9.123200000000022,go_long,go_long,9.579724950068744,False,10.415160000000025,0,9.285142857142855,go_long,9.003,10.280104215140366,1,go_long,8.928,8.8
533,GAS/USDT:USDT,2023-11-12 04:00:00+00:00,first_buy,stop_loss,9.001,9.022,9.422690342365861,10.152615014018856,8.45,1,8.559,4574507.9,0,False,8.951000000000022,9.103571428571426,10.284800000000025,-25.73184887,-0.4229653601301949,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-01-03 12:00:00+00:00,0,go_long,6.791,318425.9,go_long,6.765600000000015,go_long,go_long,6.804704881491613,False,6.848760000000034,1,6.794714285714268,go_long,6.672,6.8328700447353405,1,go_long,6.787,6.625
535,GAS/USDT:USDT,2024-01-19 02:15:00+00:00,first_buy,stop_loss,7.5969999999999995,7.688,7.23783022815733,7.116470016232527,7.445,0,7.539,1833252.3,1,False,7.386800000000008,7.29242857142855,7.02180000000005,-26.69331248,-0.43662844801660006,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-04-13 20:00:00+00:00,0,go_long,5.415,975344.3,go_long,5.408200000000024,go_long,go_long,5.463582327767202,False,5.618000000000065,1,5.440714285714238,go_long,5.124,5.59263437022907,1,go_long,5.413,4.865
