,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,sma-05 (exit),short-small-rl (exit),short_kdj (exit),close (exit),long_jcrosk (exit),ema-26 (exit),sma-07 (exit),sma-25 (exit),mean-grad-hist (exit),low (exit),high (exit),open (exit),volume (exit),sma-compare (exit),long-small-rl (exit),long-large-rl (exit),ema-12 (exit),long-bid-rl (exit),short-bid-rl (exit),short-large-rl (exit)
2473,COTI/USDT:USDT,2024-10-01 20:15:00+00:00,second_buy,short-exit-profit,0.10094,0.10151,0.10246151601566782,0.10583744608822304,0.10013000000000001,0,0.10104,6164577.0,0,False,0.1012179999999931,0.10132142857143409,0.10525880000000148,0.44239981,0.007219787823449376,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-01 20:30:00+00:00,0.10115399999999311,do_nothing,False,0.10013000000000001,1,0.10210282124402661,0.1010657142857198,0.10465440000000148,0,0.09964,0.1013,0.10105000000000001,3780460.0,0,do_nothing,go_short,0.10541467230391023,go_short,go_short,go_short
2474,COTI/USDT:USDT,2024-10-01 20:45:00+00:00,second_buy,short-exit-profit,0.10012000000000001,0.10092000000000001,0.1018608487449456,0.10505284472584281,0.09831000000000001,0,0.10053000000000001,6323872.0,0,False,0.10083599999999311,0.10096428571429124,0.10407920000000148,1.48994668,0.024330585346851542,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-02 18:15:00+00:00,0.10094199999999307,do_nothing,False,0.09789,0,0.10142819297276462,0.10128857142857693,0.10184520000000145,1,0.0975,0.10119,0.10109000000000001,9056428.0,1,do_nothing,go_short,0.10205704901730858,go_short,go_short,go_short
2475,COTI/USDT:USDT,2024-10-02 18:30:00+00:00,second_buy,short-exit-profit,0.09788000000000001,0.09908,0.10101462482310852,0.10181134168269314,0.09701000000000001,1,0.09874000000000001,8862756.0,0,False,0.10028199999999307,0.10078714285714836,0.10172400000000144,1.02736377,0.016771582195928964,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-02 19:00:00+00:00,0.09864999999999308,do_nothing,False,0.09691000000000001,0,0.10006881422246232,0.0995600000000055,0.10133240000000143,1,0.09659000000000001,0.09862000000000001,0.09862000000000001,4960915.0,1,do_nothing,go_short,0.1012280227046409,go_short,go_short,go_short
2476,COTI/USDT:USDT,2024-10-02 19:15:00+00:00,second_buy,short-exit-profit,0.09689,0.09728,0.09944745818823734,0.10084298398577861,0.09383000000000001,1,0.09603,17217167.0,1,False,0.09763399999999309,0.09867571428571978,0.10113040000000142,0.57975634,0.009471247558107918,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-03 15:00:00+00:00,0.096515999999993,do_nothing,False,0.0949,0,0.0966617608358933,0.09667571428571982,0.09710040000000143,1,0.09472000000000001,0.09645000000000001,0.09628,2650485.0,1,do_nothing,go_short,0.09723815690577434,go_short,go_short,go_short
2477,COTI/USDT:USDT,2024-10-03 15:15:00+00:00,second_buy,short-exit-profit,0.09496,0.09576000000000001,0.09639687455344818,0.09706792306090216,0.09464,1,0.09494000000000001,3031921.0,0,False,0.096053999999993,0.09631142857143411,0.09705360000000143,0.9378628,0.015310295546283744,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-03 15:30:00+00:00,0.095189999999993,do_nothing,False,0.09325000000000001,0,0.09591274000676385,0.09582428571429126,0.09695640000000141,1,0.09307000000000001,0.09531,0.09492,4872722.0,1,do_nothing,go_short,0.09678511394527978,go_short,go_short,go_short
2479,COTI/USDT:USDT,2024-10-14 04:00:00+00:00,second_buy,short-exit-profit,0.10293000000000001,0.10447000000000001,0.10099564794204668,0.10017927402666686,0.10272,0,0.10382000000000001,3625215.0,0,False,0.10149999999999268,0.10092857142857685,0.1002480000000014,0.5980122,0.009772631425492144,0,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-14 05:15:00+00:00,0.10333799999999271,do_nothing,False,0.10261,0,0.10228644137302498,0.10334571428571969,0.10093720000000142,1,0.10231000000000001,0.10357000000000001,0.10337,2304316.0,0,do_nothing,go_short,0.10117946014540818,go_short,go_short,go_short
2480,COTI/USDT:USDT,2024-10-14 05:30:00+00:00,second_buy,short-exit-profit,0.10260000000000001,0.10298,0.10232237346948267,0.10127875939389647,0.10224000000000001,1,0.10252000000000001,1057930.0,0,False,0.10316199999999272,0.1032900000000054,0.10105640000000142,0.50125543,0.008185939916586787,0,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-15 15:00:00+00:00,0.10411599999999288,do_nothing,False,0.1015,0,0.10373414635445843,0.10405571428571968,0.10431240000000142,1,0.1013,0.10328000000000001,0.10222,5369722.0,0,do_nothing,go_short,0.10423128198915088,go_short,go_short,go_short
2481,COTI/USDT:USDT,2024-10-15 15:15:00+00:00,second_buy,short-exit-profit,0.1015,0.10191000000000001,0.1033827392230033,0.10402526110106564,0.09928000000000001,1,0.10145000000000001,8957024.0,0,False,0.10308599999999288,0.10376142857143397,0.1041248000000014,0.37939484,0.006198402190813455,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-15 20:30:00+00:00,0.10177799999999286,do_nothing,False,0.10064000000000001,0,0.10233916036804602,0.10210142857143396,0.10273560000000138,1,0.10036,0.10165,0.10165,2518254.0,1,do_nothing,go_short,0.10288456458009569,go_short,go_short,go_short
2469,COTI/USDT:USDT,2024-10-01 16:15:00+00:00,second_buy,short-exit-profit,0.10707000000000001,0.10781,0.11102409562208412,0.114566836014741,0.10598,0,0.10668000000000001,6085918.0,1,False,0.10723999999999308,0.10829142857143408,0.1163596000000015,0.4759045,0.0077653809025071555,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-01 16:45:00+00:00,0.10689799999999308,do_nothing,False,0.10566,0,0.10960470751640343,0.10690285714286264,0.1151932000000015,0,0.10522000000000001,0.10673,0.10642000000000001,4888959.0,1,do_nothing,go_short,0.1133510459659988,go_short,go_short,go_short
2482,COTI/USDT:USDT,2024-10-15 20:45:00+00:00,second_buy,short-exit-profit,0.10062000000000001,0.10093,0.10202082800373125,0.10269089312971823,0.09971000000000001,1,0.10027000000000001,2594530.0,0,False,0.10143399999999285,0.10167428571429109,0.10256600000000139,0.32470325,0.005298203890373532,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-16 06:30:00+00:00,0.10095199999999283,do_nothing,False,0.09952000000000001,1,0.10089852034530217,0.10086857142857683,0.1012528000000014,1,0.09952000000000001,0.10137,0.10132000000000001,1256012.0,0,do_nothing,go_short,0.10121115263126834,go_short,go_short,go_short
2484,COTI/USDT:USDT,2024-10-16 07:30:00+00:00,second_buy,short-exit-profit,0.09898000000000001,0.09952000000000001,0.10022571325848426,0.10077696515057964,0.09885000000000001,1,0.09904,1219976.0,0,False,0.09959999999999283,0.10004428571429115,0.10097120000000141,0.28626736,0.004673232324299365,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-16 14:45:00+00:00,0.0995239999999928,do_nothing,False,0.09844000000000001,1,0.1000514958669445,0.09979428571429112,0.10052480000000141,1,0.09822,0.0999,0.09963000000000001,3818172.0,1,do_nothing,go_short,0.10036278856569583,go_short,go_short,go_short
2485,COTI/USDT:USDT,2024-10-16 15:00:00+00:00,second_buy,short-exit-profit,0.09841000000000001,0.09919000000000001,0.09985741957972227,0.10024628570897762,0.09829,1,0.09879,1272100.0,0,False,0.0994539999999928,0.09958428571429112,0.10048000000000142,0.25586036,0.004177701163947118,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-16 16:15:00+00:00,0.09859799999999279,do_nothing,False,0.09828,0,0.09911798590529272,0.09860285714286256,0.10012960000000141,0,0.09771,0.09870000000000001,0.09841000000000001,3902592.0,1,do_nothing,go_short,0.0997130437417104,go_short,go_short,go_short
2486,COTI/USDT:USDT,2024-10-16 16:30:00+00:00,second_buy,short-exit-profit,0.09828,0.0983,0.09893368038140153,0.09958022568676889,0.09730000000000001,0,0.09792000000000001,2635814.0,0,False,0.09843399999999279,0.09852857142857685,0.10001520000000141,0.47256302,0.007717000120983812,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-17 06:00:00+00:00,0.09761199999999279,do_nothing,False,0.097,1,0.09797647804002689,0.09777714285714824,0.09836160000000137,1,0.09679,0.0979,0.09766000000000001,1992506.0,1,do_nothing,go_short,0.09825974537821552,go_short,go_short,go_short
2487,COTI/USDT:USDT,2024-10-17 06:15:00+00:00,second_buy,short-exit-profit,0.09698000000000001,0.09737000000000001,0.09784471218771507,0.098175319794644,0.09678,1,0.09712000000000001,1662048.0,0,False,0.09750399999999279,0.0975985714285768,0.09832920000000137,0.3635885,0.005937685514958436,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-17 10:00:00+00:00,0.0970679999999928,do_nothing,False,0.09641000000000001,0,0.09711843743618542,0.09709000000000538,0.09750600000000137,1,0.09632,0.0971,0.09697000000000001,1042204.0,1,do_nothing,go_short,0.09746216234709498,go_short,go_short,go_short
2488,COTI/USDT:USDT,2024-10-17 10:15:00+00:00,second_buy,short-exit-profit,0.09638000000000001,0.09670000000000001,0.09691406244600305,0.09733829846953239,0.09573000000000001,1,0.09579000000000001,2825515.0,0,False,0.0967179999999928,0.09688714285714825,0.09737200000000136,0.3001984,0.0049011433145044825,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-17 11:30:00+00:00,0.0954119999999928,do_nothing,False,0.09512000000000001,0,0.09604180458826651,0.09560857142857682,0.09681920000000138,0,0.09475,0.09534000000000001,0.09532,2804080.0,1,do_nothing,go_short,0.09671736821707236,go_short,go_short,go_short
2489,COTI/USDT:USDT,2024-10-17 11:45:00+00:00,second_buy,short-exit-profit,0.09514,0.09545000000000001,0.0959030654208409,0.09660052612691886,0.09480000000000001,0,0.09514,1054305.0,1,False,0.09530799999999279,0.09542714285714825,0.0967180000000014,0.46464052,0.007581684294164905,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-17 18:15:00+00:00,0.09524599999999281,do_nothing,False,0.09423000000000001,0,0.09562393695101248,0.09547571428571966,0.09599800000000142,1,0.09382000000000001,0.09536000000000001,0.09503,5939577.0,1,do_nothing,go_short,0.0959549841181131,go_short,go_short,go_short
2490,COTI/USDT:USDT,2024-10-17 18:30:00+00:00,second_buy,short-exit-profit,0.09421,0.09492,0.09547871588162594,0.09586054085010472,0.09414,1,0.09468000000000001,2490620.0,0,False,0.0949059999999928,0.09527571428571965,0.09598040000000141,2.75851229,0.04501135137983476,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-25 23:15:00+00:00,0.09532999999999271,do_nothing,False,0.09050000000000001,0,0.09583368926260527,0.09589142857143391,0.09681680000000151,1,0.09013,0.09566000000000001,0.09546,18916998.0,1,do_nothing,go_short,0.0966884004235094,go_short,go_short,go_short
2491,COTI/USDT:USDT,2024-10-25 23:30:00+00:00,second_buy,short-exit-profit,0.09047000000000001,0.09253,0.09463312168374292,0.09604703742917538,0.08508,1,0.08803000000000001,37542825.0,0,False,0.0934739999999927,0.0945771428571482,0.0964084000000015,0.26686465,0.004359991267700368,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-26 00:15:00+00:00,0.08860399999999272,do_nothing,False,0.08749000000000001,0,0.09207524122032855,0.09074000000000534,0.09528960000000147,0,0.08700000000000001,0.08929000000000001,0.08925000000000001,9143506.0,1,do_nothing,go_short,0.09442007721540747,go_short,go_short,go_short
2492,COTI/USDT:USDT,2024-10-26 00:30:00+00:00,second_buy,short-exit-profit,0.08748,0.08855,0.091475973340278,0.09395784927352543,0.08691,0,0.08818000000000001,5132244.0,0,False,0.08813999999999271,0.08952428571429105,0.09493080000000147,0.50288199,0.00821103621060232,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-26 15:00:00+00:00,0.08858399999999268,do_nothing,False,0.08732000000000001,1,0.0892972306854941,0.08896571428571962,0.09027520000000143,1,0.08718000000000001,0.0888,0.08864000000000001,2288696.0,1,do_nothing,go_short,0.08998055292305712,go_short,go_short,go_short
2493,COTI/USDT:USDT,2024-10-26 15:15:00+00:00,second_buy,short-exit-profit,0.08732000000000001,0.08788000000000001,0.08901919519541808,0.0897960675213492,0.08717000000000001,1,0.08749000000000001,2323957.0,0,False,0.08831799999999268,0.08857857142857675,0.09013080000000143,0.58042732,0.009472318375028788,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-11-02 14:00:00+00:00,0.08743199999999277,do_nothing,False,0.08673,1,0.08773847472723323,0.08753571428571964,0.08812840000000144,1,0.08657000000000001,0.08739000000000001,0.08735000000000001,1709037.0,1,do_nothing,go_short,0.08802836705371911,go_short,go_short,go_short
2494,COTI/USDT:USDT,2024-11-02 14:15:00+00:00,second_buy,short-exit-profit,0.08669,0.08673,0.08755101707688966,0.08791663616085103,0.08633,1,0.08652000000000001,2458925.0,0,False,0.08724599999999276,0.08734142857143393,0.08804560000000144,0.33101832,0.005407371554107545,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-11-02 14:45:00+00:00,0.08659599999999276,do_nothing,False,0.08591,0,0.08715392346925235,0.08694000000000535,0.08786280000000145,1,0.08572,0.08661,0.08646000000000001,1980359.0,1,do_nothing,go_short,0.08766671824489973,go_short,go_short,go_short
2483,COTI/USDT:USDT,2024-10-16 06:45:00+00:00,second_buy,short-exit-profit,0.09952000000000001,0.10052000000000001,0.10080644029217875,0.10114365984376698,0.09904,1,0.1003,3329849.0,0,False,0.10077199999999283,0.10082714285714826,0.10118480000000141,0.67255214,0.010987652990046289,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-16 07:15:00+00:00,0.10005799999999283,do_nothing,False,0.09898000000000001,0,0.10044129748729957,0.10042857142857686,0.10103040000000141,1,0.09879,0.10014,0.10014,2922112.0,1,do_nothing,go_short,0.10091592236262602,go_short,go_short,go_short
2468,COTI/USDT:USDT,2024-10-01 15:30:00+00:00,second_buy,short-exit-profit,0.10596000000000001,0.10853000000000002,0.11341400306665574,0.11642624596980142,0.10594,1,0.10790000000000001,11568643.0,0,False,0.11011599999999307,0.11169571428571978,0.1179716000000015,0.36109998,0.005897282709532354,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-01 16:00:00+00:00,0.10761199999999307,do_nothing,False,0.10707000000000001,0,0.11181393118973577,0.10946714285714836,0.11691680000000151,0,0.107,0.10868000000000001,0.10862000000000001,3791742.0,1,do_nothing,go_short,0.11519778289592028,go_short,go_short,go_short
2467,COTI/USDT:USDT,2024-10-01 15:00:00+00:00,second_buy,short-exit-profit,0.11332,0.11375,0.1159595580021886,0.11800261329917636,0.10741,1,0.10854000000000001,26413639.0,0,False,0.11360799999999308,0.11480428571429122,0.1191204000000015,1.3365075,0.021815624358465704,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-01 15:15:00+00:00,0.11158399999999306,do_nothing,False,0.10593000000000001,0,0.11441654907877497,0.11298142857143408,0.11850960000000149,1,0.10275000000000001,0.10933000000000001,0.10854000000000001,35688261.0,1,do_nothing,go_short,0.11710834564738552,go_short,go_short,go_short
2466,COTI/USDT:USDT,2024-10-01 14:30:00+00:00,second_buy,short-exit-profit,0.11518,0.11648000000000001,0.11803739919313945,0.11919639215215931,0.11433000000000001,1,0.11491000000000001,4355453.0,1,False,0.11635799999999308,0.11747285714286264,0.1199084000000015,0.72049874,0.01177661560603249,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-10-01 14:45:00+00:00,0.11527999999999308,do_nothing,False,0.11330000000000001,0,0.11730856854804107,0.11641285714286265,0.1196080000000015,1,0.11232,0.11496,0.1149,11346105.0,1,do_nothing,go_short,0.11875962236311047,go_short,go_short,go_short
2442,COTI/USDT:USDT,2024-08-27 22:30:00+00:00,second_buy,short-exit-profit,0.08277000000000001,0.08453000000000001,0.08650578024500506,0.08795913897556083,0.08213000000000001,1,0.08353000000000001,6380249.0,1,False,0.08494599999999304,0.0858000000000052,0.08844000000000159,0.62432436,0.010193099206460917,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-08-28 08:00:00+00:00,0.08349799999999305,do_nothing,False,0.08254,0,0.08374631801820553,0.08361142857143378,0.08424240000000159,1,0.08248000000000001,0.08339,0.08336,1262853.0,1,do_nothing,go_short,0.0842090859961837,go_short,go_short,go_short
2443,COTI/USDT:USDT,2024-08-28 08:15:00+00:00,second_buy,short-exit-profit,0.08253,0.08329,0.08364688447694314,0.08412693147794786,0.082,0,0.08310000000000001,1293197.0,0,False,0.08329399999999304,0.0834757142857195,0.08418200000000159,1.52344159,0.02486283657366876,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-08-28 16:15:00+00:00,0.08250599999999306,do_nothing,False,0.08091000000000001,1,0.08338877895517216,0.08298571428571944,0.08464320000000157,1,0.0809,0.08285000000000001,0.08282,3500667.0,1,do_nothing,go_short,0.08407435677126465,go_short,go_short,go_short
2444,COTI/USDT:USDT,2024-08-28 16:30:00+00:00,second_buy,short-exit-profit,0.08089,0.08113000000000001,0.08302127450053029,0.08384662664005986,0.07991000000000001,1,0.081,4906159.0,0,False,0.08211199999999307,0.08254285714286229,0.08443880000000156,0.84836968,0.013849648529753558,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-08-30 14:45:00+00:00,0.08095399999999306,do_nothing,False,0.07970000000000001,0,0.08127596163195117,0.08123714285714798,0.0818432000000015,1,0.07968,0.08081,0.08076000000000001,1838902.0,1,do_nothing,go_short,0.08157644333821219,go_short,go_short,go_short
2146,COTI/USDT:USDT,2024-02-10 16:30:00+00:00,second_buy,short-exit-profit,0.08714000000000001,0.08754,0.08814882460624317,0.08887131251202801,0.08664000000000001,1,0.08719,18223634.0,0,False,0.08766399999999333,0.08798714285714597,0.08870880000000224,0.43177184,0.007051261539872848,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-02-11 01:30:00+00:00,0.08771999999999332,do_nothing,False,0.0864,0,0.08762254035083425,0.08766857142857458,0.08802720000000223,1,0.08568,0.08779,0.08778000000000001,37709029.0,0,do_nothing,go_short,0.08786333090332342,go_short,go_short,go_short
2445,COTI/USDT:USDT,2024-08-30 15:00:00+00:00,second_buy,short-exit-profit,0.07976000000000001,0.08006,0.08087350599626637,0.08136041049834462,0.07858000000000001,1,0.07866000000000001,3133141.0,0,False,0.08036199999999306,0.08076142857143369,0.0816964000000015,0.47787755,0.007806560692398474,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-08-30 15:30:00+00:00,0.07921199999999307,do_nothing,False,0.07791000000000001,0,0.08017239186714929,0.07981571428571942,0.08137520000000151,1,0.07782,0.07906,0.079,2856941.0,1,do_nothing,go_short,0.08094224494028174,go_short,go_short,go_short
2446,COTI/USDT:USDT,2024-08-30 15:45:00+00:00,second_buy,short-exit-profit,0.07789,0.07831,0.07981663927220325,0.08071393050026086,0.07737000000000001,1,0.07786000000000001,3639292.0,0,False,0.07862399999999307,0.07927285714286227,0.08119280000000151,0.42706161,0.0069746813280506985,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-08-30 16:00:00+00:00,0.07811399999999308,do_nothing,False,0.07715000000000001,1,0.07940638707647968,0.07872428571429084,0.08097560000000151,1,0.07684,0.07816000000000001,0.07788,2036243.0,1,do_nothing,go_short,0.08044993564838969,go_short,go_short,go_short
2447,COTI/USDT:USDT,2024-08-30 16:15:00+00:00,second_buy,short-exit-profit,0.07719000000000001,0.07823000000000001,0.07919771214163665,0.08027216263739786,0.07678,0,0.07805000000000001,3542260.0,0,False,0.07799199999999308,0.0783314285714337,0.08080480000000151,0.3174697,0.0051854082851905325,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-08-30 16:30:00+00:00,0.07770599999999309,do_nothing,False,0.07756,0,0.0789457564275387,0.0780257142857194,0.0806120000000015,0,0.07688,0.07827,0.07807,2512303.0,1,do_nothing,go_short,0.08007126170129432,go_short,go_short,go_short
2448,COTI/USDT:USDT,2024-08-30 16:45:00+00:00,second_buy,short-exit-profit,0.07751000000000001,0.07842,0.07885717851560968,0.07994524231601326,0.07738,0,0.07837000000000001,1852530.0,0,False,0.07779799999999307,0.07798428571429084,0.0804524000000015,0.62926421,0.010279366790694272,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-09-01 14:15:00+00:00,0.07831599999999309,do_nothing,False,0.07746,0,0.07847499996495791,0.07842285714286232,0.07882960000000157,1,0.07705000000000001,0.07845,0.07844000000000001,1734758.0,1,do_nothing,go_short,0.07878468301617425,go_short,go_short,go_short
2449,COTI/USDT:USDT,2024-09-01 14:30:00+00:00,second_buy,short-exit-profit,0.07744000000000001,0.07825,0.07835115381650284,0.07870211390386504,0.07743000000000001,1,0.07767,1246895.0,0,False,0.07805599999999309,0.07827571428571946,0.07874160000000156,0.31064044,0.0050703253406110356,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-09-01 22:30:00+00:00,0.0783279999999931,do_nothing,False,0.07708000000000001,0,0.078736110969246,0.07860000000000524,0.07895080000000157,1,0.07674,0.07813,0.07812000000000001,3018101.0,1,do_nothing,go_short,0.07890322341319311,go_short,go_short,go_short
2450,COTI/USDT:USDT,2024-09-01 22:45:00+00:00,second_buy,short-exit-profit,0.07709,0.07709,0.07843978620474662,0.07874816982703066,0.0762,1,0.07681,2553492.0,0,False,0.07796199999999309,0.07821857142857667,0.07886200000000157,0.35667408,0.005824100591088355,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-09-01 23:00:00+00:00,0.0774479999999931,do_nothing,False,0.07623,0,0.07809981909632406,0.07781142857143382,0.07876480000000158,1,0.07581,0.07739,0.07682,1849170.0,1,do_nothing,go_short,0.07856163872873209,go_short,go_short,go_short
2451,COTI/USDT:USDT,2024-09-01 23:15:00+00:00,second_buy,short-exit-profit,0.07622000000000001,0.07655,0.07775984692765882,0.07836373956364083,0.07575000000000001,1,0.07589000000000001,2691537.0,0,False,0.0768299999999931,0.07741857142857667,0.07866120000000157,0.62486431,0.0101978795857751,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-09-06 19:00:00+00:00,0.07570599999999303,do_nothing,False,0.07508000000000001,0,0.07609034029731021,0.07587285714286264,0.07693680000000135,1,0.07508000000000001,0.07585,0.07574,1205181.0,1,do_nothing,go_short,0.076722167818867,go_short,go_short,go_short
2145,COTI/USDT:USDT,2024-02-10 12:15:00+00:00,second_buy,short-exit-profit,0.08829000000000001,0.08849000000000001,0.0890293255479873,0.090287754627257,0.08635000000000001,1,0.08766,69841420.0,0,False,0.08869999999999337,0.08895857142857454,0.08953600000000224,0.25439338,0.00415539329887305,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-02-10 16:15:00+00:00,0.08799199999999334,do_nothing,False,0.08714000000000001,0,0.08832315635283283,0.08822285714286027,0.08878480000000223,1,0.08672,0.08769,0.08754,23324991.0,1,do_nothing,go_short,0.08900581751299025,go_short,go_short,go_short
2452,COTI/USDT:USDT,2024-09-06 19:15:00+00:00,second_buy,short-exit-profit,0.07508000000000001,0.07588,0.07602413409772403,0.07664348872117314,0.07504000000000001,0,0.07566,1535097.0,0,False,0.07561799999999304,0.07576714285714835,0.07676400000000135,0.3963168,0.006471587866936703,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-09-06 19:45:00+00:00,0.07539799999999304,do_nothing,False,0.07502,0,0.07580142145458348,0.07551571428571978,0.07642440000000135,0,0.07486000000000001,0.0756,0.0755,1694003.0,1,do_nothing,go_short,0.07644480171568342,go_short,go_short,go_short
2453,COTI/USDT:USDT,2024-09-06 20:00:00+00:00,second_buy,short-exit-profit,0.07504000000000001,0.07614,0.07574889507695524,0.07637185344044761,0.075,0,0.07546,3591969.0,0,False,0.07534399999999304,0.07545142857143405,0.07631000000000135,1.36486644,0.022291369270701543,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-09-06 21:00:00+00:00,0.07503999999999303,do_nothing,False,0.07365000000000001,1,0.07528940068000776,0.07510285714286262,0.07598440000000135,1,0.07338,0.07518000000000001,0.07518000000000001,5444682.0,1,do_nothing,go_short,0.07597557706344608,go_short,go_short,go_short
2455,COTI/USDT:USDT,2024-09-11 17:30:00+00:00,second_buy,short-exit-profit,0.09799000000000001,0.10025,0.0954375049723504,0.09366669099194438,0.09799000000000001,0,0.09979,46664142.0,0,False,0.09687799999999304,0.09621571428571983,0.09306360000000154,0.3936968,0.006429992404746963,0,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-09-11 18:15:00+00:00,0.09967199999999303,do_nothing,False,0.099,0,0.09728735508338571,0.09867714285714842,0.09423760000000155,1,0.09876000000000001,0.10249000000000001,0.10163000000000001,62710935.0,0,do_nothing,go_short,0.09500589578565925,go_short,go_short,go_short
2456,COTI/USDT:USDT,2024-09-11 18:30:00+00:00,second_buy,short-exit-profit,0.09898000000000001,0.10026,0.09760006968594176,0.0953254590607956,0.09865,1,0.09932,34617823.0,0,False,0.09993399999999303,0.09922285714286269,0.09457360000000153,0.45798676,0.007480348565619884,0,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-09-11 18:45:00+00:00,0.09965399999999303,do_nothing,False,0.09839,0,0.09772159742656611,0.09943857142857697,0.09485720000000156,1,0.09820000000000001,0.09994000000000001,0.09933,25456681.0,0,do_nothing,go_short,0.09555246209332927,go_short,go_short,go_short
2144,COTI/USDT:USDT,2024-02-10 09:15:00+00:00,second_buy,short-exit-profit,0.08818000000000001,0.08917000000000001,0.08995883188805794,0.09217476231852417,0.08806000000000001,0,0.08893000000000001,28243689.0,0,False,0.08898399999999337,0.08915285714286024,0.0927612000000022,0.305532,0.004985302477148164,1,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-02-10 12:00:00+00:00,0.08900399999999338,do_nothing,False,0.08828000000000001,0,0.08927829382943954,0.08925714285714596,0.08965520000000224,1,0.08724000000000001,0.08936000000000001,0.08903000000000001,66507832.0,1,do_nothing,go_short,0.09049797499743756,go_short,go_short,go_short
2457,COTI/USDT:USDT,2024-09-11 19:00:00+00:00,second_buy,short-exit-profit,0.09839,0.09958,0.09786904397632518,0.09578413156789747,0.09819000000000001,1,0.09868,20697776.0,0,False,0.09941199999999302,0.09953428571429125,0.09515960000000154,0.51774633,0.008459853670193255,0,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-09-11 19:15:00+00:00,0.098603999999993,do_nothing,False,0.09763000000000001,0,0.09783226797996745,0.09922571428571982,0.09538200000000155,1,0.09672000000000001,0.09898000000000001,0.09865,33474424.0,0,do_nothing,go_short,0.09592086256286803,go_short,go_short,go_short
2459,COTI/USDT:USDT,2024-09-20 04:00:00+00:00,second_buy,short-exit-profit,0.11639000000000001,0.11802000000000001,0.11357562268476745,0.11197172921208857,0.11616000000000001,0,0.11802000000000001,4542154.0,0,False,0.11502999999999286,0.11438000000000548,0.11072640000000156,0.38093315,0.006225827902708099,0,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-09-22 22:15:00+00:00,0.1189859999999929,do_nothing,False,0.11712000000000002,0,0.11980529760827353,0.11949857142857691,0.1212348000000016,1,0.1164,0.11848000000000002,0.11808,8402554.0,1,do_nothing,go_short,0.12097060790349494,go_short,go_short,go_short
