,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,ema-12 (exit),sma-25 (exit),short-bid-rl (exit),sma-05 (exit),close (exit),long-bid-rl (exit),long_jcrosk (exit),short_kdj (exit),ema-26 (exit),short-large-rl (exit),low (exit),sma-07 (exit),mean-grad-hist (exit),long-large-rl (exit),long-small-rl (exit),short-small-rl (exit),sma-compare (exit),high (exit),volume (exit),open (exit)
4580,VELO/USDT:USDT,2025-02-08 15:45:00+00:00,second_buy,force_exit,0.018928999999999998,0.018972,0.01907634433180088,0.019016796031706834,0.018764,1,0.018829,1295060.0,0,False,0.019085000000000223,0.01918728571428559,0.01899891999999991,-3.56175587,-0.01593877589780285,0,go_short,go_short,go_short,go_short,go_short,go_short,2025-02-12 13:00:00+00:00,0.01925767240849028,0.01924567999999991,go_short,0.019288000000000204,0.019112999999999998,go_short,0,False,0.01925910290474545,go_short,0.019112999999999998,0.019296285714285537,1,go_short,go_short,go_short,0,0.019317,860650.0,0.019244
1993,CORE/USDT:USDT,2025-02-03 22:15:00+00:00,first_buy,force_exit,0.5607,0.5648000000000001,0.5414349103112314,0.531349844489242,0.5571,0,0.558,79383.2,0,False,0.5497600000000012,0.545014285714317,0.5316399999999892,-6.19525556,-0.02765964342506857,0,go_short,go_short,go_long,go_long,go_long,go_long,2025-02-12 12:30:00+00:00,0.5398869864694138,0.5390199999999885,go_long,0.5403800000000002,0.5418000000000001,go_long,0,False,0.5396020467166794,go_long,0.5404,0.5398000000000306,0,go_long,go_short,go_short,0,0.5437000000000001,29272.2,0.5404
4382,SUI/USDT:USDT,2025-02-04 19:30:00+00:00,first_buy,force_exit,3.8743,3.899,3.7579951954636575,3.68675554707878,3.8363,0,3.8577,4222870.0,0,False,3.802540000000023,3.7741571428571694,3.6985520000000163,-29.7050048,-0.15384985597910397,0,go_short,go_long,go_long,go_long,go_long,go_long,2025-02-12 13:00:00+00:00,3.2808530135232266,3.2770440000000165,go_long,3.289700000000015,3.2699,go_long,0,False,3.2839237258742187,go_long,3.2683,3.2907714285714555,1,go_long,go_short,go_long,0,3.2966,627830.0,3.2915
1767,CETUS/USDT:USDT,2025-02-03 22:30:00+00:00,first_buy,force_exit,0.17284000000000002,0.17587000000000003,0.16798409422838814,0.16398748317306086,0.17176000000000002,0,0.17526000000000003,174966.0,0,False,0.17026999999999998,0.16885000000000244,0.1643640000000007,-57.42616324,-0.2563315236740762,0,go_short,go_long,go_long,go_long,go_long,go_long,2025-02-12 12:30:00+00:00,0.13020710010212858,0.13004360000000056,go_long,0.13045399999999976,0.13077,go_long,1,False,0.1301333349212213,go_long,0.13019,0.13016142857143112,0,go_long,go_short,go_long,0,0.13165000000000002,88288.0,0.13029000000000002
2682,MANEKI/USDT:USDT,2025-02-12 03:30:00+00:00,second_buy,force_exit,0.0017200000000000002,0.001736,0.001759401138929703,0.0017779011624854384,0.0017189999999999998,1,0.0017339999999999999,3601300.0,0,False,0.0017437999999999892,0.0017499999999999473,0.0017822000000000471,-2.1276971,-0.00951412773788783,1,go_short,go_short,do_nothing,do_nothing,go_short,go_short,2025-02-12 12:45:00+00:00,0.0017454179237827944,0.0017407600000000467,go_short,0.001751399999999988,0.0017469999999999999,go_short,0,False,0.00174740979228117,do_nothing,0.001743,0.0017501428571428043,1,do_nothing,go_short,go_short,0,0.001749,704100.0,0.001749
2434,IOST/USDT:USDT,2025-02-03 02:15:00+00:00,second_buy,force_exit,0.0043219999999999995,0.004438999999999999,0.004722415340779131,0.004873915965646175,0.003927,1,0.004429,205728736.0,0,False,0.0045960000000006655,0.004652714285713909,0.004912119999999792,-24.05276003,-0.1090485450067114,1,go_short,go_short,go_short,go_short,go_short,go_short,2025-02-12 12:45:00+00:00,0.004849547785969874,0.004841799999999798,go_short,0.004893400000000667,0.004912,go_short,0,False,0.004870872272687192,go_short,0.004896,0.004880571428571055,0,go_short,go_short,go_short,0,0.0049169999999999995,2513300.0,0.004907
2160,ETH/USDT:USDT,2025-02-03 22:45:00+00:00,first_buy,force_exit,2912.21,2921.18,2793.9570107884356,2745.5102458781753,2871.33,0,2883.19,57630.07,0,False,2839.801999999955,2803.871428571428,2741.4059999999927,-17.92827124,-0.08874278083413006,0,go_long,go_long,go_long,go_long,go_long,go_long,2025-02-12 12:45:00+00:00,2621.6536019658797,2621.9775999999924,go_long,2630.5099999999534,2634.61,go_long,0,False,2626.9727378248285,go_long,2624.25,2628.798571428562,0,go_long,go_long,go_long,0,2636.53,4677.45,2629.62
937,ATOM/USDT:USDT,2025-02-11 07:15:00+00:00,first_buy,force_exit,4.971,4.971,4.910215511756187,4.870396681033751,4.948,1,4.955,23367.5,0,False,4.942799999999417,4.93457142857149,4.849840000000141,-12.46808441,-0.05573723950686458,0,go_short,go_short,go_long,go_long,go_long,go_long,2025-02-12 12:15:00+00:00,4.6491997787696615,4.640280000000139,go_long,4.661599999999419,4.687,go_long,0,False,4.650534027434514,go_long,4.665,4.65257142857149,0,go_long,go_short,go_short,0,4.687,47983.0,4.665
3779,SAGA/USDT:USDT,2025-02-07 22:15:00+00:00,second_buy,force_exit,0.657,0.6575000000000001,0.6706507656131241,0.6847998018203664,0.6427,0,0.649,131189.7,0,False,0.6576800000000015,0.6600571428571398,0.6905799999999924,-20.3535736,-0.0907832022907848,1,go_short,go_short,go_short,go_short,go_short,go_short,2025-02-12 12:45:00+00:00,0.7033636117850789,0.7020679999999926,go_short,0.7055,0.707,go_short,0,False,0.7039253253809683,go_short,0.7024,0.7046714285714245,0,go_short,go_short,go_short,0,0.7081000000000001,5363.2,0.7077
2056,COS/USDT:USDT,2025-02-05 06:30:00+00:00,first_buy,force_exit,0.005253,0.005255999999999999,0.005033308614455811,0.004970520245951346,0.005155,0,0.00521,26837410.0,0,False,0.0050820000000000465,0.005052142857142789,0.004944880000000061,-18.42325792,-0.08209624346774566,0,go_short,go_short,go_long,go_long,go_long,go_long,2025-02-12 12:30:00+00:00,0.004772507210677474,0.0047704800000000595,go_long,0.004784800000000045,0.004797,go_long,0,False,0.0047769805121999215,go_long,0.004797,0.004776714285714216,0,go_long,go_short,go_short,0,0.0048200000000000005,256610.0,0.0048000000000000004
1553,BRETT/USDT:USDT,2025-02-03 22:15:00+00:00,first_buy,force_exit,0.06361,0.06475,0.06118685178162908,0.059571352331672926,0.06338,0,0.06354,17150860.0,0,False,0.061990000000001586,0.06151714285714184,0.059888000000000184,-66.59638259,-0.2974587086215499,0,go_long,go_short,go_long,go_long,go_long,go_long,2025-02-12 12:30:00+00:00,0.04330360871207346,0.04303360000000016,go_long,0.044084000000001546,0.04474,go_long,1,False,0.04366220564995128,go_long,0.04415,0.043894285714284775,0,go_long,go_long,go_short,0,0.045180000000000005,6332490.0,0.0442
1347,AXS/USDT:USDT,2025-02-03 05:15:00+00:00,second_buy,force_exit,3.584,3.643,3.7147418715523224,3.887428049156349,3.584,0,3.627,30246.8,0,False,3.6335999999992112,3.663571428570362,3.9066399999999835,-47.37950355,-0.2143619144236102,1,go_long,go_short,go_short,go_short,go_short,go_short,2025-02-12 12:15:00+00:00,4.324350666692573,4.318199999999983,go_short,4.350399999999216,4.354,go_short,0,False,4.339324919391738,go_short,4.332,4.350571428570362,1,go_short,go_long,go_short,0,4.36,4401.1,4.341
4168,SC/USDT:USDT,2025-02-03 02:15:00+00:00,second_buy,force_exit,0.003698,0.003748,0.00402370098140145,0.004186915304425397,0.0032159999999999997,1,0.003629,140460790.0,0,False,0.0039034000000000477,0.003959000000000125,0.0042259200000000765,-21.04565112,-0.09541588984961814,1,go_short,go_short,do_nothing,do_nothing,go_short,go_short,2025-02-12 12:45:00+00:00,0.003948533775840489,0.0039437200000000845,go_short,0.003967200000000068,0.003973,go_short,0,False,0.003956655013601744,do_nothing,0.003964,0.003962714285714411,1,do_nothing,go_short,go_short,0,0.003975,807320.0,0.003974
756,ARPA/USDT:USDT,2025-02-04 01:30:00+00:00,first_buy,force_exit,0.041420000000000005,0.042170000000000006,0.04054258680541078,0.03995691161815854,0.04127,0,0.04213,2730730.0,0,False,0.04086999999999918,0.04066285714285683,0.039797599999999995,-25.7703975,-0.1150803197132758,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2025-02-12 12:15:00+00:00,0.03666105935005128,0.03657080000000003,go_long,0.03662399999999923,0.036890000000000006,go_long,0,False,0.036663249989352095,go_long,0.036590000000000004,0.03667999999999973,0,go_long,go_long,do_nothing,0,0.036980000000000006,439180.0,0.036590000000000004
514,APE/USDT:USDT,2025-02-02 16:45:00+00:00,first_buy,force_exit,0.8498,0.8524,0.8638895171482617,0.8733064617923997,0.8355,1,0.839,901394.3,0,False,0.8566399999998884,0.8598142857142849,0.873912000000091,-32.17846369,-0.1433946054819475,1,go_short,do_nothing,go_long,go_long,go_long,go_long,2025-02-12 12:15:00+00:00,0.7125887178629667,0.7121920000000901,go_long,0.7158799999998882,0.72,go_long,0,False,0.7143721310928944,go_long,0.7153,0.7141714285714291,0,go_long,go_short,do_nothing,0,0.7208,176966.5,0.7158
3481,PEOPLE/USDT:USDT,2025-02-03 03:00:00+00:00,second_buy,force_exit,0.01701,0.017060000000000002,0.01865346869647039,0.020145947367806224,0.016390000000000002,0,0.01668,17549386.0,1,False,0.017177999999999742,0.01799428571428671,0.02043800000000027,-49.30074943,-0.22322612498289973,1,go_short,go_short,go_long,go_long,go_short,go_short,2025-02-12 12:45:00+00:00,0.020370225573411335,0.020358400000000273,go_short,0.02041199999999969,0.0204,go_short,0,False,0.020395651738816734,go_long,0.020300000000000002,0.020415714285715408,1,go_long,go_short,go_short,0,0.020470000000000002,2448982.0,0.020440000000000003
264,AMB/USDT:USDT,2025-02-06 16:45:00+00:00,second_buy,force_exit,0.0035009999999999998,0.0035139999999999998,0.003606147593943428,0.003680876852648711,0.0034700000000000004,1,0.003482,3860000.0,0,False,0.0035336000000002316,0.003567999999999891,0.0037037200000000835,-73.80127201,-0.3293433295265132,1,go_short,go_short,go_long,go_long,go_short,go_short,2025-02-12 12:15:00+00:00,0.004603031860581072,0.004624320000000082,go_short,0.004613000000000231,0.0046229999999999995,go_short,0,False,0.0046237654475241915,go_long,0.004587,0.004610142857142755,0,go_long,go_short,go_short,0,0.004664,2761130.0,0.004599
2887,MYRIA/USDT:USDT,2025-02-05 11:00:00+00:00,first_buy,force_exit,0.001762,0.0017859999999999998,0.0017373915759182916,0.0017121546758393634,0.001758,0,0.001774,9951340.0,0,False,0.001751400000000063,0.0017478571428571979,0.0017154800000000337,-50.22431496,-0.22377605589176797,0,go_short,go_short,go_long,go_long,go_long,go_long,2025-02-12 12:45:00+00:00,0.0013702321866309536,0.0013705200000000341,go_long,0.0013776000000000617,0.0013809999999999998,go_long,0,False,0.00137575649952639,go_long,0.0013759999999999998,0.0013760000000000558,0,go_long,go_short,go_short,0,0.001387,1900630.0,0.001384
1669,CETUS/USDT:USDT,2024-09-21 17:15:00+00:00,first_buy,long-exit-profit,0.12823,0.13144,0.12670863423563927,0.12461370170811008,0.12783,0,0.1308,2311386.0,0,False,0.1273120000000021,0.12677142857142865,0.12491119999999971,5.31406898,0.023804605180751972,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-25 09:15:00+00:00,0.1297726422278768,0.12998079999999962,go_long,0.1323360000000024,0.13431,go_long,0,False,0.13114339449812856,go_long,0.13306,0.1315928571428572,0,go_long,go_short,go_long,0,0.1351,1015317.0,0.13307000000000002
1668,CETUS/USDT:USDT,2024-09-21 13:15:00+00:00,first_buy,long-exit-profit,0.12724000000000002,0.12742,0.1222268936563623,0.11960479554162415,0.12510000000000002,0,0.12562,2870324.0,0,False,0.1240600000000021,0.12283571428571431,0.11931039999999973,4.15987757,0.018637571608324,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-21 17:00:00+00:00,0.12411879784475889,0.12450959999999972,go_long,0.12626600000000207,0.12823,go_long,0,False,0.12596474955121006,go_long,0.12685000000000002,0.1259742857142858,0,go_long,go_short,go_long,0,0.12896000000000002,1599792.0,0.12685000000000002
1667,CETUS/USDT:USDT,2024-09-21 12:45:00+00:00,first_buy,long-exit-profit,0.12250000000000001,0.12509,0.12058632254483659,0.1184742655197504,0.12241,0,0.12425000000000001,2304549.0,0,False,0.12139800000000207,0.12096571428571432,0.11836759999999971,4.91288694,0.022018303627961575,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-21 13:00:00+00:00,0.11912357918495407,0.11886159999999972,go_long,0.12296600000000209,0.12724000000000002,go_long,0,False,0.12160996523024635,go_long,0.12364000000000001,0.12204285714285716,0,go_long,go_short,go_long,0,0.12751,2624352.0,0.12425000000000001
1666,CETUS/USDT:USDT,2024-09-21 10:30:00+00:00,first_buy,long-exit-profit,0.12209,0.12313,0.11758540714358674,0.11574051987232843,0.11959000000000002,0,0.12001,1778437.0,0,False,0.11877400000000209,0.11808714285714286,0.1147695999999997,4.17358893,0.01870881389254858,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-21 12:30:00+00:00,0.11801220676133044,0.11796079999999971,go_long,0.12056200000000208,0.12250000000000001,go_long,0,False,0.11992019937117052,go_long,0.12061000000000001,0.12046714285714288,0,go_long,go_short,go_long,0,0.12263000000000002,970740.0,0.12069
1665,CETUS/USDT:USDT,2024-09-21 08:00:00+00:00,first_buy,long-exit-profit,0.11755000000000002,0.11982000000000001,0.1147142996181681,0.113375272531807,0.11732000000000001,0,0.11823000000000002,1488269.0,0,False,0.11618800000000207,0.11570142857142861,0.11302239999999966,6.80081044,0.030485094684960475,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-21 10:15:00+00:00,0.1153989614621147,0.1144119999999997,go_long,0.11799800000000209,0.12209,go_long,0,False,0.11714457207878433,go_long,0.1192,0.11743714285714286,0,go_long,go_short,go_long,0,0.12266,3466450.0,0.11948
1664,CETUS/USDT:USDT,2024-09-21 01:45:00+00:00,first_buy,long-exit-profit,0.11539,0.11551000000000002,0.11193355053368703,0.1111933230608931,0.11423000000000001,0,0.11469000000000001,843763.0,0,False,0.11291400000000204,0.11195428571428574,0.11134519999999962,5.10310992,0.02288896037261195,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-21 07:45:00+00:00,0.11298689433435156,0.11288079999999966,go_long,0.11552000000000207,0.11755000000000002,go_long,0,False,0.11407508136692594,go_long,0.11523000000000001,0.11505000000000003,0,go_long,go_short,go_long,0,0.11851,1265579.0,0.11536
1663,CETUS/USDT:USDT,2024-09-20 11:00:00+00:00,first_buy,long-exit-profit,0.11004000000000001,0.11347000000000002,0.1084959911457701,0.10471365510312661,0.11,0,0.11268,3341620.0,0,False,0.10987200000000201,0.10958285714285718,0.10487079999999965,4.86070707,0.02180879112889112,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-21 01:30:00+00:00,0.11091358890576455,0.11119359999999961,go_long,0.11197600000000205,0.11539,go_long,0,False,0.11143237790344832,go_long,0.1119,0.11105857142857144,0,go_long,go_short,go_long,0,0.11572,2441543.0,0.11197000000000001
1662,CETUS/USDT:USDT,2024-09-20 09:00:00+00:00,first_buy,long-exit-profit,0.10782000000000001,0.10891,0.10491409506083707,0.10062106960765756,0.10761000000000001,1,0.10809,634405.0,0,False,0.10785600000000199,0.10753142857142861,0.10000679999999963,3.56592033,0.01600647479082117,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-20 10:45:00+00:00,0.10407634751137673,0.10423799999999965,go_long,0.10922400000000201,0.11004000000000001,go_long,0,False,0.10773526226318285,go_long,0.10799,0.10883571428571433,0,go_long,go_short,go_long,0,0.11089,884368.0,0.10871000000000001
1661,CETUS/USDT:USDT,2024-09-20 08:30:00+00:00,first_buy,long-exit-profit,0.10949,0.11018000000000001,0.10370332285356582,0.09939983959037178,0.10529000000000001,1,0.10569,3311767.0,0,False,0.107362000000002,0.10619000000000003,0.09872359999999965,4.03421145,0.018115010167238384,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-20 08:45:00+00:00,0.10002355517627017,0.09935759999999964,go_long,0.10761800000000199,0.10782000000000001,go_long,0,False,0.10433665779917108,go_long,0.10558000000000001,0.1070071428571429,1,go_long,go_short,go_long,0,0.10822000000000001,1617571.0,0.10569
1660,CETUS/USDT:USDT,2024-09-20 07:45:00+00:00,first_buy,long-exit-profit,0.10654000000000001,0.10865000000000001,0.10113963960126528,0.09723788945006641,0.10602,0,0.10690000000000001,2321076.0,1,False,0.103932000000002,0.10232714285714291,0.09636959999999965,4.91696807,0.022080734976150714,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-20 08:15:00+00:00,0.09889662675760152,0.09809319999999964,go_long,0.10710800000000201,0.10949,go_long,0,False,0.10334210882694142,go_long,0.10814000000000001,0.10533428571428576,1,go_long,go_short,go_long,0,0.11025000000000001,1758810.0,0.10819000000000001
1659,CETUS/USDT:USDT,2024-09-20 07:15:00+00:00,first_buy,long-exit-profit,0.10210000000000001,0.10540000000000001,0.09891999250094075,0.09565891425455746,0.10204,0,0.10442000000000001,777006.0,0,False,0.100570000000002,0.09983000000000006,0.09468399999999966,4.0662552,0.01826405733703186,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-20 07:30:00+00:00,0.09646492060607172,0.09551679999999965,go_long,0.102248000000002,0.10654000000000001,go_long,0,False,0.10009230134694987,go_long,0.10404000000000001,0.10103571428571434,0,go_long,go_short,go_long,0,0.10654000000000001,1327657.0,0.10442000000000001
1670,CETUS/USDT:USDT,2024-09-25 09:30:00+00:00,first_buy,long-exit-profit,0.13431,0.13511,0.13163364149841647,0.1301102242850711,0.1332,0,0.13433,636441.0,0,False,0.13321200000000238,0.13223714285714291,0.1301803999999996,4.88904832,0.021850627597668468,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-25 15:00:00+00:00,0.13404704744809343,0.13483439999999963,go_long,0.13508600000000237,0.13754000000000002,go_long,0,False,0.13494509885473624,go_long,0.13475,0.1347428571428572,0,go_long,go_short,go_long,0,0.13862000000000002,1084813.0,0.13526000000000002
1596,CETUS/USDT:USDT,2024-05-20 23:45:00+00:00,first_buy,long-exit-profit,0.10703000000000001,0.10738,0.10609457294871703,0.10513406783327098,0.10684,0,0.10719000000000001,45973.0,0,False,0.10667800000000179,0.10652999999999968,0.10529519999999966,3.67154678,0.01605747549457235,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-05-21 00:30:00+00:00,0.10580858760833506,0.10567759999999965,go_long,0.10786200000000179,0.10914000000000001,go_long,1,False,0.10702493245095238,go_long,0.10821000000000001,0.10743571428571398,0,go_long,go_short,go_long,0,0.11,274599.0,0.10847000000000001
1657,CETUS/USDT:USDT,2024-09-20 04:45:00+00:00,first_buy,long-exit-profit,0.09591000000000001,0.09742,0.09310647053137007,0.09084798150682709,0.09530000000000001,0,0.09686,283787.0,0,False,0.094794000000002,0.09439714285714294,0.09010679999999965,5.67446134,0.025512480499059065,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-20 05:15:00+00:00,0.09193773448802049,0.09092399999999967,go_long,0.096836000000002,0.09953000000000001,go_long,1,False,0.09464841972956083,go_long,0.09704,0.09583714285714295,0,go_long,go_short,go_long,0,0.0999,1192223.0,0.09736
1656,CETUS/USDT:USDT,2024-09-20 03:45:00+00:00,first_buy,long-exit-profit,0.09361000000000001,0.09411000000000001,0.09090729628074998,0.08924673761272243,0.09309,1,0.09326000000000001,208320.0,0,False,0.09281600000000201,0.09228285714285722,0.08877439999999964,5.86169706,0.02636040776722741,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-20 04:30:00+00:00,0.09036702002737326,0.08973759999999965,go_long,0.094144000000002,0.09591000000000001,go_long,0,False,0.0924240106279828,go_long,0.09444000000000001,0.09372428571428582,0,go_long,go_short,go_long,0,0.09608000000000001,734510.0,0.09452
1655,CETUS/USDT:USDT,2024-09-20 02:45:00+00:00,first_buy,long-exit-profit,0.09197000000000001,0.09276000000000001,0.08879628229454956,0.08786132562852561,0.09117,0,0.09186000000000001,326913.0,0,False,0.089670000000002,0.08852142857142865,0.08765279999999963,3.78303354,0.017014663977433404,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-20 03:30:00+00:00,0.08892567662174022,0.08848119999999965,go_long,0.092558000000002,0.09361000000000001,go_long,0,False,0.09047953196815905,go_long,0.09299,0.09150571428571437,0,go_long,go_short,go_long,0,0.09409000000000001,158652.0,0.0932
1654,CETUS/USDT:USDT,2024-09-18 03:00:00+00:00,first_buy,long-exit-profit,0.08982000000000001,0.09041,0.08735458080465816,0.08635585638283794,0.08925000000000001,0,0.08976,478274.0,0,False,0.0881860000000021,0.08775285714285712,0.08606639999999971,4.89919928,0.02200426576972265,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-20 02:30:00+00:00,0.08754143167880765,0.08742039999999963,go_long,0.088414000000002,0.09197000000000001,go_long,0,False,0.08823924271174038,go_long,0.08993000000000001,0.0878785714285715,0,go_long,go_short,go_long,0,0.0922,438328.0,0.08993000000000001
1653,CETUS/USDT:USDT,2024-09-17 11:00:00+00:00,first_buy,long-exit-profit,0.08727,0.08776,0.08424161551719136,0.08186237297646543,0.08665,1,0.08712,407851.0,0,False,0.08605200000000209,0.08525999999999997,0.08137199999999968,6.42045398,0.028736552685591724,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-18 02:45:00+00:00,0.08608352489346498,0.08584479999999971,go_long,0.0876280000000021,0.08982000000000001,go_long,0,False,0.08691723186005056,go_long,0.0882,0.08716999999999997,0,go_long,go_short,go_long,0,0.08997000000000001,449195.0,0.08831000000000001
1652,CETUS/USDT:USDT,2024-09-17 10:00:00+00:00,first_buy,long-exit-profit,0.08378000000000001,0.08498000000000001,0.0820657291705828,0.08020742767868355,0.08378000000000001,0,0.08472,807827.0,0,False,0.08342400000000208,0.08301142857142858,0.07987599999999967,6.26130033,0.028041009981519895,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-17 10:45:00+00:00,0.08144176281458267,0.08099279999999968,go_long,0.0853840000000021,0.08727,go_long,1,False,0.08371827288395343,go_long,0.08595000000000001,0.08466142857142855,0,go_long,go_short,go_long,0,0.08785000000000001,806742.0,0.08600000000000001
1651,CETUS/USDT:USDT,2024-09-15 02:30:00+00:00,first_buy,long-exit-profit,0.08184000000000001,0.08207,0.08001843055581422,0.078429057622561,0.08133000000000001,1,0.08153,317566.0,0,False,0.08140200000000215,0.08091285714285713,0.07775479999999962,5.54456668,0.0248676872005708,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-17 09:45:00+00:00,0.07984642189297823,0.07954719999999968,go_long,0.08294000000000208,0.08378000000000001,go_long,0,False,0.08158313447432512,go_long,0.08248000000000001,0.08261142857142857,0,go_long,go_short,go_long,0,0.0843,863852.0,0.08278
1650,CETUS/USDT:USDT,2024-09-15 00:45:00+00:00,first_buy,long-exit-profit,0.07929000000000001,0.08031,0.07753359379382609,0.0765785121636495,0.07919000000000001,0,0.08014,582639.0,0,False,0.07840400000000214,0.07799571428571428,0.07606039999999963,4.27415758,0.01917249209487792,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-15 02:15:00+00:00,0.07818098223236587,0.07747959999999962,go_long,0.08107400000000216,0.08184000000000001,go_long,0,False,0.07974359974778043,go_long,0.08105000000000001,0.08071428571428571,1,go_long,go_short,go_long,0,0.082,167585.0,0.08156000000000001
1649,CETUS/USDT:USDT,2024-09-13 21:30:00+00:00,first_buy,long-exit-profit,0.07753,0.07789,0.07714646635101226,0.07617233291821622,0.07746,0,0.07758000000000001,156861.0,0,False,0.07738600000000215,0.07731285714285706,0.0767759999999996,4.36977877,0.019606212297627608,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-15 00:30:00+00:00,0.07629359313674146,0.07584759999999963,go_long,0.07780400000000214,0.07929000000000001,go_long,1,False,0.07705970175633992,go_long,0.07782,0.07751571428571427,0,go_long,go_short,go_long,0,0.07965000000000001,789737.0,0.07797000000000001
1584,CETUS/USDT:USDT,2024-04-15 12:30:00+00:00,first_buy,long-exit-profit,0.13114,0.13174000000000002,0.12817154142864012,0.12574075684308728,0.12964,0,0.13105,193243.0,0,False,0.1292620000000015,0.12932428571428553,0.12582239999999975,7.47196792,0.032604007989642095,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-04-22 03:45:00+00:00,0.12963275752460843,0.12957359999999965,go_long,0.13104400000000133,0.13583,go_long,0,False,0.1304416226797682,go_long,0.13234,0.13018714285714272,0,go_long,go_short,go_long,0,0.13763,425520.0,0.13264
1648,CETUS/USDT:USDT,2024-08-12 16:15:00+00:00,first_buy,long-exit-profit,0.07671,0.07794000000000001,0.07349388055600388,0.07118424942533208,0.07468000000000001,1,0.07555,5850562.0,0,False,0.07531800000000191,0.07463999999999994,0.07149759999999952,3.70782738,0.01653584006992346,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-13 21:15:00+00:00,0.07605971955167352,0.07661039999999959,go_long,0.07728000000000215,0.07753,go_long,0,False,0.0770676420511963,go_long,0.07705000000000001,0.07722999999999991,0,go_long,go_short,go_long,0,0.07777,389766.0,0.07707
1647,CETUS/USDT:USDT,2024-08-12 13:15:00+00:00,first_buy,long-exit-profit,0.07448,0.07484,0.07114799178925103,0.06824117851629015,0.07352,1,0.07383,1654797.0,0,False,0.07345200000000192,0.0728728571428571,0.06693519999999951,8.25246425,0.036828794944181245,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-08-12 16:00:00+00:00,0.07083498937935864,0.07105239999999952,go_long,0.07504200000000191,0.07671,go_long,0,False,0.0731200406570955,go_long,0.07438,0.07377428571428567,0,go_long,go_short,go_long,0,0.07766,2618906.0,0.0751
1658,CETUS/USDT:USDT,2024-09-20 05:30:00+00:00,first_buy,long-exit-profit,0.09953000000000001,0.10012000000000001,0.0952902013096284,0.09244753193335231,0.09863000000000001,1,0.09882,527101.0,0,False,0.097696000000002,0.09663142857142867,0.09134319999999967,6.92485092,0.03112734260275244,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-20 07:00:00+00:00,0.09495802739492205,0.09400159999999964,go_long,0.09925800000000201,0.10210000000000001,go_long,0,False,0.09791999113747542,go_long,0.09970000000000001,0.09903000000000006,0,go_long,go_short,go_long,0,0.10235000000000001,685962.0,0.09970000000000001
1671,CETUS/USDT:USDT,2024-09-25 15:15:00+00:00,first_buy,long-exit-profit,0.13754000000000002,0.13972,0.13534892980016144,0.1343080068963828,0.13704000000000002,0,0.13757,1598865.0,0,False,0.13583400000000237,0.13512142857142861,0.13501439999999965,6.33661925,0.028316947281837885,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-09-28 23:45:00+00:00,0.13657620794552133,0.13653239999999953,go_long,0.13939000000000218,0.14188,go_long,0,False,0.1380318854973342,go_long,0.13929000000000002,0.1385642857142857,0,go_long,go_short,go_long,0,0.14231000000000002,568125.0,0.13929000000000002
