,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,long-bid-rl (exit),sma-25 (exit),ema-12 (exit),sma-07 (exit),low (exit),long_jcrosk (exit),mean-grad-hist (exit),long-small-rl (exit),open (exit),long-large-rl (exit),sma-compare (exit),short-small-rl (exit),short_kdj (exit),short-bid-rl (exit),volume (exit),sma-05 (exit),short-large-rl (exit),ema-26 (exit),close (exit),high (exit)
1244,ETH/USDT:USDT,2024-11-09 19:45:00+00:00,first_buy,force_exit,3082.45,3082.46,3050.86115196481,3042.750372826158,3062.19,0,3065.3,48710.223,0,False,3063.6379999999635,3056.6571428570924,3039.7039999999815,9.57752403,0.15606832708479848,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,3598.0955999999805,3589.68479819551,3578.164285714248,3579.14,0,0,go_long,3584.93,go_long,1,go_long,False,go_long,10967.928,3577.8479999999663,go_long,3584.7068378881304,3589.57,3589.6
1831,LEVER/USDT:USDT,2024-11-23 06:15:00+00:00,first_buy,force_exit,0.0020636,0.0020678,0.0020473079677724164,0.0020327229284300514,0.0020563,0,0.0020667999999999997,49694441.0,0,False,0.0020544600000000192,0.0020523714285714495,0.002039860000000015,8.64329796,0.14074847081994457,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,0.002367184000000015,0.0023608275019622285,0.002356042857142883,0.0023585,0,0,go_long,0.0023607,go_long,1,go_long,False,go_long,23061163.0,0.0023546600000000167,go_long,0.002360633143982166,0.0023707,0.0023723
1756,APT/USDT:USDT,2024-11-24 12:45:00+00:00,first_buy,force_exit,11.9887,11.9901,12.18112553855315,12.447669110418934,11.542300000000001,1,11.6332,1978254.2,0,False,11.991840000000114,12.037742857142893,12.538215999999977,7.60998006,0.12566470187964826,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,13.057963999999991,13.058340219481416,13.084900000000037,13.1103,0,0,go_long,13.1441,go_long,0,go_long,False,go_long,129808.1,13.088060000000107,go_long,13.078116854440268,13.1662,13.1762
134,XLM/USDT:USDT,2024-11-27 10:30:00+00:00,first_buy,force_exit,0.52739,0.5309900000000001,0.49520977428995455,0.4740800357152113,0.52166,1,0.52361,121338083.0,0,False,0.5126800000000025,0.5076614285714289,0.4646420000000013,1.01950082,0.016625878079715124,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,0.5286320000000009,0.5278491754849318,0.530142857142858,0.52881,0,0,go_long,0.5319900000000001,go_long,0,go_long,False,go_long,13575448.0,0.5313120000000028,go_long,0.5287956447236979,0.53357,0.53435
2305,NMR/USDT:USDT,2024-11-24 02:45:00+00:00,second_buy,force_exit,18.38,18.839,18.20996148826447,17.94882941891668,18.38,0,18.719,33574.5,0,False,18.43179999999985,18.34257142857141,17.877600000000022,-5.48719497,-0.09172089841925928,0,go_long,go_long,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,go_short,20.50412000000001,20.424259461331246,20.369000000000035,20.376,0,0,go_long,20.41,go_short,1,go_long,False,go_short,5679.5,20.348199999999885,go_short,20.41068170109912,20.415,20.451
585,TRB/USDT:USDT,2024-11-26 11:45:00+00:00,first_buy,force_exit,66.437,66.896,68.61429192999884,70.02743401396518,65.852,1,66.257,66315.4,0,False,67.53040000000271,67.98457142857214,70.63399999999967,6.96094868,0.11664292686604816,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,73.72023999999959,73.61837776651141,73.67628571428646,74.007,0,0,go_long,74.024,go_long,0,go_long,False,go_long,6680.8,73.69760000000294,go_long,73.7360765729477,74.207,74.237
2243,COTI/USDT:USDT,2024-11-22 21:15:00+00:00,second_buy,force_exit,0.11828000000000001,0.12888000000000002,0.1133733339969865,0.11028068933108542,0.11825000000000001,0,0.12408000000000001,101239335.0,1,False,0.11629199999999289,0.11404857142857672,0.1095868000000015,-12.06855503,-0.19707251243572504,0,do_nothing,do_nothing,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,go_short,0.14923440000000138,0.14819385346245093,0.1475628571428624,0.14792000000000002,0,0,do_nothing,0.14806000000000002,go_short,1,do_nothing,False,go_short,1564625.0,0.14735599999999288,go_short,0.14810268718259634,0.14875000000000002,0.14879
1021,SXP/USDT:USDT,2024-11-26 08:45:00+00:00,first_buy,force_exit,0.3698,0.37470000000000003,0.38619893155963064,0.39087023054421477,0.3687,1,0.37410000000000004,2276113.5,0,False,0.3792599999999876,0.3836999999999568,0.39354399999999146,7.4022153,0.12056248336247032,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,0.4142999999999916,0.4136375974387787,0.4174857142856717,0.4194,0,0,go_long,0.42110000000000003,go_long,0,go_long,False,go_long,859760.5,0.41819999999998736,go_long,0.41662671410870894,0.4207,0.4212
255,DYDX/USDT:USDT,2024-11-27 23:15:00+00:00,first_buy,force_exit,1.682,1.683,1.6434383244588127,1.6232676514727074,1.6440000000000001,1,1.646,1568966.0,1,False,1.6578000000000217,1.6512857142858397,1.6271999999999582,-0.36880355,-0.0060134606891173075,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,1.6322799999999582,1.6280628533917174,1.6304285714286972,1.6360000000000001,0,0,go_long,1.639,go_long,0,go_long,False,go_long,123379.9,1.632200000000021,go_long,1.6317140057001107,1.642,1.643
2073,IOTX/USDT:USDT,2024-11-23 10:45:00+00:00,first_buy,force_exit,0.04467,0.04478,0.04555997882312772,0.045423436374547134,0.04383,1,0.044360000000000004,42283306.0,0,False,0.045207999999999096,0.04571571428571425,0.045730799999999884,5.70204279,0.0928501643940696,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,go_long,0.04882239999999988,0.04881849911521462,0.0485871428571429,0.04854000000000001,0,0,go_long,0.048620000000000003,go_long,1,go_long,False,go_long,1762411.0,0.04854199999999913,go_long,0.048654496049352944,0.048720000000000006,0.048720000000000006
631,LPT/USDT:USDT,2023-01-25 14:15:00+00:00,first_buy,long-exit-profit,8.502,8.761,7.581307807105062,7.248656968791204,8.324,0,8.411,2047385.6,0,False,7.955999999999877,7.774999999999748,7.093239999999815,13.86062667,0.22870304122087928,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-02-07 12:45:00+00:00,go_long,9.710679999999815,9.708883980453386,9.903857142856896,9.928,0,0,go_long,9.98,go_long,0,go_long,False,go_long,341277.3,9.960799999999882,go_long,9.881602603868867,10.369,10.45
659,LPT/USDT:USDT,2023-11-09 16:15:00+00:00,first_buy,long-exit-profit,6.857,6.905,6.794563728751423,6.849643497467715,5.761,1,6.175,604590.4,0,False,6.761999999999797,6.827857142856881,6.8559999999998,12.33702123,0.20160629016425852,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-11-13 13:30:00+00:00,go_long,6.9177599999998,6.942096786502241,6.979999999999733,7.12,0,0,go_long,7.163,go_long,0,go_long,False,go_long,424725.7,7.051199999999805,go_long,6.996028623924298,7.449,7.5
1719,APT/USDT:USDT,2023-10-22 07:30:00+00:00,first_buy,long-exit-profit,5.967,6.266,5.813712268013123,5.721046402607348,5.949,0,6.153,7767568.0,0,False,5.882599999999892,5.857142857142846,5.671359999999977,12.50843319,0.20510495354499256,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-10-31 01:00:00+00:00,go_long,6.916039999999982,6.951154330897928,7.069142857142851,7.257,0,0,go_long,7.263,go_long,0,go_long,False,go_long,2527645.6,7.153599999999907,go_long,7.050627467293941,7.419,7.434
657,LPT/USDT:USDT,2023-10-19 01:45:00+00:00,first_buy,long-exit-profit,5.464,5.464,5.462610590595041,5.482373673895096,5.325,1,5.371,174382.4,0,False,5.451199999999837,5.457714285714018,5.480399999999816,12.30777211,0.20077263251568617,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-10-24 12:45:00+00:00,go_long,6.144799999999812,6.184505988147188,6.286571428571165,6.3,0,0,go_long,6.305,go_long,0,go_long,False,go_long,711958.6,6.323199999999828,go_long,6.257898074201577,6.467,6.606
635,LPT/USDT:USDT,2023-03-16 05:15:00+00:00,first_buy,long-exit-profit,5.521,5.53,5.57493693009073,5.610265488370971,5.476,1,5.502,25371.6,0,False,5.542999999999893,5.5605714285711825,5.607319999999819,11.57778015,0.18938590612527365,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-03-20 09:30:00+00:00,go_long,6.37871999999982,6.426249421541026,6.515285714285462,6.505,0,1,go_long,6.517,go_long,0,go_long,False,go_long,24971.9,6.521199999999892,go_long,6.477303744189694,6.563,6.568
652,LPT/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,long-exit-profit,6.608,6.648,6.598681723937326,6.683857252131934,6.02,1,6.139,2138989.6,0,False,6.536599999999865,6.5671428571426,6.720759999999813,11.99257424,0.19528270002206433,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-24 13:00:00+00:00,go_long,6.745799999999805,6.820099593635106,7.008571428571165,7.0,0,0,go_long,7.083,go_long,0,go_long,False,go_long,2106721.6,7.048999999999867,go_long,6.959547431160209,7.148,7.178
646,LPT/USDT:USDT,2023-08-07 04:00:00+00:00,first_buy,long-exit-profit,4.302,4.64,4.250452756529559,4.187784344459886,4.27,0,4.598,1467430.5,0,False,4.2933999999998775,4.259999999999758,4.162319999999817,13.44305812,0.21955783933919096,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-08 00:00:00+00:00,go_long,5.074639999999816,5.1213657088969065,5.225857142856901,5.312,0,0,go_long,5.312,go_long,0,go_long,False,go_long,2690460.4,5.252399999999876,go_long,5.1839938533041074,5.36,5.44
647,LPT/USDT:USDT,2023-08-08 00:15:00+00:00,first_buy,long-exit-profit,5.356,5.36,5.176917875872706,5.1225978786082464,5.13,1,5.138,3986179.2,1,False,5.238799999999877,5.220999999999758,5.078479999999816,12.94168757,0.21141278853239293,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-11 06:00:00+00:00,go_long,4.987399999999816,5.070540298206752,5.404714285714038,5.46,0,0,go_long,5.48,go_long,0,go_long,False,go_long,5199372.5,5.451599999999881,go_long,5.289261475521597,5.742,5.786
655,LPT/USDT:USDT,2023-09-21 11:00:00+00:00,first_buy,long-exit-profit,5.612,5.6129999999999995,5.659318223247266,5.728452300994129,5.516,1,5.536,278235.0,0,False,5.610599999999836,5.621857142856881,5.745759999999808,11.58637785,0.19007493180098933,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-10-01 13:15:00+00:00,go_long,5.8645599999998135,5.975731958478827,6.4112857142854525,6.48,0,1,go_long,6.499,go_long,0,go_long,False,go_long,1945001.1,6.5035999999998495,go_long,6.232589984066597,6.612,6.6530000000000005
648,LPT/USDT:USDT,2023-08-11 06:15:00+00:00,first_buy,long-exit-profit,5.744,5.95,5.384144325441351,5.1324262020432885,5.736,0,5.906,6859029.4,0,False,5.565599999999881,5.498142857142609,5.036879999999816,12.44542201,0.20438305328757364,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-12 17:30:00+00:00,go_long,6.161279999999813,6.237058528921703,6.454571428571177,6.649,0,0,go_long,6.649,go_long,0,go_long,False,go_long,8040425.8,6.517399999999879,go_long,6.389172473096086,6.795,6.888
649,LPT/USDT:USDT,2023-08-12 17:45:00+00:00,first_buy,long-exit-profit,6.796,6.843,6.442222861850534,6.273869008260836,6.691,0,6.734,5567847.5,0,False,6.607999999999879,6.522285714285464,6.192799999999814,11.84159302,0.19304632970856855,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-13 08:00:00+00:00,go_long,7.251119999999812,7.310682153215555,7.572714285714032,7.57,1,1,go_long,7.766,go_long,0,go_long,False,go_long,5012645.5,7.676199999999876,go_long,7.480379200006931,7.656,7.797
653,LPT/USDT:USDT,2023-08-24 13:15:00+00:00,first_buy,long-exit-profit,7.148,7.214,6.991309364827869,6.8457218459584315,7.039,0,7.166,2464269.6,0,False,7.079399999999867,7.043428571428308,6.773919999999805,11.85556512,0.19447020070771148,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-09-04 08:00:00+00:00,go_long,7.558039999999803,7.467656573657004,7.5987142857140295,7.571,0,0,go_long,7.582,go_long,0,go_long,False,go_long,496542.1,7.591399999999856,go_long,7.579463595763723,7.647,7.66
630,LPT/USDT:USDT,2023-01-22 14:00:00+00:00,first_buy,long-exit-profit,6.736,6.839,6.653134792985174,6.5849980567823385,6.736,0,6.83,50733.9,0,False,6.711199999999875,6.671428571428314,6.5727199999998165,14.69821149,0.24159241506460324,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-01-25 14:00:00+00:00,go_long,7.032239999999815,7.1556695262945,7.55885714285689,7.705,0,0,go_long,7.812,go_long,0,go_long,False,go_long,2854289.2,7.720399999999877,go_long,7.430454681124163,8.5,8.7
650,LPT/USDT:USDT,2023-08-13 08:15:00+00:00,first_buy,long-exit-profit,7.665,7.666,7.46739778462125,7.317001993718106,7.322,1,7.396,7648201.2,0,False,7.6619999999998765,7.589714285714032,7.264079999999812,11.494678,0.18934418745127235,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-13 15:00:00+00:00,go_long,8.105839999999812,8.116573444731216,8.4271428571426,8.537,0,0,go_long,8.600999999999999,go_long,0,go_long,False,go_long,6028024.6,8.50039999999988,go_long,8.362625829274519,8.814,8.859
1721,APT/USDT:USDT,2023-11-09 16:15:00+00:00,first_buy,long-exit-profit,7.404,7.458,7.431932909658461,7.476384311681407,6.225,1,6.908,2750479.5,0,False,7.410399999999908,7.468285714285721,7.493199999999984,11.91807206,0.19585602157751708,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-11-12 08:15:00+00:00,go_long,7.611319999999977,7.691135127067599,7.87371428571429,7.991,0,0,go_long,8.039,go_long,0,go_long,False,go_long,1951336.4,7.957799999999908,go_long,7.81975549672987,8.281,8.29
642,LPT/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,4.427,4.427,4.321563114866152,4.446342534992795,3.151,1,3.525,716168.9,0,False,4.230199999999839,4.303857142856905,4.492479999999817,12.0596669,0.19642323764113936,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-06-21 01:15:00+00:00,go_long,4.139679999999816,4.127145802198558,4.172285714285475,4.193,0,0,go_long,4.198,go_long,0,go_long,False,go_long,69894.5,4.183199999999859,go_long,4.165466920169196,4.233,4.253
