,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,long-bid-rl (exit),sma-25 (exit),ema-12 (exit),sma-07 (exit),low (exit),long_jcrosk (exit),mean-grad-hist (exit),long-small-rl (exit),open (exit),long-large-rl (exit),sma-compare (exit),short-small-rl (exit),short_kdj (exit),short-bid-rl (exit),volume (exit),sma-05 (exit),short-large-rl (exit),ema-26 (exit),close (exit),high (exit)
827,STORJ/USDT:USDT,2023-11-21 15:15:00+00:00,first_buy,long-exit-profit,0.7000000000000001,0.7031000000000001,0.7064806503719978,0.7140637053499365,0.6801,1,0.6885,6191764.0,0,False,0.6988399999999941,0.7035428571428991,0.7144720000000023,11.61027737,0.18928428828847424,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-11-23 10:45:00+00:00,go_long,0.7847840000000025,0.7840104868078414,0.7938857142857564,0.8047000000000001,0,0,go_long,0.8061,go_long,0,go_long,False,go_long,9270259.0,0.7985799999999948,go_long,0.7935847479589201,0.8211,0.8242
2046,IOTX/USDT:USDT,2024-03-10 08:45:00+00:00,first_buy,long-exit-profit,0.07619000000000001,0.07712000000000001,0.07267529800943714,0.07161320089690039,0.07516,0,0.07566,22159726.0,1,False,0.07404999999999948,0.0730428571428569,0.07100719999999995,12.1071748,0.19733311993564845,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-03-13 02:00:00+00:00,go_long,0.08697399999999986,0.08677440576675352,0.08743285714285684,0.08881000000000001,0,0,go_long,0.08905,go_long,0,go_long,False,go_long,24259419.0,0.08822799999999946,go_long,0.08758073068798278,0.09112,0.09190000000000001
829,STORJ/USDT:USDT,2023-12-05 13:30:00+00:00,first_buy,long-exit-profit,0.7989,0.8042,0.8174941828039948,0.8209231277425002,0.7887000000000001,0,0.7932,3847337.0,0,False,0.8020999999999938,0.807728571428614,0.8400520000000026,11.56721723,0.1892001095092633,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-12-15 05:00:00+00:00,go_long,0.8997320000000022,0.905523476879704,0.9353000000000434,0.9408000000000001,0,0,go_long,0.9443,go_long,0,go_long,False,go_long,3823468.0,0.935919999999993,go_long,0.9274834743588539,0.9514,0.9533
830,STORJ/USDT:USDT,2023-12-15 05:15:00+00:00,first_buy,long-exit-profit,0.9514,0.9586,0.9321629398421072,0.9094032193330593,0.9379000000000001,1,0.9579000000000001,5047168.0,0,False,0.943519999999993,0.9380857142857578,0.9039120000000022,11.95876353,0.1948731716725179,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-12-21 05:15:00+00:00,go_long,1.0908720000000012,1.0964544157913982,1.1344285714286164,1.1396,0,0,go_long,1.1418,go_long,0,go_long,False,go_long,4128558.0,1.1369999999999905,go_long,1.1245939084521364,1.1522000000000001,1.155
2045,IOTX/USDT:USDT,2024-03-07 01:15:00+00:00,first_buy,long-exit-profit,0.06343,0.06344000000000001,0.061869107628947935,0.06088258380416084,0.062220000000000004,1,0.06264,5880822.0,0,False,0.06267999999999949,0.062244285714285454,0.060676799999999934,12.79736132,0.20854059071965672,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-03-10 08:30:00+00:00,go_long,0.07079959999999995,0.07128945696865242,0.07226714285714261,0.07455,0,0,go_long,0.07475000000000001,go_long,0,go_long,False,go_long,14602304.0,0.07301199999999948,go_long,0.0721326249202439,0.07618000000000001,0.07622000000000001
2044,IOTX/USDT:USDT,2024-03-05 20:00:00+00:00,first_buy,long-exit-profit,0.05741,0.057530000000000005,0.058800342511487746,0.060095928140274556,0.04655,1,0.053160000000000006,65089984.0,0,False,0.05795799999999949,0.05877571428571402,0.06033599999999988,11.73628962,0.1912062267038991,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-03-07 01:00:00+00:00,go_long,0.06052879999999993,0.06074199050849371,0.06204999999999973,0.06258000000000001,0,0,go_long,0.06258000000000001,go_long,0,go_long,False,go_long,5498859.0,0.062417999999999495,go_long,0.061728945379665744,0.06342,0.06368
834,STORJ/USDT:USDT,2024-01-19 03:45:00+00:00,first_buy,long-exit-profit,0.5514,0.5572,0.5577033103418924,0.5616721441711727,0.548,0,0.5572,949289.0,0,False,0.5545999999999887,0.5560000000000459,0.5625319999999999,11.77597392,0.19193711594155372,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-01-29 10:45:00+00:00,go_long,0.6339400000000003,0.6397271957548772,0.6589428571429025,0.6586000000000001,0,1,go_long,0.6607000000000001,go_long,0,go_long,False,go_long,4280268.0,0.6629599999999884,go_long,0.6521324535366644,0.667,0.6719
1770,LEVER/USDT:USDT,2023-08-17 22:15:00+00:00,first_buy,long-exit-profit,0.001071,0.0010739999999999999,0.0011258697454898943,0.001163687889794635,0.0010429999999999999,0,0.0010429999999999999,2208064021.0,0,False,0.0010742000000000015,0.0011124285714285945,0.0011834399999999994,12.00399832,0.19547108332987745,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-20 02:30:00+00:00,go_long,0.0012189199999999996,0.001220957546846367,0.0012321428571428798,0.0012339999999999999,0,0,go_long,0.001235,go_long,0,go_long,False,go_long,504716191.0,0.0012334000000000004,go_long,0.0012292740165199699,0.001246,0.001248
836,STORJ/USDT:USDT,2024-02-11 21:00:00+00:00,first_buy,long-exit-profit,0.6363,0.6376000000000001,0.6413232643857719,0.6453002430601571,0.6286,1,0.631,1879953.0,0,False,0.6383199999999883,0.6397571428571888,0.6474480000000008,11.76604885,0.19204167097627,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-02-17 08:15:00+00:00,go_long,0.7138520000000019,0.7149815999932685,0.7316571428571867,0.7312000000000001,0,0,go_long,0.7371000000000001,go_long,0,go_long,False,go_long,14457872.0,0.7353999999999894,go_long,0.7276735510630745,0.7572,0.7619
2042,IOTX/USDT:USDT,2024-02-28 17:45:00+00:00,first_buy,long-exit-profit,0.057640000000000004,0.057670000000000006,0.05891603763150106,0.05938180720837082,0.0517,1,0.056060000000000006,72102870.0,0,False,0.058575999999999386,0.05898571428571403,0.059462399999999915,12.798925,0.20859853296001887,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-02-29 02:30:00+00:00,go_long,0.05840399999999992,0.05914395594300061,0.06097142857142831,0.06402000000000001,0,0,go_long,0.06537000000000001,go_long,0,go_long,False,go_long,91445753.0,0.06209399999999943,go_long,0.0606604175666296,0.06794,0.06877000000000001
1771,LEVER/USDT:USDT,2023-08-20 02:45:00+00:00,first_buy,long-exit-profit,0.001246,0.00125,0.0012312318601322822,0.0012225162470799694,0.00124,0,0.001242,525192183.0,0,False,0.0012364000000000006,0.0012338571428571654,0.0012203999999999995,11.71636781,0.1907855778130435,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-22 09:15:00+00:00,go_long,0.0013265200000000007,0.0013346935224242567,0.0013758571428571628,0.001369,0,0,go_long,0.0013700000000000001,go_long,0,go_long,False,go_long,21907321663.0,0.001386999999999999,go_long,0.001359875432729383,0.001475,0.0014900000000000002
839,STORJ/USDT:USDT,2024-03-05 20:00:00+00:00,first_buy,long-exit-profit,0.7408,0.7431,0.7535299319410593,0.7696954643261856,0.5942000000000001,1,0.6721,13963567.0,0,False,0.7422799999999897,0.7532571428571861,0.7745840000000029,11.67589011,0.19091198453806352,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-03-07 10:00:00+00:00,go_long,0.7852960000000025,0.786507148178678,0.7964428571428999,0.7941,0,0,go_long,0.7976000000000001,go_long,0,go_long,False,go_long,726023.0,0.7984599999999904,go_long,0.7923576017606664,0.802,0.8031
2040,IOTX/USDT:USDT,2024-02-17 22:00:00+00:00,first_buy,long-exit-profit,0.05106,0.05135000000000001,0.0501376410853098,0.049529934608618036,0.05079,0,0.05124,9704384.0,0,False,0.05058599999999928,0.05042142857142821,0.04931439999999986,12.55865353,0.2045928704019373,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-02-18 06:00:00+00:00,go_long,0.05203999999999984,0.052806580925580375,0.05507428571428535,0.0585,0,0,go_long,0.060680000000000005,go_long,0,go_long,False,go_long,176458068.0,0.0561219999999993,go_long,0.05462764719310954,0.061810000000000004,0.06262000000000001
841,STORJ/USDT:USDT,2024-03-16 23:15:00+00:00,first_buy,long-exit-profit,0.7103,0.7103,0.7109648715402045,0.7185241326519087,0.6935,1,0.6960000000000001,1502771.0,0,False,0.7087399999999924,0.7097714285714697,0.715332000000003,11.94271894,0.1947947386338844,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-03-28 13:30:00+00:00,go_long,0.8226480000000024,0.8205889646549843,0.8303000000000432,0.8277,0,0,go_long,0.8331000000000001,go_long,0,go_long,False,go_long,2919038.0,0.8316399999999918,go_long,0.8284869687043142,0.8372,0.8441000000000001
2039,IOTX/USDT:USDT,2024-01-18 18:00:00+00:00,first_buy,long-exit-profit,0.042640000000000004,0.042640000000000004,0.043411518534482364,0.04401291454397332,0.04225,1,0.042480000000000004,6331451.0,0,False,0.04283599999999917,0.043024285714285425,0.04421519999999994,11.98877605,0.1952950860987298,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-02-17 21:45:00+00:00,go_long,0.04919479999999986,0.04939312937730748,0.050192857142856775,0.05015000000000001,0,0,go_long,0.05049000000000001,go_long,0,go_long,False,go_long,16617734.0,0.050341999999999276,go_long,0.04993721219172976,0.05106,0.05126000000000001
844,STORJ/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,long-exit-profit,0.5026,0.5083,0.5280327103665916,0.5460734324851546,0.4055,1,0.4596,13579267.0,0,False,0.5172399999999933,0.5265000000000443,0.5529040000000025,11.56285254,0.18905504791737568,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-04-14 23:30:00+00:00,go_long,0.5268880000000025,0.5286917994579774,0.5399142857143296,0.5441,0,0,go_long,0.5461,go_long,0,go_long,False,go_long,444829.0,0.544639999999993,go_long,0.5353714485627651,0.5474,0.5491
1224,ETH/USDT:USDT,2023-10-27 17:15:00+00:00,first_buy,long-exit-profit,1771.39,1773.62,1776.8713874927,1780.80660032671,1735.5,1,1761.38,220576.759,0,False,1773.9659999999699,1777.335714285671,1781.87799999999,12.1404022,0.20251843089955904,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-11-09 23:45:00+00:00,go_long,2046.1191999999899,2052.9525686094385,2099.9914285713885,2102.19,0,0,go_long,2103.09,go_long,0,go_long,False,go_long,177376.974,2105.9399999999705,go_long,2083.788392771214,2131.13,2133.76
2048,IOTX/USDT:USDT,2024-03-19 01:00:00+00:00,first_buy,long-exit-profit,0.06735000000000001,0.06741000000000001,0.06767165873265399,0.06790439214282172,0.06627000000000001,1,0.06651,6512134.0,0,False,0.06760799999999932,0.06774999999999982,0.06780799999999969,12.07565351,0.19669503797856236,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-03-25 01:00:00+00:00,go_long,0.07714759999999975,0.07704577824920363,0.0776585714285712,0.07835,0,0,go_long,0.07839,go_long,0,go_long,False,go_long,14464588.0,0.07789799999999922,go_long,0.07763936305515498,0.07989,0.08017
2036,IOTX/USDT:USDT,2023-12-18 17:15:00+00:00,first_buy,long-exit-profit,0.0487,0.049830000000000006,0.047107626910130075,0.04596567395137786,0.04793000000000001,0,0.04934,212270898.0,0,False,0.04753799999999912,0.04725571428571385,0.045907599999999896,15.79037115,0.2572100814165578,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-12-20 15:15:00+00:00,go_long,0.052719599999999894,0.053791375731434485,0.05741571428571389,0.05709,0,0,go_long,0.05709,go_long,0,go_long,False,go_long,110314851.0,0.057909999999999094,go_long,0.05613337692861863,0.06223000000000001,0.0625
1228,ETH/USDT:USDT,2024-01-18 20:00:00+00:00,first_buy,long-exit-profit,2464.44,2465.03,2470.812773255973,2487.7572485981427,2429.5,1,2439.37,182856.834,0,False,2460.857999999977,2462.28571428568,2495.4759999999897,11.55094375,0.18922019456995845,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-02-19 06:15:00+00:00,go_long,2886.2547999999883,2886.1545707148575,2900.768571428528,2906.7,0,0,go_long,2908.83,go_long,0,go_long,False,go_long,93565.952,2902.407999999968,go_long,2897.8115100325535,2928.32,2928.99
818,STORJ/USDT:USDT,2023-09-15 14:00:00+00:00,first_buy,long-exit-profit,0.36110000000000003,0.36260000000000003,0.3522053055886424,0.3472049517918795,0.357,0,0.35810000000000003,18427541.0,0,False,0.35429999999999184,0.35342857142861084,0.3459440000000004,13.34959323,0.217848622513427,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-09-20 01:00:00+00:00,go_long,0.418128000000001,0.4194930257294978,0.422285714285754,0.42210000000000003,0,0,go_long,0.4228,go_long,0,go_long,False,go_long,47292710.0,0.4227199999999921,go_long,0.42209295757104026,0.437,0.44420000000000004
1234,ETH/USDT:USDT,2024-04-30 09:00:00+00:00,first_buy,long-exit-profit,3096.29,3097.8,3136.89779686703,3157.017661665765,3049.11,1,3066.0,195091.9,0,False,3119.3179999999843,3132.1271428570885,3162.3415999999866,11.94799503,0.19465133791196,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-05-20 23:30:00+00:00,go_long,3413.7591999999845,3453.5688654613245,3644.2085714285195,3640.27,0,1,go_long,3640.75,go_long,0,go_long,False,go_long,130256.008,3645.2699999999872,go_long,3579.481999381308,3683.09,3698.86
1664,CRV/USDT:USDT,2024-08-05 10:45:00+00:00,first_buy,long-exit-profit,0.192,0.193,0.19753909600826075,0.203016688843495,0.188,1,0.192,22166472.5,0,False,0.19479999999997358,0.19600000000003096,0.20171999999999335,12.01948666,0.19574007532634297,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-08-06 14:15:00+00:00,go_long,0.22083999999999335,0.22077263593040192,0.2198571428571738,0.219,0,0,go_long,0.219,go_long,0,go_long,False,go_long,16369897.3,0.22079999999997457,go_long,0.22102473117180674,0.23,0.23
789,STORJ/USDT:USDT,2022-10-31 14:15:00+00:00,first_buy,long-exit-profit,0.42710000000000004,0.4315,0.434062871730979,0.4340175012603623,0.4254,1,0.42860000000000004,2044247.0,0,False,0.4341199999999935,0.4348857142857496,0.43397999999999987,12.45183845,0.20296034659843973,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-11-03 03:45:00+00:00,go_long,0.46804800000000013,0.476024691301724,0.49792857142860714,0.5016,0,0,go_long,0.5103,go_long,0,go_long,False,go_long,10372145.0,0.5012799999999936,go_long,0.4918281220653803,0.5166000000000001,0.5179
2061,IOTX/USDT:USDT,2024-07-16 01:30:00+00:00,first_buy,long-exit-profit,0.045700000000000005,0.04571,0.043898164183489345,0.04306044725012043,0.04542,0,0.045470000000000003,7586177.0,0,False,0.04455999999999939,0.044158571428571394,0.042960799999999626,11.97293751,0.1949709512675424,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-07-21 11:15:00+00:00,go_long,0.05272759999999967,0.052997747039111594,0.05400285714285704,0.05378,0,1,go_long,0.053860000000000005,go_long,0,go_long,False,go_long,24572800.0,0.05403799999999938,go_long,0.05366744353654838,0.05459000000000001,0.054680000000000006
794,STORJ/USDT:USDT,2022-12-30 06:00:00+00:00,first_buy,long-exit-profit,0.2456,0.24580000000000002,0.24628450406281752,0.24691215270312422,0.2434,1,0.2444,564822.0,0,False,0.24591999999999428,0.24615714285717893,0.2471560000000009,12.1769114,0.19838365169443636,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-01-12 01:00:00+00:00,go_long,0.28691600000000056,0.28730455571373326,0.29124285714289344,0.2909,0,0,go_long,0.2914,go_long,0,go_long,False,go_long,2073855.0,0.2920599999999939,go_long,0.28983426414441005,0.2944,0.2947
795,STORJ/USDT:USDT,2023-01-12 01:15:00+00:00,first_buy,long-exit-profit,0.2943,0.29450000000000004,0.29012130042988543,0.28763014417938265,0.291,1,0.2917,1266855.0,0,False,0.29197999999999386,0.2916714285714649,0.28733600000000054,11.91536719,0.19432005691225043,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-01-15 15:45:00+00:00,go_long,0.3338080000000004,0.3351418316245554,0.3387571428571795,0.3423,0,0,go_long,0.3458,go_long,0,go_long,False,go_long,7465018.0,0.340959999999994,go_long,0.33799641130706987,0.34950000000000003,0.3514
2060,IOTX/USDT:USDT,2024-07-04 01:45:00+00:00,first_buy,long-exit-profit,0.038520000000000006,0.03853,0.039150415609523745,0.03943933151931406,0.03773,1,0.038110000000000005,11864253.0,0,False,0.03887999999999946,0.03907285714285718,0.03949399999999957,11.90655691,0.19392918779517773,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-07-16 01:15:00+00:00,go_long,0.042818399999999625,0.04286768303013007,0.04383428571428568,0.044390000000000006,0,0,go_long,0.044390000000000006,go_long,0,go_long,False,go_long,21927393.0,0.044101999999999385,go_long,0.04361237585321468,0.04571,0.04574
797,STORJ/USDT:USDT,2023-01-30 10:15:00+00:00,first_buy,long-exit-profit,0.3655,0.3677,0.3727604445000078,0.37800119753094824,0.3617,0,0.36760000000000004,1341787.0,0,False,0.36647999999999403,0.36987142857146577,0.3797680000000008,12.1024218,0.1981319970064939,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-02-06 00:00:00+00:00,go_long,0.4200640000000008,0.4220064265508951,0.4278142857143232,0.4318,0,0,go_long,0.4328,go_long,0,go_long,False,go_long,5830736.0,0.43069999999999453,go_long,0.427141049621207,0.4424,0.44370000000000004
798,STORJ/USDT:USDT,2023-02-06 00:15:00+00:00,first_buy,long-exit-profit,0.4423,0.44270000000000004,0.4275347342948675,0.42257632088045843,0.428,1,0.4297,8092125.0,0,False,0.43171999999999455,0.42930000000003743,0.4210840000000009,12.1413379,0.198829056366038,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-02-20 07:15:00+00:00,go_long,0.4986160000000009,0.49321878779311723,0.5041857142857519,0.5045000000000001,0,0,go_long,0.5046,go_long,0,go_long,False,go_long,14528074.0,0.5071399999999937,go_long,0.5017799115955256,0.5177,0.5233
1767,LEVER/USDT:USDT,2023-07-24 10:00:00+00:00,first_buy,long-exit-profit,0.001174,0.001174,0.0011764463811442787,0.00118325923627768,0.001089,1,0.0011279999999999999,813248224.0,0,False,0.0011688000000000024,0.0011748571428571604,0.0011830799999999959,12.9175488,0.2103458000331372,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-13 13:30:00+00:00,go_long,0.0013105600000000003,0.001313856673859857,0.0013238571428571652,0.001338,0,0,go_long,0.001338,go_long,0,go_long,False,go_long,968055346.0,0.0013302000000000019,go_long,0.0013239911498973407,0.001375,0.001388
2056,IOTX/USDT:USDT,2024-05-19 21:45:00+00:00,first_buy,long-exit-profit,0.04827000000000001,0.04832,0.04858626028145558,0.04883129815162405,0.048010000000000004,1,0.04825,2265724.0,0,False,0.04842999999999954,0.04851571428571413,0.04880279999999949,12.83008239,0.20895968247124436,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-05-27 18:00:00+00:00,go_long,0.05400359999999949,0.05433845543171714,0.056012857142857087,0.056690000000000004,0,0,go_long,0.0567,go_long,0,go_long,False,go_long,36044821.0,0.05668399999999949,go_long,0.05559920986612048,0.058570000000000004,0.05874000000000001
1769,LEVER/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,long-exit-profit,0.001202,0.0012029999999999999,0.0011541982395685299,0.0011817703546564621,0.000808,1,0.000856,7823282158.0,1,False,0.0011352000000000018,0.0011575714285714518,0.0011929599999999994,15.27094191,0.24866838768707927,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-17 22:00:00+00:00,go_long,0.0011885999999999993,0.0011733429209782058,0.001136000000000023,0.0008309999999999999,0,1,go_long,0.000856,go_long,1,go_long,False,go_long,8026992499.0,0.0011076000000000016,go_long,0.0011409369719426023,0.001068,0.0010919999999999999
1229,ETH/USDT:USDT,2024-02-19 06:30:00+00:00,first_buy,long-exit-profit,2928.31,2934.0,2902.1497392583146,2889.106824735979,2922.5,0,2926.01,53531.28,0,False,2910.0119999999683,2905.1057142856703,2887.939999999988,11.26344352,0.19227941436553875,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-02-29 11:45:00+00:00,go_long,3476.277999999987,3468.8905999047765,3481.0828571428146,3486.87,0,0,go_long,3492.59,go_long,0,go_long,False,go_long,134755.559,3489.645999999969,go_long,3481.92043795091,3519.0,3531.0
806,STORJ/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,0.2651,0.2652,0.2643472582613409,0.2731603556592976,0.2111,1,0.2305,80184189.0,0,False,0.2584599999999915,0.26200000000003837,0.27478800000000037,12.52069965,0.20418270151945417,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-06-24 09:15:00+00:00,go_long,0.27068400000000026,0.2703410803528269,0.27141428571432397,0.2727,0,0,go_long,0.273,go_long,0,go_long,False,go_long,8848569.0,0.27277999999999203,go_long,0.2714587574286188,0.2771,0.2791
807,STORJ/USDT:USDT,2023-06-24 09:30:00+00:00,first_buy,long-exit-profit,0.277,0.2805,0.2719574101319082,0.27066396328965453,0.274,0,0.2747,8532480.0,1,False,0.27361999999999204,0.27238571428575253,0.27083600000000024,13.2249533,0.2156733812906629,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-07-01 11:15:00+00:00,go_long,0.3068600000000003,0.3105266108339993,0.3205857142857524,0.3244,1,0,go_long,0.3271,go_long,0,go_long,False,go_long,35456451.0,0.32343999999999207,go_long,0.31711113819669157,0.3346,0.336
808,STORJ/USDT:USDT,2023-07-01 11:30:00+00:00,first_buy,long-exit-profit,0.3346,0.33490000000000003,0.3184171169356621,0.31164315817962895,0.32530000000000003,1,0.3256,28756876.0,0,False,0.32531999999999206,0.32205714285718096,0.3078640000000003,11.59812577,0.18928294786007552,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-07-04 15:15:00+00:00,go_long,0.36569600000000063,0.36860022091749156,0.3790285714286096,0.3764,0,0,go_long,0.3765,go_long,0,go_long,False,go_long,30389758.0,0.3805199999999925,go_long,0.3754977343169489,0.38780000000000003,0.3941
809,STORJ/USDT:USDT,2023-07-04 15:30:00+00:00,first_buy,long-exit-profit,0.38780000000000003,0.4,0.3787596213451106,0.3706816860347144,0.3859,0,0.3967,41357869.0,0,False,0.3828599999999925,0.38240000000003815,0.3673680000000006,12.74628129,0.2084855646740434,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-07-04 17:15:00+00:00,go_long,0.39346000000000053,0.40348748062013445,0.4465285714286096,0.4551,0,1,go_long,0.4582,go_long,0,go_long,False,go_long,120077488.0,0.45791999999999256,go_long,0.4297172807772879,0.47700000000000004,0.4842
2053,IOTX/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,long-exit-profit,0.05251,0.053090000000000005,0.05499059329122025,0.057061942130321,0.043340000000000004,1,0.04769,87123559.0,0,False,0.05373599999999953,0.05470428571428538,0.05783879999999954,12.04213814,0.19611471437229236,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-04-15 06:45:00+00:00,go_long,0.05375799999999953,0.05399447415037169,0.05503857142857111,0.056310000000000006,0,0,go_long,0.05666,go_long,0,go_long,False,go_long,10343696.0,0.05565799999999953,go_long,0.05479103416528397,0.057190000000000005,0.05747000000000001
814,STORJ/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,long-exit-profit,0.2419,0.242,0.23694620592854498,0.24205805373752992,0.1905,1,0.1923,17198332.0,0,False,0.23315999999999196,0.2371714285714682,0.24352400000000085,11.62449804,0.18931315073220645,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-08-18 06:15:00+00:00,go_long,0.2249280000000007,0.2265123455685356,0.22671428571432536,0.2281,0,0,go_long,0.22820000000000001,go_long,0,go_long,False,go_long,946177.0,0.2275599999999923,go_long,0.22648385607239824,0.22990000000000002,0.2301
816,STORJ/USDT:USDT,2023-09-08 10:15:00+00:00,first_buy,long-exit-profit,0.2533,0.2555,0.25256472566488025,0.24786758166577053,0.249,1,0.2534,17167244.0,0,False,0.2582599999999926,0.25658571428575416,0.24629600000000068,12.77042316,0.20795907696391827,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-09-10 19:15:00+00:00,go_long,0.2931600000000008,0.2941101633049715,0.3002571428571826,0.30110000000000003,0,0,go_long,0.3017,go_long,0,go_long,False,go_long,49811200.0,0.3017399999999927,go_long,0.2989507712212724,0.30670000000000003,0.30810000000000004
817,STORJ/USDT:USDT,2023-09-10 19:30:00+00:00,first_buy,long-exit-profit,0.30670000000000003,0.3075,0.29912757564876896,0.29455385491201064,0.2993,1,0.30010000000000003,33830916.0,1,False,0.30183999999999267,0.3006714285714683,0.2936080000000008,12.29715443,0.2006662739942823,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-09-15 13:45:00+00:00,go_long,0.3450920000000004,0.34633334793522985,0.3523285714286109,0.353,0,0,go_long,0.3534,go_long,0,go_long,False,go_long,36525406.0,0.35267999999999183,go_long,0.35113354296839555,0.36110000000000003,0.365
2050,IOTX/USDT:USDT,2024-04-05 04:45:00+00:00,first_buy,long-exit-profit,0.07175000000000001,0.0718,0.07197295392518127,0.07269720037460595,0.07056000000000001,1,0.07082000000000001,14386644.0,1,False,0.07188799999999941,0.07182857142857099,0.07255999999999968,11.72316273,0.19093061972737768,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-04-08 00:30:00+00:00,go_long,0.08073959999999963,0.08089002158076926,0.08237571428571393,0.08337000000000001,1,0,go_long,0.08358,go_long,0,go_long,False,go_long,31978071.0,0.08298399999999946,go_long,0.0819756823300661,0.08458,0.08509000000000001
941,SXP/USDT:USDT,2022-05-26 11:30:00+00:00,first_buy,long-exit-profit,0.4737,0.4737,0.48131352952216055,0.4904085387366165,0.4656,1,0.4736,1260424.5,0,False,0.4770599999999893,0.47857142857138246,0.4900199999999885,11.76698466,0.1916275542259438,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-06-01 15:45:00+00:00,go_long,0.543255999999989,0.5454525874889902,0.5583142857142397,0.5549000000000001,0,0,go_long,0.5574,go_long,0,go_long,False,go_long,12756413.4,0.5586999999999895,go_long,0.5528501500391613,0.5665,0.5723
2035,IOTX/USDT:USDT,2023-12-15 18:45:00+00:00,first_buy,long-exit-profit,0.0395,0.040850000000000004,0.03849613479700726,0.03775056859042814,0.039420000000000004,0,0.04071,123910910.0,0,False,0.03905199999999916,0.038752857142856645,0.0375583999999999,11.92956241,0.1942567333812024,0,go_long,go_long,go_long,go_long,go_long,go_long,2023-12-18 17:00:00+00:00,go_long,0.0456219999999999,0.04569572786748809,0.04689142857142814,0.046630000000000005,0,0,go_long,0.046860000000000006,go_long,0,go_long,False,go_long,158533567.0,0.04696199999999913,go_long,0.04670174089379009,0.048690000000000004,0.049
850,STORJ/USDT:USDT,2024-07-04 01:45:00+00:00,first_buy,long-exit-profit,0.3516,0.3517,0.35527859884173957,0.35776458896636126,0.3428,1,0.34590000000000004,2050352.0,0,False,0.35381999999999414,0.3552714285714728,0.3577040000000023,11.96786785,0.1952240609069256,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-07-18 11:00:00+00:00,go_long,0.40567200000000264,0.4064369980830206,0.4100714285714724,0.4106,0,0,go_long,0.4106,go_long,0,go_long,False,go_long,1018342.0,0.40999999999999426,go_long,0.4084804746587327,0.4147,0.4151
