,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,volume (exit),sma-07 (exit),short_kdj (exit),low (exit),mean-grad-hist (exit),short-large-rl (exit),sma-05 (exit),sma-compare (exit),long-small-rl (exit),long-bid-rl (exit),close (exit),short-small-rl (exit),open (exit),short-bid-rl (exit),ema-26 (exit),ema-12 (exit),sma-25 (exit),long_jcrosk (exit),long-large-rl (exit),high (exit)
2246,BCH/USDT:USDT,2020-11-24 08:45:00+00:00,first_buy,long-exit-profit,359.53,373.41,350.26391727230873,344.0313737301727,359.36,0,370.63,38448.457,0,False,354.8280000000019,351.7128571428566,344.0439999999997,1.23949075,0.020232288878799277,0,go_long,go_long,go_long,go_long,go_long,go_long,2021-01-03 10:00:00+00:00,49462.511,376.50142857143027,False,380.27,0,go_long,380.6840000000025,0,go_long,go_long,390.52,go_long,383.3,go_long,374.3846965329872,368.5662685493539,366.19719999999984,0,go_long,390.53
2237,BCH/USDT:USDT,2020-11-21 09:30:00+00:00,first_buy,long-exit-profit,274.51,275.5,269.5614249832603,266.32031724610806,271.99,1,273.47,8323.36,0,False,272.25600000000173,271.59428571428504,264.75439999999975,2.22490912,0.03628842631914604,0,go_long,go_long,go_long,go_long,go_long,go_long,2020-11-21 14:15:00+00:00,37461.793,275.6857142857136,False,273.15,0,go_long,277.2400000000019,0,go_long,go_long,283.75,go_long,276.68,go_long,274.54454479273124,271.5042563066945,271.73559999999975,0,go_long,284.47
1883,BAL/USDT:USDT,2021-02-23 23:30:00+00:00,first_buy,long-exit-profit,34.762,34.897,34.09994983420666,33.83659935707224,34.206,1,34.531,2944.8,0,False,34.42580000000006,34.374142857142864,33.57391999999993,1.29565808,0.022016957415515657,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2021-02-24 01:30:00+00:00,5995.6,34.525285714285715,False,34.648,0,go_long,34.48880000000007,0,go_long,do_nothing,35.423,go_long,34.707,do_nothing,34.47690153313801,34.16548544450597,33.85295999999992,0,go_long,35.5
2176,BAL/USDT:USDT,2024-07-04 02:15:00+00:00,first_buy,long-exit-profit,2.581,2.5869999999999997,2.6384674305199063,2.6516196045491034,2.49,1,2.574,350457.2,0,False,2.6147999999998595,2.639000000000143,2.6583200000001117,1.1137448,0.01814800106725573,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2024-07-04 02:45:00+00:00,70294.7,2.616142857143,False,2.604,0,go_long,2.6023999999998595,1,go_long,do_nothing,2.627,go_long,2.6109999999999998,do_nothing,2.6332577461118856,2.6470785361360623,2.6561200000001115,0,go_long,2.638
2173,BAL/USDT:USDT,2024-04-14 08:30:00+00:00,first_buy,long-exit-profit,3.915,3.927,3.877385866524854,3.824307976634224,3.899,1,3.927,21972.9,0,False,3.906399999999831,3.90028571428585,3.7928800000001126,1.01828963,0.016601264387865515,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2024-04-14 23:00:00+00:00,23384.5,3.915428571428707,False,3.979,0,go_long,3.9537999999998292,0,go_long,do_nothing,3.999,go_long,3.983,do_nothing,3.9085132941978555,3.8744462283535417,3.8612800000001135,0,go_long,4.009
2103,BAL/USDT:USDT,2022-09-01 14:15:00+00:00,first_buy,long-exit-profit,7.817,7.821,7.708740974029144,7.608997827935171,7.686,1,7.714,638717.4,0,False,7.743999999999805,7.745000000000252,7.614040000000083,1.1469152,0.018801413681017756,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-09-01 22:30:00+00:00,579045.4,7.722428571428821,False,7.807,0,go_long,7.756799999999805,0,go_long,do_nothing,7.868,go_long,7.818,do_nothing,7.69853250701875,7.652340221737001,7.638040000000085,0,go_long,8.0
2104,BAL/USDT:USDT,2022-09-01 22:45:00+00:00,first_buy,long-exit-profit,7.868,7.886,7.714758275169712,7.663574279386112,7.784,0,7.804,286166.9,0,False,7.781799999999805,7.74900000000025,7.647120000000085,1.10345588,0.0181003298141539,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-09-11 12:45:00+00:00,278899.4,7.845571428571678,False,7.845,0,go_long,7.852399999999811,0,go_long,do_nothing,7.953,go_long,7.865,do_nothing,7.833568277904223,7.787949890115064,7.787440000000078,0,go_long,8.036
2106,BAL/USDT:USDT,2022-10-13 07:15:00+00:00,first_buy,long-exit-profit,4.805,4.805,4.8175843155145905,4.849035034475744,4.75,1,4.7620000000000005,52198.3,0,False,4.799999999999807,4.812428571428819,4.848680000000098,1.20746586,0.01978980077304048,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-13 16:45:00+00:00,29723.1,4.806142857143103,False,4.8100000000000005,0,go_long,4.823599999999807,0,go_long,do_nothing,4.862,go_long,4.8100000000000005,do_nothing,4.776271672631337,4.750716552468332,4.7192000000000975,0,go_long,4.867
2107,BAL/USDT:USDT,2022-10-13 17:00:00+00:00,first_buy,long-exit-profit,4.8629999999999995,4.872,4.787306799918824,4.757922733766974,4.845,1,4.848,24343.9,0,False,4.829399999999807,4.821000000000246,4.728240000000098,1.0106964,0.01652926281639153,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-13 19:15:00+00:00,57796.0,4.890142857143102,False,4.896,0,go_long,4.896799999999807,0,go_long,do_nothing,4.938,go_long,4.896,do_nothing,4.86841951166356,4.822437811537839,4.794520000000097,0,go_long,4.968
2108,BAL/USDT:USDT,2022-10-13 19:30:00+00:00,first_buy,long-exit-profit,4.938,4.956,4.878970356023012,4.830923899572073,4.931,1,4.937,20940.3,0,False,4.905799999999807,4.899428571428816,4.806200000000097,1.83074654,0.02990538455866923,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-14 01:45:00+00:00,99038.0,4.972428571428815,False,5.002,0,go_long,4.988599999999805,0,go_long,do_nothing,5.09,go_long,5.002,do_nothing,4.9803530263721845,4.9533841897638204,4.970160000000096,0,go_long,5.097
2109,BAL/USDT:USDT,2022-10-14 02:00:00+00:00,first_buy,long-exit-profit,5.089,5.117,4.999683330007233,4.96468906459613,5.089,0,5.106,22298.1,0,False,5.021399999999805,4.9980000000002445,4.977320000000097,1.11579809,0.018192378355421833,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-17 04:45:00+00:00,159716.6,5.167571428571675,False,5.177,0,go_long,5.175399999999801,0,go_long,do_nothing,5.206,go_long,5.177,do_nothing,5.161402127143817,5.144447507702053,5.146320000000096,0,go_long,5.215
2110,BAL/USDT:USDT,2022-10-17 05:00:00+00:00,first_buy,long-exit-profit,5.205,5.206,5.167032569121692,5.148414358983382,5.187,0,5.198,67781.8,0,False,5.179199999999801,5.175857142857389,5.1480000000000965,1.05489441,0.017178019394710347,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-17 13:45:00+00:00,95045.7,5.2501428571431035,False,5.259,0,go_long,5.263999999999803,0,go_long,do_nothing,5.297,go_long,5.259,do_nothing,5.24104725820707,5.214252537070329,5.205840000000097,0,go_long,5.314
2111,BAL/USDT:USDT,2022-10-17 14:00:00+00:00,first_buy,long-exit-profit,5.297,5.302,5.24519383386752,5.218233830620675,5.263,1,5.268,56981.6,0,False,5.266799999999803,5.259571428571675,5.210200000000096,0.9160742,0.014981583891441531,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-18 03:45:00+00:00,117430.1,5.284428571428821,False,5.293,0,go_long,5.292399999999803,0,go_long,do_nothing,5.354,go_long,5.298,do_nothing,5.282259063901776,5.26537649790008,5.269520000000093,0,go_long,5.37
2112,BAL/USDT:USDT,2022-10-18 04:00:00+00:00,first_buy,long-exit-profit,5.355,5.356,5.290680746378426,5.270681942500074,5.331,0,5.337,28061.6,0,False,5.3049999999998025,5.295714285714536,5.273720000000093,0.9032448,0.014825406846384555,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-18 06:30:00+00:00,127279.6,5.371714285714535,False,5.388,0,go_long,5.377399999999803,0,go_long,do_nothing,5.429,go_long,5.39,do_nothing,5.358250679163724,5.3227184019322955,5.312880000000092,0,go_long,5.444
2113,BAL/USDT:USDT,2022-10-18 06:45:00+00:00,first_buy,long-exit-profit,5.429,5.437,5.369442882369305,5.330739261048421,5.406,0,5.431,47707.5,0,False,5.394599999999803,5.381857142857392,5.318200000000092,0.90915512,0.01493159101728952,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-19 07:00:00+00:00,112510.9,5.482285714285963,False,5.489,0,go_long,5.492599999999799,0,go_long,do_nothing,5.523,go_long,5.489,do_nothing,5.473569463939303,5.457485591061444,5.447440000000093,0,go_long,5.527
2114,BAL/USDT:USDT,2022-10-19 07:15:00+00:00,first_buy,long-exit-profit,5.522,5.5969999999999995,5.4868664694871025,5.465079250982819,5.495,0,5.5600000000000005,328470.3,0,False,5.508199999999799,5.495285714285963,5.453280000000093,1.416162,0.023136065229967008,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-19 07:45:00+00:00,429684.0,5.538571428571677,False,5.525,0,go_long,5.560399999999798,0,go_long,do_nothing,5.695,go_long,5.533,do_nothing,5.525022738508517,5.4868374922692205,5.467960000000091,0,go_long,5.724
2115,BAL/USDT:USDT,2022-10-19 08:00:00+00:00,first_buy,long-exit-profit,5.699,5.724,5.541634624891822,5.497664344693723,5.553,0,5.633,787780.7,0,False,5.588999999999798,5.559000000000248,5.4749200000000915,1.10643955,0.018168961604963736,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-19 12:00:00+00:00,446922.8,5.685285714285962,False,5.697,0,go_long,5.690399999999799,0,go_long,do_nothing,5.736,go_long,5.709,do_nothing,5.668797002413552,5.617339896241304,5.615040000000091,0,go_long,5.75
2116,BAL/USDT:USDT,2022-10-19 15:15:00+00:00,first_buy,long-exit-profit,6.067,6.111,5.976413689801562,5.845810730041895,6.046,1,6.092,677474.8,0,False,6.075599999999798,6.092285714285963,5.812000000000092,1.14564678,0.018790055454314197,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-19 22:15:00+00:00,1107756.3,6.11685714285739,False,6.115,0,go_long,6.125799999999797,0,go_long,do_nothing,6.199,go_long,6.127,do_nothing,6.096633666641461,6.046625491762774,6.058640000000093,0,go_long,6.265
2117,BAL/USDT:USDT,2022-10-19 22:30:00+00:00,first_buy,long-exit-profit,6.199,6.23,6.100843871773543,6.052356936817383,6.1,1,6.124,876204.6,0,False,6.128999999999797,6.120714285714533,6.060360000000093,0.93397514,0.015233340373911802,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-23 02:45:00+00:00,95852.0,6.137857142857386,False,6.168,0,go_long,6.153599999999801,0,go_long,do_nothing,6.21,go_long,6.186,do_nothing,6.1372151277468205,6.122279411113766,6.12444000000009,0,go_long,6.21
2118,BAL/USDT:USDT,2022-10-23 03:00:00+00:00,first_buy,long-exit-profit,6.209,6.217,6.143643569631925,6.12648093621645,6.179,0,6.179,54305.4,1,False,6.169799999999801,6.149000000000243,6.1266000000000895,1.00634587,0.016431965765593304,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-23 22:15:00+00:00,259243.3,6.196428571428813,False,6.208,0,go_long,6.212399999999801,0,go_long,do_nothing,6.295,go_long,6.208,do_nothing,6.181288264484593,6.1391419568094125,6.113880000000088,0,go_long,6.35
2119,BAL/USDT:USDT,2022-10-23 22:30:00+00:00,first_buy,long-exit-profit,6.295,6.346,6.203859300717732,6.1531314414901965,6.283,0,6.328,82466.4,0,False,6.2391999999998005,6.220571428571671,6.126320000000089,2.60166826,0.04277711708684216,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-25 17:15:00+00:00,1683956.4,6.372142857143106,False,6.397,0,go_long,6.408999999999807,0,go_long,do_nothing,6.612,go_long,6.399,do_nothing,6.343954632143031,6.26178322674246,6.233760000000088,1,go_long,6.851
2120,BAL/USDT:USDT,2022-10-25 17:30:00+00:00,first_buy,long-exit-profit,6.611,6.618,6.38211545796718,6.286243728465241,6.52,0,6.592,544424.3,0,False,6.4613999999998075,6.419714285714535,6.253680000000089,0.8621844,0.014047532931197424,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-25 18:30:00+00:00,198716.7,6.587714285714534,False,6.598,1,go_long,6.620599999999806,0,go_long,do_nothing,6.697,go_long,6.627,do_nothing,6.506140766083032,6.37782135445277,6.333120000000091,0,go_long,6.703
2121,BAL/USDT:USDT,2022-10-25 18:45:00+00:00,first_buy,long-exit-profit,6.699,6.755,6.527965263608719,6.397834587456269,6.641,1,6.648,308548.0,0,False,6.631799999999805,6.623285714285962,6.353600000000091,1.06663439,0.017419566544475813,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-26 10:45:00+00:00,82168.7,6.7318571428573915,False,6.747,0,go_long,6.737599999999809,0,go_long,do_nothing,6.773,go_long,6.747,do_nothing,6.71447462305496,6.675097016244962,6.664920000000091,0,go_long,6.799
2122,BAL/USDT:USDT,2022-10-26 11:00:00+00:00,first_buy,long-exit-profit,6.774,6.781,6.724555450277274,6.682867607634224,6.748,0,6.78,42511.3,0,False,6.749599999999809,6.7395714285716775,6.671440000000091,0.938898,0.015371354309407406,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-26 14:30:00+00:00,491051.1,6.741142857143103,False,6.874,0,go_long,6.777999999999807,0,go_long,do_nothing,6.898,go_long,6.884,do_nothing,6.750647333243748,6.7167692333748885,6.724600000000092,0,go_long,7.0
2102,BAL/USDT:USDT,2022-08-12 11:30:00+00:00,first_buy,long-exit-profit,7.7,7.879,7.346120387736797,6.974191909798437,7.65,1,7.726,1185148.2,0,False,7.634599999999756,7.774857142857395,6.789000000000085,1.04386454,0.01708552279958382,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-09-01 14:00:00+00:00,669263.6,7.752285714285967,False,7.759,1,go_long,7.748599999999806,0,go_long,do_nothing,7.817,go_long,7.774,do_nothing,7.707784787488989,7.6005976541699845,7.601560000000083,0,go_long,7.9
2123,BAL/USDT:USDT,2022-10-26 14:45:00+00:00,first_buy,long-exit-profit,6.898,6.942,6.773932358898556,6.730490030902675,6.8629999999999995,0,6.902,193930.4,0,False,6.829399999999806,6.777000000000247,6.735480000000092,1.20778207,0.019865379838938227,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-10-29 08:00:00+00:00,156290.2,6.940142857143096,False,6.945,0,go_long,6.955199999999809,0,go_long,do_nothing,7.049,go_long,6.947,do_nothing,6.922161263529013,6.862606325293416,6.850880000000094,0,go_long,7.059
2101,BAL/USDT:USDT,2022-08-12 10:30:00+00:00,first_buy,long-exit-profit,9.719,9.811,7.035676824953942,6.724267793242088,7.335,0,7.521,4615745.1,0,False,7.347999999999756,7.085285714285966,6.585880000000086,1.3185018,0.02161863661464831,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-08-12 11:15:00+00:00,1350928.9,7.599000000000252,False,7.54,1,go_long,8.033199999999756,0,go_long,do_nothing,7.7010000000000005,go_long,7.628,do_nothing,7.277051367325305,6.9140472625823115,6.735960000000086,0,go_long,7.744
2099,BAL/USDT:USDT,2022-07-30 15:45:00+00:00,first_buy,long-exit-profit,6.4879999999999995,6.596,6.358100764402363,6.28599106447311,6.481,0,6.536,99769.5,0,False,6.417399999999738,6.391000000000254,6.249680000000094,1.70258271,0.027969187820501777,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-30 17:45:00+00:00,745649.7,6.49757142857168,False,6.494,0,go_long,6.5177999999997365,0,go_long,do_nothing,6.736,go_long,6.494,do_nothing,6.479702051104356,6.388956468573911,6.357720000000093,0,go_long,6.95
2079,BAL/USDT:USDT,2022-05-30 22:45:00+00:00,first_buy,long-exit-profit,7.768,7.869,7.6986169474375705,7.589807730606333,7.74,0,7.842,36671.5,0,False,7.760999999999707,7.745714285714529,7.5592800000001095,0.86132783,0.014067371658155015,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-05-31 03:15:00+00:00,62607.8,7.726571428571672,False,7.882,0,go_long,7.796599999999709,0,go_long,do_nothing,7.968,go_long,7.883,do_nothing,7.7387123081179645,7.679298656005058,7.708040000000104,0,go_long,7.9719999999999995
2080,BAL/USDT:USDT,2022-05-31 03:30:00+00:00,first_buy,long-exit-profit,7.969,7.99,7.7715257991767395,7.6994987555602385,7.939,0,7.952,45465.6,0,False,7.866999999999709,7.786714285714529,7.718600000000105,1.2259433,0.02000180598883204,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-06-09 01:30:00+00:00,249904.7,7.768714285714528,False,7.965,0,go_long,7.806399999999724,0,go_long,do_nothing,8.128,go_long,8.022,do_nothing,7.79923193573128,7.777134791509833,7.771080000000109,0,go_long,8.173
2081,BAL/USDT:USDT,2022-06-09 01:45:00+00:00,first_buy,long-exit-profit,8.128,8.138,7.812734714849545,7.785272955101697,7.861,0,7.8870000000000005,220359.4,0,False,7.859999999999724,7.79957142857167,7.772120000000109,1.05710949,0.017391554267853215,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-06-09 09:30:00+00:00,125470.3,7.904285714285957,False,7.873,0,go_long,7.937599999999728,0,go_long,do_nothing,8.041,go_long,7.956,do_nothing,7.8877563117802145,7.84589011482663,7.838320000000106,0,go_long,8.052
2083,BAL/USDT:USDT,2022-06-13 15:45:00+00:00,first_buy,long-exit-profit,4.956,5.069,4.988976956764509,5.065131895696372,4.944,0,5.063,73150.2,0,False,4.921999999999729,4.920142857143101,5.0437200000001035,0.99262416,0.016183471849133203,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-06-13 16:15:00+00:00,133514.1,4.974428571428815,False,5.005,0,go_long,5.030199999999729,0,go_long,do_nothing,5.156,go_long,5.055,do_nothing,5.023267525257429,5.07116794898523,5.048680000000103,0,go_long,5.179
2084,BAL/USDT:USDT,2022-06-13 20:30:00+00:00,first_buy,long-exit-profit,5.045,5.167,5.029237091432635,5.0434195072775,5.044,0,5.163,60245.1,0,False,5.004399999999729,4.9952857142859575,5.017640000000102,2.55134665,0.041836106523074096,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-06-24 08:30:00+00:00,376441.7,5.138000000000248,False,5.126,0,go_long,5.161199999999725,0,go_long,do_nothing,5.32,go_long,5.128,do_nothing,5.103476156658868,5.029526581178194,5.041160000000099,0,go_long,5.3629999999999995
2085,BAL/USDT:USDT,2022-06-24 08:45:00+00:00,first_buy,long-exit-profit,5.32,5.383,5.120018286403657,5.042969056646476,5.208,0,5.211,370707.2,1,False,5.173799999999725,5.163285714285962,5.045880000000099,0.9767862,0.016008176084951517,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-06-24 09:30:00+00:00,170982.0,5.2158571428573905,False,5.164,0,go_long,5.255799999999725,0,go_long,do_nothing,5.304,go_long,5.207,do_nothing,5.172491733820332,5.0858671701519675,5.066480000000099,0,go_long,5.326
2086,BAL/USDT:USDT,2022-06-24 09:45:00+00:00,first_buy,long-exit-profit,5.304,5.368,5.192416082463358,5.10187700939997,5.244,1,5.302,262233.2,0,False,5.252199999999725,5.244142857143105,5.076880000000099,1.440444,0.023591792822562057,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-06-24 10:30:00+00:00,317988.7,5.296142857143105,False,5.301,0,go_long,5.325799999999726,0,go_long,do_nothing,5.437,go_long,5.309,do_nothing,5.2544778360303726,5.152013121570621,5.119880000000099,0,go_long,5.476
2087,BAL/USDT:USDT,2022-06-24 10:45:00+00:00,first_buy,long-exit-profit,5.44,5.45,5.2716350920257,5.167864001454279,5.361,1,5.366,265060.9,0,False,5.338199999999726,5.314285714285963,5.1353200000001,6.01360554,0.09817106475765978,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-06-24 19:15:00+00:00,1113820.3,5.448000000000247,False,5.432,0,go_long,5.488199999999726,0,go_long,do_nothing,5.906,go_long,5.44,do_nothing,5.452347649465207,5.378569468923815,5.3509600000001,0,go_long,6.0
2088,BAL/USDT:USDT,2022-06-24 20:15:00+00:00,first_buy,long-exit-profit,5.861,5.915,5.633737611982077,5.4963389365863105,5.769,1,5.832,467535.8,0,False,5.838599999999726,5.717285714285962,5.4363600000001,1.8180645,0.02965472723744625,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-06-24 20:45:00+00:00,486623.2,5.866142857143106,False,5.828,1,go_long,5.868199999999726,0,go_long,do_nothing,6.017,go_long,5.854,do_nothing,5.721244089052256,5.5593687727934755,5.4881200000001,0,go_long,6.037
2089,BAL/USDT:USDT,2022-06-24 21:45:00+00:00,first_buy,long-exit-profit,5.687,5.789,5.726990256217012,5.604891141015562,5.687,1,5.786,146865.1,0,False,5.787199999999726,5.803000000000249,5.5642800000001,0.93755811,0.015276714692963812,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-19 13:30:00+00:00,23690.2,5.769714285714544,False,5.757,0,go_long,5.782199999999735,0,go_long,do_nothing,5.815,go_long,5.779,do_nothing,5.760913783196521,5.731320592857354,5.718720000000095,0,go_long,5.835
2090,BAL/USDT:USDT,2022-07-19 13:45:00+00:00,first_buy,long-exit-profit,5.816,5.868,5.769234739627826,5.7375190674605125,5.797,0,5.815,59538.9,0,False,5.798999999999736,5.780857142857401,5.725680000000096,1.07130785,0.017537403932546984,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-22 10:30:00+00:00,36498.6,5.894714285714545,False,5.88,1,go_long,5.901399999999735,0,go_long,do_nothing,5.93,go_long,5.889,do_nothing,5.8732833357727126,5.822514742021113,5.815000000000095,0,go_long,5.94
2091,BAL/USDT:USDT,2022-07-22 10:45:00+00:00,first_buy,long-exit-profit,5.93,5.939,5.880470514884603,5.829735872241772,5.9,1,5.92,20935.3,0,False,5.908199999999735,5.902571428571688,5.824840000000095,0.89254669,0.0146255195128578,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-27 22:15:00+00:00,119645.7,5.945285714285966,False,5.961,1,go_long,5.956599999999733,0,go_long,do_nothing,6.019,go_long,5.987,do_nothing,5.865410724661732,5.665383330946122,5.61340000000009,0,go_long,6.027
2092,BAL/USDT:USDT,2022-07-27 22:30:00+00:00,first_buy,long-exit-profit,6.02,6.089,5.897501382406081,5.695651232357521,6.01,1,6.074,109045.0,0,False,5.994399999999733,5.97057142857168,5.649480000000091,1.0113433,0.016469042975463786,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-28 03:00:00+00:00,288721.9,6.067857142857394,False,6.062,0,go_long,6.0709999999997315,0,go_long,do_nothing,6.187,go_long,6.071,do_nothing,6.056424537740934,5.965065212380806,6.0271600000000936,0,go_long,6.246
2093,BAL/USDT:USDT,2022-07-28 03:15:00+00:00,first_buy,long-exit-profit,6.187,6.189,6.067897685780791,5.977356678130376,6.126,0,6.131,74262.4,0,False,6.0873999999997315,6.079000000000252,6.034920000000093,1.64338055,0.026786405795216368,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-28 16:00:00+00:00,193423.5,6.038142857143109,False,6.068,0,go_long,6.0891999999997335,0,go_long,do_nothing,6.31,go_long,6.126,do_nothing,6.041397411145607,6.009090096712364,5.996280000000093,0,go_long,6.319
2094,BAL/USDT:USDT,2022-07-28 16:15:00+00:00,first_buy,long-exit-profit,6.307,6.31,6.062720886353976,6.021750089548485,6.166,0,6.18,109068.7,1,False,6.128599999999733,6.079714285714537,6.003600000000092,1.0347777,0.016896210585530976,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-28 17:15:00+00:00,28449.8,6.226428571428822,False,6.221,1,go_long,6.229599999999732,0,go_long,do_nothing,6.294,go_long,6.229,do_nothing,6.152157154760287,6.080606939867035,6.039280000000092,0,go_long,6.304
2095,BAL/USDT:USDT,2022-07-28 17:30:00+00:00,first_buy,long-exit-profit,6.297,6.33,6.177363746335628,6.098043462839848,6.272,0,6.316,45799.9,0,False,6.256799999999732,6.253428571428822,6.050800000000092,0.89867456,0.01465162380055754,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-29 06:45:00+00:00,35736.5,6.379428571428824,False,6.396,1,go_long,6.393999999999737,0,go_long,do_nothing,6.423,go_long,6.405,do_nothing,6.362833364799235,6.31155169437797,6.295360000000091,0,go_long,6.48
2096,BAL/USDT:USDT,2022-07-29 07:00:00+00:00,first_buy,long-exit-profit,6.423,6.426,6.353474385599352,6.310844161461083,6.259,1,6.302,27987.1,1,False,6.374999999999737,6.37414285714311,6.29972000000009,1.94513557,0.03178818011664399,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-29 08:00:00+00:00,301285.8,6.325428571428824,False,6.223,0,go_long,6.289999999999737,0,go_long,do_nothing,6.52,go_long,6.224,do_nothing,6.330986256768325,6.306944741882421,6.31688000000009,0,go_long,6.564
2097,BAL/USDT:USDT,2022-07-29 08:15:00+00:00,first_buy,long-exit-profit,6.516,6.543,6.323449909573198,6.305096983224463,6.19,0,6.282,245829.0,0,False,6.285999999999737,6.307857142857395,6.32032000000009,0.944004,0.0154690178556527,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-29 08:45:00+00:00,72266.4,6.309714285714539,False,6.332,0,go_long,6.352199999999737,0,go_long,do_nothing,6.395,go_long,6.343,do_nothing,6.337002597978444,6.314356124163634,6.331760000000091,1,go_long,6.401
2098,BAL/USDT:USDT,2022-07-29 09:00:00+00:00,first_buy,long-exit-profit,6.395,6.402,6.342079121366376,6.318477892744106,6.366,0,6.37,44467.7,0,False,6.381999999999737,6.330428571428824,6.336400000000091,0.95315296,0.015561276919921414,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-07-30 15:30:00+00:00,66007.6,6.36171428571454,False,6.401,0,go_long,6.374999999999737,0,go_long,do_nothing,6.483,go_long,6.404,do_nothing,6.325755448839156,6.265990349630958,6.237360000000094,0,go_long,6.515
2100,BAL/USDT:USDT,2022-07-30 18:00:00+00:00,first_buy,long-exit-profit,6.736,6.857,6.535440197088301,6.422515248679547,6.727,0,6.842,132033.1,0,False,6.597199999999736,6.555857142857394,6.383160000000093,25.3135916,0.4152853541198496,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-08-12 10:15:00+00:00,2074177.3,6.928000000000252,False,6.53,0,go_long,7.133399999999756,0,go_long,do_nothing,9.719,go_long,6.533,do_nothing,6.94743624767284,6.660529216701455,6.541560000000087,1,go_long,10.3
2124,BAL/USDT:USDT,2022-10-29 08:15:00+00:00,first_buy,long-exit-profit,7.049,7.125,6.949521069139934,6.880191041938348,7.017,0,7.1,128601.7,0,False,6.9921999999998095,6.966714285714525,6.867400000000093,1.3767923,0.022525661367783868,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,2022-11-04 14:45:00+00:00,96273.9,7.021428571428807,False,7.144,0,go_long,7.050599999999794,0,go_long,do_nothing,7.242,go_long,7.144,do_nothing,6.985092767417289,6.906358426802944,6.87624000000009,0,go_long,7.245
