,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,short_kdj (exit),long_jcrosk (exit),volume (exit),close (exit),sma-05 (exit),sma-07 (exit),ema-12 (exit),low (exit),ema-26 (exit),open (exit),sma-25 (exit),mean-grad-hist (exit),high (exit)
427,COMP/USDT:USDT,2024-09-01 00:30:00+00:00,first_buy,force_exit,45.37,45.37,45.17935320651949,45.13533185274296,45.17,0,45.3,1398.021,0,False,45.229999999999976,45.19857142856842,45.074399999998334,-4.00069428,-0.06518928313467202,False,0,1007.358,42.57,42.582,42.57857142856822,43.05456841987115,42.56,42.65481876969892,42.68,42.75839999999831,1,42.68
518,STORJ/USDT:USDT,2024-09-15 23:00:00+00:00,second_buy,force_exit,0.38130000000000003,0.3814,0.37754704006009127,0.3711754442936864,0.3748,1,0.3765,3454616.0,0,False,0.38401999999999525,0.3832571428571855,0.3676040000000018,-0.01315814,-0.00021600528908226265,False,0,120914.0,0.37620000000000003,0.3755599999999954,0.3752285714286145,0.38148896350461486,0.37570000000000003,0.3768178498713397,0.3779,0.3793440000000022,0,0.3779
752,EOS/USDT:USDT,2024-08-27 22:00:00+00:00,second_buy,force_exit,0.503,0.504,0.5093045682670321,0.5124189499219827,0.491,1,0.5,3577707.5,0,False,0.505800000000036,0.5079999999999856,0.5141599999999894,3.26476435,0.05326866148952539,False,0,1040952.7,0.47400000000000003,0.4740000000000344,0.47414285714284266,0.4794806276923744,0.47300000000000003,0.4755111781841403,0.47500000000000003,0.4778399999999893,0,0.47600000000000003
1059,XRP/USDT:USDT,2024-09-15 23:00:00+00:00,second_buy,force_exit,0.5767,0.5769000000000001,0.578689137205751,0.5811127031057813,0.5757,1,0.5759000000000001,2558124.9,0,False,0.5770199999999861,0.5771571428571626,0.5819399999999952,-2.07156476,-0.03380931252570417,False,0,4953211.3,0.5966,0.5965799999999875,0.5958428571428749,0.6016588995430545,0.5964,0.598122235395875,0.5985,0.6020119999999958,0,0.5986
238,DYDX/USDT:USDT,2024-09-24 14:15:00+00:00,second_buy,force_exit,0.981,0.982,0.9771474870146841,0.9743936551213693,0.97,1,0.974,3024437.4,1,False,0.9792000000000183,0.9778571428572674,0.9762799999999594,4.69132804,0.07660849384270647,False,0,586780.5,0.899,0.902400000000019,0.9035714285715539,0.9197467066311014,0.899,0.9070694693917652,0.906,0.9151599999999591,1,0.906
1111,QTUM/USDT:USDT,2021-02-25 13:15:00+00:00,second_buy,roi,5.736,5.808,5.546321896119839,5.459325658149243,5.72,0,5.753,95537.6,0,False,5.646999999999943,5.591428571428574,5.426559999999995,6.19298252,0.10165625976441664,False,0,0.0,5.165,5.214599999999938,5.243571428571427,5.190253210635561,5.165,5.212584390025068,5.165,5.176799999999993,1,5.165
35,STMX/USDT:USDT,2022-04-04 17:30:00+00:00,second_buy,roi,0.021980000000000003,0.022060000000000003,0.022032204368119822,0.022211799440306424,0.021970000000000003,1,0.022010000000000002,10876837.0,0,False,0.021968000000000588,0.021952857142856413,0.022196799999999826,22.29388226,0.3638352428990879,False,1,0.0,0.014070000000000001,0.014114000000000603,0.014121428571427818,0.014065754714199229,0.014070000000000001,0.014087656576664729,0.014070000000000001,0.014127599999999931,1,0.014070000000000001
1174,ZRX/USDT:USDT,2021-02-23 14:15:00+00:00,second_buy,roi,1.6221,1.697,1.4628327893998156,1.440356359028232,1.5852,0,1.634,1921588.1,0,False,1.5285399999999973,1.4835285714285642,1.3862600000000034,11.74090278,0.1919153071589862,False,0,0.0,1.3233000000000001,1.3347599999999986,1.3417857142857066,1.3309905637341894,1.3233000000000001,1.3352312471572347,1.3233000000000001,1.3257600000000043,1,1.3233000000000001
972,SOL/USDT:USDT,2021-02-24 01:30:00+00:00,second_buy,roi,15.4083,16.3079,15.28411636674832,15.07952352872566,15.2713,0,16.1028,520855.0,0,False,15.395659999999996,15.371085714285707,14.963868,3.25485064,0.06733980974242554,False,0,0.0,15.0526,15.122859999999985,15.094214285714262,14.971489619844887,15.0526,15.035563897729151,15.0526,14.901200000000003,1,15.0526
735,EOS/USDT:USDT,2022-04-30 23:00:00+00:00,second_buy,roi,2.11,2.111,2.1208278150163737,2.1428513986779456,2.087,1,2.091,2044094.3,1,False,2.1090000000000075,2.1112857142856543,2.139719999999983,24.21721791,0.3956736308438631,False,0,0.0,1.258,1.257000000000016,1.2567142857142248,1.2503718998243176,1.258,1.2544518360342778,1.258,1.2507599999999826,1,1.258
631,SXP/USDT:USDT,2021-02-25 16:15:00+00:00,second_buy,roi,2.5625999999999998,2.6875999999999998,2.5578826111661472,2.509244699593697,2.5428,0,2.6619,1542207.3,0,False,2.5991199999999948,2.582471428571426,2.4897279999999973,9.7293635,0.15915776868686995,False,0,0.0,2.2407,2.25835999999999,2.2624142857142844,2.233865230110113,2.2407,2.2466062128020994,2.2407,2.2235599999999973,1,2.2407
144,AAVE/USDT:USDT,2022-05-11 20:45:00+00:00,first_buy,roi,81.45,82.48,84.14160183011504,87.28897855504387,80.12,1,82.28,42144.3,0,False,82.14400000000391,82.79142857143118,87.42000000000036,8.39664858,0.145604240924845,False,0,0.0,94.61,94.69600000000399,94.70571428571695,93.86253932153085,94.61,94.29213225120868,94.61,93.74280000000053,1,94.61
663,SXP/USDT:USDT,2022-03-23 09:00:00+00:00,second_buy,roi,1.5308000000000002,1.5333999999999999,1.524042145676508,1.5226881879111724,1.524,0,1.5259,395983.9,0,False,1.5238199999999775,1.5239428571428142,1.5205879999999923,22.28966667,0.3637834072843596,False,0,0.0,0.9815,0.9820999999999878,0.981357142857098,0.9781346315102898,0.9815,0.9804019819949332,0.9815,0.9832199999999892,1,0.9815
1294,ATOM/USDT:USDT,2021-02-23 09:15:00+00:00,first_buy,roi,16.306,17.127,17.921861859898005,18.88112288653159,15.107,1,16.168,436779.85,0,False,17.0426,17.60799999999998,19.21015999999997,8.85616875,0.1445593987085292,False,0,0.0,18.611,18.746200000000023,18.764857142857092,18.493057613573864,18.611,18.613796520605305,18.611,18.37727999999995,1,18.611
760,BAL/USDT:USDT,2021-02-23 09:15:00+00:00,first_buy,roi,31.538,33.264,33.89814898987316,35.58126984283627,28.685,1,30.552,42235.9,0,False,32.45640000000003,33.39042857142858,35.85199999999994,14.81002481,0.2422350040999964,False,0,0.0,37.646,37.94400000000004,38.05085714285719,37.514752350903805,37.646,37.75385601266458,37.646,37.308879999999924,1,37.646
848,BNB/USDT:USDT,2021-02-23 08:30:00+00:00,first_buy,roi,220.114,222.626,229.58543654656086,237.6896843886699,202.0,1,203.58,654440.44,0,False,225.37779999999998,227.3272857142856,238.01804000000044,15.65938542,0.25600320873871135,False,0,0.0,256.0,258.7122,258.271857142857,253.07808239788685,256.0,255.886255963734,256.0,251.32736000000037,1,256.0
580,ETC/USDT:USDT,2022-05-25 10:00:00+00:00,second_buy,roi,24.196,24.358,24.217409618900913,24.306325230999494,24.181,0,24.299,149460.13,0,False,24.182399999998978,24.176285714285793,24.423839999999945,3.59220405,0.05872035812022094,False,0,0.0,22.807,22.777199999998974,22.764571428571486,22.729611791904738,22.807,22.76154365963264,22.807,22.71939999999995,0,22.807
1158,ZRX/USDT:USDT,2020-09-11 22:45:00+00:00,second_buy,roi,0.5248,0.5324,0.514085099322898,0.5104948145291361,0.521,0,0.5259,827394.8,0,False,0.5176599999999992,0.5149142857142814,0.5091479999999995,17.152797,0.280086831439717,False,1,0.0,0.3803,0.3804999999999985,0.3803428571428521,0.3851890665500514,0.3803,0.3820343036713878,0.3803,0.38688799999999984,0,0.3803
1067,MKR/USDT:USDT,2021-02-23 08:30:00+00:00,first_buy,roi,1979.49,2006.19,2048.7499369300963,2121.417949971928,1863.33,1,1872.57,1145.241,0,False,2015.3319999999999,2026.0142857142787,2127.5700000000033,9.94550358,0.16588032609837072,False,0,0.0,2179.95,2189.592000000002,2187.352857142849,2171.955935434916,2179.95,2175.836769320824,2179.95,2158.7340000000017,1,2179.95
1352,IOTA/USDT:USDT,2020-05-30 23:30:00+00:00,second_buy,roi,0.21760000000000002,0.21830000000000002,0.21492045885394628,0.21342083173485574,0.2159,0,0.2177,443045.1,0,False,0.21664000000000252,0.21577142857142811,0.2134160000000011,1.91615598,0.031265541357987946,False,0,0.0,0.2154,0.21548000000000017,0.21575714285714181,0.215790829825023,0.2154,0.21572372836172035,0.2154,0.2159800000000011,0,0.2154
862,BNB/USDT:USDT,2022-05-12 15:00:00+00:00,first_buy,roi,270.98,281.92,271.57326285542905,266.5121147612742,269.61,0,281.36,56350.38,0,False,271.82199999999386,271.5671428571404,266.612799999998,6.4175018,0.10856300763690768,False,0,0.0,307.6,307.54599999999334,307.24428571428314,305.0383351362607,307.6,306.49069363445676,307.6,304.68799999999834,1,307.6
578,ETC/USDT:USDT,2022-03-25 05:45:00+00:00,second_buy,roi,47.887,48.032,47.70656749738329,47.72429150446241,47.582,1,47.808,238615.24,0,False,47.74019999999924,47.869142857142826,47.52191999999988,26.33896598,0.4308285941636052,False,0,0.0,27.354,27.34559999999908,27.305000000000007,27.17377485872517,27.354,27.250852551006822,27.354,27.260639999999952,1,27.354
202,DYDX/USDT:USDT,2022-04-20 15:15:00+00:00,second_buy,roi,4.92,4.922,4.988647916267107,5.023699563969881,4.837,1,4.892,1393546.5,0,False,4.947999999999992,4.953571428571569,5.052359999999926,16.91094204,0.27688194495865726,False,0,0.0,3.533,3.5348000000000006,3.5304285714287036,3.5338207490313054,3.533,3.531521810595964,3.533,3.5467199999999353,1,3.533
874,ETH/USDT:USDT,2019-11-27 14:30:00+00:00,first_buy,roi,148.0,148.08,146.61829631659472,142.35257834757832,146.8,0,147.38,2693.24,0,False,147.926,147.84857142857143,141.84359999999998,2.71998272,0.04432305158368807,False,0,0.0,152.52,152.59599999999998,152.6914285714287,152.4712425927119,152.52,152.83739680872748,152.52,153.284,0,152.52
1353,IOTA/USDT:USDT,2020-06-27 13:45:00+00:00,second_buy,roi,0.2155,0.2162,0.21575084707530184,0.21579891650465094,0.2155,0,0.2159,33782.9,0,False,0.21548000000000017,0.21569999999999895,0.21601600000000112,3.9800048,0.0649607379193524,False,0,0.0,0.2016,0.20150000000000007,0.20175714285714186,0.20309103916960355,0.2016,0.20192110864573096,0.2016,0.20196800000000098,0,0.2016
1265,NEAR/USDT:USDT,2021-02-26 14:45:00+00:00,second_buy,roi,4.6603,4.8804,4.502218952133569,4.374939849271426,4.6562,0,4.7945,733149.0,0,False,4.59750000000002,4.538042857142862,4.334720000000004,8.09804853,0.14096679682604138,False,0,0.0,4.1127,4.1549000000000245,4.173542857142861,4.136622418283091,4.1127,4.153418174855623,4.1127,4.1189240000000025,1,4.1127
80,UNI/USDT:USDT,2021-02-22 14:30:00+00:00,first_buy,roi,23.316,23.9225,25.28324171797247,26.123981457158663,17.5103,1,23.8004,1289482.0,0,False,24.603579999999944,25.012842857142875,26.33892000000004,3.75186936,0.0787407194576822,False,0,0.0,25.822,26.10209999999994,26.105957142857193,25.0759736297267,25.822,25.60963789804116,25.822,24.778560000000063,1,25.822
280,1000SHIB/USDT:USDT,2022-04-20 00:00:00+00:00,second_buy,roi,0.025377,0.025459,0.025316879842064027,0.025290087948624515,0.025304999999999998,0,0.025428,105555538.0,0,False,0.025333999999999884,0.02532300000000026,0.025285159999999977,9.84222882,0.1606343658735076,False,0,0.0,0.021148,0.021193599999999903,0.021187142857143133,0.021213642663466824,0.021148,0.021190126092025342,0.021148,0.021317439999999986,0,0.021148
