,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),nlp-exit-short (entry),close_date,close (exit),nlp-enter-long (exit),volume (exit),open (exit),low (exit),sma-07 (exit),ema-26 (exit),sma-05 (exit),mean-grad-hist (exit),imit-enter-short (exit),imit-exit-short (exit),short_kdj (exit),long_jcrosk (exit),ema-12 (exit),nlp-enter-short (exit),nlp-exit-short (exit),high (exit),sma-25 (exit)
53,LINK/USDT:USDT,2024-11-23 13:15:00+00:00,second_buy,force_exit,17.41,17.498,17.149124062011143,17.00700110484847,17.333,1,17.363,491746.1,1,False,17.331400000000194,17.236571428571185,17.00067999999982,-2.86717751,-0.04683167063354625,go_short,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,18.206,go_short,150001.75,18.115,18.088,18.036999999999743,18.05866817037405,18.042600000000178,0,go_short,go_short,False,0,18.04655920103494,go_short,go_short,18.212,18.07719999999983
229,OGN/USDT:USDT,2024-11-29 11:45:00+00:00,second_buy,force_exit,0.1302,0.1306,0.12894787862067972,0.1279030142754348,0.13,1,0.1305,516976.0,1,False,0.12994000000001188,0.12957142857142875,0.1272600000000003,-0.546093,-0.008912360636498569,go_short,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,0.13140000000000002,go_short,249905.0,0.1313,0.1312,0.13065714285714303,0.13077408972797447,0.1306800000000119,0,go_short,go_short,False,0,0.13067396417235586,go_short,go_short,0.13140000000000002,0.13109600000000032
164,STMX/USDT:USDT,2024-11-20 14:15:00+00:00,first_buy,force_exit,0.00683,0.006860000000000001,0.006802913413083072,0.00682242213884463,0.006810000000000001,0,0.00685,106739623.0,0,False,0.006806000000001202,0.006785714285713734,0.0068355999999999886,10.16363944,0.16550477034595662,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,0.00799,go_long,9662234.0,0.008,0.007970000000000001,0.007951428571428026,0.007933737917747695,0.0079680000000012,0,go_long,go_long,False,0,0.007889072844397107,go_long,go_long,0.008,0.007891999999999993
62,MTL/USDT:USDT,2021-05-19 14:45:00+00:00,second_buy,stop_loss,2.1541,2.1616,2.160202226254135,2.4412294869825546,2.0802,0,2.0961,47194.0,0,False,1.9465399999999877,1.8653571428571492,2.6151079999999935,-24.55659818,-0.4043828416872609,go_short,go_short,go_short,go_short,go_short,2021-05-19 16:45:00+00:00,2.5068,go_short,207893.0,2.3627000000000002,2.3627000000000002,2.3658428571428636,2.318503129475181,2.398239999999988,0,go_short,go_short,False,0,2.404828192135922,go_short,go_short,2.5403000000000002,2.366019999999993
405,1000SHIB/USDT:USDT,2021-05-19 12:45:00+00:00,first_buy,stop_loss,0.010672,0.01072,0.011325731891816746,0.012182053853873599,0.009215,1,0.009256,2646230763.0,1,False,0.010484199999999997,0.010782857142857169,0.012416559999999964,-24.20760925,-0.39421267936969634,go_long,go_long,go_long,go_long,go_long,2021-05-19 13:00:00+00:00,0.007409,go_long,4504280764.0,0.009257,0.0063,0.010045428571428597,0.01072315775461417,0.009903399999999998,1,go_long,go_long,False,0,0.01182849430914222,go_long,go_long,0.01,0.012192519999999962
121,STMX/USDT:USDT,2021-05-18 05:15:00+00:00,first_buy,stop_loss,0.03658,0.03662,0.03584922652851927,0.0354651805059355,0.03638,0,0.03653,2912283.0,0,False,0.03614800000000005,0.035944285714285436,0.035317599999999866,-24.21813478,-0.3945900363433551,go_long,go_long,go_long,go_long,go_long,2021-05-19 12:45:00+00:00,0.02347,go_long,37011770.0,0.027240000000000004,0.023370000000000002,0.027465714285713958,0.028366842841991632,0.02675000000000005,1,go_long,go_long,False,1,0.02992018942574661,go_long,go_long,0.027260000000000003,0.030335999999999867
404,1000SHIB/USDT:USDT,2021-05-14 15:15:00+00:00,first_buy,stop_loss,0.019693,0.019948999999999998,0.019991896321674685,0.020146367677691217,0.019587999999999998,0,0.019856,360841120.0,0,False,0.019885199999999964,0.019900000000000004,0.02021255999999998,-23.58464674,-0.3841365447659806,go_long,go_long,go_long,go_long,go_long,2021-05-19 04:45:00+00:00,0.012494,go_long,1847365483.0,0.012662,0.012100000000000001,0.013635714285714312,0.013852710373146634,0.013397999999999998,1,go_long,go_long,False,0,0.014513965113104708,go_long,go_long,0.013253,0.01472723999999996
123,STMX/USDT:USDT,2021-06-11 23:00:00+00:00,first_buy,stop_loss,0.02212,0.0223,0.022121616301318446,0.022404871672715952,0.022090000000000002,0,0.02221,9270945.0,0,False,0.022038000000000092,0.02201142857142821,0.02220159999999988,-24.35587901,-0.3966409026101886,go_long,go_long,go_long,go_long,go_long,2021-06-22 00:00:00+00:00,0.0137,go_long,20558331.0,0.013880000000000002,0.013590000000000001,0.014074285714285312,0.014318669926281889,0.013918000000000097,1,go_long,go_long,False,1,0.01474855052008637,go_long,go_long,0.014,0.014889199999999873
174,OGN/USDT:USDT,2021-05-19 13:30:00+00:00,second_buy,stop_loss,0.37310000000000004,0.5373,0.692260216161016,0.8195000651933707,0.3504,1,0.48310000000000003,371274.0,0,False,0.5612200000000026,0.6421571428571505,0.8716520000000056,-24.2379396,-0.3956382929056034,go_short,go_short,go_short,go_short,go_short,2021-05-19 13:45:00+00:00,0.5542,go_short,237556.0,0.4867,0.4323,0.601385714285722,0.671020182905475,0.5062600000000026,0,go_short,go_short,False,0,0.7998482085123803,go_short,go_short,0.6211,0.8548680000000057
403,1000SHIB/USDT:USDT,2021-05-12 07:00:00+00:00,first_buy,stop_loss,0.02765,0.0279,0.027516175155345518,0.0284657103382207,0.027186,0,0.027274999999999997,385263439.0,0,False,0.027434399999999977,0.027271999999999984,0.028602799999999998,-24.25913854,-0.3951832753722962,go_long,go_long,go_long,go_long,go_long,2021-05-12 17:45:00+00:00,0.022466,go_long,2722351333.0,0.025672999999999998,0.021588,0.025145714285714264,0.025627574003815927,0.024881399999999984,1,go_long,go_long,False,1,0.02661416043264656,go_long,go_long,0.025876,0.02687355999999999
520,STORJ/USDT:USDT,2022-05-13 02:15:00+00:00,second_buy,stop_loss,0.4612,0.4641,0.45524254501444883,0.450098945093441,0.4562,1,0.4617,469282.0,0,False,0.4625600000000049,0.4609142857143314,0.44539199999999873,-23.94541555,-0.3934696630706021,go_short,go_short,go_short,go_short,go_short,2022-05-22 11:15:00+00:00,0.6167,go_short,4797017.0,0.5926,0.5926,0.5952714285714737,0.5914157410227734,0.5980000000000055,0,go_short,go_short,False,1,0.5810308138630678,go_short,go_short,0.6274000000000001,0.5772279999999994
412,1000SHIB/USDT:USDT,2021-10-29 13:00:00+00:00,first_buy,stop_loss,0.06712,0.068159,0.0681611049708463,0.06847404795330418,0.06676599999999999,0,0.068,778602301.0,0,False,0.06766799999999983,0.06748300000000004,0.06939919999999997,-25.36376301,-0.4131146017801193,go_long,go_long,go_long,go_long,go_long,2021-11-18 17:00:00+00:00,0.042298999999999996,go_long,739219748.0,0.042660000000000003,0.042230000000000004,0.04297757142857174,0.04350285709548704,0.042888199999999835,1,go_long,go_long,False,0,0.04452237186351102,go_long,go_long,0.042971999999999996,0.044787840000000106
414,1000SHIB/USDT:USDT,2022-01-05 04:30:00+00:00,first_buy,stop_loss,0.032749,0.032758999999999996,0.03264657753800481,0.03264622297937368,0.032693,0,0.032757999999999995,45429545.0,0,False,0.03268879999999989,0.03267042857142882,0.03259616000000007,-24.42346819,-0.39786595346928744,go_long,go_long,go_long,go_long,go_long,2022-01-22 06:30:00+00:00,0.019955,go_long,609182885.0,0.020398,0.019906999999999998,0.020949142857143117,0.021162528497734867,0.020598999999999923,1,go_long,go_long,False,0,0.021790614337528037,go_long,go_long,0.020628999999999998,0.021828840000000058
399,DYDX/USDT:USDT,2022-11-10 13:30:00+00:00,second_buy,stop_loss,1.537,1.538,1.5119324031122927,1.5056262040578943,1.5070000000000001,0,1.51,1402705.7,0,False,1.5175999999999712,1.520428571428704,1.4955999999999403,-24.23333634,-0.3954187181348915,go_short,go_short,go_short,go_short,go_short,2022-11-11 13:15:00+00:00,1.959,go_short,3335246.6,1.925,1.9220000000000002,1.932000000000132,1.9323493992632126,1.9341999999999704,0,go_short,go_short,False,0,1.9165433077859249,go_short,go_short,1.978,1.9215199999999397
119,STMX/USDT:USDT,2021-04-18 04:00:00+00:00,first_buy,stop_loss,0.04911,0.05455,0.058402689465268005,0.06127963186721895,0.048100000000000004,1,0.05417,30277024.0,0,False,0.055668000000000085,0.05736428571428539,0.06273479999999992,-24.26136446,-0.39539962825203073,go_long,go_long,go_long,go_long,go_long,2021-04-23 02:15:00+00:00,0.035280000000000006,go_long,28718936.0,0.03633,0.03515,0.03914999999999969,0.040116395443190345,0.038134000000000015,1,go_long,go_long,False,0,0.04279948707735349,go_long,go_long,0.03685,0.04316559999999989
134,STMX/USDT:USDT,2022-05-04 19:00:00+00:00,first_buy,stop_loss,0.01437,0.014750000000000001,0.014309131811087302,0.014237559309734714,0.014360000000000001,0,0.014650000000000002,66420538.0,0,False,0.014388000000000572,0.01434142857142783,0.014218799999999926,-24.27267896,-0.39532837577620666,go_long,go_long,go_long,go_long,go_long,2022-05-11 12:45:00+00:00,0.00974,go_long,165521336.0,0.010320000000000001,0.009600000000000001,0.01037571428571357,0.010463183448797432,0.01023800000000059,1,go_long,go_long,False,0,0.010623622549185745,go_long,go_long,0.010320000000000001,0.010599599999999938
237,XLM/USDT:USDT,2021-05-19 13:00:00+00:00,second_buy,stop_loss,0.39798000000000006,0.41772000000000004,0.47556800047498415,0.5226621575142582,0.2215,1,0.2642,161179933.0,0,False,0.4394759999999998,0.4598842857142841,0.5398740000000011,-24.23523736,-0.3957865132354156,go_short,go_short,go_short,go_short,go_short,2021-05-19 13:15:00+00:00,0.25,go_short,93708803.0,0.2642,0.214,0.4231457142857127,0.44086523117114046,0.3862239999999998,1,go_short,go_short,False,0,0.5024649606613502,go_short,go_short,0.297,0.5270724000000011
418,1000SHIB/USDT:USDT,2022-04-24 16:30:00+00:00,first_buy,stop_loss,0.024000999999999998,0.024034,0.024022646038528238,0.024077585674716875,0.023905,1,0.023937,91808489.0,1,False,0.023999599999999885,0.024017142857143143,0.024085319999999986,-24.26484925,-0.3952707473263335,go_long,go_long,go_long,go_long,go_long,2022-05-09 16:45:00+00:00,0.015425999999999999,go_long,1148199977.0,0.016068,0.015335999999999999,0.016077142857143095,0.01618689517211918,0.015961399999999938,1,go_long,go_long,False,1,0.016482184988544066,go_long,go_long,0.016125,0.016434640000000014
438,TRB/USDT:USDT,2021-05-19 13:15:00+00:00,second_buy,stop_loss,45.6,48.01,60.882135494965326,68.98353283420381,32.34,1,34.38,35280.7,0,False,54.17600000000014,58.084285714286025,72.05600000000003,-23.1085607,-0.3957788795194264,go_short,go_short,go_short,go_short,go_short,2021-05-19 13:45:00+00:00,42.91,go_short,2285.3,44.82,38.84,50.9057142857146,55.73075973308168,44.232000000000134,0,go_short,go_short,False,0,65.23916052315141,go_short,go_short,45.19,69.35120000000002
419,1000SHIB/USDT:USDT,2022-05-10 06:30:00+00:00,first_buy,stop_loss,0.016933999999999998,0.017092,0.01622614223785857,0.01568849138347183,0.016782,1,0.016912,749039086.0,0,False,0.016781199999999944,0.016700857142857375,0.015305680000000006,-24.14304185,-0.3932328280838579,go_long,go_long,go_long,go_long,go_long,2022-05-12 04:15:00+00:00,0.010532999999999999,go_long,971041974.0,0.011061999999999999,0.010443,0.011265000000000231,0.011485319551230411,0.011119799999999916,1,go_long,go_long,False,1,0.011823450404210914,go_long,go_long,0.011198999999999999,0.011966720000000012
71,MTL/USDT:USDT,2021-08-05 14:00:00+00:00,second_buy,stop_loss,1.9375,1.9553,1.9388880379264746,1.9447837398831989,1.9316,0,1.9539,45860.0,0,False,1.9375799999999757,1.9322000000000155,1.9459759999999913,-23.72387635,-0.39240466461285983,go_short,go_short,go_short,go_short,go_short,2021-08-11 12:15:00+00:00,2.5872,go_short,579272.0,2.4953,2.4952,2.5170428571428762,2.521040217722619,2.5258399999999717,0,go_short,go_short,False,0,2.496747859053724,go_short,go_short,2.5882,2.5060159999999905
157,STMX/USDT:USDT,2024-03-29 17:00:00+00:00,first_buy,stop_loss,0.011840000000000002,0.01186,0.011820034488912784,0.011847941038656688,0.011750000000000002,0,0.01178,16546889.0,0,False,0.011790000000001032,0.011772857142856462,0.01187679999999999,-24.62833634,-0.401069954366347,go_long,go_long,go_long,go_long,go_long,2024-04-13 19:45:00+00:00,0.008,go_long,32135519.0,0.00812,0.008,0.008167142857142203,0.008233864805102627,0.008172000000001059,1,go_long,go_long,False,0,0.00841679870457235,go_long,go_long,0.008180000000000002,0.008485199999999998
136,STMX/USDT:USDT,2022-06-07 21:15:00+00:00,first_buy,stop_loss,0.01013,0.01021,0.010100981764778723,0.0100298606277764,0.01013,1,0.010190000000000001,11331478.0,0,False,0.010162000000000605,0.010152857142856445,0.010011999999999951,-24.18314392,-0.3938357058214645,go_long,go_long,go_long,go_long,go_long,2022-06-13 08:45:00+00:00,0.0063100000000000005,go_long,63270634.0,0.0063,0.00623,0.006398571428570719,0.0064649477300880885,0.006344000000000609,1,go_long,go_long,False,0,0.006632911410676804,go_long,go_long,0.006390000000000001,0.006623599999999943
118,STMX/USDT:USDT,2021-04-16 17:45:00+00:00,first_buy,stop_loss,0.06301000000000001,0.06315000000000001,0.06179477483218695,0.061125442342704984,0.06228,1,0.06239000000000001,3966501.0,0,False,0.062490000000000046,0.06232428571428539,0.06042319999999994,-24.65553444,-0.40178821882811233,go_long,go_long,go_long,go_long,go_long,2021-04-18 03:30:00+00:00,0.05471,go_long,54685862.0,0.05936,0.051000000000000004,0.06027571428571397,0.06099268198041564,0.059644000000000086,1,go_long,go_long,False,0,0.06286347460992418,go_long,go_long,0.05947,0.06391479999999991
383,DYDX/USDT:USDT,2021-10-27 20:00:00+00:00,second_buy,trailing_stop_loss,15.371,15.565,15.598917983184199,15.808736797586878,15.347,0,15.53,234807.6,0,False,15.409800000000004,15.519000000000101,15.822840000000001,5.31292836,0.08781331547768537,go_short,go_short,go_short,go_short,go_short,2021-11-20 00:00:00+00:00,14.081,go_short,116546.5,13.989,13.985,13.951714285714376,13.902107205150212,14.007800000000012,0,go_short,go_short,False,0,13.830883992395833,go_short,go_short,14.112,13.793319999999992
382,DYDX/USDT:USDT,2021-10-06 16:00:00+00:00,second_buy,trailing_stop_loss,22.633,22.792,22.050935742561947,21.82417140376516,22.45,0,22.564,457355.7,0,False,22.246999999999993,22.14900000000005,21.614599999999964,14.92976371,0.24532741742783537,go_short,go_short,go_short,go_short,go_short,2021-10-27 08:00:00+00:00,17.971,go_short,490058.0,18.22,17.92,18.490142857142956,18.35830005887229,18.432000000000006,1,go_short,go_short,False,0,18.311551904240424,go_short,go_short,18.328,18.284279999999995
381,LDO/USDT:USDT,2023-06-10 04:15:00+00:00,second_buy,trailing_stop_loss,1.9962,2.0205,2.041800424322823,2.081769766607153,1.996,1,2.0171,1491916.0,0,False,2.0164799999999703,2.0235571428571526,2.0908920000000033,-5.4601645,-0.09031710837018524,go_short,go_short,go_short,go_short,go_short,2023-07-03 05:15:00+00:00,2.1902,go_short,453123.0,2.1883,2.1758,2.1830714285714463,2.174087496243712,2.184339999999974,1,go_short,go_short,False,0,2.1545184386203533,go_short,go_short,2.1911,2.1491440000000037
380,LDO/USDT:USDT,2023-02-18 12:30:00+00:00,second_buy,trailing_stop_loss,3.1478,3.155,3.0683360354385627,3.0483465538514998,3.1159,0,3.1471999999999998,1680492.0,0,False,3.0965799999999946,3.073599999999995,3.047936000000003,11.23476589,0.18809436991801032,go_short,go_short,go_short,go_short,go_short,2023-03-13 00:30:00+00:00,2.5137,go_short,3828751.0,2.4678,2.4546,2.4290999999999947,2.39831009231185,2.4542599999999903,0,go_short,go_short,False,0,2.3150927714932075,go_short,go_short,2.5414,2.2978799999999984
384,DYDX/USDT:USDT,2021-12-01 00:15:00+00:00,second_buy,trailing_stop_loss,12.579,12.842,12.715961072038665,12.730102720766554,12.477,0,12.721,333526.1,0,False,12.641800000000009,12.672285714285803,12.81635999999997,14.00717365,0.2296628869677393,go_short,go_short,go_short,go_short,go_short,2021-12-04 08:15:00+00:00,9.683,go_short,524714.4,9.445,9.386,9.471428571428678,9.643342133138312,9.46599999999999,0,go_short,go_short,False,0,10.2701104957757,go_short,go_short,9.698,10.453799999999958
385,DYDX/USDT:USDT,2021-12-13 15:45:00+00:00,second_buy,trailing_stop_loss,8.093,8.112,8.286514497446586,8.41686086584077,8.03,1,8.074,284203.3,0,False,8.175799999999988,8.209857142857256,8.470599999999951,-11.42648835,-0.1888381422531992,go_short,go_short,go_short,go_short,go_short,2021-12-27 06:15:00+00:00,9.503,go_short,139713.9,9.55,9.5,9.524285714285826,9.47765603812653,9.515200000000005,1,go_short,go_short,False,0,9.394242868375596,go_short,go_short,9.562,9.360359999999941
386,DYDX/USDT:USDT,2021-12-27 14:00:00+00:00,second_buy,trailing_stop_loss,9.483,9.516,9.482026042642785,9.480805906773458,9.471,0,9.504,161294.7,0,False,9.494200000000005,9.488285714285828,9.484719999999943,11.16647272,0.18378489638749557,go_short,go_short,go_short,go_short,go_short,2022-01-12 17:00:00+00:00,7.556,go_short,374158.5,7.547,7.509,7.472714285714374,7.4485356531169655,7.518199999999977,0,go_short,go_short,False,1,7.367784934361656,go_short,go_short,7.58,7.338599999999946
387,DYDX/USDT:USDT,2022-01-12 17:15:00+00:00,second_buy,trailing_stop_loss,7.558,7.821,7.475684014175894,7.386837902186718,7.536,0,7.625,1162163.4,0,False,7.578599999999978,7.502714285714374,7.355559999999947,6.65838091,0.10926304845829436,go_short,go_short,go_short,go_short,go_short,2022-02-05 04:15:00+00:00,6.625,go_short,202560.5,6.578,6.561,6.522142857142961,6.5026912995768855,6.546999999999992,0,go_short,go_short,False,0,6.447214921590356,go_short,go_short,6.627,6.436159999999948
0,LINK/USDT:USDT,2021-02-24 00:15:00+00:00,second_buy,trailing_stop_loss,25.987,26.182,25.427005497797307,25.008978632478634,25.26,0,25.289,390485.31,0,False,25.630600000000005,25.616571428571426,24.972240000000003,-14.21796049,-0.23255452396221468,go_short,go_short,go_short,go_short,go_short,2021-03-03 12:30:00+00:00,30.68,go_short,120242.89,30.592,30.537,30.717571428571386,30.714284603800035,30.67980000000002,0,go_short,go_short,False,0,30.52836067865025,go_short,go_short,30.778,30.724399999999992
378,LDO/USDT:USDT,2023-02-05 12:45:00+00:00,second_buy,trailing_stop_loss,2.1342,2.1505,2.1583117754254015,2.174784715272471,2.1095,1,2.1143,1162213.0,1,False,2.139999999999997,2.150757142857141,2.1805600000000043,-17.98009333,-0.2936335362026779,go_short,go_short,go_short,go_short,go_short,2023-02-09 00:30:00+00:00,2.6717,go_short,3768185.0,2.6311,2.5878,2.537028571428569,2.522900152824723,2.580759999999999,0,go_short,go_short,False,0,2.4836278327879513,go_short,go_short,2.6789,2.4528400000000032
377,LDO/USDT:USDT,2023-01-18 15:45:00+00:00,second_buy,trailing_stop_loss,2.1447,2.1466,2.1264606488863516,2.1035469897063894,2.0993,1,2.1059,1833978.0,0,False,2.1509599999999898,2.1470857142857187,2.0861720000000012,-13.84925586,-0.22707514035817675,go_short,go_short,go_short,go_short,go_short,2023-01-23 15:15:00+00:00,2.4865,go_short,2889475.0,2.3793,2.3774,2.4283857142857173,2.438071313484788,2.4201999999999932,0,go_short,go_short,False,0,2.4326941380184395,go_short,go_short,2.507,2.449492000000001
376,LDO/USDT:USDT,2023-01-08 23:45:00+00:00,second_buy,trailing_stop_loss,1.9896,1.995,1.964166909183183,1.8755279066729047,1.9717,1,1.9725000000000001,1574394.0,0,False,1.9840199999999932,1.988228571428581,1.8458400000000024,-11.21597808,-0.18357134797939964,go_short,go_short,go_short,go_short,go_short,2023-01-14 07:45:00+00:00,2.2315,go_short,920061.0,2.2761,2.2208,2.2458142857142915,2.23957364833642,2.2558599999999926,0,go_short,go_short,False,1,2.220793348829477,go_short,go_short,2.2836,2.2384680000000015
375,LDO/USDT:USDT,2022-11-14 15:45:00+00:00,second_buy,trailing_stop_loss,1.098,1.1101,1.0886055413675526,1.0776414607512697,1.0957,0,1.1074,220614.0,0,False,1.0922999999999925,1.0882714285714297,1.0777759999999987,2.59346078,0.04261559533860003,go_short,go_short,go_short,go_short,go_short,2022-12-27 08:15:00+00:00,1.0557,go_short,763040.0,1.0512,1.051,1.0522714285714332,1.0490874228348277,1.0514799999999949,0,go_short,go_short,False,0,1.0441448975607797,go_short,go_short,1.059,1.0425119999999983
374,LDO/USDT:USDT,2022-10-26 08:30:00+00:00,second_buy,trailing_stop_loss,1.678,1.686,1.6785189068814699,1.673477343834877,1.674,0,1.685,357678.0,0,False,1.6845999999999972,1.6814285714285742,1.6752799999999997,19.47339623,0.32153749536683685,go_short,go_short,go_short,go_short,go_short,2022-11-10 13:30:00+00:00,1.053,go_short,133330.0,1.0719,1.0508,1.0693000000000021,1.0601702541174396,1.0698399999999912,0,go_short,go_short,False,0,1.0477050158573384,go_short,go_short,1.0729,1.0511999999999988
373,LDO/USDT:USDT,2022-09-22 23:00:00+00:00,second_buy,trailing_stop_loss,1.7930000000000001,1.8,1.7847944841612227,1.7919053709765134,1.7850000000000001,0,1.8,60557.0,1,False,1.7896000000000014,1.7860000000000007,1.7725999999999997,12.31520251,0.201654289734346,go_short,go_short,go_short,go_short,go_short,2022-10-17 13:30:00+00:00,1.399,go_short,264571.0,1.405,1.3940000000000001,1.4001428571428594,1.4015388723444815,1.402399999999997,0,go_short,go_short,False,0,1.399098209436182,go_short,go_short,1.409,1.4019600000000008
372,INJ/USDT:USDT,2023-10-18 02:00:00+00:00,second_buy,trailing_stop_loss,7.88,7.896,7.86737453893536,7.842417004326675,7.866,1,7.867,19397.2,0,False,7.8712000000000275,7.873000000000121,7.835639999999986,-23.79972717,-0.39323431953071,go_short,go_short,go_short,go_short,go_short,2023-10-23 22:30:00+00:00,10.374,go_short,128650.8,10.324,10.292,10.316142857142967,10.325603906867286,10.34340000000003,0,go_short,go_short,False,0,10.306179191140924,go_short,go_short,10.375,10.339839999999986
371,INJ/USDT:USDT,2023-08-17 21:30:00+00:00,second_buy,trailing_stop_loss,7.183,7.242,7.2297517130270625,7.207009873403668,7.164,1,7.196,221993.5,0,False,7.223200000000013,7.241142857142934,7.193559999999992,-8.37011461,-0.1369795818445395,go_short,go_short,go_short,go_short,go_short,2023-10-01 22:15:00+00:00,7.921,go_short,48180.7,7.905,7.9,7.876571428571543,7.8683647656145155,7.885600000000037,0,go_short,go_short,False,0,7.854189776091109,go_short,go_short,7.923,7.840039999999989
370,INJ/USDT:USDT,2023-06-10 04:15:00+00:00,second_buy,trailing_stop_loss,6.485,6.541,6.629624953496501,6.728912523305766,6.434,1,6.462,577347.2,0,False,6.5586000000000215,6.579714285714339,6.7571999999999806,-9.83404853,-0.16205858838286055,go_short,go_short,go_short,go_short,go_short,2023-06-21 15:15:00+00:00,7.275,go_short,697791.1,7.209,7.205,7.185000000000059,7.150013954248469,7.195000000000027,0,go_short,go_short,False,0,7.103629951662257,go_short,go_short,7.299,7.09399999999997
369,INJ/USDT:USDT,2023-03-14 13:00:00+00:00,second_buy,trailing_stop_loss,4.293,4.499,4.1864781158126325,4.166127145177265,4.264,0,4.418,1878331.7,0,False,4.195800000000017,4.176142857142872,4.147240000000002,-5.3209892,-0.0873816826870411,go_short,go_short,go_short,go_short,go_short,2023-03-30 20:30:00+00:00,4.733,go_short,1219304.9,4.634,4.616,4.5765714285714525,4.544438774584682,4.608000000000018,0,go_short,go_short,False,0,4.463756773595313,go_short,go_short,4.749,4.421479999999997
368,INJ/USDT:USDT,2023-02-16 22:30:00+00:00,second_buy,trailing_stop_loss,3.9,3.915,3.8829918049328453,3.893822429141309,3.818,1,3.824,200615.2,0,False,3.867200000000021,3.8647142857142973,3.917440000000003,11.14636544,0.1823601425693476,go_short,go_short,go_short,go_short,go_short,2023-03-11 01:30:00+00:00,3.106,go_short,413892.6,3.11,3.076,3.072714285714299,3.055896269434424,3.087400000000017,0,go_short,go_short,False,0,3.0058089802595593,go_short,go_short,3.12,3.0066800000000025
367,INJ/USDT:USDT,2023-02-05 11:00:00+00:00,second_buy,trailing_stop_loss,3.93,3.934,3.928719260810065,3.9211019079204856,3.898,1,3.9050000000000002,263359.0,0,False,3.9340000000000273,3.9311428571428637,3.909560000000001,-2.58986443,-0.042285439814819914,go_short,go_short,go_short,go_short,go_short,2023-02-15 20:30:00+00:00,3.93,go_short,183985.0,3.918,3.9130000000000003,3.8907142857142993,3.8732602778923493,3.9074000000000226,0,go_short,go_short,False,1,3.8110262044242638,go_short,go_short,3.936,3.814560000000002
379,LDO/USDT:USDT,2023-02-12 12:30:00+00:00,second_buy,trailing_stop_loss,2.5279,2.5441000000000003,2.518649875423251,2.500210729907921,2.5080999999999998,0,2.5429,902701.0,0,False,2.5205999999999955,2.5240285714285706,2.506588000000005,-12.1519586,-0.19931513106300425,go_short,go_short,go_short,go_short,go_short,2023-02-17 15:30:00+00:00,2.8895,go_short,1539546.0,2.8987,2.8764000000000003,2.8738857142857097,2.8680621584290202,2.8831599999999957,0,go_short,go_short,False,1,2.846009415795874,go_short,go_short,2.93,2.8471440000000037
388,DYDX/USDT:USDT,2022-02-07 02:30:00+00:00,second_buy,trailing_stop_loss,7.195,7.311,7.214415811111293,7.174270532462965,7.188,0,7.3,232008.3,0,False,7.24439999999999,7.221428571428673,7.164599999999946,12.62583019,0.20607856488443624,go_short,go_short,go_short,go_short,go_short,2022-02-25 23:30:00+00:00,5.69,go_short,266051.1,5.674,5.651,5.673142857142966,5.649858273508722,5.686199999999996,1,go_short,go_short,False,0,5.588082492781731,go_short,go_short,5.732,5.60155999999995
398,DYDX/USDT:USDT,2022-10-26 08:30:00+00:00,second_buy,trailing_stop_loss,1.537,1.545,1.5502054166027934,1.5464955073157325,1.536,1,1.541,506217.7,0,False,1.5487999999999726,1.5511428571429928,1.5487599999999409,-16.69624998,-0.2725007735455823,go_short,go_short,go_short,go_short,go_short,2022-11-04 15:15:00+00:00,1.917,go_short,3055115.0,1.9140000000000001,1.899,1.8541428571429928,1.8296388327771602,1.8919999999999717,0,go_short,go_short,False,0,1.7811299063082042,go_short,go_short,1.936,1.7597599999999392
390,DYDX/USDT:USDT,2022-03-25 13:30:00+00:00,second_buy,trailing_stop_loss,5.519,5.549,5.508034470460583,5.466193131655734,5.507,1,5.53,386042.5,1,False,5.514600000000002,5.512857142857264,5.470119999999949,-16.47430117,-0.27099835604354766,go_short,go_short,go_short,go_short,go_short,2022-04-02 07:45:00+00:00,6.982,go_short,528420.4,6.891,6.857,6.876285714285845,6.835988444000428,6.899799999999992,0,go_short,go_short,False,0,6.737651181474494,go_short,go_short,6.99,6.70699999999994
425,1000SHIB/USDT:USDT,2022-11-10 13:30:00+00:00,first_buy,trailing_stop_loss,0.009885999999999999,0.009890999999999999,0.009793245174432178,0.009743894518081223,0.009783,0,0.009818,215499149.0,0,False,0.00983099999999996,0.009814285714285966,0.00977356000000002,-6.15597073,-0.10024450116151566,go_long,go_long,go_long,go_long,go_long,2022-12-07 07:00:00+00:00,0.009217,go_long,283576672.0,0.009268,0.00918,0.009282000000000224,0.009288539699275284,0.00926980000000004,1,go_long,go_long,False,0,0.009299909457463888,go_long,go_long,0.00927,0.009313320000000035
