,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),open (exit),close (exit),low (exit),short-small-rl (exit),long-large-rl (exit),short-bid-rl (exit),high (exit),long-bid-rl (exit),long_jcrosk (exit),sma-compare (exit),mean-grad-hist (exit),sma-25 (exit),short_kdj (exit),ema-26 (exit),short-large-rl (exit),long-small-rl (exit),volume (exit),sma-07 (exit),sma-05 (exit),ema-12 (exit)
4658,BAKE/USDT:USDT,2022-03-31 11:00:00+00:00,first_buy,long-exit-profit,1.15,1.166,1.050874098332067,0.9844129169962639,1.145,0,1.149,1171565.0,0,False,1.0940000000000258,1.0771428571428738,0.9582799999999991,9.06488,0.39373148590539897,0,go_long,go_long,go_long,go_long,go_long,go_long,1.514,1.604,1.496,go_long,go_long,go_long,1.6400000000000001,go_long,0,0,0,1.3245599999999993,False,1.409415680422045,go_long,go_long,7717139.0,1.4298571428571587,1.4678000000000266,1.3345696702464034
4457,BAIDOGE/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,long-exit-profit,0.34722000000000003,0.34722000000000003,0.3639315469324786,0.37848105643598423,0.29901,1,0.32351,8121.0,0,False,0.35628999999999417,0.36288285714285495,0.3827879999999976,6.60676844,0.33508835301816897,1,go_long,go_long,go_long,go_long,go_long,go_long,0.43503000000000003,0.4408,0.43503000000000003,go_long,go_long,go_long,0.44785,go_long,1,0,0,0.42362999999999745,False,0.4294238067172456,go_long,go_long,1191.0,0.43152428571428353,0.4325639999999944,0.4221883100888999
7574,CETUS/USDT:USDT,2024-11-06 05:15:00+00:00,first_buy,long-exit-profit,0.21091000000000001,0.39575000000000005,0.2266173408104577,0.21306531075528531,0.20801000000000003,0,0.31585,395790.0,0,False,0.23387400000000222,0.22811000000000123,0.20855239999999955,6.7012314,0.35399477897653603,0,go_long,go_long,go_long,go_long,go_long,go_long,0.41223000000000004,0.42787000000000003,0.41223000000000004,go_long,go_long,go_long,0.43365000000000004,go_long,0,0,0,0.3955783999999996,False,0.40564947010923413,go_long,go_long,136130.0,0.404717142857144,0.40907400000000244,0.39950606291853086
5229,BCH/USDT:USDT,2022-03-13 23:00:00+00:00,first_buy,long-exit-profit,285.9,286.0,285.6856467996883,286.54782678560565,278.7,1,279.75,17352.0,0,False,285.2900000000013,285.81428571430644,286.87599999999964,6.415388,0.3273979730264372,1,go_long,go_long,go_long,go_long,go_long,go_long,370.6,371.8,370.2,go_long,go_long,go_long,374.45,go_long,0,0,1,359.5759999999998,False,365.80215489048953,go_long,go_long,71434.0,368.3357142857354,369.73000000000144,360.0431142635368
5287,BCH/USDT:USDT,2023-06-16 23:15:00+00:00,first_buy,long-exit-profit,108.0,108.0,107.71936320275888,106.9546914147086,107.9,1,107.9,1525.0,1,False,108.01000000000083,107.95000000002152,106.97199999999879,6.61758397,0.34038579945438147,0,go_long,go_long,go_long,go_long,go_long,go_long,143.1,145.05,143.0,go_long,go_long,go_long,149.45,go_long,0,0,0,135.85199999999875,False,137.82258346678296,go_long,go_long,807467.0,138.10714285716432,139.10000000000105,136.11489857664566
5499,BEER/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,1.1750000000000001e-05,1.183e-05,1.2280652471050471e-05,1.2741674319479765e-05,9.49e-06,1,1.031e-05,8362355.0,0,False,1.187199999999915e-05,1.2155714285714685e-05,1.2913200000000168e-05,6.72820013,0.33856577668382554,1,go_long,go_long,go_long,go_long,go_long,go_long,1.345e-05,1.3860000000000001e-05,1.345e-05,go_long,go_long,go_long,1.401e-05,go_long,0,0,0,1.2621200000000158e-05,False,1.3140721584996598e-05,go_long,go_long,631647.0,1.3300000000000405e-05,1.3387999999999153e-05,1.27044785616094e-05
5502,BEER/USDT:USDT,2024-08-19 16:45:00+00:00,first_buy,long-exit-profit,1.084e-05,1.0860000000000001e-05,1.0867409000902105e-05,1.0928109000613627e-05,1.067e-05,1,1.073e-05,407669.0,0,False,1.0831999999999164e-05,1.0864285714286094e-05,1.0916000000000168e-05,6.7165,0.3294280346519152,1,go_long,go_long,go_long,go_long,go_long,go_long,1.421e-05,1.427e-05,1.42e-05,go_long,go_long,go_long,1.435e-05,go_long,0,0,0,1.3092400000000171e-05,False,1.3701325859800872e-05,go_long,go_long,123048.0,1.391428571428609e-05,1.3999999999999175e-05,1.324509694741554e-05
5503,BEER/USDT:USDT,2024-08-23 22:15:00+00:00,first_buy,long-exit-profit,1.428e-05,1.445e-05,1.3816506496754583e-05,1.333434902538476e-05,1.418e-05,0,1.445e-05,81868.0,0,False,1.4141999999999174e-05,1.4020000000000374e-05,1.317800000000017e-05,6.9354,0.33297152674315306,0,go_long,go_long,go_long,go_long,go_long,go_long,1.889e-05,1.932e-05,1.8750000000000002e-05,go_long,go_long,go_long,1.941e-05,go_long,1,0,0,1.685880000000017e-05,False,1.810335125451474e-05,go_long,go_long,1389303.0,1.8445714285714656e-05,1.8837999999999175e-05,1.706091765653931e-05
5504,BEER/USDT:USDT,2024-08-24 13:30:00+00:00,first_buy,long-exit-profit,1.9299999999999998e-05,1.988e-05,1.8279758753820166e-05,1.7223071904203065e-05,1.912e-05,1,1.925e-05,2303842.0,0,False,1.8985999999999174e-05,1.8705714285714656e-05,1.7055600000000173e-05,8.6366695,0.4114155075693537,0,go_long,go_long,go_long,go_long,go_long,go_long,2.4240000000000002e-05,2.7230000000000002e-05,2.416e-05,go_long,go_long,go_long,2.804e-05,go_long,0,0,0,2.3254400000000168e-05,False,2.4126263002774465e-05,go_long,go_long,4591533.0,2.4348571428571793e-05,2.4629999999999166e-05,2.3480021747887073e-05
5508,BEER/USDT:USDT,2024-09-03 16:15:00+00:00,first_buy,long-exit-profit,1.344e-05,1.344e-05,1.3600979157722725e-05,1.3775215167832129e-05,1.301e-05,1,1.322e-05,284202.0,0,False,1.345399999999923e-05,1.3500000000000333e-05,1.3799600000000145e-05,6.93609116,0.3341013610612496,1,go_long,go_long,go_long,go_long,go_long,go_long,1.632e-05,1.764e-05,1.63e-05,go_long,go_long,go_long,1.764e-05,go_long,0,0,0,1.5654000000000135e-05,False,1.610836601700959e-05,go_long,go_long,1445492.0,1.6147142857143195e-05,1.6309999999999253e-05,1.5783823669995657e-05
5512,BEER/USDT:USDT,2024-09-26 01:00:00+00:00,first_buy,long-exit-profit,1.4866000000000001e-05,1.489e-05,1.5055040201773995e-05,1.5262616412515595e-05,1.4638000000000001e-05,1,1.4760000000000001e-05,321919.0,0,False,1.4942999999999196e-05,1.4948714285714657e-05,1.5296920000000167e-05,7.51529615,0.3559458746776513,1,go_long,go_long,go_long,go_long,go_long,go_long,1.9465e-05,2.0051e-05,1.9447000000000002e-05,go_long,go_long,go_long,2.058e-05,go_long,0,0,0,1.759076000000017e-05,False,1.8564101812413623e-05,go_long,go_long,761761.0,1.8918142857143247e-05,1.9133199999999216e-05,1.7853735657743968e-05
5525,BEER/USDT:USDT,2024-11-13 20:30:00+00:00,first_buy,long-exit-profit,9.79e-06,1.2877e-05,1.0540565625698259e-05,1.0399469563541345e-05,9.701e-06,0,1.2301000000000001e-05,2374268.0,0,False,1.0359399999999217e-05,1.0437571428571865e-05,1.0439720000000179e-05,9.2611295,0.4297502205159496,1,go_long,go_long,go_long,go_long,go_long,go_long,1.5687e-05,1.7659e-05,1.5665e-05,go_long,go_long,go_long,1.914e-05,go_long,0,0,0,1.1625080000000178e-05,False,1.3711742368183128e-05,go_long,go_long,1514007.0,1.4703285714286148e-05,1.5670399999999212e-05,1.2216828930509817e-05
5530,BEER/USDT:USDT,2024-11-16 23:00:00+00:00,first_buy,long-exit-profit,1.9737e-05,1.9896e-05,1.9829931755983356e-05,2.0562880437179292e-05,1.8447e-05,1,1.919e-05,152141.0,0,False,1.9574999999999195e-05,1.9574571428571862e-05,2.0438320000000168e-05,8.35873995,0.38446102048412023,0,go_long,go_long,go_long,go_long,go_long,go_long,2.4223e-05,2.6516e-05,2.4148e-05,go_long,go_long,go_long,2.6853000000000002e-05,go_long,1,0,0,2.163388000000017e-05,False,2.3472959063727454e-05,go_long,go_long,238705.0,2.3950142857143293e-05,2.464699999999919e-05,2.2279111103650024e-05
5490,BEER/USDT:USDT,2024-07-07 21:30:00+00:00,first_buy,long-exit-profit,2.48e-05,2.48e-05,2.501867149007478e-05,2.5528614160653652e-05,2.3899999999999998e-05,1,2.41e-05,618779.0,0,False,2.4739999999999014e-05,2.48285714285718e-05,2.5536000000000167e-05,7.337704,0.3456419099572626,1,go_long,go_long,go_long,go_long,go_long,go_long,3.09e-05,3.25e-05,3.09e-05,go_long,go_long,go_long,3.2999999999999996e-05,go_long,0,0,0,3.0384000000000165e-05,False,3.090474865295774e-05,go_long,go_long,1444949.0,3.1114285714286066e-05,3.101999999999904e-05,3.0153838306175563e-05
5531,BEER/USDT:USDT,2024-11-17 07:45:00+00:00,first_buy,long-exit-profit,2.6664e-05,2.69e-05,2.396373459238477e-05,2.2603843614490764e-05,2.5873e-05,0,2.6663000000000002e-05,37676.0,0,False,2.5179599999999192e-05,2.4598857142857583e-05,2.1873880000000172e-05,7.36493877,0.3406628250237611,0,go_long,go_long,go_long,go_long,go_long,go_long,3.4803000000000005e-05,3.5785000000000004e-05,3.439e-05,go_long,go_long,go_long,3.5953e-05,go_long,0,0,1,2.923264000000016e-05,False,3.209161728016852e-05,go_long,go_long,296680.0,3.326285714285757e-05,3.4184599999999205e-05,3.0160619359802953e-05
5574,BEL/USDT:USDT,2022-05-28 23:30:00+00:00,first_buy,long-exit-profit,0.35750000000000004,0.4928,0.3593854223888309,0.3540150822963256,0.2983,0,0.3996,251802.0,1,False,0.36251999999999596,0.35910000000000414,0.35240000000000277,10.2488498,0.5037397510878706,0,go_long,go_long,go_long,go_long,go_long,go_long,0.4702,0.625,0.466,go_long,go_long,go_long,0.7997000000000001,go_long,0,0,0,0.37441600000000286,False,0.4310246687298744,go_long,go_long,2178438.0,0.4371285714285756,0.470559999999996,0.39161741913733106
5576,BEL/USDT:USDT,2022-05-29 11:30:00+00:00,first_buy,long-exit-profit,0.6478,0.6478,0.661655486455956,0.663039916339967,0.62,1,0.6247,26728.0,1,False,0.6437799999999957,0.6519714285714329,0.6970800000000031,6.53264,0.3264623962558971,1,go_long,go_long,go_long,go_long,go_long,go_long,0.7698,0.8349000000000001,0.7698,go_long,go_long,go_long,0.8978,go_long,0,0,0,0.7075040000000032,False,0.7658930386097499,go_long,go_long,2809194.0,0.7888142857142899,0.7835199999999956,0.730075972605889
5577,BEL/USDT:USDT,2022-05-29 17:45:00+00:00,first_buy,long-exit-profit,0.8303,0.878,0.7831402634390191,0.7410333079684157,0.8,0,0.878,107231.0,0,False,0.7994799999999956,0.7970857142857185,0.7176360000000033,6.9239407,0.3425286558543962,0,go_long,go_long,go_long,go_long,go_long,go_long,1.076,1.1825,1.0686,go_long,go_long,go_long,1.2487,go_long,0,0,0,0.9927600000000028,False,1.0342247304702425,go_long,go_long,855737.0,1.0407000000000044,1.0620199999999955,1.0020431275195416
5580,BEL/USDT:USDT,2022-06-01 20:45:00+00:00,first_buy,long-exit-profit,0.7232000000000001,0.7281000000000001,0.7361427274811034,0.7540546708138869,0.7077,0,0.7192000000000001,55584.0,0,False,0.7288999999999952,0.73001428571429,0.7637720000000029,7.0417365,0.337614368929609,1,go_long,go_long,go_long,go_long,go_long,go_long,0.9524,0.9613,0.9435,go_long,go_long,go_long,0.9688,go_long,0,0,0,0.9304640000000026,False,0.9353647335243614,go_long,go_long,271821.0,0.9349000000000041,0.9408799999999949,0.918988857133303
5582,BEL/USDT:USDT,2022-06-05 01:45:00+00:00,first_buy,long-exit-profit,0.8267,0.8275,0.8425628374075873,0.8526759405621588,0.8166,1,0.8220000000000001,104566.0,0,False,0.8342199999999966,0.8399571428571475,0.8544240000000026,6.91194,0.3360114338216528,1,go_long,go_long,go_long,go_long,go_long,go_long,1.0769,1.1011,1.0769,go_long,go_long,go_long,1.1109,go_long,0,0,1,0.9810680000000025,False,1.0496108319241149,go_long,go_long,264023.0,1.0736000000000037,1.0770199999999959,0.9935157891579389
5584,BEL/USDT:USDT,2022-06-07 21:00:00+00:00,first_buy,long-exit-profit,1.1139000000000001,1.9707,1.1050052977505929,1.0214339214665318,1.1047,0,1.6015000000000001,2533836.0,1,False,1.1647599999999958,1.11851428571429,0.9848800000000025,7.5427716,0.3619542690355729,0,go_long,go_long,go_long,go_long,go_long,go_long,1.8989,2.1805,1.8232,go_long,go_long,go_long,2.2596,go_long,0,0,1,1.3504200000000026,False,1.7549168428476247,go_long,go_long,754040.0,1.906285714285719,1.926939999999996,1.4763282721617086
5642,BEL/USDT:USDT,2023-02-20 14:00:00+00:00,first_buy,long-exit-profit,0.7292000000000001,0.7363000000000001,0.7284481666945527,0.7259018080087656,0.7292000000000001,0,0.7353000000000001,4585.0,0,False,0.7296999999999868,0.7284142857142903,0.7264640000000019,7.2461836,0.33732267732267734,0,go_long,go_long,go_long,go_long,go_long,go_long,0.8843000000000001,0.99,0.8787,go_long,go_long,go_long,1.0106,go_long,0,0,0,0.7696960000000017,False,0.8333522724625022,go_long,go_long,460382.0,0.8531285714285762,0.8708599999999869,0.7892202878966943
5734,BEL/USDT:USDT,2024-04-02 22:45:00+00:00,first_buy,long-exit-profit,1.0306,1.0339,1.0157035302321178,1.0119257855202266,1.0285,0,1.0307,607.0,0,False,1.0180599999999853,1.0168714285714286,1.003931999999993,8.73246576,0.35204770048353584,0,go_long,go_long,go_long,go_long,go_long,go_long,1.3669,1.3996,1.3666,go_long,go_long,go_long,1.4086,go_long,0,0,0,1.2957159999999937,False,1.3451022108847925,go_long,go_long,74728.0,1.3597142857142863,1.3621599999999852,1.29014939238542
7674,CHR/USDT:USDT,2021-07-20 02:30:00+00:00,first_buy,long-exit-profit,0.21316000000000002,0.21384000000000003,0.2200652329370968,0.22448142378839367,0.2,1,0.21083000000000002,14309.0,0,False,0.21518600000000343,0.21774714285714408,0.22535840000000204,4.675116,0.3680588171580653,1,go_long,go_long,go_long,go_long,go_long,go_long,0.27569000000000005,0.28882,0.27569000000000005,go_long,go_long,go_long,0.29353,go_long,0,0,0,0.25774280000000216,False,0.2679629382819291,go_long,go_long,37594.0,0.2707700000000014,0.27565200000000345,0.2614633500200782
5248,BCH/USDT:USDT,2022-07-26 13:15:00+00:00,first_buy,long-exit-profit,114.6,114.65,115.27082932857856,115.64923108618343,113.65,1,114.0,110286.0,0,False,115.10000000000021,115.32142857145038,115.45199999999875,7.501641,0.3861867436111851,1,go_long,go_long,go_long,go_long,go_long,go_long,150.8,158.55,150.35,go_long,go_long,go_long,159.9,go_long,0,0,0,145.32999999999873,False,148.6039403478458,go_long,go_long,761659.0,149.72142857145042,151.5800000000002,145.87169280895603
5482,BEER/USDT:USDT,2024-06-21 13:30:00+00:00,first_buy,long-exit-profit,5.2199999999999995e-05,5.2799999999999996e-05,5.4889449170245813e-05,5.645163123328846e-05,5.05e-05,1,5.12e-05,879161.0,0,False,5.3599999999999006e-05,5.4357142857143204e-05,5.63280000000002e-05,7.427552,0.33001831827663536,1,go_long,go_long,go_long,go_long,go_long,go_long,6.72e-05,6.819999999999999e-05,6.62e-05,go_long,go_long,go_long,6.96e-05,go_long,0,0,1,6.163600000000018e-05,False,6.505033114989403e-05,go_long,go_long,636147.0,6.688571428571464e-05,6.723999999999902e-05,6.208094762375417e-05
5477,BEER/USDT:USDT,2024-06-18 08:15:00+00:00,first_buy,long-exit-profit,7.62e-05,7.98e-05,0.00010028703766769287,0.00011093644004067211,6.25e-05,1,7.28e-05,3911176.0,0,False,9.211999999999899e-05,9.78857142857146e-05,0.00011270400000000017,7.882928,0.3489477555411621,1,go_long,go_long,go_long,go_long,go_long,go_long,8.379999999999999e-05,9.86e-05,8.31e-05,go_long,go_long,go_long,0.0001,go_long,0,0,0,7.279200000000018e-05,False,7.977403487266137e-05,go_long,go_long,1671897.0,8.164285714285748e-05,8.4699999999999e-05,8.072456596188902e-05
5288,BCH/USDT:USDT,2023-06-22 01:00:00+00:00,first_buy,long-exit-profit,144.9,147.55,138.87295524112403,136.74712831170893,144.1,0,144.65,272248.0,0,False,140.71000000000103,139.50714285716433,136.15599999999876,6.10520084,0.32445482169708156,0,go_long,go_long,go_long,go_long,go_long,go_long,180.1,191.8,178.2,go_long,go_long,go_long,192.45,go_long,0,0,0,156.20799999999872,False,171.71920208839722,go_long,go_long,1730660.0,177.99285714287862,179.66000000000122,161.08866052109414
5289,BCH/USDT:USDT,2023-06-23 18:15:00+00:00,first_buy,long-exit-profit,191.85,193.0,173.95470945941304,162.95246344545754,185.3,1,186.25,759350.0,0,False,182.1100000000012,179.70714285716434,157.9079999999987,6.26269882,0.33582621457983775,0,go_long,go_long,go_long,go_long,go_long,go_long,241.75,247.2,241.1,go_long,go_long,go_long,248.15,go_long,0,0,0,232.8499999999987,False,239.06004852760594,go_long,go_long,1180369.0,242.12142857145005,242.5500000000015,234.8182175622155
5314,BCH/USDT:USDT,2024-02-28 17:45:00+00:00,first_buy,long-exit-profit,302.45,302.45,304.0902689204831,303.7862816468373,278.8,1,295.8,842227.0,0,False,305.41000000000315,305.2500000000214,304.08799999999866,8.72161986,0.3681924844931944,0,go_long,go_long,go_long,go_long,go_long,go_long,389.4,406.95,388.9,go_long,go_long,go_long,408.45,go_long,0,0,1,345.33199999999874,False,374.90763440838197,go_long,go_long,706072.0,385.70000000002136,390.19000000000295,354.3572281884102
5318,BCH/USDT:USDT,2024-03-20 05:30:00+00:00,first_buy,long-exit-profit,352.3,352.8,357.62422726693137,360.80444734612877,348.1,1,350.7,454787.0,0,False,354.06000000000256,355.6928571428785,360.46999999999866,8.28503977,0.3369125844948611,1,go_long,go_long,go_long,go_long,go_long,go_long,461.65,470.6,461.65,go_long,go_long,go_long,472.0,go_long,0,0,0,453.96199999999874,False,461.5650040102536,go_long,go_long,577665.0,462.70714285716423,463.7600000000024,454.250883693659
5319,BCH/USDT:USDT,2024-03-23 14:30:00+00:00,first_buy,long-exit-profit,470.55,471.75,462.7550033932915,455.3656330496842,464.9,0,469.3,356690.0,0,False,465.2400000000024,464.07857142859285,455.33199999999874,7.93500114,0.3377175020101849,0,go_long,go_long,go_long,go_long,go_long,go_long,610.6,632.75,610.5,go_long,go_long,go_long,637.95,go_long,0,0,0,585.4859999999987,False,599.7119077103896,go_long,go_long,910176.0,604.1214285714495,610.7900000000031,589.6339698586671
5343,BCH/USDT:USDT,2024-11-04 20:30:00+00:00,first_buy,long-exit-profit,331.32,331.37,332.93210080689335,334.24656753489325,328.88,1,329.99,37576.0,0,False,332.1259999999971,332.51571428573595,334.5680000000025,6.70366367,0.3380564912669586,1,go_long,go_long,go_long,go_long,go_long,go_long,434.84,442.93,434.49,go_long,go_long,go_long,448.86,go_long,1,0,0,430.4412000000029,False,433.73391843619686,go_long,go_long,275579.0,434.0257142857359,436.07999999999754,430.3999207910818
7681,CHR/USDT:USDT,2021-08-11 07:45:00+00:00,first_buy,long-exit-profit,0.34390000000000004,0.34391000000000005,0.34449656901881187,0.34396545071571744,0.34258000000000005,1,0.34258000000000005,97.0,1,False,0.34484600000000326,0.3452842857142869,0.3434028000000013,4.9488124,0.3607820459066882,0,go_long,go_long,go_long,go_long,go_long,go_long,0.44807,0.46556000000000003,0.44807,go_long,go_long,go_long,0.48,go_long,1,0,0,0.39205720000000194,False,0.42340162317750346,go_long,go_long,24445.0,0.43290142857142977,0.44437200000000343,0.3980171324321441
5355,BEAMX/USDT:USDT,2023-11-29 02:30:00+00:00,first_buy,long-exit-profit,0.009257999999999999,0.009257999999999999,0.009322660168696772,0.009310194529913645,0.009254,1,0.009254,535.0,1,False,0.009331599999999985,0.009330142857142861,0.009343639999999999,7.13157148,0.3499065386261497,0,go_long,go_long,go_long,go_long,go_long,go_long,0.012086,0.012529,0.012085,go_long,go_long,go_long,0.012717,go_long,0,0,0,0.01155884,False,0.011763589613909067,go_long,go_long,55562.0,0.011793428571428562,0.011895999999999997,0.011629820730369802
5478,BEER/USDT:USDT,2024-06-18 14:45:00+00:00,first_buy,long-exit-profit,9.839999999999999e-05,0.0001003,8.168572181532885e-05,8.15745981128602e-05,9.03e-05,1,9.219999999999999e-05,1202574.0,0,False,8.767999999999898e-05,8.432857142857176e-05,7.382000000000018e-05,8.4912,0.3833476718509256,0,go_long,go_long,go_long,go_long,go_long,go_long,0.0001203,0.0001277,0.0001203,go_long,go_long,go_long,0.0001282,go_long,0,0,0,0.00010916000000000015,False,0.00011736298951317297,go_long,go_long,482912.0,0.00012055714285714319,0.00012093999999999903,0.00011091506793496358
5356,BEAMX/USDT:USDT,2023-12-03 15:15:00+00:00,first_buy,long-exit-profit,0.012525,0.012869,0.01185842198099998,0.011685389565157224,0.012306,0,0.01238,60369.0,0,False,0.012054599999999997,0.011920285714285704,0.011596320000000002,7.45568709,0.3535601171129785,0,go_long,go_long,go_long,go_long,go_long,go_long,0.016406,0.016769,0.016406,go_long,go_long,go_long,0.01699,go_long,0,0,0,0.015781560000000014,False,0.01602976753153416,go_long,go_long,64724.0,0.016118999999999977,0.016283599999999992,0.015834194184806635
5363,BEAMX/USDT:USDT,2024-01-03 12:15:00+00:00,first_buy,long-exit-profit,0.017506,0.017506,0.01758438102194966,0.017849660536932536,0.013143,1,0.014966,124020.0,0,False,0.01727940000000004,0.017608142857142798,0.018000000000000002,7.38915015,0.3258627281869237,1,go_long,go_long,go_long,go_long,go_long,go_long,0.019833,0.020073999999999998,0.019761,go_long,go_long,go_long,0.020458,go_long,0,0,0,0.01859824,False,0.018956513364957423,go_long,go_long,34096.0,0.019106142857142797,0.019422200000000032,0.01841132834901331
5366,BEAMX/USDT:USDT,2024-01-12 17:30:00+00:00,first_buy,long-exit-profit,0.017740000000000002,0.017771,0.01808425911787379,0.018380977715199535,0.017273,1,0.017513,14505.0,0,False,0.017850600000000015,0.017922285714285772,0.018573799999999994,7.54483847,0.3305920843895528,1,go_long,go_long,go_long,go_long,go_long,go_long,0.023001999999999998,0.023393999999999998,0.022965,go_long,go_long,go_long,0.023625999999999998,go_long,0,0,0,0.02266479999999999,False,0.02278877225290579,go_long,go_long,89691.0,0.022815571428571494,0.022973800000000023,0.022603270804762318
5370,BEAMX/USDT:USDT,2024-02-08 17:00:00+00:00,first_buy,long-exit-profit,0.018716,0.018716,0.018930133678985134,0.018790433494732996,0.018446999999999998,1,0.018489,15836.0,0,False,0.018895200000000036,0.01900600000000007,0.01881935999999999,7.46805114,0.33573597533258404,0,go_long,go_long,go_long,go_long,go_long,go_long,0.024350000000000004,0.024755,0.024350000000000004,go_long,go_long,go_long,0.024776,go_long,0,0,0,0.023433999999999996,False,0.023811569810390818,go_long,go_long,22788.0,0.023990428571428662,0.02422320000000005,0.02333253071217999
5386,BEAMX/USDT:USDT,2024-04-13 20:15:00+00:00,first_buy,long-exit-profit,0.022291,0.022414999999999997,0.023621377318110745,0.02463294283022933,0.019545999999999997,1,0.020651,60630.0,0,False,0.023025799999999833,0.02345442857142874,0.025047360000000032,7.8709026,0.3450744765733904,1,go_long,go_long,go_long,go_long,go_long,go_long,0.027195999999999998,0.027624,0.027171999999999998,go_long,go_long,go_long,0.027715999999999998,go_long,0,0,0,0.026767240000000036,False,0.026924587055609087,go_long,go_long,2842.0,0.026910714285714454,0.027070199999999822,0.026691746191425027
5456,BEAMX/USDT:USDT,2024-12-20 11:45:00+00:00,first_buy,long-exit-profit,0.022250000000000002,0.02228,0.02288891786429204,0.023633819412132186,0.02177,1,0.02204,5651.0,0,False,0.022523999999999662,0.02253142857142875,0.023785600000000028,7.1479315,0.32801059757881074,1,go_long,go_long,go_long,go_long,go_long,go_long,0.028370000000000003,0.028940000000000004,0.028370000000000003,go_long,go_long,go_long,0.028940000000000004,go_long,0,0,0,0.02746320000000004,False,0.027691642158830583,go_long,go_long,1014.0,0.027665714285714467,0.027987999999999662,0.027205361786528902
7675,CHR/USDT:USDT,2021-07-21 17:45:00+00:00,first_buy,long-exit-profit,0.28991,0.29423000000000005,0.27118402470009384,0.2634956944630354,0.28516,0,0.2889,21360.0,0,False,0.2814460000000034,0.27491571428571565,0.25915560000000215,4.5357396,0.3889983509845465,0,go_long,go_long,go_long,go_long,go_long,go_long,0.38159000000000004,0.40515,0.38075000000000003,go_long,go_long,go_long,0.41047000000000006,go_long,0,0,0,0.34783160000000257,False,0.367829413232251,go_long,go_long,28683.0,0.3768471428571437,0.381634000000003,0.35646226846478607
5468,BEER/USDT:USDT,2024-06-13 06:30:00+00:00,first_buy,long-exit-profit,0.0001657,0.0001771,0.0002565507415613359,0.00029459832788995176,8.24e-05,1,0.0001199,2157660.0,0,False,0.00022367999999999905,0.0002505285714285715,0.00030424800000000024,17.55446,0.7319250032104789,1,go_long,go_long,go_long,go_long,go_long,go_long,0.0001518,0.0002085,0.0001516,go_long,go_long,go_long,0.00022099999999999998,go_long,0,1,0,0.0002916080000000003,False,0.00023554816407645943,go_long,go_long,989334.0,0.0002112714285714286,0.00017787999999999908,0.0002784402673953633
5472,BEER/USDT:USDT,2024-06-15 14:00:00+00:00,first_buy,long-exit-profit,0.0002049,0.0002059,0.0002072784192060213,0.00021178280619157586,0.0001839,1,0.0001937,585749.0,0,False,0.00020523999999999917,0.0002063714285714289,0.00021132800000000007,7.985352,0.3423178263549015,1,go_long,go_long,go_long,go_long,go_long,go_long,0.00025049999999999996,0.00026189999999999997,0.0002468,go_long,go_long,go_long,0.0002626,go_long,0,0,1,0.00020477200000000012,False,0.00023366294201998774,go_long,go_long,292698.0,0.000248614285714286,0.00024961999999999906,0.0002126338578096705
5358,BEAMX/USDT:USDT,2023-12-11 02:15:00+00:00,first_buy,long-exit-profit,0.018330000000000003,0.018393,0.017927062231263093,0.0179643443452119,0.015714,1,0.016625,105800.0,0,False,0.01781320000000001,0.01795057142857139,0.01807836000000002,7.36885032,0.34048967087269055,1,go_long,go_long,go_long,go_long,go_long,go_long,0.021932999999999998,0.022389,0.021932999999999998,go_long,go_long,go_long,0.022500000000000003,go_long,0,0,0,0.020990800000000035,False,0.02156797893864428,go_long,go_long,38365.0,0.021789285714285653,0.02198740000000003,0.021133564282768132
4577,BAKE/USDT:USDT,2021-06-22 12:00:00+00:00,first_buy,long-exit-profit,1.895,1.921,1.9515597566467122,2.024220532273233,1.881,1,1.881,536.0,0,False,1.9088000000000143,1.9225714285714393,2.046880000000001,4.7596125,0.33848426000054405,1,go_long,go_long,go_long,go_long,go_long,go_long,2.408,2.507,2.408,go_long,go_long,go_long,2.5460000000000003,go_long,0,0,1,2.2350000000000008,False,2.3507154502682774,go_long,go_long,49656.0,2.413285714285725,2.4448000000000123,2.261845482455772
4176,AXS/USDT:USDT,2022-05-11 13:00:00+00:00,first_buy,long-exit-profit,19.528,19.544,20.574818715427202,21.504014617294207,16.194,1,16.569,1495697.0,1,False,19.833400000000566,20.271714285715316,21.428040000000202,7.9081392,0.3959543193319581,1,go_long,go_long,go_long,go_long,go_long,go_long,20.254,23.282,20.088,go_long,go_long,go_long,23.356,go_long,0,1,0,21.3254800000002,False,20.6770030542711,go_long,go_long,968257.0,20.005714285715317,19.541600000000564,21.333820271057355
