,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,short-small-rl (exit),short_kdj (exit),low (exit),close (exit),long_jcrosk (exit),long-large-rl (exit),ema-12 (exit),ema-26 (exit),long-bid-rl (exit),short-large-rl (exit),mean-grad-hist (exit),short-bid-rl (exit),sma-07 (exit),open (exit),sma-25 (exit),volume (exit),sma-compare (exit),sma-05 (exit),long-small-rl (exit),high (exit)
1436,BTC/USDT:USDT,2024-11-10 11:15:00+00:00,second_buy,force_exit,79547.9,80089.7,79342.7556605131,78951.69686198597,79547.9,0,79785.7,4846375.0,0,False,79480.06000000032,79457.41428571481,79176.5239999998,-1.37653811,-0.1727023455392986,0,go_short,go_short,go_long,go_long,go_short,go_short,2025-01-12 16:15:00+00:00,go_short,False,94788.1,94792.7,0,go_long,94607.04341345772,94787.46074320821,go_short,go_long,1,go_short,94898.01428571479,95026.3,94491.34799999988,688395.0,0,94941.94000000044,go_short,95090.0
1027,ATOM/USDT:USDT,2024-12-04 14:15:00+00:00,first_buy,force_exit,10.617,10.622,10.462810539891544,10.31937447932639,10.401,1,10.41,10663.0,0,False,10.526400000000331,10.522428571428746,10.341040000000104,-4.01590558,-0.3852774115349742,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,do_nothing,False,6.51,6.51,1,go_long,6.529577250757326,6.520432239489998,go_long,go_long,1,go_long,6.513714285714445,6.553,6.5168800000000875,1600.0,0,6.525000000000316,do_nothing,6.557
649,ARPA/USDT:USDT,2025-01-10 09:30:00+00:00,first_buy,force_exit,0.047240000000000004,0.04725000000000001,0.0468570508881563,0.046579837427237376,0.047220000000000005,0,0.047220000000000005,117.0,0,False,0.046981999999998414,0.046932857142858,0.04656439999999851,-0.1782864,-0.018855419405916972,0,go_short,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_long,False,0.04648,0.04648,1,go_long,0.04640466515086107,0.046507397410195064,go_long,go_long,1,go_long,0.0465385714285723,0.04669,0.046365999999998506,600.0,0,0.046545999999998436,go_short,0.0468
1261,AUCTION/USDT:USDT,2025-01-10 20:00:00+00:00,first_buy,force_exit,15.754,15.754,15.615895282354366,15.562308041226773,15.754,1,15.754,160.0,0,False,15.657199999999914,15.664571428571445,15.482440000000087,-0.22434276,-0.02371023669741456,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,do_nothing,False,15.419,15.419,1,go_long,15.365658579929287,15.39808785006756,go_long,go_long,1,go_long,15.415571428571445,15.526,15.33176000000009,2326.0,0,15.420999999999916,do_nothing,15.526
1352,BBL/USDT:USDT,2025-01-08 02:00:00+00:00,first_buy,force_exit,0.004517,0.004521,0.004492541937571034,0.004515132377315834,0.004471,0,0.004521,1582.0,0,False,0.004490200000000339,0.004487857142857947,0.00449380000000003,-1.36773718,-0.13647058680318103,0,go_short,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_long,False,0.003947,0.003947,0,go_long,0.003964981911772786,0.003950952890056669,go_long,go_long,1,go_long,0.003946714285715089,0.003965,0.003962560000000031,3460.0,0,0.003949400000000338,go_short,0.003977
338,AMP/USDT:USDT,2025-01-10 20:00:00+00:00,first_buy,force_exit,0.007069,0.007150999999999999,0.0069180084992390084,0.006904227358733923,0.007069,0,0.007083,134.0,1,False,0.006955400000000068,0.006935714285714291,0.006859839999999991,-0.11672275,-0.0165445720567741,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_long,False,0.006947,0.006947,0,go_long,0.006933983486276666,0.006935276035673545,go_long,go_long,0,go_long,0.006937714285714288,0.006947,0.0069401199999999915,0.0,1,0.0069284000000000515,do_nothing,0.006947
376,ARKM/USDT:USDT,2025-01-08 07:00:00+00:00,first_buy,force_exit,1.3988,1.4001000000000001,1.4168414234411482,1.4410295589839968,1.3787,1,1.3811,14042.0,0,False,1.40418000000003,1.4123000000000137,1.4418639999999925,-0.1436239,-0.01486273859560786,1,go_short,go_short,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_short,False,1.3644,1.3644,0,go_long,1.3573279779769112,1.3608047710573485,go_long,go_long,1,go_long,1.3622714285714408,1.3706,1.3537359999999907,1167.0,0,1.3639600000000318,go_short,1.3767
876,ASTR/USDT:USDT,2025-01-06 18:45:00+00:00,first_buy,force_exit,0.06806000000000001,0.06816000000000001,0.06805844291640752,0.06793457800747132,0.06806000000000001,0,0.06811,842.0,0,False,0.067856,0.06786000000000121,0.06802960000000033,-1.03785122,-0.1090855381177962,1,go_short,go_short,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_short,False,0.06094000000000001,0.06099,0,go_long,0.06082711014767742,0.06079191203546674,go_long,go_long,0,go_long,0.060662857142858406,0.061090000000000005,0.06075160000000036,2606.0,0,0.06082600000000034,go_short,0.06117
1428,BLAST/USDT:USDT,2025-01-07 14:15:00+00:00,first_buy,force_exit,0.009979,0.01004,0.00988530922501788,0.009813736655107583,0.009940000000000001,1,0.010003999999999999,338.0,0,False,0.009980800000000097,0.009996999999999928,0.009769600000000055,-1.154519,-0.11541735558547328,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_long,False,0.008867,0.008867,0,go_long,0.008860871712221382,0.008859884634228442,go_long,go_long,1,go_long,0.008867571428571332,0.008867,0.00883272000000005,0.0,0,0.008871800000000086,do_nothing,0.008867
1383,BEER/USDT:USDT,2025-01-08 02:30:00+00:00,first_buy,force_exit,9.479e-06,9.528000000000001e-06,9.540706193791069e-06,9.604866872582831e-06,9.387e-06,0,9.513e-06,67546.0,0,False,9.50959999999919e-06,9.52071428571464e-06,9.603360000000177e-06,-0.22542198,-0.022561869016739625,1,go_short,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_long,False,9.32e-06,9.32e-06,0,go_long,9.14605519391638e-06,9.189184349928871e-06,go_long,go_long,0,go_long,9.198285714286071e-06,9.334e-06,9.126920000000175e-06,3901.0,0,9.21739999999918e-06,go_short,9.334e-06
152,ACH/USDT:USDT,2025-01-03 23:30:00+00:00,first_buy,force_exit,0.027756,0.027847,0.02786489852272905,0.027788498533108177,0.027756,1,0.027818,2141.0,1,False,0.02785799999999978,0.027857571428570878,0.027884640000001237,-1.84275367,-0.18280531346616663,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2025-01-12 16:00:00+00:00,do_nothing,False,0.022626999999999998,0.022706999999999998,0,go_long,0.022575740025105047,0.02257521584461011,go_long,go_long,0,go_long,0.022573142857142275,0.022652,0.022521080000001244,6505.0,0,0.022595199999999805,do_nothing,0.02273
227,ADA/USDT:USDT,2024-12-20 10:30:00+00:00,second_buy,force_exit,0.7884,0.8099000000000001,0.8345232207346333,0.8578468525755081,0.784,0,0.8019000000000001,439363.0,0,False,0.8138799999999901,0.8197285714285674,0.8683080000000218,-1.89825285,-0.23686773909287,1,go_short,go_short,go_long,go_long,go_short,go_short,2025-01-12 16:00:00+00:00,go_short,False,0.991,0.9929,1,go_long,0.994294051152676,0.9939462062681687,go_short,go_long,1,go_short,0.9938428571428541,0.9923000000000001,0.9911080000000222,7245.0,0,0.9945399999999861,go_short,0.9944000000000001
552,ARPA/USDT:USDT,2023-05-12 16:15:00+00:00,first_buy,long-exit-profit,0.05865000000000001,0.05865000000000001,0.05492821622751189,0.05327387059225614,0.056040000000000006,1,0.0565,1088187.0,0,False,0.05693999999999927,0.05572142857142877,0.05288919999999904,3.88212031,0.4037732501751242,0,go_short,go_long,go_long,go_long,go_long,go_long,2023-05-24 01:00:00+00:00,go_long,False,0.07196000000000001,0.07724,1,go_long,0.06837651370679902,0.0698123552949916,go_long,go_long,0,go_long,0.07014000000000029,0.07233,0.06808079999999901,2144497.0,0,0.07109799999999948,go_short,0.0888
553,ARPA/USDT:USDT,2023-05-24 01:15:00+00:00,first_buy,long-exit-profit,0.07708000000000001,0.07712000000000001,0.0708104544803775,0.0689634386174065,0.07551000000000001,0,0.0763,628604.0,0,False,0.07277799999999948,0.07141000000000028,0.06844599999999902,3.2333509,0.3247560177373273,0,go_short,go_long,go_long,go_long,go_long,go_long,2023-05-24 05:15:00+00:00,go_long,False,0.08689000000000001,0.10136,0,go_long,0.08010687199191713,0.08546499114639054,go_long,go_long,0,go_long,0.08672000000000027,0.08822,0.07856479999999903,5126256.0,0,0.08811999999999945,go_short,0.11455000000000001
590,ARPA/USDT:USDT,2023-12-26 01:30:00+00:00,first_buy,long-exit-profit,0.05714,0.057150000000000006,0.05740798402254318,0.05765418481667359,0.05714,0,0.057150000000000006,1626.0,0,False,0.05714999999999902,0.05721571428571521,0.0577863999999992,3.39400257,0.35120225785835923,1,go_short,go_long,go_long,go_long,go_long,go_long,2024-01-05 09:15:00+00:00,go_long,False,0.07484,0.07704000000000001,0,go_long,0.06805257110397175,0.07104124034258226,go_long,go_long,0,go_long,0.07205857142857232,0.07506,0.06740999999999917,124825.0,0,0.07307599999999906,go_short,0.07873000000000001
610,ARPA/USDT:USDT,2024-03-12 15:15:00+00:00,first_buy,long-exit-profit,0.08187000000000001,0.08299000000000001,0.08217057714010556,0.08188686861087036,0.08156000000000001,0,0.08299000000000001,4236.0,0,False,0.08199999999999873,0.08210000000000095,0.08195999999999909,4.2827868,0.42977622666629417,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-03-12 21:15:00+00:00,go_long,False,0.10528000000000001,0.11877000000000001,1,go_long,0.089966193679536,0.09619569779832308,go_long,go_long,0,go_long,0.09824571428571523,0.10722000000000001,0.08712519999999907,855667.0,0,0.10251199999999874,go_short,0.12317000000000002
636,ARPA/USDT:USDT,2024-08-18 22:45:00+00:00,first_buy,long-exit-profit,0.03477,0.03477,0.034652352975966964,0.03464544015438109,0.03477,0,0.03477,4.0,0,False,0.03460999999999878,0.03461000000000059,0.03466239999999864,3.3268326,0.3413769147160001,1,go_short,go_long,go_long,go_long,go_long,go_long,2024-08-19 10:00:00+00:00,go_long,False,0.042230000000000004,0.0468,0,go_long,0.03772805497623077,0.040133823985294005,go_long,go_long,0,go_long,0.04142285714285775,0.044090000000000004,0.03654119999999865,805314.0,0,0.04298399999999879,go_short,0.04732
640,ARPA/USDT:USDT,2024-10-17 03:30:00+00:00,first_buy,long-exit-profit,0.041460000000000004,0.04161,0.04138028560668788,0.04131791700185082,0.041460000000000004,0,0.04154,48.0,0,False,0.041365999999998675,0.041415714285714965,0.04139119999999858,3.45143727,0.3608872831549769,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-10-20 20:45:00+00:00,go_long,False,0.05476,0.05686000000000001,0,go_long,0.04764145143481252,0.05045494452771973,go_long,go_long,0,go_long,0.05203714285714366,0.05476,0.04654719999999855,267439.0,0,0.052733999999998706,go_short,0.05718
655,ASTR/USDT:USDT,2022-05-12 05:00:00+00:00,first_buy,long-exit-profit,0.049060000000000006,0.049830000000000006,0.05047790603511672,0.05464147894710938,0.04517,1,0.0455,14894.0,0,False,0.04876000000000078,0.04963000000000094,0.05448559999999989,3.036294,0.3253175396032539,1,go_short,go_short,go_long,go_long,go_long,go_long,2022-05-12 15:00:00+00:00,go_short,False,0.05981,0.06169,0,go_long,0.054320318456885765,0.0573870429548314,go_long,go_long,0,go_long,0.05888000000000094,0.06083,0.052586799999999885,16359.0,0,0.05961800000000077,go_short,0.06235
728,ASTR/USDT:USDT,2023-02-07 23:00:00+00:00,first_buy,long-exit-profit,0.06473000000000001,0.06474,0.06434985653682021,0.06381063964679017,0.06473000000000001,1,0.06473000000000001,2288.0,0,False,0.06457400000000049,0.06459000000000144,0.06366600000000018,3.514074,0.3621190815991992,0,go_short,go_short,go_long,go_long,go_long,go_long,2023-02-09 00:15:00+00:00,go_short,False,0.06779,0.08997000000000001,0,go_long,0.0667552644607698,0.06977613391049989,go_long,go_long,0,go_long,0.07033857142857287,0.06977000000000001,0.06551880000000018,306011.0,0,0.07211000000000053,go_short,0.08999
773,ASTR/USDT:USDT,2023-10-23 09:00:00+00:00,first_buy,long-exit-profit,0.04191,0.04191,0.041872962548535696,0.041906898023179,0.04191,0,0.04191,350.0,0,False,0.04173800000000114,0.04177000000000109,0.042059199999999936,3.23565104,0.33533748523011225,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-10-24 12:45:00+00:00,go_short,False,0.05487,0.055970000000000006,0,go_long,0.05164765368730962,0.05317703606791599,go_long,go_long,0,go_long,0.05371857142857251,0.055260000000000004,0.05120039999999993,19601.0,0,0.05420200000000114,go_short,0.055970000000000006
783,ASTR/USDT:USDT,2023-12-17 02:45:00+00:00,first_buy,long-exit-profit,0.08166000000000001,0.08166000000000001,0.0812393982727519,0.08128433136218624,0.08151000000000001,0,0.08151000000000001,2056.0,0,False,0.08110200000000091,0.08124142857143002,0.0811120000000002,5.687541,0.5831136228303716,0,go_short,go_short,go_long,go_long,go_long,go_long,2023-12-18 07:45:00+00:00,go_short,False,0.07531,0.12897,0,go_long,0.08012889902017219,0.08384268327411254,go_long,go_long,0,go_long,0.08324714285714428,0.07531,0.07778840000000017,1778887.0,0,0.08610800000000089,go_short,0.13249000000000002
651,ASTR/USDT:USDT,2022-04-01 18:15:00+00:00,first_buy,long-exit-profit,0.19805,0.20447,0.1997078439844202,0.19647105739983334,0.18516000000000002,1,0.2,841.0,0,False,0.1988600000000001,0.20026857142857143,0.19601840000000006,2.8532728,0.35955678611715747,0,go_short,go_short,go_long,go_long,go_long,go_long,2022-04-01 23:45:00+00:00,go_short,False,0.23720000000000002,0.26999,0,go_long,0.21365905708312846,0.22508381976030403,go_long,go_long,0,go_long,0.22832714285714287,0.23720000000000002,0.20921440000000005,29385.0,0,0.23625800000000016,go_short,0.26999
551,ARPA/USDT:USDT,2023-05-10 23:15:00+00:00,first_buy,long-exit-profit,0.0441,0.044180000000000004,0.04429647364274609,0.044223625354601344,0.0441,0,0.044140000000000006,2284.0,0,False,0.04406199999999925,0.044202857142857314,0.044299199999999025,3.35970414,0.34563041069817024,1,go_short,go_long,go_long,go_long,go_long,go_long,2023-05-12 16:00:00+00:00,go_long,False,0.056830000000000006,0.05876000000000001,0,go_long,0.05301578023963663,0.054642437359786786,go_long,go_long,0,go_long,0.05512285714285735,0.057,0.052679199999999045,751216.0,0,0.05616199999999927,go_short,0.05895
261,AMP/USDT:USDT,2024-03-12 01:15:00+00:00,first_buy,long-exit-profit,0.0072429999999999994,0.008,0.0070308528721156095,0.006680903997218708,0.007202999999999999,0,0.008,8977.0,0,False,0.007194200000000021,0.007047000000000014,0.006762720000000016,2.631366,0.32892107892107897,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-03-12 05:45:00+00:00,go_long,False,0.009496,0.010572,0,go_long,0.008381355520806846,0.009139224769343434,go_long,go_long,0,go_long,0.009376285714285728,0.009644,0.008204080000000016,12057.0,0,0.00954820000000002,do_nothing,0.010662999999999999
260,AMP/USDT:USDT,2024-03-09 21:15:00+00:00,first_buy,long-exit-profit,0.005411,0.005411,0.00542650735533799,0.005390858220040818,0.005411,1,0.005411,2.0,0,False,0.005431800000000019,0.0054277142857143065,0.005400400000000005,1.78940145,0.32866590111488075,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-03-12 01:00:00+00:00,go_long,False,0.006947999999999999,0.007251,0,go_long,0.006575376316996204,0.006854644303409357,go_long,go_long,0,go_long,0.006884428571428586,0.0069489999999999994,0.006670440000000016,2217.0,0,0.006923600000000021,do_nothing,0.007264
377,ARPA/USDT:USDT,2021-10-19 11:45:00+00:00,first_buy,long-exit-profit,0.1776,0.17861000000000002,0.17661260284525526,0.17317458689458692,0.17596,0,0.17703000000000002,6428.0,1,False,0.17958600000000008,0.1784585714285715,0.17475560000000004,3.149109,0.3550547979191961,0,go_short,go_long,go_long,go_long,go_long,go_long,2021-11-03 11:15:00+00:00,go_long,False,0.23138000000000003,0.2404,0,go_long,0.21429245081950107,0.22204849726057402,go_long,go_long,0,go_long,0.22565428571428578,0.23147,0.21240839999999983,58045.0,0,0.2269719999999999,go_short,0.24632
784,ASTR/USDT:USDT,2023-12-18 08:00:00+00:00,first_buy,long-exit-profit,0.12883,0.13258,0.09027919353963369,0.08350305464830758,0.12289000000000001,0,0.12568000000000001,777276.0,0,False,0.0961020000000009,0.09032714285714429,0.07975400000000017,3.26224663,0.32421285737740174,0,go_short,go_short,go_long,go_long,go_long,go_long,2024-01-02 04:15:00+00:00,go_short,False,0.15669000000000002,0.16485000000000002,0,go_long,0.14786299884611986,0.15249147330644794,go_long,go_long,0,go_long,0.15506142857143018,0.15669000000000002,0.1461011999999999,202963.0,0,0.15708000000000072,go_short,0.16503
373,ARKM/USDT:USDT,2024-07-29 22:30:00+00:00,first_buy,long-exit-profit,1.413,1.4133,1.407541003293384,1.4162650538214598,1.4097,0,1.4097,13.0,0,False,1.403320000000014,1.4039142857142777,1.4097639999999916,3.27366716,0.3334757584619928,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-10-16 02:15:00+00:00,go_short,False,1.8179,1.8957000000000002,0,go_long,1.8155694368641617,1.824699587385125,go_long,go_long,0,go_long,1.8211857142857142,1.8183,1.8089279999999894,44999.0,0,1.8281600000000107,go_short,1.8986
363,ARKM/USDT:USDT,2024-03-01 04:45:00+00:00,first_buy,long-exit-profit,2.731,2.7312000000000003,2.6192922026398544,2.4895544729165704,2.6455,1,2.664,127483.0,1,False,2.683080000000002,2.675114285714287,2.4436680000000015,2.63267935,0.32944387667998204,0,go_short,go_short,go_long,go_long,go_long,go_long,2024-03-09 22:45:00+00:00,go_short,False,3.5604,3.6261,0,go_long,3.52117169789153,3.5413617176173644,go_long,go_long,0,go_long,3.531000000000002,3.5604,3.5359039999999955,10223.0,0,3.539360000000001,go_short,3.6616
362,ARKM/USDT:USDT,2024-02-28 21:30:00+00:00,first_buy,long-exit-profit,2.0423,2.055,1.9825910497066865,1.9038496050422038,0.2666,1,2.0381,612057.0,1,False,2.0280400000000034,2.0097142857142867,1.9193480000000012,3.40523677,0.33393883724992,0,go_short,go_short,go_long,go_long,go_long,go_long,2024-03-01 04:30:00+00:00,go_short,False,2.677,2.7304,0,go_long,2.475598830749896,2.611163512210737,go_long,go_long,1,go_long,2.668257142857144,2.6894,2.4198320000000013,76307.0,0,2.6867600000000023,go_short,2.7389
360,ARKM/USDT:USDT,2024-02-19 03:15:00+00:00,first_buy,long-exit-profit,1.2462,1.2681,1.1517594698525078,1.1155026852079883,1.2237,0,1.2324,207141.0,1,False,1.192940000000003,1.166657142857145,1.0987000000000002,3.54204647,0.3591956271355735,0,go_short,go_short,go_long,go_long,go_long,go_long,2024-02-25 06:00:00+00:00,go_short,False,1.6224,1.6808,0,go_long,1.550190993388801,1.6002581117020944,go_long,go_long,0,go_long,1.6215000000000004,1.6296,1.5467040000000003,51004.0,0,1.640540000000002,go_short,1.6854
359,ARKM/USDT:USDT,2024-02-18 02:00:00+00:00,first_buy,long-exit-profit,0.9229,0.9515,0.8770142565803976,0.8615683004995324,0.9037000000000001,0,0.9284,88986.0,0,False,0.8875800000000036,0.8736142857142876,0.8578280000000008,3.41885588,0.3328272970463988,0,go_short,go_short,go_long,go_long,go_long,go_long,2024-02-19 03:00:00+00:00,go_short,False,1.1627,1.2459,0,go_long,1.1061509000246275,1.1370975552802365,go_long,go_long,0,go_long,1.1491000000000022,1.1642000000000001,1.0911000000000002,227276.0,0,1.166640000000003,go_short,1.2468
358,ARKM/USDT:USDT,2024-02-15 00:15:00+00:00,first_buy,long-exit-profit,0.6679,0.6691,0.6654323618438397,0.6626930906528928,0.6672,0,0.668,269.0,0,False,0.6653200000000035,0.6654000000000014,0.6617360000000013,3.79846455,0.3790500329757147,0,go_short,go_short,go_long,go_long,go_long,go_long,2024-02-18 01:45:00+00:00,go_short,False,0.8814000000000001,0.9234,0,go_long,0.856221764539495,0.8676713941404698,go_long,go_long,0,go_long,0.8641142857142876,0.8848,0.8535720000000008,142350.0,0,0.8691600000000035,go_short,0.9308000000000001
352,ARKM/USDT:USDT,2023-12-08 23:00:00+00:00,first_buy,long-exit-profit,0.5467000000000001,0.5471,0.5483100961301637,0.544499160714333,0.5467000000000001,1,0.5471,88.0,0,False,0.5480000000000028,0.5495285714285719,0.5457560000000015,3.44936752,0.34934322773738835,0,go_short,go_short,go_long,go_long,go_long,go_long,2023-12-20 15:15:00+00:00,go_short,False,0.7101000000000001,0.7425,0,go_long,0.6773322300020636,0.7000175779841847,go_long,go_long,0,go_long,0.7088714285714295,0.7143,0.672556000000002,114563.0,0,0.7137600000000035,go_short,0.7486
254,AMP/USDT:USDT,2024-02-21 07:00:00+00:00,first_buy,long-exit-profit,0.0039900000000000005,0.0040219999999999995,0.004006837700410437,0.003976976767533952,0.00398,1,0.004020999999999999,774.0,1,False,0.004031800000000014,0.004028285714285725,0.00396555999999999,2.7153565,0.3341517437969766,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-02-22 12:00:00+00:00,go_long,False,0.005272,0.00544,0,go_long,0.004684778814115571,0.00484703441371657,go_long,go_long,0,go_long,0.004894285714285725,0.005353,0.004626319999999992,4577.0,0,0.005016200000000015,do_nothing,0.005556
331,AMP/USDT:USDT,2024-11-28 11:30:00+00:00,first_buy,long-exit-profit,0.0085,0.009420000000000001,0.007205460860926804,0.006841525630343433,0.008150000000000001,0,0.008372,19262.0,0,False,0.007414000000000051,0.007239428571428589,0.006817719999999991,2.91621229,0.3443208829936167,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-12-04 02:45:00+00:00,go_long,False,0.010296,0.010993,0,go_long,0.009249384222234243,0.009855060991968255,go_long,go_long,0,go_long,0.010259714285714316,0.010383,0.00917959999999999,16009.0,0,0.010263400000000056,do_nothing,0.011575
330,AMP/USDT:USDT,2024-11-28 03:45:00+00:00,first_buy,long-exit-profit,0.005952,0.006148,0.005898121191245089,0.005829044691924452,0.005952,0,0.006030000000000001,482.0,0,False,0.005938600000000051,0.005931571428571446,0.0058664799999999925,2.42653787,0.39982084054820327,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-11-28 11:15:00+00:00,go_long,False,0.006965,0.008480000000000001,0,go_long,0.006719087680770908,0.006993362835640769,go_long,go_long,0,go_long,0.0070051428571428756,0.006965,0.006739159999999991,13324.0,0,0.007107800000000051,do_nothing,0.008541
262,AMP/USDT:USDT,2024-03-12 06:00:00+00:00,first_buy,long-exit-profit,0.010641999999999999,0.012,0.009419805574059829,0.008572588445191523,0.009764,0,0.010962999999999999,44659.0,0,False,0.00996620000000002,0.009650571428571442,0.008374160000000016,4.725352,0.4311866430974944,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-03-12 06:30:00+00:00,go_long,False,0.011120000000000001,0.015698999999999998,0,go_long,0.009320320683463239,0.01069281937551029,go_long,go_long,0,go_long,0.011044000000000014,0.011798,0.008932320000000016,29827.0,0,0.011735600000000023,do_nothing,0.021061999999999997
543,ARPA/USDT:USDT,2023-02-22 23:15:00+00:00,first_buy,long-exit-profit,0.04914,0.04938000000000001,0.048649369179794136,0.04851292906061971,0.04914,0,0.04938000000000001,791.0,0,False,0.04876799999999953,0.0486271428571432,0.04831239999999971,3.51678,0.35703930216125335,0,go_short,go_long,go_long,go_long,go_long,go_long,2023-03-18 08:30:00+00:00,go_long,False,0.06344000000000001,0.06693,0,go_long,0.05543821105254891,0.05869995376447999,go_long,go_long,0,go_long,0.059818571428571554,0.06372,0.05448439999999955,228035.0,0,0.06249199999999955,go_short,0.06789
428,ARPA/USDT:USDT,2022-05-11 21:30:00+00:00,first_buy,long-exit-profit,0.029220000000000003,0.029960000000000004,0.030452822596014523,0.03215468456740665,0.028200000000000003,0,0.028530000000000003,29826.0,1,False,0.029445999999999715,0.02977142857142923,0.03230439999999982,3.1262946,0.3330104097169544,1,go_short,go_long,go_long,go_long,go_long,go_long,2022-05-24 19:45:00+00:00,go_long,False,0.0369,0.03796,0,go_long,0.03453350281997401,0.03514079964843446,go_long,go_long,0,go_long,0.03533714285714353,0.03692,0.03405199999999983,108717.0,0,0.03562599999999973,go_short,0.03837
1024,ATOM/USDT:USDT,2024-11-07 13:15:00+00:00,first_buy,long-exit-profit,4.529,4.54,4.515663786654383,4.5191330025175604,4.5280000000000005,0,4.5280000000000005,994.0,0,False,4.524400000000332,4.5150000000001915,4.515880000000105,2.99546326,0.33087912308832257,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-11-16 22:15:00+00:00,do_nothing,False,5.984,6.039,0,go_long,5.820163317960096,5.916381846754522,go_long,go_long,0,go_long,5.955142857143048,6.0,5.808400000000106,6911.0,0,5.98280000000034,do_nothing,6.041
907,ATOM/USDT:USDT,2022-09-06 17:15:00+00:00,first_buy,long-exit-profit,12.296,12.296,12.278484817608463,12.355764236035258,11.738,1,11.834,28078.0,0,False,12.22020000000031,12.268857142857174,12.383960000000148,4.599696,0.38816530656368464,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-09-09 08:30:00+00:00,do_nothing,False,14.5,16.453,0,go_long,14.271078622228773,14.560077700120617,go_long,go_long,0,go_long,14.57728571428574,14.5,14.171360000000147,201922.0,0,14.760400000000308,do_nothing,17.17
1347,BBL/USDT:USDT,2024-11-09 23:30:00+00:00,first_buy,long-exit-profit,0.007388,0.007561999999999999,0.006186198186489261,0.005842415742105102,0.007,0,0.007050000000000001,237403.0,0,False,0.0064480000000003476,0.006231000000000818,0.005755680000000001,3.36522399,0.3430646592042581,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-12-03 02:15:00+00:00,go_long,False,0.008990000000000001,0.009502,0,go_long,0.008440655460390412,0.008722043313030791,go_long,go_long,0,go_long,0.008824000000000817,0.009037,0.008372040000000002,34595.0,0,0.008941800000000336,go_short,0.009576999999999999
1354,BEER/USDT:USDT,2024-06-13 06:15:00+00:00,first_buy,long-exit-profit,0.00024249999999999999,0.0002459,0.00028139633093612426,0.0003085741941211479,0.00016539999999999998,1,0.00016639999999999998,933884.0,0,False,0.00026331999999999907,0.0002795428571428572,0.00031310800000000026,6.807282,0.68401544140832,1,go_short,go_long,go_long,go_long,go_long,go_long,2024-06-13 07:15:00+00:00,go_long,False,0.0002069,0.000279,0,go_long,0.00027848172906978086,0.0002422330619108503,go_long,go_long,0,go_long,0.0002075857142857143,0.00020789999999999998,0.00028940400000000027,880927.0,1,0.00018515999999999905,go_short,0.0002868
1357,BEER/USDT:USDT,2024-06-18 08:15:00+00:00,first_buy,long-exit-profit,7.62e-05,7.98e-05,0.00010028703766769287,0.00011093644004067211,6.25e-05,1,7.28e-05,3911176.0,0,False,9.211999999999899e-05,9.78857142857146e-05,0.00011270400000000017,3.305744,0.34894775554116214,1,go_short,go_long,go_long,go_long,go_long,go_long,2024-06-18 14:30:00+00:00,go_long,False,8.31e-05,9.86e-05,0,go_long,8.072456596188902e-05,7.977403487266137e-05,go_long,go_long,0,go_long,8.164285714285748e-05,8.379999999999999e-05,7.279200000000018e-05,1671897.0,0,8.4699999999999e-05,go_short,0.0001
