,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,open (exit),volume (exit),ema-12 (exit),sma-25 (exit),long_jcrosk (exit),sma-05 (exit),mean-grad-hist (exit),long-large-rl (exit),close (exit),short-small-rl (exit),high (exit),long-bid-rl (exit),short-bid-rl (exit),short-large-rl (exit),short_kdj (exit),low (exit),ema-26 (exit),long-small-rl (exit),sma-compare (exit),sma-07 (exit)
2782,NEO/USDT:USDT,2024-11-24 06:45:00+00:00,first_buy,force_exit,15.808,15.982,15.411725776950318,15.184082778188264,15.609,0,15.891,239353.11,0,False,15.52760000000048,15.44471428571362,15.150760000000322,-1.47022352,-0.023943268050838712,0,go_long,go_short,go_short,go_short,go_long,go_long,2024-11-29 20:15:00+00:00,15.591,17627.68,15.37023205325245,15.39512000000033,0,15.515200000000442,0,go_short,15.579,go_short,15.614,go_long,go_long,go_short,False,15.555,15.47127791289976,go_long,0,15.492999999999332
374,STMX/USDT:USDT,2024-11-19 08:30:00+00:00,first_buy,force_exit,0.008620000000000001,0.00909,0.007569461139490941,0.007064988738013026,0.008570000000000001,0,0.00905,3108942804.0,0,False,0.008244000000001188,0.007789999999999448,0.006823999999999989,-7.18260593,-0.11696762627345242,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,0.008,9662234.0,0.007889072844397107,0.007891999999999993,0,0.0079680000000012,0,go_long,0.00799,do_nothing,0.008,go_long,go_long,go_long,False,0.007970000000000001,0.007933737917747695,go_long,0,0.007951428571428026
635,DYDX/USDT:USDT,2024-11-27 23:15:00+00:00,first_buy,force_exit,1.682,1.683,1.6434383244588127,1.6232676514727074,1.6440000000000001,1,1.646,1568966.0,1,False,1.6578000000000217,1.6512857142858397,1.6271999999999582,-0.36880355,-0.0060134606891173075,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,1.639,123379.9,1.6280628533917174,1.6322799999999582,0,1.632200000000021,0,go_long,1.642,do_nothing,1.643,go_long,go_long,go_long,False,1.6360000000000001,1.6317140057001107,go_long,0,1.6304285714286972
2523,ATOM/USDT:USDT,2024-11-24 02:45:00+00:00,first_buy,force_exit,9.14,9.329,8.810941487829222,8.586397396987417,9.125,0,9.283,1000518.63,0,False,8.982199999999736,8.93428571428528,8.488360000000508,-4.83028851,-0.07876018148118664,0,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,8.557,86392.93,8.501382146861182,8.542880000000515,0,8.532199999999758,0,go_long,8.583,go_long,8.586,go_long,go_long,go_long,False,8.555,8.52748290229866,go_long,0,8.523857142856718
2269,ARK/USDT:USDT,2024-11-26 05:30:00+00:00,first_buy,force_exit,0.7344,0.739,0.7226167037404272,0.7128236253189578,0.7316,0,0.7348,1662881.0,0,False,0.7294800000000103,0.7265285714285666,0.709336000000003,-0.46489002,-0.007616018904619612,0,go_long,go_short,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,0.7298,78868.0,0.7247570625890247,0.7258040000000036,0,0.7286400000000113,0,go_long,0.7315,go_short,0.7316,go_long,go_long,go_long,False,0.7298,0.7273244043577552,go_long,0,0.7272999999999955
884,LPT/USDT:USDT,2024-11-28 22:30:00+00:00,first_buy,force_exit,15.382,15.407,15.13843015470768,14.966256428880929,15.238,0,15.317,39481.9,0,False,15.248799999999823,15.20071428571421,14.963639999999776,-2.60402247,-0.04245138787452756,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,14.641,19013.9,14.619036249700196,14.614439999999776,0,14.599799999999822,0,go_long,14.704,do_nothing,14.73,go_long,go_long,go_long,False,14.639,14.61558393443412,go_long,0,14.591857142857075
1279,BNB/USDT:USDT,2024-11-12 00:00:00+00:00,first_buy,force_exit,653.71,666.51,644.0217700729434,639.2357605740476,652.0,0,660.53,114289.23,0,False,648.3899999999892,644.2128571428501,638.9531999999922,-1.16394876,-0.0195598143246244,0,go_long,go_long,do_nothing,do_nothing,go_long,go_long,2024-11-29 20:15:00+00:00,654.4,9619.73,656.5131159834813,657.4015999999918,0,654.6839999999877,1,do_nothing,654.46,go_long,654.8,go_long,go_long,do_nothing,False,653.5,655.9655222991971,go_long,1,655.631428571421
1390,ADA/USDT:USDT,2024-11-26 11:00:00+00:00,second_buy,force_exit,0.9233,0.9275,0.937570117602305,0.9497775928193937,0.9113,1,0.9127000000000001,30913487.0,0,False,0.9298200000000051,0.9344571428571476,0.9558759999999954,-9.6059688,-0.15726077672754543,1,go_long,go_short,do_nothing,do_nothing,go_short,go_short,2024-11-29 20:15:00+00:00,1.0515,6778285.0,1.0550862252251993,1.0592279999999956,0,1.0497800000000053,0,do_nothing,1.0556,go_short,1.0561,go_short,go_short,do_nothing,False,1.0487,1.0511785234867421,go_long,0,1.0487857142857189
1703,LQTY/USDT:USDT,2024-11-27 23:15:00+00:00,first_buy,force_exit,1.7187999999999999,1.7187999999999999,1.6241211979328902,1.5742378805582666,1.6295000000000002,1,1.6338,1326931.2,1,False,1.6651199999999649,1.6506714285714368,1.5621440000000144,-4.42645529,-0.0721625890988843,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-11-29 20:15:00+00:00,1.5134,50473.2,1.5138827624898528,1.5176520000000147,0,1.5120999999999656,0,go_short,1.5202,do_nothing,1.5209000000000001,go_long,go_long,go_short,False,1.5128,1.5121583331626338,go_long,0,1.5106428571428658
1910,COTI/USDT:USDT,2024-11-22 21:15:00+00:00,second_buy,force_exit,0.11828000000000001,0.12888000000000002,0.1133733339969865,0.11028068933108542,0.11825000000000001,0,0.12408000000000001,101239335.0,1,False,0.11629199999999289,0.11404857142857672,0.1095868000000015,-12.06855503,-0.19707251243572504,0,go_short,go_short,do_nothing,do_nothing,go_short,go_short,2024-11-29 20:15:00+00:00,0.14806000000000002,1564625.0,0.14819385346245093,0.14923440000000138,0,0.14735599999999288,0,do_nothing,0.14875000000000002,go_short,0.14879,go_short,go_short,do_nothing,False,0.14792000000000002,0.14810268718259634,go_short,1,0.1475628571428624
2166,GAS/USDT:USDT,2024-11-24 15:45:00+00:00,second_buy,force_exit,5.557,5.5809999999999995,5.670340174258452,5.768661020082656,5.466,0,5.524,197099.9,1,False,5.5899999999999865,5.600285714285714,5.843960000000069,-4.9965315,-0.08159879781501403,1,go_short,go_short,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,5.968,20790.7,5.893397419614037,5.898560000000072,0,5.930599999999982,0,go_long,5.965,go_short,5.975,go_short,go_short,go_long,False,5.958,5.9222171528412275,go_short,0,5.926000000000002
2113,CTSI/USDT:USDT,2024-11-29 17:15:00+00:00,first_buy,force_exit,0.20140000000000002,0.2015,0.1989851705715404,0.19737332510586705,0.1996,1,0.2001,1677387.0,1,False,0.20011999999999852,0.199442857142852,0.1972720000000028,-0.3058776,-0.0049905117371384245,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-11-29 20:15:00+00:00,0.19940000000000002,447532.0,0.19827144815228648,0.19883200000000287,0,0.1986799999999986,0,go_short,0.1995,do_nothing,0.19970000000000002,go_long,go_long,go_short,False,0.19890000000000002,0.1988831467615759,go_long,0,0.19864285714285201
1106,BAL/USDT:USDT,2024-11-27 15:15:00+00:00,first_buy,force_exit,2.762,2.769,2.7273364145666354,2.699202015852765,2.7439999999999998,0,2.761,81452.0,0,False,2.7417999999998015,2.7375714285715764,2.6972400000001837,0.30682695,0.005002618317835709,0,go_long,go_long,do_nothing,do_nothing,go_long,go_long,2024-11-29 20:15:00+00:00,2.779,7608.4,2.777663503785406,2.7866000000001856,0,2.7691999999998047,0,do_nothing,2.782,go_long,2.782,go_long,go_long,do_nothing,False,2.775,2.7750757590831205,go_long,0,2.769000000000144
1570,APE/USDT:USDT,2024-11-24 04:15:00+00:00,first_buy,force_exit,1.3946,1.3949,1.3572792065512422,1.3350483448216455,1.3739,0,1.3883,3221686.0,1,False,1.3751599999999828,1.3650999999999793,1.3296040000000258,1.14324404,0.01869821511934909,0,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,2024-11-29 20:15:00+00:00,1.4207,589891.0,1.4028990468888591,1.4075960000000245,0,1.4144399999999846,0,do_nothing,1.4215,do_nothing,1.4226,go_long,go_long,do_nothing,False,1.4171,1.4102955928273362,go_long,0,1.4136714285714098
1685,LQTY/USDT:USDT,2024-09-09 21:45:00+00:00,first_buy,long-exit-profit,0.7966000000000001,0.7979,0.7876514662083534,0.7779664274514834,0.7891,1,0.7909,151481.6,1,False,0.7916999999999728,0.7893428571428631,0.7780560000000142,2.21825378,0.0361583654324366,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-09-10 18:45:00+00:00,0.8157000000000001,191132.2,0.806269390608957,0.8047240000000134,0,0.8151599999999728,1,go_short,0.8205,do_nothing,0.8216,go_long,go_long,go_short,False,0.8131,0.8112594966434739,go_long,0,0.8152000000000059
1684,LQTY/USDT:USDT,2024-09-09 16:45:00+00:00,first_buy,long-exit-profit,0.7591,0.7727,0.7508055828495624,0.7463803648331581,0.7588,0,0.7703,759662.2,0,False,0.7550799999999723,0.7502571428571488,0.7469120000000139,1.93688292,0.03154066641805061,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-09-09 21:30:00+00:00,0.7954,401888.2,0.776931741647602,0.7760360000000142,0,0.7902799999999727,0,go_short,0.7966000000000001,do_nothing,0.8034,go_long,go_long,go_short,False,0.7934,0.7870608237007812,go_long,0,0.7893714285714346
1683,LQTY/USDT:USDT,2024-09-02 21:15:00+00:00,first_buy,long-exit-profit,0.7336,0.7408,0.7170155603320759,0.7114141546656546,0.733,0,0.7333000000000001,455913.5,0,False,0.7213399999999718,0.7175428571428627,0.7101240000000146,1.94673593,0.031715135515000485,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-09-09 16:30:00+00:00,0.7565000000000001,274034.3,0.7444667940198108,0.746100000000014,0,0.7490999999999723,0,go_short,0.7593000000000001,do_nothing,0.7629,go_long,go_long,go_short,False,0.7562,0.7472611433676647,go_long,0,0.7452428571428632
1682,LQTY/USDT:USDT,2024-09-01 22:30:00+00:00,first_buy,long-exit-profit,0.7048,0.7048,0.7084330843544189,0.7105397863090954,0.6930000000000001,1,0.6961,354791.3,0,False,0.7050399999999716,0.7070000000000054,0.7106240000000145,3.17146839,0.05165547771590433,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-09-02 21:00:00+00:00,0.7167,420185.9,0.709663287038907,0.7090000000000147,0,0.7163599999999717,0,go_short,0.7336,do_nothing,0.7349,go_long,go_long,go_short,False,0.7156,0.7140547531197261,go_long,0,0.7144285714285771
1680,LQTY/USDT:USDT,2024-08-24 13:00:00+00:00,first_buy,long-exit-profit,1.0245,1.0478,0.9877919851566868,0.9723747760259105,1.0122,0,1.0205,7932238.7,0,False,1.000459999999972,0.9933428571428614,0.9688840000000145,1.96673644,0.03203813043091757,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-24 13:15:00+00:00,1.0204,8395189.2,0.9785173852091764,0.9731160000000145,0,1.0145799999999718,0,go_short,1.0553,do_nothing,1.0614,go_long,go_long,go_short,False,1.007,0.9981778335941196,go_long,0,1.0046000000000042
1679,LQTY/USDT:USDT,2024-08-24 12:15:00+00:00,first_buy,long-exit-profit,0.9845,0.9944000000000001,0.9710150198266272,0.9618904778571519,0.9782000000000001,0,0.9816,3011223.4,0,False,0.978139999999972,0.9746000000000044,0.9604880000000147,2.53928688,0.04140664794565793,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-24 12:45:00+00:00,0.9911000000000001,9188618.1,0.9685247581079833,0.9660280000000147,0,0.991279999999972,0,go_short,1.0245,do_nothing,1.035,go_long,go_long,go_short,False,0.9866,0.9818450733669934,go_long,0,0.9866000000000043
1678,LQTY/USDT:USDT,2024-08-23 21:45:00+00:00,first_buy,long-exit-profit,0.9649000000000001,0.9735,0.9104929930554484,0.8616668965514107,0.9452,1,0.9455,3845551.0,0,False,0.936259999999972,0.9303714285714325,0.8531200000000139,2.38981882,0.03896676571628096,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-24 12:00:00+00:00,0.9744,1982799.6,0.960313716085724,0.9581360000000145,0,0.9755399999999721,0,go_short,0.9847,do_nothing,0.9899,go_long,go_long,go_short,False,0.9742000000000001,0.969090477976923,go_long,0,0.9728000000000044
1677,LQTY/USDT:USDT,2024-08-23 20:30:00+00:00,first_buy,long-exit-profit,0.9093,0.9272,0.8727276668293683,0.8259589184097088,0.909,1,0.9221,3160538.6,0,False,0.8965999999999721,0.8924285714285755,0.8090320000000137,2.7207145,0.04432504920521405,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-23 21:30:00+00:00,0.9309000000000001,5818999.2,0.8549602482755235,0.8440360000000139,0,0.9315799999999719,0,go_short,0.9648,do_nothing,0.985,go_long,go_long,go_short,False,0.9309000000000001,0.9041280827018936,go_long,0,0.9223571428571468
1676,LQTY/USDT:USDT,2024-08-23 18:15:00+00:00,first_buy,long-exit-profit,0.8492000000000001,0.8719,0.7942719847192697,0.7597443058175883,0.8431000000000001,0,0.8714000000000001,2727589.6,0,False,0.8291199999999721,0.8153428571428611,0.7451640000000139,2.57098688,0.04188658643308471,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-23 20:15:00+00:00,0.8895000000000001,3271269.9,0.8182676318824855,0.8010480000000137,0,0.888459999999972,1,go_short,0.9092,do_nothing,0.9131,go_long,go_long,go_short,False,0.8882,0.8637508789801626,go_long,0,0.8865571428571469
1675,LQTY/USDT:USDT,2024-08-23 17:15:00+00:00,first_buy,long-exit-profit,0.7949,0.8140000000000001,0.7494799505202556,0.7312268959436926,0.7917000000000001,0,0.7989,4634078.6,1,False,0.768959999999972,0.7558142857142898,0.723888000000014,3.72392306,0.06070500213178562,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-23 18:00:00+00:00,0.8204,3913627.5,0.7508118502829954,0.7384280000000139,0,0.8137999999999721,0,go_short,0.8493,do_nothing,0.8588,go_long,go_long,go_short,False,0.8195,0.7802487092136824,go_long,0,0.7971857142857183
1674,LQTY/USDT:USDT,2024-08-23 16:30:00+00:00,first_buy,long-exit-profit,0.7397,0.7456,0.7240063495815189,0.7165576187430208,0.7395,0,0.7443000000000001,216059.7,0,False,0.7296799999999719,0.7253857142857184,0.7145320000000142,4.0591064,0.06613598738313159,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-23 17:00:00+00:00,0.7668,1637127.2,0.725813047619188,0.720256000000014,0,0.753959999999972,0,go_short,0.7948000000000001,do_nothing,0.7992,go_long,go_long,go_short,False,0.763,0.740494486978484,go_long,0,0.7443142857142898
1673,LQTY/USDT:USDT,2024-08-23 08:15:00+00:00,first_buy,long-exit-profit,0.7104,0.7122,0.700649943598213,0.6951850326894916,0.7072,1,0.7087,90357.4,0,False,0.7063799999999719,0.7039428571428612,0.6925000000000138,2.56726732,0.04184861149106216,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-23 16:15:00+00:00,0.7236,898038.1,0.7143382282424625,0.7130480000000142,0,0.724539999999972,0,go_short,0.7398,do_nothing,0.7452000000000001,go_long,go_long,go_short,False,0.723,0.7203165949599768,go_long,0,0.7211571428571469
1672,LQTY/USDT:USDT,2024-08-18 15:45:00+00:00,first_buy,long-exit-profit,0.7099000000000001,0.7298,0.6723153446913459,0.6570460075883642,0.684,1,0.6863,7129074.6,0,False,0.6861399999999727,0.6802571428571476,0.6541840000000146,1.93390293,0.03151436737530406,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-23 08:00:00+00:00,0.7049000000000001,146157.3,0.6941038353046509,0.6916400000000138,0,0.7049399999999719,0,go_short,0.7104,do_nothing,0.7135,go_long,go_long,go_short,False,0.7049000000000001,0.6991862969797062,go_long,0,0.7016428571428611
1686,LQTY/USDT:USDT,2024-09-10 19:00:00+00:00,first_buy,long-exit-profit,0.8208000000000001,0.8226,0.8113118817752472,0.806664250563849,0.8105,1,0.8116,158922.1,0,False,0.8146399999999728,0.814542857142863,0.8050520000000134,2.24914489,0.03666860313546281,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-09-13 11:00:00+00:00,0.8284,952791.7,0.8123878017365058,0.809188000000014,0,0.8282199999999733,0,go_short,0.8424,do_nothing,0.8441000000000001,go_long,go_long,go_short,False,0.8280000000000001,0.8201401972718116,go_long,0,0.8234571428571485
1918,CTSI/USDT:USDT,2021-11-11 08:45:00+00:00,first_buy,long-exit-profit,1.4209,1.4681,1.261589430810214,1.1799376171086156,1.367,0,1.4499,26074455.0,0,False,1.3350199999999977,1.2877999999999996,1.146236,4.141074,0.06789722306369442,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2021-11-11 09:15:00+00:00,1.4304000000000001,31178951.0,1.2247986429257678,1.179728,0,1.4429599999999976,0,go_short,1.5543,do_nothing,1.5755,go_long,go_long,go_short,False,1.4,1.3285060421777273,go_long,0,1.3798714285714284
1931,CTSI/USDT:USDT,2022-01-12 19:45:00+00:00,first_buy,long-exit-profit,0.6622,0.6739,0.6572469158144219,0.647426851198595,0.6607000000000001,0,0.6683,1648064.0,0,False,0.6611199999999979,0.6593142857142853,0.647736000000003,2.40116935,0.039431737109003745,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2022-01-13 00:15:00+00:00,0.6841,2520501.0,0.6657904595847127,0.6657320000000029,0,0.6825799999999983,0,go_short,0.6960000000000001,do_nothing,0.6967,go_long,go_long,go_short,False,0.6818000000000001,0.6754287910575106,go_long,0,0.679914285714285
1932,CTSI/USDT:USDT,2022-01-13 00:30:00+00:00,first_buy,long-exit-profit,0.6959000000000001,0.7092,0.6803166693563552,0.6688578329488081,0.6933,0,0.7072,5103213.0,0,False,0.6897599999999983,0.6849285714285707,0.6678720000000028,2.1464912,0.03525772869664272,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2022-01-13 01:15:00+00:00,0.718,9898764.0,0.6790621266994424,0.6751160000000028,0,0.7111399999999982,0,go_short,0.7339,do_nothing,0.7377,go_long,go_long,go_short,False,0.717,0.6956999940433813,go_long,0,0.7034857142857136
1670,LQTY/USDT:USDT,2024-08-08 22:15:00+00:00,first_buy,long-exit-profit,0.659,0.6596000000000001,0.6499496800929597,0.6452552907339815,0.6542,0,0.6557000000000001,93259.9,0,False,0.652859999999972,0.6514428571428603,0.6459280000000135,2.52462069,0.041131925107736174,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-18 15:00:00+00:00,0.6728000000000001,1784105.4,0.6481927147111534,0.6467000000000148,0,0.6690599999999727,0,go_short,0.6853,do_nothing,0.6883,go_long,go_long,go_short,False,0.6719,0.6599238259105086,go_long,0,0.6641285714285762
1669,LQTY/USDT:USDT,2024-08-04 14:45:00+00:00,first_buy,long-exit-profit,0.6362,0.6366,0.6451948511942589,0.6478413334358443,0.6279,1,0.6306,326064.7,0,False,0.6419799999999724,0.6449428571428599,0.6488200000000134,2.59530205,0.042299340961109294,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-08 22:00:00+00:00,0.6516000000000001,93965.9,0.6444197139926999,0.6453200000000134,0,0.651059999999972,0,go_short,0.658,do_nothing,0.659,go_long,go_long,go_short,False,0.6514,0.6489041673825887,go_long,0,0.6500857142857175
1666,LQTY/USDT:USDT,2024-06-06 08:15:00+00:00,first_buy,long-exit-profit,1.412,1.4232,1.3773394903806608,1.3430182579247667,1.3945,1,1.4015,1474599.1,1,False,1.4007999999999712,1.3899571428571513,1.3398280000000145,2.3048254,0.03760299078597679,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-06-06 12:45:00+00:00,1.4399,3702510.5,1.4008716174572124,1.406184000000014,1,1.4412399999999717,0,go_short,1.457,do_nothing,1.4693,go_long,go_long,go_short,False,1.4399,1.4260139244156598,go_long,0,1.4352428571428653
1665,LQTY/USDT:USDT,2024-06-06 06:15:00+00:00,first_buy,long-exit-profit,1.3765,1.3973,1.3313036994347305,1.302425251343027,1.3559,0,1.3629,2095897.5,0,False,1.3532799999999714,1.3436000000000088,1.2913080000000143,2.0737672,0.03377672624921341,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-06-06 08:00:00+00:00,1.4060000000000001,1404376.3,1.338339718558748,1.3334720000000146,0,1.3938999999999713,1,go_short,1.4113,do_nothing,1.4223,go_long,go_long,go_short,False,1.4041000000000001,1.3729466704498718,go_long,0,1.3860142857142943
1664,LQTY/USDT:USDT,2024-06-06 03:15:00+00:00,first_buy,long-exit-profit,1.3011,1.3171,1.2687607611627787,1.2534309548482119,1.2979,0,1.3165,922808.9,0,False,1.2880799999999712,1.2757857142857225,1.2481600000000141,2.65081155,0.043248595268643865,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-06-06 06:00:00+00:00,1.3463,1704942.2,1.2975872714504693,1.2861400000000143,0,1.3460399999999715,0,go_short,1.3769,do_nothing,1.3849,go_long,go_long,go_short,False,1.3392,1.3255589175137723,go_long,0,1.3333714285714373
1663,LQTY/USDT:USDT,2024-06-03 18:00:00+00:00,first_buy,long-exit-profit,1.2421,1.2648000000000001,1.224535508976959,1.2165100998168157,1.2307000000000001,0,1.2453,1334703.0,0,False,1.2333999999999716,1.2304571428571502,1.2168520000000138,2.57847595,0.04204263396141933,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-06-06 03:00:00+00:00,1.2864,561492.0,1.2483854312360687,1.245328000000014,0,1.2732999999999712,0,go_short,1.3011,do_nothing,1.307,go_long,go_long,go_short,False,1.284,1.260080899556011,go_long,0,1.2638857142857225
1662,LQTY/USDT:USDT,2024-05-28 13:00:00+00:00,first_buy,long-exit-profit,1.1953,1.2023,1.1736550962402106,1.1602438475590011,1.189,0,1.1913,241844.0,0,False,1.1816799999999723,1.1801857142857226,1.1531160000000147,2.37196632,0.03869814787685302,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-06-03 17:45:00+00:00,1.2304,587243.7,1.214206907802161,1.2155080000000138,0,1.2269999999999717,0,go_short,1.242,do_nothing,1.245,go_long,go_long,go_short,False,1.2302,1.2207601469727696,go_long,0,1.2250000000000074
1661,LQTY/USDT:USDT,2024-04-28 07:30:00+00:00,first_buy,long-exit-profit,1.1558,1.1558,1.14249912069379,1.1322730542694734,1.1428,1,1.1467,119948.6,0,False,1.1484799999999673,1.1473285714285788,1.1336400000000137,2.09092868,0.0340487793931198,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-05-28 12:45:00+00:00,1.1786,308828.4,1.1577593553637213,1.150444000000015,0,1.1784399999999724,0,go_short,1.1949,do_nothing,1.2001,go_long,go_long,go_short,False,1.1772,1.1704469319202488,go_long,0,1.1776285714285797
1660,LQTY/USDT:USDT,2024-04-20 18:00:00+00:00,first_buy,long-exit-profit,1.1123,1.1176,1.0773538710900823,1.0580045548532415,1.1062,0,1.1164,262345.4,0,False,1.095059999999967,1.0870714285714342,1.0510400000000135,1.99713353,0.03255807078349016,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-04-28 07:15:00+00:00,1.1489,108616.7,1.1311188986110314,1.1321440000000138,0,1.1479599999999672,0,go_short,1.156,do_nothing,1.1566,go_long,go_long,go_short,False,1.1445,1.1417353244562973,go_long,0,1.1463285714285785
1659,LQTY/USDT:USDT,2024-04-15 07:00:00+00:00,first_buy,long-exit-profit,1.0702,1.0706,1.0330907954221016,1.0216298080739374,1.0581,0,1.0679,182240.7,1,False,1.0502599999999656,1.0402714285714336,1.015332000000014,2.36053968,0.03847111280796135,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-04-20 17:45:00+00:00,1.0958,486118.4,1.0533329192415009,1.0472520000000136,0,1.085459999999967,0,go_short,1.1121,do_nothing,1.1126,go_long,go_long,go_short,False,1.0921,1.0702545749246428,go_long,0,1.07898571428572
1658,LQTY/USDT:USDT,2024-04-14 22:45:00+00:00,first_buy,long-exit-profit,1.0346,1.0415,1.0045704361108243,0.9980929010976667,1.0271,0,1.0353,196911.7,0,False,1.0088599999999661,1.0012285714285767,0.9975080000000139,1.94362956,0.03168352166130373,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-04-15 06:45:00+00:00,1.055,430677.0,1.0179281927198525,1.0133360000000138,0,1.0404599999999657,0,go_short,1.0706,do_nothing,1.0734,go_long,go_long,go_short,False,1.0512,1.0267618491352108,go_long,0,1.0310000000000052
1671,LQTY/USDT:USDT,2024-08-18 15:15:00+00:00,first_buy,long-exit-profit,0.6853,0.6853,0.6624586219242765,0.6502821432510679,0.6669,0,0.6764,1183974.7,1,False,0.6730999999999726,0.6678714285714333,0.6487800000000148,2.90043216,0.04727511955893331,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-08-18 15:30:00+00:00,0.6765,3022689.3,0.6547056881954333,0.6520280000000147,0,0.6831199999999726,0,go_short,0.71,do_nothing,0.7236,go_long,go_long,go_short,False,0.6758000000000001,0.6697726800897724,go_long,0,0.6759571428571476
1687,LQTY/USDT:USDT,2024-09-13 11:15:00+00:00,first_buy,long-exit-profit,0.8423,0.8466,0.8237186284607637,0.8146850016078757,0.8337,0,0.8434,877152.7,0,False,0.8340599999999734,0.8283571428571486,0.8108480000000139,2.18380194,0.03559731031474216,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-09-13 17:00:00+00:00,0.8634000000000001,849478.5,0.840560888467119,0.8391200000000141,0,0.8650999999999733,0,go_short,0.8749,do_nothing,0.8756,go_long,go_long,go_short,False,0.86,0.8531109555276214,go_long,0,0.8609714285714343
1688,LQTY/USDT:USDT,2024-09-13 17:15:00+00:00,first_buy,long-exit-profit,0.8746,0.8915000000000001,0.8579708085233719,0.8438304522843694,0.8743000000000001,0,0.8847,1706187.0,1,False,0.8705599999999734,0.8661428571428628,0.840812000000014,1.94735079,0.031723615970423516,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-09-13 19:30:00+00:00,0.9056000000000001,1782954.9,0.8709940023255167,0.864676000000014,1,0.9031599999999731,1,go_short,0.9147000000000001,do_nothing,0.9216000000000001,go_long,go_long,go_short,False,0.9053,0.890949929998255,go_long,0,0.8986000000000054
1689,LQTY/USDT:USDT,2024-09-13 19:45:00+00:00,first_buy,long-exit-profit,0.9148000000000001,0.917,0.8945114792292926,0.8741870391902933,0.9116000000000001,1,0.9141,655995.1,0,False,0.9080199999999732,0.9029428571428626,0.868372000000014,2.19383031,0.035731621573795135,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-09-19 03:00:00+00:00,0.937,456691.4,0.903792289218193,0.9047160000000144,0,0.9316999999999741,0,go_short,0.9492,do_nothing,0.9522,go_long,go_long,go_short,False,0.9336000000000001,0.919974925883281,go_long,0,0.9253571428571481
1917,CTSI/USDT:USDT,2021-11-11 08:15:00+00:00,first_buy,long-exit-profit,1.249,1.3651,1.1922331719580674,1.1373678765954893,1.231,0,1.3604,16026408.0,0,False,1.2288399999999977,1.223385714285714,1.1198400000000002,2.5973415,0.04238535648415096,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2021-11-11 08:30:00+00:00,1.3604,33159539.0,1.1583406264773048,1.1314840000000002,0,1.2786199999999976,0,go_short,1.4205,do_nothing,1.4658,go_long,go_long,go_short,False,1.3459,1.2273511455029802,go_long,0,1.253142857142857
