,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,open (exit),volume (exit),ema-12 (exit),sma-25 (exit),long_jcrosk (exit),sma-05 (exit),mean-grad-hist (exit),long-large-rl (exit),close (exit),short-small-rl (exit),high (exit),long-bid-rl (exit),short-bid-rl (exit),short-large-rl (exit),short_kdj (exit),low (exit),ema-26 (exit),long-small-rl (exit),sma-compare (exit),sma-07 (exit)
1599,LQTY/USDT:USDT,2023-06-13 01:45:00+00:00,first_buy,long-exit-profit,0.8866,0.8881,0.8785452972435412,0.8762956034230709,0.8834000000000001,0,0.8865000000000001,116578.3,0,False,0.8788999999999941,0.8785714285714212,0.8754880000000017,2.00373263,0.032630284373190974,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-06-15 07:15:00+00:00,0.8782000000000001,5086439.7,0.8598828177211005,0.8553560000000014,0,0.8750199999999927,0,go_short,0.9176000000000001,do_nothing,0.9196000000000001,go_long,go_long,go_short,False,0.8757,0.8676298002448085,go_long,0,0.8679142857142778
1598,LQTY/USDT:USDT,2023-06-11 20:30:00+00:00,first_buy,long-exit-profit,0.8611000000000001,0.8622000000000001,0.8522898119803975,0.8487833765394551,0.8548,1,0.8551000000000001,145216.1,1,False,0.8549599999999942,0.8537857142857078,0.8467760000000013,2.09466315,0.03412262924083631,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-06-13 01:30:00+00:00,0.8716,194705.7,0.8754792516969165,0.8747360000000016,0,0.877099999999994,0,go_short,0.8866,do_nothing,0.8867,go_long,go_long,go_short,False,0.8715,0.8770989876514578,go_long,0,0.8771142857142785
1597,LQTY/USDT:USDT,2023-06-10 18:00:00+00:00,first_buy,long-exit-profit,0.8316,0.8334,0.8079312221962582,0.805217091196948,0.8183,0,0.8292,406074.3,0,False,0.8133599999999943,0.8081714285714223,0.8008440000000009,2.26771106,0.03692898663948121,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-06-11 20:15:00+00:00,0.8517,190462.7,0.8482780466626115,0.8460760000000012,0,0.8541799999999942,0,go_short,0.8611000000000001,do_nothing,0.8625,go_long,go_long,go_short,False,0.8506,0.8517788687041062,go_long,0,0.8532571428571363
1596,LQTY/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,0.9385,0.9385,0.9302270386822942,0.9602916331539539,0.7027,1,0.7916000000000001,4008983.4,0,False,0.9090399999999944,0.9222285714285653,0.9725960000000013,2.82641534,0.04602785655639273,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-06-10 17:45:00+00:00,0.8142,585935.9,0.8032984584927038,0.7999560000000008,0,0.8067199999999943,0,go_short,0.8311000000000001,do_nothing,0.8327,go_long,go_long,go_short,False,0.8139000000000001,0.804064171686487,go_long,0,0.8024857142857079
1594,LQTY/USDT:USDT,2023-05-16 17:00:00+00:00,first_buy,long-exit-profit,1.3780000000000001,1.3859,1.3428510775698164,1.324356047665048,1.3602,0,1.365,1970984.5,0,False,1.351759999999993,1.3479571428571335,1.316147999999996,2.7446313,0.04471776457266572,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-05-17 22:00:00+00:00,1.3892,751055.2,1.3606872833979147,1.3514319999999975,0,1.3864199999999922,0,go_short,1.4289,do_nothing,1.43,go_long,go_long,go_short,False,1.388,1.3792693271368681,go_long,0,1.383957142857135
1577,LQTY/USDT:USDT,2023-03-13 08:15:00+00:00,first_buy,long-exit-profit,2.4321,2.497,2.3599448820583695,2.2875007612981513,2.4136,1,2.4333,4311525.6,0,False,2.4116399999999993,2.4056285714285712,2.279588000000002,2.65662936,0.04327066991925861,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-13 10:30:00+00:00,2.4732,4643986.6,2.364136010381786,2.3566320000000025,0,2.45062,0,go_short,2.5443,do_nothing,2.589,go_long,go_long,go_short,False,2.4355,2.4296482913001727,go_long,0,2.434242857142857
1578,LQTY/USDT:USDT,2023-03-13 10:45:00+00:00,first_buy,long-exit-profit,2.5443,2.5762,2.4476100926386075,2.377637046649802,2.531,0,2.5464,2770991.8,0,False,2.48108,2.4565714285714284,2.3688480000000025,2.359284,0.03856481237199871,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-13 15:15:00+00:00,2.5421,2536488.9,2.5089446155577013,2.517896000000002,0,2.58362,0,go_short,2.65,do_nothing,2.6569000000000003,go_long,go_long,go_short,False,2.5335,2.5586640004704617,go_long,0,2.563957142857142
1579,LQTY/USDT:USDT,2023-03-13 15:30:00+00:00,first_buy,long-exit-profit,2.65,2.87,2.5971156927057755,2.5311413107015754,2.65,0,2.8086,8402775.6,0,False,2.6247999999999996,2.6075285714285705,2.534380000000002,2.15982836,0.035243998039080904,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-13 16:15:00+00:00,2.6941,10379186.8,2.5825983427176813,2.5780800000000017,0,2.75726,0,go_short,2.9094,do_nothing,2.9692,go_long,go_long,go_short,False,2.6710000000000003,2.671784973596444,go_long,0,2.7010142857142854
1580,LQTY/USDT:USDT,2023-03-13 16:30:00+00:00,first_buy,long-exit-profit,2.9104,2.977,2.6986488238123756,2.6021392062200754,2.8348,0,2.8464,5634438.1,0,False,2.7965400000000002,2.739257142857142,2.5929920000000015,2.10244847,0.03432558338717943,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-14 01:30:00+00:00,2.8643,3213477.2,2.755097737334922,2.733424000000001,0,2.8534400000000018,0,go_short,2.9411,do_nothing,2.9699999999999998,go_long,go_long,go_short,False,2.8601,2.8002225088778805,go_long,0,2.8215999999999997
1581,LQTY/USDT:USDT,2023-03-14 01:45:00+00:00,first_buy,long-exit-profit,2.9409,3.0355,2.829511353665899,2.772542349384187,2.9274,0,2.9906,5459267.4,0,False,2.8848800000000017,2.862528571428571,2.743196000000001,2.77522645,0.04521922507076981,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-14 03:30:00+00:00,2.9795,4977103.2,2.867311745704673,2.8288480000000016,0,2.996260000000002,0,go_short,3.1311,do_nothing,3.1667,go_long,go_long,go_short,False,2.9722,2.9519643393281925,go_long,0,2.994914285714285
1582,LQTY/USDT:USDT,2023-03-14 03:45:00+00:00,first_buy,long-exit-profit,3.1323,3.18,2.974831364046932,2.8845923571339567,3.095,0,3.1006,3139426.4,0,False,3.029280000000002,3.0081571428571428,2.846832000000002,2.35952219,0.03859028799362928,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-14 04:00:00+00:00,3.1006,5005876.0,2.909933664012923,2.8698600000000014,0,3.0847000000000024,0,go_short,3.2267,do_nothing,3.278,go_long,go_long,go_short,False,3.095,3.013580384962789,go_long,0,3.044085714285714
1614,LQTY/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,long-exit-profit,0.8547,0.8558,0.8342855392851383,0.8499151842211848,0.6512,1,0.6779000000000001,3728478.4,0,False,0.8232399999999875,0.8361714285714171,0.8542440000000018,6.96302086,0.11345134155785044,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-08-17 22:00:00+00:00,0.676,2218960.7,0.8428177631677637,0.8501520000000018,0,0.8007799999999875,1,go_short,0.7541,do_nothing,0.7593000000000001,go_long,go_long,go_short,False,0.6745,0.8219493024720401,go_long,1,0.8197857142857029
1583,LQTY/USDT:USDT,2023-03-14 04:15:00+00:00,first_buy,long-exit-profit,3.2267,3.363,3.056721864199283,2.938383022234188,3.1677,0,3.294,6394495.6,1,False,3.146280000000002,3.0952999999999995,2.8950760000000013,2.18305215,0.035594287974643465,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-14 12:45:00+00:00,3.0501,8281901.7,3.092874897255564,3.0859880000000017,0,3.133980000000002,0,go_short,3.415,do_nothing,3.4402,go_long,go_long,go_short,False,3.025,3.126159853174547,go_long,0,3.1225571428571426
1586,LQTY/USDT:USDT,2023-03-19 12:30:00+00:00,first_buy,long-exit-profit,2.5273,2.5331,2.485626388091058,2.503066714115478,2.4745,0,2.4771,902493.6,0,False,2.4816799999999963,2.4709571428571415,2.4951359999999974,2.26493762,0.03697677931668183,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-19 16:45:00+00:00,2.5411,2118736.5,2.500974917322499,2.485199999999997,0,2.5249799999999967,0,go_short,2.5746,do_nothing,2.5999,go_long,go_long,go_short,False,2.5213,2.50998770605611,go_long,0,2.5183142857142835
1588,LQTY/USDT:USDT,2023-04-25 14:45:00+00:00,first_buy,long-exit-profit,1.7067,1.7091,1.722806397846652,1.7319765379008623,1.6853,1,1.6966999999999999,697729.8,0,False,1.7146799999999949,1.7204999999999928,1.7370479999999944,1.90894455,0.03112569166369364,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-04-25 20:30:00+00:00,1.7455,338826.6,1.7240785106525833,1.7161999999999955,0,1.7302199999999943,0,go_short,1.7538,do_nothing,1.7622,go_long,go_long,go_short,False,1.7455,1.7273721317043447,go_long,0,1.7262285714285641
1589,LQTY/USDT:USDT,2023-04-25 20:45:00+00:00,first_buy,long-exit-profit,1.7537,1.772,1.7334225729805994,1.7272356580116512,1.7536,0,1.7667000000000002,375911.2,0,False,1.7402199999999943,1.7329714285714213,1.7185999999999957,1.98499962,0.032336022490495414,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-04-25 23:30:00+00:00,1.8103,167899.0,1.774858831570767,1.7635719999999953,0,1.814299999999994,1,go_short,1.8268,do_nothing,1.8288000000000002,go_long,go_long,go_short,False,1.8103,1.8000660132514898,go_long,0,1.8160142857142787
1590,LQTY/USDT:USDT,2023-04-25 23:45:00+00:00,first_buy,long-exit-profit,1.8281,1.8376000000000001,1.8039481650589528,1.778595214417377,1.8249,1,1.8253,238384.6,0,False,1.817459999999994,1.8162428571428502,1.7684479999999951,1.93966879,0.031602042429935154,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-04-26 13:15:00+00:00,1.8828,247234.7,1.8439729780651275,1.8354719999999947,0,1.878719999999993,1,go_short,1.8866,do_nothing,1.8886,go_long,go_long,go_short,False,1.8780000000000001,1.8640632272327136,go_long,0,1.872057142857136
1592,LQTY/USDT:USDT,2023-05-08 18:15:00+00:00,first_buy,long-exit-profit,1.2901,1.296,1.324797484208731,1.3424136001294655,1.2112,1,1.2610999999999999,2034610.9,0,False,1.3074199999999923,1.3191285714285643,1.3552799999999954,2.18262514,0.035573356475847924,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-05-15 17:15:00+00:00,1.2804,1212081.9,1.2750924964478287,1.2735079999999956,0,1.2882399999999925,0,go_short,1.3071000000000002,do_nothing,1.315,go_long,go_long,go_short,False,1.2798,1.2805042893058003,go_long,0,1.284914285714277
1593,LQTY/USDT:USDT,2023-05-15 17:30:00+00:00,first_buy,long-exit-profit,1.3076,1.3184,1.284795937104908,1.2775597189331747,1.3019,0,1.3084,1356551.1,0,False,1.2925199999999923,1.2902999999999913,1.2740799999999957,3.17223126,0.051754053979320314,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-05-16 16:45:00+00:00,1.3399,6200559.6,1.321104531478252,1.3117559999999961,0,1.3468999999999929,0,go_short,1.3784,do_nothing,1.3934,go_long,go_long,go_short,False,1.3389,1.3388240007643284,go_long,0,1.3430999999999906
1585,LQTY/USDT:USDT,2023-03-19 11:00:00+00:00,first_buy,long-exit-profit,2.4796,2.4847,2.4927753579331515,2.51723364539532,2.4122,1,2.4373,2209157.9,0,False,2.4867599999999968,2.4888714285714273,2.523035999999997,2.1243385,0.03468451800896318,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-03-19 12:15:00+00:00,2.4879,1234012.2,2.505144051244716,2.4989839999999974,0,2.4764599999999968,0,go_short,2.5278,do_nothing,2.5318,go_long,go_long,go_short,False,2.4822,2.48717664047125,go_long,0,2.471371428571427
1615,LQTY/USDT:USDT,2023-08-17 22:15:00+00:00,first_buy,long-exit-profit,0.7542,0.7597,0.8100647943994186,0.8355497807108923,0.7432000000000001,1,0.7447,1051125.9,0,False,0.7773599999999875,0.8021428571428457,0.8458400000000019,1.95753019,0.03190753116897873,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-08-17 22:30:00+00:00,0.7447,1350771.1,0.8306942413989743,0.8428440000000019,0,0.7603399999999875,0,go_short,0.77,do_nothing,0.7726000000000001,go_long,go_long,go_short,False,0.7447,0.8039009798764312,go_long,1,0.7883714285714171
1616,LQTY/USDT:USDT,2023-08-17 22:45:00+00:00,first_buy,long-exit-profit,0.77,0.7752,0.7990854445108264,0.8263909642583095,0.7678,0,0.7726000000000001,1001488.5,0,False,0.7438599999999875,0.7756285714285599,0.8396040000000019,2.03483144,0.033137455348172404,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-08-17 23:15:00+00:00,0.794,1202965.8,0.8222218829375082,0.834724000000002,0,0.7762799999999875,0,go_short,0.8001,do_nothing,0.8024,go_long,go_long,go_short,False,0.7861,0.7985795194426627,go_long,0,0.7590571428571314
1617,LQTY/USDT:USDT,2023-08-17 23:30:00+00:00,first_buy,long-exit-profit,0.7998000000000001,0.8035,0.7981211318360992,0.8202498916088039,0.7915000000000001,0,0.7956000000000001,897608.5,0,False,0.7864599999999875,0.7758714285714171,0.8321480000000021,1.94676291,0.03173436087069758,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-08-19 08:15:00+00:00,0.8210000000000001,131646.6,0.8170965668141079,0.817584000000002,0,0.8194799999999868,0,go_short,0.8229000000000001,do_nothing,0.8235,go_long,go_long,go_short,False,0.8197,0.8187462093926429,go_long,0,0.8186285714285608
1636,LQTY/USDT:USDT,2023-10-26 09:00:00+00:00,first_buy,long-exit-profit,2.1621,2.1964,2.1115581667856254,2.082083899023555,2.1413,0,2.1525,3682881.5,0,False,2.129439999999982,2.1214571428571363,2.0792800000000033,1.961427,0.03194259745086729,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-10-26 09:45:00+00:00,2.172,4165612.8,2.103962379832497,2.0978920000000034,0,2.1748199999999818,0,go_short,2.2257,do_nothing,2.245,go_long,go_long,go_short,False,2.1696,2.1425347837922932,go_long,0,2.1585428571428507
1638,LQTY/USDT:USDT,2023-11-06 16:00:00+00:00,first_buy,long-exit-profit,1.5465,1.5545,1.6031425904499303,1.635548685950636,1.3996,1,1.4719,12875102.8,0,False,1.5743399999999774,1.5958571428571402,1.645828000000005,2.07276906,0.03381319402486182,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-11-09 15:15:00+00:00,1.4999,1451948.4,1.4901704290264264,1.4904240000000053,0,1.4982199999999766,0,go_short,1.5262,do_nothing,1.5352000000000001,go_long,go_long,go_short,False,1.4958,1.4926525415938217,go_long,0,1.4887285714285692
1639,LQTY/USDT:USDT,2023-11-09 15:30:00+00:00,first_buy,long-exit-profit,1.5262,1.5291000000000001,1.492336765964003,1.490202249098543,1.4803,0,1.4906000000000001,1098519.1,1,False,1.4989999999999768,1.4934714285714266,1.4902720000000054,2.36143154,0.03850946452483682,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-11-10 03:30:00+00:00,1.5358,831513.9,1.4794641349767406,1.4701840000000042,0,1.5281199999999764,1,go_short,1.5513,do_nothing,1.5532,go_long,go_long,go_short,False,1.525,1.5089831481360083,go_long,0,1.5222999999999978
1640,LQTY/USDT:USDT,2023-11-10 03:45:00+00:00,first_buy,long-exit-profit,1.5513,1.5541,1.51232420226893,1.4832593842377226,1.5305,1,1.5307,422576.3,1,False,1.5326799999999765,1.5249142857142834,1.4753720000000041,2.12416887,0.03465811104685476,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-12-03 17:15:00+00:00,1.5328,7486250.4,1.510852616348605,1.5031640000000053,1,1.537819999999974,0,go_short,1.5998,do_nothing,1.6294,go_long,go_long,go_short,False,1.5238,1.5200449178143567,go_long,0,1.5239285714285642
1641,LQTY/USDT:USDT,2023-12-03 17:30:00+00:00,first_buy,long-exit-profit,1.5998,1.6057000000000001,1.5298533919967634,1.5162561262487082,1.5775000000000001,0,1.5838,2278679.7,0,False,1.551479999999974,1.5380142857142782,1.5059400000000052,1.92650592,0.03138578980418898,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-12-04 08:45:00+00:00,1.6235,773817.7,1.5984074474591148,1.5963000000000045,0,1.6192799999999736,0,go_short,1.6384,do_nothing,1.6445,go_long,go_long,go_short,False,1.6159,1.6072733281055525,go_long,0,1.6107285714285642
1643,LQTY/USDT:USDT,2024-01-03 12:15:00+00:00,first_buy,long-exit-profit,1.5705,1.5711,1.5407792248901915,1.540808576232908,0.9872000000000001,1,1.2945,5798109.1,0,False,1.5330799999999765,1.5592714285714229,1.5405320000000016,2.40546515,0.03921628352350081,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-01-03 12:30:00+00:00,1.2955,2148727.3,1.5266153483638036,1.5339120000000017,0,1.4841199999999763,1,go_short,1.3492,do_nothing,1.3562,go_long,go_long,go_short,False,1.2913000000000001,1.5113054979840082,go_long,1,1.5209999999999941
1635,LQTY/USDT:USDT,2023-10-26 07:45:00+00:00,first_buy,long-exit-profit,2.128,2.1386,2.0816523586959104,2.0587553119525257,2.0714,1,2.075,2084178.6,1,False,2.100099999999981,2.0908285714285646,2.0530840000000037,2.42879571,0.03963846176286446,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-10-26 08:45:00+00:00,2.1173,2769941.5,2.0764506109454395,2.0744160000000034,0,2.1139399999999817,0,go_short,2.1619,do_nothing,2.17,go_long,go_long,go_short,False,2.1083,2.1041141971102846,go_long,0,2.114157142857136
1644,LQTY/USDT:USDT,2024-01-03 12:45:00+00:00,first_buy,long-exit-profit,1.349,1.3653,1.4866123444480068,1.5135919892257441,1.3269,1,1.3508,1251563.2,0,False,1.435119999999976,1.4807714285714226,1.5271680000000019,1.91778061,0.03124281038897999,1,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-01-10 23:15:00+00:00,1.3841,274422.0,1.3454798772955736,1.3403200000000042,0,1.3814399999999778,0,go_short,1.3983,do_nothing,1.399,go_long,go_long,go_short,False,1.3829,1.3637821610813474,go_long,0,1.3714571428571392
1646,LQTY/USDT:USDT,2024-01-11 10:45:00+00:00,first_buy,long-exit-profit,1.4308,1.479,1.4111249490810231,1.3949803834702241,1.4203000000000001,0,1.4647000000000001,806929.3,0,False,1.4238399999999776,1.4181999999999972,1.385252000000005,2.4958153,0.040732621653135175,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-01-11 11:00:00+00:00,1.4644,7614362.8,1.404767021731689,1.3909400000000047,0,1.4487599999999774,0,go_short,1.5271,do_nothing,1.5331000000000001,go_long,go_long,go_short,False,1.4625,1.4289672646070195,go_long,0,1.4355999999999973
1647,LQTY/USDT:USDT,2024-01-11 11:15:00+00:00,first_buy,long-exit-profit,1.5271,1.5498,1.4437261469751703,1.413665760862675,1.5028000000000001,0,1.5249000000000001,1956131.0,1,False,1.4725999999999775,1.4530285714285687,1.396724000000005,2.37890661,0.03876568110137966,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-02-27 02:00:00+00:00,1.6033,230295.9,1.5817197388351387,1.5844240000000134,0,1.5976199999999787,0,go_short,1.6177000000000001,do_nothing,1.62,go_long,go_long,go_short,False,1.6012,1.5911206299616065,go_long,0,1.592057142857147
1648,LQTY/USDT:USDT,2024-02-27 02:15:00+00:00,first_buy,long-exit-profit,1.6177000000000001,1.623,1.5953020715059747,1.5844293878103137,1.6056,0,1.6183,464386.8,0,False,1.6050399999999787,1.597457142857147,1.5859560000000132,1.98251594,0.03228522848983803,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-02-27 12:00:00+00:00,1.6596000000000002,111337.3,1.6412240516193426,1.6387880000000132,0,1.663379999999978,1,go_short,1.6753,do_nothing,1.6774,go_long,go_long,go_short,False,1.6568,1.6537146036418748,go_long,0,1.6644714285714326
1649,LQTY/USDT:USDT,2024-02-27 12:15:00+00:00,first_buy,long-exit-profit,1.675,1.6761,1.6556354338508172,1.6430741218697618,1.6593,1,1.6662,178387.1,0,False,1.665039999999978,1.6636857142857182,1.640156000000013,1.96944228,0.032087378028806846,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-02-28 13:30:00+00:00,1.709,197076.1,1.6945966806720636,1.6965880000000135,0,1.7071599999999774,0,go_short,1.7259,do_nothing,1.7304,go_long,go_long,go_short,False,1.7041,1.7045006195353019,go_long,0,1.702857142857146
1933,CTSI/USDT:USDT,2022-01-13 01:30:00+00:00,first_buy,long-exit-profit,0.7336,0.74,0.7014230718828611,0.6830501173142985,0.7228,0,0.7329,7385424.0,0,False,0.7185199999999982,0.7103428571428564,0.6780440000000029,2.1090833,0.03463672658174777,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2022-01-13 11:45:00+00:00,0.7502000000000001,8441391.0,0.7383928596796363,0.7379280000000031,0,0.7484999999999984,0,go_short,0.759,do_nothing,0.7708,go_long,go_long,go_short,False,0.7475,0.744915685938555,go_long,0,0.746271428571428
1651,LQTY/USDT:USDT,2024-02-28 17:30:00+00:00,first_buy,long-exit-profit,1.7996,1.8107000000000002,1.7574054298074995,1.7369024758299627,1.7565,1,1.7607,522202.5,1,False,1.7761599999999773,1.7677571428571468,1.7316040000000137,1.94135007,0.03163432557209728,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-03-04 06:30:00+00:00,1.8308,276740.7,1.7556932992182968,1.7414520000000118,0,1.819899999999977,1,go_short,1.8349000000000002,do_nothing,1.8537,go_long,go_long,go_short,False,1.8192,1.7859036326075601,go_long,0,1.8178142857142905
1645,LQTY/USDT:USDT,2024-01-10 23:30:00+00:00,first_buy,long-exit-profit,1.3985,1.4043,1.365907982453448,1.3478591456440496,1.3776,1,1.3776,320299.7,0,False,1.3843999999999776,1.3764714285714248,1.343016000000004,2.20782673,0.03596583651471141,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-01-11 10:30:00+00:00,1.4163000000000001,807868.3,1.389402814147842,1.382224000000005,0,1.4114799999999774,0,go_short,1.4307,do_nothing,1.4376,go_long,go_long,go_short,False,1.4108,1.4013840307321184,go_long,0,1.4093142857142829
1653,LQTY/USDT:USDT,2024-03-31 15:15:00+00:00,first_buy,long-exit-profit,1.9812,2.0862,1.8913104934711982,1.8090380187643795,1.9809999999999999,0,2.0496,12458449.6,0,False,1.9542799999999694,1.9252142857142869,1.7921800000000119,1.96078642,0.03196985580158849,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2024-03-31 16:30:00+00:00,2.1092,5589068.3,1.892926416834111,1.8688200000000124,0,2.067059999999969,1,go_short,2.1205,do_nothing,2.1485,go_long,go_long,go_short,False,2.1,1.9964343472245099,go_long,0,2.052242857142858
1634,LQTY/USDT:USDT,2023-10-26 05:00:00+00:00,first_buy,long-exit-profit,2.1497,2.15,2.0467898845107633,2.024299463585051,1.9429,0,2.054,8905149.9,0,False,2.0599599999999816,2.057028571428565,2.0281560000000036,2.06864448,0.03375596366250572,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-10-26 07:30:00+00:00,2.1013,1521474.9,2.057455736908728,2.0511320000000035,0,2.1014599999999812,0,go_short,2.128,do_nothing,2.1334,go_long,go_long,go_short,False,2.0928,2.0828618784588033,go_long,0,2.0866857142857076
1632,LQTY/USDT:USDT,2023-10-25 15:45:00+00:00,first_buy,long-exit-profit,1.8693,2.0162,1.6922230361534605,1.6468403409273233,1.8617,0,1.9615,9698842.3,0,False,1.7295599999999829,1.691985714285708,1.6254360000000025,2.73905792,0.04471429353185712,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-10-25 20:15:00+00:00,2.0079,2926852.9,1.894814287246497,1.8892520000000035,0,2.007699999999982,1,go_short,2.0536,do_nothing,2.0567,go_long,go_long,go_short,False,1.9801000000000002,1.97631151368144,go_long,0,2.003842857142851
1618,LQTY/USDT:USDT,2023-08-19 08:30:00+00:00,first_buy,long-exit-profit,0.8232,0.8268000000000001,0.8197698694860824,0.8177116359389888,0.8213,0,0.8254,197022.7,0,False,0.8215399999999867,0.8199999999999894,0.8180720000000019,2.52723705,0.04117287971244419,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-09-06 09:45:00+00:00,0.8504,901679.6,0.8428959235713972,0.8419120000000022,0,0.8480199999999873,0,go_short,0.8636,do_nothing,0.8691000000000001,go_long,go_long,go_short,False,0.8504,0.845561888450276,go_long,0,0.8448428571428458
1619,LQTY/USDT:USDT,2023-09-06 10:00:00+00:00,first_buy,long-exit-profit,0.8637,0.8714000000000001,0.8482754440733105,0.8443999292327752,0.8624,0,0.8632000000000001,703381.6,0,False,0.8526999999999875,0.8486714285714172,0.8428160000000022,3.1613957,0.05151385962040276,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-09-06 14:00:00+00:00,0.8781,2333338.8,0.862098346630521,0.8593520000000019,0,0.8767999999999873,0,go_short,0.9104000000000001,do_nothing,0.9138000000000001,go_long,go_long,go_short,False,0.8756,0.8716387795895498,go_long,0,0.87202857142856
1620,LQTY/USDT:USDT,2023-09-06 14:15:00+00:00,first_buy,long-exit-profit,0.9098,0.92,0.878586659652696,0.8661503209541861,0.8951,0,0.9168000000000001,6152765.9,0,False,0.8893199999999872,0.8795714285714172,0.8623880000000018,1.901572,0.031008841454681867,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-09-29 07:45:00+00:00,0.9374,503238.6,0.9237822161780559,0.9213800000000034,0,0.9373799999999888,0,go_short,0.9506,do_nothing,0.9512,go_long,go_long,go_short,False,0.9373,0.9304349224944873,go_long,0,0.9343857142857047
1621,LQTY/USDT:USDT,2023-09-29 08:00:00+00:00,first_buy,long-exit-profit,0.9508000000000001,0.9614,0.9349064728799509,0.9264279779426443,0.9479000000000001,0,0.9595,598201.9,0,False,0.9429199999999888,0.9397571428571333,0.9231720000000034,8.61915494,0.14036489951102626,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-10-01 06:00:00+00:00,0.9508000000000001,13927652.9,0.9385887013366716,0.9311080000000043,0,0.9689399999999881,0,go_short,1.0972,do_nothing,1.1148,go_long,go_long,go_short,False,0.9507000000000001,0.9574160120410974,go_long,0,0.957842857142847
1622,LQTY/USDT:USDT,2023-10-01 06:15:00+00:00,first_buy,long-exit-profit,1.0975,1.1233,0.9793366255732363,0.9505376864228441,1.0777,0,1.0999,9881608.9,0,False,1.0027799999999882,0.9819714285714184,0.9384640000000043,1.9351121,0.03156040958908364,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-10-02 11:15:00+00:00,1.1282,1054850.9,1.1017696094008995,1.0991200000000036,0,1.1325399999999886,1,go_short,1.1371,do_nothing,1.1421000000000001,go_long,go_long,go_short,False,1.1264,1.1213477510799215,go_long,0,1.1318857142857042
1623,LQTY/USDT:USDT,2023-10-02 11:30:00+00:00,first_buy,long-exit-profit,1.1371,1.1645,1.1279096355291642,1.1063792679637958,1.137,0,1.164,3790681.2,0,False,1.1385399999999888,1.1371999999999898,1.102812000000004,1.93056964,0.031443082220640434,0,go_long,do_nothing,go_short,go_short,go_long,go_long,2023-10-02 13:00:00+00:00,1.2006000000000001,7995996.4,1.1346480370683842,1.1302440000000038,1,1.1834599999999889,0,go_short,1.2033,do_nothing,1.2199,go_long,go_long,go_short,False,1.1933,1.1641044236114753,go_long,0,1.1784714285714184
