,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),mean-grad-hist (exit),sma-25 (exit),open (exit),ema-26 (exit),low (exit),long-large-rl (exit),sma-05 (exit),long_jcrosk (exit),short-small-rl (exit),short_kdj (exit),short-large-rl (exit),volume (exit),long-bid-rl (exit),ema-12 (exit),short-bid-rl (exit),sma-07 (exit),long-small-rl (exit),high (exit),sma-compare (exit),close (exit)
139,BAL/USDT:USDT,2024-08-03 17:15:00+00:00,first_buy,force_exit,2.12,2.12,2.139321522349683,2.155968290046191,2.094,1,2.105,49521.9,1,False,2.1193999999998647,2.125571428571587,2.164320000000105,0.39504874,0.00644581562714917,1,go_short,go_short,go_long,go_long,do_nothing,do_nothing,1,2.180080000000112,2.165,2.1663926686511155,2.15,go_long,2.154599999999848,0,go_short,False,go_long,30349.8,do_nothing,2.1722861644464326,do_nothing,2.1558571428573106,go_short,2.165,1,2.15
155,BNB/USDT:USDT,2024-03-13 07:15:00+00:00,second_buy,force_exit,552.55,564.9,545.7443801526998,541.8917833945534,552.34,0,562.07,105411.86,0,False,549.3019999999898,546.6599999999947,539.8535999999942,0.33633777,0.0059897958376822595,0,go_long,go_long,go_long,go_long,go_short,go_short,1,547.8403999999919,548.51,547.2525680964719,546.97,go_long,547.4099999999902,0,go_long,False,go_long,4160.38,go_short,549.5559346446465,go_short,547.151428571421,go_long,548.51,0,546.98
234,RUNE/USDT:USDT,2024-09-26 11:00:00+00:00,first_buy,force_exit,5.608,5.65,5.401639596937231,5.303738544305246,5.585,0,5.629,877884.0,0,False,5.48120000000003,5.4292857142856965,5.283480000000134,-10.75402303,-0.19085592023893677,0,go_long,go_short,go_long,go_long,do_nothing,do_nothing,0,4.626040000000138,4.594,4.588937986824615,4.57,go_long,4.576800000000024,0,go_short,False,go_long,55509.0,do_nothing,4.643195857834766,do_nothing,4.573857142857123,go_long,4.594,0,4.572
236,MINA/USDT:USDT,2023-02-11 23:30:00+00:00,second_buy,short-exit-profit,1.13,1.1679,1.108475168636892,1.0852068877795489,1.1293,1,1.1399,9681963.0,1,False,1.1340999999999997,1.124057142857144,1.0819360000000005,23.72816588,0.3931135021151571,0,go_long,do_nothing,go_long,go_long,go_short,go_short,1,0.721788000000001,0.7085,0.7170152768558504,0.6900000000000001,go_long,0.7127599999999992,0,do_nothing,False,go_long,2736536.0,go_short,0.7222913122438366,go_short,0.7166000000000009,go_long,0.7097,1,0.6987
83,COMP/USDT:USDT,2021-07-26 06:30:00+00:00,second_buy,short-exit-profit,431.67,438.22,421.7495614743212,414.0900971639265,430.0,0,433.2,9300.94,1,False,425.71000000000276,423.25999999999993,415.261999999999,24.24375027,0.397179131586,0,go_long,do_nothing,go_long,go_long,go_short,go_short,1,318.5551999999985,313.14,315.1142946463714,293.94,go_long,313.0180000000007,0,do_nothing,False,go_long,25949.899,go_short,318.39609124838375,go_short,315.6085714285709,go_long,313.73,1,295.99
49,UNI/USDT:USDT,2024-04-11 15:45:00+00:00,second_buy,short-exit-profit,9.037,9.109,9.141432384765757,9.207140487057435,9.011,1,9.09,918773.0,0,False,9.079399999999978,9.106428571428864,9.198080000000003,23.96885852,0.4399129331017853,1,go_long,go_long,go_long,go_long,go_short,go_short,1,6.162319999999987,5.801,5.961063681357037,4.91,go_long,5.827200000000056,0,go_long,False,go_long,5321915.0,go_short,6.095576996578143,go_short,5.923428571428886,go_long,5.821,1,5.313
48,UNI/USDT:USDT,2024-03-06 05:00:00+00:00,second_buy,short-exit-profit,14.064,14.671,13.507893733292345,13.21481557106922,14.053,0,14.385,1694526.0,1,False,13.879999999999864,13.687571428571681,13.111759999999997,22.7308686,0.3955500699225058,0,go_long,go_long,go_long,go_long,go_short,go_short,1,9.205920000000003,9.083,9.15078372745044,9.021,go_long,9.086799999999979,0,go_long,False,go_long,644862.0,go_short,9.21651172602203,go_short,9.130285714286007,go_long,9.129,1,9.037
151,BNB/USDT:USDT,2022-01-22 05:45:00+00:00,second_buy,short-exit-profit,375.62,376.56,380.59370049135043,385.0482751688616,371.66,1,373.08,60117.68,0,False,378.41199999999424,379.7814285714267,383.38599999999855,23.94235521,0.40150510513327814,1,go_long,go_long,go_long,go_long,go_short,go_short,1,222.37759999999832,211.17,217.67785126358427,207.7,go_long,214.91799999999324,0,go_long,False,go_long,110907.35,go_short,220.81947100568337,go_short,217.46857142856786,go_long,213.0,1,207.94
76,COMP/USDT:USDT,2021-05-19 17:00:00+00:00,second_buy,short-exit-profit,536.88,550.0,494.45456714820233,501.5223628505962,525.13,0,535.13,9444.902,0,False,515.5220000000004,504.93571428571465,483.9195999999986,24.53884408,0.4029255866787837,0,go_long,do_nothing,go_long,go_long,go_short,go_short,1,363.65319999999866,325.64,344.3646374826398,319.14,go_long,330.6580000000002,1,do_nothing,False,go_long,3984.791,go_short,359.03524823659313,go_short,337.0371428571431,go_long,332.24,1,319.17
78,COMP/USDT:USDT,2021-05-26 11:30:00+00:00,second_buy,short-exit-profit,456.01,461.37,449.44023880491,444.3439910261894,453.68,0,455.49,2338.711,0,False,451.43200000000087,449.7914285714287,445.75919999999866,24.52537743,0.402046156629742,0,go_long,do_nothing,go_long,go_long,go_short,go_short,1,288.5639999999992,280.14,284.0776168306608,274.53,go_long,281.61000000000075,0,do_nothing,False,go_long,3176.92,go_short,288.4340476234526,go_short,283.53285714285704,go_long,280.9,1,274.65
237,MINA/USDT:USDT,2023-03-08 23:15:00+00:00,second_buy,short-exit-profit,0.6986,0.711,0.7158744650318735,0.7213512150405894,0.6971,1,0.7096,1446269.0,0,False,0.7104199999999992,0.7136714285714295,0.7207480000000009,29.40216938,0.48228286130707415,1,go_long,do_nothing,go_long,go_long,go_short,go_short,1,0.47742400000000096,0.47000000000000003,0.4606172179884809,0.36210000000000003,go_long,0.45283999999999736,0,do_nothing,False,go_long,19006039.0,go_short,0.47331592276534895,go_short,0.458342857142857,go_long,0.47000000000000003,1,0.38520000000000004
