,pair,open_date,enter_reason,exit_reason,sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),sma-05 (exit),sma-25 (exit),sma-07 (exit),sma-compare (exit)
525,STMX/USDT:USDT,2022-01-20 22:00:00+00:00,second_buy,long-signal-on,0.01710000000000041,0.017211428571427878,0.0175491999999998,0.84366786,0.013768005293429022,1,0.016376000000000408,0.0171727999999998,0.01642428571428502,1
526,STMX/USDT:USDT,2022-01-21 00:00:00+00:00,second_buy,long-signal-on,0.016320000000000407,0.016369999999999305,0.017109199999999804,-0.05784587,-0.0009438554090437588,1,0.01620800000000041,0.016828399999999806,0.016205714285713595,0
883,STMX/USDT:USDT,2022-12-28 01:00:00+00:00,second_buy,long-signal-on,0.003932000000000758,0.0039371428571421275,0.003944399999999958,0.3496779,0.005705705705705705,1,0.0038840000000007584,0.003925199999999957,0.003881428571427844,0
528,STMX/USDT:USDT,2022-01-21 12:30:00+00:00,second_buy,long-signal-on,0.01530000000000041,0.01534857142857074,0.015413599999999805,0.72615354,0.011850560237657012,1,0.014996000000000408,0.015321599999999807,0.0149957142857136,0
881,STMX/USDT:USDT,2022-12-19 22:45:00+00:00,second_buy,long-signal-on,0.003936000000000768,0.003951428571427844,0.003961999999999954,-1.23302042,-0.02011833258773955,1,0.003896000000000768,0.003943199999999953,0.003892857142856416,0
521,STMX/USDT:USDT,2022-01-18 08:45:00+00:00,second_buy,long-signal-on,0.017884000000000424,0.01794428571428503,0.018049199999999786,0.1874169,0.00305861416972528,1,0.01768400000000042,0.01791359999999979,0.017679999999999314,0
879,STMX/USDT:USDT,2022-12-16 23:15:00+00:00,second_buy,long-signal-on,0.004344000000000769,0.004381428571427838,0.004466799999999953,-0.84583349,-0.0138012406927901,1,0.00424800000000077,0.004405199999999954,0.0042357142857135524,0
875,STMX/USDT:USDT,2022-12-15 21:30:00+00:00,second_buy,long-signal-on,0.004822000000000768,0.004824285714284984,0.004854799999999948,0.00524021,8.550216883550216e-05,1,0.0047880000000007665,0.00482599999999995,0.004787142857142127,0
533,STMX/USDT:USDT,2022-01-22 10:00:00+00:00,second_buy,long-signal-on,0.012292000000000414,0.012382857142856456,0.0128223999999998,-1.63829759,-0.02673226417907269,1,0.011928000000000414,0.012505599999999797,0.011928571428570742,1
873,STMX/USDT:USDT,2022-12-12 12:30:00+00:00,second_buy,long-signal-on,0.004884000000000774,0.004884285714284972,0.004892399999999949,0.00340119,5.5496975414839894e-05,1,0.004854000000000774,0.004875599999999949,0.0048528571428564015,0
871,STMX/USDT:USDT,2022-12-05 19:30:00+00:00,second_buy,long-signal-on,0.00519800000000077,0.0051999999999992426,0.005218399999999934,-0.59873004,-0.009769459381862482,1,0.005182000000000771,0.0052039999999999335,0.00517571428571353,0
537,STMX/USDT:USDT,2022-01-24 07:45:00+00:00,second_buy,long-signal-on,0.012542000000000419,0.012542857142856455,0.01273039999999981,-0.1226856,-0.002002002002002002,1,0.012542000000000419,0.01273039999999981,0.012542857142856455,1
868,STMX/USDT:USDT,2022-11-28 01:30:00+00:00,second_buy,long-signal-on,0.005118000000000777,0.005131428571427796,0.005196399999999941,0.7439352,0.012139155284316576,1,0.004890000000000778,0.005097999999999943,0.004889999999999226,0
538,STMX/USDT:USDT,2022-01-24 07:45:00+00:00,second_buy,long-signal-on,0.012542000000000419,0.012542857142856455,0.01273039999999981,-0.1226856,-0.002002002002002002,1,0.012542000000000419,0.01273039999999981,0.012542857142856455,1
865,STMX/USDT:USDT,2022-11-21 02:30:00+00:00,second_buy,long-signal-on,0.004884000000000778,0.004907142857142077,0.004937999999999941,-0.642015,-0.010475591870940706,1,0.004776000000000778,0.00488599999999994,0.004772857142856363,0
863,STMX/USDT:USDT,2022-11-20 17:30:00+00:00,second_buy,long-signal-on,0.005150000000000781,0.0051557142857135045,0.005213199999999939,0.23642943,0.0038576588284190624,1,0.0050960000000007805,0.005146399999999941,0.005094285714284933,0
857,STMX/USDT:USDT,2022-11-13 08:30:00+00:00,second_buy,long-signal-on,0.004726000000000781,0.004735714285713516,0.004887999999999953,1.83720975,0.02997678529593423,1,0.004536000000000781,0.004725199999999955,0.004535714285713514,0
855,STMX/USDT:USDT,2022-11-11 14:30:00+00:00,second_buy,long-signal-on,0.004944000000000776,0.004971428571427802,0.005003599999999956,-2.37250845,-0.03871328224776501,1,0.004796000000000776,0.004949599999999956,0.004782857142856374,0
877,STMX/USDT:USDT,2022-12-16 16:45:00+00:00,second_buy,long-signal-on,0.00452800000000077,0.004535714285713556,0.004576399999999952,0.28489727,0.00464845376349801,1,0.004500000000000771,0.004554799999999953,0.004501428571427842,1
853,STMX/USDT:USDT,2022-11-11 03:15:00+00:00,second_buy,long-signal-on,0.004888000000000774,0.004918571428570662,0.0050667999999999555,-0.8871416,-0.0144750559688319,1,0.004866000000000773,0.004995599999999956,0.004849999999999232,0
901,STMX/USDT:USDT,2023-01-30 21:15:00+00:00,second_buy,long-signal-on,0.005364000000000779,0.005369999999999285,0.0055203999999999444,0.10559178,0.0017229125035816484,1,0.0053680000000007775,0.005500799999999944,0.005367142857142142,0
906,STMX/USDT:USDT,2023-02-09 03:00:00+00:00,second_buy,long-signal-on,0.006738000000000782,0.006765714285713583,0.006808399999999942,0.90077845,0.01469803136469803,1,0.006432000000000784,0.006717999999999943,0.00642285714285644,0
