,pair,open_date,enter_reason,exit_reason,sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),sma-07 (exit),sma-05 (exit),sma-25 (exit),sma-compare (exit)
2178,UNI/USDT:USDT,2023-11-14 11:45:00+00:00,second_buy,short-exit-profit,5.1287999999998135,5.150857142857357,5.2403199999999925,0.46032227,0.007526183409333808,1,5.132714285714502,5.110199999999813,5.168919999999993,1
2169,UNI/USDT:USDT,2023-10-26 16:00:00+00:00,second_buy,short-exit-profit,4.059399999999824,4.080142857143073,4.216479999999978,0.32027076,0.005288977173164255,1,4.033142857143074,4.0245999999998245,4.183399999999978,1
2179,UNI/USDT:USDT,2023-11-14 19:15:00+00:00,second_buy,short-exit-profit,5.024199999999813,5.0588571428573585,5.1529999999999925,0.37676217,0.006360711551462411,1,4.982285714285921,4.959999999999819,5.09751999999999,1
2181,UNI/USDT:USDT,2023-11-18 07:30:00+00:00,second_buy,short-exit-profit,4.900599999999821,4.9078571428573525,4.993079999999989,0.55001618,0.00931585019876052,1,4.999571428571639,4.976199999999826,5.041119999999987,1
2182,UNI/USDT:USDT,2023-11-21 19:30:00+00:00,second_buy,short-exit-profit,4.934999999999826,4.928714285714496,5.007879999999987,0.265008,0.004444331746301992,0,5.046714285714495,5.041799999999825,4.998639999999987,0
2184,UNI/USDT:USDT,2023-12-09 05:00:00+00:00,second_buy,short-exit-profit,6.77359999999982,6.778428571428774,6.660239999999982,0.246753,0.004028837998303647,0,6.771857142857345,6.772599999999819,6.672199999999981,0
2185,UNI/USDT:USDT,2023-12-09 06:30:00+00:00,second_buy,short-exit-profit,6.704999999999821,6.730000000000203,6.707439999999982,0.7952673,0.013144818668175283,0,6.742428571428774,6.739599999999818,6.740919999999981,0
2186,UNI/USDT:USDT,2023-12-09 09:15:00+00:00,second_buy,short-exit-profit,6.699599999999819,6.716285714285917,6.738439999999982,0.573687,0.009570542493896326,1,6.68671428571449,6.673399999999818,6.683799999999984,0
2187,UNI/USDT:USDT,2023-12-09 15:30:00+00:00,second_buy,short-exit-profit,6.648399999999818,6.674714285714491,6.681239999999985,0.69481487,0.011707155151246117,1,6.636285714285916,6.629399999999817,6.698799999999986,1
2188,UNI/USDT:USDT,2023-12-10 10:30:00+00:00,second_buy,short-exit-profit,6.5923999999998175,6.618714285714488,6.690399999999986,1.00481881,0.01695362450503362,1,6.605571428571632,6.587599999999815,6.633039999999982,1
2189,UNI/USDT:USDT,2023-12-10 18:30:00+00:00,second_buy,short-exit-profit,6.489399999999816,6.525000000000204,6.618599999999982,0.26543129,0.004508535040164715,1,6.570714285714487,6.555799999999811,6.591519999999982,1
2180,UNI/USDT:USDT,2023-11-17 17:15:00+00:00,second_buy,short-exit-profit,4.931399999999819,4.915571428571634,5.02263999999999,0.3311508,0.005551351190418715,0,4.98700000000021,4.981999999999822,5.045519999999989,1
2190,UNI/USDT:USDT,2023-12-11 01:45:00+00:00,second_buy,short-exit-profit,6.531799999999812,6.546714285714486,6.589719999999982,3.603069,0.06131299598251863,1,6.475285714285914,6.4443999999998125,6.572159999999982,1
2168,UNI/USDT:USDT,2023-10-21 11:30:00+00:00,second_buy,short-exit-profit,4.039199999999822,4.038571428571646,4.020119999999976,0.36027163,0.005936333535181272,0,4.1350000000002165,4.097999999999824,4.236159999999977,1
2166,UNI/USDT:USDT,2023-10-12 10:45:00+00:00,second_buy,short-exit-profit,4.064399999999829,4.077000000000221,4.1103599999999725,0.253275,0.004152801450098747,1,4.058714285714507,4.054399999999829,4.069519999999973,1
2148,UNI/USDT:USDT,2023-08-25 18:45:00+00:00,second_buy,short-exit-profit,4.542799999999811,4.541285714285912,4.5605999999999725,0.271778,0.004587226419756013,0,4.54985714285734,4.543199999999811,4.549919999999973,1
2149,UNI/USDT:USDT,2023-08-26 04:45:00+00:00,second_buy,short-exit-profit,4.571199999999813,4.572142857143055,4.5531599999999735,0.38311393,0.006452275177122071,0,4.6014285714287695,4.599199999999826,4.623839999999971,1
2150,UNI/USDT:USDT,2023-08-31 16:00:00+00:00,second_buy,short-exit-profit,4.585999999999826,4.593000000000197,4.621159999999971,0.75600937,0.01280527490162334,1,4.5495714285716256,4.525599999999826,4.609439999999971,1
2151,UNI/USDT:USDT,2023-08-31 17:15:00+00:00,second_buy,short-exit-profit,4.476399999999826,4.495285714285911,4.593199999999971,0.314405,0.005472244396295029,1,4.409142857143054,4.4059999999998265,4.516519999999971,1
2152,UNI/USDT:USDT,2023-08-31 19:45:00+00:00,second_buy,short-exit-profit,4.394199999999826,4.401428571428768,4.497479999999971,0.236951,0.004146646646646646,1,4.385857142857339,4.3827999999998255,4.468959999999971,1
2153,UNI/USDT:USDT,2023-09-01 01:00:00+00:00,second_buy,short-exit-profit,4.390199999999828,4.379571428571625,4.37055999999997,0.249782,0.004364246252151857,0,4.388142857143053,4.387199999999827,4.396039999999973,1
2154,UNI/USDT:USDT,2023-09-01 08:30:00+00:00,second_buy,short-exit-profit,4.381999999999827,4.38328571428591,4.395159999999973,0.33985,0.005549052135030669,1,4.372714285714482,4.365799999999828,4.38007999999997,1
2155,UNI/USDT:USDT,2023-09-01 15:15:00+00:00,second_buy,short-exit-profit,4.349999999999827,4.35828571428591,4.376479999999971,0.45704536,0.0075192765574726,1,4.332714285714482,4.3255999999998265,4.363399999999969,1
2167,UNI/USDT:USDT,2023-10-13 01:00:00+00:00,second_buy,short-exit-profit,3.9981999999998266,3.9977142857145074,3.9912799999999735,0.85302713,0.014206488828067732,0,4.008142857143075,3.997999999999826,4.040279999999976,1
2156,UNI/USDT:USDT,2023-09-02 04:15:00+00:00,second_buy,short-exit-profit,4.304199999999827,4.298571428571624,4.276159999999972,0.4668557,0.007739442599169007,0,4.306142857143054,4.300199999999828,4.3533599999999675,1
2158,UNI/USDT:USDT,2023-09-10 04:45:00+00:00,second_buy,short-exit-profit,4.245999999999829,4.259000000000199,4.286799999999964,0.34658832,0.005880657252275667,1,4.2057142857144845,4.201599999999826,4.215799999999964,1
2159,UNI/USDT:USDT,2023-09-10 15:45:00+00:00,second_buy,short-exit-profit,4.196999999999825,4.20242857142877,4.213079999999964,0.34165721,0.0057956144587224066,1,4.19842857142877,4.202799999999826,4.210599999999964,0
2160,UNI/USDT:USDT,2023-09-10 20:30:00+00:00,second_buy,short-exit-profit,4.2047999999998265,4.203285714285912,4.197639999999965,0.24368896,0.004125924239587513,0,4.213142857143056,4.211599999999826,4.217559999999966,1
2161,UNI/USDT:USDT,2023-09-11 02:45:00+00:00,second_buy,short-exit-profit,4.204199999999826,4.203285714285913,4.217559999999966,0.39002115,0.006601927109739609,0,4.217142857143057,4.212199999999827,4.220919999999965,1
2162,UNI/USDT:USDT,2023-09-12 03:00:00+00:00,second_buy,short-exit-profit,4.099399999999827,4.097714285714489,4.093439999999964,0.3922396,0.006823639767678697,0,4.133571428571651,4.1243999999998255,4.172559999999972,1
2163,UNI/USDT:USDT,2023-10-09 17:00:00+00:00,second_buy,short-exit-profit,4.116199999999826,4.126857142857365,4.169279999999972,0.31454857,0.005472079135096167,1,4.104428571428794,4.100399999999827,4.107999999999973,1
2164,UNI/USDT:USDT,2023-10-10 21:30:00+00:00,second_buy,short-exit-profit,4.085799999999827,4.092714285714508,4.102919999999973,0.26931057,0.004691940792086991,1,4.105285714285939,4.100599999999828,4.119359999999971,1
2165,UNI/USDT:USDT,2023-10-11 16:00:00+00:00,second_buy,short-exit-profit,4.085399999999828,4.09171428571451,4.114039999999971,0.2851157,0.004667993148529623,1,4.0987142857145065,4.089999999999829,4.116319999999972,1
2157,UNI/USDT:USDT,2023-09-05 06:45:00+00:00,second_buy,short-exit-profit,4.293999999999828,4.299714285714482,4.346959999999967,1.14895329,0.01919846748895592,1,4.269285714285913,4.25979999999983,4.2917599999999645,1
2191,UNI/USDT:USDT,2023-12-11 02:30:00+00:00,second_buy,short-exit-profit,6.389199999999812,6.426571428571628,6.558079999999982,0.554526,0.009899787427877315,1,6.372428571428771,6.317599999999812,6.541159999999982,1
2192,UNI/USDT:USDT,2023-12-11 03:00:00+00:00,second_buy,short-exit-profit,6.250599999999812,6.328714285714486,6.524959999999981,0.42551775,0.007633399528560818,1,6.209285714285916,6.192199999999809,6.252239999999984,1
2193,UNI/USDT:USDT,2023-12-11 17:30:00+00:00,second_buy,short-exit-profit,6.100599999999808,6.093285714285915,6.172199999999982,0.28901,0.004766051059296529,0,6.082714285714487,6.072199999999808,6.153679999999983,1
2218,UNI/USDT:USDT,2024-01-09 18:45:00+00:00,second_buy,short-exit-profit,5.810199999999791,5.805714285714498,5.852199999999985,0.37335,0.006380804571004333,0,5.828285714285926,5.841799999999791,5.842399999999985,0
2219,UNI/USDT:USDT,2024-01-09 21:15:00+00:00,second_buy,short-exit-profit,5.778399999999792,5.7844285714287835,5.809959999999985,0.69295,0.011770637088811192,1,5.788714285714498,5.7841999999997915,5.808839999999984,1
2220,UNI/USDT:USDT,2024-01-09 21:45:00+00:00,second_buy,short-exit-profit,5.8085999999997915,5.798000000000212,5.8099999999999845,0.55305,0.009413426349321604,0,5.802285714285927,5.822399999999791,5.808199999999983,0
2221,UNI/USDT:USDT,2024-01-09 22:15:00+00:00,second_buy,short-exit-profit,5.865199999999791,5.826142857143069,5.812279999999983,0.47844834,0.008083160628983415,0,5.9767142857145075,5.95259999999981,6.070199999999979,1
