,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,mean-grad-hist (exit),long-small-rl (exit),short_kdj (exit),long-large-rl (exit),high (exit),short-small-rl (exit),open (exit),sma-compare (exit),volume (exit),long-bid-rl (exit),close (exit),long_jcrosk (exit),sma-07 (exit),sma-05 (exit),short-large-rl (exit),low (exit),ema-26 (exit),sma-25 (exit),short-bid-rl (exit),ema-12 (exit)
905,BLAST/USDT:USDT,2024-12-07 20:15:00+00:00,first_buy,force_exit,0.013980999999999999,0.013980999999999999,0.01399741777020308,0.014020109623766385,0.013970000000000002,1,0.013970000000000002,18.0,0,False,0.01402200000000007,0.014017857142857085,0.014014720000000029,-3.59436235,-0.36782401286816274,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,1,do_nothing,False,go_long,0.008867,go_long,0.008867,0,0.0,go_long,0.008867,0,0.008867571428571332,0.008871800000000086,go_long,0.008867,0.008859884634228442,0.00883272000000005,go_long,0.008860871712221382
915,BTC/USDT:USDT,2024-11-21 11:15:00+00:00,second_buy,force_exit,97680.0,98350.0,97484.75587987775,97060.9191304455,97652.1,0,98189.9,8226602.0,0,False,97650.94000000018,97611.94285714337,97281.18799999991,0.44087059,0.044944689062216304,0,go_short,go_short,go_long,go_long,go_short,go_short,2025-01-12 16:15:00+00:00,1,go_short,False,go_long,95090.0,go_short,95026.3,0,688395.0,go_short,94792.7,0,94898.01428571479,94941.94000000044,go_long,94788.1,94787.46074320821,94491.34799999988,go_short,94607.04341345772
877,BEER/USDT:USDT,2024-12-06 04:15:00+00:00,first_buy,force_exit,1.3837000000000002e-05,1.3904000000000001e-05,1.383622602605564e-05,1.376222867172798e-05,1.3785000000000001e-05,1,1.3855e-05,747.0,0,False,1.3818399999999229e-05,1.3849142857143215e-05,1.371856000000019e-05,-3.51894588,-0.343324542067044,0,go_short,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,0,go_short,False,go_long,9.334e-06,go_long,9.334e-06,0,3901.0,go_long,9.32e-06,0,9.198285714286071e-06,9.21739999999918e-06,go_long,9.32e-06,9.189184349928871e-06,9.126920000000175e-06,go_long,9.14605519391638e-06
912,BTC/USDT:USDT,2023-11-09 14:15:00+00:00,second_buy,liquidation,37153.2,38000.0,36992.83011523616,36834.94581376569,37150.0,0,37598.9,27854103.0,0,False,37077.35999999987,37025.17142857193,36813.15199999981,-6.59621124,-0.87808516110704,0,go_short,go_short,go_long,go_long,go_short,go_short,2024-03-12 14:00:00+00:00,1,go_short,False,go_long,72357.9,go_short,71888.1,0,4005631.0,go_short,72353.9,0,72141.00000000051,72233.14000000044,go_long,71770.1,72126.79828961959,72008.1279999998,go_short,72071.69918375008
131,ADA/USDT:USDT,2023-10-19 07:00:00+00:00,second_buy,liquidation,0.24235,0.24235,0.2418403606123113,0.24183228338358012,0.24209000000000003,1,0.24209000000000003,804.0,0,False,0.2422839999999895,0.2422214285714262,0.241366000000021,-8.92028365,-0.9217156842626516,0,go_short,go_short,go_long,go_long,go_short,go_short,2023-12-08 04:30:00+00:00,0,go_short,False,go_long,0.468,go_short,0.46580000000000005,0,9351.0,go_short,0.4672,0,0.46345714285713974,0.4648999999999905,go_long,0.4645,0.46173013340788427,0.458176000000021,go_short,0.45876563021850797
1112,CAKE/USDT:USDT,2023-11-11 11:30:00+00:00,second_buy,liquidation,1.9889999999999999,1.9969999999999999,1.9956540352922878,1.9918752792868106,1.9849999999999999,1,1.9889999999999999,18448.0,1,False,2.0018000000000646,2.0042857142859622,1.9844399999997464,-9.04519643,-0.9086051862198375,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-12-28 11:15:00+00:00,1,go_short,False,go_short,3.834,go_short,3.7880000000000003,0,425159.0,go_short,3.825,0,3.779285714285959,3.7856000000000805,go_short,3.761,3.7198388276358227,3.575959999999747,go_short,3.633714502267255
102,ADA/USDT:USDT,2021-07-17 23:15:00+00:00,second_buy,liquidation,1.17672,1.17672,1.180213813638266,1.1794362353805004,1.17351,1,1.17351,246.0,0,False,1.1775059999999764,1.179565714285713,1.1811760000000096,-11.031457,-0.9413895566495736,1,go_short,go_short,go_long,go_long,go_short,go_short,2021-08-19 17:45:00+00:00,0,go_short,False,go_long,2.24063,go_short,2.22792,0,10845.0,go_short,2.22586,0,2.1941342857142874,2.213163999999972,go_long,2.21709,2.1752115351451664,2.1236084000000117,go_short,2.1447879373388368
971,CAKE/USDT:USDT,2021-06-22 14:00:00+00:00,second_buy,liquidation,9.768,9.771,10.43180823401761,11.025343712403593,9.58,0,9.58,176.0,0,False,10.064200000000119,10.06014285714321,11.133319999999838,-8.5154778,-0.937269976557458,0,go_short,go_short,go_short,go_short,go_short,go_short,2021-08-11 05:45:00+00:00,0,go_short,False,go_short,19.4,go_short,19.398,0,4985.0,go_short,19.4,0,19.32600000000045,19.33640000000016,go_short,19.398,19.300859171211183,19.17175999999983,go_short,19.184654705098495
334,ARPA/USDT:USDT,2024-03-12 15:15:00+00:00,first_buy,long-exit-profit,0.08187000000000001,0.08299000000000001,0.08217057714010556,0.08188686861087036,0.08156000000000001,0,0.08299000000000001,4236.0,0,False,0.08199999999999873,0.08210000000000095,0.08195999999999909,4.2827868,0.42977622666629417,0,go_short,go_long,go_long,go_long,go_long,go_long,2024-03-12 21:15:00+00:00,0,go_short,False,go_long,0.12317000000000002,go_long,0.10722000000000001,0,855667.0,go_long,0.11877000000000001,1,0.09824571428571523,0.10251199999999874,go_long,0.10528000000000001,0.09619569779832308,0.08712519999999907,go_long,0.089966193679536
332,ARPA/USDT:USDT,2023-12-26 01:30:00+00:00,first_buy,long-exit-profit,0.05714,0.057150000000000006,0.05740798402254318,0.05765418481667359,0.05714,0,0.057150000000000006,1626.0,0,False,0.05714999999999902,0.05721571428571521,0.0577863999999992,3.59364978,0.3512022578583592,1,go_short,go_long,go_long,go_long,go_long,go_long,2024-01-05 09:15:00+00:00,0,go_short,False,go_long,0.07873000000000001,go_long,0.07506,0,124825.0,go_long,0.07704000000000001,0,0.07205857142857232,0.07307599999999906,go_long,0.07484,0.07104124034258226,0.06740999999999917,go_long,0.06805257110397175
311,ARPA/USDT:USDT,2023-03-18 08:45:00+00:00,first_buy,long-exit-profit,0.0669,0.06896000000000001,0.06015380703148307,0.0563798250486564,0.0655,0,0.06815,168151.0,0,False,0.06540799999999955,0.06200428571428584,0.05515759999999955,3.23133206,0.337745501689087,0,go_short,go_long,go_long,go_long,go_long,go_long,2023-05-24 05:00:00+00:00,0,go_short,False,go_long,0.08889000000000001,go_long,0.08605,0,1889483.0,go_long,0.08822,0,0.08390142857142883,0.08440999999999944,go_long,0.08491000000000001,0.08257498953664337,0.07717439999999903,go_long,0.0784066217512705
310,ARPA/USDT:USDT,2023-02-22 23:15:00+00:00,first_buy,long-exit-profit,0.04914,0.04938000000000001,0.048649369179794136,0.04851292906061971,0.04914,0,0.04938000000000001,791.0,0,False,0.04876799999999953,0.0486271428571432,0.04831239999999971,3.51678,0.35703930216125335,0,go_short,go_long,go_long,go_long,go_long,go_long,2023-03-18 08:30:00+00:00,0,go_short,False,go_long,0.06789,go_long,0.06372,0,228035.0,go_long,0.06693,0,0.059818571428571554,0.06249199999999955,go_long,0.06344000000000001,0.05869995376447999,0.05448439999999955,go_long,0.05543821105254891
