,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,short-large-rl (exit),ema-12 (exit),ema-26 (exit),high (exit),sma-05 (exit),sma-compare (exit),sma-07 (exit),long-large-rl (exit),long-small-rl (exit),low (exit),long_jcrosk (exit),sma-25 (exit),mean-grad-hist (exit),short-bid-rl (exit),close (exit),short_kdj (exit),long-bid-rl (exit),volume (exit),short-small-rl (exit),open (exit)
124,EOS/USDT:USDT,2020-03-13 00:00:00+00:00,first_buy,long-exit-profit,1.884,1.9220000000000002,2.0410801266402068,2.1154993557736783,1.661,1,1.7610000000000001,1461056.5,0,False,1.9820000000000106,2.0355714285714113,2.140599999999992,29.2984412,0.4781513142258864,1,go_long,go_short,go_long,go_long,go_long,go_long,2021-03-02 01:30:00+00:00,go_long,3.668315436234427,3.685967281774675,3.674,3.6959999999999957,0,3.7042857142857444,go_long,go_long,3.674,0,3.6560399999999715,1,go_long,3.674,False,go_long,0.0,go_short,3.674
222,RUNE/USDT:USDT,2023-08-13 01:00:00+00:00,first_buy,long-exit-profit,1.283,1.294,1.269738006890719,1.2517374020094845,1.282,0,1.294,4467741.0,0,False,1.2795999999999847,1.2757142857143169,1.255720000000062,24.31362687,0.39968632295778467,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-08-19 16:15:00+00:00,go_long,1.676717845119183,1.711474797835863,1.7650000000000001,1.7319999999999802,0,1.7265714285714608,go_long,do_nothing,1.725,0,1.6702400000000623,0,go_long,1.758,False,go_long,8749159.0,go_long,1.732
223,RUNE/USDT:USDT,2023-08-19 16:30:00+00:00,first_buy,long-exit-profit,1.7570000000000001,1.799,1.7158632904764994,1.6814054121473918,1.728,1,1.74,10944388.0,1,False,1.73859999999998,1.7312857142857465,1.6778000000000624,24.71730344,0.4054615899699643,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-10-26 09:00:00+00:00,go_long,2.2801294070471454,2.307537260294008,2.373,2.332399999999979,0,2.3247142857143333,go_long,do_nothing,2.336,0,2.2761600000000666,0,go_long,2.371,False,go_long,1879963.0,go_long,2.339
224,RUNE/USDT:USDT,2023-10-26 09:15:00+00:00,first_buy,long-exit-profit,2.371,2.378,2.3153007587103147,2.2858975991177273,2.35,0,2.358,1307595.0,0,False,2.3377999999999792,2.3341428571429046,2.2808000000000668,25.15892425,0.40978560764894606,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-11-03 21:15:00+00:00,go_long,3.1780175225251366,3.233695902031435,3.347,3.268799999999975,0,3.253714285714334,go_long,do_nothing,3.254,0,3.188520000000066,0,go_long,3.338,False,go_long,2131655.0,go_long,3.273
225,RUNE/USDT:USDT,2023-11-03 21:30:00+00:00,first_buy,long-exit-profit,3.339,3.4,3.251434994026599,3.1906828912269782,3.328,0,3.349,3108136.0,1,False,3.2943999999999747,3.274571428571477,3.1980800000000666,23.77022193,0.3940408113391985,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-11-11 15:00:00+00:00,go_long,4.379216125231795,4.504728612970394,4.716,4.587799999999973,0,4.555000000000047,go_long,do_nothing,4.538,0,4.356200000000066,0,go_long,4.689,False,go_long,1274462.0,go_long,4.57
317,MASK/USDT:USDT,2023-03-14 15:30:00+00:00,first_buy,long-exit-profit,3.686,3.719,3.4965005941913105,3.3774916066226432,3.63,1,3.637,1771550.0,0,False,3.6272000000001263,3.5660000000000713,3.3145599999999815,24.31773558,0.41747047941060866,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-03-18 00:00:00+00:00,go_long,4.703523211976531,4.810502359218821,5.189,4.866800000000124,0,4.8407142857143555,go_long,do_nothing,4.907,0,4.67663999999998,0,go_long,5.159,False,go_long,5233027.0,go_long,4.915
226,RUNE/USDT:USDT,2023-11-11 15:15:00+00:00,first_buy,long-exit-profit,4.688,4.727,4.527693441744179,4.399570486325736,4.609,0,4.654,1212497.0,0,False,4.6031999999999735,4.583000000000047,4.379160000000066,24.58898655,0.4059228642133707,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-11-16 15:15:00+00:00,go_long,6.371067754432189,6.415349789428999,6.586,6.4473999999999805,0,6.418142857142906,go_long,do_nothing,6.502,0,6.389240000000078,0,go_long,6.579,False,go_long,1055594.0,go_long,6.503
228,RUNE/USDT:USDT,2024-01-18 17:00:00+00:00,first_buy,long-exit-profit,4.098,4.106,4.14551599985837,4.15973548668054,4.027,1,4.083,960586.0,0,False,4.136199999999962,4.151428571428625,4.145880000000077,24.38048137,0.3977809120489179,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-02-15 16:45:00+00:00,go_long,5.620846672485667,5.653839274354392,5.797,5.665999999999957,0,5.658857142857208,go_long,do_nothing,5.708,0,5.606840000000094,0,go_long,5.761,False,go_long,691325.0,go_long,5.716
229,RUNE/USDT:USDT,2024-02-15 17:00:00+00:00,first_buy,long-exit-profit,5.76,5.7620000000000005,5.662479385992178,5.6274506226719145,5.7059999999999995,0,5.71,265812.0,0,False,5.686799999999957,5.666000000000065,5.613360000000094,23.22394063,0.40631768634167936,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-03-09 23:15:00+00:00,go_long,7.762833347080267,7.8754887582723,8.388,7.94999999999995,0,7.8882857142857565,go_long,do_nothing,7.964,0,7.743480000000111,0,go_long,8.235,False,go_long,1241677.0,go_long,7.99
232,RUNE/USDT:USDT,2024-07-04 23:45:00+00:00,first_buy,long-exit-profit,3.549,3.564,3.595537798445609,3.611193119194945,3.472,1,3.508,563818.0,0,False,3.573400000000003,3.593285714285691,3.6197200000001364,23.77954924,0.39834652636919726,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-07-20 22:30:00+00:00,go_long,4.802891710740301,4.8541479027840895,4.939,4.870800000000012,0,4.867714285714255,go_long,do_nothing,4.891,0,4.793080000000135,0,go_long,4.93,False,go_long,309956.0,go_long,4.904
234,RUNE/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,3.064,3.074,3.141501548237377,3.2083567981833325,2.657,1,2.8609999999999998,3299335.0,0,False,3.0832000000000215,3.119285714285688,3.2403600000001354,23.74389661,0.3948032894520137,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-08-17 22:45:00+00:00,go_long,3.9218907197645376,3.9547673826459384,4.005,3.969800000000035,0,3.964999999999975,go_long,do_nothing,3.964,0,3.9168400000001315,0,go_long,4.003,False,go_long,581208.0,go_long,3.966
235,RUNE/USDT:USDT,2024-08-17 23:00:00+00:00,first_buy,long-exit-profit,4.004,4.019,3.9580339391619477,3.925898814596794,3.968,1,3.976,587613.0,0,False,3.974400000000035,3.967285714285689,3.9223200000001315,23.88934118,0.40005826341959105,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2024-09-26 10:45:00+00:00,go_long,5.277717627849666,5.3603013418349095,5.646,5.41660000000003,0,5.376714285714269,go_long,do_nothing,5.385,0,5.262160000000134,0,go_long,5.608,False,go_long,4103300.0,go_long,5.5120000000000005
316,MASK/USDT:USDT,2023-03-10 10:30:00+00:00,first_buy,long-exit-profit,2.7039999999999997,2.707,2.745127823977173,2.7908397866453276,2.6310000000000002,1,2.6390000000000002,3454900.0,0,False,2.7106000000001216,2.72914285714293,2.79751999999998,23.97692772,0.39448245627889894,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-03-14 15:15:00+00:00,go_long,3.356730935152455,3.4709552476806396,3.725,3.5906000000001264,0,3.527714285714357,go_long,do_nothing,3.643,0,3.2949199999999816,0,go_long,3.686,False,go_long,2340884.0,go_long,3.677
239,APT/USDT:USDT,2022-12-28 05:45:00+00:00,first_buy,long-exit-profit,3.3961,3.4038,3.4243336576657675,3.4775292593969573,3.13,1,3.2273,5874196.4,0,False,3.3913199999999626,3.4103142857142674,3.5017319999999925,26.30944499,0.42851257875778626,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-01-09 16:00:00+00:00,go_long,4.185939025095355,4.245778726354783,4.741,4.277079999999965,0,4.241728571428547,go_long,do_nothing,4.2521,0,4.178199999999993,0,go_long,4.6044,False,go_long,9393807.1,go_long,4.2599
240,APT/USDT:USDT,2023-01-09 16:15:00+00:00,first_buy,long-exit-profit,4.6044,4.6453,4.296920460761739,4.21499539360681,4.5676,0,4.5782,2652098.2,0,False,4.3588799999999654,4.303871428571404,4.198135999999993,24.37805648,0.3970291213218486,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-01-12 20:45:00+00:00,go_long,5.638433842570005,5.937912850804719,6.481,6.283759999999965,0,6.1673857142856905,go_long,do_nothing,6.3671,0,5.476227999999991,1,go_long,6.409,False,go_long,7201446.2,go_long,6.3857
241,APT/USDT:USDT,2023-01-12 21:00:00+00:00,first_buy,long-exit-profit,6.4091000000000005,6.4156,6.001957027603993,5.69145355793519,6.25,1,6.3542,7280307.6,0,False,6.324599999999966,6.238828571428547,5.5276359999999904,24.62850326,0.4033658886650403,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-01-20 16:45:00+00:00,go_long,8.245367834523885,8.385421499153521,9.1,8.498339999999974,0,8.441528571428544,go_long,do_nothing,8.4901,0,8.208167999999986,0,go_long,8.9475,False,go_long,13550927.1,go_long,8.4932
242,APT/USDT:USDT,2023-01-20 17:00:00+00:00,first_buy,long-exit-profit,8.9476,9.3,8.486125883899133,8.304229476411004,8.9035,0,9.04,11662944.3,1,False,8.648239999999975,8.549214285714257,8.246159999999986,24.03951733,0.3964696993558195,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-01-21 10:00:00+00:00,go_long,12.02635036249332,12.403083671212494,12.662,12.51315999999998,0,12.510928571428542,go_long,do_nothing,12.4715,0,11.96748799999998,1,go_long,12.6521,False,go_long,2712207.6,go_long,12.574300000000001
243,APT/USDT:USDT,2023-01-21 10:15:00+00:00,first_buy,long-exit-profit,12.6523,12.89,12.420009260256725,12.062405891197518,12.464,1,12.5131,4334153.2,1,False,12.54361999999998,12.518028571428543,12.01761199999998,26.85399775,0.4374591716786911,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-01-25 21:00:00+00:00,go_long,16.19750311241523,16.672006746072764,18.4312,16.987539999999996,0,16.728842857142837,go_long,do_nothing,17.2084,0,16.214939999999984,0,go_long,17.9941,False,go_long,9909600.4,go_long,17.3017
248,APT/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,long-exit-profit,6.129,6.134,5.998226953525405,6.119486685406539,4.883,1,4.936,4580115.9,0,False,5.911999999999891,5.997428571428551,6.164600000000038,24.11891792,0.39358535444835735,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-10-25 18:45:00+00:00,go_long,6.5703875147153985,6.632469350239745,6.789,6.680199999999902,0,6.663428571428567,go_long,do_nothing,6.662,0,6.555959999999976,0,go_long,6.74,False,go_long,1097775.0,go_long,6.691
221,RUNE/USDT:USDT,2023-06-11 22:45:00+00:00,first_buy,long-exit-profit,0.925,0.926,0.9257537550060415,0.9280786758555252,0.909,1,0.914,634249.0,0,False,0.9223999999999879,0.9241428571428882,0.9297600000000605,24.0838223,0.39331975180171225,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2023-08-13 00:45:00+00:00,go_long,1.2483563941702431,1.2653267354163042,1.286,1.2733999999999848,0,1.2717142857143169,go_long,do_nothing,1.276,0,1.253600000000062,0,go_long,1.282,False,go_long,3510873.0,go_long,1.2770000000000001
0,DYDX/USDT:USDT,2021-09-10 10:15:00+00:00,first_buy,long-exit-profit,12.019,12.135,12.068039332674003,12.505544159544158,11.7,0,11.721,77326.4,1,False,11.956399999999997,11.928857142857144,12.514160000000002,24.89496038,0.40804621372733835,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2021-09-16 16:15:00+00:00,go_long,14.973522960960835,15.536556755533706,16.989,16.10259999999999,0,15.759428571428584,go_long,do_nothing,16.231,0,14.896639999999996,0,go_long,16.571,False,go_long,2343812.1,go_short,16.312
45,OP/USDT:USDT,2023-12-22 15:30:00+00:00,first_buy,long-exit-profit,3.0805,3.0838,2.9876365063261106,2.924467397448122,3.0246,0,3.0327,8570193.2,0,False,3.0093600000000067,2.9981714285714522,2.944299999999995,24.74437636,0.4035434068759512,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2024-03-05 05:15:00+00:00,go_long,4.04222136259497,4.1593096754549945,4.5062999999999995,4.327420000000036,0,4.221385714285739,go_long,do_nothing,4.2515,0,3.992291999999998,0,go_long,4.4865,False,go_long,12092200.3,go_short,4.4024
31,OP/USDT:USDT,2022-06-24 12:45:00+00:00,first_buy,long-exit-profit,0.6327,0.644,0.5816987957768331,0.5600868069765399,0.618,0,0.6195,29290747.4,1,False,0.6029600000000007,0.5915571428571456,0.5517160000000004,24.34633217,0.396572833416329,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-07-22 10:30:00+00:00,go_long,0.8045271571096126,0.825002536362968,0.8678,0.8358600000000003,0,0.8308571428571428,go_long,do_nothing,0.8363,0,0.7957639999999995,0,go_long,0.8662000000000001,False,go_long,23286372.6,go_short,0.8384
32,OP/USDT:USDT,2022-07-22 10:45:00+00:00,first_buy,long-exit-profit,0.8662000000000001,0.874,0.8305406076917422,0.8087103306570488,0.8566,0,0.861,12941546.0,0,False,0.8450200000000002,0.8372142857142856,0.8003559999999994,24.58022172,0.4005609177652399,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-07-28 15:00:00+00:00,go_long,1.1347878701201344,1.1600104824196527,1.2189,1.1820400000000026,0,1.1770428571428577,go_long,do_nothing,1.182,0,1.1221960000000004,0,go_long,1.2085,False,go_long,26433355.6,go_short,1.1893
33,OP/USDT:USDT,2022-07-28 15:15:00+00:00,first_buy,long-exit-profit,1.2084,1.2123,1.1671627158935522,1.1400998797408652,1.1911,0,1.2065000000000001,14290012.6,0,False,1.1916000000000024,1.1840285714285719,1.1255880000000005,24.76963017,0.403766612266,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-07-29 05:00:00+00:00,go_long,1.5695777684424215,1.620630298360817,1.7359,1.642480000000002,0,1.6330142857142869,go_long,do_nothing,1.6652,0,1.559824,0,go_long,1.697,False,go_long,16783955.6,go_short,1.6714
35,OP/USDT:USDT,2022-08-27 00:00:00+00:00,first_buy,long-exit-profit,1.0176,1.0203,1.039874480995304,1.0583126508015683,1.0023,1,1.0195,6878185.0,0,False,1.0256400000000094,1.0320857142857214,1.0573200000000031,24.54887148,0.39982449858581665,1,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-09-09 17:30:00+00:00,go_long,1.3099617831102326,1.3458294957227948,1.4678,1.3835600000000086,0,1.361028571428579,go_long,do_nothing,1.4069,0,1.2936480000000026,0,go_long,1.4253,False,go_long,14668188.7,go_short,1.412
37,OP/USDT:USDT,2022-10-02 15:00:00+00:00,first_buy,long-exit-profit,0.8722000000000001,0.8723000000000001,0.8731342757000912,0.877354664224506,0.8501000000000001,1,0.8671000000000001,6126284.8,0,False,0.8716600000000112,0.8726857142857206,0.8768679999999995,24.95043287,0.4066356922232178,1,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-10-28 16:45:00+00:00,go_long,1.1279643373770603,1.1534685729711711,1.2323,1.170420000000015,0,1.1604000000000068,go_long,do_nothing,1.1802,0,1.1202799999999993,0,go_long,1.2255,False,go_long,27269026.8,go_short,1.1803
38,OP/USDT:USDT,2022-10-28 17:00:00+00:00,first_buy,long-exit-profit,1.2253,1.2275,1.1627503309756064,1.1343225346083892,1.2043,0,1.2138,9980685.0,0,False,1.1827200000000149,1.1711285714285782,1.1252839999999993,25.27931433,0.41199571707101446,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2023-01-14 12:30:00+00:00,go_long,1.6075775078926589,1.6226000668726295,1.7503000000000002,1.645700000000014,0,1.6356428571428514,go_long,do_nothing,1.616,0,1.6035280000000034,0,go_long,1.7342,False,go_long,12611578.9,go_short,1.6212
39,OP/USDT:USDT,2023-01-14 12:45:00+00:00,first_buy,long-exit-profit,1.7335,1.7530000000000001,1.6376615950460711,1.615942136937647,1.6963,0,1.7205,10061325.9,0,False,1.663400000000014,1.652999999999994,1.6080440000000036,24.42582784,0.39839193619548824,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2023-01-21 07:00:00+00:00,go_long,2.213113154752121,2.2778869180497017,2.4469,2.3016200000000144,0,2.2953285714285667,go_long,do_nothing,2.287,0,2.206180000000005,0,go_long,2.4164,False,go_long,8439996.9,go_short,2.2912
42,OP/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,1.2614,1.2615,1.2358836437055245,1.2759670737816675,0.8704000000000001,1,1.0174,51607428.1,0,False,1.2091200000000157,1.2271428571428793,1.2899559999999954,25.74225039,0.4191827354307659,1,do_nothing,go_short,go_long,go_long,go_long,go_long,2023-06-21 16:15:00+00:00,go_long,1.3814277581202006,1.3943158631349895,1.45,1.4009000000000162,0,1.398914285714309,go_long,do_nothing,1.3893,0,1.3812759999999955,0,go_long,1.4494,False,go_long,17142489.2,go_short,1.3947
43,OP/USDT:USDT,2023-06-21 16:30:00+00:00,first_buy,long-exit-profit,1.4491,1.5,1.4085903457296065,1.3892553315927783,1.4294,0,1.4871,25820387.7,0,False,1.4204400000000161,1.4120571428571664,1.3855879999999954,24.84575667,0.4050627959811474,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2023-12-07 23:45:00+00:00,go_long,2.079267678858229,2.113136303476943,2.1726,2.10898000000001,0,2.1137000000000232,go_long,do_nothing,2.1118,0,2.108123999999997,0,go_long,2.164,False,go_long,13523727.6,go_short,2.1136
44,OP/USDT:USDT,2023-12-08 00:00:00+00:00,first_buy,long-exit-profit,2.1638,2.1966,2.1225153337112594,2.086292295239101,2.1597,0,2.1741,14614929.9,0,False,2.12554000000001,2.119314285714309,2.111199999999997,24.57827539,0.40048725906850624,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2023-12-22 15:15:00+00:00,go_long,2.9158087892439717,2.9794431438399487,3.1,2.995480000000007,0,2.989285714285738,go_long,do_nothing,3.0331,0,2.9412239999999947,0,go_long,3.0808,False,go_long,12689675.3,go_short,3.0489
48,OP/USDT:USDT,2024-06-24 09:45:00+00:00,first_buy,long-exit-profit,1.6844000000000001,1.6844000000000001,1.6920212706592228,1.6995350575231847,1.5954000000000002,1,1.6618,8041631.5,0,False,1.6905400000000324,1.6918714285714667,1.6975599999999964,25.00356415,0.4073453111448937,1,do_nothing,go_short,go_long,go_long,go_long,go_long,2024-11-25 16:00:00+00:00,go_long,2.2674855840422947,2.28312369017854,2.4139,2.277460000000031,0,2.272442857142911,go_long,do_nothing,2.2939,0,2.2807320000000058,0,go_long,2.4056,False,go_long,9154454.8,go_short,2.3127
51,BAKE/USDT:USDT,2021-05-23 06:45:00+00:00,first_buy,long-exit-profit,2.8215,2.8264,2.936573513547272,3.015627041877822,2.6933,1,2.7217000000000002,495178.0,0,False,2.8830599999999937,2.89992857142857,3.0449359999999985,24.57569936,0.4098278671883987,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2021-05-26 02:15:00+00:00,go_long,3.5550617898717363,3.6391111161541563,3.8568,3.7315599999999867,0,3.672685714285713,go_long,do_nothing,3.7178,1,3.5288839999999975,0,go_long,3.8451,False,go_long,221810.0,do_nothing,3.7192
56,BAKE/USDT:USDT,2022-01-24 10:15:00+00:00,first_buy,long-exit-profit,0.5526,0.5543,0.561474836775091,0.5722557636635257,0.5336000000000001,1,0.5389,2028690.0,0,False,0.5535599999999818,0.5577571428571664,0.5741520000000019,24.00767432,0.39377560262975736,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-02-07 14:30:00+00:00,go_long,0.7443113239444767,0.7470613413613024,0.7553000000000001,0.7500199999999833,0,0.7486142857143113,go_long,do_nothing,0.749,0,0.7430560000000037,0,go_long,0.7545000000000001,False,go_long,275562.0,do_nothing,0.7508
58,BAKE/USDT:USDT,2022-02-24 07:45:00+00:00,first_buy,long-exit-profit,0.4626,0.4693,0.47454049419076,0.49008933348865197,0.4575,0,0.4686,1090464.0,0,False,0.46783999999998144,0.4692571428571681,0.4926720000000049,24.3366277,0.3990990410817063,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-03-27 08:15:00+00:00,go_long,0.6496728509370987,0.6527682471449746,0.6608,0.6548999999999847,0,0.653885714285739,go_long,do_nothing,0.6553,0,0.650272000000006,0,go_long,0.6608,False,go_long,559197.0,do_nothing,0.6555000000000001
59,BAKE/USDT:USDT,2022-03-27 08:30:00+00:00,first_buy,long-exit-profit,0.6605000000000001,0.6618,0.6534962091226708,0.6502526397565729,0.6574,0,0.6575000000000001,424985.0,0,False,0.6559999999999848,0.6547571428571677,0.6504200000000059,24.18777637,0.39510917440485366,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-03-30 13:45:00+00:00,go_long,0.8055185819541681,0.835249487773623,0.9209,0.8704799999999857,0,0.8443142857143112,go_long,do_nothing,0.8923000000000001,1,0.7938400000000061,0,go_long,0.9198000000000001,False,go_long,10028641.0,do_nothing,0.9053
60,BAKE/USDT:USDT,2022-03-30 14:00:00+00:00,first_buy,long-exit-profit,0.9199,0.936,0.8451803358084502,0.8125023906983039,0.8935000000000001,1,0.8998,10760112.0,0,False,0.8915599999999857,0.8617857142857398,0.798764000000006,24.51121252,0.40028780428892896,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-03-31 17:30:00+00:00,go_long,1.1503687980779786,1.1875900546689886,1.2690000000000001,1.2246799999999858,0,1.1991000000000256,go_long,do_nothing,1.2096,0,1.173424000000006,0,go_long,1.2617,False,go_long,13118447.0,do_nothing,1.234
64,BAKE/USDT:USDT,2022-05-11 13:00:00+00:00,first_buy,long-exit-profit,0.3255,0.3262,0.3502010745288181,0.3662314083343848,0.2747,1,0.28950000000000004,7895044.0,1,False,0.33785999999998395,0.34534285714287905,0.36628800000000583,24.717073,0.4042331625761137,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-06-01 09:45:00+00:00,go_long,0.3662880055738031,0.3766819252156651,0.4087,0.38787999999998457,0,0.3811857142857368,go_long,do_nothing,0.3981,0,0.36019600000000557,0,go_long,0.4047,False,go_long,16879782.0,do_nothing,0.3991
66,BAKE/USDT:USDT,2022-06-13 01:30:00+00:00,first_buy,long-exit-profit,0.2467,0.2504,0.2563581959452801,0.26267854348051195,0.24330000000000002,1,0.24380000000000002,2328537.0,0,False,0.2508599999999848,0.2529142857143079,0.26532400000000533,24.30028181,0.3965442992963906,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2022-07-30 09:45:00+00:00,go_long,0.3345141881733213,0.3371396434971204,0.3427,0.3394999999999865,0,0.33912857142859265,go_long,do_nothing,0.33740000000000003,0,0.3321240000000052,1,go_long,0.34190000000000004,False,go_long,1143670.0,do_nothing,0.3377
69,BAKE/USDT:USDT,2022-12-25 14:45:00+00:00,first_buy,long-exit-profit,0.1278,0.1279,0.1279361963146614,0.12834826823834625,0.12440000000000001,1,0.1263,9488744.0,0,False,0.12791999999998466,0.1279714285714503,0.1283320000000044,24.32337911,0.39668405334982215,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-01-14 08:30:00+00:00,go_long,0.17112577995178685,0.17341924810370093,0.1777,0.17497999999998481,0,0.17472857142859302,go_long,do_nothing,0.17450000000000002,0,0.17058400000000404,0,go_long,0.1776,False,go_long,1102431.0,do_nothing,0.1751
85,BAKE/USDT:USDT,2024-07-04 23:45:00+00:00,first_buy,long-exit-profit,0.234,0.23550000000000001,0.244783866953324,0.2490746129867997,0.22790000000000002,1,0.2311,15157452.0,0,False,0.24093999999998578,0.24418571428573294,0.2495320000000068,24.53965224,0.4001295472823839,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-08-11 01:45:00+00:00,go_long,0.313547099574393,0.31639740439409886,0.3277,0.32025999999998633,0,0.31812857142859075,go_long,do_nothing,0.3181,0,0.31232400000000665,0,go_long,0.32680000000000003,False,go_long,4897042.0,do_nothing,0.31820000000000004
70,BAKE/USDT:USDT,2023-01-14 08:45:00+00:00,first_buy,long-exit-profit,0.1776,0.17950000000000002,0.17433936378005463,0.17173868514054338,0.17750000000000002,0,0.1794,1548832.0,0,False,0.1759999999999848,0.175328571428593,0.17100000000000407,25.20549076,0.4113791233313529,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-02-04 13:45:00+00:00,go_long,0.222966351338548,0.23379016804966574,0.2586,0.2504799999999852,0,0.2407714285714501,go_long,do_nothing,0.25,0,0.21787200000000373,1,go_long,0.2558,False,go_long,65353799.0,do_nothing,0.2501
72,BAKE/USDT:USDT,2023-03-10 10:30:00+00:00,first_buy,long-exit-profit,0.1562,0.1563,0.1585774421648045,0.16033213265510418,0.1534,1,0.1537,1851380.0,0,False,0.1564599999999857,0.15761428571430686,0.16111200000000417,24.27302601,0.3956632667731704,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-04-10 04:15:00+00:00,go_long,0.2108937094617489,0.21282905187465284,0.2165,0.21425999999998524,0,0.21350000000002103,go_long,do_nothing,0.2129,0,0.21064800000000478,0,go_long,0.2162,False,go_long,3999226.0,do_nothing,0.2146
74,BAKE/USDT:USDT,2023-06-05 15:15:00+00:00,first_buy,long-exit-profit,0.1318,0.132,0.13162590913681108,0.1323523897240421,0.1292,1,0.12990000000000002,6372728.0,0,False,0.1312799999999853,0.1313571428571632,0.1324280000000049,24.33795213,0.3965507771869575,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-11-28 19:30:00+00:00,go_long,0.17892975452100587,0.18211169644951478,0.18730000000000002,0.18467999999998594,0,0.18331428571430633,go_long,do_nothing,0.18430000000000002,0,0.1778200000000052,0,go_long,0.1867,False,go_long,8289659.0,do_nothing,0.185
83,BAKE/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,long-exit-profit,0.3136,0.3143,0.32107789940010245,0.335380704458301,0.24780000000000002,1,0.27390000000000003,33456154.0,0,False,0.3091599999999878,0.3149714285714479,0.33910400000000734,24.18647447,0.3955866213789877,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-06-12 14:15:00+00:00,go_long,0.3372671834798895,0.3550325067334938,0.395,0.3698199999999849,0,0.3640285714285911,go_long,do_nothing,0.37560000000000004,0,0.3335560000000069,0,go_long,0.3876,False,go_long,35461338.0,do_nothing,0.37620000000000003
75,BAKE/USDT:USDT,2023-11-28 19:45:00+00:00,first_buy,long-exit-profit,0.18660000000000002,0.1895,0.1830483585342048,0.17961643937130173,0.18610000000000002,0,0.1882,11344581.0,0,False,0.18591999999998593,0.1845142857143063,0.1784360000000052,25.65025306,0.4187201835298572,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-12-05 16:30:00+00:00,go_long,0.21091833826325787,0.2306368262510058,0.2705,0.24491999999998618,0,0.23840000000002015,go_long,do_nothing,0.2538,0,0.20194800000000515,0,go_long,0.2684,False,go_long,68677413.0,do_nothing,0.2581
