,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,volume (exit),low (exit),sma-07 (exit),ema-12 (exit),open (exit),mean-grad-hist (exit),sma-05 (exit),close (exit),long_jcrosk (exit),ema-26 (exit),sma-25 (exit),high (exit),short_kdj (exit)
2030,QTUM/USDT:USDT,2021-02-07 02:15:00+00:00,first_buy,trailing_stop_loss,4.139,4.213,4.27807802404077,4.299579416593962,4.133,1,4.2,176501.4,0,False,4.230999999999948,4.257285714285726,4.348919999999994,9.96008566,0.16242043179537466,40514.9,5.295,5.411428571428578,5.418228726313037,5.377,1,5.389999999999941,5.298,0,5.399243295936854,5.407279999999991,5.378,False
2029,QTUM/USDT:USDT,2021-01-11 03:30:00+00:00,first_buy,trailing_stop_loss,3.002,3.032,3.18298767782103,3.2380242907006234,2.914,1,2.956,294333.9,0,False,3.0851999999999586,3.1407142857142936,3.290359999999996,20.84769342,0.3408295457341056,106599.1,4.2620000000000005,4.31314285714287,4.321189431515197,4.271,1,4.292799999999948,4.272,0,4.320505669941241,4.366079999999994,4.319,False
2028,QTUM/USDT:USDT,2020-08-29 09:30:00+00:00,first_buy,trailing_stop_loss,3.335,3.339,3.3330134132104456,3.3213460918648186,3.325,1,3.336,19672.8,0,False,3.345399999999983,3.3445714285714456,3.3101199999999875,-20.65748572,-0.3379372668937754,42236.0,2.283,2.3072857142857432,2.3727888682650633,2.296,1,2.311999999999971,2.294,0,2.3240468269983467,2.3694399999999876,2.306,False
2027,QTUM/USDT:USDT,2020-08-02 04:45:00+00:00,first_buy,trailing_stop_loss,2.668,2.6790000000000003,2.6399002926054798,2.6446918483770108,2.23,1,2.409,1011520.5,0,False,2.641999999999995,2.6520000000000143,2.655720000000001,36.13458358,0.5897096267995082,127269.0,4.019,4.109428571428589,4.169084700471311,4.05,1,4.109199999999981,4.033,0,4.115127941951066,4.178559999999991,4.089,False
2026,QTUM/USDT:USDT,2020-07-07 02:15:00+00:00,first_buy,trailing_stop_loss,1.794,1.795,1.8035540238120038,1.8046453189579368,1.7730000000000001,1,1.776,108214.2,0,False,1.7967999999999933,1.8021428571428684,1.8074400000000035,21.20956087,0.3460032251072055,125042.7,2.667,2.6890000000000143,2.6635471962471717,2.725,1,2.697799999999995,2.667,1,2.6818821639882944,2.664000000000001,2.73,False
2025,QTUM/USDT:USDT,2020-06-02 15:00:00+00:00,first_buy,trailing_stop_loss,1.903,1.903,1.8855477566622383,1.8964286275692745,1.58,1,1.764,546392.0,0,False,1.8795999999999975,1.8888571428571486,1.9011200000000037,-0.57346909,-0.009338222153138632,13148.6,1.792,1.8080000000000112,1.8069369444745718,1.796,1,1.8043999999999933,1.794,0,1.8085638463232772,1.8080000000000032,1.798,False
2024,QTUM/USDT:USDT,2020-05-09 11:45:00+00:00,first_buy,trailing_stop_loss,1.599,1.6059999999999999,1.6345441930836115,1.6465898255862514,1.579,1,1.6059999999999999,203677.3,0,False,1.6258000000000004,1.6308571428571565,1.6507600000000027,1.71914473,0.027994290108058505,22553.4,1.904,1.9095714285714345,1.9070229177748166,1.912,1,1.9095999999999975,1.905,0,1.9076473487826453,1.9066800000000035,1.912,False
2023,QTUM/USDT:USDT,2020-04-10 05:15:00+00:00,first_buy,trailing_stop_loss,1.417,1.417,1.4298671757242742,1.4485721307351356,1.376,1,1.384,61908.1,1,False,1.4074000000000015,1.4162857142857208,1.458760000000003,8.69914702,0.14184586723722864,150334.1,1.5979999999999999,1.638285714285728,1.6498370116331516,1.641,1,1.6334000000000004,1.599,1,1.6397340463715409,1.6531200000000026,1.641,False
2022,QTUM/USDT:USDT,2020-03-13 02:00:00+00:00,first_buy,trailing_stop_loss,1.005,1.007,1.0511397913664053,1.1655382213022096,0.775,1,0.8190000000000001,80237.9,0,False,0.9760000000000076,0.9934285714285744,1.2114000000000018,40.42541332,0.6590170851786661,12143.3,1.416,1.4268571428571495,1.4537379011939464,1.425,0,1.4168000000000016,1.417,0,1.4382066622195968,1.4626800000000029,1.428,False
2020,QTUM/USDT:USDT,2020-02-20 14:45:00+00:00,first_buy,trailing_stop_loss,2.396,2.396,2.3816692738645524,2.402900284900285,2.3810000000000002,0,2.393,1762.4,0,False,2.375800000000001,2.3688571428571428,2.4013999999999998,-23.05465225,-0.3761173414861163,33958.3,1.6179999999999999,1.6707142857142891,1.7055030536850189,1.663,1,1.6668000000000074,1.624,1,1.6716990709268083,1.6885200000000007,1.6640000000000001,False
2018,CRV/USDT:USDT,2024-08-23 16:00:00+00:00,second_buy,trailing_stop_loss,0.33,0.332,0.32649611300634906,0.32545918660391276,0.329,0,0.331,5041404.8,0,False,0.32879999999997633,0.32785714285717427,0.32419999999999427,2.10286227,0.03431247228450026,15299211.4,0.313,0.31100000000003203,0.3086718128661175,0.314,0,0.31239999999997764,0.316,0,0.31062439004501763,0.30795999999999424,0.319,False
2004,CRV/USDT:USDT,2021-10-27 08:00:00+00:00,second_buy,trailing_stop_loss,4.3629999999999995,4.398,4.4795384141076875,4.549802715366848,4.337,1,4.351,1102010.2,0,False,4.4004000000000145,4.436142857142871,4.5683600000000135,3.93308606,0.0641888494837056,787764.5,4.052,4.032428571428588,3.9754541472016816,4.071,0,4.055800000000009,4.106,0,4.014526398314756,3.9721200000000114,4.111,False
2005,CRV/USDT:USDT,2021-12-04 05:15:00+00:00,second_buy,trailing_stop_loss,3.775,3.798,4.016739378403044,4.145598035988774,3.4,1,3.532,5225327.8,0,False,3.930399999999996,3.975857142857151,4.193960000000014,-11.28079039,-0.18490694906536,652921.8,4.078,4.054857142857154,4.006287151419606,4.088,0,4.059199999999999,4.105,0,4.039412271327359,4.015880000000012,4.133,False
2006,CRV/USDT:USDT,2022-05-11 12:45:00+00:00,second_buy,trailing_stop_loss,1.807,1.807,1.8441604540124632,1.875931698780176,1.687,1,1.705,5823822.6,0,False,1.8037999999999854,1.8350000000000137,1.8649200000000012,6.66056924,0.10868604063113713,1723421.6,1.456,1.4397142857143004,1.384893877476512,1.46,0,1.4467999999999854,1.4929999999999999,0,1.4246357925871516,1.3735200000000012,1.494,False
2007,CRV/USDT:USDT,2023-06-10 04:15:00+00:00,second_buy,trailing_stop_loss,0.73,0.733,0.7400665166874486,0.7458846100870202,0.729,1,0.731,2924566.6,0,False,0.73419999999998,0.7357142857143099,0.7485199999999904,-2.63284587,-0.042964013839732765,2207119.9,0.749,0.7504285714285936,0.7385927392458629,0.749,0,0.7509999999999786,0.755,0,0.7462386834126816,0.7362799999999897,0.758,False
2008,CRV/USDT:USDT,2023-08-17 21:30:00+00:00,second_buy,trailing_stop_loss,0.523,0.527,0.5304144545291984,0.5327334637336684,0.521,1,0.523,5485503.7,0,False,0.5277999999999821,0.5297142857143086,0.5319199999999903,4.22071643,0.06888304184187449,3351068.4,0.466,0.4684285714285945,0.46146191360142974,0.467,0,0.4681999999999812,0.466,0,0.4654414717012329,0.4615999999999908,0.468,False
2009,CRV/USDT:USDT,2023-10-15 01:30:00+00:00,second_buy,trailing_stop_loss,0.435,0.437,0.4368457865790119,0.43820177073332767,0.435,0,0.436,329865.5,0,False,0.4355999999999816,0.4360000000000233,0.43875999999999094,-16.7938527,-0.27418629519554144,2044309.9,0.55,0.5511428571428815,0.5470510033232003,0.552,0,0.552199999999982,0.556,0,0.549829976825074,0.5458799999999907,0.556,False
2040,QTUM/USDT:USDT,2021-10-04 11:30:00+00:00,first_buy,trailing_stop_loss,13.63,13.73,13.717515680153845,13.634073898919114,13.54,1,13.566,130703.4,0,False,13.720999999999691,13.793285714285775,13.570159999999987,-11.47304605,-0.1878055427015757,210285.4,12.413,12.691000000000077,12.94956229895831,12.631,1,12.6271999999997,12.496,0,12.79608011476791,13.001639999999979,12.657,False
2010,CRV/USDT:USDT,2023-11-09 16:00:00+00:00,second_buy,trailing_stop_loss,0.588,0.593,0.5773338650394094,0.5752078067534844,0.585,1,0.586,6257233.7,0,False,0.5845999999999812,0.5808571428571673,0.5724799999999908,-9.4102642,-0.15364526462914926,1750414.4,0.669,0.6690000000000242,0.6603065547487329,0.671,0,0.6705999999999813,0.676,0,0.6667173961920465,0.6579599999999916,0.678,False
2012,CRV/USDT:USDT,2024-02-15 22:45:00+00:00,second_buy,trailing_stop_loss,0.538,0.543,0.5373583256552853,0.5360781566240932,0.538,0,0.54,1223084.5,0,False,0.5377999999999796,0.5378571428571678,0.5361599999999944,-14.91167031,-0.2433046925790131,630222.2,0.668,0.6680000000000259,0.6666086082232128,0.669,0,0.6689999999999776,0.672,0,0.6673956603901293,0.6668399999999941,0.672,False
2013,CRV/USDT:USDT,2024-03-06 22:00:00+00:00,second_buy,trailing_stop_loss,0.808,0.811,0.803714526612882,0.7995907302441839,0.805,1,0.807,1068594.5,0,False,0.8083999999999769,0.8058571428571678,0.8003999999999941,25.41962295,0.4148742584298248,4622914.0,0.532,0.5580000000000293,0.5784636951233767,0.544,1,0.5461999999999759,0.536,0,0.5648398637795449,0.5830799999999933,0.545,False
2014,CRV/USDT:USDT,2024-04-15 06:15:00+00:00,second_buy,trailing_stop_loss,0.446,0.45,0.44476220430251906,0.44424660881618083,0.444,0,0.45,1599835.6,0,False,0.4455999999999757,0.44442857142860065,0.44435999999999365,-5.02753668,-0.08205052986466535,2959937.0,0.48,0.4830000000000293,0.47728606937158363,0.481,0,0.48439999999997224,0.489,0,0.48093072373460144,0.4762799999999935,0.489,False
2015,CRV/USDT:USDT,2024-05-21 22:00:00+00:00,second_buy,trailing_stop_loss,0.485,0.485,0.48515221380447787,0.4850947096166337,0.48,1,0.482,1190054.7,0,False,0.4851999999999723,0.48600000000002935,0.48587999999999343,25.72965777,0.4200822891904666,37198356.2,0.266,0.2637142857143154,0.2824787925937367,0.27,0,0.2655999999999712,0.279,0,0.26769192734347214,0.2769599999999935,0.279,False
2016,CRV/USDT:USDT,2024-07-05 15:30:00+00:00,second_buy,trailing_stop_loss,0.234,0.23600000000000002,0.2313431721730963,0.23012643929886017,0.233,0,0.23500000000000001,9316892.6,0,False,0.23219999999997204,0.23171428571431565,0.22963999999999363,3.70098171,0.06040085426585794,14188210.2,0.213,0.212000000000031,0.21013309348447567,0.214,0,0.21219999999997388,0.22,0,0.21175250702704068,0.20935999999999327,0.22,False
2017,CRV/USDT:USDT,2024-08-06 06:30:00+00:00,second_buy,trailing_stop_loss,0.221,0.224,0.22126579830247117,0.21952849907182193,0.221,1,0.222,7312616.1,0,False,0.22179999999997416,0.22185714285717384,0.2212799999999934,-21.2647878,-0.3469765396989578,33863496.3,0.29,0.29285714285717385,0.2855053065302627,0.291,0,0.29219999999997637,0.295,0,0.290311127308425,0.28587999999999353,0.297,False
2011,CRV/USDT:USDT,2024-01-02 15:15:00+00:00,second_buy,trailing_stop_loss,0.626,0.629,0.6343923318015343,0.6376145517530103,0.624,1,0.624,2084304.0,0,False,0.6317999999999805,0.6340000000000225,0.6397999999999938,8.69982447,0.14203519678700105,1178520.1,0.536,0.537142857142882,0.5357644091540207,0.538,0,0.5371999999999797,0.537,0,0.5368780212289735,0.5358799999999945,0.539,False
2080,RUNE/USDT:USDT,2021-07-26 01:00:00+00:00,first_buy,trailing_stop_loss,3.847,3.9050000000000002,3.6343677209170715,3.551779173158675,3.801,0,3.872,1301205.0,0,False,3.7074000000000304,3.656714285714331,3.523720000000003,60.91896531,1.0475618762853465,480352.0,8.076,8.327000000000046,8.542094794160912,8.106,1,8.294200000000052,8.19,0,8.375137549883915,8.526920000000002,8.247,False
2041,QTUM/USDT:USDT,2021-12-04 05:15:00+00:00,first_buy,trailing_stop_loss,11.55,11.685,12.271165416467824,12.777830911022646,10.383,1,10.789,953508.4,1,False,11.960799999999658,12.129285714285786,12.892679999999954,-11.25629208,-0.1861368291647967,139517.3,8.852,9.02085714285724,9.04250033630142,9.052,1,8.993599999999677,8.88,0,9.021252639473524,9.029479999999944,9.057,False
2043,QTUM/USDT:USDT,2023-08-17 21:30:00+00:00,first_buy,trailing_stop_loss,2.263,2.275,2.2858166917539893,2.29131278145124,2.257,1,2.26,92713.6,0,False,2.27819999999961,2.286571428571552,2.286079999999904,-4.81560632,-0.07854873011258734,26696.4,2.123,2.1268571428572707,2.130613482563933,2.126,1,2.1269999999996,2.123,0,2.1259429026003307,2.12995999999991,2.13,False
2078,RUNE/USDT:USDT,2021-05-19 13:15:00+00:00,first_buy,trailing_stop_loss,11.047,12.078,13.562532780923508,15.36479809137299,6.315,1,7.004,458458.0,0,False,12.167800000000037,13.07700000000007,15.927120000000041,11.52561831,0.20549157991494515,221414.0,8.134,8.440142857142929,8.721490378043752,8.238,1,8.345000000000056,8.165,0,8.539904385775023,8.783440000000011,8.299,False
2075,RUNE/USDT:USDT,2021-04-23 02:15:00+00:00,first_buy,trailing_stop_loss,13.2965,13.4038,13.737268547472063,13.903775105944272,13.1,1,13.1526,212220.0,0,False,13.524619999999993,13.68397142857151,13.861764000000019,17.96384327,0.3411041255973514,93639.0,18.058,18.457571428571487,18.938764357169525,18.06,0,18.415600000000037,18.246,0,18.611527893275134,19.070520000000034,18.391,False
2074,RUNE/USDT:USDT,2021-03-30 10:15:00+00:00,first_buy,trailing_stop_loss,7.2827,7.3406,7.152490777869807,7.0285687138052255,7.2745,1,7.303,141166.0,0,False,7.2345600000000045,7.210114285714313,7.0162560000000145,22.75363705,0.3892118499215126,428665.0,12.5219,13.695471428571485,14.108690750587723,13.6031,1,13.628759999999989,13.0538,0,13.7909705859148,14.237452000000019,13.6033,False
2073,RUNE/USDT:USDT,2021-03-01 05:45:00+00:00,first_buy,trailing_stop_loss,4.5088,4.5476,4.5577506002855115,4.518564256562606,4.5045,1,4.5152,79446.0,0,False,4.5459999999999905,4.5555428571428696,4.545243999999996,-2.29636282,-0.03906207433573905,98768.0,4.7779,4.874471428571445,5.027591302742514,4.8628,1,4.865360000000001,4.78,0,4.920035471280069,5.056044000000012,4.8628,False
2072,RUNE/USDT:USDT,2021-02-06 01:30:00+00:00,first_buy,trailing_stop_loss,3.9288,3.9503,3.9517670494881267,3.9712671960135113,3.8048,1,3.825,374982.0,0,False,3.93757999999999,3.951100000000012,3.978536000000006,-3.77255936,-0.06161376159806711,89008.0,3.92,4.038842857142868,4.128219054146609,3.9661,1,4.053219999999992,3.924,0,4.071491219494766,4.171755999999993,3.9776,False
2071,RUNE/USDT:USDT,2021-01-11 03:30:00+00:00,first_buy,trailing_stop_loss,1.3418,1.346,1.3732068380721074,1.4000483544166615,1.3059,1,1.3212000000000002,475118.0,0,False,1.354979999999996,1.3599714285714362,1.4156520000000048,109.81903602,1.806533375926353,104755.0,3.955,3.9879571428571547,4.041109832621013,4.0006,1,3.991199999999992,3.9716,0,4.00153110378032,4.050080000000003,4.0042,False
2069,API3/USDT:USDT,2024-08-23 17:45:00+00:00,second_buy,trailing_stop_loss,1.7214,1.7285,1.712879870721503,1.691979642953432,1.7181000000000002,1,1.7258,74853.2,0,False,1.7278200000000248,1.72817142857145,1.6890520000000087,3.99210514,0.06524065848362154,489777.2,1.5776,1.5780285714285944,1.5557344576453078,1.5861,0,1.5820200000000284,1.5955,0,1.5718889834789362,1.556404000000009,1.6015000000000001,False
2068,API3/USDT:USDT,2024-08-06 14:45:00+00:00,second_buy,trailing_stop_loss,1.4172,1.4243999999999999,1.3779047878656028,1.3684653983617945,1.4058,0,1.4194,103611.8,0,False,1.3886400000000225,1.3789428571428781,1.3606800000000014,-12.16477482,-0.19853069700368223,205664.8,1.6701000000000001,1.668585714285736,1.6491392560737186,1.6769,0,1.6745200000000249,1.6841,0,1.666298821674762,1.6531720000000083,1.6889,False
2067,API3/USDT:USDT,2024-07-09 20:30:00+00:00,second_buy,trailing_stop_loss,1.7911000000000001,1.8002,1.7962054100983673,1.7941910472079972,1.7911000000000001,0,1.7973,33612.0,0,False,1.7931800000000337,1.7953428571428791,1.7999520000000007,13.11908685,0.2142470451232621,263564.6,1.3562,1.3592142857143068,1.3601098806491971,1.3572,0,1.3630600000000226,1.4022000000000001,0,1.3617166045395608,1.3573480000000016,1.4092,False
2066,API3/USDT:USDT,2024-05-31 14:45:00+00:00,second_buy,trailing_stop_loss,2.9213,2.9321,2.9460914902851494,2.9660356220748447,2.9156,0,2.9203,86637.1,0,False,2.9224200000000295,2.9356571428571705,2.9678239999999985,23.16430788,0.378191000974944,191039.5,1.7778,1.777700000000022,1.7693274216742811,1.7808000000000002,0,1.7848400000000342,1.8131,0,1.7764897300877136,1.7698039999999997,1.8174000000000001,False
2065,API3/USDT:USDT,2024-05-09 15:15:00+00:00,second_buy,trailing_stop_loss,2.5322,2.5574,2.4928171628319915,2.480528115412834,2.5136000000000003,0,2.5192,620138.0,0,False,2.513740000000019,2.5089428571428836,2.460919999999999,-9.28115979,-0.15176970154178848,180159.4,2.8146,2.795900000000023,2.7717222782563535,2.818,0,2.8057200000000257,2.832,0,2.7888842758327934,2.7639359999999966,2.8511,False
2064,API3/USDT:USDT,2024-04-20 17:15:00+00:00,second_buy,trailing_stop_loss,2.5038,2.5176,2.463570394211218,2.4360904453708936,2.4996,1,2.501,79056.5,0,False,2.4978000000000184,2.4862285714286045,2.4251359999999993,-4.97419484,-0.08127638168715667,687638.7,2.5639000000000003,2.54665714285717,2.5206212830231753,2.5863,0,2.5570600000000185,2.6016,0,2.548643037412598,2.538295999999999,2.6084,False
2063,API3/USDT:USDT,2024-03-21 22:00:00+00:00,second_buy,trailing_stop_loss,3.6719,3.7265,3.7014318021865886,3.7026724915399,3.6718,0,3.7214,86681.8,0,False,3.7032200000000195,3.701528571428605,3.703835999999992,22.11860089,0.3627788524321366,71808.3,2.3768000000000002,2.3731857142857495,2.305364582976789,2.39,1,2.37680000000002,2.3971,0,2.349624297839581,2.2794959999999986,2.3975,False
2062,API3/USDT:USDT,2024-03-16 06:00:00+00:00,second_buy,trailing_stop_loss,3.4741,3.4963,3.488174181920228,3.491366197298709,3.4641,0,3.4891,43151.8,0,False,3.4688800000000155,3.4804857142857495,3.505483999999995,-5.53789259,-0.09078521521144473,459244.6,3.6236,3.626728571428604,3.4457100705838424,3.6310000000000002,0,3.6270600000000166,3.6803,0,3.560553154005282,3.407487999999991,3.6927,False
2061,API3/USDT:USDT,2024-02-15 22:30:00+00:00,second_buy,trailing_stop_loss,4.4878,4.5228,4.546510527050444,4.602035410090389,4.4873,0,4.5005,406704.4,0,False,4.4889000000000205,4.50638571428575,4.648956000000007,14.18273977,0.2319503177213431,60664.6,3.4901,3.465928571428606,3.4339683890500177,3.495,0,3.480480000000015,3.5065,0,3.458364258194084,3.4261240000000015,3.5091,False
2060,API3/USDT:USDT,2024-02-14 13:15:00+00:00,second_buy,trailing_stop_loss,3.5461,3.5503,3.5534192344225572,3.558827525120573,3.5355,1,3.5367,233168.8,1,False,3.5488800000000182,3.549971428571463,3.559952000000006,-24.16397395,-0.3953400609793756,773528.4,4.7605,4.722128571428606,4.696309262580828,4.7876,0,4.75092000000002,4.7874,0,4.728221160485483,4.705924000000007,4.8,False
2059,API3/USDT:USDT,2024-01-03 12:00:00+00:00,second_buy,trailing_stop_loss,2.0303,2.0442,2.029287133227026,2.0236511590031903,1.9884,1,2.0164,516790.7,0,False,2.0363200000000226,2.0362857142857407,2.0216920000000003,1.98316832,0.03238017608028021,3242566.6,1.7967,1.7181571428571671,1.6503792158973833,1.8261,0,1.7423200000000292,1.8187000000000002,0,1.6992487985727114,1.633231999999999,1.8827,False
