,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),long-bid-rl (entry),short-bid-rl (entry),nlp-exit-short (entry),close_date,imit-enter-short (exit),ema-12 (exit),high (exit),short-bid-rl (exit),sma-25 (exit),open (exit),mean-grad-hist (exit),imit-exit-short (exit),ema-26 (exit),short_kdj (exit),long_jcrosk (exit),nlp-enter-short (exit),nlp-enter-long (exit),nlp-exit-short (exit),sma-05 (exit),sma-07 (exit),low (exit),volume (exit),long-bid-rl (exit),sma-compare (exit),close (exit)
344,ALGO/USDT:USDT,2021-07-25 16:45:00+00:00,second_buy,trailing_stop_loss,0.8467,0.855,0.8268214905864298,0.8195402223914168,0.8451000000000001,0,0.8458,850.0,0,False,0.8391799999999995,0.8333000000000107,0.814467999999994,-2.165042,-0.2565351810143477,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2021-08-19 13:45:00+00:00,go_short,0.9945979111428433,1.0473,do_nothing,0.9984239999999929,1.0293,0,go_short,1.00710591392966,False,0,go_short,go_short,go_short,1.020899999999995,1.0083000000000089,1.0293,4050.0,do_nothing,0,1.0473
409,BCH/USDT:USDT,2021-04-23 02:30:00+00:00,first_buy,trailing_stop_loss,792.15,801.85,823.6162333010651,854.6272785774794,682.55,1,729.75,376010.0,0,False,798.3299999999995,815.5785714285759,857.9419999999997,4.4568561,0.6112580582514685,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2021-05-13 00:00:00+00:00,go_short,1391.5780270466637,1311.95,go_long,1399.5820000000024,1296.5,1,go_short,1357.6321217561347,False,0,go_short,go_short,go_short,1328.339999999999,1342.7357142857186,1197.9,146918.0,go_long,1,1236.9
381,ALGO/USDT:USDT,2024-11-15 14:00:00+00:00,second_buy,trailing_stop_loss,0.16904000000000002,0.17259000000000002,0.16331182485168258,0.16071291364424264,0.16332000000000002,1,0.16354000000000002,65351.0,0,False,0.16475399999999135,0.16534571428571582,0.15987039999999475,-3.1783354,-0.38934307249794,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-11-18 16:15:00+00:00,go_short,0.21253645128293638,0.21578000000000003,do_nothing,0.21364759999999464,0.21483000000000002,0,go_short,0.21317448610417414,False,0,go_short,go_short,go_short,0.21357599999999155,0.21357000000000137,0.21325000000000002,17856.0,do_nothing,0,0.21475000000000002
380,ALGO/USDT:USDT,2024-11-08 14:30:00+00:00,second_buy,trailing_stop_loss,0.12660000000000002,0.12760000000000002,0.1256080100672096,0.12457356367290369,0.12649000000000002,0,0.12760000000000002,7537.0,0,False,0.126301999999992,0.126074285714287,0.12416239999999469,-3.11403351,-0.3489595151142052,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-11-15 13:45:00+00:00,go_short,0.16048674673578206,0.16882000000000003,do_nothing,0.15956239999999475,0.16499000000000003,0,go_short,0.1632703384610794,False,0,go_short,go_short,go_short,0.16513199999999134,0.16508428571428727,0.16499000000000003,18043.0,do_nothing,0,0.16865000000000002
379,ALGO/USDT:USDT,2024-09-24 23:00:00+00:00,second_buy,trailing_stop_loss,0.13903000000000001,0.13959000000000002,0.1373287293631018,0.13630078926942057,0.13877,0,0.13921,22551.0,0,False,0.13810399999999184,0.13762285714285852,0.13603919999999467,0.75699269,0.09070076132821513,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-11-08 14:15:00+00:00,go_short,0.12433144876673598,0.12669,do_nothing,0.12394239999999469,0.12608,0,go_short,0.12524583007942952,False,0,go_short,go_short,go_short,0.125863999999992,0.12573142857142985,0.12599000000000002,3714.0,do_nothing,0,0.12654
352,ALGO/USDT:USDT,2022-06-21 06:00:00+00:00,second_buy,trailing_stop_loss,0.3317,0.3421,0.3250762466066428,0.3214992874224913,0.3315,0,0.3416,8928.0,0,False,0.32843999999999224,0.3256428571428636,0.32047199999999426,-0.580234,-0.08498899836330331,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2022-07-19 13:30:00+00:00,go_short,0.3600288928606968,0.36920000000000003,do_nothing,0.3581039999999942,0.3679,1,go_short,0.36411857374139656,False,0,go_short,go_short,go_short,0.3670999999999922,0.3658857142857207,0.3669,3827.0,do_nothing,0,0.36910000000000004
353,ALGO/USDT:USDT,2022-07-19 13:45:00+00:00,second_buy,trailing_stop_loss,0.3685,0.3703,0.36440802393502786,0.36047119709323777,0.3657,1,0.366,3921.0,1,False,0.3673199999999922,0.36644285714286357,0.35871999999999415,0.68403,0.09336170094282992,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2022-09-12 01:45:00+00:00,go_short,0.32448159497492013,0.3262,do_nothing,0.32447999999999366,0.3239,0,go_short,0.3243958947590617,False,0,go_short,go_short,go_short,0.3235799999999926,0.32441428571428965,0.3239,933.0,do_nothing,1,0.326
378,ALGO/USDT:USDT,2024-08-08 22:00:00+00:00,second_buy,trailing_stop_loss,0.11903000000000001,0.12022000000000001,0.11813942473223112,0.11747842589030259,0.11903000000000001,0,0.12018000000000001,2058.0,0,False,0.11850399999999266,0.11820857142857255,0.1178759999999949,-1.31546547,-0.15638186908450438,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-09-24 22:45:00+00:00,go_short,0.13606805241097422,0.13904000000000002,do_nothing,0.13580959999999467,0.13796,0,go_short,0.13698668015639304,False,0,go_short,go_short,go_short,0.13754199999999184,0.1372985714285728,0.13783,29548.0,do_nothing,0,0.13904000000000002
377,ALGO/USDT:USDT,2024-07-15 01:15:00+00:00,second_buy,trailing_stop_loss,0.1542,0.15480000000000002,0.15294682060038567,0.15176369128580666,0.15410000000000001,0,0.15480000000000002,5874.0,0,False,0.15365999999999277,0.15318571428571523,0.15163199999999494,2.10943947,0.22734184119520032,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-08-08 21:45:00+00:00,go_short,0.1172622999615268,0.11931000000000001,do_nothing,0.1177359999999949,0.11798000000000002,0,go_short,0.11776841104718223,False,0,go_short,go_short,go_short,0.11798799999999268,0.11778714285714398,0.11798000000000002,7584.0,do_nothing,0,0.11903000000000001
376,ALGO/USDT:USDT,2024-06-28 12:30:00+00:00,second_buy,trailing_stop_loss,0.1439,0.14450000000000002,0.14359098248568442,0.14323688458688644,0.1438,0,0.14450000000000002,8058.0,0,False,0.14383999999999264,0.14371428571428738,0.14310799999999488,-0.60885257,-0.07034418652262604,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-07-15 01:00:00+00:00,go_short,0.15152078658867119,0.15410000000000001,do_nothing,0.15140799999999494,0.1534,0,go_short,0.15260987889136488,False,0,go_short,go_short,go_short,0.15307999999999278,0.15281428571428668,0.1534,3877.0,do_nothing,0,0.15410000000000001
375,ALGO/USDT:USDT,2024-04-24 00:45:00+00:00,second_buy,trailing_stop_loss,0.195,0.19990000000000002,0.19432470716853753,0.19353668681665598,0.1947,0,0.19870000000000002,20992.0,0,False,0.19509999999999134,0.19451428571428722,0.19322399999999526,2.82240582,0.2839428192011107,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-06-28 12:15:00+00:00,go_short,0.14313583535383737,0.1438,do_nothing,0.1430119999999949,0.1433,0,go_short,0.14342570657399067,False,0,go_short,go_short,go_short,0.14359999999999265,0.14358571428571593,0.1432,1717.0,do_nothing,0,0.1438
374,ALGO/USDT:USDT,2024-04-12 17:30:00+00:00,second_buy,trailing_stop_loss,0.2174,0.2175,0.218108856316403,0.22184354562544287,0.114,1,0.2046,98477.0,0,False,0.21567999999999152,0.21702857142857335,0.22320399999999554,0.32043898,0.03135481326879176,1,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-04-24 00:30:00+00:00,go_short,0.19312362176198847,0.1952,do_nothing,0.19296799999999528,0.1942,0,go_short,0.19352919938099888,False,0,go_short,go_short,go_short,0.19403999999999133,0.19355714285714434,0.19290000000000002,9741.0,do_nothing,0,0.1951
373,ALGO/USDT:USDT,2024-03-27 01:30:00+00:00,second_buy,trailing_stop_loss,0.2866,0.2907,0.2832709465267225,0.2812538951441988,0.2866,0,0.2901,14195.0,0,False,0.28527999999999165,0.2835142857142878,0.2801439999999955,4.28569285,0.4939531183457493,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-04-12 17:15:00+00:00,go_short,0.2232230292754783,0.2187,do_nothing,0.22427999999999554,0.21830000000000002,1,go_short,0.22056501201029446,False,1,go_short,go_short,go_short,0.21863999999999156,0.21950000000000194,0.2169,2493.0,do_nothing,1,0.2174
372,ALGO/USDT:USDT,2024-03-07 00:30:00+00:00,second_buy,trailing_stop_loss,0.2669,0.2728,0.2580383663321764,0.2534810116703164,0.2665,0,0.26940000000000003,69321.0,1,False,0.26145999999999153,0.25924285714285994,0.2529679999999953,-0.43959128,-0.05432485324831003,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-03-27 01:15:00+00:00,go_short,0.2805462067557347,0.2863,do_nothing,0.2796599999999955,0.2848,0,go_short,0.28202930044067204,False,0,go_short,go_short,go_short,0.28283999999999165,0.2822285714285735,0.2842,4121.0,do_nothing,0,0.2862
371,ALGO/USDT:USDT,2024-03-02 13:45:00+00:00,second_buy,trailing_stop_loss,0.24180000000000001,0.2446,0.2411929776946589,0.23881452543687598,0.24080000000000001,0,0.24450000000000002,24845.0,0,False,0.24249999999999203,0.24230000000000257,0.23832399999999532,-0.89553688,-0.0917348867492134,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-03-07 00:15:00+00:00,go_short,0.2522074926039417,0.2674,do_nothing,0.25210799999999534,0.2596,0,go_short,0.25597261475620847,False,0,go_short,go_short,go_short,0.2582799999999915,0.25651428571428847,0.2586,62656.0,do_nothing,0,0.2669
382,ALGO/USDT:USDT,2024-11-18 16:30:00+00:00,second_buy,trailing_stop_loss,0.21401,0.22740000000000002,0.2148137959343012,0.2133730104471633,0.21401,0,0.22383000000000003,91127.0,0,False,0.21571199999999155,0.2149442857142871,0.21399119999999466,-2.22094056,-0.24857593404487272,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-11-23 00:30:00+00:00,go_short,0.25339041091757886,0.27343,do_nothing,0.2518019999999946,0.2667,0,go_short,0.25929748859017737,False,0,go_short,go_short,go_short,0.26373399999999186,0.26188000000000133,0.2666,31890.0,do_nothing,0,0.27299
370,ALGO/USDT:USDT,2024-02-15 14:45:00+00:00,second_buy,trailing_stop_loss,0.1904,0.19110000000000002,0.1885084408489226,0.18758968425208897,0.19010000000000002,0,0.1908,16651.0,0,False,0.18927999999999243,0.1887142857142882,0.18735999999999525,-2.597509,-0.2724053545425992,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-03-02 13:30:00+00:00,go_short,0.23835968747182606,0.2427,do_nothing,0.2378959999999953,0.24130000000000001,1,go_short,0.2405917009118696,False,1,go_short,go_short,go_short,0.24187999999999205,0.24167142857143115,0.2411,27192.0,do_nothing,0,0.24180000000000001
369,ALGO/USDT:USDT,2024-01-03 12:15:00+00:00,second_buy,trailing_stop_loss,0.21930000000000002,0.21930000000000002,0.2195239086565775,0.22361778691764161,0.1603,1,0.1872,382408.0,0,False,0.21525999999999246,0.21904285714286073,0.2255599999999955,-0.09721157,-0.01039069715738162,1,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-02-15 14:30:00+00:00,go_short,0.18733285899225607,0.1904,do_nothing,0.18715199999999524,0.18910000000000002,0,go_short,0.18809179373054488,False,0,go_short,go_short,go_short,0.18855999999999246,0.18818571428571676,0.1888,9934.0,do_nothing,0,0.1903
368,ALGO/USDT:USDT,2023-12-21 21:30:00+00:00,second_buy,trailing_stop_loss,0.2273,0.23020000000000002,0.22072455998997675,0.21588575810185012,0.227,0,0.22870000000000001,46674.0,1,False,0.2239199999999923,0.22235714285714656,0.21534399999999543,0.68323745,0.07495850190392057,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-01-03 12:00:00+00:00,go_short,0.22653120987105294,0.2237,do_nothing,0.2271919999999955,0.2237,1,go_short,0.22540098295777342,False,0,go_short,go_short,go_short,0.22357999999999248,0.22514285714286073,0.21760000000000002,19079.0,do_nothing,1,0.2194
367,ALGO/USDT:USDT,2023-12-09 13:30:00+00:00,second_buy,trailing_stop_loss,0.21280000000000002,0.21760000000000002,0.206063767438001,0.2021669733043232,0.2109,0,0.2172,83177.0,0,False,0.2088199999999925,0.20687142857143273,0.20178399999999527,-0.46265308,-0.05330527120121964,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2023-12-21 21:15:00+00:00,go_short,0.21486061874999812,0.22710000000000002,do_nothing,0.21434399999999545,0.2227,0,go_short,0.21927447998815436,False,0,go_short,go_short,go_short,0.2219999999999923,0.220685714285718,0.2227,24682.0,do_nothing,0,0.22710000000000002
355,ALGO/USDT:USDT,2022-09-23 03:45:00+00:00,second_buy,trailing_stop_loss,0.3875,0.3981,0.38078735117887674,0.37597986396829336,0.3875,0,0.39680000000000004,58196.0,0,False,0.3858999999999924,0.3828142857142903,0.37487599999999427,2.298428,0.28969135340326474,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2022-10-20 09:30:00+00:00,go_short,0.30977986806817615,0.31070000000000003,do_nothing,0.30943199999999493,0.31070000000000003,1,go_short,0.3103398028922971,False,0,go_short,go_short,go_short,0.3106199999999921,0.31061428571428856,0.31070000000000003,80.0,do_nothing,0,0.31070000000000003
366,ALGO/USDT:USDT,2023-12-07 07:15:00+00:00,second_buy,trailing_stop_loss,0.1627,0.1641,0.16157178330744193,0.15999212081799655,0.1627,1,0.1631,37912.0,0,False,0.16235999999999245,0.16242857142857595,0.16003599999999527,-2.6429115,-0.3234177331365595,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2023-12-09 13:15:00+00:00,go_short,0.20096433116866907,0.2131,do_nothing,0.20087999999999528,0.2086,0,go_short,0.20403899788127391,False,0,go_short,go_short,go_short,0.2059199999999925,0.20445714285714697,0.2083,47841.0,do_nothing,0,0.21250000000000002
365,ALGO/USDT:USDT,2023-11-11 13:45:00+00:00,second_buy,trailing_stop_loss,0.1327,0.1335,0.13187881031980628,0.1305636801244129,0.1327,1,0.13340000000000002,6280.0,0,False,0.13285999999999265,0.132528571428576,0.13007199999999502,-1.7778492,-0.22234243238740983,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2023-12-07 07:00:00+00:00,go_short,0.15974349048343628,0.1636,do_nothing,0.15980399999999528,0.1622,1,go_short,0.16129392572697682,False,0,go_short,go_short,go_short,0.16221999999999245,0.1622285714285759,0.16190000000000002,201285.0,do_nothing,0,0.1626
356,ALGO/USDT:USDT,2022-10-20 09:45:00+00:00,second_buy,trailing_stop_loss,0.311,0.3118,0.31039521783194374,0.309848025989052,0.22390000000000002,0,0.31070000000000003,122779.0,0,False,0.3106999999999921,0.31055714285714575,0.3096559999999949,-1.984398,-0.31966275899330293,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2022-11-04 19:15:00+00:00,go_short,0.39392749764310453,0.4041,do_nothing,0.3939559999999948,0.3977,0,go_short,0.39677186582196133,False,0,go_short,go_short,go_short,0.39817999999999115,0.39787142857143254,0.3977,10519.0,do_nothing,0,0.4017
357,ALGO/USDT:USDT,2022-11-04 19:30:00+00:00,second_buy,trailing_stop_loss,0.4022,0.41150000000000003,0.39900696338781344,0.3952143496695412,0.4021,0,0.4113,12516.0,0,False,0.40135999999999117,0.39992857142857535,0.39467199999999486,4.49606,0.547247149873609,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2023-01-04 00:30:00+00:00,go_short,0.18250320236077164,0.1857,do_nothing,0.18201599999999424,0.1844,0,go_short,0.18313658235180408,False,1,go_short,go_short,go_short,0.18389999999999004,0.18352857142857443,0.1842,3664.0,do_nothing,0,0.18510000000000001
364,ALGO/USDT:USDT,2023-10-23 22:45:00+00:00,second_buy,trailing_stop_loss,0.0964,0.0989,0.09571840335747929,0.09511857432933095,0.09620000000000001,0,0.09770000000000001,70930.0,1,False,0.09621999999999212,0.09590000000000458,0.09494399999999502,-3.18671866,-0.3627781836197621,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2023-11-11 13:30:00+00:00,go_short,0.13033677453436596,0.13340000000000002,do_nothing,0.12987199999999502,0.1331,1,go_short,0.13160223037795288,False,1,go_short,go_short,go_short,0.13265999999999267,0.13201428571429027,0.13240000000000002,7767.0,do_nothing,0,0.1326
363,ALGO/USDT:USDT,2023-08-17 21:45:00+00:00,second_buy,trailing_stop_loss,0.10020000000000001,0.1003,0.09841718543402993,0.10031632576937263,0.081,1,0.0823,177102.0,0,False,0.09705999999999257,0.09842857142857596,0.10089599999999496,-1.64391521,-0.18310457002011468,1,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2023-10-23 22:30:00+00:00,go_short,0.09491206027567742,0.09620000000000001,do_nothing,0.09477199999999501,0.0961,0,go_short,0.09535811305883916,False,0,go_short,go_short,go_short,0.09573999999999212,0.09548571428571886,0.09580000000000001,1057.0,do_nothing,0,0.09620000000000001
362,ALGO/USDT:USDT,2023-06-23 17:45:00+00:00,second_buy,trailing_stop_loss,0.1331,0.1342,0.1318064295976268,0.1301905314224614,0.133,1,0.1342,2752.0,0,False,0.13303999999999286,0.1328428571428615,0.12962799999999483,2.41930454,0.3007608378373406,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2023-08-17 21:30:00+00:00,go_short,0.10175763183092244,0.1009,do_nothing,0.10167999999999497,0.1003,1,go_short,0.10134758278567173,False,0,go_short,go_short,go_short,0.10093999999999256,0.10125714285714738,0.10010000000000001,1836.0,do_nothing,1,0.10020000000000001
358,ALGO/USDT:USDT,2023-01-04 00:45:00+00:00,second_buy,trailing_stop_loss,0.185,0.1869,0.18320787737460345,0.18258444663034412,0.1832,1,0.1836,20505.0,0,False,0.18403999999999004,0.18371428571428874,0.18209999999999427,-2.601288,-0.35417463165014845,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2023-01-22 11:30:00+00:00,go_short,0.2430140031803373,0.248,do_nothing,0.24241599999999422,0.2472,0,go_short,0.2449740997262019,False,0,go_short,go_short,go_short,0.24625999999999001,0.24568571428571764,0.2461,3953.0,do_nothing,0,0.2479
360,ALGO/USDT:USDT,2023-03-13 18:15:00+00:00,second_buy,trailing_stop_loss,0.2081,0.2139,0.2071884437666272,0.20452862211858172,0.2071,0,0.2116,140472.0,1,False,0.20835999999998936,0.20804285714286083,0.2032199999999941,4.55209436,0.5386112306159586,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2023-06-10 04:15:00+00:00,go_short,0.12041748354387599,0.11670000000000001,do_nothing,0.1213439999999948,0.1159,1,go_short,0.11856835155746165,False,0,go_short,go_short,go_short,0.11707999999999277,0.11738571428571873,0.1158,1424.0,do_nothing,1,0.11620000000000001
354,ALGO/USDT:USDT,2022-09-12 02:00:00+00:00,second_buy,trailing_stop_loss,0.32830000000000004,0.33290000000000003,0.3252888340268984,0.32490518053233347,0.32830000000000004,0,0.3302,4694.0,0,False,0.3248199999999926,0.3249428571428611,0.32467599999999364,-1.220426,-0.18481810100569557,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2022-09-23 03:30:00+00:00,go_short,0.37431425308575683,0.38770000000000004,do_nothing,0.37393199999999427,0.3865,0,go_short,0.3778759604841271,False,0,go_short,go_short,go_short,0.3811799999999924,0.37965714285714747,0.38380000000000003,14716.0,do_nothing,0,0.38670000000000004
343,ALGO/USDT:USDT,2021-06-23 13:15:00+00:00,second_buy,trailing_stop_loss,0.8502000000000001,0.8676,0.8412582679472008,0.830577281117228,0.8502000000000001,0,0.8676,310.0,0,False,0.8467800000000019,0.844285714285723,0.8297879999999942,0.144828,0.01672700738121299,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2021-07-25 16:30:00+00:00,go_short,0.8174394401827301,0.8503000000000001,do_nothing,0.813371999999994,0.8414,0,go_short,0.8233708525112352,False,0,go_short,go_short,go_short,0.8343599999999995,0.827885714285725,0.8414,595.0,do_nothing,0,0.8459
383,ALGO/USDT:USDT,2024-11-23 00:45:00+00:00,second_buy,trailing_stop_loss,0.27249,0.27912000000000003,0.26223325957630395,0.2552414915903508,0.27239,0,0.27838,68320.0,0,False,0.2678999999999919,0.2653428571428585,0.2531327999999946,-2.02157771,-0.24325054830043408,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-11-29 00:45:00+00:00,go_short,0.31650962658607523,0.3395,do_nothing,0.3149119999999942,0.33338,0,go_short,0.32480307612046677,False,0,go_short,go_short,go_short,0.3316799999999915,0.32951714285714345,0.3296,25317.0,do_nothing,0,0.3387
384,ALGO/USDT:USDT,2024-11-29 01:00:00+00:00,second_buy,trailing_stop_loss,0.33922,0.35124000000000005,0.32789491056347186,0.31861261720932893,0.33904,0,0.34490000000000004,72747.0,0,False,0.3351759999999915,0.33295000000000063,0.3161655999999942,-2.35385666,-0.3413416110669399,0,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,2024-11-29 22:45:00+00:00,go_short,0.4209400489437557,0.45388000000000006,do_nothing,0.41871479999999406,0.44734,0,go_short,0.4354706592517308,False,0,go_short,go_short,go_short,0.4426859999999917,0.44096285714285777,0.44144000000000005,45672.0,do_nothing,0,0.44769000000000003
408,BCH/USDT:USDT,2021-04-03 17:30:00+00:00,first_buy,trailing_stop_loss,558.15,558.3,567.8256392678728,573.505721716474,552.0,1,558.2,13899.0,0,False,563.4799999999983,564.285714285718,575.8880000000004,1.4416628,0.25989760487640123,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2021-04-23 02:15:00+00:00,go_short,864.6174608636777,826.0,go_long,865.4899999999997,814.8,1,go_short,840.682821173986,False,0,go_short,go_short,go_short,824.4599999999995,833.7785714285758,789.6,90109.0,go_long,1,792.4
407,BCH/USDT:USDT,2021-03-05 08:45:00+00:00,first_buy,trailing_stop_loss,480.0,480.0,481.91872172323883,484.4995710328635,473.55,1,474.8,11303.0,0,False,480.5799999999998,482.5142857142896,483.31800000000015,1.5358276,0.1613686691936587,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2021-04-03 17:15:00+00:00,go_short,574.730179453792,563.95,go_long,576.8880000000004,563.95,1,go_short,569.5757554983951,False,0,go_short,go_short,go_short,565.4899999999982,566.2142857142893,555.6,11083.0,go_long,1,559.85
406,BCH/USDT:USDT,2021-02-07 15:30:00+00:00,first_buy,trailing_stop_loss,446.3,447.5,452.32688515843114,454.1363009001585,435.75,1,442.25,30543.0,0,False,450.13999999999834,451.4142857142888,455.7819999999995,0.6908408,0.07820403958647586,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2021-03-05 08:30:00+00:00,go_short,485.2755367154926,481.8,go_long,483.6720000000002,481.0,1,go_short,483.2130347638277,False,0,go_short,go_short,go_short,483.0899999999998,483.86428571428957,478.7,5801.0,go_long,0,478.7
405,BCH/USDT:USDT,2021-01-11 03:45:00+00:00,first_buy,trailing_stop_loss,517.5,517.5,548.5011595232779,568.9604215127237,470.0,1,484.4,382733.0,0,False,526.6999999999964,538.7785714285748,580.5039999999995,-0.8928896,-0.09212947762834148,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2021-02-07 15:15:00+00:00,go_short,455.0872049721712,455.0,go_long,456.37199999999956,453.75,1,go_short,454.1590460963277,False,1,go_short,go_short,go_short,451.8399999999983,453.23571428571734,446.25,4229.0,go_long,1,446.25
404,BCH/USDT:USDT,2020-12-21 10:15:00+00:00,first_buy,trailing_stop_loss,346.15,349.25,352.7090051443455,358.58453082660475,333.0,1,334.9,148245.0,0,False,346.0299999999969,348.58571428571634,361.63799999999947,4.292589,0.4268239971434955,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2021-01-11 03:30:00+00:00,go_short,575.7252552337416,526.35,go_long,584.4919999999995,517.55,1,go_short,560.1559158002375,False,0,go_short,go_short,go_short,542.8699999999965,553.0428571428604,506.0,139118.0,go_long,1,518.05
403,BCH/USDT:USDT,2020-11-25 23:30:00+00:00,first_buy,trailing_stop_loss,308.35,312.0,321.3289259462124,328.32137045410633,296.7,0,312.0,158217.0,0,False,314.7099999999965,317.90000000000146,330.77199999999954,0.6429996,0.06856198556486741,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2020-12-21 10:00:00+00:00,go_short,360.47929329273313,348.75,go_long,362.92199999999946,348.75,1,go_short,355.94700607968105,False,0,go_short,go_short,go_short,349.2199999999969,352.6214285714306,344.35,67416.0,go_long,1,347.35
402,BCH/USDT:USDT,2020-11-02 08:45:00+00:00,first_buy,trailing_stop_loss,263.3,264.0,264.69460491949565,265.85297323983866,256.0,1,259.55,37772.0,0,False,264.11999999999654,264.54285714285913,266.0659999999995,1.3163028,0.16897813058183145,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2020-11-25 23:15:00+00:00,go_short,329.62708009043484,317.5,go_long,331.9479999999995,317.5,1,go_short,323.0250943000692,False,1,go_short,go_short,go_short,317.11999999999654,320.68571428571573,308.25,41185.0,go_long,1,308.45
401,BCH/USDT:USDT,2020-10-02 09:00:00+00:00,first_buy,trailing_stop_loss,218.3,218.65,220.00890310686077,221.8217211605624,215.95,1,216.8,8608.0,0,False,219.03999999999695,219.45714285714516,222.61799999999948,1.56908,0.18088073938523977,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2020-11-02 08:30:00+00:00,go_short,266.35721109902573,265.3,go_long,266.3979999999995,265.3,1,go_short,265.62998763213125,False,1,go_short,go_short,go_short,265.40999999999656,265.3285714285734,262.6,9776.0,go_long,0,263.75
400,BCH/USDT:USDT,2020-09-02 10:45:00+00:00,first_buy,trailing_stop_loss,282.6,283.6,284.69745607336296,285.99145401903934,281.0,1,281.15,7748.0,0,False,284.479999999997,284.72857142857373,286.6079999999995,-1.943943,-0.230204006519796,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2020-10-02 08:45:00+00:00,go_short,222.22345885340738,220.05,go_long,223.0059999999995,220.05,1,go_short,220.59234003538091,False,0,go_short,go_short,go_short,219.72999999999698,219.95000000000232,219.0,1367.0,go_long,1,219.0
399,BCH/USDT:USDT,2020-08-02 04:45:00+00:00,first_buy,trailing_stop_loss,332.6,333.6,323.9350279046958,323.7322750807572,235.0,1,276.5,756090.0,0,False,324.999999999998,328.22142857142956,324.02599999999944,0.1140702,0.013730495060695676,0,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2020-09-02 10:30:00+00:00,go_short,286.3787703405625,285.4,go_long,287.04599999999954,285.4,1,go_short,285.34244808670167,False,1,go_short,go_short,go_short,285.499999999997,285.1500000000023,282.0,4874.0,go_long,0,282.65
398,BCH/USDT:USDT,2020-07-13 19:45:00+00:00,first_buy,trailing_stop_loss,232.25,232.25,233.60645111651058,234.9383567012555,224.45,1,228.95,73736.0,0,False,232.25999999999786,232.88571428571547,235.5539999999994,0.8024704,0.087575784495164,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,2020-08-02 04:30:00+00:00,go_short,327.51085708721774,339.8,go_long,325.69599999999946,339.3,1,go_short,332.5595784328223,False,1,go_short,go_short,go_short,337.049999999998,336.6357142857153,332.6,61489.0,go_long,0,332.6
