,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),imit-enter-short (entry),imit-exit-short (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),nlp-enter-long (entry),nlp-enter-short (entry),nlp-exit-short (entry),imit-enter-short (exit),mean-grad-hist (exit),short_kdj (exit),nlp-enter-long (exit),imit-exit-short (exit),high (exit),short-large-rl (exit),sma-05 (exit),sma-25 (exit),sma-compare (exit),long-large-rl (exit),long-bid-rl (exit),long-small-rl (exit),short-bid-rl (exit),sma-07 (exit),close (exit),ema-12 (exit),volume (exit),nlp-enter-short (exit),short-small-rl (exit),ema-26 (exit),nlp-exit-short (exit),open (exit),long_jcrosk (exit),low (exit)
131,STMX/USDT:USDT,2021-03-25 10:30:00+00:00,first_buy,long-exit-profit,0.053,0.05356,0.05317852162553568,0.05327580165807634,0.052770000000000004,0,0.053320000000000006,4251016.0,0,False,0.053128000000000106,0.05302000000000002,0.05350000000000006,0.29175601,0.00475243635533545,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,go_long,0,False,go_long,go_long,0.05425000000000001,do_nothing,0.05288600000000006,0.05199040000000005,0,do_nothing,go_long,go_long,go_long,0.05251285714285715,0.053610000000000005,0.05221143330726897,12940183.0,go_long,go_long,0.052457324657870466,go_long,0.05249,0,0.05201000000000001
130,STMX/USDT:USDT,2021-03-24 22:30:00+00:00,first_buy,long-exit-profit,0.054450000000000005,0.054540000000000005,0.05528103706957367,0.05664396842844729,0.04977,1,0.051750000000000004,37535380.0,0,False,0.05500200000000009,0.05519142857142857,0.05720520000000006,1.40447385,0.022879728966685487,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,go_long,1,False,go_long,go_long,0.054150000000000004,do_nothing,0.0542360000000001,0.05681360000000006,1,do_nothing,go_long,go_long,go_long,0.0548257142857143,0.05314000000000001,0.05638441521152527,17633158.0,go_long,go_long,0.054951646751177724,go_long,0.051750000000000004,0,0.05133000000000001
132,STMX/USDT:USDT,2021-03-28 12:45:00+00:00,first_buy,long-exit-profit,0.05512,0.056,0.05616674737094999,0.0563647300616504,0.055,1,0.055740000000000005,5282657.0,0,False,0.055970000000000054,0.05611857142857139,0.05645520000000001,0.31768456,0.005174128781746461,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,go_long,0,False,go_long,go_long,0.05616,do_nothing,0.05567400000000004,0.05610920000000004,1,do_nothing,go_long,go_long,go_long,0.05572999999999996,0.05611000000000001,0.056015313903988076,4082604.0,go_long,go_long,0.05581429389013035,go_long,0.05532,0,0.05525000000000001
133,STMX/USDT:USDT,2021-04-02 19:15:00+00:00,first_buy,long-exit-profit,0.07847000000000001,0.07855000000000001,0.07834695225213589,0.07733680104663972,0.07691,0,0.07712000000000001,12040272.0,1,False,0.07797800000000002,0.0778442857142857,0.07881359999999998,1.6304393,0.02658285086689907,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,go_long,0,False,go_long,go_long,0.07945,do_nothing,0.07755200000000001,0.07957159999999999,1,do_nothing,go_long,go_long,go_long,0.07776285714285712,0.07937000000000001,0.07744007110637613,18158636.0,go_long,go_long,0.0780843558672148,go_long,0.07716,0,0.07680000000000001
134,STMX/USDT:USDT,2021-04-03 23:45:00+00:00,first_buy,long-exit-profit,0.07493000000000001,0.075,0.07266463640752836,0.07341866240077735,0.07098,0,0.0721,18179500.0,0,False,0.07259399999999999,0.07202714285714278,0.07322559999999997,0.58311753,0.009505343803622338,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,go_long,0,False,go_long,go_long,0.07385000000000001,do_nothing,0.072644,0.07312759999999997,0,do_nothing,go_long,go_long,go_long,0.07252857142857135,0.07296000000000001,0.07314346288737215,16340042.0,go_long,go_long,0.07245451572982262,go_long,0.07194,0,0.07078000000000001
136,STMX/USDT:USDT,2021-04-14 14:15:00+00:00,first_buy,long-exit-profit,0.06183,0.061970000000000004,0.06227563531384507,0.06296784745897187,0.05906,1,0.05947,17887293.0,0,False,0.06187600000000011,0.062121428571428265,0.06291919999999991,1.19697552,0.01949690894668179,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_long,go_long,go_long,go_long,1,False,go_long,go_long,0.061090000000000005,do_nothing,0.061508000000000104,0.06276319999999991,1,do_nothing,go_long,go_long,go_long,0.061781428571428265,0.060790000000000004,0.06280652542497395,18262202.0,go_long,go_long,0.06204707603479198,go_long,0.059430000000000004,0,0.058550000000000005
515,ETC/USDT:USDT,2020-05-05 04:15:00+00:00,second_buy,roi,7.267,7.414,7.2791146527575545,7.258938229941758,7.267,0,7.414,250686.07,0,False,7.285200000000008,7.277999999999959,7.256599999999976,15.45249617,0.25230952542657475,0,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,7.071,go_long,6.989800000000007,7.074839999999978,1,go_long,go_long,go_long,go_long,7.0129999999999555,6.642,7.063290380552045,530399.29,go_short,go_long,7.0141397622041675,go_short,7.062,0,6.639
89,LINK/USDT:USDT,2020-12-22 08:30:00+00:00,second_buy,roi,12.011,12.023,12.137899017728515,12.233355336005957,11.809,1,11.88,611002.87,0,False,12.049200000000187,12.097857142857126,12.286600000000032,15.28943717,0.24966626719246587,1,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,11.162,do_nothing,11.078200000000175,11.63984000000004,1,do_nothing,go_long,go_long,go_long,11.248999999999981,10.466,11.57883155815218,1136838.33,go_short,go_long,11.342624419224919,go_short,11.063,0,10.452
549,SXP/USDT:USDT,2020-07-31 19:15:00+00:00,second_buy,roi,1.8187000000000002,1.8246,1.7565301836378788,1.6867769695799668,1.7816,1,1.807,968715.7,1,False,1.8133999999999997,1.803814285714289,1.6577800000000014,16.0112175,0.26172502267821174,0,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,1.673,do_nothing,1.657200000000001,1.6532040000000012,0,do_nothing,go_long,go_long,go_long,1.6569714285714314,1.6434000000000002,1.6646911334857504,432846.4,go_short,go_long,1.656211102832375,go_short,1.6417000000000002,0,1.635
827,XRP/USDT:USDT,2020-05-30 11:15:00+00:00,second_buy,roi,0.2046,0.20650000000000002,0.20188361326362558,0.20072296913624532,0.2044,0,0.20570000000000002,8590324.5,0,False,0.20267999999999992,0.20201428571428587,0.20076000000000033,15.32896792,0.25015287368730665,0,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.2144,do_nothing,0.21397999999999984,0.21350400000000053,0,do_nothing,go_long,go_long,go_long,0.21402857142857154,0.21330000000000002,0.21339420808465595,3804799.1,go_short,go_long,0.21389070688237646,go_short,0.2144,1,0.213
838,ADA/USDT:USDT,2020-02-26 14:45:00+00:00,second_buy,roi,0.0502,0.05049000000000001,0.05114257229270145,0.05153986721723444,0.04963000000000001,1,0.05006000000000001,10439914.0,0,False,0.05079199999999995,0.05109857142857158,0.05141679999999997,15.28759872,0.24949400018132364,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.048690000000000004,go_short,0.04862199999999995,0.048266,0,go_short,go_long,go_long,go_long,0.048688571428571616,0.048080000000000005,0.04847465888061958,8145404.0,go_short,go_long,0.04853019184931871,go_short,0.048560000000000006,0,0.047900000000000005
527,ETC/USDT:USDT,2020-08-07 20:15:00+00:00,second_buy,roi,6.833,6.89,6.863134763533879,6.936383972612892,6.813,0,6.884,42327.66,0,False,6.849399999999965,6.8355714285713765,6.947559999999966,15.51943372,0.2534488311097229,0,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,7.193,go_long,7.158399999999981,6.99395999999997,0,go_long,go_long,go_long,go_long,7.1034285714285215,7.188,7.020342846522956,125717.94,go_short,go_long,7.076044650635187,go_short,7.189,0,7.174
775,ALGO/USDT:USDT,2020-08-21 19:00:00+00:00,second_buy,roi,0.5468000000000001,0.5526,0.5532885534423182,0.5612056250973568,0.5446,0,0.5512,799508.4,0,False,0.5440400000000003,0.5483857142857144,0.5619359999999989,15.80480676,0.2578834280670266,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.5001,go_short,0.5013200000000005,0.5114559999999987,1,go_short,go_long,go_long,go_long,0.5036999999999999,0.49350000000000005,0.5090215449963083,2256629.1,go_short,go_long,0.5044647147321053,go_short,0.4949,0,0.49260000000000004
125,MTL/USDT:USDT,2021-04-14 14:30:00+00:00,second_buy,roi,4.1977,4.2772,4.3924498054992736,4.4540793128904825,4.1803,1,4.2485,160918.0,0,False,4.343559999999995,4.375999999999994,4.460319999999995,15.93976101,0.2679930519220852,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,4.0799,go_short,4.059419999999998,4.236379999999998,1,go_short,go_long,go_long,go_long,4.0774142857142825,3.9879,4.176313348976968,106957.0,go_short,go_long,4.1066114214868525,go_short,4.0536,0,3.9591000000000003
185,XLM/USDT:USDT,2020-08-31 01:45:00+00:00,second_buy,short-exit-profit,0.09853,0.09883,0.0985014367464825,0.09832114209263505,0.09845000000000001,1,0.09846,2914126.0,0,False,0.09867200000000119,0.09875285714285735,0.09828400000000008,8.66051173,0.14135735631405152,0,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.08752,go_long,0.08781800000000121,0.08985680000000001,1,go_long,go_long,go_long,go_long,0.08826000000000031,0.08485000000000001,0.0895725873233308,24999959.0,go_short,go_long,0.0886157449079128,go_short,0.08677000000000001,1,0.08357
232,UNI/USDT:USDT,2020-09-19 17:30:00+00:00,second_buy,short-exit-profit,6.5122,6.5146,6.6618319926684535,6.772590620222015,6.2666,1,6.3068,1292781.0,0,False,6.532580000000001,6.5839428571428575,6.936615999999997,8.1414513,0.14361112258119538,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,5.5664,go_short,5.579720000000002,6.041191999999999,1,go_short,go_long,go_long,go_long,5.682285714285714,5.39,6.0346267746819215,1611650.0,go_short,go_long,5.769044431135344,go_short,5.4383,0,5.3171
449,STORJ/USDT:USDT,2020-10-12 13:30:00+00:00,second_buy,short-exit-profit,0.5976,0.604,0.5934611674202854,0.5901383144357235,0.5948,0,0.5997,291497.0,0,False,0.5974600000000005,0.596671428571429,0.5918759999999996,8.59728144,0.14080681639780043,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.518,go_short,0.5185200000000003,0.5302840000000002,1,go_short,go_long,go_long,go_long,0.5229571428571422,0.5115000000000001,0.5304086375209135,306974.0,go_short,go_long,0.5245153993874705,go_short,0.5178,0,0.5101
836,ADA/USDT:USDT,2020-02-12 01:45:00+00:00,second_buy,short-exit-profit,0.06518,0.06573000000000001,0.06424302130032421,0.06346353958583163,0.06517,0,0.06570000000000001,8858221.0,0,False,0.06485800000000011,0.06457714285714289,0.0633736,8.97352129,0.14653804593933242,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.05877,go_short,0.05872000000000003,0.060489599999999984,1,go_short,go_long,go_long,go_long,0.05908999999999999,0.05713000000000001,0.059975042072357015,8570363.0,go_short,go_long,0.05932224278216732,go_short,0.058710000000000005,0,0.05666
226,XLM/USDT:USDT,2021-02-22 14:00:00+00:00,second_buy,short-exit-profit,0.45967,0.46177,0.46530267564729777,0.47437538057152917,0.44675000000000004,1,0.44768,11334220.0,0,False,0.4593800000000009,0.46103285714285563,0.4782231999999996,10.56603126,0.17254049097914145,1,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.39516,go_long,0.398110000000001,0.4186211999999998,1,go_long,go_long,go_long,go_long,0.40035428571428394,0.36928000000000005,0.4171793928154822,38701619.0,go_short,go_long,0.40407951841476375,go_short,0.39001,0,0.368
839,ADA/USDT:USDT,2020-02-28 17:30:00+00:00,second_buy,short-exit-profit,0.048080000000000005,0.048330000000000005,0.04847323925711584,0.048451350815388504,0.022860000000000002,1,0.04816,6543819.0,0,False,0.04845399999999995,0.0486242857142859,0.048271999999999995,8.62327509,0.14079650374956282,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.04184,go_short,0.04207800000000002,0.04295400000000006,1,go_short,go_long,go_long,go_long,0.04225285714285735,0.04147000000000001,0.04296684984540643,5610216.0,go_short,go_long,0.04243319701350159,go_short,0.04181000000000001,0,0.041190000000000004
840,ADA/USDT:USDT,2020-03-09 05:00:00+00:00,second_buy,short-exit-profit,0.04148,0.04175,0.0423157820883475,0.04287078689389484,0.04143,1,0.041670000000000006,2435881.0,0,False,0.04187800000000001,0.04214571428571449,0.04287440000000006,8.69857881,0.1419893394263098,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.03588,go_short,0.03618600000000002,0.03695040000000003,1,go_short,go_long,go_long,go_long,0.036188571428571584,0.035710000000000006,0.036923903682522866,9853637.0,go_short,go_long,0.03630736388315962,go_short,0.03585,0,0.03552
841,ADA/USDT:USDT,2020-03-12 07:00:00+00:00,second_buy,short-exit-profit,0.035710000000000006,0.035710000000000006,0.03618623097805814,0.0368199108171508,0.03538,1,0.03552,7977051.0,0,False,0.03600000000000002,0.03608857142857159,0.036807200000000026,10.92349745,0.1783036462891816,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.0322,go_short,0.03236800000000002,0.034684400000000025,1,go_short,go_long,go_long,go_long,0.03300571428571444,0.0292,0.03446333942644162,40845175.0,go_short,go_long,0.03318089140139542,go_short,0.030580000000000003,0,0.02645
450,STORJ/USDT:USDT,2020-10-15 12:15:00+00:00,second_buy,short-exit-profit,0.49410000000000004,0.4948,0.49650369991471643,0.5012970802440461,0.48850000000000005,0,0.4933,731782.0,1,False,0.49592000000000025,0.4952714285714281,0.5044560000000001,8.80713508,0.14421172268257265,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.4309,go_short,0.43012000000000034,0.43637600000000004,1,go_short,go_long,go_long,go_long,0.4305142857142853,0.4219,0.4385547904210192,473354.0,go_short,go_long,0.43186787025334084,go_short,0.4308,0,0.4207
837,ADA/USDT:USDT,2020-02-17 04:30:00+00:00,second_buy,short-exit-profit,0.057080000000000006,0.05867000000000001,0.05916497466183389,0.059850964881812053,0.05706000000000001,1,0.058300000000000005,6322832.0,0,False,0.05838800000000003,0.058848571428571424,0.060417999999999986,8.65498641,0.14132083981082824,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.05099000000000001,go_short,0.05113199999999994,0.05146079999999998,1,go_short,go_long,go_long,go_long,0.051437142857143014,0.05022,0.0516582565946132,13026334.0,go_short,go_long,0.05133940361864717,go_short,0.050980000000000004,0,0.04966
233,UNI/USDT:USDT,2020-09-20 07:30:00+00:00,second_buy,short-exit-profit,5.7051,5.768,5.73309186398412,5.755088036114586,5.632,0,5.7634,499620.0,0,False,5.6732400000000025,5.706157142857143,5.7378839999999975,8.06452948,0.14006666346396365,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,5.1384,go_short,5.122260000000004,5.5020199999999955,1,go_short,go_long,go_long,go_long,5.173400000000001,4.9466,5.442828741901482,2870621.0,go_short,go_long,5.280990113040576,go_short,5.1069,0,4.87
236,UNI/USDT:USDT,2020-09-23 19:15:00+00:00,second_buy,short-exit-profit,4.808,4.8414,4.885782423329619,4.800135984934964,4.51,1,4.6239,4417351.0,0,False,4.8635600000000005,4.9296857142857125,4.817359999999988,9.15429446,0.152485912322368,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,3.9699999999999998,go_short,3.9710199999999993,4.06007999999998,1,go_short,go_long,go_long,go_long,3.982457142857139,3.9009,4.047334838656164,864838.0,go_short,go_long,3.9975724018990673,go_short,3.9677,0,3.865
237,UNI/USDT:USDT,2020-10-02 10:30:00+00:00,second_buy,short-exit-profit,3.848,3.8545,3.875618060934401,3.961635893282325,3.5602,1,3.6344000000000003,2792798.0,0,False,3.8080999999999996,3.835242857142853,3.97961999999998,8.90865932,0.15345922411301413,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,3.1477,go_short,3.141880000000002,3.1946159999999804,1,go_short,go_long,go_long,go_long,3.14901428571428,3.0754,3.1968251032042176,1726186.0,go_short,go_long,3.1616457130553393,go_short,3.1466,0,3.0592
424,COMP/USDT:USDT,2020-10-04 10:00:00+00:00,second_buy,short-exit-profit,119.83,120.26,120.33356989493424,120.5348067978052,119.79,1,120.22,683.705,0,False,120.18000000000032,120.26428571428701,120.2935999999997,8.5676729,0.13993654657779173,1,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,0,False,go_short,go_short,103.62,go_long,103.72600000000025,106.54119999999965,1,go_long,go_long,go_long,go_long,103.74285714285853,103.24,106.45207071204844,1771.9,go_short,go_long,104.8683340916345,go_short,103.27,0,102.89
258,UNI/USDT:USDT,2021-01-16 16:00:00+00:00,second_buy,short-exit-profit,9.182,9.305,8.29964507731684,8.042961349033598,8.844100000000001,0,8.9596,1285298.0,1,False,8.516720000000014,8.36468571428571,7.9868559999999755,9.17097982,0.17077143404542625,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,7.8681,go_short,7.907859999999998,8.083407999999976,1,go_short,go_long,go_long,go_long,7.97752857142857,7.4921,8.060868459355948,405465.0,go_short,go_long,7.985332386525755,go_short,7.8001000000000005,0,7.489
426,COMP/USDT:USDT,2020-10-09 17:15:00+00:00,second_buy,short-exit-profit,113.59,113.87,113.46720896287965,112.63575862358105,112.94,0,113.24,2033.382,0,False,113.28200000000024,113.65142857142988,113.37519999999967,9.1869112,0.15013557605622327,0,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,97.8,go_long,97.95000000000013,100.66879999999968,1,go_long,go_long,go_long,go_long,98.66285714285858,96.35,100.386586425614,2198.366,go_short,go_long,99.09905911214501,go_short,97.8,1,96.11
255,UNI/USDT:USDT,2021-01-07 08:00:00+00:00,second_buy,short-exit-profit,6.1979,6.2336,6.231574549110413,6.24893161448533,6.1524,1,6.2151,201680.0,0,False,6.240140000000014,6.220342857142852,6.246247999999975,10.50550325,0.18799520304319395,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,5.5296,go_short,5.575440000000012,5.868495999999982,1,go_short,go_long,go_long,go_long,5.627228571428568,5.1181,5.795438352062129,1045801.0,go_short,go_long,5.671199723485079,go_short,5.5296,0,5.0893
429,COMP/USDT:USDT,2020-10-27 13:15:00+00:00,second_buy,short-exit-profit,112.38,112.8,111.8829008765441,110.41260812098811,110.88,1,111.64,5558.614,0,False,112.40000000000023,112.60571428571568,110.65159999999969,9.11295465,0.1488604605126019,0,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,96.79,go_long,96.90000000000012,101.88799999999966,1,go_long,go_long,go_long,go_long,97.8942857142871,94.88,101.48377114184522,7680.898,go_short,go_long,98.8657306481312,go_short,96.3,0,94.54
432,COMP/USDT:USDT,2020-11-07 01:45:00+00:00,second_buy,short-exit-profit,106.9,107.42,100.84707727810978,98.7110630105328,104.56,0,105.99,13076.997,0,False,103.38600000000017,102.03714285714425,97.52999999999957,8.56761724,0.13999155488380005,0,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,0,False,go_short,go_short,92.02,go_long,91.95800000000015,98.60159999999964,1,go_long,go_long,go_long,go_long,92.98714285714429,90.98,97.880169457589,8430.234,go_short,go_long,94.73114647130272,go_short,91.02,1,89.69
251,UNI/USDT:USDT,2020-12-18 03:15:00+00:00,second_buy,short-exit-profit,3.7127,3.716,3.689023863270048,3.702320087084118,3.6793,1,3.6819,261061.0,0,False,3.713820000000004,3.7023571428571374,3.6738999999999793,8.70077413,0.1478589503873016,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,3.3064999999999998,go_short,3.3231400000000106,3.454611999999982,1,go_short,go_long,go_long,go_long,3.351599999999997,3.157,3.435670790441442,1414914.0,go_short,go_long,3.3777106079728147,go_short,3.3063000000000002,0,3.0074
744,BNB/USDT:USDT,2020-09-03 12:30:00+00:00,second_buy,short-exit-profit,23.471,23.641,23.926203294389158,24.286047904919467,21.785,1,22.267,371878.04,1,False,23.613800000000015,23.817428571428486,24.395120000000084,8.6170065,0.140862868935802,1,go_short,go_short,go_long,go_long,do_nothing,do_nothing,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,19.55,do_nothing,19.336800000000018,20.12688000000011,1,do_nothing,go_long,go_long,go_long,19.41799999999991,19.091,20.01333438500534,56239.94,go_short,go_long,19.627404987912417,go_short,19.36,1,18.983
234,UNI/USDT:USDT,2020-09-20 16:30:00+00:00,second_buy,short-exit-profit,4.8507,4.9096,5.024274053267931,5.2171126128818965,4.6801,1,4.7122,2336809.0,0,False,4.952340000000001,4.955942857142859,5.295131999999995,9.65149032,0.15781141123874498,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,4.1665,go_short,4.211760000000001,4.37329199999999,1,go_short,go_long,go_long,go_long,4.287585714285712,3.9626,4.352527878839606,2448002.0,go_short,go_long,4.2928503642532245,go_short,4.1287,0,3.9542
249,UNI/USDT:USDT,2020-11-26 03:15:00+00:00,second_buy,short-exit-profit,3.5342000000000002,3.5509,3.6210738549042976,3.7071327676958328,3.32,1,3.4436,2395275.0,0,False,3.555700000000004,3.600171428571418,3.714187999999975,8.38820337,0.1435264711859911,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,3.0116,go_short,2.9966000000000097,3.0741759999999774,1,go_short,go_long,go_long,go_long,3.004342857142852,2.9617,3.066877657684543,403133.0,go_short,go_long,3.0148207488209597,go_short,3.0039,1,2.9488000000000003
438,COMP/USDT:USDT,2020-11-26 02:15:00+00:00,second_buy,short-exit-profit,123.4,123.43,124.20579619252332,126.26531027779791,120.38,1,121.52,4544.063,1,False,123.64400000000008,124.01857142857298,126.12719999999966,8.80457473,0.1439012605887286,1,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,106.74,go_long,107.4380000000001,112.38119999999964,1,go_long,go_long,go_long,go_long,108.71857142857304,103.67,113.10622154900807,9083.955,go_short,go_long,109.59832793439791,go_short,105.57,0,102.27
246,UNI/USDT:USDT,2020-11-13 23:45:00+00:00,second_buy,short-exit-profit,3.8381,3.9326,3.7880061410568167,3.703995623935498,3.8198,0,3.8995,847442.0,0,False,3.8193000000000104,3.799757142857138,3.7005839999999752,8.95643537,0.15332154649925642,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,3.3970000000000002,go_short,3.41500000000001,3.4988839999999732,1,go_short,go_long,go_long,go_long,3.4318714285714265,3.2982,3.4931099201973668,2041435.0,go_short,go_long,3.44210435717915,go_short,3.3713,0,3.2694
442,COMP/USDT:USDT,2020-12-17 00:00:00+00:00,second_buy,short-exit-profit,155.49,156.09,154.32084235572688,154.27883767690528,155.23,0,155.61,2091.34,0,False,154.3420000000006,154.0128571428591,154.33279999999945,8.66395987,0.1414546470057498,0,go_short,go_short,go_long,go_long,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,135.22,go_long,136.86600000000084,139.8911999999993,1,go_long,go_long,go_long,go_long,137.6614285714307,133.64,139.69751159439787,9338.421,go_short,go_long,138.0295656000134,go_short,135.14,0,131.83
243,UNI/USDT:USDT,2020-11-07 11:30:00+00:00,second_buy,short-exit-profit,2.9387,2.9823,2.9004552448147263,2.8583357587806635,2.9186,0,2.9513,665525.0,0,False,2.9293000000000076,2.9131857142857096,2.8565559999999754,8.5399784,0.14481174493371268,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,2.568,go_short,2.606040000000008,2.711123999999974,1,go_short,go_long,go_long,go_long,2.6335571428571387,2.5195,2.702286014571118,1870643.0,go_short,go_long,2.6438651955703314,go_short,2.5677,0,2.4338
446,STORJ/USDT:USDT,2020-09-17 14:45:00+00:00,second_buy,short-exit-profit,0.4141,0.4141,0.4148799661885193,0.41799755162941465,0.4123,0,0.4141,9506.0,0,False,0.41276,0.41244285714285694,0.41812799999999994,9.24033267,0.15110536117041293,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,0.3588,go_short,0.3580200000000001,0.3744280000000005,1,go_short,go_long,go_long,go_long,0.3595285714285709,0.3509,0.37233068860806123,41728.0,go_short,go_long,0.36264169496554666,go_short,0.3572,0,0.3502
240,UNI/USDT:USDT,2020-10-30 03:00:00+00:00,second_buy,short-exit-profit,2.3269,2.3472,2.4254320694506477,2.4756470394728844,2.312,1,2.3158,320756.0,0,False,2.358540000000007,2.4048714285714192,2.490951999999976,8.73986685,0.14530604577890496,1,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,2.0131,go_short,2.0096800000000066,2.049923999999977,1,go_short,go_long,go_long,go_long,2.018342857142851,1.9775,2.0491829738889367,602009.0,go_short,go_long,2.0249650448519274,go_short,2.0103,0,1.9739
239,UNI/USDT:USDT,2020-10-08 13:00:00+00:00,second_buy,short-exit-profit,2.9116,2.9341,2.8355224674850703,2.8071298994310805,2.8909000000000002,0,2.9331,934011.0,0,False,2.869060000000003,2.8454857142857044,2.7705879999999787,8.51587101,0.1452790818291193,0,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,go_short,go_short,go_short,1,False,go_short,go_short,2.5811,go_short,2.5808400000000065,2.637159999999975,1,go_short,go_long,go_long,go_long,2.5902571428571335,2.5119,2.6278147428208345,700589.0,go_short,go_long,2.6002007044282847,go_short,2.5734,0,2.51
