,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),sma-07 (exit),mean-grad-hist (exit),long-small-rl (exit),sma-05 (exit),sma-25 (exit),long-bid-rl (exit),long-large-rl (exit),ema-12 (exit),short-large-rl (exit),low (exit),short-small-rl (exit),volume (exit),high (exit),short_kdj (exit),long_jcrosk (exit),sma-compare (exit),ema-26 (exit),close (exit),short-bid-rl (exit),open (exit)
285,ATOM/USDT:USDT,2024-09-20 00:00:00+00:00,first_buy,roi,4.502,4.503,4.500719846998163,4.507674310133372,4.502,0,4.503,208.0,0,False,4.503000000000081,4.499142857142986,4.518759999999954,0.02891773,0.0032077327513703262,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,4.529428571428696,1,do_nothing,4.53080000000008,4.507079999999954,do_nothing,go_long,4.518196118710933,go_long,4.536,do_nothing,0.0,4.536,False,0,0,4.522183498221779,4.536,do_nothing,4.536
307,AVAX/USDT:USDT,2023-08-28 02:45:00+00:00,second_buy,roi,10.0718,10.0718,10.101726147950785,10.13179694703412,10.0322,0,10.0573,8300.0,0,False,10.075020000000034,10.075228571428676,10.146131999999906,0.04063528,0.004046271743507312,1,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,9.988671428571527,0,do_nothing,9.995200000000034,10.015771999999904,go_short,do_nothing,10.02284692430791,do_nothing,9.9906,do_nothing,0.0,9.9906,False,0,0,9.997828148714854,9.9906,go_short,9.9906
306,AVAX/USDT:USDT,2023-08-19 15:45:00+00:00,second_buy,roi,10.7424,10.7424,10.734094221199468,10.725783916541463,10.7308,0,10.7308,218.0,0,False,10.739000000000056,10.740400000000125,10.726099999999908,0.64838185,0.060348580702472496,0,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,10.083228571428675,0,do_nothing,10.080460000000034,10.150879999999905,go_short,do_nothing,10.13775670279685,do_nothing,10.0867,do_nothing,0.0,10.0867,False,0,1,10.109803629396382,10.0867,go_short,10.0867
305,AVAX/USDT:USDT,2023-08-19 03:15:00+00:00,second_buy,roi,10.7696,10.7696,10.773588955601447,10.779309160241286,10.7597,0,10.7597,34.0,0,False,10.754940000000051,10.757357142857263,10.786071999999916,0.00065213,6.066923638974905e-05,1,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,10.741014285714412,1,do_nothing,10.743180000000056,10.72530799999991,go_short,do_nothing,10.72538262986478,do_nothing,10.742,do_nothing,0.0,10.742,False,0,0,10.734693170508463,10.742,go_short,10.742
246,ATOM/USDT:USDT,2024-06-19 19:00:00+00:00,first_buy,roi,6.907,6.913,6.890810984717307,6.865573827084661,6.907,1,6.907,566.0,0,False,6.903600000000068,6.908000000000127,6.860039999999907,0.0,0.0,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,6.924428571428699,1,do_nothing,6.927000000000069,6.899879999999906,do_nothing,go_long,6.896004058276424,go_long,6.9350000000000005,do_nothing,0.0,6.9350000000000005,False,0,0,6.91657634720444,6.9350000000000005,do_nothing,6.9350000000000005
376,BEAMX/USDT:USDT,2024-06-04 22:00:00+00:00,second_buy,roi,0.027986999999999998,0.027989,0.02803316783113158,0.028085629384105474,0.027986999999999998,0,0.027989,796.0,0,False,0.027926199999999825,0.027960857142857325,0.02820088000000005,0.0504708,0.0060157320998929925,1,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.027899571428571617,1,go_long,0.02785939999999983,0.027955440000000033,go_short,do_nothing,0.02794364803168004,do_nothing,0.027847999999999998,do_nothing,0.0,0.027847999999999998,False,0,1,0.027920244898341065,0.027847999999999998,go_short,0.027847999999999998
247,ATOM/USDT:USDT,2024-06-19 22:15:00+00:00,first_buy,roi,6.912,6.912,6.9154107553268345,6.8969667206263185,6.898,1,6.909,405.0,1,False,6.929600000000069,6.921571428571555,6.902519999999907,0.02543715,0.003687670622803405,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,6.902714285714411,0,do_nothing,6.910000000000073,6.899959999999908,do_nothing,go_long,6.914585464593666,go_long,6.929,do_nothing,0.0,6.929,False,0,0,6.9029169022649395,6.929,do_nothing,6.929
304,AVAX/USDT:USDT,2023-08-18 23:15:00+00:00,second_buy,roi,10.7946,10.8305,10.781550264211335,10.775306072378147,10.7946,0,10.8301,185.0,0,False,10.790560000000053,10.78532857142869,10.75955199999991,0.02199028,0.0020358001121184815,0,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,10.762071428571549,0,do_nothing,10.750500000000052,10.785663999999915,go_short,do_nothing,10.78087789306059,do_nothing,10.7635,do_nothing,0.0,10.7635,False,0,1,10.776114220256256,10.7635,go_short,10.7635
303,AVAX/USDT:USDT,2023-08-17 20:15:00+00:00,second_buy,roi,11.2684,11.2684,11.259583652821341,11.280219262109126,11.2479,1,11.2641,146.0,1,False,11.264460000000055,11.259057142857262,11.258131999999906,0.37261056,0.03320663303213471,0,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,10.777985714285833,0,do_nothing,10.777600000000053,10.75469199999991,go_short,do_nothing,10.7709225581684,do_nothing,10.7858,do_nothing,0.0,10.7858,False,0,0,10.772723039522488,10.7858,go_short,10.7858
302,AVAX/USDT:USDT,2023-08-17 02:15:00+00:00,second_buy,roi,11.3605,11.3643,11.326261724076595,11.345830673077108,11.3423,0,11.3604,498.0,0,False,11.338120000000057,11.308714285714405,11.30974799999991,0.08082887,0.007116451156593997,0,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,11.261857142857265,0,do_nothing,11.256480000000055,11.268891999999903,go_short,do_nothing,11.282677507324085,do_nothing,11.2669,do_nothing,0.0,11.2669,False,0,1,11.257282953114105,11.2669,go_short,11.2669
301,AVAX/USDT:USDT,2023-08-16 15:30:00+00:00,second_buy,roi,11.519,11.519,11.512674880233318,11.559070120654825,11.5016,0,11.5041,191.0,0,False,11.50736000000006,11.48694285714298,11.561347999999903,0.10774355,0.009381809130412968,0,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,11.304071428571548,0,do_nothing,11.323820000000058,11.31631999999991,go_short,do_nothing,11.344665126923276,do_nothing,11.3381,do_nothing,0.0,11.3381,False,0,0,11.320054764817794,11.3381,go_short,11.3381
248,ATOM/USDT:USDT,2024-06-20 19:15:00+00:00,first_buy,roi,6.915,6.939,6.911863580911584,6.917382599960276,6.915,0,6.939,246.0,0,False,6.927400000000074,6.9168571428572685,6.900559999999907,0.00383623,0.0005538947250177197,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,6.927000000000121,1,do_nothing,6.920200000000074,6.88119999999991,do_nothing,go_long,6.873333359422813,go_long,6.911,do_nothing,0.0,6.911,False,0,0,6.9116845894087255,6.911,do_nothing,6.911
284,ATOM/USDT:USDT,2024-09-15 02:00:00+00:00,first_buy,roi,4.241,4.243,4.236610091069784,4.22973244285956,4.239,0,4.243,4828.0,0,False,4.236800000000076,4.239142857142996,4.23047999999995,0.51085928,0.060182656965675846,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,4.494571428571557,0,do_nothing,4.501600000000081,4.521599999999953,do_nothing,go_long,4.5080482549440415,go_long,4.503,do_nothing,0.0,4.503,False,0,0,4.500305273725102,4.503,do_nothing,4.503
300,AVAX/USDT:USDT,2023-08-16 10:30:00+00:00,second_buy,roi,11.6537,11.6543,11.65034588031291,11.691552189330546,11.6507,0,11.6507,76.0,0,False,11.619240000000058,11.629200000000123,11.694875999999908,0.1352036,0.011589817848060263,1,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,11.479271428571552,0,do_nothing,11.50070000000006,11.566931999999904,go_short,do_nothing,11.563467730307211,do_nothing,11.5189,do_nothing,0.0,11.5189,False,0,0,11.514233949366648,11.5189,go_short,11.5189
298,AVAX/USDT:USDT,2023-08-15 18:15:00+00:00,second_buy,roi,12.2,12.2,12.215072953817883,12.245975701376684,12.1264,1,12.136,1369.0,0,False,12.19556000000006,12.200514285714409,12.259911999999902,0.31851624,0.026285053881324256,1,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,11.799685714285838,1,do_nothing,11.792880000000057,11.807263999999902,go_short,do_nothing,11.826183409670602,do_nothing,11.7856,do_nothing,0.0,11.7856,False,0,1,11.802522370397853,11.7856,go_short,11.7856
249,ATOM/USDT:USDT,2024-06-25 04:45:00+00:00,first_buy,roi,6.942,6.942,6.915733114115075,6.878123480947049,6.938,0,6.938,948.0,0,False,6.9200000000000745,6.928285714285836,6.88659999999991,0.00365077,0.0005240872075187351,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,6.979714285714402,0,do_nothing,6.986400000000077,6.981239999999909,do_nothing,go_long,6.976388218047316,go_long,6.991,do_nothing,0.0,6.991,False,0,0,6.98120957556531,6.991,do_nothing,6.991
250,ATOM/USDT:USDT,2024-06-25 19:45:00+00:00,first_buy,roi,6.982,6.982,6.980561948555263,6.976433535228996,6.977,1,6.977,231.0,0,False,6.985600000000076,6.982142857142973,6.98175999999991,0.0477577,0.006838181168122404,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,6.989428571428688,0,do_nothing,7.00040000000007,6.916479999999911,do_nothing,go_long,6.9253457599866906,go_long,7.024,do_nothing,0.0,7.024,False,0,0,6.9709048796555715,7.024,do_nothing,7.024
252,ATOM/USDT:USDT,2024-07-05 03:00:00+00:00,first_buy,roi,5.5760000000000005,5.588,5.659477034038023,5.8336238102787314,5.127,1,5.237,95818.0,0,False,5.544400000000069,5.572714285714403,5.908559999999921,0.4671355,0.0890929421857257,1,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,5.755857142857261,1,do_nothing,5.737000000000071,5.664119999999927,do_nothing,go_long,5.672312615276299,go_long,5.729,do_nothing,0.0,5.729,False,0,0,5.727771822037571,5.729,do_nothing,5.729
291,ATOM/USDT:USDT,2024-09-27 20:00:00+00:00,first_buy,roi,5.118,5.118,5.1293484028924485,5.128167894906134,5.114,1,5.114,98.0,1,False,5.135000000000075,5.128714285714395,5.13459999999996,0.0112283,0.0021916926371791557,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,5.140000000000109,1,do_nothing,5.139000000000076,5.128719999999956,do_nothing,go_long,5.13107934238242,go_long,5.132,do_nothing,0.0,5.132,False,0,0,5.134089640321268,5.132,do_nothing,5.132
290,ATOM/USDT:USDT,2024-09-27 05:00:00+00:00,first_buy,roi,5.09,5.092,5.064189804509053,5.041982854976361,5.089,1,5.09,287.0,0,False,5.083800000000073,5.08085714285725,5.033319999999955,0.0137659,0.002702328129720545,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,5.128571428571538,0,do_nothing,5.136000000000076,5.132839999999959,do_nothing,go_long,5.1293013264986245,go_long,5.14,do_nothing,0.0,5.14,False,0,0,5.1321390216001666,5.14,do_nothing,5.14
289,ATOM/USDT:USDT,2024-09-27 00:00:00+00:00,first_buy,roi,5.0,5.01,4.994958649340964,4.99382292099062,5.0,0,5.01,24.0,0,False,4.992400000000073,5.000285714285822,4.992519999999956,0.07461159,0.014895494194055349,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,5.073000000000108,1,do_nothing,5.082000000000074,5.030319999999955,do_nothing,go_long,5.03814148337447,go_long,5.082,do_nothing,0.0,5.082,False,0,0,5.059497041692517,5.082,do_nothing,5.082
288,ATOM/USDT:USDT,2024-09-23 11:15:00+00:00,first_buy,roi,4.575,4.575,4.579069458409351,4.594132738968668,4.5600000000000005,0,4.5600000000000005,2167.0,0,False,4.572400000000083,4.57442857142869,4.602759999999952,0.87277229,0.0957290722014042,1,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,5.00142857142868,1,do_nothing,4.993400000000073,4.9919999999999565,do_nothing,go_long,4.99252875466987,go_long,4.98,do_nothing,0.0,4.98,False,0,0,4.992223858312048,4.98,do_nothing,4.98
287,ATOM/USDT:USDT,2024-09-21 11:15:00+00:00,first_buy,roi,4.538,4.538,4.526596108077814,4.516488708024323,4.538,1,4.538,1.0,0,False,4.535600000000081,4.535000000000126,4.509159999999954,0.02246547,0.00247278833991042,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,4.57742857142869,0,do_nothing,4.576800000000082,4.605439999999952,do_nothing,go_long,4.596863358086161,go_long,4.579,do_nothing,0.0,4.579,False,0,1,4.5825366326655965,4.579,do_nothing,4.579
286,ATOM/USDT:USDT,2024-09-20 23:00:00+00:00,first_buy,roi,4.533,4.533,4.522924498495351,4.518848258065679,4.527,1,4.527,5.0,1,False,4.532800000000081,4.528142857142981,4.507679999999954,0.0220838,0.0024420786209584083,0,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,4.533142857142983,1,do_nothing,4.535600000000081,4.506439999999954,do_nothing,go_long,4.514767804666269,go_long,4.534,do_nothing,0.0,4.534,False,0,0,4.5245226731828705,4.534,do_nothing,4.534
505,BEAMX/USDT:USDT,2025-01-11 18:45:00+00:00,second_buy,roi,0.02279,0.02279,0.022889102841628865,0.022952333688217037,0.02273,0,0.022750000000000003,8.0,0,False,0.022813999999999664,0.022832857142857318,0.02298920000000006,0.0387656,0.004262346705228954,1,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.022730000000000188,0,go_long,0.022739999999999667,0.02287520000000005,go_short,do_nothing,0.022866504612963807,do_nothing,0.022740000000000003,do_nothing,0.0,0.022740000000000003,False,0,0,0.022789032664776488,0.022740000000000003,go_short,0.022740000000000003
299,AVAX/USDT:USDT,2023-08-16 04:45:00+00:00,second_buy,roi,11.8,11.8,11.798639093598462,11.820838177015263,11.7803,1,11.7916,171.0,0,False,11.786460000000059,11.791657142857266,11.805723999999902,0.10041462,0.008533273493542442,1,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,11.63444285714298,0,do_nothing,11.617840000000058,11.700271999999906,go_short,do_nothing,11.694820364476989,do_nothing,11.6181,do_nothing,0.0,11.6181,False,0,1,11.650281494915257,11.6181,go_short,11.6181
377,BEAMX/USDT:USDT,2024-06-05 22:45:00+00:00,second_buy,roi,0.027729,0.027770000000000003,0.027897130298596286,0.027930785214518555,0.027729,1,0.027770000000000003,1105.0,0,False,0.027833799999999832,0.027861714285714472,0.027946200000000032,0.2380482,0.028698496523766603,1,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.026760142857143045,0,go_long,0.026782399999999845,0.026871640000000037,go_short,do_nothing,0.026924495516427113,do_nothing,0.026841999999999998,do_nothing,0.0,0.026841999999999998,False,0,0,0.02676203481532332,0.026841999999999998,go_short,0.026841999999999998
381,BEAMX/USDT:USDT,2024-06-13 22:30:00+00:00,second_buy,roi,0.021077,0.021077,0.021049212221234053,0.021186533405258643,0.021077,0,0.021077,39.0,0,False,0.020977399999999834,0.020983142857143033,0.021157440000000024,0.0203908,0.002423213411911294,1,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.021028285714285885,1,go_long,0.02101299999999983,0.020994120000000026,go_short,do_nothing,0.021003740426279636,do_nothing,0.020973,do_nothing,0.0,0.020973,False,1,0,0.021003196353407434,0.020973,go_short,0.020973
379,BEAMX/USDT:USDT,2024-06-08 22:30:00+00:00,second_buy,roi,0.022808,0.022808,0.022885728676461378,0.023000853926820584,0.022629,1,0.022692,5006.0,1,False,0.022853999999999854,0.022848714285714472,0.023012720000000028,0.4751128,0.05231995471819455,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.021670714285714467,1,go_long,0.021652999999999818,0.021541040000000015,go_short,do_nothing,0.02160861797399913,do_nothing,0.021662999999999998,do_nothing,0.0,0.021662999999999998,False,0,0,0.02164270132086074,0.021662999999999998,go_short,0.021662999999999998
472,BEAMX/USDT:USDT,2024-11-21 00:15:00+00:00,second_buy,roi,0.021466,0.021582,0.021826934335482478,0.021833604512829428,0.021464999999999998,1,0.021582,67.0,0,False,0.021877199999999743,0.02189828571428597,0.021657280000000004,0.05403212,0.006265779217586446,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.021242000000000243,0,go_long,0.021235599999999737,0.021202640000000016,go_short,do_nothing,0.02131111701588963,do_nothing,0.021275,do_nothing,0.0,0.021275,False,0,0,0.021263959021017038,0.021275,go_short,0.021275
471,BEAMX/USDT:USDT,2024-11-20 15:15:00+00:00,second_buy,roi,0.022320000000000003,0.022368,0.022589709451844055,0.022710946609900976,0.022269,1,0.022368,2284.0,0,False,0.022563799999999752,0.02259214285714311,0.022735680000000008,0.11515774,0.012933423055943477,1,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.021836714285714542,1,go_long,0.02188799999999974,0.021635160000000004,go_short,do_nothing,0.021808082680606657,do_nothing,0.021951,do_nothing,0.0,0.021951,False,0,0,0.021767643608611754,0.021951,go_short,0.021951
470,BEAMX/USDT:USDT,2024-11-20 07:45:00+00:00,second_buy,roi,0.022889,0.022905,0.022937484917626146,0.02315877971378006,0.022848,0,0.022905,30.0,0,False,0.022795999999999754,0.022864571428571682,0.02308311999999999,0.11242858,0.012398219838840296,1,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.022633714285714535,1,go_long,0.02262359999999975,0.022759960000000006,go_short,do_nothing,0.022738382338693054,do_nothing,0.022473999999999997,do_nothing,0.0,0.022473999999999997,False,0,1,0.022630020261270246,0.022473999999999997,go_short,0.022473999999999997
469,BEAMX/USDT:USDT,2024-11-18 02:15:00+00:00,second_buy,roi,0.023156,0.023156,0.0231983611221194,0.0232649801900032,0.023156,1,0.023156,94.0,0,False,0.023224199999999754,0.023198142857143108,0.023184679999999985,0.14404008,0.015467759211322546,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.02289857142857168,1,go_long,0.022807599999999754,0.02310567999999999,go_short,do_nothing,0.023179082090882465,do_nothing,0.022743,do_nothing,0.0,0.022743,False,0,1,0.022943391266285446,0.022743,go_short,0.022743
468,BEAMX/USDT:USDT,2024-11-17 20:30:00+00:00,second_buy,roi,0.023610000000000003,0.023610000000000003,0.02359099515166288,0.023710123277356998,0.023266,1,0.023268,2153.0,1,False,0.023475599999999756,0.023481571428571685,0.023691999999999984,0.03348712,0.003598952183878102,1,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.02321200000000025,0,go_long,0.023210799999999754,0.023201239999999984,go_short,do_nothing,0.023273698605203456,do_nothing,0.023298,do_nothing,0.0,0.023298,False,0,0,0.023206063144322928,0.023298,go_short,0.023298
467,BEAMX/USDT:USDT,2024-11-17 09:45:00+00:00,second_buy,roi,0.024165,0.024801,0.02397586092686042,0.023402505420558006,0.02416,0,0.024727,839.0,0,False,0.024193999999999754,0.02414285714285739,0.023452519999999987,0.37759621,0.05056646120085945,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.023551000000000256,0,go_long,0.023523599999999756,0.023713799999999986,go_short,do_nothing,0.02374549313954556,do_nothing,0.02357,do_nothing,0.0,0.02357,False,0,1,0.023649721542874313,0.02357,go_short,0.02357
465,BEAMX/USDT:USDT,2024-11-08 00:15:00+00:00,second_buy,roi,0.019259,0.019475,0.019209986678148893,0.01910250859975556,0.019259,0,0.019455999999999998,214.0,0,False,0.0192317999999998,0.019192714285714518,0.019212599999999996,0.0283536,0.003617751234128127,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.019505857142857387,1,go_long,0.0195255999999998,0.019305039999999992,go_short,do_nothing,0.01938650602336888,do_nothing,0.019511999999999998,do_nothing,0.0,0.019511999999999998,False,0,0,0.019466518259476893,0.019511999999999998,go_short,0.019511999999999998
464,BEAMX/USDT:USDT,2024-11-07 21:00:00+00:00,second_buy,roi,0.019361,0.019475,0.019197662579210004,0.018939666746126415,0.019361,0,0.019434,683.0,0,False,0.0193379999999998,0.019227142857143092,0.018866719999999993,0.0007992,0.00010308215647871352,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.01911371428571452,0,go_long,0.0191621999999998,0.019214999999999996,go_short,do_nothing,0.019074229287736003,do_nothing,0.019240999999999998,do_nothing,0.0,0.019240999999999998,False,0,0,0.019165256983266873,0.019240999999999998,go_short,0.019240999999999998
463,BEAMX/USDT:USDT,2024-11-07 18:00:00+00:00,second_buy,roi,0.019228,0.019562,0.01870496469672038,0.01847115824372929,0.019228,0,0.019516,1714.0,0,False,0.018974199999999795,0.01881228571428595,0.018340199999999987,0.0071972,0.0009221283540349688,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.019189285714285947,0,go_long,0.019230799999999798,0.018805999999999993,go_short,do_nothing,0.018900120085816527,do_nothing,0.019407,do_nothing,0.0,0.019407,False,0,0,0.019154692139066367,0.019407,go_short,0.019407
461,BEAMX/USDT:USDT,2024-11-03 23:15:00+00:00,second_buy,roi,0.015364,0.015364,0.015372705885307522,0.015302334942831326,0.015364,1,0.015364,155.0,1,False,0.015450999999999803,0.01543457142857169,0.015229400000000013,0.1767582,0.019193692520951045,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.014861285714285976,0,go_long,0.01492359999999981,0.014900800000000006,go_short,do_nothing,0.014927350673410555,do_nothing,0.014910000000000001,do_nothing,0.0,0.014910000000000001,False,1,0,0.014859995175220108,0.014910000000000001,go_short,0.014910000000000001
460,BEAMX/USDT:USDT,2024-11-03 06:00:00+00:00,second_buy,roi,0.015681999999999998,0.015681999999999998,0.015739178800878828,0.015774485547944403,0.015593,1,0.015597,831.0,1,False,0.015787999999999795,0.015788428571428835,0.01576396000000002,0.0545568,0.005835674746362699,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.015432714285714548,1,go_long,0.015440599999999804,0.015198480000000012,go_short,do_nothing,0.015283193877318458,do_nothing,0.015475,do_nothing,0.0,0.015475,False,0,0,0.015355977641462572,0.015475,go_short,0.015475
459,BEAMX/USDT:USDT,2024-11-02 23:15:00+00:00,second_buy,roi,0.015924,0.015924,0.01596173088533673,0.016012083840943856,0.015837999999999998,1,0.015854,950.0,0,False,0.015927999999999796,0.015952571428571698,0.015993840000000016,0.0812814,0.008556035371607332,1,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.01580357142857169,1,go_long,0.015831199999999795,0.015773240000000018,go_short,do_nothing,0.015788684391779956,do_nothing,0.015837999999999998,do_nothing,0.0,0.015837999999999998,False,0,0,0.015765029491947705,0.015837999999999998,go_short,0.015837999999999998
458,BEAMX/USDT:USDT,2024-11-02 20:00:00+00:00,second_buy,roi,0.015996,0.016007,0.015995393500608534,0.016074965787600818,0.015971,0,0.015971,1536.0,0,False,0.0159557999999998,0.015957714285714554,0.016036080000000022,0.0132588,0.0013844110727325148,1,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.015973285714285985,1,go_long,0.015959999999999797,0.016008960000000017,go_short,do_nothing,0.016024730548219363,do_nothing,0.015924,do_nothing,0.0,0.015924,False,0,1,0.015981318319034318,0.015924,go_short,0.015924
457,BEAMX/USDT:USDT,2024-11-02 11:30:00+00:00,second_buy,roi,0.016482,0.016482,0.01646396468714863,0.01650721727689727,0.016482,0,0.016482,3.0,0,False,0.0164309999999998,0.016440714285714555,0.016496680000000014,0.248783,0.03021866667055358,1,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.015974571428571695,0,go_long,0.015950399999999802,0.01607264000000002,go_short,do_nothing,0.016105128550230198,do_nothing,0.015952,do_nothing,0.0,0.015952,False,0,1,0.01601880204420507,0.015952,go_short,0.015952
456,BEAMX/USDT:USDT,2024-11-02 06:45:00+00:00,second_buy,roi,0.016568,0.016568,0.01657722663656738,0.016634565889908,0.016534,0,0.016557,561.0,0,False,0.0165477999999998,0.016541142857143126,0.016666280000000016,0.0169845,0.002054686265212581,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.016451857142857414,0,go_long,0.016416599999999802,0.016497760000000014,go_short,do_nothing,0.016509234659049053,do_nothing,0.016443,do_nothing,0.0,0.016443,False,0,1,0.01646068553935747,0.016443,go_short,0.016443
455,BEAMX/USDT:USDT,2024-11-02 00:00:00+00:00,second_buy,roi,0.016659,0.016659,0.016658475312393426,0.016759026838331588,0.016659,0,0.016659,313.0,0,False,0.016630599999999808,0.016614142857143126,0.016731480000000017,0.0648505,0.007759896648785538,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.01653885714285741,0,go_long,0.0165443999999998,0.016675520000000017,go_short,do_nothing,0.01664077116110064,do_nothing,0.016582,do_nothing,0.0,0.016582,False,0,0,0.01658090420685236,0.016582,go_short,0.016582
454,BEAMX/USDT:USDT,2024-11-01 09:15:00+00:00,second_buy,roi,0.016730000000000002,0.016817,0.01679808390971048,0.016842883760039458,0.016724,0,0.016817,360.0,0,False,0.016801599999999813,0.016770428571428846,0.01686684000000002,0.086238,0.010237097459154977,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.016621857142857407,0,go_long,0.016614399999999807,0.01674768000000002,go_short,do_nothing,0.016767028985398114,do_nothing,0.016635999999999998,do_nothing,0.0,0.016635999999999998,False,0,1,0.016658379914646776,0.016635999999999998,go_short,0.016635999999999998
453,BEAMX/USDT:USDT,2024-10-31 20:15:00+00:00,second_buy,roi,0.016847,0.016847,0.016937576637288874,0.017090853471613415,0.016819,0,0.016819,341.0,0,False,0.016866199999999824,0.016858714285714553,0.017142440000000016,0.0166495,0.0019741964186408634,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.016754000000000276,0,go_long,0.016780199999999815,0.01687016000000002,go_short,do_nothing,0.016844954460842613,do_nothing,0.01682,do_nothing,0.0,0.01682,False,0,0,0.01679464462056693,0.01682,go_short,0.01682
452,BEAMX/USDT:USDT,2024-10-31 06:45:00+00:00,second_buy,roi,0.017411,0.017411,0.017527735037987047,0.017583852714358063,0.017411,1,0.017411,3.0,1,False,0.01753679999999981,0.017526714285714545,0.017560760000000012,0.25375613,0.029218397669539327,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.016853000000000267,0,go_long,0.016885999999999825,0.017167200000000014,go_short,do_nothing,0.01711260174934249,do_nothing,0.016866,do_nothing,0.0,0.016866,False,1,0,0.01695913602588685,0.016866,go_short,0.016866
451,BEAMX/USDT:USDT,2024-10-30 21:45:00+00:00,second_buy,roi,0.017765,0.01784,0.01785271344260542,0.017883644081139117,0.017728,1,0.01784,605.0,1,False,0.017889799999999817,0.017869285714285976,0.017823200000000025,0.11175878,0.012557742678413948,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.01753000000000026,0,go_long,0.017543399999999813,0.017588600000000013,go_short,do_nothing,0.017600775406027246,do_nothing,0.017558999999999998,do_nothing,0.0,0.017558999999999998,False,0,0,0.017547134061320753,0.017558999999999998,go_short,0.017558999999999998
450,BEAMX/USDT:USDT,2024-10-21 22:45:00+00:00,second_buy,roi,0.017898999999999998,0.017934,0.017874790661191024,0.017806713253949828,0.017731,1,0.017755,1050.0,0,False,0.01790879999999982,0.017946000000000233,0.017750400000000034,0.01104432,0.001244484198274934,0,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,0.017860857142857404,1,go_long,0.017885599999999818,0.017822440000000023,go_short,do_nothing,0.017887135607630247,do_nothing,0.017901,do_nothing,0.0,0.017901,False,0,0,0.017855024977624586,0.017901,go_short,0.017901
