,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),open (exit),short-bid-rl (exit),sma-compare (exit),long_jcrosk (exit),sma-07 (exit),mean-grad-hist (exit),long-large-rl (exit),ema-12 (exit),short-large-rl (exit),close (exit),volume (exit),short_kdj (exit),sma-05 (exit),short-small-rl (exit),ema-26 (exit),sma-25 (exit),high (exit),low (exit),long-bid-rl (exit),long-small-rl (exit)
49,AVAX/USDT:USDT,2021-01-19 19:45:00+00:00,second_buy,stop_loss,12.0151,12.0567,12.298639370533868,12.49414322790033,11.68,1,12.0557,357.0,0,False,12.062539999999924,12.17221428571428,12.597212000000004,-3.2691577,-0.2771437392659138,1,do_nothing,do_nothing,go_long,go_long,go_short,go_short,13.8451,go_short,0,0,13.671942857142819,0,go_long,13.053141374118614,go_long,13.9787,700.0,False,13.93273999999993,do_nothing,13.468919826155211,12.902331999999994,14.2656,13.8451,go_short,do_nothing
8,AAVE/USDT:USDT,2021-02-03 15:00:00+00:00,second_buy,stop_loss,336.191,342.326,330.58242818587115,324.05496096680673,336.191,0,340.0,20360.0,0,False,334.9233999999998,333.00671428571394,321.90047999999945,-1.87674026,-0.277513845842782,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,401.0,go_short,0,0,392.57657142857096,0,go_long,367.9945533977153,go_long,420.785,57356.0,False,398.0581999999997,do_nothing,384.5767291826649,361.5831199999993,424.432,395.921,go_short,do_nothing
7,AAVE/USDT:USDT,2021-01-24 20:30:00+00:00,second_buy,stop_loss,261.305,269.431,255.75205140742872,250.81539264928972,261.305,0,267.999,4474.0,0,False,259.0651999999997,257.47214285714284,249.62295999999958,-2.231712,-0.2775329464606793,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,339.106,go_short,0,0,331.5779999999997,0,go_long,322.77935784415126,go_long,335.545,10639.0,False,332.69479999999976,do_nothing,328.8701424014841,320.64955999999944,339.209,333.457,go_short,do_nothing
47,AVAX/USDT:USDT,2021-01-13 22:00:00+00:00,second_buy,stop_loss,8.0,8.3,7.903765579717688,7.817962449730615,8.0,0,8.3,263.0,0,False,7.978019999999923,7.959928571428553,7.7718679999999924,-2.2870917,-0.27710774793094417,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,10.0251,go_short,0,0,9.986885714285703,1,go_long,9.715061780040491,go_long,9.9746,46.0,False,10.055279999999936,do_nothing,9.903563327859208,9.629015999999995,10.0251,9.9746,go_short,do_nothing
46,AVAX/USDT:USDT,2021-01-09 01:45:00+00:00,second_buy,stop_loss,5.8653,6.3642,5.72236016986949,5.513581773262951,5.8653,0,6.3642,1705.0,0,False,5.889019999999933,5.866814285714274,5.385407999999996,-1.786688,-0.2769396835671224,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,7.8319,go_short,0,0,7.913685714285696,0,go_long,7.779399445709064,go_long,7.8625,148.0,False,7.900959999999922,do_nothing,7.831722957848177,7.748695999999992,7.8625,7.8277,go_short,do_nothing
45,AVAX/USDT:USDT,2020-09-22 15:15:00+00:00,second_buy,stop_loss,5.0373,5.0373,5.34612941884305,5.644861111111111,4.5685,0,4.8,11148.0,0,False,5.102559999999999,5.247728571428572,5.620948000000001,-2.6450168,-0.2758903451634362,1,do_nothing,do_nothing,go_long,go_long,go_short,go_short,5.7535,go_short,0,0,5.780299999999988,1,go_long,5.4455323151239865,go_long,5.7101,95.0,False,5.810319999999933,do_nothing,5.60566201893667,5.3349559999999965,5.7535,5.7058,go_short,do_nothing
1,AAVE/USDT:USDT,2020-11-10 08:30:00+00:00,second_buy,stop_loss,59.0,60.976,58.49106870198147,57.56893645566001,58.646,0,60.457,13679.0,0,False,58.7949999999999,58.64642857142858,57.34700000000001,-2.69217472,-0.27746919269439124,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,76.212,go_short,0,0,73.63471428571424,0,go_long,72.71207351274145,go_long,76.552,3119.0,False,74.20459999999989,do_nothing,73.45337242288066,71.94843999999998,76.552,76.201,go_short,do_nothing
43,APT/USDT:USDT,2024-11-11 14:30:00+00:00,first_buy,stop_loss,11.97,12.045,11.579829112018585,11.334994134956597,11.756,1,11.823,379878.0,1,False,11.848599999999756,11.73228571428567,11.197399999999933,-2.49224676,-0.30053195763136015,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,8.676,go_long,1,0,8.685571428571306,1,go_long,8.703977392742592,go_long,8.674,15908.0,False,8.68159999999979,do_nothing,8.691224635317441,8.701919999999943,8.695,8.674,go_long,do_nothing
2,AAVE/USDT:USDT,2020-11-17 20:00:00+00:00,second_buy,stop_loss,76.974,77.444,73.88946897320672,72.97695695624209,76.288,0,76.288,10147.0,0,False,75.07499999999989,74.21728571428567,72.14607999999998,-2.53976268,-0.2774872608007292,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,94.324,go_short,0,0,94.3311428571424,0,go_long,92.4765844335988,go_long,97.128,19270.0,False,94.89719999999953,do_nothing,93.84321615800306,92.09867999999997,97.141,94.324,go_short,do_nothing
31,APT/USDT:USDT,2023-06-22 01:45:00+00:00,first_buy,stop_loss,7.698,7.771,7.596845850642358,7.520071499315406,7.674,0,7.771,17073.0,0,False,7.680199999999912,7.629142857142836,7.49768,-2.65844037,-0.2847598843513666,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,6.118,go_long,1,1,6.183857142857144,1,go_long,6.214207559541466,go_long,6.13,8057.0,False,6.1661999999998915,do_nothing,6.191588677670196,6.216719999999994,6.162,6.1,go_long,do_nothing
3,AAVE/USDT:USDT,2021-01-04 00:45:00+00:00,second_buy,stop_loss,97.048,101.903,95.07933674907952,93.17298558666556,97.048,0,101.878,42070.0,0,False,96.52559999999953,95.61142857142814,92.52943999999998,-2.51108352,-0.27754558231165144,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,127.536,go_short,0,1,125.40557142857097,1,go_long,122.52394838779091,go_long,124.15,21897.0,False,125.67579999999961,do_nothing,124.35861117644836,122.02615999999989,128.0,123.911,go_short,do_nothing
38,APT/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,stop_loss,10.541,10.545,10.692993816186583,11.066534989804428,8.305,1,9.453,2139633.0,0,False,10.436999999999781,10.55414285714282,11.149119999999936,-2.51244035,-0.29501867949979654,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,7.263,go_long,1,0,7.302142857142805,1,go_long,7.439395769709271,go_long,7.134,591077.0,False,7.260399999999765,do_nothing,7.351207828137231,7.4803999999999355,7.273,7.009,go_long,do_nothing
37,APT/USDT:USDT,2024-04-10 12:45:00+00:00,first_buy,stop_loss,12.014,12.014,12.117922229790556,12.225949133488049,11.557,1,11.832,920514.0,0,False,12.069199999999793,12.110571428571392,12.207759999999933,-2.30242826,-0.2775954491205701,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,10.727,go_long,1,1,10.802571428571392,1,go_long,11.195617788988782,go_long,10.546,263692.0,False,10.64539999999978,do_nothing,10.918447237311415,11.245439999999938,10.732,10.44,go_long,do_nothing
36,APT/USDT:USDT,2024-03-19 15:30:00+00:00,first_buy,stop_loss,16.388,16.49,15.884908936810689,15.503969470875466,16.213,0,16.36,204526.0,1,False,16.1005999999998,16.035285714285752,15.398199999999944,-2.39379167,-0.29216863405378984,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,12.087,go_long,1,0,12.160999999999962,1,go_long,12.257465064167093,go_long,12.032,168940.0,False,12.148199999999793,do_nothing,12.169908089752475,12.239959999999932,12.104,11.978,go_long,do_nothing
4,AAVE/USDT:USDT,2021-01-07 16:30:00+00:00,second_buy,stop_loss,124.299,129.902,124.64036330314862,122.79550776647307,124.299,1,126.19,31055.0,0,False,125.82539999999963,125.5288571428567,122.23131999999988,-2.44090672,-0.27756131716181337,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,157.59,go_short,0,0,157.511857142857,0,go_long,152.92921114564035,go_long,159.79,7907.0,False,158.24899999999974,do_nothing,155.6015793210535,151.56211999999982,159.79,157.59,go_short,do_nothing
5,AAVE/USDT:USDT,2021-01-15 09:45:00+00:00,second_buy,stop_loss,159.969,162.417,156.59749019473756,153.60667698670403,159.968,0,162.075,3688.0,0,False,159.10319999999973,158.3734285714284,152.15031999999982,-2.259541,-0.2775218162948224,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,206.778,go_short,0,0,200.39042857142854,0,go_long,194.42479176424789,go_long,206.162,1437.0,False,202.45719999999983,do_nothing,198.44457558940704,192.9024399999998,206.778,204.5,go_short,do_nothing
6,AAVE/USDT:USDT,2021-01-19 01:00:00+00:00,second_buy,stop_loss,207.417,209.487,200.14341011411364,195.5405108928221,207.417,0,209.487,2193.0,0,False,204.65739999999983,202.57299999999995,193.87823999999983,-2.31487692,-0.2774909962630009,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,255.183,go_short,0,0,255.23800000000003,0,go_long,249.4407040612329,go_long,262.505,6556.0,False,256.43219999999974,do_nothing,253.52533348150666,248.5941199999996,262.678,255.183,go_short,do_nothing
39,APT/USDT:USDT,2024-06-18 01:45:00+00:00,first_buy,stop_loss,7.132,7.14,7.221175854577657,7.370255342323399,6.301,1,6.506,1156732.0,0,False,7.094399999999766,7.169285714285662,7.4317199999999355,-2.64829732,-0.2900615796877172,1,do_nothing,do_nothing,go_long,go_long,go_long,go_long,5.234,go_long,1,0,5.292999999999949,1,go_long,5.348587883756051,go_long,5.15,150869.0,False,5.272399999999749,do_nothing,5.313075396022493,5.3797999999999275,5.273,5.099,go_long,do_nothing
0,AAVE/USDT:USDT,2020-11-08 11:00:00+00:00,second_buy,stop_loss,47.655,47.7,46.221305673430614,45.9951566951567,47.068,0,47.7,538.0,0,False,46.9784,46.24099999999999,45.90740000000001,-2.643702,-0.27739500506796105,0,do_nothing,do_nothing,go_long,go_long,go_short,go_short,58.123,go_short,0,0,58.329571428571434,0,go_long,57.33789137211281,go_long,59.119,226.0,False,58.47799999999991,do_nothing,58.133626647796284,57.2028,59.238,57.923,go_short,do_nothing
