,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),close_date,ema-12 (exit),high (exit),volume (exit),sma-05 (exit),mean-grad-hist (exit),close (exit),sma-25 (exit),short-small-rl (exit),ema-26 (exit),sma-compare (exit),low (exit),short_kdj (exit),long-small-rl (exit),open (exit),long_jcrosk (exit),sma-07 (exit)
1292,BEL/USDT:USDT,2024-04-30 12:15:00+00:00,first_buy,long-exit-profit,0.7949,0.7949,0.80429749277563,0.8196582160160517,0.7711,1,0.7795000000000001,16785.0,0,False,0.7947399999999872,0.798014285714285,0.8251559999999937,5.00251622,0.3763078447410245,1,go_long,go_long,2024-05-08 19:15:00+00:00,0.8894165072901897,1.0902,145157.0,1.019019999999988,0,1.0799,0.8632239999999929,go_long,0.9526844403665528,0,1.0283,False,go_long,1.0283,0,0.9850857142857127
1256,BEL/USDT:USDT,2022-06-18 19:45:00+00:00,first_buy,long-exit-profit,0.777,0.7771,0.7789688793259069,0.7890736290971879,0.7554000000000001,1,0.7594000000000001,17380.0,0,False,0.7717599999999922,0.7739857142857189,0.7911960000000039,3.0782436,0.3368792374970894,1,go_long,go_long,2022-06-23 10:00:00+00:00,0.9370095593127802,1.0243,100674.0,1.004919999999991,1,1.0176,0.9311240000000046,go_long,0.9842066847714162,0,1.0025,False,go_long,1.0055,0,1.0000857142857176
1298,BEL/USDT:USDT,2024-08-05 01:00:00+00:00,first_buy,long-exit-profit,0.3845,0.3869,0.39181774762345295,0.39845568472185244,0.37010000000000004,1,0.3748,35326.0,0,False,0.3871799999999874,0.38918571428571874,0.39972799999999403,3.7066203,0.3295876620042174,1,go_long,go_long,2024-08-23 11:00:00+00:00,0.49391693593912683,0.5169,144534.0,0.49791999999998654,0,0.5012,0.4952199999999938,go_long,0.49662604389090387,0,0.495,False,go_long,0.4965,1,0.4968714285714321
1227,BEER/USDT:USDT,2024-08-04 17:15:00+00:00,first_buy,long-exit-profit,1.2810000000000001e-05,1.293e-05,1.3493218119533966e-05,1.3926319841237507e-05,1.244e-05,1,1.272e-05,1475428.0,0,False,1.311399999999914e-05,1.3298571428571828e-05,1.4142400000000163e-05,4.06507534,0.34302294348920304,1,go_long,go_long,2024-08-24 10:30:00+00:00,1.540698371932744e-05,1.734e-05,619307.0,1.6727999999999176e-05,1,1.713e-05,1.502320000000017e-05,go_long,1.615668466972972e-05,0,1.683e-05,False,go_long,1.685e-05,0,1.6645714285714652e-05
1801,CREAM/USDT:USDT,2023-05-29 11:00:00+00:00,first_buy,long-exit-profit,29.49,29.79,28.506378020388414,27.987402832046847,29.01,0,29.14,202243.0,0,False,28.755999999999677,28.538571428571327,28.112400000000186,3.50922489,0.334873067670523,0,go_long,go_long,2023-06-24 14:45:00+00:00,37.51823908398877,39.49,68112.0,38.18199999999968,0,39.27,37.473600000000225,go_long,37.95822175903811,0,38.45,False,go_long,38.65,0,38.10571428571432
1175,BCH/USDT:USDT,2023-08-29 17:15:00+00:00,first_buy,long-exit-profit,220.3,220.3,210.22551464538546,203.72798945994083,216.95,0,218.45,1188190.0,0,False,215.07000000000485,212.91428571430376,201.0319999999981,2.84181185,0.32482527198202255,0,go_long,go_long,2024-01-12 04:00:00+00:00,277.08560601535896,294.65,406550.0,281.840000000004,0,292.95,275.91999999999825,go_long,279.363618545936,0,284.75,False,go_long,285.5,0,279.45714285716105
1176,BCH/USDT:USDT,2024-01-12 04:15:00+00:00,first_buy,long-exit-profit,293.15,298.3,281.1846003080997,278.13111668088794,289.4,0,291.2,315851.0,0,False,284.770000000004,282.15000000001817,276.69399999999825,4.39608947,0.3768403786020055,0,go_long,go_long,2024-03-02 03:45:00+00:00,354.3572281884102,408.45,706072.0,390.1900000000037,1,406.95,345.3319999999982,go_long,374.90763440838197,0,388.9,False,go_long,389.4,0,385.7000000000177
1177,BCH/USDT:USDT,2024-03-02 04:00:00+00:00,first_buy,long-exit-profit,406.95,413.9,379.3603060378617,358.02335943371315,402.25,1,403.85,584887.0,0,False,395.9400000000037,389.7928571428749,348.8699999999982,4.38017874,0.36108453497239235,0,go_long,go_long,2024-03-28 08:00:00+00:00,541.9005246317015,567.55,563820.0,550.3700000000035,0,565.7,539.9759999999981,go_long,545.8428883318988,0,550.4,False,go_long,550.55,0,547.5214285714459
1179,BCH/USDT:USDT,2024-07-04 13:15:00+00:00,first_buy,long-exit-profit,341.25,342.55,345.2811958729066,349.57011203118924,338.9,1,341.65,40214.0,0,False,342.8800000000001,343.7142857143025,349.91599999999977,3.36082304,0.3275735962169447,1,go_long,go_long,2024-07-29 06:45:00+00:00,431.460152748695,452.29,123734.0,446.6119999999989,0,451.62,428.80800000000016,go_long,439.5560685320682,0,447.36,False,go_long,449.11,1,444.12571428573
1180,BCH/USDT:USDT,2024-07-29 07:00:00+00:00,first_buy,long-exit-profit,451.71,451.83,440.9889810655962,432.7497710636065,448.8,1,448.87,61144.0,0,False,447.7519999999989,445.7014285714443,429.9668000000002,2.94159595,0.327390518349743,0,go_long,go_long,2024-12-04 00:15:00+00:00,554.4715360876651,602.0,356324.0,582.0120000000009,0,594.15,548.7504000000022,go_long,567.1145110245591,0,574.23,False,go_long,585.75,0,573.7157142857334
1808,CREAM/USDT:USDT,2023-12-06 11:45:00+00:00,first_buy,long-exit-profit,17.36,17.46,17.56754915369118,17.606850553729675,15.84,1,17.34,84873.0,0,False,17.547999999999472,17.559999999999828,17.594000000000218,3.7434371,0.3314159342961186,1,go_long,go_long,2023-12-27 07:15:00+00:00,20.812866897881715,23.55,58768.0,21.881999999999504,0,23.45,20.769200000000204,go_long,21.465619349706273,0,22.03,False,go_long,22.03,0,21.555714285714146
1182,BEAMX/USDT:USDT,2023-11-22 16:45:00+00:00,first_buy,long-exit-profit,0.008516,0.008517,0.008521185722140782,0.008544136752136753,0.008516,0,0.008517,113.0,0,False,0.0084984,0.008485000000000001,0.0085386,3.32386756,0.32848082986971877,0,go_long,go_long,2023-12-01 19:45:00+00:00,0.010194113646441821,0.01136,133341.0,0.0107002,0,0.0112,0.010103200000000003,go_long,0.010455858601437997,0,0.010836,False,go_long,0.010836,0,0.010564857142857135
1183,BEAMX/USDT:USDT,2023-12-01 20:00:00+00:00,first_buy,long-exit-profit,0.0112,0.011498,0.010568188047370612,0.010267586709668352,0.011018,0,0.011186,56745.0,1,False,0.0108374,0.010712857142857133,0.010163040000000003,3.58168932,0.35519334591969276,0,go_long,go_long,2023-12-06 06:45:00+00:00,0.014121026642547755,0.015385999999999999,46979.0,0.014648599999999994,0,0.015288999999999999,0.01406260000000001,go_long,0.014367912921174605,0,0.014556,False,go_long,0.014575999999999999,0,0.014464428571428559
1184,BEAMX/USDT:USDT,2023-12-06 07:00:00+00:00,first_buy,long-exit-profit,0.015207,0.015515999999999999,0.014532541702532358,0.014218580224581254,0.015049,0,0.015437999999999999,54092.0,0,False,0.014865599999999996,0.014664999999999985,0.01411704000000001,3.53825598,0.327619658612976,0,go_long,go_long,2023-12-12 10:00:00+00:00,0.019575340644651832,0.020555,14344.0,0.020130600000000023,0,0.020510999999999998,0.019519880000000017,go_long,0.019932203351902184,0,0.020239,False,go_long,0.020239,0,0.01998185714285711
1186,BEAMX/USDT:USDT,2024-01-03 12:15:00+00:00,first_buy,long-exit-profit,0.017506,0.017506,0.01758438102194966,0.017849660536932536,0.013143,1,0.014966,124020.0,0,False,0.01727940000000004,0.017608142857142798,0.018000000000000002,3.44827007,0.3258627281869237,1,go_long,go_long,2024-01-04 04:00:00+00:00,0.01841132834901331,0.020458,34096.0,0.019422200000000032,0,0.020073999999999998,0.01859824,go_long,0.018956513364957423,0,0.019761,False,go_long,0.019833,0,0.019106142857142797
1188,BEAMX/USDT:USDT,2024-01-23 09:15:00+00:00,first_buy,long-exit-profit,0.01642,0.016482999999999998,0.016653706999970475,0.01684239742885707,0.016044,1,0.016083,18985.0,1,False,0.016420799999999982,0.016521428571428624,0.016966559999999985,3.68010268,0.3252438385776438,1,go_long,go_long,2024-02-09 18:30:00+00:00,0.020775128338364462,0.021521,20512.0,0.02130640000000004,0,0.021501,0.02065188,go_long,0.02103993925428213,0,0.021263,False,go_long,0.021457999999999998,0,0.02122071428571437
1189,BEAMX/USDT:USDT,2024-02-09 18:45:00+00:00,first_buy,long-exit-profit,0.021488999999999998,0.022,0.021180410138238726,0.020862378091078205,0.02144,0,0.021953,36640.0,0,False,0.021479000000000043,0.021376000000000086,0.02070884,3.63735125,0.33190697227507604,0,go_long,go_long,2024-02-12 16:00:00+00:00,0.026608964803331865,0.029471999999999998,95970.0,0.02863560000000003,1,0.029280999999999998,0.025997639999999985,go_long,0.027439158353176993,0,0.028371999999999998,False,go_long,0.028658999999999997,0,0.02802042857142867
1224,BEER/USDT:USDT,2024-07-05 00:45:00+00:00,first_buy,long-exit-profit,2.9299999999999997e-05,2.9599999999999998e-05,3.052287666681284e-05,3.2288658847692176e-05,2.3199999999999998e-05,1,2.52e-05,9309046.0,0,False,2.897999999999899e-05,2.9714285714286103e-05,3.3088000000000175e-05,4.14605095,0.34832302085266514,1,go_long,go_long,2024-07-09 16:00:00+00:00,3.2748826198304845e-05,3.49e-05,1576653.0,3.321999999999904e-05,0,3.42e-05,3.275200000000017e-05,go_long,3.308968442996335e-05,0,3.34e-05,False,go_long,3.34e-05,0,3.311428571428606e-05
1190,BEAMX/USDT:USDT,2024-02-12 16:15:00+00:00,first_buy,long-exit-profit,0.029233,0.029358,0.02762805706807284,0.026761411854936912,0.028630000000000003,1,0.028666999999999998,31724.0,0,False,0.028861000000000026,0.028393285714285812,0.026136359999999987,4.21662945,0.3673576789485326,0,go_long,go_long,2024-03-04 22:45:00+00:00,0.03588028610068877,0.039900000000000005,28663.0,0.03796359999999986,0,0.039616,0.035098040000000004,go_long,0.03689666715946125,0,0.03796,False,go_long,0.038176999999999996,0,0.03742428571428579
1195,BEAMX/USDT:USDT,2024-04-29 07:15:00+00:00,first_buy,long-exit-profit,0.025679,0.025706999999999997,0.02592241398723742,0.026090449012738322,0.025498999999999997,1,0.025689,1068.0,0,False,0.025798599999999804,0.025891857142857334,0.026119200000000054,5.1849364,0.40367506864798686,1,go_long,go_long,2024-05-31 06:30:00+00:00,0.02696744964570993,0.043488,308865.0,0.02814639999999984,0,0.035838,0.02653732000000004,go_long,0.02770070696343589,0,0.026451,False,go_long,0.026451,0,0.027618571428571603
1199,BEAMX/USDT:USDT,2024-07-05 00:45:00+00:00,first_buy,long-exit-profit,0.013743,0.013743,0.014107422913741108,0.014397307735981265,0.013125,1,0.013333,55380.0,0,False,0.013788199999999839,0.013946857142857367,0.014487360000000065,3.566848,0.3305458919559105,1,go_long,go_long,2024-07-16 17:00:00+00:00,0.017355751423191894,0.018005999999999998,1186.0,0.017792799999999824,0,0.017935,0.017318160000000075,go_long,0.017556839966636595,0,0.017771,False,go_long,0.017832,0,0.01768228571428594
517,ARPA/USDT:USDT,2021-10-19 11:45:00+00:00,first_buy,long-exit-profit,0.1776,0.17861000000000002,0.17661260284525526,0.17317458689458692,0.17596,0,0.17703000000000002,6428.0,1,False,0.17958600000000008,0.1784585714285715,0.17475560000000004,3.7789308,0.3550547979191961,0,go_long,go_long,2021-11-03 11:15:00+00:00,0.21429245081950107,0.24632,58045.0,0.2269719999999999,0,0.2404,0.21240839999999983,go_long,0.22204849726057402,0,0.23138000000000003,False,go_long,0.23147,0,0.22565428571428578
1204,BEAMX/USDT:USDT,2024-11-01 07:15:00+00:00,first_buy,long-exit-profit,0.016731,0.016736,0.016845775392364665,0.016903993216516772,0.016583,1,0.016583999999999998,2164.0,0,False,0.016773599999999812,0.016824285714285986,0.01689940000000002,3.7732821,0.3247116486986241,1,go_long,go_long,2024-11-11 18:00:00+00:00,0.020945290241427595,0.022088999999999998,4364.0,0.021591999999999795,0,0.021988,0.020804079999999985,go_long,0.021270506161261613,0,0.021913,False,go_long,0.021931,1,0.021428000000000256
1205,BEAMX/USDT:USDT,2024-11-11 18:15:00+00:00,first_buy,long-exit-profit,0.022012999999999998,0.022069,0.021325043674913672,0.02099563911243296,0.021508,1,0.021625,10720.0,0,False,0.021696199999999794,0.021536428571428828,0.020835919999999987,3.5367193,0.32811906703994376,0,go_long,go_long,2024-12-01 12:30:00+00:00,0.02795600885657002,0.02867,856.0,0.02838619999999974,0,0.02867,0.02802252000000001,go_long,0.0281787370844089,0,0.028311,False,go_long,0.028356,0,0.028238142857143107
1206,BEAMX/USDT:USDT,2024-12-01 12:45:00+00:00,first_buy,long-exit-profit,0.028713,0.028713,0.02825108522526907,0.02800734153386113,0.028648999999999997,1,0.028648999999999997,86.0,0,False,0.02846979999999974,0.028360000000000253,0.02805020000000001,3.733504,0.32809414371694456,0,go_long,go_long,2024-12-11 22:00:00+00:00,0.03623693726283223,0.037787,2412.0,0.03706399999999966,0,0.037597,0.03631404000000002,go_long,0.03697110150505716,0,0.037265,False,go_long,0.037437,0,0.037255142857143084
1806,CREAM/USDT:USDT,2023-10-10 11:45:00+00:00,first_buy,long-exit-profit,15.39,15.39,15.430836785680796,15.525293073916435,15.23,1,15.23,1164.0,0,False,15.383999999999517,15.39571428571418,15.553600000000245,4.2181024,0.4326018921945335,1,go_long,go_long,2023-11-12 18:30:00+00:00,18.431092659716185,23.83,429417.0,18.957999999999487,0,22.54,18.37080000000024,go_long,18.761078007817826,0,18.15,False,go_long,18.15,0,18.667142857142746
1212,BEER/USDT:USDT,2024-06-13 06:30:00+00:00,first_buy,long-exit-profit,0.0001657,0.0001771,0.0002565507415613359,0.00029459832788995176,8.24e-05,1,0.0001199,2157660.0,0,False,0.00022367999999999905,0.0002505285714285715,0.00030424800000000024,9.654953,0.731925003210479,1,go_long,go_long,2024-06-13 07:00:00+00:00,0.0002784402673953633,0.00022099999999999998,989334.0,0.00017787999999999908,0,0.0002085,0.0002916080000000003,go_long,0.00023554816407645943,1,0.0001516,False,go_long,0.0001518,0,0.0002112714285714286
1214,BEER/USDT:USDT,2024-06-15 15:30:00+00:00,first_buy,long-exit-profit,0.0001814,0.0001835,0.0001940342480108573,0.00020271052730839228,0.000169,1,0.00017659999999999998,561812.0,0,False,0.00018737999999999914,0.00018880000000000033,0.00020478,4.401845,0.3557229859608116,1,go_long,go_long,2024-06-16 10:45:00+00:00,0.00018634466006260675,0.0002466,1099462.0,0.00020421999999999902,0,0.00023879999999999998,0.0001829400000000001,go_long,0.0001963049645026061,0,0.0002075,False,go_long,0.00020789999999999998,0,0.00019791428571428601
1217,BEER/USDT:USDT,2024-06-18 08:00:00+00:00,first_buy,long-exit-profit,9e-05,9.35e-05,0.00010528468088000066,0.00011398735524392587,7.54e-05,1,7.62e-05,2292041.0,0,False,9.969999999999898e-05,0.00010381428571428603,0.00011446400000000016,4.627434,0.35686360883211277,1,go_long,go_long,2024-06-19 00:00:00+00:00,8.83518081112921e-05,0.00010389999999999999,488074.0,9.185999999999899e-05,0,0.00010379999999999999,8.802400000000012e-05,go_long,9.031490017614925e-05,0,8.75e-05,False,go_long,8.87e-05,0,9.00571428571432e-05
1218,BEER/USDT:USDT,2024-06-19 00:15:00+00:00,first_buy,long-exit-profit,0.0001036,0.0001036,9.095876168751091e-05,8.880722973267787e-05,9.329999999999999e-05,0,9.449999999999999e-05,347369.0,0,False,9.3059999999999e-05,9.15571428571432e-05,8.810000000000012e-05,4.287088,0.34825217066231867,0,go_long,go_long,2024-06-19 11:30:00+00:00,0.00011091506793496358,0.0001282,482912.0,0.00012093999999999903,0,0.0001277,0.00010916000000000015,go_long,0.00011736298951317297,0,0.0001203,False,go_long,0.0001203,0,0.00012055714285714319
1221,BEER/USDT:USDT,2024-06-21 16:00:00+00:00,first_buy,long-exit-profit,5.16e-05,5.18e-05,5.197469351464581e-05,5.3734325930606686e-05,4.2e-05,1,5e-05,2505815.0,0,False,5.1079999999999016e-05,5.1500000000000364e-05,5.4148000000000194e-05,4.295725,0.3440026906960775,1,go_long,go_long,2024-06-22 13:30:00+00:00,6.020008879645577e-05,6.72e-05,529078.0,6.573999999999901e-05,0,6.72e-05,6.006400000000018e-05,go_long,6.285847332642054e-05,0,6.51e-05,False,go_long,6.599999999999999e-05,0,6.398571428571463e-05
1192,BEAMX/USDT:USDT,2024-03-19 07:15:00+00:00,first_buy,long-exit-profit,0.030018999999999997,0.030088999999999998,0.03060613102499397,0.03125170645345932,0.029144,1,0.029144,7277.0,0,False,0.030312399999999927,0.0304880000000001,0.031246560000000086,4.03761202,0.3458143382680419,1,go_long,go_long,2024-03-26 14:30:00+00:00,0.03698545711379823,0.040325,18776.0,0.037456599999999916,0,0.039237999999999995,0.036852080000000065,go_long,0.0372133261577495,0,0.038187,False,go_long,0.038425999999999995,0,0.037219571428571574
1459,BNB/USDT:USDT,2022-05-12 04:30:00+00:00,first_buy,long-exit-profit,249.898,250.34,259.43940959068306,265.48808501492476,235.387,1,247.477,4152505.0,0,False,253.41280000000506,255.6961428571424,267.5703999999996,3.16304828,0.32768384273983975,1,go_long,go_long,2022-05-23 07:30:00+00:00,322.3897926724784,329.823,368392.0,326.1512000000051,0,328.987,321.52107999999913,go_long,324.4444121442902,0,326.927,False,go_long,327.052,0,325.56657142857097
1303,BEL/USDT:USDT,2024-11-12 11:00:00+00:00,first_buy,long-exit-profit,0.553,0.5563,0.5853215825180372,0.5965457009683958,0.53,1,0.5534,22162.0,1,False,0.5689999999999887,0.5799000000000033,0.6009639999999931,4.14090449,0.33971977681512044,1,go_long,go_long,2024-11-22 10:45:00+00:00,0.6997269688441792,0.7493000000000001,104628.0,0.7236799999999888,0,0.7462000000000001,0.6999879999999931,go_long,0.7138162771314469,0,0.7205,False,go_long,0.7245,0,0.7160714285714315
1310,BICO/USDT:USDT,2021-12-14 10:15:00+00:00,first_buy,long-exit-profit,4.257,4.264,4.3099885240519145,4.345192352214338,4.198,1,4.216,63767.0,0,False,4.283199999999985,4.309285714285719,4.356999999999997,3.9504051,0.3474331705850603,1,go_long,go_long,2021-12-26 17:30:00+00:00,5.097957946788746,5.68,1006251.0,5.266199999999982,0,5.68,5.0559600000000025,go_long,5.193434173585129,0,5.317,False,go_long,5.386,0,5.197857142857147
1399,BLAST/USDT:USDT,2024-09-17 01:30:00+00:00,first_buy,long-exit-profit,0.008628,0.008641,0.008749588174852989,0.008799908261869965,0.008572,1,0.008641,461.0,0,False,0.008687800000000068,0.008733999999999978,0.008811840000000059,3.66563658,0.3267869538992152,1,go_long,go_long,2024-09-28 04:45:00+00:00,0.011202012925957133,0.011483,782.0,0.011307000000000034,0,0.01148,0.011191560000000036,go_long,0.011264439145661007,0,0.01139,False,go_long,0.011411,0,0.01128871428571426
1402,BLAST/USDT:USDT,2024-11-14 23:15:00+00:00,first_buy,long-exit-profit,0.008627,0.008627,0.008616855789944535,0.008657280673362357,0.008432,1,0.008432,2112.0,0,False,0.008597800000000062,0.00863014285714281,0.008662240000000026,4.1658495,0.32698391767336965,1,go_long,go_long,2024-11-25 12:15:00+00:00,0.010853911294203853,0.011295,1668.0,0.011144600000000063,0,0.011295,0.010930560000000025,go_long,0.011030554590224282,0,0.011198999999999999,False,go_long,0.011252,0,0.011037857142857089
1403,BLAST/USDT:USDT,2024-11-25 12:30:00+00:00,first_buy,long-exit-profit,0.011281999999999999,0.011523,0.011066161576343624,0.01088414008722579,0.011262,1,0.011262,3271.0,1,False,0.011236800000000064,0.011108285714285659,0.010951800000000025,4.70920086,0.3495687593725935,0,go_long,go_long,2024-12-06 17:30:00+00:00,0.014141883162413053,0.015390000000000001,5560.0,0.014625000000000063,0,0.015332,0.014011400000000033,go_long,0.014391763174612887,0,0.014733,False,go_long,0.014835999999999998,0,0.014441857142857088
1408,BLUR/USDT:USDT,2023-02-15 08:00:00+00:00,first_buy,long-exit-profit,0.8006000000000001,0.8168000000000001,0.7675320477912849,0.7767823361823362,0.7802,0,0.7856000000000001,752156.0,0,False,0.7758999999999996,0.7656999999999997,0.775436,3.595189,0.35225898671008965,0,go_long,go_long,2023-02-16 01:15:00+00:00,0.9607445273809005,1.078,1022082.0,1.0281599999999995,0,1.0611,0.958668,go_long,0.9926415609860293,0,1.0271,False,go_long,1.0394,1,1.0037999999999998
1416,BLUR/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,long-exit-profit,0.2262,0.2262,0.218529516017096,0.2274718437037411,0.1497,1,0.1534,1937635.0,0,False,0.2130199999999976,0.2184714285714213,0.22930000000000006,3.202816,0.3271859031021334,1,go_long,go_long,2023-08-17 23:00:00+00:00,0.21840675791329242,0.2061,210538.0,0.1987399999999976,0,0.2034,0.2219440000000001,go_long,0.2077502470665198,0,0.199,False,go_long,0.2003,0,0.19617142857142128
1419,BLUR/USDT:USDT,2023-10-09 16:45:00+00:00,first_buy,long-exit-profit,0.16240000000000002,0.1632,0.16297175643125433,0.1643766855992288,0.1574,1,0.1602,310690.0,0,False,0.16209999999999827,0.16267142857142142,0.16381200000000018,3.31859042,0.3390441226854509,1,go_long,go_long,2023-10-18 16:30:00+00:00,0.19075356367232363,0.21530000000000002,2332131.0,0.2058399999999984,0,0.2146,0.18777199999999983,go_long,0.19797332609812943,0,0.20850000000000002,False,go_long,0.2114,0,0.20177142857142139
1420,BLUR/USDT:USDT,2023-10-18 16:45:00+00:00,first_buy,long-exit-profit,0.2147,0.2222,0.20106973746764797,0.19277922562252187,0.2126,0,0.21810000000000002,4670066.0,1,False,0.20983999999999842,0.20597142857142137,0.1891999999999998,3.29052486,0.334783340704514,0,go_long,go_long,2023-11-04 00:15:00+00:00,0.2790405599725861,0.2921,566357.0,0.28319999999999845,0,0.2921,0.2808559999999992,go_long,0.2819433609648541,0,0.2785,False,go_long,0.2822,0,0.2819714285714217
1421,BLUR/USDT:USDT,2023-11-04 00:30:00+00:00,first_buy,long-exit-profit,0.2918,0.29910000000000003,0.2829828438933381,0.27975607404869085,0.2857,0,0.2887,1148301.0,0,False,0.2849399999999984,0.2834857142857074,0.28116399999999925,3.28813056,0.32587755102040816,0,go_long,go_long,2023-11-06 20:00:00+00:00,0.3539591039530495,0.3856,1352332.0,0.3753199999999985,0,0.3825,0.3542679999999994,go_long,0.3672773762771988,0,0.37670000000000003,False,go_long,0.37720000000000004,0,0.3712142857142792
1422,BLUR/USDT:USDT,2023-11-06 20:15:00+00:00,first_buy,long-exit-profit,0.38270000000000004,0.3856,0.3691885491576298,0.3558658369935644,0.3788,1,0.37970000000000004,694925.0,1,False,0.3779399999999985,0.3738571428571364,0.3560239999999994,3.52369947,0.3434589324736848,0,go_long,go_long,2023-11-22 15:45:00+00:00,0.45578886712369937,0.5289,3224685.0,0.4823799999999988,0,0.5117,0.4552919999999998,go_long,0.4730302397832004,0,0.4937,False,go_long,0.4949,0,0.47944285714284945
1423,BLUR/USDT:USDT,2023-11-22 16:00:00+00:00,first_buy,long-exit-profit,0.5114000000000001,0.5144000000000001,0.4771948182780927,0.4590711732626846,0.49620000000000003,0,0.5001,1054951.0,1,False,0.4883399999999988,0.4837285714285638,0.45787999999999984,3.47676378,0.331253325084689,0,go_long,go_long,2023-11-24 18:15:00+00:00,0.6321797222340708,0.6756,2162813.0,0.6469999999999988,0,0.6671,0.6312319999999995,go_long,0.6409934206982396,0,0.645,False,go_long,0.6618,0,0.6423999999999925
1425,BLUR/USDT:USDT,2023-12-18 10:45:00+00:00,first_buy,long-exit-profit,0.406,0.4072,0.4160972419610668,0.4252198853625346,0.3961,1,0.40340000000000004,861279.0,0,False,0.4098599999999969,0.41127142857142085,0.42697599999999997,3.86780221,0.32996347387134906,1,go_long,go_long,2023-12-19 20:00:00+00:00,0.4962179821923769,0.5434,882196.0,0.517539999999997,0,0.539,0.49235600000000007,go_long,0.5051971221738113,0,0.5187,False,go_long,0.5237,0,0.508928571428564
1426,BLUR/USDT:USDT,2023-12-19 20:15:00+00:00,first_buy,long-exit-profit,0.5383,0.5393,0.5078129495316864,0.49814257610405266,0.5203,1,0.5222,556964.0,1,False,0.5218199999999971,0.5144999999999926,0.4938720000000001,3.86789962,0.3361492461431565,0,go_long,go_long,2024-01-16 09:30:00+00:00,0.673484284780583,0.7116,415610.0,0.6892799999999963,0,0.7047,0.6745200000000001,go_long,0.6828696107659237,0,0.6895,False,go_long,0.6895,0,0.6854428571428509
1396,BLAST/USDT:USDT,2024-08-05 01:15:00+00:00,first_buy,long-exit-profit,0.009273,0.009288,0.00956902912333352,0.009815959118875967,0.008295,1,0.00867,175532.0,0,False,0.009314200000000078,0.009480571428571427,0.009918040000000062,3.66623635,0.32465596257767443,1,go_long,go_long,2024-08-10 16:45:00+00:00,0.010889811224679784,0.011512,17100.0,0.011209000000000085,0,0.011451,0.010913040000000061,go_long,0.011077403408568323,0,0.011283,False,go_long,0.011323,0,0.011152571428571423
1430,BLUR/USDT:USDT,2024-05-13 02:30:00+00:00,first_buy,long-exit-profit,0.35910000000000003,0.35910000000000003,0.36205854182526365,0.36444611422452405,0.3536,1,0.3547,19907.0,0,False,0.35965999999999115,0.36097142857142256,0.3651000000000007,4.34068295,0.33060241706221954,1,go_long,go_long,2024-05-25 17:30:00+00:00,0.4572158748737562,0.4727,27831.0,0.46723999999998994,0,0.4726,0.4555720000000012,go_long,0.4612110502674975,0,0.4636,False,go_long,0.46630000000000005,0,0.463471428571423
1438,BLUR/USDT:USDT,2024-09-04 01:15:00+00:00,first_buy,long-exit-profit,0.1458,0.1458,0.1477089947204437,0.1491530073774638,0.1398,1,0.14300000000000002,1066882.0,0,False,0.1465199999999911,0.14701428571427982,0.1495000000000012,3.81012675,0.32930350554737375,1,go_long,go_long,2024-09-18 18:30:00+00:00,0.18289065146456648,0.1904,125358.0,0.18527999999999092,0,0.1902,0.18288000000000124,go_long,0.18451137611871213,0,0.18610000000000002,False,go_long,0.18610000000000002,0,0.18438571428570832
1439,BLUR/USDT:USDT,2024-09-18 18:45:00+00:00,first_buy,long-exit-profit,0.1904,0.1935,0.18521731825429488,0.18335060320793192,0.1885,0,0.18910000000000002,132156.0,0,False,0.18671999999999095,0.18522857142856547,0.18322400000000122,3.80008742,0.3289338308729707,0,go_long,go_long,2024-09-25 02:45:00+00:00,0.2379008262000816,0.2528,102554.0,0.24695999999999207,0,0.2516,0.23694400000000126,go_long,0.24398546595605505,0,0.2464,False,go_long,0.2466,0,0.24699999999999395
1441,BLUR/USDT:USDT,2024-10-25 18:00:00+00:00,first_buy,long-exit-profit,0.23800000000000002,0.2381,0.2407423338048706,0.2426520926264399,0.2356,1,0.23620000000000002,37083.0,0,False,0.23917999999999254,0.23958571428570855,0.24365200000000095,4.10143218,0.3407120395445496,1,go_long,go_long,2024-11-24 04:00:00+00:00,0.30032904249403736,0.31880000000000003,271271.0,0.3076799999999935,0,0.31880000000000003,0.298392000000001,go_long,0.30533888988793917,0,0.3052,False,go_long,0.3052,0,0.3065571428571366
1442,BLUR/USDT:USDT,2024-11-24 04:15:00+00:00,first_buy,long-exit-profit,0.31880000000000003,0.32070000000000004,0.3067329068282562,0.3013713356426272,0.3118,0,0.3144,137104.0,0,False,0.3096199999999935,0.3080714285714223,0.299336000000001,4.47361848,0.33812620717155645,0,go_long,go_long,2024-12-04 02:45:00+00:00,0.3997493165805776,0.4237,326442.0,0.4107999999999937,0,0.4224,0.3990360000000009,go_long,0.40668037340744784,0,0.4103,False,go_long,0.41100000000000003,0,0.4094571428571367
