,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),high (exit),long-large-rl (exit),long_jcrosk (exit),sma-07 (exit),short-large-rl (exit),volume (exit),long-small-rl (exit),sma-05 (exit),mean-grad-hist (exit),low (exit),sma-compare (exit),sma-25 (exit),close (exit),ema-12 (exit),ema-26 (exit),open (exit),short_kdj (exit),short-small-rl (exit)
472,GAS/USDT:USDT,2024-07-14 18:30:00+00:00,first_buy,force_exit,3.952,3.995,3.841454954336995,3.793515152865254,3.878,1,3.885,1827950.7,1,False,3.8786000000000085,3.858428571428552,3.7918000000000642,-1.70814252,-0.02797688453739409,0,go_long,do_nothing,go_long,go_long,3.798,go_long,0,3.7525714285714105,go_long,19340.8,go_long,3.7551999999999977,0,3.779,0,3.7398800000000665,3.779,3.7661812456651824,3.752691877861793,3.792,False,do_nothing
242,ETH/USDT:USDT,2024-02-28 09:15:00+00:00,first_buy,force_exit,3334.13,3334.13,3297.5509929484397,3279.946730739029,3312.14,0,3327.14,92987.507,0,False,3314.2059999999706,3308.8657142856746,3273.3207999999863,-20.50314005,-0.34201308351930204,0,go_long,go_long,go_short,go_short,2453.83,go_short,0,2449.512857142796,go_short,12964.279,go_long,2448.529999999975,0,2446.85,1,2472.161199999989,2446.85,2474.3326505453347,2455.314044659892,2452.28,False,go_long
359,API3/USDT:USDT,2024-08-04 17:45:00+00:00,first_buy,force_exit,1.3462,1.3477999999999999,1.364913549484573,1.394533006994455,1.3017,0,1.3173,227181.8,0,False,1.3430600000000215,1.350271428571449,1.4076320000000022,2.77935043,0.045328524803403776,1,go_long,go_long,go_long,go_long,1.3819,go_long,0,1.3752857142857382,go_long,24196.0,go_long,1.375400000000025,1,1.3745,0,1.3801120000000093,1.3751,1.3927502940030627,1.3775473817053874,1.3811,False,go_long
67,UNI/USDT:USDT,2024-09-27 14:45:00+00:00,first_buy,force_exit,7.499,7.515,7.4558742935434354,7.435400190787091,7.453,0,7.493,180627.0,0,False,7.462800000000077,7.458428571428942,7.436719999999988,-5.21018773,-0.0868423442881198,0,go_long,go_long,go_long,go_long,6.902,go_long,0,6.882285714286094,go_long,45915.0,go_long,6.879600000000066,1,6.859,1,6.9547199999999885,6.8629999999999995,6.97547184771825,6.903418993519771,6.902,False,go_long
104,OP/USDT:USDT,2024-06-24 09:45:00+00:00,first_buy,force_exit,1.6844000000000001,1.6844000000000001,1.6920212706592228,1.6995350575231847,1.5954000000000002,1,1.6618,8041631.5,0,False,1.6905400000000324,1.6918714285714667,1.6975599999999964,-1.21548905,-0.019802127500509213,1,go_long,do_nothing,go_short,go_short,1.6676000000000002,go_short,0,1.6604000000000396,go_short,320225.1,go_long,1.6596000000000182,0,1.6609,1,1.6642000000000037,1.6622,1.6746994152093082,1.6613898120499762,1.667,False,do_nothing
515,NEAR/USDT:USDT,2024-08-24 19:30:00+00:00,second_buy,force_exit,5.183,5.206,5.101163978450834,5.040692066673902,5.164,0,5.19,541750.0,0,False,5.140599999999858,5.115285714285754,5.028639999999973,4.19015878,0.0734549856067868,0,go_short,go_short,do_nothing,do_nothing,4.849,do_nothing,0,4.815428571428624,do_nothing,144180.0,go_short,4.822199999999855,0,4.827,0,4.853239999999965,4.834,4.87659559748811,4.8323647236228595,4.848,False,go_short
95,DYDX/USDT:USDT,2024-06-18 01:45:00+00:00,first_buy,force_exit,1.361,1.361,1.3803925361628742,1.4063528138567074,1.175,1,1.236,7846646.1,1,False,1.358600000000018,1.3761428571429875,1.4169199999999558,-18.18889959,-0.2962789518494901,1,go_long,go_long,go_long,go_long,0.906,go_long,0,0.9035714285715539,go_long,586780.5,go_long,0.902400000000019,1,0.899,1,0.9151599999999591,0.899,0.9197467066311014,0.9070694693917652,0.906,False,go_long
79,LDO/USDT:USDT,2024-08-04 16:15:00+00:00,second_buy,force_exit,1.2732999999999999,1.2844,1.2995882278556383,1.3140388752238985,1.2604,1,1.2729,906591.0,0,False,1.2819600000000277,1.2874428571428773,1.3224400000000063,7.20114034,0.11798706082208336,1,do_nothing,go_long,do_nothing,do_nothing,1.1375,do_nothing,0,1.13331428571431,do_nothing,146916.0,do_nothing,1.133680000000028,0,1.1317,0,1.1515400000000031,1.1320999999999999,1.1549842897187017,1.1387999914069953,1.1375,False,go_long
255,ALGO/USDT:USDT,2024-06-18 01:30:00+00:00,first_buy,force_exit,0.1423,0.1423,0.1436205646832649,0.14512165473993494,0.13620000000000002,1,0.1396,25719770.9,0,False,0.14213999999998342,0.14284285714285846,0.1458440000000195,-7.69303886,-0.12529056792887516,1,go_long,go_long,go_long,go_long,0.125,go_long,0,0.12444285714285834,go_long,1271399.9,go_long,0.12447999999998378,0,0.12440000000000001,0,0.12474000000001934,0.1247,0.12538216119534445,0.12456217511439947,0.12480000000000001,False,go_long
348,CRV/USDT:USDT,2024-08-12 08:30:00+00:00,second_buy,force_exit,0.278,0.28600000000000003,0.27431929480374845,0.26884468799933203,0.277,0,0.28500000000000003,25282189.8,0,False,0.27739999999997644,0.2755714285714596,0.26947999999999356,6.3319452,0.10334382513995112,0,go_short,do_nothing,do_nothing,do_nothing,0.26,do_nothing,0,0.2577142857143177,do_nothing,3626121.8,go_short,0.25779999999997794,0,0.258,0,0.2605599999999943,0.258,0.2613301316544213,0.2588225661549819,0.259,False,do_nothing
160,COMP/USDT:USDT,2024-08-23 20:30:00+00:00,first_buy,force_exit,54.16,54.31,53.58353998718673,53.07603787413889,54.01,0,54.26,5126.334,0,False,53.841999999999906,53.668571428568384,53.03199999999834,-13.53738572,-0.22056799379816383,0,go_long,do_nothing,go_long,go_long,42.68,go_long,0,42.57857142856822,go_long,1007.358,go_long,42.582,1,42.56,0,42.75839999999831,42.57,43.05456841987115,42.65481876969892,42.68,False,do_nothing
382,RUNE/USDT:USDT,2024-09-26 11:00:00+00:00,first_buy,force_exit,5.608,5.65,5.401639596937231,5.303738544305246,5.585,0,5.629,877884.0,0,False,5.48120000000003,5.4292857142856965,5.283480000000134,-10.75402303,-0.19085592023893677,0,go_long,go_short,go_short,go_short,4.594,go_short,0,4.573857142857123,go_short,55509.0,go_long,4.576800000000024,0,4.57,0,4.626040000000138,4.572,4.643195857834766,4.588937986824615,4.594,False,go_short
451,COTI/USDT:USDT,2024-09-13 18:45:00+00:00,second_buy,force_exit,0.1053,0.11057000000000002,0.1032682250986259,0.10179841556249271,0.10496000000000001,0,0.10815000000000001,42033436.0,1,False,0.10480599999999307,0.10412285714286264,0.1008480000000015,4.21881772,0.06887408608999504,0,go_short,go_long,do_nothing,do_nothing,0.10198000000000002,do_nothing,1,0.10130857142857695,do_nothing,1213966.0,go_short,0.10141799999999312,1,0.10102000000000001,0,0.10153880000000148,0.10103000000000001,0.1027555973701227,0.10145635204752723,0.10198000000000002,False,go_long
