,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),short_kdj (exit),long-large-rl (exit),open (exit),ema-26 (exit),short-large-rl (exit),long_jcrosk (exit),sma-07 (exit),sma-25 (exit),short-small-rl (exit),close (exit),mean-grad-hist (exit),sma-05 (exit),long-bid-rl (exit),long-small-rl (exit),short-bid-rl (exit),sma-compare (exit),low (exit),volume (exit),ema-12 (exit),high (exit)
534,BCH/USDT:USDT,2020-10-20 08:00:00+00:00,first_buy,trailing_stop_loss,247.2,247.2,247.847015337235,248.4032208725472,245.0,1,246.0,10994.0,0,False,247.63999999999746,247.7357142857166,248.60199999999935,-0.2790164,-0.028332756895472894,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,242.95,243.1942402467125,go_long,0,243.17142857143082,243.53999999999954,go_long,241.7,1,243.02999999999733,do_nothing,go_long,do_nothing,1,241.55,15585.0,243.81907721538906,242.95
572,BCH/USDT:USDT,2020-12-02 16:15:00+00:00,first_buy,trailing_stop_loss,288.9,288.9,290.3604914568645,291.59887827512074,285.05,0,286.15,1845.0,0,False,288.61999999999716,289.52857142857323,292.4539999999995,-0.0158685,-0.0018256057295615077,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,292.0,292.09684305247055,go_long,0,292.1214285714303,292.91199999999947,go_long,292.0,1,292.03999999999724,do_nothing,go_long,do_nothing,1,292.0,0.0,292.3657167675889,292.0
573,BCH/USDT:USDT,2020-12-03 05:45:00+00:00,first_buy,trailing_stop_loss,291.1,291.1,291.551174890552,292.0830710811008,288.0,1,288.55,3159.0,1,False,291.22999999999723,291.65714285714455,292.6779999999995,0.0111495,0.0012860364436394918,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,293.3,293.3341981178271,go_long,0,293.5071428571445,293.09399999999937,go_long,295.15,1,293.4699999999972,do_nothing,go_long,do_nothing,0,293.25,3150.0,292.7915648521108,295.15
574,BCH/USDT:USDT,2020-12-03 16:15:00+00:00,first_buy,trailing_stop_loss,295.45,297.3,292.6827830227768,292.5181156038063,289.1,1,289.1,4838.0,1,False,292.68999999999716,292.7857142857159,293.00799999999936,-0.002331,-0.0002689618074233459,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,291.0,291.3699785926936,go_long,0,291.4571428571445,291.6639999999994,go_long,290.25,1,290.8199999999973,do_nothing,go_long,do_nothing,1,289.9,1666.0,291.5611597188854,291.0
602,BCH/USDT:USDT,2021-01-09 22:30:00+00:00,first_buy,trailing_stop_loss,553.55,553.55,539.0554455754753,521.492574696942,546.05,1,547.75,6913.0,0,False,544.4399999999968,543.8571428571456,523.2159999999994,-0.9598891,-0.17532318673190783,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,461.7,462.5516085880695,go_long,1,462.45000000000334,465.5079999999996,go_long,460.0,1,463.0199999999967,do_nothing,go_long,do_nothing,0,460.0,710.0,464.3648642391556,462.65
603,BCH/USDT:USDT,2021-01-12 23:00:00+00:00,first_buy,trailing_stop_loss,459.7,460.0,460.8975149591357,463.4341335547737,450.05,1,451.8,21001.0,0,False,461.67999999999677,460.8285714285748,464.7439999999996,0.3673342,0.04059372043885318,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,491.15,495.14032141731894,go_long,0,493.0500000000032,502.0239999999996,go_long,487.2,1,489.4099999999961,do_nothing,go_long,do_nothing,1,484.45,29934.0,500.2600767008488,492.6
604,BCH/USDT:USDT,2021-01-15 16:00:00+00:00,first_buy,trailing_stop_loss,485.95,485.95,491.78027196850064,498.2630339822674,467.35,1,473.3,60021.0,0,False,485.5699999999962,488.2714285714318,500.57199999999955,0.0444386,0.00469829672919947,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,484.45,484.26655754029906,go_long,1,484.01428571428886,487.6459999999997,go_long,478.85,1,483.61999999999614,do_nothing,go_long,do_nothing,1,478.0,5306.0,485.25799520094114,485.3
605,BCH/USDT:USDT,2021-01-16 05:45:00+00:00,first_buy,trailing_stop_loss,480.15,480.15,483.4486256110223,484.7907362971677,474.9,1,478.95,4752.0,0,False,482.3199999999962,482.7214285714317,487.30399999999975,-0.148071,-0.015408653846153846,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,482.15,482.7233947963271,go_long,0,484.07857142857455,484.6919999999996,go_long,474.95,1,481.9399999999967,do_nothing,go_long,do_nothing,1,474.25,15599.0,483.19906079172813,482.15
606,BCH/USDT:USDT,2021-01-18 03:45:00+00:00,first_buy,trailing_stop_loss,474.5,475.6,481.2582571353537,482.45838962197047,471.7,1,473.2,4372.0,0,False,479.17999999999665,481.66428571428884,484.0919999999996,0.9113688,0.09634479805908376,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,522.7,523.8384298968809,go_long,1,524.1000000000032,525.2979999999994,go_long,525.15,1,523.7999999999967,do_nothing,go_long,do_nothing,1,522.7,965.0,525.2001047498239,525.8
607,BCH/USDT:USDT,2021-01-19 23:15:00+00:00,first_buy,trailing_stop_loss,525.4,525.55,522.8479022204377,524.6223192128,517.4,1,517.4,4839.0,0,False,522.5499999999967,522.8642857142889,524.4939999999995,-0.3372158,-0.06514143306176565,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,487.0,491.37126017822214,go_long,0,490.1500000000031,493.41999999999956,go_long,487.05,1,488.79999999999666,do_nothing,go_long,do_nothing,1,486.4,1853.0,492.49783362878014,488.2
608,BCH/USDT:USDT,2021-01-21 02:45:00+00:00,first_buy,trailing_stop_loss,488.55,488.55,490.5756816892649,492.0313274340557,484.05,1,486.2,6790.0,0,False,487.8999999999966,488.87142857143164,493.0819999999996,-0.6096525,-0.12489356229743805,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,432.0,434.0160563610931,go_long,0,432.99285714286015,437.8399999999997,go_long,430.0,1,432.5899999999968,do_nothing,go_long,do_nothing,1,430.0,1850.0,435.99143343499213,432.0
609,BCH/USDT:USDT,2021-01-24 16:45:00+00:00,first_buy,trailing_stop_loss,429.4,431.35,433.38281692092494,435.54021614351126,427.5,1,429.9,5447.0,0,False,431.7699999999968,432.3571428571459,437.46599999999967,-0.2344066,-0.027191410540226148,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,422.15,424.2074688664087,go_long,0,423.7142857142888,425.9559999999997,go_long,421.95,0,422.46999999999696,do_nothing,go_long,do_nothing,1,421.0,7658.0,425.4221810665278,422.65
610,BCH/USDT:USDT,2021-01-27 02:45:00+00:00,first_buy,trailing_stop_loss,420.95,421.1,423.62170442542276,425.0501676541924,419.6,1,420.4,4056.0,0,False,421.549999999997,422.6928571428602,425.5879999999997,-0.9365014,-0.1112312250821346,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,380.35,380.5517581007965,go_long,0,380.75714285714594,379.63599999999957,go_long,377.55,1,380.0399999999971,do_nothing,go_long,do_nothing,0,377.2,5626.0,381.4355521000084,380.35
611,BCH/USDT:USDT,2021-01-27 23:45:00+00:00,first_buy,trailing_stop_loss,377.0,377.7,379.69764146990474,380.9588445370448,374.5,1,375.0,3120.0,0,False,378.1099999999971,379.8357142857174,379.2839999999996,0.6748734,0.08967799957424857,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,410.9,412.6726702386252,go_long,1,412.47857142857447,412.9499999999995,go_long,410.9,1,412.80999999999705,do_nothing,go_long,do_nothing,0,410.9,700.0,412.61194004658756,410.9
601,BCH/USDT:USDT,2021-01-02 01:30:00+00:00,first_buy,trailing_stop_loss,334.35,337.05,338.44197770775617,339.682473179267,333.8,1,337.0,1825.0,0,False,336.4799999999965,338.42142857143136,339.23599999999976,1.0642172,0.157457648986085,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,399.75,401.634432236878,go_long,0,400.08571428571696,407.31999999999965,go_long,397.15,1,400.3199999999968,do_nothing,go_long,do_nothing,0,397.15,1054.0,403.6284841328994,401.2
612,BCH/USDT:USDT,2021-01-31 02:45:00+00:00,first_buy,trailing_stop_loss,411.05,411.05,412.1922594326829,412.38512967276625,409.5,1,409.55,1574.0,0,False,412.1999999999971,412.17857142857446,412.78199999999947,-0.1640562,-0.01998199313488267,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,405.6,407.8340560790009,go_long,0,406.9214285714316,410.3439999999996,go_long,405.15,1,406.46999999999724,do_nothing,go_long,do_nothing,1,404.3,4899.0,409.51353386545037,405.6
614,BCH/USDT:USDT,2021-01-31 15:30:00+00:00,first_buy,trailing_stop_loss,397.25,398.5,404.5215740698743,406.1790581431828,396.2,1,397.6,5258.0,0,False,401.63999999999703,403.3214285714316,407.4159999999996,-0.1103974,-0.01387957625058053,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,399.65,399.65406648611867,go_long,0,398.0928571428602,404.04799999999955,go_long,399.65,0,398.6499999999972,do_nothing,go_long,do_nothing,0,399.65,965.0,402.0933784745426,399.65
615,BCH/USDT:USDT,2021-01-31 18:00:00+00:00,first_buy,trailing_stop_loss,393.95,393.95,398.66113318056193,401.43460969865055,392.5,1,393.2,1185.0,1,False,397.85999999999717,397.6571428571459,403.38599999999957,0.0484218,0.006156729868070075,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,401.2,399.0112496899606,go_long,0,399.9142857142888,396.89399999999966,go_long,400.3,1,400.2099999999972,do_nothing,go_long,do_nothing,0,400.3,940.0,398.59450733633463,401.6
616,BCH/USDT:USDT,2021-02-01 00:15:00+00:00,first_buy,trailing_stop_loss,399.85,399.85,398.4325958915051,398.3467660521617,394.2,1,395.25,59508.0,0,False,399.33999999999713,399.30714285714595,396.9759999999996,0.207964,0.02627830050041029,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,413.0,413.4269165070215,go_long,0,409.79285714286016,417.6139999999995,go_long,411.95,0,410.7099999999972,do_nothing,go_long,do_nothing,0,411.5,1241.0,414.8932682515894,413.1
617,BCH/USDT:USDT,2021-02-01 16:00:00+00:00,first_buy,trailing_stop_loss,412.0,412.0,412.4766216597874,414.32710023295317,406.35,0,407.25,5858.0,0,False,409.34999999999724,410.4285714285744,417.24799999999954,-0.0528434,-0.0064853328489692125,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,412.05,411.5250627681435,go_long,0,409.8142857142887,416.42599999999965,go_long,411.7,0,409.6799999999972,do_nothing,go_long,do_nothing,1,410.5,2154.0,413.28584589540014,412.25
618,BCH/USDT:USDT,2021-02-01 17:15:00+00:00,first_buy,trailing_stop_loss,408.55,408.55,410.8904377268907,412.8498573105557,405.15,0,407.4,12982.0,0,False,409.7099999999972,409.6785714285744,416.1359999999996,0.6192718,0.0759456355086112,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,444.2,447.5402855984472,go_long,0,446.8785714285745,448.46599999999967,go_long,442.7,1,444.8699999999979,do_nothing,go_long,do_nothing,1,442.0,4624.0,447.6835173764113,444.2
619,BCH/USDT:USDT,2021-02-04 03:45:00+00:00,first_buy,trailing_stop_loss,441.85,442.6,446.23408781407073,447.04399757075123,439.05,1,439.05,9176.0,0,False,443.6899999999979,444.6285714285745,448.2539999999997,-0.37522,-0.042649352013329714,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,429.35,428.5617849630033,go_long,0,428.7500000000031,428.49799999999954,go_long,426.15,1,428.6499999999981,do_nothing,go_long,do_nothing,0,425.6,5579.0,430.2942283260114,429.35
620,BCH/USDT:USDT,2021-02-04 15:00:00+00:00,first_buy,trailing_stop_loss,426.0,426.7,427.11381804561813,429.4687299314921,419.1,1,419.15,17649.0,0,False,426.60999999999814,427.2357142857174,427.6759999999995,0.0227344,0.0026995944742289686,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,426.25,425.72852707872534,go_long,0,425.42857142857446,425.3299999999996,go_long,424.35,1,425.6599999999979,do_nothing,go_long,do_nothing,0,424.05,2803.0,425.5735587647959,426.25
621,BCH/USDT:USDT,2021-02-05 00:00:00+00:00,first_buy,trailing_stop_loss,424.05,424.05,425.07798445122916,425.27181367110734,421.35,1,421.5,8649.0,1,False,424.98999999999796,424.9142857142888,425.1779999999996,0.6935988,0.08204924737784418,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,463.05,464.73559369708244,go_long,0,464.7714285714316,466.7279999999996,go_long,460.0,1,464.55999999999824,do_nothing,go_long,do_nothing,1,459.65,3607.0,467.39388334409347,463.05
622,BCH/USDT:USDT,2021-02-06 23:30:00+00:00,first_buy,trailing_stop_loss,459.6,459.95,463.46857928214666,466.58692902230877,456.45,1,456.5,14171.0,0,False,462.1599999999982,463.62142857143164,465.98999999999955,-0.3627152,-0.039688154124079646,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,453.75,454.1590460963277,go_long,1,453.23571428571734,456.37199999999956,go_long,446.25,1,451.8399999999983,do_nothing,go_long,do_nothing,1,446.25,4229.0,455.0872049721712,455.0
623,BCH/USDT:USDT,2021-02-07 15:30:00+00:00,first_buy,trailing_stop_loss,446.3,447.5,452.32688515843114,454.1363009001585,435.75,1,442.25,30543.0,0,False,450.13999999999834,451.4142857142888,455.7819999999995,0.7997318,0.0905306365023079,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,487.0,487.6504088466087,go_long,0,487.9714285714319,486.0779999999996,go_long,484.1,1,488.15999999999804,do_nothing,go_long,do_nothing,0,484.0,10432.0,490.40844690400957,487.0
613,BCH/USDT:USDT,2021-01-31 05:45:00+00:00,first_buy,trailing_stop_loss,404.25,404.25,407.0134320668469,408.99401283837994,402.15,1,402.5,6979.0,0,False,405.40999999999724,406.1714285714316,409.9579999999996,-0.125992,-0.015633602517219458,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,402.3,405.7800420825787,go_long,0,405.05714285714595,407.71999999999963,go_long,397.6,1,403.3999999999971,do_nothing,go_long,do_nothing,1,397.6,7254.0,406.8653827946374,403.5
600,BCH/USDT:USDT,2021-01-01 08:30:00+00:00,first_buy,trailing_stop_loss,345.15,345.15,346.83365304808007,347.5837476695685,340.0,1,342.9,15573.0,0,False,345.4499999999963,346.0357142857169,349.4120000000001,-0.1961474,-0.028543546766416395,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,337.9,338.7041554728027,go_long,0,339.0142857142885,339.2659999999998,go_long,334.3,1,338.13999999999646,do_nothing,go_long,do_nothing,1,334.3,6313.0,339.89707103360837,337.9
599,BCH/USDT:USDT,2021-01-01 00:15:00+00:00,first_buy,trailing_stop_loss,342.7,342.7,342.5588695649265,343.1170427195712,336.55,1,337.25,9289.0,0,False,342.25999999999647,343.0428571428597,342.982,0.0949894,0.014056362834321656,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,346.7,347.5488626931855,go_long,1,346.90714285714546,349.6320000000001,go_long,344.8,1,346.0699999999963,do_nothing,go_long,do_nothing,1,344.8,12314.0,347.95844748313397,347.5
598,BCH/USDT:USDT,2020-12-31 01:15:00+00:00,first_buy,trailing_stop_loss,355.45,355.45,356.04871748762554,355.6153017306862,348.0,1,350.45,26552.0,0,False,356.58999999999656,357.1928571428598,356.36600000000016,-0.246785,-0.0351745557909062,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,341.95,343.5241185767313,go_long,0,343.9928571428597,343.204,go_long,342.7,1,343.84999999999644,do_nothing,go_long,do_nothing,0,341.7,5839.0,343.5864061371369,343.0
575,BCH/USDT:USDT,2020-12-04 02:45:00+00:00,first_buy,trailing_stop_loss,289.6,289.75,291.0130588092023,291.3751478878568,287.35,1,289.05,5308.0,0,False,290.3099999999973,290.7785714285731,291.57599999999945,-0.1884867,-0.021695863762922183,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,299.6,295.4748219679379,go_long,0,299.96428571428754,291.1739999999993,go_long,288.95,1,297.45999999999736,do_nothing,go_long,do_nothing,0,287.1,38943.0,293.137440872196,300.3
576,BCH/USDT:USDT,2020-12-04 10:30:00+00:00,first_buy,trailing_stop_loss,288.6,288.6,293.8863878190244,292.5457785853667,278.55,1,285.15,65658.0,0,False,294.16999999999734,296.842857142859,291.0979999999993,-0.04707,-0.005499763394500237,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,285.0,287.3238371303605,go_long,0,287.42142857143045,288.02999999999946,go_long,285.0,1,286.83999999999736,do_nothing,go_long,do_nothing,1,285.0,0.0,287.9996804677677,285.0
577,BCH/USDT:USDT,2020-12-04 22:00:00+00:00,first_buy,trailing_stop_loss,284.0,284.0,286.8124775718435,287.70340784052564,282.0,1,284.0,8432.0,0,False,285.9999999999974,286.6357142857162,287.81199999999944,0.0312267,0.003664670131630485,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,287.7,288.34259681081176,go_long,1,288.2357142857161,289.1159999999994,go_long,287.7,1,288.16999999999746,do_nothing,go_long,do_nothing,1,287.7,500.0,288.11871142667593,287.7
578,BCH/USDT:USDT,2020-12-06 06:00:00+00:00,first_buy,trailing_stop_loss,287.5,287.5,287.81296653222535,287.8802883580333,284.9,1,284.9,4092.0,0,False,287.4699999999975,287.74285714285895,289.1759999999994,-0.0512058,-0.006004066356179032,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,284.2,285.27897934583234,go_long,0,285.10714285714465,286.4899999999993,go_long,284.2,0,284.1699999999975,do_nothing,go_long,do_nothing,1,284.2,0.0,286.15427128651896,284.2
579,BCH/USDT:USDT,2020-12-06 09:45:00+00:00,first_buy,trailing_stop_loss,283.75,283.75,284.88990560031965,285.9021030430731,282.45,1,282.75,1268.0,0,False,283.6899999999975,284.4357142857161,286.2799999999993,0.0390669,0.004597734832758688,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,285.2,285.79293818928505,go_long,0,285.6428571428591,286.2439999999994,go_long,285.4,1,285.27999999999736,do_nothing,go_long,do_nothing,1,285.2,800.0,286.10721315871575,285.45
580,BCH/USDT:USDT,2020-12-07 18:15:00+00:00,first_buy,trailing_stop_loss,285.0,285.0,285.61710154477964,285.99927144325534,284.65,1,284.65,460.0,1,False,285.1599999999974,285.3500000000019,286.20999999999935,-0.1177602,-0.013790816182235209,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,282.65,283.3172646334834,go_long,0,283.15000000000197,283.69599999999934,go_long,282.3,1,283.11999999999773,do_nothing,go_long,do_nothing,1,282.1,473.0,283.6380053242961,282.65
581,BCH/USDT:USDT,2020-12-08 08:15:00+00:00,first_buy,trailing_stop_loss,282.15,282.15,283.0223008437167,283.47222715212604,280.95,1,281.4,1023.0,0,False,282.6499999999977,282.96428571428766,283.5719999999994,-0.2988687,-0.03543648802683874,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,275.7,276.05040299074847,go_long,0,275.17142857143057,278.7359999999993,go_long,275.0,0,274.93999999999767,do_nothing,go_long,do_nothing,1,275.0,109.0,278.1222416571484,275.7
582,BCH/USDT:USDT,2020-12-08 12:45:00+00:00,first_buy,trailing_stop_loss,273.85,273.85,275.2426486844795,277.5798533862485,270.35,1,270.8,9227.0,1,False,273.93999999999767,274.4714285714306,278.2599999999993,-0.040335,-0.0049263042111015705,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,273.6,273.58541398864924,go_long,0,273.3500000000019,274.2739999999995,go_long,273.6,1,273.3999999999975,do_nothing,go_long,do_nothing,0,273.6,0.0,274.23180795805314,273.6
583,BCH/USDT:USDT,2020-12-08 20:15:00+00:00,first_buy,trailing_stop_loss,271.85,271.85,273.31842722116477,274.0553777389381,271.1,1,271.85,4614.0,1,False,273.16999999999746,273.1214285714305,274.0859999999995,-0.309978,-0.0380614960260978,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,263.95,264.7223467875567,go_long,0,265.05000000000194,264.5119999999993,go_long,263.9,1,264.8099999999975,do_nothing,go_long,do_nothing,0,263.9,290.0,265.2331248186187,264.05
584,BCH/USDT:USDT,2020-12-09 08:00:00+00:00,first_buy,trailing_stop_loss,262.5,262.5,263.8419857433172,264.77141186909137,258.9,1,259.0,14610.0,0,False,263.47999999999746,264.1000000000019,264.2679999999993,0.1244439,0.016024694562977625,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,264.6,265.77900039797197,go_long,0,265.8714285714305,265.7019999999995,go_long,263.55,1,265.1699999999973,do_nothing,go_long,do_nothing,0,263.55,1910.0,265.48681766571303,264.65
585,BCH/USDT:USDT,2020-12-09 16:30:00+00:00,first_buy,trailing_stop_loss,263.2,267.2,265.96684649059165,265.5989052460306,263.2,0,267.0,3057.0,0,False,265.49999999999727,265.7642857142876,265.8939999999995,-0.000942,-0.0001181715252161664,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,267.1,267.5102428764118,go_long,0,267.0857142857162,268.3499999999994,go_long,267.1,0,267.12999999999727,do_nothing,go_long,do_nothing,0,267.1,0.0,267.60780361134863,267.1
586,BCH/USDT:USDT,2020-12-10 03:00:00+00:00,first_buy,trailing_stop_loss,265.95,265.95,267.27020551080994,267.4850033438413,265.95,1,265.95,30.0,1,False,266.8299999999973,267.0071428571448,268.3839999999994,-0.1319829,-0.016482411269585467,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,263.55,265.3737909524269,go_long,0,265.62857142857325,265.63399999999945,go_long,263.0,1,265.0599999999973,do_nothing,go_long,do_nothing,1,263.0,204.0,265.80000655078317,263.55
587,BCH/USDT:USDT,2020-12-10 10:30:00+00:00,first_buy,trailing_stop_loss,263.0,263.0,264.87782311359194,265.5296356951696,262.15,1,262.15,710.0,0,False,264.1199999999973,264.92857142857326,265.47999999999945,-0.0020298,-0.00025642036264191047,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,266.05,266.9770269256897,go_long,0,267.00714285714463,267.17399999999935,go_long,266.05,1,266.8699999999971,do_nothing,go_long,do_nothing,1,266.05,1.0,266.8684250778762,266.05
588,BCH/USDT:USDT,2020-12-11 00:15:00+00:00,first_buy,trailing_stop_loss,266.5,266.5,266.57286893712205,266.68187507210763,264.0,1,264.35,6880.0,0,False,266.33999999999713,266.5714285714303,267.05599999999936,0.2853495,0.03597254534222166,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,275.3,275.97604805919383,go_long,0,275.7357142857162,276.98399999999947,go_long,275.05,1,275.48999999999734,do_nothing,go_long,do_nothing,1,275.0,12321.0,276.61149856470456,275.3
589,BCH/USDT:USDT,2020-12-14 01:00:00+00:00,first_buy,trailing_stop_loss,274.9,274.9,275.59511758854865,276.38101718954124,273.5,1,273.5,3510.0,0,False,275.01999999999737,275.3500000000019,276.76399999999944,-0.0427836,-0.005209123600348463,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,273.6,274.9115079873687,go_long,0,275.0642857142876,275.0359999999994,go_long,274.15,1,274.6299999999974,do_nothing,go_long,do_nothing,0,273.6,10054.0,275.32179188014413,274.35
590,BCH/USDT:USDT,2020-12-14 05:15:00+00:00,first_buy,trailing_stop_loss,273.35,273.4,274.5174298354658,275.1016591482816,272.2,1,272.35,4401.0,0,False,273.9999999999974,274.4285714285734,274.9119999999994,-0.1248534,-0.015246139998615248,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,273.4,272.9603289531705,go_long,1,272.7785714285734,273.2159999999993,go_long,270.25,1,272.6799999999974,do_nothing,go_long,do_nothing,1,270.05,26851.0,273.48265665909,273.4
591,BCH/USDT:USDT,2020-12-14 11:00:00+00:00,first_buy,trailing_stop_loss,270.15,270.4,272.4048937296058,273.1765339436019,268.9,1,269.35,4297.0,0,False,271.89999999999736,272.27142857143053,273.03199999999936,1.2099147,0.14961084218418047,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,315.25,315.758849811993,go_long,0,315.45714285714456,317.2759999999994,go_long,310.55,1,315.4499999999972,do_nothing,go_long,do_nothing,1,310.55,8583.0,316.3102005316806,315.25
592,BCH/USDT:USDT,2020-12-18 14:15:00+00:00,first_buy,trailing_stop_loss,311.5,312.6,314.8344113793787,315.8242597515561,309.75,1,309.75,8300.0,0,False,314.0899999999972,314.7571428571446,317.0699999999994,0.1516596,0.016317511244813346,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,318.6,319.9845930768744,go_long,0,319.9785714285734,319.5739999999994,go_long,318.9,1,319.04999999999734,do_nothing,go_long,do_nothing,0,317.75,3452.0,319.97092530734903,319.55
593,BCH/USDT:USDT,2020-12-20 00:30:00+00:00,first_buy,trailing_stop_loss,318.55,318.55,319.26388644966295,319.624930840138,313.75,1,315.3,56837.0,1,False,318.1999999999974,319.00714285714486,319.5559999999994,-0.8391699,-0.08875459937870611,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,289.8,291.73868368487337,go_long,1,291.8785714285737,291.7819999999995,go_long,289.8,1,291.77999999999685,do_nothing,go_long,do_nothing,0,289.8,559.0,292.7355287284293,289.8
594,BCH/USDT:USDT,2020-12-23 20:45:00+00:00,first_buy,trailing_stop_loss,289.0,289.0,291.2404246564313,292.4217858596568,287.1,1,288.5,4441.0,0,False,291.28999999999684,291.26428571428795,291.62799999999953,0.6238383,0.07238270440361032,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,325.0,333.8994520389868,go_long,0,333.5071428571454,337.3959999999999,go_long,326.5,1,332.31999999999647,do_nothing,go_long,do_nothing,1,324.85,31907.0,335.4847308143791,328.1
595,BCH/USDT:USDT,2020-12-27 12:15:00+00:00,first_buy,trailing_stop_loss,326.95,327.05,331.0764594176042,334.00808408738806,306.0,1,315.55,383872.0,0,False,327.9499999999965,330.5928571428597,336.5159999999999,0.8573628,0.09034876515889172,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,349.15,349.8206044215839,go_long,1,350.26428571428823,351.63800000000003,go_long,347.55,1,350.4699999999965,do_nothing,go_long,do_nothing,0,347.55,1143.0,348.08156378368324,349.2
596,BCH/USDT:USDT,2020-12-27 20:45:00+00:00,first_buy,trailing_stop_loss,347.3,347.3,348.8328191259556,347.7347812811882,341.8,1,343.4,18107.0,0,False,348.93999999999653,349.3571428571454,351.48400000000004,-0.036697,-0.005344072836784207,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,351.3,353.95842506793184,go_long,0,354.028571428574,355.3260000000001,go_long,348.25,1,352.6499999999966,do_nothing,go_long,do_nothing,1,348.25,20217.0,354.6285752589993,351.3
597,BCH/USDT:USDT,2020-12-30 09:15:00+00:00,first_buy,trailing_stop_loss,348.05,348.05,352.78020582671155,354.0116437583327,341.75,1,346.3,42280.0,0,False,350.9199999999966,352.1857142857169,354.7560000000001,0.0256804,0.003696649172153495,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,False,go_long,356.95,357.0666661217393,go_long,0,357.87142857143124,356.4020000000001,go_long,354.9,1,358.47999999999655,do_nothing,go_long,do_nothing,0,354.9,4485.0,356.0285258691411,357.7
