,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),nlp-exit-short (entry),close_date,grads-ratio (entry),close (exit),long_jcrosk (exit),nlp-enter-short (exit),nlp-exit-short (exit),open (exit),imit-exit-short (exit),short_kdj (exit),ema-26 (exit),mean-grad-hist (exit),sma-25 (exit),low (exit),ema-12 (exit),grads-ratio (exit),volume (exit),sma-05 (exit),imit-enter-short (exit),sma-07 (exit),high (exit),nlp-enter-long (exit)
492,XMR/USDT:USDT,2024-06-03 15:30:00+00:00,first_buy,force_exit,153.62,153.67,155.005469417755,155.50479104181917,152.79,1,153.14,1162.03,0,False,154.07600000000133,154.5457142857133,156.2768000000001,33.15718792,0.16386305191201483,go_short,go_short,go_short,go_short,go_short,2024-06-11 00:00:00+00:00,-0.8002554278416398,178.53,0,go_short,go_short,178.28,go_short,False,178.49094495231634,0,178.4616,178.08,178.53720945038228,-0.8002554278416398,96.7,178.506000000001,go_short,178.53999999999823,178.73,go_short
368,FOXY/USDT:USDT,2024-06-06 19:15:00+00:00,second_buy,force_exit,0.02977,0.030285,0.0277539735300723,0.026943121613558135,0.029400000000000003,0,0.029994999999999997,94948460.0,0,False,0.028733999999999944,0.027950428571428574,0.026656679999999974,43.58117599,0.2138827098182579,go_short,go_short,go_long,go_short,go_short,2024-06-11 00:00:00+00:00,1.2604735883424516,0.023575,0,go_short,go_short,0.023582,go_short,False,0.023641562746065752,0,0.023769999999999993,0.023488,0.023788489190436943,1.2604735883424516,703630.0,0.02356259999999991,go_short,0.023601857142857136,0.023589,go_long
151,BAND/USDT:USDT,2024-06-07 18:15:00+00:00,first_buy,force_exit,1.709,1.712,1.7080957350108004,1.737997103866911,1.479,1,1.487,642686.1,1,False,1.6812000000000205,1.702142857142863,1.7522799999999978,-3.975862,-0.019120086369582,go_short,go_short,go_short,go_short,go_short,2024-06-11 00:00:00+00:00,-0.05555555555554939,1.463,0,go_short,go_short,1.463,go_short,False,1.4649708507305894,0,1.4725999999999966,1.461,1.471053130767978,-0.05555555555554939,343.6,1.4628000000000205,go_short,1.4628571428571497,1.464,go_short
373,GAS/USDT:USDT,2024-06-07 18:15:00+00:00,first_buy,force_exit,4.896,4.901,4.8483104150567025,4.937475286416517,4.079,1,4.121,538496.0,0,False,4.780999999999992,4.84242857142859,4.979119999999995,10.7921772,0.05190890158131119,go_short,go_short,go_short,go_short,go_short,2024-06-11 00:00:00+00:00,-1.0399999999999547,4.348,0,go_short,go_short,4.347,go_short,False,4.346110892952924,0,4.358959999999996,4.344,4.356115380287811,-1.0399999999999547,1025.4,4.343799999999994,go_short,4.341714285714305,4.352,go_short
146,BAL/USDT:USDT,2024-06-03 21:15:00+00:00,first_buy,force_exit,3.987,3.987,3.9961261896155835,4.009078719519722,3.963,1,3.968,5868.88,0,False,3.989399999999982,3.9932857142857174,4.006520000000003,-20.87891045,-0.10272748923970618,go_short,go_short,go_short,go_short,go_short,2024-06-11 00:00:00+00:00,-0.4727272727272504,3.576,0,go_short,go_short,3.5789999999999997,go_short,False,3.580946111237539,0,3.5933600000000023,3.576,3.5910488270765426,-0.4727272727272504,94.73,3.5765999999999805,go_short,3.577142857142857,3.5789999999999997,go_short
142,BAKE/USDT:USDT,2024-05-23 00:15:00+00:00,second_buy,force_exit,0.3284,0.3417,0.32550538360465087,0.32008863408840266,0.3242,0,0.3361,2649658.9,0,False,0.3311599999999986,0.32822857142857026,0.31779599999999986,17.15635056,0.0802772530062574,go_short,go_short,go_short,go_short,go_short,2024-06-11 00:00:00+00:00,2.9455337690632066,0.3109,0,go_short,go_short,0.3126,go_short,False,0.3113300617790245,0,0.31377999999999867,0.3108,0.31153975668827266,2.9455337690632066,138358.3,0.31177999999999884,go_short,0.311199999999998,0.3126,go_short
379,GMX/USDT:USDT,2024-05-30 16:30:00+00:00,second_buy,force_exit,35.95,38.05,35.27499995178517,35.067050541016684,35.645,0,36.38,61315.73,0,False,35.320000000000185,35.18857142857146,35.13640000000002,-5.76109374,-0.027810058546727044,go_short,go_short,go_short,go_short,go_short,2024-06-11 00:00:00+00:00,0.8066378066378059,37.45,0,go_short,go_short,37.46,go_short,False,37.677538656692796,1,37.877199999999974,37.405,37.9001697924998,0.8066378066378059,258.6,37.558000000000234,go_short,37.6042857142857,37.48,go_short
380,GNO/USDT:USDT,2024-05-14 18:45:00+00:00,first_buy,force_exit,271.25,271.64,270.7895819900512,273.02,269.69,0,270.27,70.195,0,False,270.25999999999993,270.1471428571429,272.6756,65.29400317,0.3039631065622706,go_short,go_short,go_short,go_short,go_short,2024-06-11 00:00:00+00:00,-0.6466826538768946,355.19,0,go_short,go_short,354.48,go_short,False,352.83026571058986,0,349.6719999999997,354.23,348.15657513204314,-0.6466826538768946,214.394,353.58000000000004,go_short,353.005714285714,359.75,go_short
385,GODS/USDT:USDT,2024-06-03 14:45:00+00:00,first_buy,force_exit,0.2461,0.2461,0.2471274173529787,0.2473214692668688,0.2422,1,0.24350000000000002,62612.0,0,False,0.24714000000000333,0.24759999999999918,0.24757600000000035,-27.67041363,-0.13660971472059766,go_short,go_short,go_short,go_short,go_short,2024-06-11 00:00:00+00:00,-1.3090277777777932,0.2112,0,go_short,go_short,0.21150000000000002,go_short,False,0.21136914604722815,0,0.2122000000000004,0.2112,0.21195880596414493,-1.3090277777777932,3432.0,0.21130000000000354,go_short,0.2113142857142853,0.2116,go_short
134,BADGER/USDT:USDT,2024-06-06 20:15:00+00:00,first_buy,force_exit,4.8,4.803,4.849576667016863,4.880402946307335,4.734,1,4.791,15296.7,0,False,4.819800000000031,4.837285714285765,4.892519999999988,-30.27314712,-0.14714314385988986,go_short,go_short,go_short,go_short,go_short,2024-06-11 00:00:00+00:00,-1.8571428571428659,4.1,0,go_short,go_short,4.099,go_short,False,4.097741086434676,0,4.112479999999989,4.094,4.109859260716433,-1.8571428571428659,385.3,4.0958000000000325,go_short,4.0948571428571965,4.101,go_short
