,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,low (exit),short-bid-rl (exit),sma-05 (exit),sma-07 (exit),mean-grad-hist (exit),sma-compare (exit),open (exit),short_kdj (exit),short-small-rl (exit),ema-12 (exit),close (exit),long-small-rl (exit),short-large-rl (exit),high (exit),sma-25 (exit),long_jcrosk (exit),long-bid-rl (exit),long-large-rl (exit),ema-26 (exit),volume (exit)
3291,BEAMX/USDT:USDT,2025-01-09 20:45:00+00:00,second_buy,force_exit,0.022410000000000003,0.022480000000000003,0.022711167593143417,0.02291817653665971,0.022250000000000002,0,0.022410000000000003,1220.0,0,False,0.022485999999999628,0.022592857142857338,0.023009600000000057,-0.2358864,-0.03513728013728014,1,go_long,do_nothing,go_long,go_long,go_short,go_short,2025-01-12 16:15:00+00:00,0.023200000000000002,go_short,0.023323999999999668,0.0232942857142859,1,0,0.02347,False,do_nothing,0.023118603487468234,0.023200000000000002,go_long,go_long,0.023510000000000003,0.023064000000000043,1,go_short,go_long,0.0232483559748583,577.0
1725,AAVE/USDT:USDT,2025-01-09 20:15:00+00:00,second_buy,force_exit,277.51,279.12,281.142250341939,282.7078510734765,274.8,1,276.0,74140.0,0,False,278.8559999999973,280.2885714285711,282.9739999999985,-0.5244027,-0.06337868584318888,1,do_nothing,do_nothing,go_long,go_long,go_short,go_short,2025-01-12 16:00:00+00:00,291.57,go_short,292.591999999997,292.5642857142853,1,0,291.93,False,do_nothing,291.28759828010607,293.02,do_nothing,go_long,293.15,290.8523999999985,0,go_short,go_long,292.26998095389496,6806.0
2456,APT/USDT:USDT,2024-12-21 06:15:00+00:00,first_buy,force_exit,10.844,10.927,10.527984285824617,10.474312908519513,10.719,0,10.908,149849.0,0,False,10.672599999999779,10.573857142857035,10.369039999999949,-1.37768674,-0.18024915259710167,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,9.018,go_long,9.040199999999786,9.026142857142725,1,0,9.075,False,do_nothing,8.979994435689413,9.022,do_nothing,go_long,9.085,8.95603999999993,1,go_long,go_long,9.007940061809038,46154.0
2161,APT/USDT:USDT,2024-03-06 00:15:00+00:00,first_buy,roi,13.686,13.855,13.41647580040184,13.269715265182487,13.333,1,13.333,147231.0,0,False,13.568399999999844,13.523428571428623,13.275759999999941,0.0,0.0,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-06 04:15:00+00:00,12.928,go_long,13.108999999999844,13.071857142857194,0,0,12.994,False,do_nothing,13.208985900132294,13.319,do_nothing,go_long,13.343,13.29455999999994,0,go_long,go_long,13.173975379134259,80661.0
2162,APT/USDT:USDT,2024-03-06 04:30:00+00:00,first_buy,roi,13.312,13.404,13.189056090036681,13.213653611233605,13.272,0,13.272,89186.0,0,False,13.181599999999843,13.106285714285764,13.29799999999994,0.3426498,0.04295704295704296,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-06 06:00:00+00:00,13.643,go_long,13.607999999999844,13.523428571428619,0,0,13.706,False,do_nothing,13.350840838725182,13.755,do_nothing,go_long,13.798,13.328839999999936,0,go_long,go_long,13.453090971679524,75893.0
2163,APT/USDT:USDT,2024-03-06 06:15:00+00:00,first_buy,roi,13.746,14.133,13.551384668344213,13.40574151733813,13.694,0,14.092,380762.0,0,False,13.753999999999845,13.640571428571475,13.344639999999936,-0.00417934,-0.000494114042363705,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-06 08:45:00+00:00,14.0,go_long,14.263199999999847,14.30228571428576,1,0,14.153,False,do_nothing,13.888433006503075,14.169,do_nothing,go_long,14.202,13.738959999999933,0,go_long,go_long,14.14520044832924,254151.0
2164,APT/USDT:USDT,2024-03-06 09:00:00+00:00,first_buy,roi,14.178,14.212,14.131784994740126,13.900993524539883,14.048,1,14.058,226082.0,0,False,14.180799999999845,14.251142857142904,13.780039999999934,-0.14015153,-0.01659808882584329,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-14 11:15:00+00:00,13.904,go_long,14.047399999999792,14.001285714285757,1,0,14.215,False,do_nothing,13.621457209828462,14.028,do_nothing,go_long,14.28,13.49731999999995,0,go_long,go_long,13.843352384199298,110055.0
2165,APT/USDT:USDT,2024-03-14 11:30:00+00:00,first_buy,roi,14.036,14.498,13.897452017399406,13.66394186095228,14.009,1,14.195,204161.0,1,False,14.080399999999793,14.047714285714326,13.540919999999948,-0.00454579,-0.0005336116693984715,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-14 22:00:00+00:00,14.073,go_long,14.09299999999979,14.063285714285755,0,0,14.124,False,do_nothing,13.948690431739976,14.135,do_nothing,go_long,14.165,13.928159999999943,0,go_long,go_long,14.041206568321348,7955.0
2166,APT/USDT:USDT,2024-03-14 22:15:00+00:00,first_buy,roi,14.133,14.254,14.07286709627191,13.970787436796273,14.133,0,14.247,27017.0,0,False,14.144399999999791,14.099857142857184,13.954439999999945,0.05533464,0.006463607950909761,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-15 00:45:00+00:00,14.4,go_long,14.393999999999798,14.381857142857184,0,0,14.407,False,do_nothing,14.186917370104213,14.561,do_nothing,go_long,14.724,14.16279999999994,0,go_long,go_long,14.327445183388882,66850.0
2167,APT/USDT:USDT,2024-03-15 01:00:00+00:00,first_buy,roi,14.548,14.654,14.356453616713669,14.211293861207604,14.388,0,14.516,68524.0,0,False,14.417199999999799,14.412714285714328,14.191479999999942,-0.00526168,-0.0006036038280767508,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-15 22:00:00+00:00,13.978,go_long,13.994399999999796,13.884000000000041,0,0,14.042,False,do_nothing,13.529245237359829,14.28,do_nothing,go_long,14.28,13.414399999999944,0,go_long,go_long,13.80028776245694,44995.0
2168,APT/USDT:USDT,2024-03-15 22:15:00+00:00,first_buy,roi,14.286,14.67,13.928858875925103,13.611227071629472,14.286,0,14.636,41745.0,0,False,14.178399999999797,14.025857142857182,13.485879999999945,0.37648404,0.04281738753050229,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-16 00:15:00+00:00,14.951,go_long,15.074999999999799,15.005714285714324,1,0,15.156,False,do_nothing,14.241710092545727,15.197,do_nothing,go_long,15.269,14.138439999999948,0,go_long,go_long,14.731309850415972,111277.0
2169,APT/USDT:USDT,2024-03-16 00:30:00+00:00,first_buy,roi,15.258,15.32,14.778646796505821,14.300768604209006,15.013,1,15.039,77330.0,1,False,15.068999999999798,15.05442857142861,14.210399999999947,0.069847,0.009261643586039658,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-16 03:00:00+00:00,15.331,go_long,15.315599999999794,15.242857142857181,1,0,15.426,False,do_nothing,14.797487630194587,15.374,do_nothing,go_long,15.43,14.849839999999949,1,go_long,go_long,15.167042091220187,19148.0
2170,APT/USDT:USDT,2024-03-16 03:15:00+00:00,first_buy,roi,15.375,15.4,15.188881769494005,14.835377435365357,15.238,1,15.309,30542.0,0,False,15.363399999999794,15.270857142857182,14.91355999999995,0.0,0.0,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-16 06:30:00+00:00,15.019,go_long,15.004999999999797,15.03442857142861,0,1,15.019,False,do_nothing,15.035191433258488,15.264,do_nothing,go_long,15.267,15.194799999999946,0,go_long,go_long,15.123822472072105,48918.0
2171,APT/USDT:USDT,2024-03-16 06:45:00+00:00,first_buy,roi,15.254,15.329,15.149234399445627,15.053992067831933,15.133,0,15.289,42866.0,0,False,15.084799999999797,15.055142857142895,15.204799999999945,0.01073734,0.0014029052297427915,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-16 09:15:00+00:00,15.293,go_long,15.254999999999797,15.191714285714324,0,0,15.315,False,do_nothing,15.135984497137157,15.464,do_nothing,go_long,15.501,15.201319999999942,0,go_long,go_long,15.214496239516485,58100.0
2172,APT/USDT:USDT,2024-03-16 09:30:00+00:00,first_buy,roi,15.465,15.538,15.261650664206257,15.164504164015886,15.347,0,15.521,88600.0,0,False,15.336399999999795,15.250857142857182,15.209799999999941,-0.00283732,-0.00036599980818458446,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-17 08:45:00+00:00,14.853,go_long,14.352399999999804,14.127428571428608,0,0,14.895,False,do_nothing,13.997195729399378,15.338,do_nothing,go_long,15.465,13.978319999999941,0,go_long,go_long,14.195682571972966,548254.0
2173,APT/USDT:USDT,2024-03-17 09:00:00+00:00,first_buy,roi,15.341,15.766,14.362346791669433,14.092144193888313,15.242,0,15.279,496454.0,0,False,14.691399999999803,14.378714285714322,14.043359999999941,-0.00463894,-0.0006065448196198802,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-18 16:15:00+00:00,14.949,go_long,14.880999999999805,14.742571428571456,0,0,15.176,False,do_nothing,14.750002542414821,15.261,do_nothing,go_long,15.29,14.783439999999942,0,go_long,go_long,14.828853179141403,73554.0
2174,APT/USDT:USDT,2024-03-18 16:30:00+00:00,first_buy,roi,15.257,15.44,14.921183459273495,14.800298650384093,15.086,0,15.429,192880.0,0,False,15.098199999999803,14.881000000000029,14.819999999999942,-0.00147885,-0.00019159287088219785,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-19 11:30:00+00:00,14.634,go_long,14.719599999999797,14.760428571428605,0,0,14.672,False,do_nothing,14.627461402063297,14.811,do_nothing,go_long,14.842,14.581479999999942,0,go_long,go_long,14.698844262227098,63018.0
2175,APT/USDT:USDT,2024-03-19 11:45:00+00:00,first_buy,roi,14.827,15.502,14.805791298807545,14.684242038947497,14.817,0,15.394,280490.0,0,False,14.859599999999798,14.827428571428607,14.615519999999941,0.1099905,0.014285051921557382,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-19 14:15:00+00:00,15.561,go_long,15.731599999999801,15.695571428571466,1,0,15.992,False,do_nothing,15.211145625439363,15.781,do_nothing,go_long,16.043,15.089679999999944,1,go_long,go_long,15.527766781176465,273827.0
2176,APT/USDT:USDT,2024-03-19 14:30:00+00:00,first_buy,roi,15.8,15.891,15.548264199457009,15.244468171703113,15.635,1,15.661,148702.0,0,False,15.7637999999998,15.69828571428575,15.124119999999943,0.33610035,0.04285171149442734,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-19 16:00:00+00:00,16.309,go_long,16.351999999999798,16.202571428571467,1,0,16.377,False,do_nothing,15.640453935935756,16.54,do_nothing,go_long,16.56,15.541679999999946,0,go_long,go_long,16.049491013929547,91975.0
2177,APT/USDT:USDT,2024-03-19 16:15:00+00:00,first_buy,roi,16.548000000000002,16.585,16.062184704094232,15.676864755496071,16.053,1,16.132,184175.0,1,False,16.360799999999802,16.26985714285718,15.589959999999946,0.137732,0.017077622638004913,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-19 18:45:00+00:00,16.421,go_long,16.508999999999805,16.461285714285744,1,0,16.654,False,do_nothing,16.101398429623348,16.484,do_nothing,go_long,16.769,16.160119999999942,1,go_long,go_long,16.400664420798773,125750.0
2178,APT/USDT:USDT,2024-03-19 19:00:00+00:00,first_buy,roi,16.512,16.534,16.4064083560605,16.126331879280876,16.422,1,16.438,42536.0,0,False,16.506199999999804,16.46700000000003,16.19195999999994,-0.0060922,-0.0007406284011090826,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-22 15:15:00+00:00,16.013,go_long,16.057599999999837,16.046857142857164,0,0,16.092,False,do_nothing,15.981727388554521,16.317,do_nothing,go_long,16.384,15.981359999999944,0,go_long,go_long,16.054518246323422,169361.0
2179,APT/USDT:USDT,2024-03-22 15:30:00+00:00,first_buy,roi,16.3,16.511,16.122592362273664,16.019895730143077,16.208,0,16.497,218801.0,0,False,16.190799999999836,16.110428571428592,16.006919999999944,-0.00082405,-9.985163117554408e-05,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-22 18:30:00+00:00,16.309,go_long,16.421999999999837,16.391714285714297,0,0,16.387,False,do_nothing,16.231785288789577,16.446,do_nothing,go_long,16.446,16.21179999999994,0,go_long,go_long,16.349246308430473,27789.0
2180,APT/USDT:USDT,2024-03-22 18:45:00+00:00,first_buy,roi,16.449,16.637,16.38213149174886,16.256319711842202,16.405,0,16.563,232715.0,0,False,16.457199999999837,16.44114285714287,16.23095999999994,-0.00494661,-0.0005961358745000701,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-24 07:30:00+00:00,16.422,go_long,16.436799999999845,16.39400000000001,0,0,16.422,False,do_nothing,16.250792012368407,16.541,do_nothing,go_long,16.591,16.228839999999938,0,go_long,go_long,16.338778010053737,43314.0
2160,APT/USDT:USDT,2024-03-05 21:30:00+00:00,first_buy,roi,13.222,13.548,13.102542561705036,13.033788583817355,13.13,0,13.501,198786.0,0,False,13.058999999999847,13.018428571428624,13.09463999999994,-0.00610541,-0.0007535595118990227,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-06 00:00:00+00:00,13.638,go_long,13.606999999999843,13.47400000000005,1,0,13.82,False,do_nothing,13.264652486397086,13.697,do_nothing,go_long,13.825,13.27935999999994,1,go_long,go_long,13.431653218656718,106228.0
2159,APT/USDT:USDT,2024-03-05 18:00:00+00:00,first_buy,roi,13.387,13.477,13.05690358068058,12.856292907700926,13.302,0,13.423,64754.0,0,False,13.20039999999985,13.174857142857194,12.821839999999941,0.0,0.0,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-05 21:15:00+00:00,12.612,go_long,13.037799999999844,12.925571428571478,0,0,12.627,False,do_nothing,12.996411670522743,13.195,do_nothing,go_long,13.261,13.06867999999994,0,go_long,go_long,13.030095754742316,186019.0
2157,APT/USDT:USDT,2024-03-05 13:30:00+00:00,first_buy,roi,12.642,12.924,12.564315602747525,12.474097978723494,12.642,0,12.773,88201.0,0,False,12.668999999999846,12.621571428571482,12.43243999999994,-0.01202294,-0.001342813437261484,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-05 16:00:00+00:00,12.78,go_long,12.793199999999848,12.732000000000054,1,0,12.943,False,do_nothing,12.627187654166459,12.78,do_nothing,go_long,13.055,12.592519999999938,1,go_long,go_long,12.729534937169452,261950.0
2181,APT/USDT:USDT,2024-03-24 07:45:00+00:00,first_buy,roi,16.545,16.626,16.38250447004547,16.27836297441519,16.431,0,16.623,123583.0,0,False,16.479799999999848,16.44457142857144,16.255799999999937,0.02531023,0.003043079197851132,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-24 10:15:00+00:00,16.67,go_long,16.670599999999848,16.67942857142858,1,0,16.67,False,do_nothing,16.4947209105027,16.772,do_nothing,go_long,16.788,16.448439999999938,0,go_long,go_long,16.628203265943576,32207.0
2136,APT/USDT:USDT,2024-01-12 05:00:00+00:00,first_buy,roi,9.534,9.578,9.525695971992047,9.48325431763091,9.495,0,9.556000000000001,16868.0,0,False,9.53419999999987,9.520571428571458,9.496479999999968,0.0,0.0,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-12 07:30:00+00:00,9.619,go_long,9.690399999999872,9.713000000000026,1,0,9.634,False,do_nothing,9.609373013624394,9.658,do_nothing,go_long,9.675,9.599519999999966,0,go_long,go_long,9.67279092602538,13496.0
2137,APT/USDT:USDT,2024-01-12 07:45:00+00:00,first_buy,roi,9.659,9.659,9.655900014329168,9.605937975578142,9.53,1,9.563,77535.0,0,False,9.640999999999874,9.686000000000025,9.609959999999967,-0.00086094,-0.0001000360468590344,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-12 10:15:00+00:00,9.508,go_long,9.535999999999873,9.540571428571454,0,1,9.508,False,do_nothing,9.567961341426066,9.594,do_nothing,go_long,9.594,9.615519999999968,0,go_long,go_long,9.559784526917232,20112.0
2138,APT/USDT:USDT,2024-01-12 10:30:00+00:00,first_buy,roi,9.58,9.645,9.557817676622273,9.56640864946858,9.547,0,9.547,92788.0,0,False,9.537599999999873,9.535142857142883,9.615639999999967,0.0,0.0,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-12 13:00:00+00:00,9.467,go_long,9.613799999999872,9.603428571428598,1,0,9.569,False,do_nothing,9.577261125611159,9.555,do_nothing,go_long,9.569,9.567439999999962,1,go_long,go_long,9.585509928388388,35633.0
2139,APT/USDT:USDT,2024-01-12 13:15:00+00:00,first_buy,roi,9.536,9.647,9.592046862482482,9.581019560751074,9.522,1,9.628,9179.0,0,False,9.625199999999872,9.6104285714286,9.566839999999964,-0.00085392,-9.848837779012344e-05,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-12 16:00:00+00:00,9.478,go_long,9.68159999999987,9.697571428571456,1,0,9.535,False,do_nothing,9.625001077557286,9.496,do_nothing,go_long,9.61,9.612879999999963,0,go_long,go_long,9.642087705397403,72733.0
2140,APT/USDT:USDT,2024-01-12 16:15:00+00:00,first_buy,roi,9.483,9.664,9.627920366105494,9.619445442182672,9.453,1,9.55,52464.0,0,False,9.615999999999868,9.670000000000028,9.614479999999965,0.0,0.0,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-12 18:45:00+00:00,9.438,go_long,9.47979999999987,9.411428571428601,0,0,9.505,False,do_nothing,9.533516309219596,9.512,do_nothing,go_long,9.533,9.567319999999969,0,go_long,go_long,9.491539396667212,80017.0
2141,APT/USDT:USDT,2024-01-12 19:00:00+00:00,first_buy,roi,9.471,9.659,9.514071797179948,9.541255841869997,9.471,0,9.638,35543.0,0,False,9.515599999999868,9.45800000000003,9.569759999999969,-0.00163593,-0.00018850660395350525,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-13 12:00:00+00:00,9.509,go_long,9.500599999999872,9.479285714285746,0,0,9.602,False,do_nothing,9.320849842539065,9.584,do_nothing,go_long,9.602,9.315639999999968,0,go_long,go_long,9.443652677402937,73759.0
2142,APT/USDT:USDT,2024-01-13 12:15:00+00:00,first_buy,roi,9.605,9.774000000000001,9.471398419340947,9.343305409758393,9.594,0,9.624,115617.0,0,False,9.549799999999873,9.501571428571458,9.337959999999967,0.373068,0.04295704295704296,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-13 13:45:00+00:00,10.031,go_long,9.989399999999872,9.897285714285745,1,0,10.225,False,do_nothing,9.572936116949395,10.06,do_nothing,go_long,10.327,9.528679999999968,0,go_long,go_long,9.79831378062941,198069.0
2143,APT/USDT:USDT,2024-01-13 14:00:00+00:00,first_buy,roi,10.073,10.1,9.827188583609502,9.60353344161981,9.938,1,9.986,212816.0,0,False,10.034599999999873,9.94900000000003,9.561799999999968,0.06560829,0.007290547074309213,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-13 16:30:00+00:00,10.056,go_long,10.222199999999873,10.198285714285745,1,0,10.291,False,do_nothing,9.906604280926535,10.105,do_nothing,go_long,10.295,9.885919999999965,0,go_long,go_long,10.115062234015891,224321.0
2144,APT/USDT:USDT,2024-01-13 16:45:00+00:00,first_buy,roi,10.097,10.158,10.117668044167292,9.923300260117163,10.083,1,10.132,106320.0,0,False,10.203399999999872,10.199428571428601,9.912479999999967,0.0421288,0.005191788375445733,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-13 19:15:00+00:00,10.22,go_long,10.223999999999874,10.211857142857175,0,0,10.233,False,do_nothing,10.065242556854443,10.232,do_nothing,go_long,10.295,10.150479999999964,1,go_long,go_long,10.18403680821019,47187.0
2145,APT/USDT:USDT,2024-01-13 19:30:00+00:00,first_buy,roi,10.233,10.262,10.18772345310093,10.075817182272633,10.206,1,10.208,83963.0,0,False,10.226599999999873,10.212857142857176,10.155839999999964,-0.00314912,-0.0003850075908035571,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-15 05:45:00+00:00,10.13,go_long,10.10399999999987,10.077285714285747,0,0,10.148,False,do_nothing,9.96030280704311,10.213,do_nothing,go_long,10.22,9.898599999999965,0,go_long,go_long,10.047564302331292,33118.0
2146,APT/USDT:USDT,2024-01-15 06:00:00+00:00,first_buy,roi,10.208,10.244,10.06932364043417,9.977243339854732,10.142,1,10.189,38926.0,0,False,10.12599999999987,10.100142857142888,9.920359999999963,-0.00081544,-0.000100066992755672,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-15 08:30:00+00:00,10.103,go_long,10.13519999999987,10.151000000000034,0,0,10.132,False,do_nothing,10.07529972967257,10.174,do_nothing,go_long,10.191,10.086359999999965,0,go_long,go_long,10.140275821444105,71853.0
2147,APT/USDT:USDT,2024-01-15 08:45:00+00:00,first_buy,roi,10.144,10.275,10.157618002760396,10.088462712659787,10.097,0,10.253,67019.0,0,False,10.16399999999987,10.155000000000033,10.104119999999966,0.0,0.0,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-01-15 11:15:00+00:00,10.275,go_long,10.271799999999871,10.249714285714322,0,0,10.37,False,do_nothing,10.16870748510806,10.285,do_nothing,go_long,10.443,10.189199999999968,0,go_long,go_long,10.234168888627023,89021.0
2148,APT/USDT:USDT,2024-01-15 11:30:00+00:00,first_buy,roi,10.323,10.352,10.237835213453634,10.175321745470425,10.243,1,10.258,27290.0,1,False,10.27519999999987,10.267714285714323,10.198279999999968,-0.07609886,-0.009257530097763905,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-02-15 13:00:00+00:00,10.176,go_long,10.24719999999985,10.253142857142933,1,0,10.263,False,do_nothing,10.070988185834723,10.201,do_nothing,go_long,10.263,10.04907999999996,0,go_long,go_long,10.175865170282579,89082.0
2149,APT/USDT:USDT,2024-02-15 13:15:00+00:00,first_buy,roi,10.189,10.389,10.206808990239105,10.093655727624745,10.186,1,10.377,270878.0,0,False,10.25379999999985,10.26685714285722,10.06571999999996,0.1416368,0.017042699062356028,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-02-15 15:45:00+00:00,10.474,go_long,10.597199999999852,10.563428571428648,0,0,10.656,False,do_nothing,10.318747853105364,10.723,do_nothing,go_long,10.738,10.291319999999958,0,go_long,go_long,10.485746551472879,499273.0
2150,APT/USDT:USDT,2024-02-15 16:00:00+00:00,first_buy,roi,10.717,10.769,10.507631697400129,10.341655419542004,10.576,1,10.628,398420.0,1,False,10.63879999999985,10.58342857142865,10.319399999999957,-0.09373388,-0.01100096801694546,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-02-28 09:45:00+00:00,10.347,go_long,10.31779999999983,10.286285714285787,0,0,10.347,False,do_nothing,10.16383163529175,10.675,do_nothing,go_long,10.742,10.134999999999952,0,go_long,go_long,10.259388408358276,253990.0
2151,APT/USDT:USDT,2024-02-28 10:00:00+00:00,first_buy,roi,10.657,10.864,10.34748249938008,10.213325588233102,10.639,0,10.832,224605.0,0,False,10.44319999999983,10.373428571428645,10.167519999999952,0.91056,0.10489510489510492,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-02-28 10:45:00+00:00,11.563,go_long,11.39099999999983,11.063857142857216,0,0,11.592,False,do_nothing,10.546052955146177,12.131,do_nothing,go_long,12.484,10.37987999999995,1,go_long,go_long,10.936072465486975,1880509.0
2152,APT/USDT:USDT,2024-02-28 11:00:00+00:00,first_buy,roi,12.121,12.322,11.088369009258209,10.648271254764978,11.797,0,11.926,706994.0,0,False,11.64119999999983,11.31771428571436,10.452919999999951,0.0,0.0,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-02-28 13:30:00+00:00,11.796,go_long,11.873999999999832,11.894285714285788,1,0,11.96,False,do_nothing,11.304023534082425,11.878,do_nothing,go_long,12.024,11.176839999999947,1,go_long,go_long,11.727571337916268,97045.0
2153,APT/USDT:USDT,2024-02-28 13:45:00+00:00,first_buy,roi,11.884,12.153,11.789021901313765,11.364984753780023,11.78,1,12.127,136391.0,0,False,11.932399999999832,11.910000000000073,11.255799999999947,-0.00547073,-0.000641801977014237,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-02-28 17:45:00+00:00,10.566,go_long,11.659199999999833,11.604571428571502,0,0,11.484,False,do_nothing,11.52852708896283,11.776,do_nothing,go_long,11.792,11.723279999999946,0,go_long,go_long,11.611324729657387,928408.0
2154,APT/USDT:USDT,2024-02-28 18:00:00+00:00,first_buy,roi,11.759,12.82,11.746967078940866,11.599969526817436,11.759,0,12.493,1008461.0,0,False,11.811599999999833,11.766714285714357,11.746079999999944,-0.00351115,-0.0004017411732361739,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-02-29 02:15:00+00:00,12.043,go_long,12.174999999999836,12.235428571428642,0,0,12.044,False,do_nothing,12.173477969533668,12.242,do_nothing,go_long,12.275,12.213439999999958,0,go_long,go_long,12.210754264293875,139335.0
2155,APT/USDT:USDT,2024-02-29 02:30:00+00:00,first_buy,roi,12.241,12.62,12.270638223633279,12.205072194012656,12.175,0,12.6,181234.0,0,False,12.254799999999836,12.262142857142928,12.22759999999996,-0.11338588,-0.012838623497371289,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-05 05:30:00+00:00,12.401,go_long,12.41979999999985,12.367571428571484,0,0,12.409,False,do_nothing,12.226763340143204,12.52,do_nothing,go_long,12.523,12.206599999999934,0,go_long,go_long,12.315693557471803,139072.0
2156,APT/USDT:USDT,2024-03-05 05:45:00+00:00,first_buy,roi,12.527,13.026,12.37343301016845,12.261151240873337,12.469,0,12.691,339584.0,0,False,12.47819999999985,12.445428571428627,12.227839999999933,-0.01441776,-0.0016222188407618871,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-05 13:15:00+00:00,12.515,go_long,12.629199999999846,12.568285714285768,0,0,12.569,False,do_nothing,12.450185817021373,12.651,do_nothing,go_long,12.665,12.415119999999938,0,go_long,go_long,12.526372985065258,25012.0
2158,APT/USDT:USDT,2024-03-05 16:15:00+00:00,first_buy,roi,12.772,12.897,12.68360648529723,12.612655235339314,12.17,1,12.431,811809.0,0,False,12.741799999999847,12.713000000000052,12.597919999999938,0.586782,0.06732775184294722,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-05 17:45:00+00:00,13.215,go_long,13.159799999999848,13.033142857142908,0,0,13.284,False,do_nothing,12.810956340317,13.422,do_nothing,go_long,13.524000000000001,12.78091999999994,0,go_long,go_long,12.990340595349775,262743.0
2182,APT/USDT:USDT,2024-03-24 10:30:00+00:00,first_buy,roi,16.782,16.784,16.64124891733687,16.510889731946943,16.704,1,16.713,19990.0,0,False,16.677399999999846,16.678142857142863,16.470399999999938,-0.00389298,-0.0004654806593765301,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-25 21:00:00+00:00,16.57,go_long,16.53779999999984,16.508428571428574,0,0,16.677,False,do_nothing,16.442520201226376,16.636,do_nothing,go_long,16.677,16.483159999999938,0,go_long,go_long,16.50947931445893,11227.0
2183,APT/USDT:USDT,2024-03-25 21:15:00+00:00,first_buy,roi,16.64,16.772,16.54386711223448,16.464037223357757,16.596,0,16.733,55060.0,0,False,16.60839999999984,16.556142857142863,16.506519999999938,0.222029,0.026512932441691704,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2024-03-25 23:45:00+00:00,17.244,go_long,17.25219999999984,17.162428571428574,1,0,17.284,False,do_nothing,16.824007979384128,17.393,do_nothing,go_long,17.393,16.740119999999933,0,go_long,go_long,17.056032978509805,36940.0
