,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),nlp-exit-short (entry),close_date,long-bid-rl (exit),volume (exit),sma-compare (exit),long_jcrosk (exit),sma-07 (exit),close (exit),long-large-rl (exit),nlp-exit-short (exit),short-bid-rl (exit),sma-25 (exit),imit-exit-short (exit),open (exit),ema-12 (exit),nlp-enter-long (exit),low (exit),imit-enter-short (exit),short-large-rl (exit),high (exit),short_kdj (exit),nlp-enter-short (exit),sma-05 (exit),short-small-rl (exit),ema-26 (exit),long-small-rl (exit),mean-grad-hist (exit)
646,BLAST/USDT:USDT,2024-06-26 22:00:00+00:00,first_buy,force_exit,0.02569,0.02749,0.024373545894552696,0.022793518518518522,0.02562,0,0.0274,216194.0,0,False,0.025328000000000007,0.024950000000000007,0.022846400000000003,-5.55905306,-0.6765959503459503,0,go_long,go_long,go_long,go_long,go_short,do_nothing,go_short,go_short,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_long,0.0,0,0,0.008867571428571332,0.008867,go_short,go_long,go_long,0.00883272000000005,go_long,0.008867,0.008860871712221382,go_long,0.008867,go_long,go_short,0.008867,False,go_long,0.008871800000000086,do_nothing,0.008859884634228442,go_short,1
268,BBL/USDT:USDT,2024-08-08 20:15:00+00:00,first_buy,force_exit,0.01668,0.01759,0.016029377407262558,0.015444994936899745,0.016640000000000002,0,0.017490000000000002,20932.0,0,False,0.016562000000000323,0.01632714285714367,0.015238799999999997,-6.97056626,-0.780681695685227,0,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_long,3460.0,0,0,0.003946714285715089,0.003947,go_short,go_long,go_long,0.003962560000000031,go_long,0.003965,0.003964981911772786,go_long,0.003947,go_long,go_short,0.003977,False,go_long,0.003949400000000338,go_short,0.003950952890056669,go_short,1
251,AMP/USDT:USDT,2024-12-14 16:45:00+00:00,first_buy,force_exit,0.009930000000000001,0.011438,0.009637366795118205,0.009516552940847007,0.009929,0,0.010688999999999999,36089.0,0,False,0.009758400000000077,0.009633142857142877,0.00942388,-2.66215717,-0.24804119309155684,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,go_short,go_short,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_long,0.0,1,0,0.006937714285714288,0.006947,go_short,go_long,go_long,0.0069401199999999915,go_long,0.006947,0.006933983486276666,go_long,0.006947,go_long,go_short,0.006947,False,go_long,0.0069284000000000515,do_nothing,0.006935276035673545,do_nothing,0
194,ADA/USDT:USDT,2024-12-20 12:30:00+00:00,second_buy,force_exit,0.7763,0.8097000000000001,0.7990719001178724,0.8251828435138086,0.7728,0,0.8094,232460.0,0,False,0.7806999999999888,0.7852999999999951,0.8333200000000232,-1.82732385,-0.2260166814534787,1,go_short,go_short,go_short,go_short,go_long,go_short,go_short,go_short,go_short,go_short,go_short,2025-01-12 16:00:00+00:00,go_short,7245.0,0,1,0.9938428571428531,0.9929,go_short,go_short,go_short,0.9911080000000233,go_short,0.9923000000000001,0.994294051152676,go_short,0.991,go_short,go_short,0.9944000000000001,False,go_short,0.9945399999999847,go_short,0.9939462062681687,go_long,1
615,BCH/USDT:USDT,2024-12-20 12:30:00+00:00,second_buy,force_exit,396.13,406.61,403.16922217368074,413.3678884196886,394.11,0,405.63,50300.0,0,False,396.8319999999997,398.2185714285956,415.9720000000026,-0.98075023,-0.12095657704917968,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2025-01-12 16:15:00+00:00,go_short,67491.0,0,0,452.1342857143113,456.88,do_nothing,go_short,go_short,448.3504000000025,go_short,451.07,449.0094833788522,go_short,451.01,go_short,do_nothing,456.88,False,go_short,452.34,go_short,451.69572493971845,go_short,0
645,BEER/USDT:USDT,2024-11-21 06:00:00+00:00,first_buy,force_exit,4e-05,4e-05,3.832028164586443e-05,3.72035534067894e-05,3.9136e-05,0,3.99e-05,371854.0,0,False,3.921959999999919e-05,3.897814285714329e-05,3.681116000000017e-05,-6.82590305,-0.7768380002317118,0,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,go_long,3901.0,0,0,9.198285714286071e-06,9.32e-06,go_short,go_long,go_long,9.126920000000175e-06,go_long,9.334e-06,9.14605519391638e-06,go_long,9.32e-06,go_long,go_short,9.334e-06,False,go_long,9.21739999999918e-06,go_short,9.189184349928871e-06,go_short,0
345,BCH/USDT:USDT,2021-01-27 14:45:00+00:00,second_buy,liquidation,379.75,379.9,386.9178378678337,393.2624083126839,370.3,1,371.7,36015.0,0,False,381.88999999999703,385.5500000000031,392.9039999999994,-6.9725908,-0.9406429070580014,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-02-14 02:15:00+00:00,go_short,33870.0,0,0,694.06428571429,704.4,do_nothing,go_short,go_short,666.9019999999997,go_short,693.1,667.4564928178108,go_short,693.1,go_short,do_nothing,704.75,False,go_short,695.0099999999992,go_short,685.4647548072729,go_short,0
384,BCH/USDT:USDT,2021-04-25 21:00:00+00:00,second_buy,liquidation,770.0,770.0,771.6527115869792,777.8612507273125,745.0,1,746.55,22391.0,1,False,766.2499999999991,768.1428571428617,784.3479999999996,-7.0187348,-0.9406561200375632,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-05-05 21:45:00+00:00,go_short,26461.0,0,0,1371.0142857142907,1398.25,do_nothing,go_short,go_short,1319.9879999999998,go_short,1375.45,1316.6884836410175,go_short,1364.2,go_short,do_nothing,1402.4,False,go_short,1378.179999999997,go_short,1355.1609353309598,go_short,0
353,BCH/USDT:USDT,2021-02-20 23:00:00+00:00,second_buy,liquidation,649.15,1580.8,690.7323191337251,701.8011186261015,649.15,1,670.45,41805.0,0,False,681.7999999999995,687.2928571428611,705.0239999999998,-6.2941705,-0.9406495925606108,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-02-21 05:00:00+00:00,go_short,528.0,0,0,683.9214285714324,687.05,do_nothing,go_short,go_short,682.038,go_short,683.25,686.736274691496,go_short,680.25,go_short,do_nothing,688.4,False,go_short,682.4899999999994,go_short,684.578919067819,go_short,0
3,ADA/USDT:USDT,2020-11-15 22:15:00+00:00,second_buy,liquidation,0.10042000000000001,0.10042000000000001,0.10087876425925069,0.10155224040612466,0.09861,1,0.09861,33.0,0,False,0.1005280000000001,0.10080571428571437,0.10162399999999995,-8.4151791,-0.9417002272420322,1,go_short,go_short,go_short,go_short,go_long,go_short,go_short,go_short,go_short,go_short,go_short,2020-12-29 00:15:00+00:00,go_short,7754.0,0,0,0.17694428571428392,0.18788000000000002,go_short,go_short,go_short,0.17360080000000025,go_short,0.17889000000000002,0.17403071187722038,go_short,0.17889000000000002,go_short,go_short,0.18888000000000002,False,go_short,0.17816799999999938,go_short,0.17688749446794413,go_long,0
270,BCH/USDT:USDT,2020-01-03 02:00:00+00:00,second_buy,liquidation,193.7,193.7,193.8522794669369,194.82310281792311,191.1,1,192.15,6574.0,0,False,193.16999999999982,193.55714285714285,194.3240000000001,-9.03323,-0.940678519872278,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2020-01-14 15:45:00+00:00,go_short,9919.0,0,0,324.09285714285727,331.45,do_nothing,go_short,go_short,297.79800000000006,go_short,330.05,303.23174007115574,go_short,326.4,go_short,do_nothing,334.0,False,go_short,329.4300000000004,go_short,315.44587052721727,go_short,1
547,BCH/USDT:USDT,2023-08-17 21:45:00+00:00,second_buy,liquidation,196.95,197.8,196.49003507805958,200.8574317531795,161.4,1,164.75,3160697.0,0,False,193.2700000000039,196.37857142859306,201.99999999999872,-7.48084253,-0.9079516048330842,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2024-02-29 04:15:00+00:00,go_short,78844.0,0,0,300.3000000000212,303.05,do_nothing,go_short,go_short,297.7559999999987,go_short,300.1,298.62573598909387,go_short,299.4,go_short,do_nothing,303.15,False,go_short,300.00000000000307,go_short,299.6175844104263,go_short,0
28,ADA/USDT:USDT,2021-01-27 18:45:00+00:00,second_buy,liquidation,0.31010000000000004,0.31010000000000004,0.31444879850555546,0.3165510096141448,0.3089,1,0.3089,78.0,0,False,0.312607999999999,0.3144257142857122,0.315232800000001,-8.6658672,-0.9414318922686442,1,go_short,go_short,go_short,go_short,go_long,go_short,go_short,go_short,go_short,go_short,go_short,2021-02-06 18:30:00+00:00,go_short,2667.0,0,0,0.5575185714285691,0.58648,go_short,go_short,go_short,0.5475720000000007,go_short,0.5598500000000001,0.5503459733384817,go_short,0.5598500000000001,go_short,go_short,0.58648,False,go_short,0.5606019999999983,go_short,0.5559875409918784,go_long,0
372,BCH/USDT:USDT,2021-02-28 14:15:00+00:00,second_buy,liquidation,446.7,448.55,452.96938374397723,456.42402992281575,439.0,1,440.6,12214.0,0,False,449.52999999999975,451.1642857142897,457.6660000000002,-8.3306346,-0.9406625576507132,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-04-15 16:00:00+00:00,go_short,25440.0,0,0,832.7071428571475,841.0,do_nothing,go_short,go_short,820.6599999999995,go_short,837.7,824.0664324384309,go_short,835.7,go_short,do_nothing,843.7,False,go_short,834.0299999999983,go_short,829.3348282041447,go_short,0
552,BCH/USDT:USDT,2024-02-29 21:45:00+00:00,second_buy,liquidation,302.35,303.25,305.8824656286584,307.71920537752834,297.55,1,299.7,336243.0,0,False,304.6600000000031,305.95000000002125,307.95199999999863,-5.31664233,-0.8874377679330154,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2024-03-28 11:15:00+00:00,go_short,124544.0,0,0,566.9357142857352,576.0,do_nothing,go_short,go_short,555.1979999999988,go_short,570.05,557.4779009717048,go_short,567.85,go_short,do_nothing,576.95,False,go_short,568.2300000000027,go_short,565.0461649018496,go_short,0
411,BCH/USDT:USDT,2021-07-20 08:45:00+00:00,second_buy,liquidation,393.3,393.3,393.4488667176207,396.36875709741213,388.3,1,389.0,11702.0,0,False,393.29999999999825,393.67857142858264,394.10800000000125,-7.312854,-0.94065460989131,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-05 23:15:00+00:00,go_short,11800.0,0,0,746.335714285724,750.45,do_nothing,go_short,go_short,739.092000000001,go_short,748.8,739.3628478325185,go_short,747.45,go_short,do_nothing,751.25,False,go_short,746.7400000000014,go_short,744.4247449372228,go_short,0
433,BCH/USDT:USDT,2021-09-21 04:15:00+00:00,second_buy,roi,538.8,539.55,538.7482304773154,539.2947230103553,536.1,1,536.1,1211.0,0,False,539.8300000000025,540.6500000000132,537.8860000000008,0.021434,0.004004004004004004,0,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-21 17:15:00+00:00,go_short,3941.0,1,0,540.8214285714419,536.5,do_nothing,go_short,go_short,543.8440000000007,go_short,539.8,542.3744671885626,go_short,536.5,go_short,do_nothing,539.85,False,go_short,539.6900000000021,go_short,540.9616082854361,go_short,1
434,BCH/USDT:USDT,2021-09-21 17:30:00+00:00,second_buy,roi,536.55,536.55,539.6367454722921,541.6319140634838,530.0,1,532.35,6217.0,0,False,537.760000000002,539.1857142857275,543.2340000000007,0.1867075,0.035035035035035036,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-21 20:30:00+00:00,go_short,1813.0,1,0,524.2428571428704,518.5,do_nothing,go_short,go_short,533.4720000000008,go_short,519.65,531.807162036696,go_short,518.0,go_short,do_nothing,521.7,False,go_short,523.590000000002,go_short,526.4586676219668,go_short,1
432,BCH/USDT:USDT,2021-09-21 00:00:00+00:00,second_buy,roi,540.1,542.7,542.5941984553165,544.7762167153545,539.0,1,542.15,2524.0,0,False,539.7200000000025,542.3285714285845,544.1800000000006,0.0266865,0.004923640809734257,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-21 04:00:00+00:00,go_short,3176.0,0,0,541.407142857156,537.9,do_nothing,go_short,go_short,538.2320000000007,go_short,538.25,539.5503008511837,go_short,536.85,go_short,do_nothing,539.05,False,go_short,541.2500000000026,go_short,539.2297269277364,go_short,1
431,BCH/USDT:USDT,2021-09-20 19:45:00+00:00,second_buy,roi,546.35,549.05,545.9352648789533,549.1251873148444,545.0,0,547.3,2069.0,0,False,542.7300000000026,544.1000000000131,548.4420000000007,0.069118,0.012623095637144168,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-20 23:45:00+00:00,go_short,2025.0,1,0,543.1642857142988,539.4,do_nothing,go_short,go_short,544.6280000000007,go_short,535.55,544.9863140525829,go_short,535.0,go_short,do_nothing,540.55,False,go_short,541.0600000000024,go_short,542.6749618108286,go_short,1
424,BCH/USDT:USDT,2021-09-13 09:45:00+00:00,second_buy,roi,607.75,609.85,611.0339057407452,617.930208483209,607.55,0,608.1,7703.0,0,False,607.1100000000009,606.5000000000118,618.2840000000009,0.02428,0.004004004004004004,0,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-13 14:15:00+00:00,go_short,185272.0,0,1,619.9357142857264,608.8,do_nothing,go_short,go_short,611.372000000001,go_short,652.4,616.5194617762035,go_short,606.85,go_short,do_nothing,653.6,False,go_short,625.420000000001,go_short,618.9499417186448,go_short,1
429,BCH/USDT:USDT,2021-09-20 11:15:00+00:00,second_buy,roi,565.9,566.2,568.5819015783645,574.4329771026457,555.15,1,558.85,12999.0,0,False,565.6600000000025,566.8857142857274,574.4840000000006,0.0824285,0.014780297538918227,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-20 15:15:00+00:00,go_short,1116.0,1,0,549.5142857142989,548.75,do_nothing,go_short,go_short,555.1380000000007,go_short,547.85,555.7516078738996,go_short,543.85,go_short,do_nothing,548.75,False,go_short,548.6700000000026,go_short,549.7408936344495,go_short,0
435,BCH/USDT:USDT,2021-09-21 20:45:00+00:00,second_buy,roi,517.6,517.6,524.6034879878181,530.5177426265703,511.4,1,514.4,8026.0,0,False,521.380000000002,522.3428571428705,532.4720000000008,0.135903,0.02656234287592288,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-22 00:45:00+00:00,go_short,4832.0,1,0,505.1000000000135,500.0,do_nothing,go_short,go_short,514.7220000000009,go_short,508.65,514.8528726957676,go_short,500.0,go_short,do_nothing,508.65,False,go_short,504.9800000000021,go_short,508.2584614736274,go_short,1
428,BCH/USDT:USDT,2021-09-20 07:00:00+00:00,second_buy,roi,577.7,579.85,583.1417559571693,588.5258357374373,577.7,1,579.8,2047.0,0,False,581.6000000000022,582.4857142857273,587.7560000000008,0.1390315,0.02395570542571145,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-20 11:00:00+00:00,go_short,27349.0,1,0,568.7000000000132,565.4,do_nothing,go_short,go_short,575.4960000000005,go_short,565.95,575.6796152708574,go_short,562.0,go_short,do_nothing,569.35,False,go_short,567.7500000000025,go_short,570.3513382289763,go_short,1
427,BCH/USDT:USDT,2021-09-20 02:45:00+00:00,second_buy,roi,595.05,595.4,599.2032783412341,604.3123921014529,580.0,1,586.75,91252.0,0,False,596.890000000002,597.6714285714415,605.9660000000008,0.066368,0.011346615616470442,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-20 06:45:00+00:00,go_short,4639.0,1,1,583.3071428571559,577.15,do_nothing,go_short,go_short,588.5120000000007,go_short,580.65,589.2239025964324,go_short,577.15,go_short,do_nothing,580.65,False,go_short,582.4600000000021,go_short,583.7493479493819,go_short,1
426,BCH/USDT:USDT,2021-09-19 23:00:00+00:00,second_buy,roi,606.9,608.45,611.6980930417452,613.9820419816824,602.95,1,606.7,8051.0,0,False,609.870000000002,610.7785714285843,613.9700000000007,0.2128875,0.035035035035035036,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-20 02:30:00+00:00,go_short,2777.0,0,1,599.2785714285844,595.8,do_nothing,go_short,go_short,607.0880000000008,go_short,599.25,605.7173834695692,go_short,594.45,go_short,do_nothing,599.25,False,go_short,599.510000000002,go_short,601.4675107669129,go_short,1
436,BCH/USDT:USDT,2021-09-22 01:00:00+00:00,second_buy,roi,497.55,503.0,507.3879289392232,513.9452524960811,496.65,0,502.6,6164.0,1,False,505.7300000000021,504.5428571428706,513.7100000000008,0.020114,0.004004004004004004,0,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-24 10:00:00+00:00,go_short,48644.0,1,0,523.9785714285845,503.0,do_nothing,go_short,go_short,536.6520000000008,go_short,510.65,534.1358005171154,go_short,502.1,go_short,do_nothing,511.2,False,go_short,515.6300000000017,go_short,526.1770057325135,go_short,1
425,BCH/USDT:USDT,2021-09-13 14:30:00+00:00,second_buy,roi,608.8,611.2,617.2653353003918,615.8883905335217,592.15,1,608.0,74670.0,0,False,626.320000000001,619.9928571428692,611.5280000000009,0.024304,0.004004004004004004,0,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-19 22:45:00+00:00,go_short,18953.0,1,0,612.1500000000129,607.85,do_nothing,go_short,go_short,614.3900000000007,go_short,609.85,614.564605340217,go_short,605.3,go_short,do_nothing,610.25,False,go_short,611.1700000000021,go_short,612.6068372311535,go_short,1
430,BCH/USDT:USDT,2021-09-20 15:30:00+00:00,second_buy,roi,548.9,549.15,549.6499869214573,555.2625998832403,548.9,0,549.15,911.0,0,False,548.4800000000025,549.3714285714417,554.1600000000007,0.0255365,0.004647647647647648,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-20 19:30:00+00:00,go_short,3684.0,1,0,544.6142857142988,541.3,do_nothing,go_short,go_short,548.5100000000007,go_short,540.6,549.271202300032,go_short,539.0,go_short,do_nothing,542.35,False,go_short,542.5100000000026,go_short,545.6871312205811,go_short,0
640,BEER/USDT:USDT,2024-11-20 09:00:00+00:00,first_buy,roi,3.3389e-05,3.5499e-05,3.0790473721888256e-05,2.9296882421274165e-05,3.297e-05,0,3.5266000000000004e-05,515505.0,0,False,3.2434399999999196e-05,3.150771428571471e-05,2.8589880000000163e-05,0.035265,0.003996003996003995,0,go_long,go_long,go_long,go_long,go_short,go_short,go_short,go_short,go_long,go_long,go_long,2024-11-20 13:30:00+00:00,go_long,33233.0,0,0,3.3287857142857574e-05,3.3949e-05,go_short,go_long,go_long,3.299200000000017e-05,go_long,3.2751000000000005e-05,3.239386903049353e-05,go_long,3.26e-05,go_long,go_short,3.4181000000000004e-05,False,go_long,3.324399999999921e-05,go_short,3.3211159135148456e-05,go_short,0
437,BCH/USDT:USDT,2021-09-24 10:15:00+00:00,second_buy,roi,502.1,509.25,523.5266971582806,532.2701856639958,499.7,1,508.95,21645.0,0,False,510.22000000000173,518.7928571428702,535.3240000000009,0.178255,0.03503503503503503,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-24 13:15:00+00:00,go_short,3809.0,1,0,496.6642857142988,492.95,do_nothing,go_short,go_short,513.722000000001,go_short,493.05,510.2295271821063,go_short,491.1,go_short,do_nothing,495.3,False,go_short,495.79000000000167,go_short,499.3686976757346,go_short,0
407,BCH/USDT:USDT,2021-06-22 08:45:00+00:00,second_buy,roi,442.5,445.9,454.45172084532027,459.36128000584443,437.85,1,439.55,48380.0,0,False,450.28999999999894,453.6357142857258,461.8440000000014,0.307685,0.035035035035035036,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-06-22 11:15:00+00:00,go_short,21185.0,1,0,431.05000000001144,425.25,do_nothing,go_short,go_short,447.76000000000147,go_short,433.7,445.0267328502925,go_short,425.15,go_short,do_nothing,435.1,False,go_short,429.92999999999904,go_short,436.1701813259643,go_short,1
408,BCH/USDT:USDT,2021-06-22 11:30:00+00:00,second_buy,roi,425.4,428.65,433.95169189120054,443.3025304169375,421.55,1,421.75,15460.0,1,False,429.08999999999907,429.44285714286855,446.00600000000145,0.480631,0.05705112203392768,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-06-22 14:00:00+00:00,go_short,70158.0,0,0,403.17142857144006,395.4,do_nothing,go_short,go_short,424.51800000000134,go_short,400.4,423.089978461413,go_short,387.6,go_short,do_nothing,400.4,False,go_short,403.93999999999915,go_short,409.92964635924403,go_short,0
409,BCH/USDT:USDT,2021-06-22 14:15:00+00:00,second_buy,roi,396.8,401.9,408.59431615012954,421.4722022790861,390.3,0,401.25,31765.0,0,False,402.19999999999914,402.8214285714401,422.2640000000013,0.032088,0.004004004004004004,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-07-20 03:15:00+00:00,go_short,14593.0,1,0,402.92142857143983,399.8,do_nothing,go_short,go_short,412.0300000000012,go_short,400.05,410.0692243277259,go_short,399.5,go_short,do_nothing,401.75,False,go_short,401.80999999999824,go_short,405.6888201284989,go_short,0
410,BCH/USDT:USDT,2021-07-20 03:30:00+00:00,second_buy,roi,400.1,400.1,404.144386262576,409.00113363678327,393.55,1,395.65,55870.0,0,False,399.56999999999823,401.44285714286843,411.21000000000123,0.031612,0.004004004004004004,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-07-20 08:30:00+00:00,go_short,9556.0,0,1,394.28571428572553,393.45,do_nothing,go_short,go_short,394.65400000000125,go_short,394.75,396.9582576652051,go_short,393.4,go_short,do_nothing,395.15,False,go_short,394.33999999999827,go_short,394.2577515753699,go_short,1
412,BCH/USDT:USDT,2021-09-05 23:30:00+00:00,second_buy,roi,750.0,753.65,745.520938023804,740.2655998449245,749.65,0,751.55,14178.0,1,False,748.3800000000014,747.2642857142954,740.0180000000009,0.03006,0.004004004004004004,0,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-06 03:30:00+00:00,go_short,166.0,1,1,748.0500000000096,747.15,do_nothing,go_short,go_short,750.5260000000011,go_short,747.65,747.8708585722012,go_short,747.1,go_short,do_nothing,747.65,False,go_short,746.8600000000017,go_short,749.1817462983142,go_short,0
413,BCH/USDT:USDT,2021-09-06 03:45:00+00:00,second_buy,roi,747.2,749.5,748.6384007139582,747.706350529816,745.1,0,745.65,21123.0,0,False,746.8000000000018,746.9571428571525,750.5900000000012,0.029822,0.004004004004004004,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-07 08:30:00+00:00,go_short,41263.0,1,0,761.1214285714383,747.3,do_nothing,go_short,go_short,774.0220000000013,go_short,758.9,771.7988265618892,go_short,746.4,go_short,do_nothing,762.55,False,go_short,759.4400000000011,go_short,765.1524380616181,go_short,1
414,BCH/USDT:USDT,2021-09-07 08:45:00+00:00,second_buy,roi,747.3,751.15,762.321293744446,769.9433579276752,735.95,1,746.75,126155.0,0,False,755.970000000001,757.9428571428668,772.4880000000013,0.079177,0.010626299692465813,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-07 12:45:00+00:00,go_short,7821.0,1,0,738.3428571428667,736.6,do_nothing,go_short,go_short,747.1900000000013,go_short,733.95,747.8880757139098,go_short,733.7,go_short,do_nothing,738.8,False,go_short,737.2500000000011,go_short,739.8740706059044,go_short,0
415,BCH/USDT:USDT,2021-09-07 13:00:00+00:00,second_buy,roi,736.45,741.85,739.8472905126883,747.2815515869535,736.45,0,739.7,8488.0,0,False,737.2600000000011,738.278571428581,745.7520000000013,1.0707885,0.14488515279269534,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-07 15:30:00+00:00,go_short,90299.0,1,0,688.1428571428668,630.3,do_nothing,go_short,go_short,724.4520000000012,go_short,622.2,718.9129871263013,go_short,618.95,go_short,do_nothing,645.15,False,go_short,670.1400000000012,go_short,694.4349474941013,go_short,1
416,BCH/USDT:USDT,2021-09-07 15:45:00+00:00,second_buy,roi,631.35,674.55,690.6218786488549,715.2638769687975,630.95,0,669.65,51962.0,0,False,660.8800000000012,679.1142857142953,721.4160000000014,0.2341675,0.035035035035035036,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-07 18:15:00+00:00,go_short,31091.0,1,0,667.6000000000096,649.05,do_nothing,go_short,go_short,693.6860000000014,go_short,658.15,689.5892036110395,go_short,647.2,go_short,do_nothing,665.3,False,go_short,660.9500000000013,go_short,669.9363972121952,go_short,1
417,BCH/USDT:USDT,2021-09-07 18:30:00+00:00,second_buy,roi,648.0,658.7,668.1231053333959,687.2603737139254,640.5,0,658.15,21559.0,0,False,657.6700000000012,663.5571428571524,690.5120000000014,0.026354,0.004004004004004004,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-08 06:30:00+00:00,go_short,15717.0,1,0,667.8142857142951,658.0,do_nothing,go_short,go_short,672.0840000000017,go_short,662.55,670.0493716673808,go_short,656.65,go_short,do_nothing,666.3,False,go_short,666.4100000000009,go_short,668.4923658765487,go_short,1
418,BCH/USDT:USDT,2021-09-08 06:45:00+00:00,second_buy,roi,658.15,660.45,666.7166172801566,669.0790478401674,654.7,1,656.95,21654.0,0,False,663.1100000000008,665.7285714285808,671.4460000000016,0.026276,0.004004004004004004,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-10 09:15:00+00:00,go_short,1954.0,1,1,657.5500000000105,653.1,do_nothing,go_short,go_short,663.7660000000006,go_short,657.65,662.2705374683901,go_short,653.1,go_short,do_nothing,657.7,False,go_short,656.4600000000006,go_short,659.3374561466686,go_short,0
419,BCH/USDT:USDT,2021-09-10 09:30:00+00:00,second_buy,roi,653.15,656.1,658.839385970258,661.8134606188797,651.55,0,656.1,1528.0,0,False,655.8800000000006,656.8642857142962,663.3640000000007,0.04693,0.007155670522007156,1,go_short,go_short,go_short,go_short,go_short,go_short,do_nothing,do_nothing,go_short,go_short,go_short,2021-09-10 13:30:00+00:00,go_short,3221.0,1,0,652.4285714285821,649.0,do_nothing,go_short,go_short,655.1260000000008,go_short,650.0,655.5238030897201,go_short,646.45,go_short,do_nothing,650.0,False,go_short,651.4900000000005,go_short,652.7075307832821,go_short,1
