,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),nlp-exit-short (entry),mean-grad-hist (exit),ema-26 (exit),imit-exit-short (exit),ema-12 (exit),volume (exit),sma-05 (exit),sma-25 (exit),open (exit),nlp-exit-short (exit),high (exit),close (exit),nlp-enter-long (exit),nlp-enter-short (exit),long_jcrosk (exit),low (exit),short_kdj (exit),imit-enter-short (exit),sma-07 (exit)
314,BCH/USDT:USDT,2022-06-10 12:45:00+00:00,first_buy,stop_loss,175.3,175.3,173.8664663750503,174.22271854077923,165.95,1,169.9,291928.0,1,False,173.90000000000097,173.97142857144695,174.26999999999822,-3.3461275,-0.394196310764707,go_long,go_long,go_long,go_long,go_long,1,105.9328545610881,go_long,106.75013458801003,33496.0,105.86000000000081,106.57999999999817,105.5,go_long,105.65,105.35,go_long,go_long,1,105.35,False,go_long,105.93571428573242
312,BCH/USDT:USDT,2022-05-05 15:15:00+00:00,first_buy,stop_loss,288.05,288.1,292.7217262124897,295.3185694177616,279.75,1,283.05,122730.0,1,False,290.04,291.8000000000187,296.4599999999984,-3.3535581,-0.3941884800691719,go_long,go_long,go_long,go_long,go_long,1,183.99078424553713,go_long,188.77379037442913,42500.0,180.0000000000009,190.44799999999833,178.75,go_long,178.75,177.05,go_long,go_long,0,175.1,False,go_long,181.28571428573267
69,AAVE/USDT:USDT,2022-11-06 14:15:00+00:00,first_buy,stop_loss,91.15,91.15,91.04498477185372,91.42845825742897,90.256,1,90.335,7487.0,1,False,90.86979999999734,90.86171428571356,91.47987999999681,-3.5666281,-0.39414000231911533,go_long,go_long,go_long,go_long,go_long,1,56.51156437263252,go_long,56.78531274121958,4404.0,56.24759999999715,56.794439999996804,56.308,go_long,56.776,56.236,go_long,go_long,0,55.914,False,go_long,56.453714285713644
366,ADA/USDT:USDT,2023-06-10 04:30:00+00:00,second_buy,stop_loss,0.27281,0.27347000000000005,0.27408654025865437,0.2833946028410328,0.21599000000000002,1,0.23321000000000003,851328.0,0,False,0.26757199999999254,0.27201857142856994,0.285342000000022,-3.67358318,-0.39420055319673686,go_short,go_short,go_short,go_short,go_short,1,0.30726173682670616,go_short,0.29956567206981655,30893.0,0.3163539999999906,0.29603400000002245,0.31757,go_short,0.32002,0.31917,go_short,go_short,0,0.31753000000000003,False,go_short,0.31411142857142765
46,AAVE/USDT:USDT,2021-05-13 00:00:00+00:00,first_buy,stop_loss,550.145,552.315,557.0861570646925,561.0787522616394,486.806,1,514.342,62044.0,0,False,553.2495999999986,555.8910000000004,563.1510799999987,-2.02106103,-0.39419554504102705,go_long,go_long,go_long,go_long,go_long,1,349.91150424790845,go_long,369.6567039043417,19169.0,338.41319999999735,368.0245999999989,335.613,go_long,339.02,313.198,go_long,go_long,1,312.133,False,go_long,342.06742857143064
48,AAVE/USDT:USDT,2021-06-16 23:30:00+00:00,first_buy,stop_loss,287.584,287.979,292.1663008132643,293.7872373128122,287.088,1,287.979,3089.0,0,False,290.95899999999847,292.05000000000183,293.6755199999983,-3.40684437,-0.39420558453947496,go_long,go_long,go_long,go_long,go_long,1,192.85575919061492,go_long,198.5486612815818,58078.0,189.71779999999904,199.94019999999816,189.987,go_long,190.443,181.923,go_long,go_long,0,181.893,False,go_long,192.13485714285858
299,BCH/USDT:USDT,2021-05-13 11:00:00+00:00,first_buy,stop_loss,1221.5,1238.9,1248.9743403352802,1276.4964784165466,1190.05,1,1201.0,55807.0,1,False,1225.7399999999998,1228.392857142859,1288.9680000000014,-4.735284,-0.3942127872127872,go_long,go_long,go_long,go_long,go_long,1,892.0565812701072,go_long,925.8288814399048,35431.0,853.6399999999991,931.4380000000009,858.15,go_long,860.0,839.2,go_long,go_long,0,827.95,False,go_long,874.0142857142908
277,ALGO/USDT:USDT,2023-06-10 04:30:00+00:00,second_buy,stop_loss,0.11610000000000001,0.11610000000000001,0.11509629747169832,0.11860878105914444,0.08990000000000001,1,0.096,166385.0,0,False,0.11253999999999417,0.114271428571432,0.12019199999999311,-3.39753687,-0.39362706108886664,go_short,go_short,go_short,go_short,go_short,1,0.1313712349790135,go_short,0.12986977393625831,2614.0,0.13259999999999428,0.12936799999999313,0.13290000000000002,go_short,0.1332,0.1331,go_short,go_short,0,0.1327,False,go_short,0.1324571428571462
57,AAVE/USDT:USDT,2022-01-17 17:15:00+00:00,first_buy,stop_loss,224.494,224.707,225.9255328694645,228.08505213158918,221.612,1,221.612,4027.0,1,False,224.07979999999702,225.01114285714294,228.45831999999734,-3.4956366,-0.39419172091031224,go_long,go_long,go_long,go_long,go_long,0,138.68044683311223,go_long,141.82748759513476,2025.0,137.09899999999715,142.7839199999972,136.67,go_long,136.67,135.963,go_long,go_long,0,135.234,False,go_long,137.2482857142857
397,APT/USDT:USDT,2023-10-21 13:15:00+00:00,second_buy,stop_loss,5.325,5.412,5.225213974510207,5.177522941733864,5.313,0,5.378,998706.0,0,False,5.259599999999887,5.240571428571478,5.167039999999989,-3.62405883,-0.3969369875390096,go_short,go_short,go_long,go_short,go_short,0,7.391753357745455,go_short,7.3568929036918,89227.0,7.397999999999888,7.360279999999985,7.401,go_short,7.423,7.408,go_long,go_short,0,7.393,False,go_short,7.398571428571468
63,AAVE/USDT:USDT,2022-06-07 00:30:00+00:00,first_buy,stop_loss,105.107,106.249,105.05983792563444,105.34750993945158,102.0,1,102.541,105097.0,0,False,105.00919999999746,105.03628571428514,105.22447999999726,-3.63767706,-0.3941495426209026,go_long,go_long,go_long,go_long,go_long,1,64.23300193532572,go_long,65.63236858371442,4791.0,63.428399999997566,65.04247999999716,64.197,go_long,64.429,63.39,go_long,go_long,0,63.39,False,go_long,63.55257142857074
88,AAVE/USDT:USDT,2024-04-11 14:30:00+00:00,first_buy,stop_loss,117.79,117.79,119.1245765993652,120.68919335204347,116.93,1,116.93,42555.0,0,False,118.22199999999756,118.77714285714303,120.73839999999717,-2.77462194,-0.394782955892168,go_long,go_long,go_long,go_long,go_long,1,89.46984896880875,go_long,91.74988726110018,1634756.0,88.45399999999762,92.36719999999717,88.27,go_long,88.45,83.82,go_long,go_long,0,81.22,False,go_long,89.00428571428594
142,BAKE/USDT:USDT,2023-06-10 04:30:00+00:00,second_buy,stop_loss,0.1047,0.1047,0.10372035220899148,0.10707048056670287,0.0809,1,0.0863,5286799.0,0,False,0.10168000000004056,0.10307142857144089,0.10823199999999962,-3.69200242,-0.3865522100562114,go_short,go_short,go_short,go_short,go_short,1,0.11857698292349833,go_short,0.11792133794236334,9146.0,0.11888000000004102,0.11789599999999976,0.11850000000000001,go_short,0.1189,0.1188,go_short,go_short,0,0.11850000000000001,False,go_short,0.11897142857144057
