,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),nlp-exit-short (entry),mean-grad-hist (exit),ema-26 (exit),imit-exit-short (exit),ema-12 (exit),volume (exit),sma-05 (exit),sma-25 (exit),open (exit),nlp-exit-short (exit),high (exit),close (exit),nlp-enter-long (exit),nlp-enter-short (exit),long_jcrosk (exit),low (exit),short_kdj (exit),imit-enter-short (exit),sma-07 (exit)
280,ALGO/USDT:USDT,2023-10-23 22:45:00+00:00,second_buy,trailing_stop_loss,0.0964,0.0989,0.09571840335747929,0.09511857432933095,0.09620000000000001,0,0.09770000000000001,70930.0,1,False,0.09621999999999355,0.09590000000000357,0.09494399999999331,-3.18671866,-0.3627781836197621,go_short,go_short,go_short,go_short,go_short,1,0.13160223037795288,go_short,0.13033677453436596,7767.0,0.1326599999999941,0.12987199999999333,0.1331,go_short,0.13340000000000002,0.1326,go_short,go_short,1,0.13240000000000002,False,go_short,0.13201428571428925
279,ALGO/USDT:USDT,2023-08-17 21:45:00+00:00,second_buy,trailing_stop_loss,0.10020000000000001,0.1003,0.09841718543402993,0.10031632576937263,0.081,1,0.0823,177102.0,0,False,0.09705999999999398,0.09842857142857495,0.10089599999999325,-1.64391521,-0.18310457002011468,go_short,go_short,go_short,go_short,go_short,0,0.09535811305883916,go_short,0.09491206027567742,1057.0,0.09573999999999354,0.0947719999999933,0.0961,go_short,0.09620000000000001,0.09620000000000001,go_short,go_short,0,0.09580000000000001,False,go_short,0.09548571428571785
278,ALGO/USDT:USDT,2023-06-23 17:45:00+00:00,second_buy,trailing_stop_loss,0.1331,0.1342,0.1318064295976268,0.1301905314224614,0.133,1,0.1342,2752.0,0,False,0.13303999999999427,0.13284285714286048,0.1296279999999931,2.82252197,0.3007608385477238,go_short,go_short,go_short,go_short,go_short,1,0.10134758278567173,go_short,0.10175763183092244,1836.0,0.10093999999999399,0.10167999999999326,0.1003,go_short,0.1009,0.10020000000000001,go_short,go_short,0,0.10010000000000001,False,go_short,0.10125714285714636
276,ALGO/USDT:USDT,2023-03-13 18:15:00+00:00,second_buy,trailing_stop_loss,0.2081,0.2139,0.2071884437666272,0.20452862211858172,0.2071,0,0.2116,140472.0,1,False,0.20835999999999077,0.20804285714285983,0.20321999999999238,4.55209436,0.5386112306159586,go_short,go_short,go_short,go_short,go_short,1,0.11856835155746165,go_short,0.12041748354387599,1424.0,0.11707999999999419,0.1213439999999931,0.1159,go_short,0.11670000000000001,0.11620000000000001,go_short,go_short,0,0.1158,False,go_short,0.11738571428571772
275,ALGO/USDT:USDT,2023-01-22 11:45:00+00:00,second_buy,trailing_stop_loss,0.24810000000000001,0.249,0.24533193053755545,0.24333148442623825,0.24680000000000002,1,0.24730000000000002,6954.0,0,False,0.24671999999999145,0.24612857142857378,0.24276799999999252,1.051245,0.14201043148411568,go_short,go_short,go_short,go_short,go_short,1,0.2063863426332867,go_short,0.20396291188806825,6088.0,0.2074399999999908,0.2026039999999924,0.20770000000000002,go_short,0.2082,0.2079,go_short,go_short,0,0.2068,False,go_short,0.20735714285714554
274,ALGO/USDT:USDT,2023-01-04 00:45:00+00:00,second_buy,trailing_stop_loss,0.185,0.1869,0.18320787737460345,0.18258444663034412,0.1832,1,0.1836,20505.0,0,False,0.18403999999999146,0.18371428571428772,0.18209999999999255,-3.25161,-0.35417463165014845,go_short,go_short,go_short,go_short,go_short,0,0.2449740997262019,go_short,0.2430140031803373,3953.0,0.24625999999999143,0.24241599999999253,0.2472,go_short,0.248,0.2479,go_short,go_short,0,0.2461,False,go_short,0.24568571428571664
273,ALGO/USDT:USDT,2022-11-04 19:30:00+00:00,second_buy,trailing_stop_loss,0.4022,0.41150000000000003,0.39900696338781344,0.3952143496695412,0.4021,0,0.4113,12516.0,0,False,0.40135999999999256,0.39992857142857435,0.39467199999999314,4.49606,0.547247149873609,go_short,go_short,go_short,go_short,go_short,0,0.18313658235180408,go_short,0.18250320236077164,3664.0,0.18389999999999146,0.18201599999999252,0.1844,go_short,0.1857,0.18510000000000001,go_short,go_short,1,0.1842,False,go_short,0.18352857142857343
272,ALGO/USDT:USDT,2022-10-20 09:45:00+00:00,second_buy,trailing_stop_loss,0.311,0.3118,0.31039521783194374,0.309848025989052,0.22390000000000002,0,0.31070000000000003,122779.0,0,False,0.31069999999999354,0.3105571428571447,0.3096559999999932,-2.976597,-0.3196627589933029,go_short,go_short,go_short,go_short,go_short,0,0.39677186582196133,go_short,0.39392749764310453,10519.0,0.39817999999999254,0.39395599999999314,0.3977,go_short,0.4041,0.4017,go_short,go_short,0,0.3977,False,go_short,0.39787142857143154
271,ALGO/USDT:USDT,2022-09-23 03:45:00+00:00,second_buy,trailing_stop_loss,0.3875,0.3981,0.38078735117887674,0.37597986396829336,0.3875,0,0.39680000000000004,58196.0,0,False,0.3858999999999938,0.3828142857142893,0.37487599999999255,2.298428,0.28969135340326474,go_short,go_short,go_short,go_short,go_short,1,0.3103398028922971,go_short,0.30977986806817615,80.0,0.31061999999999357,0.3094319999999932,0.31070000000000003,go_short,0.31070000000000003,0.31070000000000003,go_short,go_short,0,0.31070000000000003,False,go_short,0.31061428571428756
270,ALGO/USDT:USDT,2022-09-12 02:00:00+00:00,second_buy,trailing_stop_loss,0.32830000000000004,0.33290000000000003,0.3252888340268984,0.32490518053233347,0.32830000000000004,0,0.3302,4694.0,0,False,0.324819999999994,0.32494285714286003,0.32467599999999197,-1.220426,-0.18481810100569557,go_short,go_short,go_short,go_short,go_short,0,0.3778759604841271,go_short,0.37431425308575683,14716.0,0.3811799999999938,0.37393199999999255,0.3865,go_short,0.38770000000000004,0.38670000000000004,go_short,go_short,0,0.38380000000000003,False,go_short,0.37965714285714647
269,ALGO/USDT:USDT,2022-07-19 13:45:00+00:00,second_buy,trailing_stop_loss,0.3685,0.3703,0.36440802393502786,0.36047119709323777,0.3657,1,0.366,3921.0,1,False,0.36731999999999365,0.36644285714286257,0.3587199999999925,0.68403,0.09336170094282992,go_short,go_short,go_short,go_short,go_short,0,0.3243958947590617,go_short,0.32448159497492013,933.0,0.32357999999999404,0.324479999999992,0.3239,go_short,0.3262,0.326,go_short,go_short,0,0.3239,False,go_short,0.32441428571428865
268,ALGO/USDT:USDT,2022-06-21 06:00:00+00:00,second_buy,trailing_stop_loss,0.3317,0.3421,0.3250762466066428,0.3214992874224913,0.3315,0,0.3416,8928.0,0,False,0.3284399999999937,0.3256428571428626,0.3204719999999926,-0.580234,-0.08498899836330331,go_short,go_short,go_short,go_short,go_short,1,0.36411857374139656,go_short,0.3600288928606968,3827.0,0.36709999999999365,0.3581039999999925,0.3679,go_short,0.36920000000000003,0.36910000000000004,go_short,go_short,0,0.3669,False,go_short,0.36588571428571964
267,ALGO/USDT:USDT,2022-05-13 05:15:00+00:00,second_buy,trailing_stop_loss,0.46890000000000004,0.4822,0.4614098040113973,0.4469437957476013,0.46630000000000005,0,0.4783,8972.0,0,False,0.46869999999999534,0.46805714285714883,0.4432999999999921,2.841706,0.29704997395055877,go_short,go_short,go_short,go_short,go_short,0,0.3220719278078506,go_short,0.3198912304162906,3089.0,0.3238399999999937,0.31966799999999257,0.3249,go_short,0.332,0.332,go_short,go_short,0,0.3246,False,go_short,0.322371428571434
266,ALGO/USDT:USDT,2022-05-03 02:30:00+00:00,second_buy,trailing_stop_loss,0.6424000000000001,0.6614,0.6308103999223346,0.620738142087857,0.6417,0,0.6614,7926.0,0,False,0.6386799999999954,0.6334285714285767,0.6198319999999926,1.827603,0.27643282448359513,go_short,go_short,go_short,go_short,go_short,1,0.45833885928619683,go_short,0.4444352994074094,5910.0,0.46635999999999533,0.4404039999999921,0.46490000000000004,go_short,0.47290000000000004,0.4707,go_short,go_short,0,0.46490000000000004,False,go_short,0.465600000000006
265,ALGO/USDT:USDT,2022-03-24 17:15:00+00:00,second_buy,trailing_stop_loss,0.8769,0.8782000000000001,0.8698164249179298,0.8641251342315862,0.874,0,0.8782000000000001,920.0,0,False,0.8729399999999956,0.8717142857142888,0.8638239999999938,2.221659,0.2530302517786873,go_short,go_short,go_short,go_short,go_short,0,0.6252486544536682,go_short,0.6174851934548856,7567.0,0.6306999999999954,0.6175839999999926,0.6352,go_short,0.6444000000000001,0.6444000000000001,go_short,go_short,0,0.6329,False,go_short,0.6266000000000052
264,ALGO/USDT:USDT,2022-02-26 00:45:00+00:00,second_buy,trailing_stop_loss,0.8343,0.854,0.825310915641324,0.8165623510506904,0.8343,0,0.8448,10312.0,0,False,0.8313999999999957,0.8298000000000032,0.813295999999995,-0.336235,-0.03979328110328347,go_short,go_short,go_short,go_short,go_short,0,0.8682921385393715,go_short,0.8629991449701131,664.0,0.8708399999999955,0.8627039999999938,0.8716,go_short,0.8768,0.8768,go_short,go_short,0,0.8716,False,go_short,0.8702000000000032
263,ALGO/USDT:USDT,2022-01-21 00:00:00+00:00,second_buy,trailing_stop_loss,1.1895,1.1905000000000001,1.2129332301866864,1.2419881844037193,1.1508,1,1.1611,6469.0,0,False,1.1924799999999949,1.1979714285714331,1.2541439999999948,3.118923,0.26895632710587913,go_short,go_short,go_short,go_short,go_short,0,0.8217674457579284,go_short,0.8143033391347456,163.0,0.8289399999999958,0.8114479999999951,0.8315,go_short,0.8315,0.8308000000000001,go_short,go_short,0,0.8302,False,go_short,0.827357142857146
261,ALGO/USDT:USDT,2021-08-19 14:00:00+00:00,second_buy,trailing_stop_loss,1.0491,1.0735999999999999,1.0159973117866354,0.9998054732804105,1.049,0,1.0649,1562.0,0,False,1.0344399999999963,1.0223285714285797,1.0008799999999913,-2.354617,-0.22145766926373897,go_short,go_short,go_short,go_short,go_short,1,1.2615618334851249,go_short,1.240761096779776,811.0,1.2822799999999994,1.2293519999999918,1.2806,go_short,1.2806,1.2795,go_short,go_short,0,1.2776,False,go_short,1.277842857142865
335,BCH/USDT:USDT,2024-02-04 13:00:00+00:00,first_buy,trailing_stop_loss,237.2,237.3,239.19994904358632,239.93812019891126,235.1,1,235.1,204747.0,0,False,238.7600000000034,239.26428571430407,240.15999999999815,7.29652331,1.0330547159756345,go_long,go_long,go_long,go_long,go_long,1,495.982229092834,go_long,492.60521880693307,387666.0,491.0300000000035,499.48199999999815,487.9,go_long,495.95,491.0,go_long,go_long,0,487.9,False,go_long,494.23571428573194
344,ADA/USDT:USDT,2021-03-03 00:15:00+00:00,second_buy,trailing_stop_loss,1.22,1.22,1.2124517421368721,1.2056986467236468,1.21017,0,1.21335,422.0,0,False,1.2215759999999996,1.2181542857142857,1.205,-1.0547965,-0.08701960294658197,go_short,go_short,go_short,go_short,go_short,0,1.2711614356795204,go_short,1.2593222951866068,3826.0,1.2830799999999976,1.2528284000000018,1.282,go_short,1.3060800000000001,1.30566,go_short,go_short,0,1.282,False,go_short,1.2780871428571454
337,BCH/USDT:USDT,2024-04-01 13:30:00+00:00,first_buy,trailing_stop_loss,664.05,664.05,665.8843572661725,669.4092705852516,651.15,1,662.2,458316.0,0,False,664.8200000000045,664.7642857143034,669.5779999999988,-2.26881662,-0.3422757580685699,go_long,go_long,go_long,go_long,go_long,1,449.2535846756848,go_long,453.48291934228655,166261.0,446.85000000000116,455.18399999999986,446.15,go_long,446.15,443.4,go_long,go_long,0,440.75,False,go_long,447.34285714287415
421,ATOM/USDT:USDT,2021-06-12 01:45:00+00:00,first_buy,trailing_stop_loss,11.3,11.331,11.629891579941003,11.800378536293836,11.279,1,11.324,159.0,0,False,11.54159999999986,11.5637142857144,11.813800000000066,0.691637,0.061016076823212105,go_long,go_long,go_long,go_long,go_long,1,12.202794111381651,go_long,12.350541438232092,2254.0,12.158799999999891,12.311240000000097,12.211,go_long,12.222,12.093,go_long,go_long,0,12.086,False,go_long,12.168000000000118
420,ATOM/USDT:USDT,2021-05-19 13:00:00+00:00,first_buy,trailing_stop_loss,14.037,14.74,16.55592040870801,18.008630444162698,9.804,1,11.829,58616.0,0,False,15.39939999999981,15.914000000000097,18.464560000000063,-0.238806,-0.020725170060588355,go_long,go_long,go_long,go_long,go_long,1,11.685508230839366,go_long,11.838488819197343,148.0,11.57839999999986,11.845920000000067,11.527,go_long,11.527,11.358,go_long,go_long,1,11.34,False,go_long,11.651142857142972
419,AVAX/USDT:USDT,2023-10-17 14:00:00+00:00,first_buy,trailing_stop_loss,9.19,9.19,9.224826625619054,9.260777775663069,8.979,1,9.125,37415.0,0,False,9.189199999998362,9.204285714285415,9.279320000000064,2.54440885,0.27868292764137514,go_long,go_long,go_long,go_long,go_long,1,13.732524980606405,go_long,13.654966625126603,28918.0,13.785599999998382,13.680920000000112,13.792,go_long,13.829,13.74,go_long,go_long,0,13.703,False,go_long,13.77742857142828
418,AVAX/USDT:USDT,2023-09-17 16:15:00+00:00,first_buy,trailing_stop_loss,9.2021,9.2021,9.200873184797024,9.22018789861481,9.1151,1,9.1583,9151.0,0,False,9.192619999998353,9.195814285713968,9.230352000000067,-0.09960598,-0.010870034904904144,go_long,go_long,go_long,go_long,go_long,1,9.242976921186154,go_long,9.271639997716115,784.0,9.209999999998363,9.286960000000064,9.202,go_long,9.222,9.202,go_long,go_long,0,9.2,False,go_long,9.222142857142558
417,AVAX/USDT:USDT,2023-08-15 19:15:00+00:00,first_buy,trailing_stop_loss,12.1523,12.1523,12.113005697169134,12.186862403446982,11.2502,1,11.6787,71837.0,0,False,12.056779999998387,12.099214285713982,12.219480000000095,-2.55453527,-0.2188233270206809,go_long,go_long,go_long,go_long,go_long,1,9.208613763851028,go_long,9.225138930503995,5.0,9.201639999998354,9.234716000000068,9.2048,go_long,9.2048,9.2027,go_long,go_long,0,9.2027,False,go_long,9.201957142856827
416,AVAX/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,trailing_stop_loss,13.1191,13.1191,12.804570486612631,13.206725846463094,9.7299,1,10.3376,91046.0,0,False,12.554459999998368,12.745128571428252,13.353552000000143,2.80997139,0.27147539996269254,go_long,go_long,go_long,go_long,go_long,0,13.416202825466812,go_long,13.535929078905939,104.0,13.319379999998343,13.565428000000106,13.3361,go_long,13.3363,13.3026,go_long,go_long,0,13.3025,False,go_long,13.327528571428255
415,AVAX/USDT:USDT,2022-12-16 22:45:00+00:00,first_buy,trailing_stop_loss,12.3958,12.3958,12.399658428145958,12.469452827950471,11.7528,1,11.9318,18049.0,0,False,12.338319999998458,12.39711428571381,12.456988000000178,2.7970237,0.2342913955316796,go_long,go_long,go_long,go_long,go_long,1,15.259391069196248,go_long,15.312567938242362,27113.0,15.264999999998409,15.280996000000163,15.3418,go_long,15.3418,15.1968,go_long,go_long,0,15.1686,False,go_long,15.264614285713805
414,AVAX/USDT:USDT,2022-11-21 19:45:00+00:00,first_buy,trailing_stop_loss,11.7233,11.7598,11.77904306217888,11.837162526599114,11.538499999999999,1,11.6312,2465.0,0,False,11.751259999998483,11.744914285713795,11.88208800000018,0.264508,0.02277570731285608,go_long,go_long,go_long,go_long,go_long,1,12.48472359689977,go_long,12.512465054186508,15.0,12.459939999998458,12.476928000000179,12.437,go_long,12.437,12.3984,go_long,go_long,0,12.3984,False,go_long,12.49248571428524
413,AVAX/USDT:USDT,2021-07-19 12:45:00+00:00,first_buy,trailing_stop_loss,10.3239,10.3239,10.38767160904645,10.467331204246983,10.0845,1,10.0845,504.0,1,False,10.330819999999877,10.348414285714155,10.512352000000096,9.3559455,0.9268281918884328,go_long,go_long,go_long,go_long,go_long,1,19.972783677049932,go_long,20.03784151135893,52.0,19.90853999999991,20.208528000000122,19.6233,go_long,19.764,19.764,go_long,go_long,0,19.6233,False,go_long,19.98219999999993
412,AVAX/USDT:USDT,2021-06-21 18:30:00+00:00,first_buy,trailing_stop_loss,11.924900000000001,11.924900000000001,12.063248648822768,12.17814583694924,11.924900000000001,1,11.924900000000001,1.0,0,False,11.96095999999986,11.986085714285606,12.148368000000149,-1.6166946,-0.13635576722553067,go_long,go_long,go_long,go_long,go_long,1,10.442793719782168,go_long,10.497957700586742,0.0,10.392399999999878,10.532572000000096,10.3924,go_long,10.3924,10.3924,go_long,go_long,0,10.3924,False,go_long,10.389042857142725
410,APT/USDT:USDT,2024-08-27 17:45:00+00:00,second_buy,trailing_stop_loss,7.5120000000000005,7.559,7.332778786369277,7.245754727299437,7.45,1,7.467,73936.0,0,False,7.4439999999997,7.421714285714242,7.190039999999926,0.2564847,0.02861075169847569,go_short,go_short,go_long,go_short,go_short,0,7.1345093105717385,go_short,7.083494606956443,96108.0,7.147799999999729,7.118119999999922,7.097,go_short,7.197,7.121,go_long,go_short,0,7.088,False,go_short,7.164142857142835
409,APT/USDT:USDT,2024-08-08 15:15:00+00:00,second_buy,trailing_stop_loss,5.435,5.481,5.368731277741899,5.333436367924008,5.427,0,5.439,67087.0,0,False,5.40299999999974,5.376714285714237,5.320919999999925,-3.6078626,-0.39058586397521966,go_short,go_short,go_long,go_short,go_short,0,7.308374929345509,go_short,7.228055105483392,72502.0,7.4325999999997,7.174719999999926,7.501,go_short,7.533,7.511,go_long,go_short,0,7.466,False,go_short,7.38728571428567
408,APT/USDT:USDT,2024-07-11 11:45:00+00:00,second_buy,trailing_stop_loss,6.242,6.283,6.230557144727495,6.20281555068789,6.228,0,6.282,2090.0,0,False,6.2543999999997615,6.237142857142795,6.196079999999923,1.20934202,0.1375565397678029,go_short,go_short,go_long,go_short,go_short,0,5.355955146422245,go_short,5.324991277357929,80489.0,5.37459999999974,5.314239999999924,5.397,go_short,5.44,5.438,go_long,go_short,0,5.396,False,go_short,5.3635714285713805
407,APT/USDT:USDT,2024-05-27 14:15:00+00:00,second_buy,trailing_stop_loss,9.565,9.600999999999999,9.438541619524466,9.356647596832845,9.522,1,9.533,86819.0,1,False,9.518999999999734,9.470285714285637,9.332199999999926,2.66559134,0.35038601738622754,go_short,go_short,go_long,go_short,go_short,0,6.221203898314313,go_short,6.1964807947429215,2954.0,6.237199999999762,6.189919999999923,6.264,go_short,6.268,6.25,go_long,go_short,0,6.243,False,go_short,6.226714285714225
406,APT/USDT:USDT,2024-04-14 05:15:00+00:00,second_buy,trailing_stop_loss,9.12,9.229,8.938896106197143,8.844817152907595,9.088,0,9.205,177872.0,0,False,9.073199999999769,9.021999999999966,8.781759999999935,-0.23122711,-0.031448175077251166,go_short,go_short,go_long,go_short,go_short,0,9.421367368528914,go_short,9.342539404579473,47758.0,9.487799999999734,9.316639999999927,9.551,go_short,9.573,9.563,go_long,go_short,0,9.53,False,go_short,9.44371428571421
405,APT/USDT:USDT,2024-03-19 15:00:00+00:00,second_buy,trailing_stop_loss,15.999,16.34,15.689715787776912,15.358565990829144,15.837,0,16.088,298024.0,0,False,15.897999999999803,15.843428571428607,15.250799999999945,2.83626055,0.4418419524479658,go_short,go_short,go_long,go_short,go_short,0,8.89051358005117,go_short,8.816002525140203,160158.0,9.00899999999977,8.764639999999934,9.079,go_short,9.181,9.104,go_long,go_short,1,9.053,False,go_short,8.944857142857108
404,APT/USDT:USDT,2024-03-06 07:00:00+00:00,second_buy,trailing_stop_loss,14.332,14.576,13.879089209634113,13.60534355577952,14.296,0,14.527,290375.0,0,False,14.189199999999847,14.04028571428576,13.457399999999934,-0.70592301,-0.097311800542538,go_short,go_short,go_long,go_short,go_short,1,15.617300476463623,go_short,15.300211270095476,141706.0,15.813599999999804,15.185599999999944,15.671,go_short,16.016,15.997,go_long,go_short,0,15.512,False,go_short,15.759428571428609
403,APT/USDT:USDT,2024-02-28 10:15:00+00:00,second_buy,trailing_stop_loss,10.84,11.735,10.55586980716776,10.323597766882502,10.835,0,11.702,949146.0,0,False,10.74019999999983,10.589000000000073,10.236079999999951,-1.59147948,-0.2271664032273204,go_short,go_short,go_long,go_short,go_short,0,13.761287247749406,go_short,13.53161104024188,190292.0,14.019999999999845,13.418199999999935,14.217,go_short,14.348,14.339,go_long,go_short,0,14.121,False,go_short,13.906000000000047
402,APT/USDT:USDT,2024-02-03 02:00:00+00:00,second_buy,trailing_stop_loss,9.611,9.72,9.536505184136166,9.446525753501602,9.611,0,9.718,32134.0,0,False,9.626999999999853,9.586285714285777,9.398799999999953,-1.25558422,-0.16163079488953974,go_short,go_short,go_long,go_short,go_short,0,10.34748249938008,go_short,10.213325588233102,224605.0,10.44319999999983,10.167519999999952,10.657,go_short,10.864,10.832,go_long,go_short,0,10.639,False,go_short,10.373428571428645
401,APT/USDT:USDT,2024-01-04 11:30:00+00:00,second_buy,trailing_stop_loss,9.901,10.296,9.786690714522706,9.609283333206786,9.850999999999999,0,10.296,209002.0,0,False,9.88239999999988,9.82471428571431,9.613359999999979,0.53461408,0.0649516007900317,go_short,go_short,go_long,go_short,go_short,0,9.503506126706379,go_short,9.42480781378173,19663.0,9.581999999999855,9.380359999999953,9.574,go_short,9.634,9.611,go_long,go_short,0,9.574,False,go_short,9.546571428571491
400,APT/USDT:USDT,2023-12-23 01:00:00+00:00,second_buy,trailing_stop_loss,9.769,10.028,9.47993935229537,9.227440321280998,9.685,0,9.999,192012.0,0,False,9.677799999999891,9.550285714285748,9.12343999999999,-0.00251546,-0.00031468431038517023,go_short,go_short,go_long,go_short,go_short,0,9.694089026254108,go_short,9.55434599986333,138731.0,9.75339999999988,9.575039999999978,9.865,go_short,9.987,9.889,go_long,go_short,0,9.834,False,go_short,9.732857142857167
399,APT/USDT:USDT,2023-12-08 16:15:00+00:00,second_buy,trailing_stop_loss,8.436,8.567,8.44059537122942,8.394089469161838,8.404,0,8.526,140451.0,0,False,8.455999999999912,8.446428571428612,8.421879999999987,-1.45761908,-0.17117294206454223,go_short,go_short,go_long,go_short,go_short,0,9.385564689076347,go_short,9.165715546983478,332750.0,9.525999999999891,9.07455999999999,9.665,go_short,9.952,9.776,go_long,go_short,0,9.634,False,go_short,9.440285714285748
398,APT/USDT:USDT,2023-11-07 00:15:00+00:00,second_buy,trailing_stop_loss,7.412,7.677,7.420098995015385,7.3731230589738885,7.382,0,7.5760000000000005,707982.0,0,False,7.427999999999888,7.424857142857182,7.3722399999999855,-1.1221215,-0.12368357390159716,go_short,go_short,go_long,go_short,go_short,0,8.425067256907496,go_short,8.383536626694784,35954.0,8.438799999999912,8.411599999999988,8.412,go_short,8.459,8.424,go_long,go_short,0,8.39,False,go_short,8.430285714285755
422,ATOM/USDT:USDT,2021-07-08 07:45:00+00:00,first_buy,trailing_stop_loss,12.054,12.072,12.152518094246012,12.31539022058527,11.813,1,11.876,4899.0,0,False,12.08199999999989,12.141142857142976,12.285320000000096,1.66869,0.1411774201408348,go_long,go_long,go_long,go_long,go_long,1,13.997725331699996,go_long,14.029332819833689,627.0,14.019399999999894,14.055520000000106,13.95,go_long,13.95,13.709,go_long,go_long,0,13.659,False,go_long,14.044428571428693
396,APT/USDT:USDT,2023-08-09 12:45:00+00:00,second_buy,trailing_stop_loss,6.727,7.923,6.883751772682346,6.795070427948342,6.727,0,7.7379999999999995,3825741.0,0,False,6.929199999999898,6.873428571428562,6.759200000000001,2.77477932,0.29904789802722614,go_short,go_short,go_long,go_short,go_short,0,5.197434697148426,go_short,5.161484777072573,342138.0,5.2243999999998865,5.156799999999989,5.213,go_short,5.327,5.327,go_long,go_short,0,5.213,False,go_short,5.210142857142906
423,ATOM/USDT:USDT,2022-05-11 12:45:00+00:00,first_buy,trailing_stop_loss,11.774000000000001,11.774000000000001,11.881239563792676,12.260069739590566,10.25,1,10.283,88329.0,0,False,11.5644000000003,11.78442857142866,12.178680000000083,-1.595959,-0.15527509109511445,go_long,go_long,go_long,go_long,go_long,1,8.838680917259339,go_long,8.8856760042038,1459.0,8.809200000000308,8.876120000000109,8.829,go_long,8.837,8.797,go_long,go_long,0,8.797,False,go_long,8.815000000000069
425,ATOM/USDT:USDT,2022-07-05 12:45:00+00:00,first_buy,trailing_stop_loss,8.586,8.586,8.747862001653306,8.838540924071017,8.458,1,8.486,5519.0,0,False,8.64300000000029,8.720142857142948,8.918960000000107,1.475552,0.17389146184710655,go_long,go_long,go_long,go_long,go_long,1,10.162160724180234,go_long,10.20107186545654,4027.0,10.06980000000031,10.221360000000141,10.008,go_long,10.026,10.026,go_long,go_long,0,9.979,False,go_long,10.124714285714363
448,ATOM/USDT:USDT,2024-08-01 16:15:00+00:00,first_buy,trailing_stop_loss,5.64,5.649,5.698908624339475,5.7363847698648325,5.5760000000000005,1,5.618,10307.0,0,False,5.651200000000353,5.666857142857389,5.758640000000058,-1.02949271,-0.18339234054105663,go_long,go_long,go_long,go_long,go_long,1,4.760679382479014,go_long,4.816416784826166,29699.0,4.7124000000003665,4.832480000000093,4.677,go_long,4.677,4.67,go_long,go_long,0,4.595,False,go_long,4.734857142857373
447,ATOM/USDT:USDT,2024-07-04 02:15:00+00:00,first_buy,trailing_stop_loss,6.17,6.18,6.276860842270465,6.320701892097785,6.082,1,6.162,26484.0,0,False,6.223800000000357,6.268428571428795,6.316120000000058,-0.57465552,-0.09290847039350034,go_long,go_long,go_long,go_long,go_long,0,5.713619283310288,go_long,5.745855551454019,1416.0,5.663400000000353,5.764920000000059,5.664,go_long,5.678,5.6690000000000005,go_long,go_long,0,5.644,False,go_long,5.68328571428596
446,ATOM/USDT:USDT,2024-06-07 18:15:00+00:00,first_buy,trailing_stop_loss,8.432,8.449,8.406424413077623,8.515985928777793,7.475,1,7.531,189535.0,0,False,8.313400000000353,8.391857142857376,8.569480000000055,-1.47087091,-0.19490668636311292,go_long,go_long,go_long,go_long,go_long,1,6.297744631774186,go_long,6.333398043465608,16565.0,6.2670000000003565,6.322400000000058,6.202,go_long,6.213,6.17,go_long,go_long,0,6.119,False,go_long,6.299285714285938
445,ATOM/USDT:USDT,2024-05-13 01:45:00+00:00,first_buy,trailing_stop_loss,8.41,8.415,8.456892162795551,8.492648414173761,8.356,1,8.356,2511.0,0,False,8.43540000000033,8.4567142857145,8.49620000000005,-0.69491349,-0.08311017248045861,go_long,go_long,go_long,go_long,go_long,1,8.565592488182645,go_long,8.594784803080016,7841.0,8.521200000000354,8.612480000000055,8.54,go_long,8.546,8.431,go_long,go_long,1,8.431,False,go_long,8.550714285714518
444,ATOM/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,trailing_stop_loss,9.717,9.723,9.946278343397681,10.250128931214414,8.45,1,8.996,162018.0,0,False,9.679800000000347,9.802428571428816,10.35456000000004,-0.62781104,-0.06972583170026193,go_long,go_long,go_long,go_long,go_long,1,8.475236192394743,go_long,8.503580287307662,2304.0,8.467400000000328,8.50396000000005,8.426,go_long,8.429,8.418,go_long,go_long,0,8.382,False,go_long,8.474000000000215
443,ATOM/USDT:USDT,2024-02-08 10:45:00+00:00,first_buy,trailing_stop_loss,9.532,9.544,9.531843124889777,9.556052425451234,9.446,1,9.479,43059.0,1,False,9.526200000000305,9.520142857143039,9.559880000000069,1.86139158,0.19615316961519497,go_long,go_long,go_long,go_long,go_long,1,12.556002532122342,go_long,12.597162988180873,36713.0,12.56640000000029,12.591600000000069,12.478,go_long,12.479,12.118,go_long,go_long,0,11.949,False,go_long,12.616142857143108
442,ATOM/USDT:USDT,2024-01-03 12:15:00+00:00,first_buy,trailing_stop_loss,10.89,10.904,10.90981720698923,11.064985618214651,8.604,1,9.477,150140.0,0,False,10.74040000000033,10.90557142857159,11.158320000000076,-0.14112108,-0.014861912281267122,go_long,go_long,go_long,go_long,go_long,0,9.541450965778827,go_long,9.562216619487334,149.0,9.531400000000305,9.56700000000007,9.537,go_long,9.537,9.528,go_long,go_long,0,9.526,False,go_long,9.527285714285895
