,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),nlp-exit-short (entry),close_date,sma-25 (exit),nlp-exit-short (exit),close (exit),short-large-rl (exit),nlp-enter-long (exit),low (exit),ema-12 (exit),mean-grad-hist (exit),imit-enter-short (exit),sma-05 (exit),imit-exit-short (exit),short_kdj (exit),short-bid-rl (exit),long_jcrosk (exit),open (exit),short-small-rl (exit),volume (exit),long-large-rl (exit),sma-07 (exit),nlp-enter-short (exit),long-small-rl (exit),high (exit),long-bid-rl (exit),sma-compare (exit),ema-26 (exit)
448,BTC/USDT:USDT,2024-11-11 21:30:00+00:00,second_buy,force_exit,87173.8,88452.0,86570.78168942181,85432.24129253166,87115.0,0,88262.0,9225248.0,0,False,87212.80000000002,87047.3142857149,85389.27599999982,-0.53368819,-0.06053237387681153,0,go_short,go_short,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,2025-01-12 16:15:00+00:00,94491.34799999991,go_short,94792.7,go_short,go_short,94788.1,94607.04341345772,1,go_short,94941.94000000016,go_short,False,go_long,0,95026.3,go_long,688395.0,go_short,94898.01428571487,go_short,go_long,95090.0,go_long,0,94787.46074320821
259,BBL/USDT:USDT,2025-01-10 06:30:00+00:00,first_buy,force_exit,0.004195,0.004195,0.004209743523006175,0.004233180012202092,0.004129,1,0.004169,46233.0,0,False,0.004210400000000339,0.004207428571429378,0.004222400000000032,-0.48026014,-0.05437565843257954,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,0.003962560000000031,go_long,0.003947,go_long,go_long,0.003947,0.003964981911772786,1,go_long,0.003949400000000338,go_long,False,go_long,0,0.003965,go_long,3460.0,go_long,0.003946714285715089,go_long,go_long,0.003977,go_long,0,0.003950952890056669
20,ADA/USDT:USDT,2022-01-22 00:00:00+00:00,second_buy,force_exit,1.12362,1.12474,1.1425527916539195,1.1616404943828487,1.11526,0,1.1197,13620.0,1,False,1.1284939999999917,1.1315957142857085,1.1682288000000234,2.14725384,0.19208250609859187,1,go_short,go_short,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,2025-01-12 16:00:00+00:00,0.9911080000000233,go_short,0.9929,go_short,go_short,0.991,0.994294051152676,1,go_short,0.9945399999999847,go_short,False,go_long,1,0.9923000000000001,go_long,7245.0,go_short,0.9938428571428531,go_short,go_long,0.9944000000000001,go_long,0,0.9939462062681687
104,AMP/USDT:USDT,2025-01-08 05:00:00+00:00,first_buy,force_exit,0.007245,0.007251,0.007312322647498332,0.007346203892542654,0.007188,1,0.007251,426.0,0,False,0.007285400000000069,0.007300714285714297,0.0073301999999999925,-0.3127067,-0.04314242586580661,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,0.0069401199999999915,go_long,0.006947,go_long,go_long,0.006947,0.006933983486276666,0,go_long,0.0069284000000000515,go_long,False,go_long,0,0.006947,go_long,0.0,go_long,0.006937714285714288,go_long,go_long,0.006947,go_long,1,0.006935276035673545
108,BAKE/USDT:USDT,2021-10-14 04:15:00+00:00,second_buy,force_exit,2.195,2.299,2.0607257325840527,1.9968876533927817,2.195,0,2.235,363357.0,1,False,2.119400000000032,2.082714285714297,1.9715199999999982,8.03709559,0.9003067066618992,0,go_short,go_short,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,2025-01-12 16:15:00+00:00,0.2335920000000014,go_short,0.2354,go_short,go_short,0.2354,0.23411929950677524,1,go_short,0.23530000000003742,go_short,False,go_long,1,0.2359,go_long,25393.0,go_short,0.234957142857156,go_short,go_long,0.23600000000000002,go_long,0,0.23469523049827148
428,BLAST/USDT:USDT,2025-01-07 18:00:00+00:00,first_buy,force_exit,0.009182,0.009182,0.009373027734984595,0.009522695714639337,0.009182,0,0.009182,2.0,0,False,0.009251600000000092,0.009277428571428497,0.009629240000000054,-0.3080173,-0.03723584675447015,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,0.00883272000000005,go_long,0.008867,go_long,go_long,0.008867,0.008860871712221382,1,go_long,0.008871800000000086,go_long,False,go_long,0,0.008867,go_long,0.0,go_long,0.008867571428571332,go_long,go_long,0.008867,go_long,0,0.008859884634228442
435,BSV/USDT:USDT,2020-01-14 23:30:00+00:00,second_buy,force_exit,426.51,462.0,371.3784928342293,342.47487639580123,417.86,0,452.99,59722.0,0,False,395.9399999999997,376.26571428571464,343.6096,8.06362829,0.8968555544433323,0,go_short,go_short,go_short,go_short,go_long,go_long,go_short,go_short,go_long,go_long,go_short,2025-01-12 16:15:00+00:00,56.719599999996966,go_short,57.4,go_short,go_short,56.77,56.820094559040264,0,go_short,56.86200000000199,go_short,False,go_long,0,56.9,go_long,33132.0,go_short,56.8042857142824,go_short,go_long,57.52,go_long,0,56.91601583994368
386,BEER/USDT:USDT,2025-01-07 15:15:00+00:00,first_buy,force_exit,1.0106000000000001e-05,1.0161000000000001e-05,1.0103658564872813e-05,1.0182333598223883e-05,9.704e-06,1,9.804000000000001e-06,118643.0,1,False,1.006559999999919e-05,1.0092285714286068e-05,1.0197720000000175e-05,-0.46345666,-0.05246684416495737,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2025-01-12 16:15:00+00:00,9.126920000000175e-06,go_long,9.32e-06,go_long,go_long,9.32e-06,9.14605519391638e-06,0,go_long,9.21739999999918e-06,go_long,False,go_long,0,9.334e-06,go_long,3901.0,go_long,9.198285714286071e-06,go_long,go_long,9.334e-06,go_long,0,9.189184349928871e-06
220,BBL/USDT:USDT,2024-11-03 14:45:00+00:00,first_buy,long-exit-profit,0.004069,0.004078,0.0040648019688332366,0.004080435373875807,0.003971,1,0.003972,90924.0,0,False,0.004056000000000345,0.004064285714286521,0.004076960000000002,1.13821491,0.13192321273892274,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-05 17:30:00+00:00,0.004039840000000004,go_long,0.004569,go_long,go_long,0.004403,0.004110031227449532,1,go_long,0.004433600000000348,go_long,False,go_long,0,0.004443,go_long,23908.0,go_long,0.004325428571429379,go_long,go_long,0.004569,go_long,0,0.0042514685946207
222,BBL/USDT:USDT,2024-11-06 19:30:00+00:00,first_buy,long-exit-profit,0.004699,0.004704,0.004474317696071233,0.0043956086250683535,0.004646,0,0.004667,4517.0,0,False,0.004570800000000352,0.004512142857143666,0.004367640000000005,1.17109255,0.1355025946840817,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-09 11:45:00+00:00,0.0049198800000000015,go_long,0.0053100000000000005,go_long,go_long,0.00521,0.00494695605012664,1,go_long,0.005242800000000351,go_long,False,go_long,0,0.005246,go_long,12927.0,go_long,0.0052031428571436755,go_long,go_long,0.0053100000000000005,go_long,0,0.00513162083975778
223,BBL/USDT:USDT,2024-11-09 12:00:00+00:00,first_buy,long-exit-profit,0.0053100000000000005,0.005333999999999999,0.005148909941333506,0.0049689593056728145,0.0052439999999999995,1,0.0052439999999999995,3147.0,0,False,0.005254200000000351,0.005225428571429389,0.004953240000000001,1.57796612,0.18164352862134037,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-09 19:30:00+00:00,0.005192440000000001,go_long,0.00619,go_long,go_long,0.005566,0.005245223930348887,0,go_long,0.005568000000000349,go_long,False,go_long,0,0.005601999999999999,go_long,157275.0,go_long,0.005447285714286534,go_long,go_long,0.0061909999999999995,go_long,0,0.00540750785040008
227,BBL/USDT:USDT,2024-11-14 02:30:00+00:00,first_buy,long-exit-profit,0.005209,0.005214,0.004989186871643915,0.0050427260508711935,0.004251,1,0.00436,301300.0,1,False,0.005011800000000335,0.005010714285715109,0.005065479999999999,1.82187831,0.20811987455441497,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-14 07:30:00+00:00,0.004751399999999997,go_long,0.0051459999999999995,go_long,go_long,0.004809,0.0047983324028135115,0,go_long,0.004827000000000334,go_long,False,go_long,0,0.004809,go_long,75295.0,go_long,0.0047891428571436795,go_long,go_long,0.0055439999999999994,go_long,0,0.004789808554387514
229,BBL/USDT:USDT,2024-11-17 07:00:00+00:00,first_buy,long-exit-profit,0.005183,0.005183,0.005154027095031012,0.0052246437812037095,0.005050000000000001,1,0.005050000000000001,11185.0,0,False,0.005127600000000334,0.005128428571429392,0.005238600000000005,1.16222569,0.13210820042174706,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-18 18:15:00+00:00,0.005225280000000006,go_long,0.005667,go_long,go_long,0.0053100000000000005,0.0052573494213268524,0,go_long,0.0053706000000003345,go_long,False,go_long,0,0.0053100000000000005,go_long,30861.0,go_long,0.0053390000000008144,go_long,go_long,0.005745,go_long,0,0.005318503792203086
232,BBL/USDT:USDT,2024-11-25 21:00:00+00:00,first_buy,long-exit-profit,0.0045639999999999995,0.004575,0.0046226448156382995,0.0046734697042689925,0.004493,1,0.004575,25745.0,0,False,0.004621200000000331,0.004615857142857965,0.00464996,1.39604957,0.15877218978653407,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-28 23:45:00+00:00,0.0048836,go_long,0.005314,go_long,go_long,0.005117,0.004923147106343887,0,go_long,0.005207400000000332,go_long,False,go_long,0,0.005118,go_long,13209.0,go_long,0.005166714285715108,go_long,go_long,0.005314999999999999,go_long,0,0.00508775851371806
233,BBL/USDT:USDT,2024-11-29 00:00:00+00:00,first_buy,long-exit-profit,0.005314,0.0055000000000000005,0.00515071874237682,0.004965654728096192,0.005229,0,0.005497,41910.0,0,False,0.005271400000000333,0.005234000000000822,0.00491676,1.27620506,0.14408334575005763,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-29 13:15:00+00:00,0.005442360000000003,go_long,0.0063300000000000006,go_long,go_long,0.005933,0.005520791760395938,0,go_long,0.006030200000000335,go_long,False,go_long,0,0.0059629999999999996,go_long,34699.0,go_long,0.005910857142857962,go_long,go_long,0.00634,go_long,0,0.005741082444135177
234,BBL/USDT:USDT,2024-11-29 13:30:00+00:00,first_buy,long-exit-profit,0.006300999999999999,0.0063300000000000006,0.005798608221960534,0.005564807185551794,0.006062,1,0.006115,28223.0,0,False,0.006036800000000335,0.00601200000000082,0.005476200000000003,1.77007738,0.19986855637490403,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-30 21:00:00+00:00,0.006529360000000003,go_long,0.007388,go_long,go_long,0.006767,0.006569920298747984,0,go_long,0.006722200000000333,go_long,False,go_long,0,0.006790999999999999,go_long,39693.0,go_long,0.006658857142857966,go_long,go_long,0.007390000000000001,go_long,0,0.006670544613597747
236,BBL/USDT:USDT,2024-12-02 15:30:00+00:00,first_buy,long-exit-profit,0.006941999999999999,0.008140999999999999,0.006910380146613447,0.006763617904096189,0.006941999999999999,0,0.008114,76209.0,1,False,0.007160200000000336,0.006973857142857957,0.00662928,1.30182798,0.1465290587351618,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-12-02 20:00:00+00:00,0.007882760000000003,go_long,0.0092,go_long,go_long,0.008402999999999999,0.007890302857027777,0,go_long,0.008371400000000338,go_long,False,go_long,0,0.008530000000000001,go_long,64203.0,go_long,0.008359571428572245,go_long,go_long,0.0092,go_long,0,0.008264998944927672
237,BBL/USDT:USDT,2024-12-02 20:15:00+00:00,first_buy,long-exit-profit,0.009186,0.0094,0.008332999107246492,0.007950798941692386,0.008400000000000001,0,0.008707,96140.0,0,False,0.008472400000000336,0.008385571428572245,0.007973760000000002,1.7267172,0.1940749175084727,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-12-03 11:15:00+00:00,0.0080896,go_long,0.010425,go_long,go_long,0.008745,0.008242074866439771,0,go_long,0.008628600000000337,go_long,False,go_long,0,0.008848,go_long,236504.0,go_long,0.008368285714286534,go_long,go_long,0.010790000000000001,go_long,0,0.008410742513505143
221,BBL/USDT:USDT,2024-11-05 17:45:00+00:00,first_buy,long-exit-profit,0.0045049999999999995,0.004510999999999999,0.004233858041602131,0.004112028914305122,0.004127,1,0.004137,136551.0,1,False,0.0043830000000003476,0.004335714285715093,0.0040502400000000036,1.15611276,0.13357780725438448,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-11-06 19:15:00+00:00,0.0043497600000000055,go_long,0.00468,go_long,go_long,0.004619,0.004373897315073822,0,go_long,0.004517600000000351,go_long,False,go_long,0,0.0046700000000000005,go_long,28398.0,go_long,0.004457571428572238,go_long,go_long,0.004704,go_long,0,0.004439284549902367
240,BBL/USDT:USDT,2024-12-06 17:30:00+00:00,first_buy,long-exit-profit,0.009635999999999999,0.0098,0.008813395404683257,0.008665215563321485,0.009149,0,0.009439,64840.0,0,False,0.008969000000000333,0.00881071428571509,0.008652720000000008,1.29220992,0.14473224547489966,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-12-08 02:15:00+00:00,0.009437840000000005,go_long,0.010772,go_long,go_long,0.010026,0.009507319008054203,0,go_long,0.010154800000000335,go_long,False,go_long,0,0.010348,go_long,53614.0,go_long,0.010117428571429374,go_long,go_long,0.010883,go_long,0,0.009880607983496777
214,BBL/USDT:USDT,2024-10-19 13:00:00+00:00,first_buy,long-exit-profit,0.007240000000000001,0.008620000000000001,0.0069253244246504555,0.006732561264990915,0.00719,0,0.00826,567670.0,0,False,0.00708200000000032,0.006922857142857968,0.006644800000000001,1.1469885,0.13211606795141903,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-10-19 13:30:00+00:00,0.006811600000000002,go_long,0.009330000000000001,go_long,go_long,0.00786,0.007006407120191114,0,go_long,0.00792800000000032,go_long,False,go_long,0,0.00792,go_long,829184.0,go_long,0.007522857142857969,go_long,go_long,0.00973,go_long,0,0.007424758907589971
244,BBL/USDT:USDT,2024-12-15 03:30:00+00:00,first_buy,long-exit-profit,0.007619,0.007619,0.007388565756967926,0.007146009740135165,0.007195999999999999,1,0.007284,88865.0,0,False,0.007673600000000345,0.00759557142857223,0.007110760000000009,1.23635166,0.13898827696191782,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-12-15 12:15:00+00:00,0.007651040000000013,go_long,0.008316,go_long,go_long,0.007976,0.007724127903712867,0,go_long,0.008103000000000346,go_long,False,go_long,0,0.008047,go_long,200394.0,go_long,0.00810428571428652,go_long,go_long,0.008359,go_long,0,0.007953678820066123
245,BBL/USDT:USDT,2024-12-15 12:30:00+00:00,first_buy,long-exit-profit,0.008313,0.008910000000000001,0.008031574386209796,0.007778636947882284,0.008313,0,0.00846,629057.0,0,False,0.008192600000000346,0.008135714285715091,0.007698240000000012,1.93647825,0.2184000210316,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-12-15 13:45:00+00:00,0.008086640000000011,go_long,0.010242,go_long,go_long,0.009016999999999999,0.008286324389597265,0,go_long,0.009319800000000347,go_long,False,go_long,0,0.009375,go_long,866264.0,go_long,0.009053571428572233,go_long,go_long,0.01089,go_long,0,0.008821215483387712
251,BBL/USDT:USDT,2024-12-23 14:15:00+00:00,first_buy,long-exit-profit,0.005128,0.005128,0.005242217289492368,0.005336538610619255,0.004855,1,0.005013999999999999,62357.0,0,False,0.005138000000000337,0.005205428571429389,0.0053647600000000135,1.28067226,0.14540752944852656,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-12-24 14:00:00+00:00,0.005363720000000017,go_long,0.00564,go_long,go_long,0.00553,0.005392012161930455,0,go_long,0.005495000000000338,go_long,False,go_long,0,0.005579,go_long,10662.0,go_long,0.005472142857143674,go_long,go_long,0.0056549999999999994,go_long,0,0.005455386736473032
254,BBL/USDT:USDT,2025-01-01 08:00:00+00:00,first_buy,long-exit-profit,0.004435,0.004474,0.004439037366697861,0.004479442346325363,0.004325,1,0.004386,77453.0,1,False,0.004437200000000341,0.0044285714285722455,0.004472080000000017,1.52400005,0.17249055932262303,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2025-01-01 19:15:00+00:00,0.004533520000000018,go_long,0.0050609999999999995,go_long,go_long,0.004902,0.004575208162677638,0,go_long,0.00479540000000034,go_long,False,go_long,0,0.004928,go_long,20629.0,go_long,0.004716428571429391,go_long,go_long,0.00515,go_long,0,0.004681630243317163
255,BBL/USDT:USDT,2025-01-01 19:30:00+00:00,first_buy,long-exit-profit,0.005109,0.005109,0.0046972255904991385,0.004590600150627442,0.004783,1,0.004783,29157.0,1,False,0.00482460000000034,0.004759142857143676,0.004545520000000018,1.2364504,0.14005151918827183,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2025-01-02 06:15:00+00:00,0.005114240000000017,go_long,0.0055249999999999995,go_long,go_long,0.005397,0.0051526813242849506,1,go_long,0.005378000000000337,go_long,False,go_long,0,0.005464999999999999,go_long,3698.0,go_long,0.005365428571429391,go_long,go_long,0.0055249999999999995,go_long,0,0.005294423502466368
260,BEER/USDT:USDT,2024-06-07 17:30:00+00:00,first_buy,long-exit-profit,0.00045749999999999995,0.0004652,0.00046628066308358203,0.000485026923076923,0.0004543,0,0.0004632,7218.0,0,False,0.0004580799999999999,0.0004589999999999999,0.00048276399999999995,0.61127665,0.13158069037189915,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-06-10 10:30:00+00:00,0.00047547600000000007,go_long,0.0005235,go_long,go_long,0.0005105,0.00048044206882507707,0,go_long,0.0005049799999999999,go_long,False,go_long,0,0.0005163,go_long,34540.0,go_long,0.0004935571428571428,go_long,go_long,0.0005332,go_long,0,0.0004897551144049722
262,BEER/USDT:USDT,2024-06-12 01:45:00+00:00,first_buy,long-exit-profit,0.0004017,0.00040199999999999996,0.00041315903975572347,0.0004246820865484392,0.000387,1,0.0003939,9292.0,0,False,0.00040469999999999943,0.00040815714285714276,0.00042593200000000023,1.067236,0.13599104976655998,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-06-12 07:15:00+00:00,0.0004186000000000002,go_long,0.0004458,go_long,go_long,0.00043559999999999996,0.00042438569310168287,0,go_long,0.0004333599999999993,go_long,False,go_long,0,0.00043559999999999996,go_long,12953.0,go_long,0.00042841428571428546,go_long,go_long,0.00044669999999999996,go_long,0,0.0004275552152483422
267,BEER/USDT:USDT,2024-06-13 06:30:00+00:00,first_buy,long-exit-profit,0.0001657,0.0001771,0.0002565507415613359,0.00029459832788995176,8.24e-05,1,0.0001199,2157660.0,0,False,0.00022367999999999905,0.0002505285714285715,0.00030424800000000024,2.220988,0.264580161074318,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-06-13 06:45:00+00:00,0.00029674000000000025,go_long,0.00015199999999999998,go_long,go_long,0.0001135,0.00028403548878699235,1,go_long,0.00019311999999999905,go_long,False,go_long,0,0.0001198,go_long,1742724.0,go_long,0.00022692857142857147,go_long,go_long,0.000178,go_long,1,0.00024046601209036115
268,BEER/USDT:USDT,2024-06-13 07:00:00+00:00,first_buy,long-exit-profit,0.0001518,0.00022099999999999998,0.00023554816407645943,0.0002784402673953633,0.0001516,0,0.0002085,989334.0,0,False,0.00017787999999999908,0.0002112714285714286,0.0002916080000000003,2.8485,0.34219027725521234,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-06-13 07:15:00+00:00,0.00028940400000000027,go_long,0.000279,go_long,go_long,0.0002069,0.00027848172906978086,0,go_long,0.00018515999999999905,go_long,False,go_long,0,0.00020789999999999998,go_long,880927.0,go_long,0.0002075857142857143,go_long,go_long,0.0002868,go_long,1,0.0002422330619108503
269,BEER/USDT:USDT,2024-06-13 07:30:00+00:00,first_buy,long-exit-profit,0.00027959999999999997,0.00029499999999999996,0.0002492587446937964,0.0002791793787683156,0.00023449999999999998,0,0.0002879,779683.0,0,False,0.00020945999999999907,0.00020804285714285718,0.00028741600000000024,1.14446988,0.13214592619585686,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-06-13 08:30:00+00:00,0.00028211200000000027,go_long,0.0003268,go_long,go_long,0.0002962,0.00028491710957824723,0,go_long,0.00029717999999999905,go_long,False,go_long,0,0.0003022,go_long,296573.0,go_long,0.00028191428571428575,go_long,go_long,0.000328,go_long,0,0.0002751759840713516
271,BEER/USDT:USDT,2024-06-13 14:00:00+00:00,first_buy,long-exit-profit,0.00029089999999999997,0.00029099999999999997,0.00029638245290956075,0.0003044528478688694,0.00024019999999999998,1,0.00024239999999999998,468689.0,1,False,0.00028079999999999913,0.00028771428571428573,0.0003175560000000003,1.322088,0.1812497917891084,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-06-13 15:30:00+00:00,0.0003033520000000003,go_long,0.00028629999999999997,go_long,go_long,0.0002561,0.0002889386197123294,0,go_long,0.00026427999999999917,go_long,False,go_long,0,0.0002653,go_long,283683.0,go_long,0.0002584142857142858,go_long,go_long,0.0002877,go_long,0,0.00027602197386698217
274,BEER/USDT:USDT,2024-06-15 15:30:00+00:00,first_buy,long-exit-profit,0.0001814,0.0001835,0.0001940342480108573,0.00020271052730839228,0.000169,1,0.00017659999999999998,561812.0,0,False,0.00018737999999999914,0.00018880000000000033,0.00020478,1.39093,0.1573658504575832,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-06-15 16:00:00+00:00,0.00020346800000000005,go_long,0.0002047,go_long,go_long,0.0001849,0.00020166375798044605,0,go_long,0.00018795999999999912,go_long,False,go_long,0,0.0001853,go_long,505604.0,go_long,0.0001895571428571432,go_long,go_long,0.00021119999999999998,go_long,1,0.00019453813023262567
275,BEER/USDT:USDT,2024-06-15 16:15:00+00:00,first_buy,long-exit-profit,0.0002048,0.0002063,0.00019473226404299095,0.00020122940553745004,0.0001892,0,0.0001958,331171.0,0,False,0.00018875999999999913,0.00018985714285714322,0.00020262400000000007,1.718544,0.21842584896020012,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-06-16 10:45:00+00:00,0.0001829400000000001,go_long,0.00023879999999999998,go_long,go_long,0.0002075,0.00018634466006260675,0,go_long,0.00020421999999999902,go_long,False,go_long,0,0.00020789999999999998,go_long,1099462.0,go_long,0.00019791428571428601,go_long,go_long,0.0002466,go_long,0,0.0001963049645026061
239,BBL/USDT:USDT,2024-12-05 01:45:00+00:00,first_buy,long-exit-profit,0.008362999999999999,0.008442999999999999,0.008608785465702627,0.008806284311450072,0.008324,1,0.008324,3712.0,0,False,0.008481400000000337,0.008494428571429386,0.008851280000000007,1.44296856,0.1611624309040392,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-12-06 17:15:00+00:00,0.008614040000000007,go_long,0.009677999999999999,go_long,go_long,0.008926,0.008603312808387205,0,go_long,0.008764200000000331,go_long,False,go_long,0,0.008926,go_long,29320.0,go_long,0.008678428571429374,go_long,go_long,0.009684,go_long,0,0.008699649114625667
211,BBL/USDT:USDT,2024-10-10 04:00:00+00:00,first_buy,long-exit-profit,0.00674,0.006750000000000001,0.006762557543640025,0.006813394170428496,0.006500000000000001,1,0.006580000000000001,145131.0,0,False,0.006744000000000307,0.006760000000000825,0.006802000000000003,1.156254,0.1329901101937576,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-10-12 00:00:00+00:00,0.007256000000000004,go_long,0.007500000000000001,go_long,go_long,0.007430000000000001,0.007235904405397119,0,go_long,0.007356000000000315,go_long,False,go_long,0,0.007430000000000001,go_long,9545.0,go_long,0.0073057142857151074,go_long,go_long,0.007500000000000001,go_long,0,0.007308577346174016
202,BBL/USDT:USDT,2024-09-25 11:45:00+00:00,first_buy,long-exit-profit,0.008910000000000001,0.00906,0.008386767055746782,0.00818652593980991,0.00884,0,0.009030000000000002,72708.0,0,False,0.008514000000000311,0.008434285714286524,0.008160799999999982,1.15422143,0.1322280611490845,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-09-26 02:45:00+00:00,0.008785599999999987,go_long,0.0102,go_long,go_long,0.00906,0.008807626372463895,0,go_long,0.009070000000000316,go_long,False,go_long,0,0.00907,go_long,108491.0,go_long,0.008851428571429383,go_long,go_long,0.010990000000000002,go_long,0,0.008939580036416024
205,BBL/USDT:USDT,2024-09-28 19:15:00+00:00,first_buy,long-exit-profit,0.01016,0.01016,0.010032486066250701,0.010116500578105026,0.009630000000000001,1,0.009680000000000001,157062.0,0,False,0.010020000000000313,0.010022857142857956,0.010084399999999995,1.46270961,0.16657338489334295,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-09-29 10:45:00+00:00,0.0098064,go_long,0.01132,go_long,go_long,0.01038,0.009899307663699449,0,go_long,0.010270000000000315,go_long,False,go_long,0,0.01038,go_long,179618.0,go_long,0.010131428571429388,go_long,go_long,0.011590000000000001,go_long,0,0.010085404544476512
139,BBL/USDT:USDT,2024-04-21 08:15:00+00:00,first_buy,long-exit-profit,0.06759000000000001,0.06759000000000001,0.06262791349314042,0.06183349985206274,0.06377000000000001,0,0.06394000000000001,12190.0,0,False,0.06291800000000013,0.0625057142857151,0.06178839999999981,1.1729263,0.13124784890505448,0,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-04-23 05:30:00+00:00,0.06868199999999981,go_long,0.07199000000000001,go_long,go_long,0.07075000000000001,0.06849522459041243,0,go_long,0.07015000000000005,go_long,False,go_long,0,0.07147,go_long,3349.0,go_long,0.06981714285714362,go_long,go_long,0.07199000000000001,go_long,0,0.06976497126659892
143,BBL/USDT:USDT,2024-04-30 12:15:00+00:00,first_buy,long-exit-profit,0.048380000000000006,0.048380000000000006,0.049210707676565185,0.05019388356750629,0.046490000000000004,1,0.04653,19280.0,0,False,0.048406000000000136,0.04887142857142947,0.0505407999999998,1.19037736,0.13339482342039885,1,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,go_long,2024-05-01 03:30:00+00:00,0.0473351999999998,go_long,0.052860000000000004,go_long,go_long,0.048920000000000005,0.04747564494117523,0,go_long,0.04819200000000014,go_long,False,go_long,0,0.050120000000000005,go_long,24713.0,go_long,0.04755285714285804,go_long,go_long,0.053500000000000006,go_long,0,0.04798567284702243
