,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),exit_reason,action
0,0.1939,0.2098,0.188335499356715,0.1808484082021587,0.1931,0,0.2048,50551884.8,0.1775080000000002,0,0,0.1936199999999899,0.1920142857142684,-19.26798495,second_buy,do_nothing,go_long,do_nothing,do_nothing,force_exit,do_nothing
1,1641.8,1651.7,1569.39335231384,1520.2338935310836,1623.4,1,1631.9,3749.225,1501.1679999999933,0,0,1610.4800000000027,1595.3285714285466,6.06608963,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
2,3.069,3.129,3.014732384481635,2.9764823383554893,3.068,0,3.091,578928.5,2.9700799999999146,0,0,3.0403999999996856,3.0234285714286755,14.0099283,first_buy,go_long,do_nothing,do_nothing,do_nothing,force_exit,go_long
3,0.9269,0.9467,0.9106818626361948,0.8988360888609908,0.924,0,0.9387,60351310.0,0.8963999999999953,0,0,0.9201400000000064,0.9141142857142894,7.23360547,first_buy,go_short,do_nothing,go_short,go_short,force_exit,go_long
4,1.3238,1.3334,1.3099087688229831,1.2994852070895648,1.3083,1,1.3228,3030528.0,1.2953200000000262,0,0,1.318199999999983,1.3154285714285507,4.21122268,first_buy,go_long,go_short,go_short,go_short,force_exit,go_long
5,0.3055,0.3222,0.2996740292951793,0.2945871347310969,0.3047,0,0.3219,13742840.0,0.2925480000000069,0,0,0.3043799999999863,0.3011714285714487,0.55870737,second_buy,do_nothing,go_long,do_nothing,do_nothing,force_exit,go_short
6,0.14569,0.156,0.1349831522088983,0.1258367845864619,0.14442,0,0.15519,78109032.0,0.1224808000000014,0,0,0.1418619999999928,0.1386057142857196,-2.85688421,first_buy,go_long,go_long,go_short,go_short,force_exit,do_nothing
7,0.3921,0.4013,0.3807504872824941,0.3698717050650013,0.392,0,0.3975,37142778.7,0.3674720000000123,0,0,0.3893199999999915,0.3847714285714313,3.06817835,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
8,0.9244,0.9299,0.9127641062424164,0.9101245890846574,0.9085,1,0.9098,3671635.0,0.9099400000001284,1,0,0.9131599999997716,0.9135857142858416,17.06787281,first_buy,go_short,do_nothing,do_nothing,do_nothing,force_exit,go_long
9,22.236,22.364,21.98334606258509,21.72369831788847,22.144,1,22.238,55267.3,21.704360000000097,0,0,22.149000000000253,22.081999999999866,20.17198113,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
10,8.529,8.95,8.2889932116188,8.05303407993968,8.517,0,8.852,8002350.3,8.006279999999702,0,0,8.420800000000261,8.344857142857487,-0.9813448,first_buy,go_long,go_long,go_short,go_short,force_exit,do_nothing
11,64.301,64.478,65.19992169354636,65.71075226538619,63.214,1,64.45,67786.2,65.81435999999957,0,0,64.78700000000316,64.91428571428663,8.4128423,first_buy,go_short,go_short,go_short,go_short,force_exit,go_long
12,7705.0,7724.0,7003.495054993407,6532.317123322169,7400.0,0,7595.0,810.428,6371.200000000009,1,0,7417.399999999977,7222.285714285681,0.64301822,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
13,77.45,77.73,76.2721819482934,75.40023656845018,76.42,1,76.58,79695.393,75.28640000000136,1,0,76.9739999999988,76.69428571428861,19.53783111,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
14,0.164,0.1648,0.1627699178353706,0.1617217178242314,0.1636,0,0.1647,2677561.2,0.16147200000001,0,0,0.1635799999999926,0.1633571428571437,24.15020116,first_buy,go_long,go_long,go_short,go_short,long-exit-profit,go_long
15,0.4583,0.4602,0.462408077959071,0.4629046077594432,0.4553,1,0.4585,9965936.0,0.4635479999999938,0,0,0.4616000000000075,0.4622714285714258,27.12637975,first_buy,go_short,do_nothing,go_short,go_short,long-exit-profit,go_long
16,0.2735,0.2738,0.2743985018878164,0.283591565861706,0.2167,1,0.2347,487105001.0,0.285507999999994,0,0,0.268000000000005,0.2723428571428506,24.35230225,first_buy,go_short,do_nothing,go_short,go_short,long-exit-profit,go_long
17,1.0476,1.0632,1.112239774379238,1.1587134159487906,0.9133,1,0.9693,9217819.0,1.166036000000001,0,0,1.0752200000000005,1.0994571428571462,25.05180992,first_buy,go_long,go_long,go_short,go_short,long-exit-profit,go_long
18,0.3277,0.333,0.3155897831192692,0.3055251015451247,0.3243,0,0.3311,67961505.0,0.3008159999999941,0,0,0.3242000000000067,0.3216571428571377,24.55067109,first_buy,go_short,do_nothing,go_short,go_short,long-exit-profit,go_long
19,0.4733,0.474,0.468097589980078,0.4639094272958187,0.4716,0,0.4735,11122546.0,0.4623919999999946,0,0,0.4708800000000074,0.4695571428571393,24.12596923,first_buy,go_short,do_nothing,go_short,go_short,long-exit-profit,go_long
20,0.4506,0.4548,0.4688049196021783,0.4817379059553512,0.3953,1,0.4259,179382731.0,0.4864759999999971,0,0,0.4610800000000069,0.467128571428571,24.64570783,first_buy,go_short,do_nothing,go_short,go_short,long-exit-profit,go_long
21,0.6151,0.6598,0.6006883597096957,0.5858145206885497,0.612,0,0.6594,198189501.0,0.587355999999995,0,0,0.6077400000000097,0.6001000000000029,24.30514102,first_buy,go_short,do_nothing,go_short,go_short,long-exit-profit,go_long
22,1.0717,1.1041,1.0816672070497249,1.0791798877373564,1.0717,0,1.1013,1317380.4,1.07832,0,0,1.076739999999997,1.077671428571429,25.38387865,first_buy,go_long,go_long,go_short,go_short,long-exit-profit,go_long
23,2222.77,2224.89,2220.1902451119186,2227.834637512159,2149.17,1,2161.27,946.837,2235.690799999999,1,0,2205.9640000000013,2210.967142857139,24.9063734,first_buy,go_long,go_long,go_short,go_short,long-exit-profit,go_long
24,3245.93,3248.23,3104.283977761044,3030.535055410852,3187.74,0,3203.6,1900.299,3029.3424000000023,1,0,3160.0240000000085,3118.4499999999925,27.56086204,first_buy,go_long,go_long,go_short,go_short,long-exit-profit,go_long
25,3272.8,3452.3,3662.486164852519,3874.344856965141,2755.2,1,3042.5,3075.39,3943.156000000005,0,0,3493.279999999989,3545.4285714285734,23.95112091,first_buy,go_long,go_long,go_short,go_short,long-exit-profit,go_long
26,2609.0,2609.6,2647.596186906529,2702.5519589108526,2523.1,1,2542.8,672.556,2722.404000000005,0,0,2605.819999999991,2622.0571428571484,25.43228529,first_buy,go_long,go_long,go_short,go_short,long-exit-profit,go_long
27,2149.5,2152.7,2184.3383574274203,2218.436119822695,2115.2,1,2117.3,232.701,2219.516000000001,0,0,2161.979999999991,2178.171428571431,23.79032229,first_buy,go_long,go_long,go_short,go_short,long-exit-profit,go_long
28,644.9,646.1,645.5628344393275,652.5944712304777,598.3,1,619.4,2562.072,653.2920000000115,0,0,642.4800000000089,644.7000000000024,24.38508232,first_buy,go_long,go_long,go_short,go_short,long-exit-profit,go_long
29,0.8180000000000001,0.8181,0.8391516120290821,0.8589276957879002,0.7824,1,0.7934,51645931.0,0.8607039999999955,0,0,0.8252400000000003,0.8347999999999937,24.08419346,first_buy,go_short,do_nothing,go_short,go_short,long-exit-profit,go_long
