,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),exit_reason,action
0,678.86,681.45,671.1953573317903,667.0701377290046,673.81,0,675.5,38998.6,667.9123999999927,0,0,673.7159999999884,672.6199999999933,-2.23369838,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,force_exit,go_long
1,210.66,211.52,207.08772256887096,204.4048278623672,207.5,1,209.34,42059.3,203.5416,0,0,208.7940000000017,208.85714285714815,-2.00852407,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,force_exit,go_long
2,544.89,570.89,515.6179175682438,503.2875429617649,544.38,0,553.51,121815.59,498.180400000001,1,0,529.9880000000023,520.1228571428409,-4.00595383,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,force_exit,go_long
3,0.4183,0.4242,0.4072595510619117,0.3967936065962138,0.4169,0,0.4235,27743555.9,0.3979840000000199,0,0,0.4115399999999843,0.4101000000000018,-0.8892892,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,force_exit,go_long
4,2.779,2.81,2.7455722258139814,2.712295281080903,2.773,0,2.803,74380.9,2.7099600000001107,1,0,2.768399999999848,2.7557142857144656,-0.65886066,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,force_exit,go_long
5,9.14,9.329,8.810941487829222,8.586397396987417,9.125,0,9.283,1000518.63,8.488360000000473,0,0,8.982199999999736,8.934285714285265,-4.83028851,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,force_exit,go_long
6,13.6887,14.0079,12.932658889158406,12.569167639374406,13.482,0,13.5822,2124409.3,12.485347999999972,0,0,13.313760000000103,13.052557142857184,-2.66121503,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,force_exit,go_long
7,32.894,33.77,32.30897010115768,31.987862652419736,32.882,0,33.092,206609.3,31.87784000000012,0,0,32.51359999999979,32.42228571428585,1.32710508,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
8,33.916,34.474,33.24811523168976,32.91058825922784,33.67,0,34.408,95493.8,32.85820000000013,0,0,33.47239999999978,33.3437142857144,1.6279604,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
9,23.936,25.74,28.354174625999903,29.78928218587719,20.174,1,22.743,172625.6,30.141840000000137,0,0,27.03919999999981,28.105714285714438,4.0270464,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
10,24.366,26.287,27.504420886070932,29.151711064709527,24.275,0,26.224,154154.2,29.657240000000144,0,0,25.26679999999981,26.537714285714436,2.38822794,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
11,27.182,27.585,27.06804894280961,28.3586816505469,27.069,0,27.29,35761.4,28.851600000000136,0,0,26.61279999999981,26.233142857143005,0.89216485,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
12,27.67,27.673,27.196176717903786,26.99015921355363,27.4,1,27.482,19175.2,26.91956000000013,0,0,27.510199999999788,27.34742857142868,0.9604056,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
13,27.972,28.001,27.55777773020304,27.321330859907317,27.66,0,27.929,53551.0,27.23356000000014,0,0,27.648799999999788,27.593714285714388,1.03699176,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
14,28.484,28.484,28.040774662073407,27.8677861645303,27.937,1,28.165,23755.8,27.778000000000144,0,0,28.217599999999788,28.15900000000009,0.87648107,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
15,28.639,28.767,28.30995169475689,28.10221163574547,28.429,0,28.495,18131.4,28.010280000000144,1,0,28.445399999999783,28.38914285714296,0.8600151,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
16,28.968,29.133,28.667320223820408,28.45991136663417,28.906,0,29.033,29787.8,28.466720000000127,0,0,28.89379999999977,28.83157142857153,1.1913342,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
17,18.885,19.022,19.30875378025669,19.642865726987942,17.796,1,18.71,132101.1,19.71672000000011,0,0,19.04259999999969,19.201285714285834,1.0855264,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
18,19.075,19.207,19.17284081999165,19.50063857055259,19.01,0,19.074,32367.0,19.54140000000011,0,0,18.886199999999693,18.95600000000012,1.42805405,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
19,19.346,19.351,19.01664034922336,18.87231567120126,19.102,0,19.12,43404.3,18.9031600000001,1,0,19.141199999999685,19.07671428571441,0.92074873,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
20,19.469,19.618,19.29203091375478,19.20407921180853,19.344,0,19.384,39332.9,19.199880000000107,0,0,19.34059999999968,19.301142857143027,0.9482435,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
21,19.73,19.782,19.528980958326773,19.44489453788046,19.636,0,19.687,21697.5,19.4700800000001,0,0,19.618399999999674,19.551428571428737,0.89767466,first_buy,go_long,go_long,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
