,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),exit_reason,action,nlp-exit-short (entry)
0,87173.8,88452.0,86570.78168942181,85432.24129253166,87115.0,0,88262.0,9225248.0,85389.27599999982,0,0,go_short,87212.80000000002,87047.3142857149,go_short,go_short,go_short,-0.53368819,second_buy,go_long,go_long,go_short,go_short,go_long,go_long,force_exit,go_short,go_short
1,0.004195,0.004195,0.0042097435230061,0.004233180012202,0.004129,1,0.004169,46233.0,0.0042224,0,0,go_long,0.0042104000000003,0.0042074285714293,go_long,go_long,go_long,-0.48026014,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,force_exit,go_long,go_long
2,1.12362,1.12474,1.1425527916539195,1.1616404943828489,1.11526,0,1.1197,13620.0,1.1682288000000234,1,0,go_short,1.1284939999999917,1.1315957142857085,go_short,go_short,go_short,2.14725384,second_buy,go_long,go_long,go_short,go_short,go_long,go_long,force_exit,go_short,go_short
3,0.007245,0.007251,0.0073123226474983,0.0073462038925426,0.007188,1,0.007251,426.0,0.0073301999999999,0,0,go_long,0.0072854,0.0073007142857142,go_long,go_long,go_long,-0.3127067,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,force_exit,go_long,go_long
4,2.195,2.299,2.0607257325840527,1.9968876533927815,2.195,0,2.235,363357.0,1.9715199999999984,1,0,go_short,2.119400000000032,2.082714285714297,go_short,go_short,go_short,8.03709559,second_buy,go_long,go_long,go_short,go_short,go_long,go_long,force_exit,go_short,go_short
5,0.009182,0.009182,0.0093730277349845,0.0095226957146393,0.009182,0,0.009182,2.0,0.00962924,0,0,go_long,0.0092516,0.0092774285714284,go_long,go_long,go_long,-0.3080173,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,force_exit,go_long,go_long
6,426.51,462.0,371.3784928342293,342.47487639580123,417.86,0,452.99,59722.0,343.6096,0,0,go_short,395.9399999999997,376.2657142857146,go_short,go_short,go_short,8.06362829,second_buy,go_long,go_long,go_short,go_short,go_long,go_long,force_exit,go_short,go_short
7,1.0106e-05,1.0161e-05,1.0103658564872813e-05,1.0182333598223884e-05,9.704e-06,1,9.804e-06,118643.0,1.0197720000000177e-05,1,0,go_long,1.006559999999919e-05,1.0092285714286068e-05,go_long,go_long,go_long,-0.46345666,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,force_exit,go_long,go_long
8,0.004069,0.004078,0.0040648019688332,0.0040804353738758,0.003971,1,0.003972,90924.0,0.00407696,0,0,go_long,0.0040560000000003,0.0040642857142865,go_long,go_long,go_long,1.13821491,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
9,0.004699,0.004704,0.0044743176960712,0.0043956086250683,0.004646,0,0.004667,4517.0,0.00436764,0,0,go_long,0.0045708000000003,0.0045121428571436,go_long,go_long,go_long,1.17109255,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
10,0.00531,0.0053339999999999,0.0051489099413335,0.0049689593056728,0.0052439999999999,1,0.0052439999999999,3147.0,0.00495324,0,0,go_long,0.0052542000000003,0.0052254285714293,go_long,go_long,go_long,1.57796612,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
11,0.005209,0.005214,0.0049891868716439,0.0050427260508711,0.004251,1,0.00436,301300.0,0.0050654799999999,1,0,go_long,0.0050118000000003,0.0050107142857151,go_long,go_long,go_long,1.82187831,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
12,0.005183,0.005183,0.005154027095031,0.0052246437812037,0.00505,1,0.00505,11185.0,0.0052386,0,0,go_long,0.0051276000000003,0.0051284285714293,go_long,go_long,go_long,1.16222569,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
13,0.0045639999999999,0.004575,0.0046226448156382,0.0046734697042689,0.004493,1,0.004575,25745.0,0.00464996,0,0,go_long,0.0046212000000003,0.0046158571428579,go_long,go_long,go_long,1.39604957,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
14,0.005314,0.0055,0.0051507187423768,0.0049656547280961,0.005229,0,0.005497,41910.0,0.00491676,0,0,go_long,0.0052714000000003,0.0052340000000008,go_long,go_long,go_long,1.27620506,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
15,0.0063009999999999,0.00633,0.0057986082219605,0.0055648071855517,0.006062,1,0.006115,28223.0,0.0054762,0,0,go_long,0.0060368000000003,0.0060120000000008,go_long,go_long,go_long,1.77007738,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
16,0.0069419999999999,0.0081409999999999,0.0069103801466134,0.0067636179040961,0.0069419999999999,0,0.008114,76209.0,0.00662928,1,0,go_long,0.0071602000000003,0.0069738571428579,go_long,go_long,go_long,1.30182798,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
17,0.009186,0.0094,0.0083329991072464,0.0079507989416923,0.0084,0,0.008707,96140.0,0.00797376,0,0,go_long,0.0084724000000003,0.0083855714285722,go_long,go_long,go_long,1.7267172,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
18,0.0045049999999999,0.0045109999999999,0.0042338580416021,0.0041120289143051,0.004127,1,0.004137,136551.0,0.00405024,1,0,go_long,0.0043830000000003,0.004335714285715,go_long,go_long,go_long,1.15611276,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
19,0.0096359999999999,0.0098,0.0088133954046832,0.0086652155633214,0.009149,0,0.009439,64840.0,0.00865272,0,0,go_long,0.0089690000000003,0.008810714285715,go_long,go_long,go_long,1.29220992,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
20,0.00724,0.00862,0.0069253244246504,0.0067325612649909,0.00719,0,0.00826,567670.0,0.0066448,0,0,go_long,0.0070820000000003,0.0069228571428579,go_long,go_long,go_long,1.1469885,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
21,0.007619,0.007619,0.0073885657569679,0.0071460097401351,0.0071959999999999,1,0.007284,88865.0,0.00711076,0,0,go_long,0.0076736000000003,0.0075955714285722,go_long,go_long,go_long,1.23635166,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
22,0.008313,0.00891,0.0080315743862097,0.0077786369478822,0.008313,0,0.00846,629057.0,0.00769824,0,0,go_long,0.0081926000000003,0.008135714285715,go_long,go_long,go_long,1.93647825,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
23,0.005128,0.005128,0.0052422172894923,0.0053365386106192,0.004855,1,0.0050139999999999,62357.0,0.00536476,0,0,go_long,0.0051380000000003,0.0052054285714293,go_long,go_long,go_long,1.28067226,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
24,0.004435,0.004474,0.0044390373666978,0.0044794423463253,0.004325,1,0.004386,77453.0,0.00447208,1,0,go_long,0.0044372000000003,0.0044285714285722,go_long,go_long,go_long,1.52400005,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
25,0.005109,0.005109,0.0046972255904991,0.0045906001506274,0.004783,1,0.004783,29157.0,0.00454552,1,0,go_long,0.0048246000000003,0.0047591428571436,go_long,go_long,go_long,1.2364504,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
26,0.0004574999999999,0.0004652,0.0004662806630835,0.0004850269230769,0.0004543,0,0.0004632,7218.0,0.0004827639999999,0,0,go_long,0.0004580799999999,0.0004589999999999,go_long,go_long,go_long,0.61127665,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
27,0.0004017,0.0004019999999999,0.0004131590397557,0.0004246820865484,0.000387,1,0.0003939,9292.0,0.000425932,0,0,go_long,0.0004046999999999,0.0004081571428571,go_long,go_long,go_long,1.067236,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
28,0.0001657,0.0001771,0.0002565507415613,0.0002945983278899,8.24e-05,1,0.0001199,2157660.0,0.000304248,0,0,go_long,0.0002236799999999,0.0002505285714285,go_long,go_long,go_long,2.220988,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
29,0.0001518,0.0002209999999999,0.0002355481640764,0.0002784402673953,0.0001516,0,0.0002085,989334.0,0.000291608,0,0,go_long,0.0001778799999999,0.0002112714285714,go_long,go_long,go_long,2.8485,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
30,0.0002795999999999,0.0002949999999999,0.0002492587446937,0.0002791793787683,0.0002344999999999,0,0.0002879,779683.0,0.000287416,0,0,go_long,0.0002094599999999,0.0002080428571428,go_long,go_long,go_long,1.14446988,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
31,0.0002908999999999,0.0002909999999999,0.0002963824529095,0.0003044528478688,0.0002401999999999,1,0.0002423999999999,468689.0,0.000317556,1,0,go_long,0.0002807999999999,0.0002877142857142,go_long,go_long,go_long,1.322088,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
32,0.0001814,0.0001835,0.0001940342480108,0.0002027105273083,0.000169,1,0.0001765999999999,561812.0,0.00020478,0,0,go_long,0.0001873799999999,0.0001888,go_long,go_long,go_long,1.39093,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
33,0.0002048,0.0002063,0.0001947322640429,0.0002012294055374,0.0001892,0,0.0001958,331171.0,0.000202624,0,0,go_long,0.0001887599999999,0.0001898571428571,go_long,go_long,go_long,1.718544,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
34,0.0083629999999999,0.0084429999999999,0.0086087854657026,0.00880628431145,0.008324,1,0.008324,3712.0,0.00885128,0,0,go_long,0.0084814000000003,0.0084944285714293,go_long,go_long,go_long,1.44296856,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
35,0.00674,0.00675,0.00676255754364,0.0068133941704284,0.0065,1,0.00658,145131.0,0.006802,0,0,go_long,0.0067440000000003,0.0067600000000008,go_long,go_long,go_long,1.156254,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
36,0.00891,0.00906,0.0083867670557467,0.0081865259398099,0.00884,0,0.00903,72708.0,0.0081607999999999,0,0,go_long,0.0085140000000003,0.0084342857142865,go_long,go_long,go_long,1.15422143,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
37,0.01016,0.01016,0.0100324860662507,0.010116500578105,0.00963,1,0.00968,157062.0,0.0100843999999999,0,0,go_long,0.0100200000000003,0.0100228571428579,go_long,go_long,go_long,1.46270961,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
38,0.06759,0.06759,0.0626279134931404,0.0618334998520627,0.06377,0,0.06394,12190.0,0.0617883999999998,0,0,go_long,0.0629180000000001,0.0625057142857151,go_long,go_long,go_long,1.1729263,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
39,0.04838,0.04838,0.0492107076765651,0.0501938835675062,0.04649,1,0.04653,19280.0,0.0505407999999998,0,0,go_long,0.0484060000000001,0.0488714285714294,go_long,go_long,go_long,1.19037736,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
40,0.05329,0.05451,0.0481309539474805,0.0475833749455326,0.04893,0,0.04893,55050.0,0.0474203999999998,0,0,go_long,0.0487160000000001,0.0479100000000008,go_long,go_long,go_long,1.32954714,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
41,0.05692,0.05897,0.0516754691213108,0.0509819392599232,0.05462,0,0.05465,14130.0,0.0506487999999997,0,0,go_long,0.0523300000000001,0.0515657142857151,go_long,go_long,go_long,1.37205432,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
42,0.0638,0.06599,0.0606363639781513,0.059051661076909,0.06281,0,0.06398,19107.0,0.0587783999999997,0,0,go_long,0.0615460000000001,0.0607342857142865,go_long,go_long,go_long,1.18597962,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
43,0.03862,0.03866,0.0386501106362364,0.0391795502687669,0.03754,0,0.03826,11282.0,0.0389879999999998,0,0,go_long,0.0383840000000002,0.0385285714285723,go_long,go_long,go_long,1.42638767,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
44,0.0433,0.0433,0.0436513853909425,0.0439359375076852,0.04225,1,0.04278,8082.0,0.0440879999999999,1,0,go_long,0.0435640000000002,0.0436114285714294,go_long,go_long,go_long,1.3005362,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
45,0.04891,0.05,0.0461552566298176,0.045394111533672,0.0476,0,0.0482,9349.0,0.0450639999999999,1,0,go_long,0.0468640000000002,0.0463557142857152,go_long,go_long,go_long,1.27883871,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
46,0.05094,0.05094,0.0515185148146866,0.0524485307918489,0.05005,1,0.05005,4681.0,0.0531339999999999,1,0,go_long,0.0509560000000002,0.0509114285714295,go_long,go_long,go_long,1.30599004,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
47,0.05745,0.059,0.0541864475743231,0.0520990258611019,0.05399,0,0.05898,35466.0,0.0514715999999999,0,0,go_long,0.0558860000000002,0.0545371428571438,go_long,go_long,go_long,1.18395585,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
48,0.06701,0.06758,0.0652165397324194,0.0635620275333777,0.06668,1,0.06694,2470.0,0.0632579999999999,0,0,go_long,0.0662340000000002,0.0657671428571438,go_long,go_long,go_long,1.2606074,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
49,0.04505,0.04515,0.0455459269467084,0.046030152925386,0.04402,1,0.04405,7104.0,0.0460119999999999,0,0,go_long,0.0451100000000003,0.0453042857142867,go_long,go_long,go_long,1.176976,first_buy,go_long,go_long,go_long,go_long,go_long,go_long,long-exit-profit,go_long,go_long
