,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),exit_reason,action
0,0.23,0.2339,0.2199479717916885,0.2136492804036321,0.2262,0,0.2272,19124399.5,0.2128600000000046,0,0,0.2244399999999917,0.2220999999999753,11.08603633,first_buy,do_nothing,go_long,go_short,go_short,go_long,go_long,force_exit,go_long
1,0.458,0.465,0.4490695203652129,0.4436461007151933,0.455,0,0.464,6171475.0,0.444479999999995,0,0,0.4545999999999839,0.4507142857143184,9.36113677,first_buy,go_short,do_nothing,do_nothing,do_nothing,go_long,go_long,force_exit,go_long
2,0.3268,0.347,0.3172593421796221,0.3141732403466601,0.3206,1,0.322,15287428.0,0.3127640000000066,1,0,0.3211199999999863,0.3194285714285907,-1.49636855,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,force_exit,do_nothing
3,5.141,5.197,5.085011974532804,5.028747432007814,5.128,0,5.182,523887.0,5.017719999999972,0,0,5.110999999999858,5.100142857142897,18.26256474,first_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,force_exit,go_long
4,0.719,0.73,0.7084369449519167,0.7014345902886079,0.718,1,0.723,7420017.8,0.6983599999999899,1,0,0.7172000000000367,0.7154285714285564,-18.42793337,second_buy,go_long,go_short,go_long,go_long,do_nothing,do_nothing,force_exit,do_nothing
5,0.365,0.3655,0.3463806398874688,0.3400150008335957,0.3476,1,0.3513,20738954.0,0.3386959999999919,0,0,0.3529399999999875,0.3501714285713868,11.48269522,first_buy,do_nothing,go_short,do_nothing,do_nothing,go_long,go_long,force_exit,go_long
6,1.372,1.3751,1.2914445863185535,1.246691031423664,1.3451,0,1.3522,121470885.5,1.232467999999996,1,0,1.3296999999999868,1.3120285714285882,17.15113169,first_buy,go_short,do_nothing,go_short,go_short,go_long,go_long,force_exit,go_long
7,0.8158000000000001,0.8402000000000001,0.8027379726095215,0.7898044426234293,0.809,0,0.8347,93158572.0,0.7878279999999931,0,0,0.8123000000000091,0.8053428571428594,-15.93679128,second_buy,go_short,go_short,do_nothing,do_nothing,do_nothing,do_nothing,force_exit,do_nothing
8,0.1177,0.118,0.1157612078042629,0.1147110420138476,0.1172,0,0.1173,960898.0,0.1145440000000003,1,0,0.1168400000000117,0.1164285714285715,7.06811713,first_buy,go_short,go_long,do_nothing,do_nothing,go_long,go_long,force_exit,go_long
9,2.2763,2.3546,2.1550891760756112,2.120518169341867,2.2493,0,2.2875,25240182.0,2.1089000000000064,0,0,2.179740000000033,2.1578285714286243,-2.6574707,second_buy,do_nothing,go_short,go_long,go_long,do_nothing,do_nothing,force_exit,do_nothing
10,1.3238,1.3334,1.3099087688229831,1.2994852070895648,1.3083,1,1.3228,3030528.0,1.2953200000000262,0,0,1.318199999999983,1.3154285714285507,4.21122268,first_buy,do_nothing,do_nothing,do_nothing,do_nothing,go_long,go_long,force_exit,go_long
11,0.0021291,0.0021455,0.0020962119642674,0.0020644203253822,0.0021279,1,0.0021291,75775043.0,0.002056336,1,0,0.00212258,0.0021197857142857,-5.3693457,second_buy,go_short,go_short,go_short,go_short,do_nothing,do_nothing,force_exit,do_nothing
12,0.3921,0.4013,0.3807504872824941,0.3698717050650013,0.392,0,0.3975,37142778.7,0.3674720000000197,0,0,0.3893199999999844,0.3847714285714302,3.06817835,first_buy,do_nothing,go_short,go_short,go_short,go_long,go_long,force_exit,go_long
13,1.7501,1.7808000000000002,1.6541332662278183,1.615975276319139,1.7206,0,1.7405,9733686.0,1.6127440000000024,0,0,1.684680000000025,1.6538857142857435,0.33510296,first_buy,go_short,go_long,go_long,go_long,go_long,go_long,force_exit,go_long
14,0.00816,0.00849,0.0070566853931732,0.0067674828640183,0.00801,0,0.00826,2409056385.0,0.0066427999999999,0,0,0.0073680000000011,0.0071071428571423,-2.13703477,first_buy,go_short,go_long,go_short,go_short,go_long,go_long,force_exit,do_nothing
