,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),exit_reason,action
357,0.48219,0.48328,0.4921040545729489,0.5056505945396199,0.46512,1,0.46632,12298.0,0.5046956000000018,0,0,0.4818600000000068,0.4866057142857136,3.032316,first_buy,go_long,go_long,long-exit-profit,go_long
358,0.35259,0.35259,0.35372630276972,0.3559521947641949,0.3374,1,0.34133,4557.0,0.3568232000000017,1,0,0.3525920000000074,0.353214285714284,3.3223854,first_buy,go_long,go_long,long-exit-profit,go_long
359,0.45268,0.45299,0.4330851552949687,0.4250363988646692,0.44756,0,0.44862,1156.0,0.4213384000000016,0,0,0.4434860000000071,0.4378128571428558,3.1205016,first_buy,go_long,go_long,long-exit-profit,go_long
360,0.14956,0.15044,0.1590885514859993,0.1681228458625617,0.13985,1,0.14037,4945.0,0.1724632000000029,1,0,0.1517460000000105,0.1545471428571415,2.7374046,first_buy,go_long,go_long,long-exit-profit,go_long
361,0.18627,0.18896,0.1784502051127386,0.1739077136021877,0.18296,0,0.18705,3320.0,0.1689616000000028,0,0,0.1813220000000105,0.1799371428571415,3.0866495,first_buy,go_long,go_long,long-exit-profit,go_long
362,0.18366,0.18366,0.1854617932202691,0.1861506794365479,0.1829,1,0.1829,343.0,0.185976800000003,1,0,0.1850060000000112,0.1852042857142837,3.0960235,first_buy,go_long,go_long,long-exit-profit,go_long
363,0.12005,0.12005,0.1186314446446308,0.1192090339459183,0.11288,1,0.11498,16331.0,0.1189624000000039,0,0,0.1184720000000096,0.1186599999999977,2.9827656,first_buy,go_long,go_long,long-exit-profit,go_long
364,0.34845,0.34845,0.3561102708607827,0.3638467870396244,0.30102,1,0.32183,15882.0,0.3692016000000038,0,0,0.3477800000000033,0.3522100000000002,3.4685862,first_buy,go_long,go_long,long-exit-profit,go_long
365,3.169,3.169,3.2043753380373623,3.204296692559044,2.8,1,3.107,382184.0,3.1985599999997425,0,0,3.2158000000001,3.220142857143089,4.4518513,first_buy,go_long,do_nothing,long-exit-profit,go_long
366,0.286,0.29054,0.30224277931672,0.3133420942045052,0.27825,1,0.28573,531.0,0.3137180000000003,0,0,0.2979140000000003,0.2998028571428571,3.1929279,first_buy,go_long,go_long,long-exit-profit,go_long
367,0.17,0.17,0.1713090833834611,0.1734150137749201,0.1561,1,0.1651,7536.0,0.1745400000000049,0,0,0.1700600000000095,0.1704285714285694,3.75738502,first_buy,go_long,go_long,long-exit-profit,go_long
368,2.5331,2.5331,2.4246474588576925,2.3878743570551224,2.4674,0,2.4861,197400.0,2.3870639999997736,1,0,2.4460800000000886,2.429500000000242,4.37692966,first_buy,go_long,do_nothing,long-exit-profit,go_long
369,0.2478,0.2478,0.249130126660369,0.2500415016827327,0.2454,1,0.2455,84.0,0.2501160000000047,0,0,0.2481200000000094,0.2485714285714265,3.2258828,first_buy,go_long,go_long,long-exit-profit,go_long
370,0.04057,0.04057,0.038985668499517,0.0402206243902067,0.02167,1,0.02808,308776.0,0.0406543999999998,0,0,0.038322,0.0390614285714285,3.2079936,first_buy,go_long,go_long,long-exit-profit,go_long
371,0.03225,0.03225,0.0330020634163697,0.033397621125507,0.03143,1,0.03143,4146.0,0.0337419999999999,0,0,0.032714,0.0328499999999999,3.30971584,first_buy,go_long,go_long,long-exit-profit,go_long
372,0.04308,0.04321,0.0421171273841221,0.0415462678587857,0.04269,0,0.04283,13018.0,0.0413903999999998,0,0,0.0424300000000001,0.0424742857142857,3.30060028,first_buy,go_long,go_long,long-exit-profit,go_long
373,0.0536,0.05361,0.0530723406697112,0.0532805082690336,0.04708,1,0.04798,109139.0,0.0535991999999999,0,0,0.0528299999999998,0.0531271428571431,3.55657126,first_buy,go_long,go_long,long-exit-profit,go_long
374,0.06513,0.06514,0.0638677478209457,0.063553596751218,0.06513,0,0.06514,16.0,0.0639159999999999,0,0,0.0637499999999999,0.0634885714285717,3.67298497,first_buy,go_long,go_long,long-exit-profit,go_long
375,0.08641,0.09196,0.0845774078633234,0.0827906395971491,0.08629,0,0.08913,31453.0,0.0821872,0,0,0.0857319999999999,0.0851142857142861,3.80574676,first_buy,go_long,go_long,long-exit-profit,go_long
376,0.09893,0.09893,0.098889181814072,0.1015762522034692,0.07192,1,0.08229,158136.0,0.1025419999999997,0,0,0.0967919999999999,0.0982371428571432,3.81104164,first_buy,go_long,go_long,long-exit-profit,go_long
377,0.11436,0.11459,0.1163700578779977,0.1177850494112089,0.11263,1,0.11359,15044.0,0.1187163999999995,0,0,0.1152540000000006,0.1154614285714288,3.69848858,first_buy,go_long,go_long,long-exit-profit,go_long
378,0.10472,0.10479,0.1059338826693414,0.1085042279160878,0.07891,1,0.08925,127502.0,0.1090359999999993,0,0,0.104046000000001,0.1058100000000004,4.56420957,first_buy,go_long,go_long,long-exit-profit,go_long
379,0.12049,0.12049,0.1146834203758259,0.1131166242267765,0.11542,0,0.11834,22812.0,0.1138619999999993,0,0,0.116180000000001,0.1152314285714288,5.64818316,first_buy,go_long,go_long,long-exit-profit,go_long
380,0.45692,0.45692,0.4157806982222816,0.393468774928775,0.41203,0,0.41204,9.0,0.3957448,0,0,0.4255280000000001,0.41882,3.3565022,first_buy,go_long,go_long,long-exit-profit,go_long
381,0.16587,0.16678,0.1487039973033494,0.1433207368527462,0.14872,0,0.15018,47728.0,0.1424451999999994,0,0,0.151920000000001,0.1505514285714288,4.64918607,first_buy,go_long,go_long,long-exit-profit,go_long
382,0.04432,0.04432,0.0459073691539716,0.0467980813578357,0.04034,1,0.04186,3986.0,0.047336799999999,0,0,0.0450060000000015,0.0455842857142861,3.7334557,first_buy,go_long,go_long,long-exit-profit,go_long
383,0.2197,0.2222,0.2166005023093127,0.2150522797128704,0.2197,0,0.2222,403.0,0.2146280000000051,0,0,0.2176600000000097,0.2171571428571404,3.63029371,first_buy,go_long,go_long,long-exit-profit,go_long
384,0.05679,0.05701,0.054749394663623,0.0535519622340706,0.05654,0,0.05665,1407.0,0.0533923999999991,0,0,0.0557880000000015,0.0551600000000004,3.58916422,first_buy,go_long,go_long,long-exit-profit,go_long
385,0.05437,0.05437,0.0586039685124752,0.0588779902514549,0.05414,1,0.05414,2.0,0.0591851999999992,0,0,0.0583800000000015,0.0586828571428575,3.88720437,first_buy,go_long,go_long,long-exit-profit,go_long
386,0.07305,0.07333,0.0710591733693016,0.0705665774792102,0.0728,0,0.0728,241.0,0.0702171999999994,1,0,0.0720220000000013,0.0713014285714288,3.86623095,first_buy,go_long,go_long,long-exit-profit,go_long
387,0.09986,0.09986,0.0951335162123625,0.0923013707472888,0.09891,1,0.09891,1054.0,0.0911623999999994,0,0,0.0975160000000012,0.0964342857142861,3.57317235,first_buy,go_long,go_long,long-exit-profit,go_long
388,0.13106,0.13264,0.1269843351740207,0.1248239339186963,0.13043,0,0.13043,9355.0,0.1251095999999994,0,0,0.1277200000000014,0.1270628571428575,3.81319218,first_buy,go_long,go_long,long-exit-profit,go_long
389,0.1735,0.17742,0.1689295369183776,0.1652381849918181,0.17156,0,0.17455,12387.0,0.1646075999999993,0,0,0.1708780000000014,0.170394285714286,3.51953221,first_buy,go_long,go_long,long-exit-profit,go_long
390,0.1433,0.14375,0.1443915863150256,0.1467982738161903,0.14144,0,0.14148,4338.0,0.1478583999999993,0,0,0.1427320000000016,0.1434457142857153,3.77983845,first_buy,go_long,go_long,long-exit-profit,go_long
391,0.19048,0.199,0.1841062811885276,0.1804682317001863,0.19039,0,0.199,5206.0,0.1783135999999995,0,0,0.1881160000000021,0.1854457142857157,5.747254,first_buy,go_long,go_long,long-exit-profit,go_long
392,0.31519,0.35828,0.2425377499165411,0.2217345469956345,0.28354,0,0.3301,593734.0,0.2142599999999995,0,0,0.2570220000000022,0.2445157142857155,3.5696991,first_buy,go_long,go_long,long-exit-profit,go_long
393,0.3022,0.30251,0.309823238781529,0.3198564223546217,0.29234,1,0.29234,3074.0,0.3240511999999983,0,0,0.301414000000004,0.3034757142857156,4.15617258,first_buy,go_long,go_long,long-exit-profit,go_long
394,0.088,0.088,0.0901830794678841,0.0911753296730519,0.08696,1,0.08696,320.0,0.0913523999999993,0,0,0.0892480000000012,0.0899971428571433,4.08385082,first_buy,go_long,go_long,long-exit-profit,go_long
395,0.12362,0.12362,0.1211787821371503,0.1219289652605068,0.09502,1,0.10844,7993.0,0.1221648000000045,0,0,0.1211100000000103,0.1219542857142843,3.60682524,first_buy,go_long,go_long,long-exit-profit,go_long
396,199.782,201.106,204.89949208282675,209.2095718316902,199.0,0,199.919,683933.0,209.7593599999994,0,0,201.2134000000048,202.2425714285704,3.12384835,first_buy,go_long,go_long,long-exit-profit,go_long
397,484.081,484.081,478.9276228667407,476.86799788925424,480.32,1,480.963,329583.0,475.9178399999988,0,0,480.6766000000036,479.9682857142871,3.59395636,first_buy,go_long,go_long,long-exit-profit,go_long
398,1.425e-05,1.425e-05,1.449245451069664e-05,1.4880287964373672e-05,1.384e-05,1,1.409e-05,448426.0,1.4820000000000146e-05,0,0,1.43079999999992e-05,1.439428571428606e-05,3.83817312,first_buy,go_long,go_long,long-exit-profit,go_long
399,8.421000000000001e-06,8.459e-06,8.62328172875881e-06,8.719948687934004e-06,8.218e-06,1,8.29e-06,408024.0,8.763040000000198e-06,0,0,8.542599999999207e-06,8.589285714286127e-06,3.98018375,first_buy,go_long,go_long,long-exit-profit,go_long
400,1.1135e-05,1.1242e-05,1.0232541074428447e-05,9.860669520882308e-06,1.0918e-05,0,1.0987e-05,149527.0,9.684000000000196e-06,0,0,1.0724999999999214e-05,1.0454428571429012e-05,4.40760916,first_buy,go_long,go_long,long-exit-profit,go_long
401,1.5031e-05,1.6438e-05,1.250134264647065e-05,1.146765166454665e-05,1.4916e-05,0,1.597e-05,2759307.0,1.1104880000000178e-05,0,0,1.3911999999999216e-05,1.2731000000000434e-05,4.76132605,first_buy,go_long,go_long,long-exit-profit,go_long
402,2.2035e-05,2.228e-05,1.769860095972254e-05,1.4930774752007936e-05,1.995e-05,1,2.044e-05,474750.0,1.367196000000018e-05,1,0,2.0674599999999218e-05,1.9533714285714724e-05,8.80519846,first_buy,go_long,go_long,long-exit-profit,go_long
403,2.4e-05,2.5511e-05,2.6361174860776663e-05,2.277243783197892e-05,2.1231e-05,1,2.5432000000000003e-05,1366565.0,2.2431560000000184e-05,0,0,2.9297999999999217e-05,2.9542571428571876e-05,4.8861515,first_buy,go_long,go_long,long-exit-profit,go_long
404,22.29,22.29,21.715318161275366,21.46312403281935,21.6,0,22.05,27477.0,21.418000000000184,0,0,21.915999999999677,21.777142857142746,3.44754588,first_buy,go_long,go_long,long-exit-profit,go_long
405,0.9714,0.9714,0.9652431093901882,0.9633667201385788,0.9714,0,0.9714,79.0,0.9645000000000012,0,0,0.9657999999999998,0.9654000000000004,3.4731312,first_buy,go_long,go_long,long-exit-profit,go_long
406,0.3062,0.3062,0.3267533601254346,0.346886874811914,0.2989,1,0.2989,314.0,0.3470720000000027,0,0,0.3160999999999964,0.321000000000004,3.3498366,first_buy,go_long,go_long,long-exit-profit,go_long
407,0.396,0.396,0.3817655255512441,0.3771767375327775,0.396,0,0.396,4832.0,0.379508000000003,0,0,0.3825599999999964,0.3808857142857184,5.699475,first_buy,go_long,go_long,long-exit-profit,go_long
408,0.625,0.797,0.4754670273868168,0.4159346473493806,0.62,0,0.7199,1443392.0,0.3893040000000029,0,0,0.5433399999999959,0.4895428571428613,3.3631052,first_buy,go_long,go_long,long-exit-profit,go_long
409,0.98,1.0718,0.8566544791248677,0.7872153857138898,0.98,0,1.03,618652.0,0.7572120000000033,0,0,0.9191999999999956,0.8751000000000043,5.1639624,first_buy,go_long,go_long,long-exit-profit,go_long
410,1.7140000000000002e-05,1.759e-05,1.635411779746361e-05,1.5557577517895777e-05,1.701e-05,1,1.744e-05,697927.0,1.5158800000000172e-05,0,0,1.6955999999999175e-05,1.681000000000037e-05,4.0461568,first_buy,go_long,go_long,long-exit-profit,go_long
411,17.17,17.17,16.574604296417935,16.45245628202933,16.55,0,16.66,35962.0,16.376800000000195,0,0,16.711999999999712,16.64428571428555,3.41908734,first_buy,go_long,go_long,long-exit-profit,go_long
412,0.7861,0.7861,0.7667295422496712,0.7723819335726821,0.6437,1,0.6983,409351.0,0.7755000000000061,0,0,0.7635599999999877,0.7674142857142882,3.0987268,first_buy,go_long,go_long,long-exit-profit,go_long
413,0.5068,0.5068,0.5092545887587552,0.5039437865710307,0.4663,1,0.4904,11995.0,0.5023560000000012,0,0,0.5146799999999883,0.5140571428571479,3.0240989,first_buy,go_long,go_long,long-exit-profit,go_long
414,0.6486000000000001,0.6486000000000001,0.6331580769299355,0.626167190143473,0.6366,1,0.6376000000000001,776.0,0.6252360000000015,1,0,0.6383199999999868,0.6361142857142907,3.9196464,first_buy,go_long,go_long,long-exit-profit,go_long
415,0.5652,0.5656,0.5785720330975065,0.5835711762815229,0.5505,1,0.5548000000000001,36423.0,0.585608,0,0,0.5736599999999921,0.5777285714285789,3.7580689,first_buy,go_long,go_long,long-exit-profit,go_long
416,0.6099,0.6101,0.6017708264589591,0.6228501010607332,0.4432,1,0.5004000000000001,269590.0,0.6307760000000016,0,0,0.5891599999999901,0.5972714285714387,3.12424725,first_buy,go_long,go_long,long-exit-profit,go_long
417,0.6858000000000001,0.6894,0.6714542478160523,0.6785503550003068,0.5721,1,0.5935,174122.0,0.6803799999999995,0,0,0.6684599999999944,0.6753571428571431,3.33191177,first_buy,go_long,go_long,long-exit-profit,go_long
418,0.5503,0.5506,0.5625705891329668,0.5695563921022798,0.5377000000000001,1,0.5377000000000001,1027.0,0.5737239999999919,0,0,0.5547599999999939,0.5581285714285725,4.0747921,first_buy,go_long,go_long,long-exit-profit,go_long
419,0.8464,0.8464,0.8620429449001346,0.8797982709501189,0.6696000000000001,1,0.754,76213.0,0.8841159999999918,0,0,0.8503799999999897,0.8647000000000019,4.42757571,first_buy,go_long,go_long,long-exit-profit,go_long
420,1.0141,1.0442,0.9736347142139328,0.959260633990432,1.0059,0,1.0059,36747.0,0.9533919999999924,1,0,0.9863799999999902,0.9766714285714306,4.63385187,first_buy,go_long,go_long,long-exit-profit,go_long
421,1.354,1.3548,1.3079031148341007,1.2463039617090037,1.3274,1,1.3367,143596.0,1.2389239999999937,0,0,1.3357599999999852,1.3331000000000004,4.9199993,first_buy,go_long,go_long,long-exit-profit,go_long
422,1.8334,1.8811,1.6789678821538208,1.6153234192183352,1.82,0,1.8375,114525.0,1.5836879999999918,0,0,1.7512799999999846,1.7090285714285731,4.64545515,first_buy,go_long,go_long,long-exit-profit,go_long
423,0.7949,0.7949,0.80429749277563,0.8196582160160517,0.7711,1,0.7795000000000001,16785.0,0.8251559999999937,0,0,0.7947399999999872,0.798014285714285,5.00251622,first_buy,go_long,go_long,long-exit-profit,go_long
424,0.777,0.7771,0.7789688793259069,0.7890736290971879,0.7554000000000001,1,0.7594000000000001,17380.0,0.7911960000000039,0,0,0.7717599999999922,0.7739857142857189,3.0782436,first_buy,go_long,go_long,long-exit-profit,go_long
425,0.3845,0.3869,0.3918177476234529,0.3984556847218524,0.3701,1,0.3748,35326.0,0.399727999999994,0,0,0.3871799999999874,0.3891857142857187,3.7066203,first_buy,go_long,go_long,long-exit-profit,go_long
426,1.281e-05,1.293e-05,1.3493218119533966e-05,1.3926319841237508e-05,1.244e-05,1,1.272e-05,1475428.0,1.4142400000000165e-05,0,0,1.311399999999914e-05,1.3298571428571828e-05,4.06507534,first_buy,go_long,go_long,long-exit-profit,go_long
427,29.49,29.79,28.50637802038841,27.987402832046847,29.01,0,29.14,202243.0,28.112400000000186,0,0,28.75599999999968,28.538571428571327,3.50922489,first_buy,go_long,go_long,long-exit-profit,go_long
428,220.3,220.3,210.22551464538543,203.72798945994083,216.95,0,218.45,1188190.0,201.0319999999981,0,0,215.07000000000485,212.91428571430376,2.84181185,first_buy,go_long,go_long,long-exit-profit,go_long
429,293.15,298.3,281.1846003080997,278.13111668088794,289.4,0,291.2,315851.0,276.69399999999825,0,0,284.770000000004,282.15000000001817,4.39608947,first_buy,go_long,go_long,long-exit-profit,go_long
430,406.95,413.9,379.3603060378617,358.02335943371315,402.25,1,403.85,584887.0,348.8699999999982,0,0,395.9400000000037,389.7928571428749,4.38017874,first_buy,go_long,go_long,long-exit-profit,go_long
431,341.25,342.55,345.2811958729066,349.57011203118924,338.9,1,341.65,40214.0,349.91599999999977,0,0,342.8800000000001,343.7142857143025,3.36082304,first_buy,go_long,go_long,long-exit-profit,go_long
432,451.71,451.83,440.9889810655962,432.7497710636065,448.8,1,448.87,61144.0,429.9668000000002,0,0,447.7519999999989,445.7014285714443,2.94159595,first_buy,go_long,go_long,long-exit-profit,go_long
433,17.36,17.46,17.56754915369118,17.606850553729675,15.84,1,17.34,84873.0,17.594000000000218,0,0,17.547999999999472,17.559999999999828,3.7434371,first_buy,go_long,go_long,long-exit-profit,go_long
434,0.008516,0.008517,0.0085211857221407,0.0085441367521367,0.008516,0,0.008517,113.0,0.0085386,0,0,0.0084984,0.008485,3.32386756,first_buy,go_long,go_long,long-exit-profit,go_long
435,0.0112,0.011498,0.0105681880473706,0.0102675867096683,0.011018,0,0.011186,56745.0,0.01016304,1,0,0.0108374,0.0107128571428571,3.58168932,first_buy,go_long,go_long,long-exit-profit,go_long
436,0.015207,0.0155159999999999,0.0145325417025323,0.0142185802245812,0.015049,0,0.0154379999999999,54092.0,0.01411704,0,0,0.0148655999999999,0.0146649999999999,3.53825598,first_buy,go_long,go_long,long-exit-profit,go_long
437,0.017506,0.017506,0.0175843810219496,0.0178496605369325,0.013143,1,0.014966,124020.0,0.018,0,0,0.0172794,0.0176081428571427,3.44827007,first_buy,go_long,go_long,long-exit-profit,go_long
438,0.01642,0.0164829999999999,0.0166537069999704,0.016842397428857,0.016044,1,0.016083,18985.0,0.0169665599999999,1,0,0.0164207999999999,0.0165214285714286,3.68010268,first_buy,go_long,go_long,long-exit-profit,go_long
439,0.0214889999999999,0.022,0.0211804101382387,0.0208623780910782,0.02144,0,0.021953,36640.0,0.02070884,0,0,0.021479,0.021376,3.63735125,first_buy,go_long,go_long,long-exit-profit,go_long
440,2.93e-05,2.96e-05,3.052287666681284e-05,3.2288658847692176e-05,2.32e-05,1,2.52e-05,9309046.0,3.3088000000000175e-05,0,0,2.897999999999899e-05,2.9714285714286103e-05,4.14605095,first_buy,go_long,go_long,long-exit-profit,go_long
441,0.029233,0.029358,0.0276280570680728,0.0267614118549369,0.02863,1,0.0286669999999999,31724.0,0.0261363599999999,0,0,0.028861,0.0283932857142858,4.21662945,first_buy,go_long,go_long,long-exit-profit,go_long
442,0.025679,0.0257069999999999,0.0259224139872374,0.0260904490127383,0.0254989999999999,1,0.025689,1068.0,0.0261192,0,0,0.0257985999999998,0.0258918571428573,5.1849364,first_buy,go_long,go_long,long-exit-profit,go_long
443,0.013743,0.013743,0.0141074229137411,0.0143973077359812,0.013125,1,0.013333,55380.0,0.01448736,0,0,0.0137881999999998,0.0139468571428573,3.566848,first_buy,go_long,go_long,long-exit-profit,go_long
444,0.1776,0.17861,0.1766126028452552,0.1731745868945869,0.17596,0,0.17703,6428.0,0.1747556,1,0,0.179586,0.1784585714285715,3.7789308,first_buy,go_long,go_long,long-exit-profit,go_long
445,0.016731,0.016736,0.0168457753923646,0.0169039932165167,0.016583,1,0.0165839999999999,2164.0,0.0168994,0,0,0.0167735999999998,0.0168242857142859,3.7732821,first_buy,go_long,go_long,long-exit-profit,go_long
446,0.0220129999999999,0.022069,0.0213250436749136,0.0209956391124329,0.021508,1,0.021625,10720.0,0.0208359199999999,0,0,0.0216961999999997,0.0215364285714288,3.5367193,first_buy,go_long,go_long,long-exit-profit,go_long
447,0.028713,0.028713,0.028251085225269,0.0280073415338611,0.0286489999999999,1,0.0286489999999999,86.0,0.0280502,0,0,0.0284697999999997,0.0283600000000002,3.733504,first_buy,go_long,go_long,long-exit-profit,go_long
448,15.39,15.39,15.430836785680796,15.525293073916435,15.23,1,15.23,1164.0,15.553600000000245,0,0,15.383999999999515,15.39571428571418,4.2181024,first_buy,go_long,go_long,long-exit-profit,go_long
449,0.0001657,0.0001771,0.0002565507415613,0.0002945983278899,8.24e-05,1,0.0001199,2157660.0,0.000304248,0,0,0.0002236799999999,0.0002505285714285,9.654953,first_buy,go_long,go_long,long-exit-profit,go_long
450,0.0001814,0.0001835,0.0001940342480108,0.0002027105273083,0.000169,1,0.0001765999999999,561812.0,0.00020478,0,0,0.0001873799999999,0.0001888,4.401845,first_buy,go_long,go_long,long-exit-profit,go_long
451,9e-05,9.35e-05,0.00010528468088,0.0001139873552439,7.54e-05,1,7.62e-05,2292041.0,0.000114464,0,0,9.969999999999898e-05,0.0001038142857142,4.627434,first_buy,go_long,go_long,long-exit-profit,go_long
452,0.0001036,0.0001036,9.095876168751092e-05,8.880722973267787e-05,9.33e-05,0,9.45e-05,347369.0,8.810000000000012e-05,0,0,9.3059999999999e-05,9.15571428571432e-05,4.287088,first_buy,go_long,go_long,long-exit-profit,go_long
453,5.16e-05,5.18e-05,5.197469351464581e-05,5.3734325930606686e-05,4.2e-05,1,5e-05,2505815.0,5.4148000000000194e-05,0,0,5.1079999999999016e-05,5.150000000000037e-05,4.295725,first_buy,go_long,go_long,long-exit-profit,go_long
454,0.0300189999999999,0.0300889999999999,0.0306061310249939,0.0312517064534593,0.029144,1,0.029144,7277.0,0.03124656,0,0,0.0303123999999999,0.0304880000000001,4.03761202,first_buy,go_long,go_long,long-exit-profit,go_long
455,249.898,250.34,259.43940959068306,265.4880850149248,235.387,1,247.477,4152505.0,267.5703999999996,0,0,253.41280000000503,255.6961428571424,3.16304828,first_buy,go_long,go_long,long-exit-profit,go_long
456,0.553,0.5563,0.5853215825180372,0.5965457009683958,0.53,1,0.5534,22162.0,0.6009639999999931,1,0,0.5689999999999887,0.5799000000000033,4.14090449,first_buy,go_long,go_long,long-exit-profit,go_long
457,4.257,4.264,4.3099885240519145,4.345192352214338,4.198,1,4.216,63767.0,4.356999999999997,0,0,4.283199999999985,4.309285714285719,3.9504051,first_buy,go_long,go_long,long-exit-profit,go_long
458,0.008628,0.008641,0.0087495881748529,0.0087999082618699,0.008572,1,0.008641,461.0,0.00881184,0,0,0.0086878,0.0087339999999999,3.66563658,first_buy,go_long,go_long,long-exit-profit,go_long
459,0.008627,0.008627,0.0086168557899445,0.0086572806733623,0.008432,1,0.008432,2112.0,0.00866224,0,0,0.0085978,0.0086301428571428,4.1658495,first_buy,go_long,go_long,long-exit-profit,go_long
460,0.0112819999999999,0.011523,0.0110661615763436,0.0108841400872257,0.011262,1,0.011262,3271.0,0.0109518,1,0,0.0112368,0.0111082857142856,4.70920086,first_buy,go_long,go_long,long-exit-profit,go_long
461,0.8006000000000001,0.8168000000000001,0.7675320477912849,0.7767823361823362,0.7802,0,0.7856000000000001,752156.0,0.775436,0,0,0.7758999999999996,0.7656999999999997,3.595189,first_buy,go_long,go_long,long-exit-profit,go_long
462,0.2262,0.2262,0.218529516017096,0.2274718437037411,0.1497,1,0.1534,1937635.0,0.2293,0,0,0.2130199999999976,0.2184714285714213,3.202816,first_buy,go_long,go_long,long-exit-profit,go_long
463,0.1624,0.1632,0.1629717564312543,0.1643766855992288,0.1574,1,0.1602,310690.0,0.1638120000000001,0,0,0.1620999999999982,0.1626714285714214,3.31859042,first_buy,go_long,go_long,long-exit-profit,go_long
464,0.2147,0.2222,0.2010697374676479,0.1927792256225218,0.2126,0,0.2181,4670066.0,0.1891999999999998,1,0,0.2098399999999984,0.2059714285714213,3.29052486,first_buy,go_long,go_long,long-exit-profit,go_long
465,0.2918,0.2991,0.2829828438933381,0.2797560740486908,0.2857,0,0.2887,1148301.0,0.2811639999999992,0,0,0.2849399999999984,0.2834857142857074,3.28813056,first_buy,go_long,go_long,long-exit-profit,go_long
466,0.3827,0.3856,0.3691885491576298,0.3558658369935644,0.3788,1,0.3797,694925.0,0.3560239999999994,1,0,0.3779399999999985,0.3738571428571364,3.52369947,first_buy,go_long,go_long,long-exit-profit,go_long
467,0.5114000000000001,0.5144000000000001,0.4771948182780927,0.4590711732626846,0.4962,0,0.5001,1054951.0,0.4578799999999998,1,0,0.4883399999999988,0.4837285714285638,3.47676378,first_buy,go_long,go_long,long-exit-profit,go_long
468,0.406,0.4072,0.4160972419610668,0.4252198853625346,0.3961,1,0.4034,861279.0,0.4269759999999999,0,0,0.4098599999999969,0.4112714285714208,3.86780221,first_buy,go_long,go_long,long-exit-profit,go_long
469,0.5383,0.5393,0.5078129495316864,0.4981425761040526,0.5203,1,0.5222,556964.0,0.4938720000000001,1,0,0.5218199999999971,0.5144999999999926,3.86789962,first_buy,go_long,go_long,long-exit-profit,go_long
470,0.009273,0.009288,0.0095690291233335,0.0098159591188759,0.008295,1,0.00867,175532.0,0.00991804,0,0,0.0093142,0.0094805714285714,3.66623635,first_buy,go_long,go_long,long-exit-profit,go_long
471,0.3591,0.3591,0.3620585418252636,0.364446114224524,0.3536,1,0.3547,19907.0,0.3651000000000007,0,0,0.3596599999999911,0.3609714285714225,4.34068295,first_buy,go_long,go_long,long-exit-profit,go_long
472,0.1458,0.1458,0.1477089947204437,0.1491530073774638,0.1398,1,0.143,1066882.0,0.1495000000000012,0,0,0.1465199999999911,0.1470142857142798,3.81012675,first_buy,go_long,go_long,long-exit-profit,go_long
473,0.1904,0.1935,0.1852173182542948,0.1833506032079319,0.1885,0,0.1891,132156.0,0.1832240000000012,0,0,0.1867199999999909,0.1852285714285654,3.80008742,first_buy,go_long,go_long,long-exit-profit,go_long
474,0.238,0.2381,0.2407423338048706,0.2426520926264399,0.2356,1,0.2362,37083.0,0.2436520000000009,0,0,0.2391799999999925,0.2395857142857085,4.10143218,first_buy,go_long,go_long,long-exit-profit,go_long
475,0.3188,0.3207,0.3067329068282562,0.3013713356426272,0.3118,0,0.3144,137104.0,0.299336000000001,0,0,0.3096199999999935,0.3080714285714223,4.47361848,first_buy,go_long,go_long,long-exit-profit,go_long
476,0.2455,0.2476,0.2378483053397946,0.2338644404298636,0.2455,0,0.247,866.0,0.2336680000000039,1,0,0.2416400000000098,0.2391714285714227,4.1334935,first_buy,go_long,go_long,long-exit-profit,go_long
477,229.716,231.295,223.47585720435728,219.007349002849,223.617,0,223.617,1349.0,218.55840000000003,0,0,226.6462,225.47271428571423,3.17572125,first_buy,go_long,go_long,long-exit-profit,go_long
478,295.105,296.848,288.5934227513281,282.8460169329647,293.487,1,295.763,1853.0,281.1292400000001,1,0,293.02620000000024,291.41085714285697,3.37820352,first_buy,go_long,go_long,long-exit-profit,go_long
479,395.061,396.515,386.1268966080351,382.79204176677206,388.0,0,388.0,3254.0,383.4637200000002,0,0,388.6935999999993,387.7392857142847,3.33887156,first_buy,go_long,go_long,long-exit-profit,go_long
480,518.094,518.094,506.5632733584953,501.0018287503308,511.649,0,513.888,2493.0,501.8274800000002,0,0,509.34240000000017,507.71042857142726,3.36601132,first_buy,go_long,go_long,long-exit-profit,go_long
481,263.304,264.611,275.7377818361208,285.4433299606312,250.663,1,258.012,2335958.0,288.1652800000005,0,0,267.1328000000004,271.1360000000015,3.4235088,first_buy,go_long,go_long,long-exit-profit,go_long
482,344.235,349.974,330.1522337991804,321.7305602397517,343.714,0,349.955,976907.0,320.9428400000005,0,0,335.6116000000006,332.5017142857158,3.30221016,first_buy,go_long,go_long,long-exit-profit,go_long
483,367.921,372.8,377.6381752374607,383.4051429941489,362.235,1,364.11,679754.0,384.01559999999927,0,0,373.8492000000023,376.4500000000025,3.57981039,first_buy,go_long,go_long,long-exit-profit,go_long
