,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),exit_reason,action
0,0.02241,0.02248,0.0227111675931434,0.0229181765366597,0.02225,0,0.02241,1220.0,0.0230096,0,0,0.0224859999999996,0.0225928571428573,-0.2358864,second_buy,go_long,do_nothing,go_long,go_long,go_short,go_short,force_exit,go_short
1,277.51,279.12,281.142250341939,282.7078510734765,274.8,1,276.0,74140.0,282.9739999999985,0,0,278.8559999999973,280.2885714285711,-0.5244027,second_buy,do_nothing,do_nothing,go_long,go_long,go_short,go_short,force_exit,go_short
2,10.844,10.927,10.527984285824616,10.474312908519511,10.719,0,10.908,149849.0,10.369039999999949,0,0,10.67259999999978,10.573857142857037,-1.37768674,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,force_exit,go_long
3,13.686,13.855,13.41647580040184,13.269715265182487,13.333,1,13.333,147231.0,13.27575999999994,0,0,13.568399999999844,13.523428571428624,0.0,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,roi,go_long
4,13.312,13.404,13.18905609003668,13.213653611233603,13.272,0,13.272,89186.0,13.29799999999994,0,0,13.181599999999843,13.106285714285764,0.3426498,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,roi,go_long
5,13.746,14.133,13.551384668344213,13.40574151733813,13.694,0,14.092,380762.0,13.344639999999936,0,0,13.753999999999843,13.640571428571477,-0.00417934,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,roi,go_long
6,14.178,14.212,14.131784994740126,13.900993524539883,14.048,1,14.058,226082.0,13.780039999999934,0,0,14.180799999999843,14.251142857142904,-0.14015153,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,roi,go_long
7,14.036,14.498,13.897452017399406,13.66394186095228,14.009,1,14.195,204161.0,13.540919999999948,1,0,14.080399999999791,14.047714285714326,-0.00454579,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,roi,go_long
8,14.133,14.254,14.07286709627191,13.970787436796272,14.133,0,14.247,27017.0,13.954439999999945,0,0,14.144399999999791,14.099857142857184,0.05533464,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,roi,go_long
9,14.548,14.654,14.356453616713669,14.211293861207604,14.388,0,14.516,68524.0,14.191479999999942,0,0,14.4171999999998,14.412714285714328,-0.00526168,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,roi,go_long
10,14.286,14.67,13.928858875925105,13.611227071629472,14.286,0,14.636,41745.0,13.485879999999945,0,0,14.178399999999796,14.025857142857182,0.37648404,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,roi,go_long
11,15.258,15.32,14.77864679650582,14.300768604209006,15.013,1,15.039,77330.0,14.210399999999948,1,0,15.068999999999798,15.05442857142861,0.069847,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,roi,go_long
12,15.375,15.4,15.188881769494005,14.835377435365356,15.238,1,15.309,30542.0,14.91355999999995,0,0,15.363399999999794,15.270857142857182,0.0,first_buy,do_nothing,do_nothing,go_long,go_long,go_long,go_long,roi,go_long
